,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
131,2,6:44.0,Personal foul by S. Brown (drawn by J. Tatum),,41,39
132,2,6:44.0,,T. Snell enters the game for S. Brown,41,39
133,2,6:30.0,J. Tatum misses 3-pt jump shot from 28 ft,,41,39
134,2,6:25.0,Offensive rebound by S. Ojeleye,,41,39
135,2,6:23.0,S. Ojeleye makes 2-pt layup from 1 ft,,43,39
136,2,6:07.0,,Shooting foul by S. Ojeleye (drawn by K. Middleton),43,39
137,2,6:07.0,,K. Middleton makes free throw 1 of 2,43,40
138,2,6:07.0,J. Brown enters the game for J. Tatum,,43,40
139,2,6:07.0,M. Morris enters the game for S. Ojeleye,,43,40
140,2,6:07.0,,K. Middleton makes free throw 2 of 2,43,41
141,2,5:49.0,Turnover by M. Morris (bad pass; steal by J. Parker),,43,41
142,2,5:44.0,,J. Parker makes 2-pt dunk at rim (assist by E. Bledsoe),43,43
143,2,5:24.0,A. Baynes makes 2-pt layup from 1 ft (assist by A. Horford),,45,43
144,2,5:08.0,,J. Henson makes 2-pt layup from 1 ft (assist by J. Parker),45,45
145,2,4:55.0,M. Morris misses 2-pt jump shot from 7 ft (block by J. Henson),,45,45
146,2,4:52.0,,Defensive rebound by K. Middleton,45,45
147,2,4:51.0,,Personal foul by J. Brown (drawn by K. Middleton),45,45
148,2,4:42.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by K. Middleton),45,48
149,2,4:14.0,K. Allen misses 3-pt jump shot from 24 ft,,45,48
150,2,4:11.0,,Defensive rebound by T. Snell,45,48
151,2,4:03.0,,E. Bledsoe makes 2-pt jump shot from 13 ft,45,50
152,2,4:03.0,Boston full timeout,,45,50
153,2,4:03.0,G. Monroe enters the game for A. Baynes,,45,50
154,2,3:47.0,Turnover by G. Monroe (bad pass; steal by K. Middleton),,45,50
155,2,3:43.0,,E. Bledsoe misses 2-pt layup from 1 ft (block by K. Allen),45,50
156,2,3:38.0,Defensive rebound by M. Morris,,45,50
157,2,3:32.0,Turnover by M. Morris (bad pass),,45,50
158,2,3:14.0,,Turnover by E. Bledsoe (bad pass; steal by K. Allen),45,50
159,2,3:06.0,Turnover by M. Morris (turnover),,45,50
160,2,2:56.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),45,53
161,2,2:37.0,Personal foul by J. Henson (drawn by G. Monroe),,45,53
162,2,2:37.0,,G. Antetokounmpo enters the game for J. Parker,45,53
163,2,2:23.0,G. Monroe misses 2-pt layup from 1 ft,,45,53
164,2,2:21.0,,Defensive rebound by J. Henson,45,53
165,2,2:16.0,,T. Snell misses 3-pt jump shot from 25 ft,45,53
166,2,2:13.0,Defensive rebound by G. Monroe,,45,53
167,2,2:03.0,M. Morris makes 2-pt jump shot from 8 ft,,47,53
168,2,1:39.0,,Shooting foul by M. Morris (drawn by J. Henson),47,53
169,2,1:39.0,,J. Henson misses free throw 1 of 2,47,53
170,2,1:39.0,,Offensive rebound by Team,47,53
171,2,1:39.0,J. Tatum enters the game for K. Allen,,47,53
172,2,1:39.0,,J. Henson makes free throw 2 of 2,47,54
173,2,1:25.0,J. Brown makes 2-pt hook shot from 3 ft,,49,54
174,2,1:25.0,,Violation by J. Henson (def goaltending),49,54
175,2,1:10.0,,Personal foul by A. Horford (drawn by G. Antetokounmpo),49,54
176,2,1:10.0,,G. Antetokounmpo makes free throw 1 of 2,49,55
177,2,1:10.0,,G. Antetokounmpo makes free throw 2 of 2,49,56
178,2,1:00.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Brown),,51,56
179,2,0:43.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft (assist by T. Snell),51,58
180,2,0:25.0,G. Monroe makes 2-pt hook shot from 2 ft,,53,58
181,2,0:02.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft (block by J. Brown),53,58
182,2,0:02.0,Defensive rebound by J. Tatum,,53,58
183,2,0:00.0,J. Tatum makes 3-pt jump shot from 27 ft,,56,58
184,3,11:42.0,,Turnover by J. Henson (bad pass; steal by J. Tatum),56,58
185,3,11:38.0,Turnover by J. Brown (bad pass),,56,58
186,3,11:24.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by A. Horford),56,58
187,3,11:20.0,Defensive rebound by A. Baynes,,56,58
188,3,11:13.0,J. Tatum misses 3-pt jump shot from 26 ft,,56,58
189,3,11:10.0,Offensive rebound by A. Horford,,56,58
190,3,11:08.0,A. Baynes makes 2-pt layup at rim (assist by A. Horford),,58,58
191,3,10:57.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,58,58
192,3,10:54.0,Defensive rebound by A. Baynes,,58,58
193,3,10:35.0,A. Baynes misses 2-pt hook shot from 4 ft (block by G. Antetokounmpo),,58,58
194,3,10:31.0,,Defensive rebound by K. Middleton,58,58
195,3,10:22.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),58,60
196,3,10:01.0,A. Baynes misses 3-pt jump shot from 25 ft,,58,60
197,3,9:58.0,,Defensive rebound by K. Middleton,58,60
198,3,9:52.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),58,62
199,3,9:28.0,A. Horford misses 2-pt jump shot from 18 ft,,58,62
200,3,9:25.0,Offensive rebound by A. Baynes,,58,62
201,3,9:21.0,J. Tatum misses 2-pt layup from 1 ft,,58,62
202,3,9:21.0,Offensive rebound by A. Baynes,,58,62
203,3,9:17.0,A. Baynes makes 2-pt layup at rim,,60,62
204,3,9:08.0,,K. Middleton misses 2-pt jump shot from 16 ft,60,62
205,3,9:06.0,Defensive rebound by J. Brown,,60,62
206,3,9:01.0,J. Brown misses 3-pt jump shot from 25 ft,,60,62
207,3,8:58.0,,Defensive rebound by G. Antetokounmpo,60,62
208,3,8:46.0,,K. Middleton misses 2-pt layup from 2 ft,60,62
209,3,8:43.0,Defensive rebound by A. Horford,,60,62
210,3,8:26.0,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Horford),,63,62
211,3,8:09.0,,Turnover by J. Henson (step out of bounds),63,62
212,3,7:48.0,K. Allen misses 2-pt layup from 4 ft (block by J. Henson),,63,62
213,3,7:48.0,Offensive rebound by Team,,63,62
214,3,7:43.0,J. Tatum misses 2-pt jump shot from 17 ft,,63,62
215,3,7:41.0,,Defensive rebound by G. Antetokounmpo,63,62
216,3,7:34.0,,T. Snell misses 3-pt jump shot from 27 ft,63,62
217,3,7:31.0,Defensive rebound by A. Horford,,63,62
218,3,7:11.0,A. Baynes misses 2-pt layup from 2 ft (block by J. Henson),,63,62
219,3,7:11.0,Offensive rebound by Team,,63,62
220,3,7:06.0,Turnover by K. Allen (bad pass; steal by J. Henson),,63,62
221,3,7:01.0,,Shooting foul by K. Allen (drawn by J. Henson),63,62
222,3,7:01.0,,J. Henson misses free throw 1 of 2,63,62
223,3,7:01.0,,Offensive rebound by Team,63,62
224,3,7:01.0,,S. Brown enters the game for T. Snell,63,62
225,3,7:01.0,M. Morris enters the game for J. Tatum,,63,62
226,3,7:01.0,G. Monroe enters the game for A. Baynes,,63,62
227,3,7:01.0,,J. Henson misses free throw 2 of 2,63,62
228,3,6:59.0,Defensive rebound by G. Monroe,,63,62
229,3,6:41.0,Personal foul by J. Henson (drawn by G. Monroe),,63,62
230,3,6:41.0,,Milwaukee full timeout,63,62
231,3,6:35.0,J. Brown makes 2-pt jump shot from 17 ft (assist by G. Monroe),,65,62
232,3,6:23.0,,Personal foul by K. Allen (drawn by G. Antetokounmpo),65,62
233,3,6:09.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,65,62
234,3,6:05.0,,Offensive rebound by K. Middleton,65,62
235,3,6:03.0,,G. Antetokounmpo makes 2-pt dunk at rim,65,64
236,3,5:42.0,Turnover by J. Brown (bad pass),,65,64
237,3,5:33.0,,Personal foul by A. Horford (drawn by J. Henson),65,64
238,3,5:31.0,,Personal foul by A. Horford (drawn by G. Antetokounmpo),65,64
239,3,5:24.0,,K. Middleton makes 2-pt layup from 2 ft (assist by J. Henson),65,66
240,3,5:12.0,Personal foul by S. Brown (drawn by J. Brown),,65,66
241,3,5:06.0,,J. Parker enters the game for G. Antetokounmpo,65,66
242,3,5:06.0,S. Ojeleye enters the game for A. Horford,,65,66
243,3,5:06.0,A. Nader enters the game for K. Allen,,65,66
244,3,4:58.0,M. Morris misses 2-pt jump shot from 10 ft,,65,66
245,3,4:55.0,,Defensive rebound by K. Middleton,65,66
246,3,4:52.0,,Turnover by K. Middleton (lost ball; steal by G. Monroe),65,66
247,3,4:49.0,Shooting foul by S. Brown (drawn by J. Brown),,65,66
248,3,4:49.0,J. Brown misses free throw 1 of 2,,65,66
249,3,4:49.0,Offensive rebound by Team,,65,66
250,3,4:49.0,,J. Terry enters the game for S. Brown,65,66
251,3,4:49.0,J. Brown makes free throw 2 of 2,,66,66
252,3,4:28.0,,K. Middleton misses 3-pt jump shot from 26 ft,66,66
253,3,4:25.0,,Offensive rebound by J. Henson,66,66
254,3,4:22.0,,J. Henson makes 2-pt layup at rim (assist by K. Middleton),66,68
255,3,4:11.0,J. Brown misses 3-pt jump shot from 27 ft,,66,68
256,3,4:07.0,,Defensive rebound by E. Bledsoe,66,68
257,3,3:58.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,66,70
258,3,3:58.0,,Shooting foul by S. Ojeleye (drawn by E. Bledsoe),66,70
259,3,3:58.0,,T. Zeller enters the game for J. Henson,66,70
260,3,3:58.0,,E. Bledsoe makes free throw 1 of 1,66,71
261,3,3:45.0,Personal foul by K. Middleton (drawn by G. Monroe),,66,71
262,3,3:31.0,M. Morris misses 2-pt layup from 4 ft,,66,71
263,3,3:29.0,Offensive rebound by G. Monroe,,66,71
264,3,3:27.0,G. Monroe misses 2-pt hook shot from 4 ft,,66,71
265,3,3:24.0,,Defensive rebound by T. Zeller,66,71
266,3,3:21.0,,J. Parker makes 2-pt layup from 2 ft,66,73
267,3,3:20.0,Boston full timeout,,66,73
268,3,3:20.0,J. Tatum enters the game for J. Brown,,66,73
269,3,2:55.0,M. Morris misses 2-pt jump shot from 10 ft,,66,73
270,3,2:53.0,,Defensive rebound by J. Parker,66,73
271,3,2:49.0,,T. Zeller misses 2-pt layup from 1 ft,66,73
272,3,2:41.0,Defensive rebound by G. Monroe,,66,73
273,3,2:34.0,M. Morris misses 3-pt jump shot from 26 ft,,66,73
274,3,2:31.0,,Defensive rebound by J. Terry,66,73
275,3,2:16.0,,J. Parker misses 3-pt jump shot from 26 ft,66,73
276,3,2:13.0,Defensive rebound by S. Ojeleye,,66,73
277,3,2:07.0,G. Monroe misses 2-pt layup from 4 ft,,66,73
278,3,2:04.0,,Defensive rebound by T. Zeller,66,73
279,3,1:52.0,,J. Terry misses 2-pt layup from 5 ft (block by A. Nader),66,73
280,3,1:48.0,,Offensive rebound by T. Zeller,66,73
281,3,1:47.0,,T. Zeller makes 2-pt layup from 1 ft,66,75
282,3,1:29.0,M. Morris makes 2-pt hook shot from 3 ft,,68,75
283,3,1:21.0,,K. Middleton misses 3-pt jump shot from 22 ft,68,75
284,3,1:19.0,Defensive rebound by S. Ojeleye,,68,75
285,3,1:14.0,Turnover by M. Morris (lost ball; steal by K. Middleton),,68,75
286,3,1:11.0,,J. Parker makes 2-pt dunk from 1 ft (assist by K. Middleton),68,77
287,3,0:54.0,Shooting foul by T. Zeller (drawn by G. Monroe),,68,77
288,3,0:54.0,G. Monroe makes free throw 1 of 2,,69,77
289,3,0:54.0,,G. Antetokounmpo enters the game for E. Bledsoe,69,77
290,3,0:54.0,,S. Muhammad enters the game for K. Middleton,69,77
291,3,0:54.0,A. Horford enters the game for S. Ojeleye,,69,77
292,3,0:54.0,G. Monroe misses free throw 2 of 2,,69,77
293,3,0:51.0,,Defensive rebound by G. Antetokounmpo,69,77
294,3,0:39.0,,S. Muhammad misses 2-pt hook shot from 3 ft,69,77
295,3,0:34.0,,Offensive rebound by T. Zeller,69,77
296,3,0:34.0,,T. Zeller misses 2-pt layup at rim,69,77
297,3,0:33.0,Defensive rebound by A. Nader,,69,77
298,3,0:26.0,M. Morris misses 3-pt jump shot from 26 ft,,69,77
299,3,0:22.0,,Defensive rebound by T. Zeller,69,77
300,3,0:18.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),69,79
301,3,0:03.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,71,79
302,3,0:00.0,,S. Muhammad misses 2-pt hook shot from 6 ft,71,79
303,3,0:00.0,,Offensive rebound by Team,71,79
304,4,11:41.0,A. Nader makes 3-pt jump shot from 27 ft (assist by J. Tatum),,74,79
305,4,11:20.0,,J. Terry misses 3-pt jump shot from 25 ft,74,79
306,4,11:17.0,Defensive rebound by J. Tatum,,74,79
307,4,11:14.0,Turnover by M. Morris (step out of bounds),,74,79
308,4,11:01.0,,J. Parker misses 2-pt jump shot from 15 ft,74,79
309,4,10:58.0,,Offensive rebound by T. Zeller,74,79
310,4,10:58.0,,T. Zeller makes 2-pt hook shot from 1 ft,74,81
311,4,10:40.0,A. Nader makes 2-pt dunk from 1 ft,,76,81
312,4,10:19.0,,Shooting foul by M. Morris (drawn by J. Parker),76,81
313,4,10:19.0,,J. Parker misses free throw 1 of 2,76,81
314,4,10:19.0,,Offensive rebound by Team,76,81
315,4,10:19.0,,J. Parker makes free throw 2 of 2,76,82
316,4,10:12.0,Personal foul by J. Terry (drawn by A. Nader),,76,82
317,4,10:02.0,A. Horford makes 2-pt jump shot from 10 ft,,78,82
318,4,9:44.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,78,82
319,4,9:39.0,,Offensive rebound by T. Zeller,78,82
320,4,9:39.0,,T. Zeller makes 2-pt layup at rim,78,84
321,4,9:25.0,A. Nader misses 2-pt jump shot from 7 ft,,78,84
322,4,9:23.0,,Defensive rebound by S. Muhammad,78,84
323,4,9:18.0,,Shooting foul by A. Horford (drawn by G. Antetokounmpo),78,84
324,4,9:18.0,,G. Antetokounmpo makes free throw 1 of 2,78,85
325,4,9:18.0,J. Brown enters the game for M. Morris,,78,85
326,4,9:18.0,,G. Antetokounmpo makes free throw 2 of 2,78,86
327,4,9:07.0,Personal foul by G. Antetokounmpo (drawn by A. Baynes),,78,86
328,4,8:55.0,Personal foul by T. Zeller (drawn by A. Baynes),,78,86
329,4,8:44.0,Shooting foul by T. Zeller (drawn by J. Tatum),,78,86
330,4,8:44.0,J. Tatum makes free throw 1 of 2,,79,86
331,4,8:44.0,S. Ojeleye enters the game for A. Baynes,,79,86
332,4,8:44.0,J. Tatum makes free throw 2 of 2,,80,86
333,4,8:30.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,80,86
334,4,8:28.0,Defensive rebound by A. Nader,,80,86
335,4,8:16.0,A. Horford makes 2-pt jump shot from 15 ft,,82,86
336,4,8:15.0,,Milwaukee full timeout,82,86
337,4,8:15.0,,E. Bledsoe enters the game for S. Muhammad,82,86
338,4,8:15.0,,K. Middleton enters the game for T. Zeller,82,86
339,4,8:15.0,M. Morris enters the game for J. Tatum,,82,86
340,4,8:05.0,,E. Bledsoe makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),82,88
341,4,7:39.0,M. Morris misses 3-pt jump shot from 27 ft,,82,88
342,4,7:36.0,,Defensive rebound by J. Parker,82,88
343,4,7:30.0,,Personal foul by J. Brown (drawn by G. Antetokounmpo),82,88
344,4,7:21.0,,J. Terry misses 3-pt jump shot from 26 ft,82,88
345,4,7:19.0,Defensive rebound by J. Brown,,82,88
346,4,7:14.0,Turnover by J. Brown (bad pass; steal by G. Antetokounmpo),,82,88
347,4,7:09.0,,E. Bledsoe makes 2-pt layup at rim (assist by G. Antetokounmpo),82,90
348,4,6:42.0,J. Brown makes 2-pt jump shot from 6 ft (assist by A. Nader),,84,90
349,4,6:26.0,,Turnover by E. Bledsoe (bad pass),84,90
350,4,6:26.0,K. Allen enters the game for A. Nader,,84,90
351,4,6:10.0,A. Horford misses 2-pt layup from 2 ft,,84,90
352,4,6:10.0,Offensive rebound by A. Horford,,84,90
353,4,6:10.0,A. Horford makes 2-pt layup from 2 ft,,86,90
354,4,6:10.0,Shooting foul by K. Middleton (drawn by A. Horford),,86,90
355,4,6:10.0,A. Horford makes free throw 1 of 1,,87,90
356,4,5:52.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,87,92
357,4,5:37.0,J. Brown makes 2-pt layup from 3 ft,,89,92
358,4,5:37.0,Shooting foul by J. Terry (drawn by J. Brown),,89,92
359,4,5:37.0,,J. Henson enters the game for J. Terry,89,92
360,4,5:37.0,A. Baynes enters the game for A. Horford,,89,92
361,4,5:37.0,Violation by A. Baynes (double lane),,89,92
362,4,5:37.0,,Violation by J. Henson (double lane),89,92
363,4,5:34.0,Turnover by A. Baynes (turnover),,89,92
364,4,5:22.0,,Personal foul by K. Allen (drawn by E. Bledsoe),89,92
365,4,5:09.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),89,94
366,4,5:08.0,Boston full timeout,,89,94
367,4,5:08.0,J. Tatum enters the game for S. Ojeleye,,89,94
368,4,5:08.0,G. Monroe enters the game for A. Baynes,,89,94
369,4,4:50.0,G. Monroe misses 2-pt layup from 1 ft,,89,94
370,4,4:47.0,,Defensive rebound by G. Antetokounmpo,89,94
371,4,4:41.0,,K. Middleton misses 3-pt jump shot from 27 ft,89,94
372,4,4:37.0,,Offensive rebound by J. Parker,89,94
373,4,4:37.0,,J. Parker misses 2-pt layup at rim,89,94
374,4,4:37.0,Defensive rebound by M. Morris,,89,94
375,4,4:27.0,A. Horford enters the game for K. Allen,,89,94
376,4,4:24.0,Personal foul by K. Middleton (drawn by M. Morris),,89,94
377,4,4:24.0,M. Morris misses free throw 1 of 2,,89,94
378,4,4:24.0,Offensive rebound by Team,,89,94
379,4,4:24.0,M. Morris makes free throw 2 of 2,,90,94
