,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
62,1,4:44.0,T. Prince misses 3-pt jump shot from 26 ft,,16,14
63,1,4:37.0,Offensive rebound by M. Muscala,,16,14
64,1,4:37.0,M. Muscala makes 2-pt layup at rim,,18,14
65,1,4:23.0,,K. Middleton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),18,16
66,1,4:05.0,Personal foul by S. Brown (drawn by D. Schröder),,18,16
67,1,4:05.0,,T. Maker enters the game for K. Middleton,18,16
68,1,4:05.0,,J. Parker enters the game for J. Henson,18,16
69,1,3:55.0,D. Schröder makes 3-pt jump shot from 28 ft,,21,16
70,1,3:45.0,,G. Antetokounmpo misses 2-pt jump shot from 2 ft,21,16
71,1,3:43.0,,Offensive rebound by G. Antetokounmpo,21,16
72,1,3:43.0,,G. Antetokounmpo misses 2-pt layup at rim,21,16
73,1,3:43.0,Defensive rebound by J. Collins,,21,16
74,1,3:37.0,Turnover by J. Collins (turnover; steal by G. Antetokounmpo),,21,16
75,1,3:36.0,,J. Parker misses 3-pt jump shot from 27 ft,21,16
76,1,3:33.0,Defensive rebound by I. Taylor,,21,16
77,1,3:31.0,Shooting foul by J. Parker (drawn by T. Prince),,21,16
78,1,3:31.0,T. Prince makes free throw 1 of 2,,22,16
79,1,3:31.0,D. Lee enters the game for D. Schröder,,22,16
80,1,3:31.0,T. Prince makes free throw 2 of 2,,23,16
81,1,3:09.0,,B. Jennings misses 3-pt jump shot from 26 ft,23,16
82,1,3:07.0,Defensive rebound by T. Prince,,23,16
83,1,3:03.0,J. Collins makes 2-pt layup from 2 ft (assist by T. Prince),,25,16
84,1,3:02.0,,Milwaukee full timeout,25,16
85,1,2:47.0,,J. Parker misses 2-pt jump shot from 9 ft,25,16
86,1,2:44.0,,Offensive rebound by J. Parker,25,16
87,1,2:41.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,25,16
88,1,2:38.0,Defensive rebound by J. Collins,,25,16
89,1,2:29.0,D. Lee misses 2-pt jump shot from 7 ft,,25,16
90,1,2:22.0,Offensive rebound by T. Prince,,25,16
91,1,2:22.0,T. Prince makes 2-pt layup at rim,,27,16
92,1,2:07.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),27,19
93,1,1:54.0,Turnover by T. Prince (bad pass; steal by S. Brown),,27,19
94,1,1:45.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,27,19
95,1,1:45.0,,Offensive rebound by G. Antetokounmpo,27,19
96,1,1:45.0,,Shooting foul by J. Collins (drawn by G. Antetokounmpo),27,19
97,1,1:45.0,,G. Antetokounmpo makes free throw 1 of 2,27,20
98,1,1:45.0,T. Cavanaugh enters the game for T. Prince,,27,20
99,1,1:45.0,A. White enters the game for J. Collins,,27,20
100,1,1:45.0,,G. Antetokounmpo makes free throw 2 of 2,27,21
101,1,1:32.0,Shooting foul by T. Maker (drawn by M. Muscala),,27,21
102,1,1:32.0,M. Muscala makes free throw 1 of 2,,28,21
103,1,1:32.0,,K. Middleton enters the game for G. Antetokounmpo,28,21
104,1,1:32.0,M. Muscala makes free throw 2 of 2,,29,21
105,1,1:19.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by K. Middleton),29,23
106,1,1:02.0,A. White makes 2-pt jump shot from 12 ft (assist by I. Taylor),,31,23
107,1,0:45.0,,K. Middleton misses 2-pt jump shot from 7 ft,31,23
108,1,0:42.0,Defensive rebound by I. Taylor,,31,23
109,1,0:25.0,T. Cavanaugh misses 3-pt jump shot from 24 ft,,31,23
110,1,0:21.0,,Defensive rebound by K. Middleton,31,23
111,1,0:02.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by K. Middleton),31,26
112,1,0:00.0,I. Taylor misses 3-pt jump shot from 34 ft (block by B. Jennings),,31,26
113,1,0:00.0,Offensive rebound by Team,,31,26
114,2,11:42.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by D. Schröder),,33,26
115,2,11:30.0,,Turnover by K. Middleton (lost ball; steal by D. Lee),33,26
116,2,11:25.0,,Offensive charge foul by D. Dedmon (drawn by T. Maker),33,26
117,2,11:25.0,Turnover by D. Dedmon (offensive foul),,33,26
118,2,11:15.0,,J. Parker misses 2-pt layup from 3 ft,33,26
119,2,11:13.0,Defensive rebound by D. Dedmon,,33,26
120,2,11:07.0,D. Lee misses 3-pt jump shot from 27 ft,,33,26
121,2,11:04.0,,Defensive rebound by T. Maker,33,26
122,2,10:59.0,,Personal foul by D. Lee (drawn by K. Middleton),33,26
123,2,10:55.0,,T. Maker makes 2-pt jump shot from 18 ft (assist by J. Parker),33,28
124,2,10:40.0,D. Lee misses 2-pt layup from 2 ft,,33,28
125,2,10:37.0,Offensive rebound by D. Lee,,33,28
126,2,10:36.0,D. Lee misses 2-pt layup from 3 ft,,33,28
127,2,10:36.0,,Defensive rebound by K. Middleton,33,28
128,2,10:29.0,,T. Maker misses 2-pt layup from 2 ft (block by D. Dedmon),33,28
129,2,10:26.0,Defensive rebound by D. Lee,,33,28
130,2,10:20.0,D. Lee makes 3-pt jump shot from 25 ft (assist by D. Schröder),,36,28
131,2,10:08.0,,J. Parker makes 2-pt layup from 1 ft (assist by B. Jennings),36,30
132,2,9:44.0,D. Schröder misses 2-pt jump shot from 19 ft,,36,30
133,2,9:41.0,,Defensive rebound by S. Brown,36,30
134,2,9:37.0,,Turnover by K. Middleton (traveling),36,30
135,2,9:37.0,,G. Antetokounmpo enters the game for J. Parker,36,30
136,2,9:37.0,,J. Terry enters the game for S. Brown,36,30
137,2,9:23.0,Personal foul by T. Maker (drawn by D. Schröder),,36,30
138,2,9:23.0,,J. Henson enters the game for T. Maker,36,30
139,2,9:23.0,T. Prince enters the game for D. Lee,,36,30
140,2,9:17.0,,Violation by B. Jennings (kicked ball),36,30
141,2,9:03.0,D. Schröder misses 2-pt jump shot from 17 ft (block by J. Terry),,36,30
142,2,8:59.0,,Defensive rebound by G. Antetokounmpo,36,30
143,2,8:56.0,,B. Jennings misses 3-pt jump shot from 25 ft,36,30
144,2,8:52.0,Defensive rebound by T. Prince,,36,30
145,2,8:43.0,A. White misses 3-pt jump shot from 25 ft,,36,30
146,2,8:40.0,,Defensive rebound by G. Antetokounmpo,36,30
147,2,8:34.0,,Turnover by G. Antetokounmpo (palming),36,30
148,2,8:18.0,Turnover by T. Prince (bad pass; steal by G. Antetokounmpo),,36,30
149,2,8:18.0,,Personal take foul by D. Schröder (drawn by G. Antetokounmpo),36,30
150,2,8:18.0,T. Dorsey enters the game for A. White,,36,30
151,2,8:11.0,,Personal foul by T. Prince (drawn by K. Middleton),36,30
152,2,7:59.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,36,30
153,2,7:57.0,Defensive rebound by T. Dorsey,,36,30
154,2,7:46.0,Turnover by T. Dorsey (bad pass; steal by J. Terry),,36,30
155,2,7:43.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Terry),36,32
156,2,7:29.0,D. Dedmon misses 3-pt jump shot from 26 ft,,36,32
157,2,7:26.0,,Defensive rebound by G. Antetokounmpo,36,32
158,2,7:18.0,,K. Middleton misses 2-pt layup from 2 ft,36,32
159,2,7:16.0,Defensive rebound by D. Schröder,,36,32
160,2,7:13.0,Turnover by D. Schröder (bad pass; steal by J. Terry),,36,32
161,2,7:11.0,,Turnover by J. Terry (bad pass),36,32
162,2,7:11.0,,E. Bledsoe enters the game for B. Jennings,36,32
163,2,7:11.0,M. Muscala enters the game for T. Cavanaugh,,36,32
164,2,6:56.0,Turnover by D. Dedmon (bad pass; steal by E. Bledsoe),,36,32
165,2,6:52.0,,E. Bledsoe misses 2-pt layup from 1 ft,36,32
166,2,6:52.0,Defensive rebound by Team,,36,32
167,2,6:52.0,Personal foul by G. Antetokounmpo (drawn by M. Muscala),,36,32
168,2,6:52.0,,Milwaukee full timeout,36,32
169,2,6:52.0,I. Taylor enters the game for D. Schröder,,36,32
170,2,6:34.0,T. Prince makes 3-pt jump shot from 23 ft (assist by I. Taylor),,39,32
171,2,6:23.0,,Def 3 sec tech foul by M. Muscala,39,32
172,2,6:23.0,,K. Middleton makes technical free throw,39,33
173,2,6:14.0,,Shooting foul by I. Taylor (drawn by E. Bledsoe),39,33
174,2,6:14.0,,E. Bledsoe misses free throw 1 of 2,39,33
175,2,6:14.0,,Offensive rebound by Team,39,33
176,2,6:14.0,,E. Bledsoe makes free throw 2 of 2,39,34
177,2,6:02.0,Turnover by M. Muscala (bad pass; steal by J. Henson),,39,34
178,2,5:54.0,,G. Antetokounmpo makes 2-pt layup from 4 ft (assist by J. Terry),39,36
179,2,5:51.0,Personal foul by K. Middleton (drawn by I. Taylor),,39,36
180,2,5:45.0,I. Taylor misses 2-pt layup from 3 ft,,39,36
181,2,5:42.0,,Defensive rebound by G. Antetokounmpo,39,36
182,2,5:38.0,,T. Snell enters the game for K. Middleton,39,36
183,2,5:28.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),39,39
184,2,5:18.0,Turnover by D. Dedmon (traveling),,39,39
185,2,5:10.0,,Personal foul by I. Taylor (drawn by E. Bledsoe),39,39
186,2,5:10.0,,E. Bledsoe makes free throw 1 of 2,39,40
187,2,5:10.0,,E. Bledsoe makes free throw 2 of 2,39,41
188,2,5:04.0,Personal foul by J. Terry (drawn by T. Dorsey),,39,41
189,2,5:04.0,,J. Parker enters the game for J. Terry,39,41
190,2,5:04.0,J. Collins enters the game for D. Dedmon,,39,41
191,2,4:55.0,Personal foul by E. Bledsoe (drawn by I. Taylor),,39,41
192,2,4:55.0,I. Taylor makes free throw 1 of 2,,40,41
193,2,4:55.0,I. Taylor makes free throw 2 of 2,,41,41
194,2,4:42.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),41,43
195,2,4:36.0,Shooting foul by G. Antetokounmpo (drawn by T. Prince),,41,43
196,2,4:36.0,T. Prince makes free throw 1 of 2,,42,43
197,2,4:36.0,D. Schröder enters the game for T. Dorsey,,42,43
198,2,4:36.0,T. Prince makes free throw 2 of 2,,43,43
199,2,4:19.0,,Shooting block foul by D. Schröder (drawn by E. Bledsoe),43,43
200,2,4:19.0,,E. Bledsoe makes 2-pt layup from 2 ft,43,45
201,2,4:19.0,,E. Bledsoe makes free throw 1 of 1,43,46
202,2,3:53.0,J. Collins makes 2-pt layup at rim,,45,46
203,2,3:40.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,45,46
204,2,3:37.0,Defensive rebound by T. Prince,,45,46
205,2,3:30.0,T. Prince misses 2-pt layup from 3 ft (block by J. Henson),,45,46
206,2,3:26.0,,Defensive rebound by J. Henson,45,46
207,2,3:24.0,,J. Parker makes 2-pt dunk at rim (assist by E. Bledsoe),45,48
208,2,3:24.0,Atlanta full timeout,,45,48
209,2,3:10.0,M. Muscala misses 3-pt jump shot from 23 ft,,45,48
210,2,3:07.0,,Defensive rebound by T. Snell,45,48
211,2,2:50.0,,J. Parker misses 3-pt jump shot from 25 ft,45,48
212,2,2:47.0,Defensive rebound by J. Collins,,45,48
213,2,2:40.0,Turnover by M. Muscala (bad pass; steal by E. Bledsoe),,45,48
214,2,2:34.0,,T. Snell misses 2-pt layup from 1 ft,45,48
215,2,2:32.0,Defensive rebound by J. Collins,,45,48
216,2,2:27.0,M. Muscala misses 2-pt layup from 4 ft,,45,48
217,2,2:25.0,,Defensive rebound by J. Henson,45,48
218,2,2:10.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,45,48
219,2,2:08.0,Defensive rebound by M. Muscala,,45,48
220,2,1:50.0,M. Muscala misses 3-pt jump shot from 23 ft,,45,48
221,2,1:47.0,,Defensive rebound by J. Parker,45,48
222,2,1:41.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),45,51
223,2,1:40.0,Atlanta full timeout,,45,51
224,2,1:40.0,D. Lee enters the game for M. Muscala,,45,51
225,2,1:31.0,,Offensive charge foul by D. Lee (drawn by J. Parker),45,51
226,2,1:31.0,Turnover by D. Lee (offensive foul),,45,51
227,2,1:31.0,,K. Middleton enters the game for J. Henson,45,51
228,2,1:18.0,,J. Parker makes 2-pt dunk at rim,45,53
229,2,1:17.0,,Technical foul by J. Parker,45,53
230,2,1:17.0,D. Schröder makes technical free throw,,46,53
231,2,1:08.0,Personal foul by E. Bledsoe (drawn by D. Schröder),,46,53
232,2,1:08.0,D. Schröder makes free throw 1 of 2,,47,53
233,2,1:08.0,D. Schröder makes free throw 2 of 2,,48,53
234,2,0:57.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),48,56
235,2,0:36.0,D. Lee misses 3-pt jump shot from 22 ft,,48,56
236,2,0:33.0,,Defensive rebound by E. Bledsoe,48,56
237,2,0:27.0,,K. Middleton misses 3-pt jump shot from 25 ft,48,56
238,2,0:24.0,,Offensive rebound by G. Antetokounmpo,48,56
239,2,0:24.0,,G. Antetokounmpo misses 2-pt layup at rim (block by T. Prince),48,56
240,2,0:24.0,Defensive rebound by T. Prince,,48,56
241,2,0:00.0,D. Lee makes 2-pt jump shot from 14 ft (assist by D. Schröder),,50,56
242,3,11:42.0,T. Prince makes 2-pt layup at rim,,52,56
243,3,11:24.0,,K. Middleton misses 2-pt jump shot from 17 ft,52,56
244,3,11:22.0,Defensive rebound by T. Prince,,52,56
245,3,11:18.0,Personal foul by K. Middleton (drawn by T. Prince),,52,56
246,3,11:04.0,Turnover by D. Dedmon (bad pass; steal by T. Snell),,52,56
247,3,11:02.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by T. Snell),52,58
248,3,10:49.0,D. Schröder makes 2-pt layup from 1 ft,,54,58
249,3,10:43.0,,Turnover by E. Bledsoe (bad pass; steal by D. Schröder),54,58
250,3,10:38.0,T. Dorsey misses 3-pt jump shot from 26 ft,,54,58
251,3,10:34.0,,Defensive rebound by E. Bledsoe,54,58
252,3,10:32.0,,Turnover by E. Bledsoe (lost ball; steal by D. Dedmon),54,58
253,3,10:27.0,Turnover by D. Dedmon (bad pass; steal by K. Middleton),,54,58
254,3,10:27.0,,B. Jennings enters the game for E. Bledsoe,54,58
255,3,10:15.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),54,61
256,3,9:59.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by J. Collins),,57,61
257,3,9:51.0,,K. Middleton misses 2-pt jump shot from 13 ft,57,61
258,3,9:49.0,Defensive rebound by T. Dorsey,,57,61
259,3,9:43.0,T. Prince makes 2-pt layup at rim (assist by T. Dorsey),,59,61
260,3,9:24.0,,J. Henson misses 2-pt layup from 1 ft,59,61
261,3,9:22.0,Defensive rebound by J. Collins,,59,61
262,3,9:17.0,Offensive foul by D. Schröder (drawn by B. Jennings),,59,61
263,3,9:17.0,Turnover by D. Schröder (offensive foul),,59,61
264,3,9:01.0,,G. Antetokounmpo makes 2-pt jump shot from 14 ft,59,63
265,3,8:41.0,T. Prince makes 3-pt jump shot from 26 ft,,62,63
266,3,8:15.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,62,63
267,3,8:12.0,Defensive rebound by T. Dorsey,,62,63
268,3,8:00.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Dorsey),,65,63
269,3,7:46.0,,K. Middleton makes 2-pt jump shot from 11 ft (assist by B. Jennings),65,65
270,3,7:29.0,Personal foul by B. Jennings (drawn by D. Schröder),,65,65
271,3,7:19.0,T. Prince misses 3-pt jump shot from 27 ft,,65,65
272,3,7:17.0,Offensive rebound by J. Collins,,65,65
273,3,7:16.0,J. Collins makes 2-pt dunk at rim,,67,65
274,3,7:03.0,Loose ball foul by J. Collins (drawn by G. Antetokounmpo),,67,65
275,3,7:00.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,67,65
276,3,6:55.0,Defensive rebound by J. Collins,,67,65
277,3,6:48.0,J. Collins misses 2-pt jump shot from 12 ft,,67,65
278,3,6:48.0,,Defensive rebound by K. Middleton,67,65
279,3,6:48.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by J. Henson),67,68
280,3,6:48.0,Atlanta full timeout,,67,68
281,3,6:48.0,M. Muscala enters the game for J. Collins,,67,68
282,3,6:34.0,T. Prince misses 3-pt jump shot from 26 ft,,67,68
283,3,6:32.0,,Defensive rebound by B. Jennings,67,68
284,3,6:27.0,,Shooting foul by D. Dedmon (drawn by K. Middleton),67,68
285,3,6:27.0,,K. Middleton makes free throw 1 of 3,67,69
286,3,6:27.0,,K. Middleton makes free throw 2 of 3,67,70
287,3,6:27.0,,K. Middleton makes free throw 3 of 3,67,71
288,3,6:06.0,D. Schröder misses 2-pt layup from 15 ft (block by B. Jennings),,67,71
289,3,6:03.0,,Defensive rebound by T. Snell,67,71
290,3,6:00.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Jennings),67,73
291,3,5:46.0,T. Prince makes 3-pt jump shot from 29 ft (assist by D. Schröder),,70,73
292,3,5:31.0,,T. Snell misses 3-pt jump shot from 25 ft,70,73
293,3,5:28.0,Defensive rebound by M. Muscala,,70,73
294,3,5:14.0,D. Schröder misses 2-pt jump shot from 2 ft,,70,73
295,3,5:12.0,,Defensive rebound by G. Antetokounmpo,70,73
296,3,5:07.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by B. Jennings),70,75
297,3,4:47.0,T. Dorsey misses 3-pt jump shot from 27 ft,,70,75
298,3,4:44.0,,Defensive rebound by B. Jennings,70,75
299,3,4:41.0,,Shooting foul by T. Dorsey (drawn by J. Henson),70,75
300,3,4:41.0,,J. Henson makes free throw 1 of 2,70,76
301,3,4:41.0,,J. Parker enters the game for G. Antetokounmpo,70,76
302,3,4:41.0,J. Collins enters the game for T. Dorsey,,70,76
303,3,4:41.0,I. Taylor enters the game for D. Dedmon,,70,76
304,3,4:41.0,D. Lee enters the game for D. Schröder,,70,76
305,3,4:41.0,,J. Henson makes free throw 2 of 2,70,77
306,3,4:24.0,Shooting foul by J. Henson (drawn by T. Prince),,70,77
307,3,4:24.0,T. Prince makes free throw 1 of 2,,71,77
308,3,4:24.0,,T. Maker enters the game for J. Henson,71,77
309,3,4:24.0,T. Prince makes free throw 2 of 2,,72,77
310,3,4:11.0,,B. Jennings makes 2-pt jump shot from 1 ft,72,79
311,3,3:58.0,D. Lee misses 3-pt jump shot from 27 ft,,72,79
312,3,3:56.0,,Defensive rebound by J. Parker,72,79
313,3,3:43.0,,K. Middleton makes 2-pt jump shot from 18 ft,72,81
314,3,3:25.0,J. Collins makes 2-pt layup from 1 ft (assist by I. Taylor),,74,81
315,3,3:11.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by B. Jennings),74,83
316,3,2:58.0,Turnover by T. Prince (out of bounds lost ball),,74,83
317,3,2:58.0,,Milwaukee full timeout,74,83
318,3,2:58.0,,J. Terry enters the game for B. Jennings,74,83
319,3,2:58.0,,E. Bledsoe enters the game for T. Snell,74,83
320,3,2:58.0,A. White enters the game for T. Prince,,74,83
321,3,2:47.0,,J. Parker misses 2-pt jump shot from 19 ft,74,83
322,3,2:44.0,Defensive rebound by J. Collins,,74,83
323,3,2:39.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by I. Taylor),,77,83
324,3,2:30.0,,Shooting foul by D. Lee (drawn by K. Middleton),77,83
325,3,2:30.0,,K. Middleton makes free throw 1 of 2,77,84
326,3,2:30.0,,K. Middleton makes free throw 2 of 2,77,85
327,3,2:18.0,M. Muscala makes 3-pt jump shot from 28 ft (assist by D. Lee),,80,85
328,3,2:08.0,,K. Middleton misses 2-pt jump shot from 14 ft,80,85
329,3,2:06.0,Defensive rebound by J. Collins,,80,85
330,3,1:57.0,A. White misses 3-pt jump shot from 26 ft,,80,85
331,3,1:53.0,,Defensive rebound by J. Terry,80,85
332,3,1:47.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),80,88
333,3,1:37.0,Turnover by J. Collins (bad pass),,80,88
334,3,1:25.0,,Personal foul by I. Taylor (drawn by E. Bledsoe),80,88
335,3,1:25.0,,E. Bledsoe makes free throw 1 of 2,80,89
336,3,1:25.0,,E. Bledsoe makes free throw 2 of 2,80,90
337,3,1:17.0,Shooting foul by T. Maker (drawn by I. Taylor),,80,90
338,3,1:17.0,I. Taylor makes free throw 1 of 2,,81,90
339,3,1:17.0,I. Taylor makes free throw 2 of 2,,82,90
340,3,1:01.0,,J. Parker makes 2-pt jump shot from 14 ft (assist by T. Maker),82,92
341,3,0:49.0,Turnover by M. Muscala (bad pass),,82,92
342,3,0:36.0,,K. Middleton makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),82,95
343,3,0:36.0,Atlanta full timeout,,82,95
344,3,0:25.0,A. White makes 3-pt jump shot from 27 ft (assist by I. Taylor),,85,95
345,3,0:04.0,,Turnover by E. Bledsoe (bad pass; steal by I. Taylor),85,95
346,3,0:01.0,A. White makes 2-pt layup at rim (assist by I. Taylor),,87,95
347,4,11:42.0,,Shooting foul by J. Collins (drawn by G. Antetokounmpo),87,95
348,4,11:42.0,,G. Antetokounmpo makes free throw 1 of 2,87,96
349,4,11:42.0,,G. Antetokounmpo misses free throw 2 of 2,87,96
350,4,11:39.0,Defensive rebound by D. Dedmon,,87,96
351,4,11:21.0,A. White misses 2-pt layup from 1 ft,,87,96
352,4,11:21.0,Offensive rebound by Team,,87,96
353,4,11:21.0,,Loose ball foul by T. Maker (drawn by J. Collins),87,96
354,4,11:05.0,Shooting foul by G. Antetokounmpo (drawn by D. Dedmon),,87,96
355,4,11:05.0,D. Dedmon makes free throw 1 of 2,,88,96
356,4,11:05.0,,J. Henson enters the game for T. Maker,88,96
357,4,11:05.0,T. Prince enters the game for A. White,,88,96
358,4,11:05.0,D. Dedmon makes free throw 2 of 2,,89,96
359,4,10:43.0,,Personal foul by D. Schröder (drawn by G. Antetokounmpo),89,96
360,4,10:35.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by J. Parker),89,98
361,4,10:27.0,T. Prince misses 3-pt jump shot from 29 ft,,89,98
362,4,10:23.0,,Defensive rebound by G. Antetokounmpo,89,98
363,4,10:12.0,,J. Henson misses 2-pt jump shot from 19 ft,89,98
364,4,10:09.0,Defensive rebound by J. Collins,,89,98
365,4,9:54.0,J. Collins makes 2-pt layup from 3 ft (assist by D. Schröder),,91,98
366,4,9:29.0,,G. Antetokounmpo misses 2-pt hook shot from 8 ft,91,98
367,4,9:25.0,,Offensive rebound by J. Henson,91,98
368,4,9:25.0,,J. Henson misses 2-pt layup at rim,91,98
369,4,9:25.0,Defensive rebound by D. Dedmon,,91,98
370,4,9:22.0,Personal foul by J. Terry (drawn by I. Taylor),,91,98
371,4,9:06.0,I. Taylor makes 2-pt layup from 1 ft,,93,98
372,4,8:49.0,,E. Bledsoe makes 2-pt layup at rim,93,100
373,4,8:29.0,Turnover by D. Schröder (bad pass; steal by G. Antetokounmpo),,93,100
