,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
382,4,8:55.0,,Turnover by F. VanVleet (step out of bounds),89,102
383,4,8:44.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by G. Monroe),,92,102
384,4,8:37.0,,Toronto full timeout,92,102
385,4,8:37.0,,S. Ibaka enters the game for C. Miles,92,102
386,4,8:37.0,,K. Lowry enters the game for F. VanVleet,92,102
387,4,8:37.0,,O. Anunoby enters the game for P. Siakam,92,102
388,4,8:26.0,,N. Powell makes 2-pt layup from 3 ft,92,104
389,4,8:08.0,Personal foul by S. Ibaka (drawn by J. Jackson),,92,104
390,4,8:08.0,J. Jackson misses free throw 1 of 2,,92,104
391,4,8:08.0,Offensive rebound by Team,,92,104
392,4,8:08.0,J. Jackson makes free throw 2 of 2,,93,104
393,4,7:44.0,,K. Lowry misses 3-pt jump shot from 24 ft,93,104
394,4,7:41.0,Defensive rebound by J. Dudley,,93,104
395,4,7:19.0,Turnover by G. Monroe (bad pass; steal by K. Lowry),,93,104
396,4,7:07.0,,Turnover by N. Powell (bad pass; steal by D. Booker),93,104
397,4,7:03.0,D. Booker misses 3-pt jump shot from 24 ft,,93,104
398,4,7:01.0,,Defensive rebound by S. Ibaka,93,104
399,4,6:56.0,,Personal foul by D. Booker (drawn by K. Lowry),93,104
400,4,6:51.0,Offensive charge foul by N. Powell (drawn by J. Jackson),,93,104
401,4,6:51.0,,Turnover by N. Powell (offensive foul),93,104
402,4,6:51.0,,D. DeRozan enters the game for J. Poeltl,93,104
403,4,6:43.0,Shooting foul by N. Powell (drawn by D. Booker),,93,104
404,4,6:43.0,D. Booker makes free throw 1 of 2,,94,104
405,4,6:43.0,,F. VanVleet enters the game for N. Powell,94,104
406,4,6:43.0,D. Booker makes free throw 2 of 2,,95,104
407,4,6:26.0,,F. VanVleet misses 3-pt jump shot from 22 ft,95,104
408,4,6:24.0,,Offensive rebound by Team,95,104
409,4,6:22.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by K. Lowry),95,106
410,4,6:03.0,M. James makes 2-pt jump shot from 20 ft,,97,106
411,4,5:39.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by K. Lowry),97,108
412,4,5:25.0,J. Jackson misses 3-pt jump shot from 22 ft,,97,108
413,4,5:22.0,,Defensive rebound by D. DeRozan,97,108
414,4,5:18.0,,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. DeRozan),97,111
415,4,5:18.0,Phoenix full timeout,,97,111
416,4,5:10.0,M. James misses 3-pt jump shot from 25 ft,,97,111
417,4,5:06.0,,Defensive rebound by K. Lowry,97,111
418,4,5:00.0,,Personal foul by G. Monroe (drawn by S. Ibaka),97,111
419,4,4:49.0,,Shooting foul by D. Booker (drawn by F. VanVleet),97,111
420,4,4:49.0,,F. VanVleet makes free throw 1 of 2,97,112
421,4,4:49.0,,F. VanVleet makes free throw 2 of 2,97,113
422,4,4:32.0,D. Booker makes 2-pt jump shot from 12 ft,,99,113
423,4,4:15.0,,F. VanVleet misses 3-pt jump shot from 24 ft,99,113
424,4,4:12.0,,Offensive rebound by K. Lowry,99,113
425,4,4:00.0,,D. DeRozan misses 2-pt layup from 2 ft (block by M. James),99,113
426,4,4:00.0,Defensive rebound by Team,,99,113
427,4,4:00.0,T. Daniels enters the game for G. Monroe,,99,113
428,4,3:48.0,Shooting foul by S. Ibaka (drawn by J. Jackson),,99,113
429,4,3:48.0,J. Jackson makes free throw 1 of 2,,100,113
430,4,3:48.0,J. Jackson misses free throw 2 of 2,,100,113
431,4,3:46.0,,Defensive rebound by D. DeRozan,100,113
432,4,3:34.0,,D. DeRozan misses 2-pt layup from 5 ft,100,113
433,4,3:32.0,Defensive rebound by T. Daniels,,100,113
434,4,3:23.0,Phoenix full timeout,,100,113
435,4,3:16.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by M. James),,103,113
436,4,3:04.0,,S. Ibaka makes 2-pt jump shot from 1 ft (assist by F. VanVleet),103,115
437,4,3:04.0,,Shooting foul by J. Dudley (drawn by S. Ibaka),103,115
438,4,3:04.0,,S. Ibaka makes free throw 1 of 1,103,116
439,4,2:48.0,J. Dudley makes 2-pt layup from 1 ft (assist by D. Booker),,105,116
440,4,2:48.0,,Violation by S. Ibaka (def goaltending),105,116
441,4,2:40.0,,Shooting foul by J. Dudley (drawn by F. VanVleet),105,116
442,4,2:40.0,Phoenix full timeout,,105,116
443,4,2:40.0,T. Ulis enters the game for D. Booker,,105,116
444,4,2:40.0,,F. VanVleet makes free throw 1 of 2,105,117
445,4,2:40.0,,F. VanVleet makes free throw 2 of 2,105,118
446,4,2:31.0,T. Daniels misses 3-pt jump shot from 27 ft,,105,118
447,4,2:29.0,,Defensive rebound by D. DeRozan,105,118
448,4,2:24.0,,D. DeRozan makes 2-pt jump shot from 5 ft,105,120
449,4,2:11.0,M. James misses 2-pt jump shot from 21 ft,,105,120
450,4,2:07.0,,Defensive rebound by O. Anunoby,105,120
451,4,2:02.0,,Turnover by K. Lowry (bad pass; steal by J. Dudley),105,120
452,4,1:59.0,M. James makes 2-pt layup from 1 ft,,107,120
453,4,1:45.0,,D. DeRozan misses 2-pt jump shot from 11 ft,107,120
454,4,1:44.0,,Offensive rebound by O. Anunoby,107,120
455,4,1:44.0,,O. Anunoby makes 2-pt dunk at rim,107,122
456,4,1:39.0,J. Jackson makes 2-pt layup from 2 ft,,109,122
457,4,1:22.0,,F. VanVleet makes 2-pt layup from 2 ft,109,124
458,4,1:13.0,J. Dudley misses 3-pt jump shot from 24 ft,,109,124
459,4,1:09.0,,Defensive rebound by S. Ibaka,109,124
460,4,0:55.0,,F. VanVleet misses 2-pt layup from 2 ft,109,124
461,4,0:51.0,Defensive rebound by J. Dudley,,109,124
462,4,0:49.0,Turnover by T. Daniels (bad pass; steal by S. Ibaka),,109,124
463,4,0:39.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by F. VanVleet),109,126
464,4,0:31.0,J. Jackson misses 3-pt jump shot from 25 ft,,109,126
465,4,0:31.0,Offensive rebound by Team,,109,126
466,4,0:29.0,,Loose ball foul by K. Lowry (drawn by J. Dudley),109,126
467,4,0:29.0,J. Dudley makes free throw 1 of 2,,110,126
468,4,0:29.0,,A. McKinnie enters the game for K. Lowry,110,126
469,4,0:29.0,,P. Siakam enters the game for S. Ibaka,110,126
470,4,0:29.0,,L. Brown enters the game for D. DeRozan,110,126
471,4,0:29.0,J. Dudley makes free throw 2 of 2,,111,126
472,4,0:05.0,,Turnover by Team (shot clock),111,126
473,4,0:00.0,M. James makes 2-pt layup from 1 ft,,113,126
