,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
68,1,3:11.0,T. Johnson misses 3-pt jump shot from 26 ft,,21,21
69,1,3:09.0,,Defensive rebound by A. Drummond,21,21
70,1,3:03.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by I. Smith),21,24
71,1,2:48.0,G. Dragić makes 2-pt jump shot from 19 ft,,23,24
72,1,2:21.0,,A. Drummond misses 2-pt layup from 3 ft,23,24
73,1,2:17.0,Defensive rebound by T. Johnson,,23,24
74,1,2:06.0,J. Winslow misses 2-pt hook shot from 3 ft,,23,24
75,1,2:03.0,,Defensive rebound by T. Harris,23,24
76,1,1:48.0,,T. Harris makes 2-pt layup from 2 ft (assist by A. Drummond),23,26
77,1,1:35.0,K. Olynyk misses 3-pt jump shot from 27 ft,,23,26
78,1,1:27.0,,Defensive rebound by L. Kennard,23,26
79,1,1:25.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by I. Smith),23,29
80,1,1:08.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by G. Dragić),,26,29
81,1,0:55.0,,I. Smith makes 2-pt layup from 2 ft,26,31
82,1,0:45.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),,29,31
83,1,0:32.0,,I. Smith misses 2-pt layup from 4 ft (block by G. Dragić),29,31
84,1,0:29.0,Defensive rebound by G. Dragić,,29,31
85,1,0:24.0,T. Johnson misses 3-pt jump shot from 23 ft,,29,31
86,1,0:22.0,,Defensive rebound by T. Harris,29,31
87,1,0:01.0,,L. Galloway misses 3-pt jump shot from 27 ft,29,31
88,1,0:01.0,,Offensive rebound by Team,29,31
89,2,11:36.0,K. Olynyk makes 2-pt layup at rim (assist by D. Waiters),,31,31
90,2,11:36.0,Shooting foul by E. Moreland (drawn by K. Olynyk),,31,31
91,2,11:36.0,K. Olynyk misses free throw 1 of 1,,31,31
92,2,11:34.0,,Defensive rebound by E. Moreland,31,31
93,2,11:16.0,,A. Tolliver misses 2-pt layup at rim,31,31
94,2,11:16.0,Defensive rebound by Team,,31,31
95,2,10:55.0,K. Olynyk makes 3-pt jump shot from 22 ft (assist by W. Ellington),,34,31
96,2,10:32.0,,L. Galloway misses 2-pt jump shot from 22 ft,34,31
97,2,10:29.0,Defensive rebound by W. Ellington,,34,31
98,2,10:23.0,J. Johnson makes 2-pt dunk at rim (assist by T. Johnson),,36,31
99,2,10:17.0,,Detroit full timeout,36,31
100,2,10:04.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by I. Smith),36,34
101,2,9:40.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),,39,34
102,2,9:29.0,,Turnover by L. Kennard (bad pass; steal by J. Johnson),39,34
103,2,9:21.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Waiters),,42,34
104,2,9:03.0,,L. Kennard makes 2-pt jump shot from 16 ft (assist by I. Smith),42,36
105,2,8:44.0,K. Olynyk misses 3-pt jump shot from 26 ft,,42,36
106,2,8:41.0,,Defensive rebound by I. Smith,42,36
107,2,8:37.0,,I. Smith makes 2-pt layup from 1 ft,42,38
108,2,8:24.0,J. Johnson misses 2-pt layup from 2 ft (block by E. Moreland),,42,38
109,2,8:20.0,,Defensive rebound by L. Kennard,42,38
110,2,8:11.0,,E. Moreland misses 2-pt layup from 3 ft,42,38
111,2,8:08.0,Defensive rebound by T. Johnson,,42,38
112,2,8:03.0,Personal foul by L. Kennard (drawn by D. Waiters),,42,38
113,2,8:03.0,J. Richardson enters the game for T. Johnson,,42,38
114,2,7:56.0,D. Waiters misses 2-pt jump shot from 19 ft,,42,38
115,2,7:51.0,,Defensive rebound by A. Tolliver,42,38
116,2,7:47.0,,I. Smith misses 2-pt layup from 2 ft,42,38
117,2,7:44.0,Defensive rebound by K. Olynyk,,42,38
118,2,7:39.0,Personal foul by E. Moreland (drawn by D. Waiters),,42,38
119,2,7:31.0,D. Waiters misses 2-pt layup from 4 ft (block by E. Moreland),,42,38
120,2,7:31.0,Offensive rebound by Team,,42,38
121,2,7:29.0,J. Richardson misses 2-pt jump shot from 17 ft,,42,38
122,2,7:26.0,,Defensive rebound by L. Kennard,42,38
123,2,7:18.0,,L. Kennard misses 2-pt layup from 6 ft,42,38
124,2,7:18.0,Defensive rebound by Team,,42,38
125,2,7:18.0,,Loose ball foul by E. Moreland (drawn by K. Olynyk),42,38
126,2,7:18.0,,A. Drummond enters the game for E. Moreland,42,38
127,2,7:18.0,H. Whiteside enters the game for K. Olynyk,,42,38
128,2,7:05.0,H. Whiteside misses 2-pt jump shot from 12 ft,,42,38
129,2,6:59.0,,Defensive rebound by L. Kennard,42,38
130,2,6:56.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by I. Smith),42,41
131,2,6:37.0,J. Johnson misses 2-pt layup from 3 ft,,42,41
132,2,6:34.0,,Defensive rebound by L. Galloway,42,41
133,2,6:32.0,,L. Kennard misses 3-pt jump shot from 25 ft,42,41
134,2,6:26.0,Defensive rebound by H. Whiteside,,42,41
135,2,6:17.0,J. Richardson misses 3-pt jump shot from 23 ft,,42,41
136,2,6:14.0,Offensive rebound by D. Waiters,,42,41
137,2,6:09.0,W. Ellington misses 3-pt jump shot from 28 ft,,42,41
138,2,6:09.0,,Defensive rebound by I. Smith,42,41
139,2,5:59.0,,A. Tolliver makes 3-pt jump shot from 29 ft (assist by I. Smith),42,44
140,2,5:50.0,Miami full timeout,,42,44
141,2,5:50.0,,A. Bradley enters the game for L. Kennard,42,44
142,2,5:50.0,,R. Bullock enters the game for L. Galloway,42,44
143,2,5:50.0,,R. Jackson enters the game for I. Smith,42,44
144,2,5:50.0,J. Winslow enters the game for J. Johnson,,42,44
145,2,5:43.0,Turnover by W. Ellington (traveling),,42,44
146,2,5:29.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by R. Jackson),42,46
147,2,5:12.0,J. Richardson makes 2-pt jump shot from 4 ft,,44,46
148,2,5:12.0,Shooting foul by A. Drummond (drawn by J. Richardson),,44,46
149,2,5:12.0,G. Dragić enters the game for W. Ellington,,44,46
150,2,5:12.0,,T. Harris enters the game for A. Bradley,44,46
151,2,5:12.0,,A. Bradley enters the game for A. Tolliver,44,46
152,2,5:12.0,J. Richardson makes free throw 1 of 1,,45,46
153,2,5:01.0,,A. Bradley misses 2-pt jump shot from 19 ft,45,46
154,2,4:58.0,Defensive rebound by G. Dragić,,45,46
155,2,4:55.0,D. Waiters makes 2-pt dunk from 1 ft,,47,46
156,2,4:37.0,,Turnover by A. Drummond (bad pass; steal by J. Winslow),47,46
157,2,4:32.0,D. Waiters makes 2-pt layup at rim,,49,46
158,2,4:21.0,,Turnover by R. Jackson (lost ball; steal by D. Waiters),49,46
159,2,4:15.0,G. Dragić misses 2-pt layup from 3 ft,,49,46
160,2,4:15.0,Offensive rebound by J. Winslow,,49,46
161,2,4:15.0,J. Winslow misses 2-pt layup at rim,,49,46
162,2,4:15.0,,Defensive rebound by Team,49,46
163,2,4:15.0,,Personal foul by J. Winslow (drawn by R. Bullock),49,46
164,2,3:58.0,,Turnover by A. Bradley (bad pass),49,46
165,2,3:42.0,H. Whiteside misses 2-pt hook shot from 4 ft,,49,46
166,2,3:39.0,,Defensive rebound by T. Harris,49,46
167,2,3:32.0,,R. Jackson misses 2-pt layup from 3 ft,49,46
168,2,3:32.0,,Offensive rebound by A. Drummond,49,46
169,2,3:29.0,,A. Drummond misses 2-pt layup from 4 ft,49,46
170,2,3:29.0,Defensive rebound by G. Dragić,,49,46
171,2,3:26.0,,Offensive charge foul by D. Waiters (drawn by R. Bullock),49,46
172,2,3:26.0,Turnover by D. Waiters (offensive foul),,49,46
173,2,3:26.0,T. Johnson enters the game for D. Waiters,,49,46
174,2,3:10.0,,T. Harris misses 2-pt layup from 2 ft (block by H. Whiteside),49,46
175,2,3:06.0,Defensive rebound by J. Winslow,,49,46
176,2,3:03.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by J. Richardson),,52,46
177,2,2:45.0,,R. Jackson makes 2-pt layup at rim,52,48
178,2,2:25.0,J. Winslow makes 2-pt layup at rim (assist by G. Dragić),,54,48
179,2,2:12.0,,A. Bradley misses 2-pt jump shot from 5 ft,54,48
180,2,2:11.0,,Offensive rebound by A. Drummond,54,48
181,2,2:11.0,,Shooting foul by J. Winslow (drawn by A. Drummond),54,48
182,2,2:11.0,,A. Drummond makes free throw 1 of 2,54,49
183,2,2:11.0,J. Johnson enters the game for J. Winslow,,54,49
184,2,2:11.0,K. Olynyk enters the game for H. Whiteside,,54,49
185,2,2:11.0,,A. Drummond misses free throw 2 of 2,54,49
186,2,2:08.0,Defensive rebound by J. Johnson,,54,49
187,2,1:52.0,J. Richardson makes 2-pt jump shot from 19 ft (assist by T. Johnson),,56,49
188,2,1:44.0,,Detroit full timeout,56,49
189,2,1:42.0,,R. Jackson makes 2-pt hook shot from 2 ft (assist by R. Bullock),56,51
190,2,1:24.0,,Offensive charge foul by G. Dragić (drawn by R. Jackson),56,51
191,2,1:24.0,Turnover by G. Dragić (offensive foul),,56,51
192,2,1:04.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by A. Drummond),56,53
193,2,0:43.0,G. Dragić misses 2-pt hook shot from 2 ft,,56,53
194,2,0:41.0,,Defensive rebound by A. Drummond,56,53
195,2,0:35.0,,T. Harris misses 2-pt layup from 5 ft,56,53
196,2,0:33.0,Defensive rebound by J. Johnson,,56,53
197,2,0:24.0,Offensive foul by K. Olynyk (drawn by A. Drummond),,56,53
198,2,0:24.0,Turnover by K. Olynyk (offensive foul),,56,53
199,2,0:04.0,,R. Jackson misses 2-pt layup from 3 ft,56,53
200,2,0:02.0,,Offensive rebound by A. Drummond,56,53
201,2,0:02.0,,A. Drummond misses 2-pt layup at rim,56,53
202,2,0:02.0,,Offensive rebound by A. Drummond,56,53
203,2,0:02.0,,A. Drummond makes 2-pt layup at rim,56,55
204,2,0:02.0,Personal foul by R. Jackson (drawn by G. Dragić),,56,55
205,2,0:02.0,G. Dragić makes free throw 1 of 2,,57,55
206,2,0:02.0,G. Dragić makes free throw 2 of 2,,58,55
207,2,0:00.0,,R. Jackson misses 3-pt jump shot from 60 ft,58,55
208,2,0:00.0,,Offensive rebound by Team,58,55
209,3,11:45.0,J. Winslow misses 2-pt jump shot from 14 ft,,58,55
210,3,11:43.0,,Defensive rebound by A. Drummond,58,55
211,3,11:43.0,,Personal foul by H. Whiteside (drawn by A. Drummond),58,55
212,3,11:32.0,,T. Harris makes 2-pt jump shot from 6 ft,58,57
213,3,11:13.0,J. Winslow makes 2-pt jump shot from 2 ft (assist by D. Waiters),,60,57
214,3,11:00.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),60,60
215,3,10:41.0,D. Waiters makes 2-pt jump shot from 5 ft,,62,60
216,3,10:17.0,,A. Bradley misses 3-pt jump shot from 24 ft,62,60
217,3,10:13.0,Defensive rebound by H. Whiteside,,62,60
218,3,10:06.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by G. Dragić),,65,60
219,3,10:06.0,,Detroit full timeout,65,60
220,3,9:47.0,,Personal foul by H. Whiteside (drawn by A. Drummond),65,60
221,3,9:41.0,,Turnover by A. Drummond (offensive goaltending),65,60
222,3,9:20.0,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Waiters),,67,60
223,3,9:09.0,,R. Jackson makes 2-pt jump shot from 15 ft,67,62
224,3,8:50.0,H. Whiteside makes 2-pt jump shot from 8 ft,,69,62
225,3,8:30.0,,T. Harris misses 3-pt jump shot from 26 ft,69,62
226,3,8:26.0,Defensive rebound by J. Richardson,,69,62
227,3,8:16.0,H. Whiteside makes 2-pt layup from 2 ft (assist by G. Dragić),,71,62
228,3,8:02.0,,T. Harris misses 2-pt hook shot from 4 ft,71,62
229,3,8:02.0,,A. Drummond misses 2-pt layup from 1 ft,71,62
230,3,8:02.0,,Offensive rebound by A. Drummond,71,62
231,3,8:00.0,,Offensive rebound by A. Drummond,71,62
232,3,7:59.0,,A. Drummond misses 2-pt layup from 2 ft,71,62
233,3,7:59.0,Defensive rebound by J. Winslow,,71,62
234,3,7:48.0,Turnover by D. Waiters (traveling),,71,62
235,3,7:33.0,,A. Bradley misses 3-pt jump shot from 27 ft,71,62
236,3,7:28.0,Defensive rebound by H. Whiteside,,71,62
237,3,7:07.0,D. Waiters misses 3-pt jump shot from 22 ft,,71,62
238,3,7:05.0,Offensive rebound by H. Whiteside,,71,62
239,3,7:03.0,H. Whiteside makes 2-pt layup from 2 ft,,73,62
240,3,6:44.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Jackson),73,65
241,3,6:30.0,J. Winslow misses 2-pt dunk from 2 ft,,73,65
242,3,6:28.0,,Defensive rebound by R. Bullock,73,65
243,3,6:24.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by R. Bullock),73,68
244,3,6:24.0,Miami full timeout,,73,68
245,3,6:16.0,H. Whiteside makes 2-pt jump shot from 18 ft (assist by J. Richardson),,75,68
246,3,5:52.0,,R. Bullock misses 2-pt layup from 2 ft (block by H. Whiteside),75,68
247,3,5:52.0,,Offensive rebound by R. Bullock,75,68
248,3,5:52.0,,R. Bullock misses 2-pt layup from 2 ft,75,68
249,3,5:52.0,Defensive rebound by Team,,75,68
250,3,5:52.0,Personal foul by A. Drummond (drawn by H. Whiteside),,75,68
251,3,5:52.0,T. Johnson enters the game for J. Richardson,,75,68
252,3,5:40.0,J. Winslow misses 2-pt jump shot from 21 ft,,75,68
253,3,5:36.0,,Defensive rebound by A. Bradley,75,68
254,3,5:32.0,,Turnover by A. Bradley (bad pass; steal by D. Waiters),75,68
255,3,5:28.0,G. Dragić misses 2-pt layup from 4 ft,,75,68
256,3,5:25.0,,Defensive rebound by A. Bradley,75,68
257,3,5:15.0,,Shooting foul by T. Johnson (drawn by T. Harris),75,68
258,3,5:15.0,,T. Harris makes free throw 1 of 2,75,69
259,3,5:15.0,,L. Kennard enters the game for R. Bullock,75,69
260,3,5:15.0,,T. Harris makes free throw 2 of 2,75,70
261,3,5:02.0,T. Johnson misses 3-pt jump shot from 27 ft,,75,70
262,3,4:58.0,,Defensive rebound by A. Bradley,75,70
263,3,4:54.0,,R. Jackson misses 2-pt layup from 5 ft,75,70
264,3,4:52.0,Defensive rebound by H. Whiteside,,75,70
265,3,4:40.0,H. Whiteside misses 2-pt layup from 4 ft (block by A. Drummond),,75,70
266,3,4:36.0,,Defensive rebound by R. Jackson,75,70
267,3,4:33.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by R. Jackson),75,73
268,3,4:12.0,D. Waiters misses 3-pt jump shot from 26 ft,,75,73
269,3,4:12.0,,Defensive rebound by R. Jackson,75,73
270,3,4:03.0,,Turnover by R. Jackson (bad pass; steal by J. Winslow),75,73
271,3,4:03.0,Personal foul by R. Jackson (drawn by D. Waiters),,75,73
272,3,4:03.0,,I. Smith enters the game for R. Jackson,75,73
273,3,4:03.0,J. Johnson enters the game for J. Winslow,,75,73
274,3,3:48.0,Personal foul by A. Drummond (drawn by H. Whiteside),,75,73
275,3,3:47.0,H. Whiteside misses 2-pt layup from 3 ft,,75,73
276,3,3:47.0,Offensive rebound by Team,,75,73
277,3,3:44.0,D. Waiters makes 2-pt jump shot from 19 ft (assist by G. Dragić),,77,73
278,3,3:29.0,,T. Harris makes 2-pt dunk at rim (assist by I. Smith),77,75
279,3,3:12.0,H. Whiteside misses 2-pt layup from 2 ft,,77,75
280,3,3:10.0,,Defensive rebound by A. Drummond,77,75
281,3,3:08.0,,A. Bradley makes 2-pt dunk at rim (assist by L. Kennard),77,77
282,3,2:53.0,Shooting foul by T. Harris (drawn by H. Whiteside),,77,77
283,3,2:53.0,H. Whiteside misses free throw 1 of 2,,77,77
284,3,2:53.0,Offensive rebound by Team,,77,77
285,3,2:53.0,,L. Galloway enters the game for A. Bradley,77,77
286,3,2:53.0,J. Richardson enters the game for D. Waiters,,77,77
287,3,2:53.0,H. Whiteside makes free throw 2 of 2,,78,77
288,3,2:40.0,,A. Drummond makes 2-pt layup from 1 ft,78,79
289,3,2:26.0,Personal foul by L. Galloway (drawn by J. Richardson),,78,79
290,3,2:26.0,J. Richardson makes free throw 1 of 2,,79,79
291,3,2:26.0,K. Olynyk enters the game for H. Whiteside,,79,79
292,3,2:26.0,J. Richardson misses free throw 2 of 2,,79,79
293,3,2:23.0,,Defensive rebound by A. Drummond,79,79
294,3,2:11.0,,L. Kennard misses 3-pt jump shot from 25 ft,79,79
295,3,2:08.0,,Offensive rebound by I. Smith,79,79
296,3,2:04.0,,Personal foul by K. Olynyk (drawn by A. Drummond),79,79
297,3,2:04.0,,A. Tolliver enters the game for A. Drummond,79,79
298,3,1:49.0,,L. Kennard misses 2-pt layup from 3 ft (block by J. Richardson),79,79
299,3,1:46.0,Defensive rebound by J. Johnson,,79,79
300,3,1:38.0,G. Dragić misses 3-pt jump shot from 26 ft,,79,79
301,3,1:34.0,,Defensive rebound by T. Harris,79,79
302,3,1:29.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by L. Kennard),79,82
303,3,1:10.0,G. Dragić makes 2-pt layup from 1 ft,,81,82
304,3,0:56.0,Violation by K. Olynyk (kicked ball),,81,82
305,3,0:56.0,W. Ellington enters the game for G. Dragić,,81,82
306,3,0:48.0,,Shooting foul by K. Olynyk (drawn by I. Smith),81,82
307,3,0:48.0,,I. Smith makes free throw 1 of 2,81,83
308,3,0:48.0,,I. Smith misses free throw 2 of 2,81,83
309,3,0:46.0,Defensive rebound by K. Olynyk,,81,83
310,3,0:34.0,W. Ellington misses 3-pt jump shot from 24 ft,,81,83
311,3,0:31.0,,Defensive rebound by I. Smith,81,83
312,3,0:27.0,,T. Harris misses 3-pt jump shot from 23 ft,81,83
313,3,0:23.0,Defensive rebound by J. Richardson,,81,83
314,3,0:05.0,J. Johnson misses 2-pt layup from 1 ft,,81,83
315,3,0:02.0,,Defensive rebound by T. Harris,81,83
316,3,0:00.0,,L. Kennard misses 3-pt jump shot from 27 ft,81,83
317,3,0:00.0,,Offensive rebound by Team,81,83
318,4,11:44.0,,L. Galloway misses 3-pt jump shot from 26 ft,81,83
319,4,11:40.0,Defensive rebound by T. Johnson,,81,83
320,4,11:30.0,J. Johnson makes 2-pt layup from 1 ft,,83,83
321,4,11:30.0,Shooting foul by T. Harris (drawn by J. Johnson),,83,83
322,4,11:30.0,J. Johnson makes free throw 1 of 1,,84,83
323,4,11:17.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by L. Kennard),84,86
324,4,11:01.0,J. Johnson misses 2-pt jump shot from 16 ft,,84,86
325,4,11:01.0,,Defensive rebound by L. Galloway,84,86
326,4,10:48.0,,I. Smith makes 2-pt layup at rim (assist by T. Harris),84,88
327,4,10:33.0,Turnover by K. Olynyk (bad pass),,84,88
328,4,10:20.0,,Shooting foul by K. Olynyk (drawn by L. Galloway),84,88
329,4,10:20.0,,L. Galloway misses free throw 1 of 2,84,88
330,4,10:20.0,,Offensive rebound by Team,84,88
331,4,10:20.0,D. Waiters enters the game for W. Ellington,,84,88
332,4,10:20.0,,L. Galloway makes free throw 2 of 2,84,89
333,4,10:04.0,J. Johnson makes 2-pt layup from 2 ft (assist by J. Richardson),,86,89
334,4,9:48.0,,L. Kennard makes 2-pt jump shot from 14 ft (assist by A. Tolliver),86,91
335,4,9:33.0,T. Johnson misses 3-pt jump shot from 24 ft,,86,91
336,4,9:33.0,,Defensive rebound by A. Tolliver,86,91
337,4,9:17.0,Miami full timeout,,86,91
338,4,9:17.0,,A. Drummond enters the game for T. Harris,86,91
339,4,9:17.0,H. Whiteside enters the game for K. Olynyk,,86,91
340,4,9:16.0,,I. Smith makes 2-pt jump shot from 16 ft,86,93
341,4,8:56.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Richardson),,88,93
342,4,8:39.0,,Turnover by L. Kennard (lost ball; steal by D. Waiters),88,93
343,4,8:35.0,D. Waiters makes 2-pt layup at rim,,90,93
344,4,8:16.0,,Turnover by A. Drummond (bad pass),90,93
345,4,7:55.0,Shooting foul by A. Tolliver (drawn by J. Johnson),,90,93
346,4,7:55.0,J. Johnson makes free throw 1 of 2,,91,93
347,4,7:55.0,J. Johnson makes free throw 2 of 2,,92,93
348,4,7:40.0,,L. Kennard makes 2-pt jump shot from 8 ft,92,95
349,4,7:12.0,D. Waiters misses 3-pt jump shot from 28 ft,,92,95
350,4,7:07.0,Offensive rebound by H. Whiteside,,92,95
351,4,7:04.0,H. Whiteside misses 2-pt jump shot from 12 ft,,92,95
352,4,7:01.0,,Defensive rebound by L. Galloway,92,95
353,4,6:56.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by A. Tolliver),92,98
354,4,6:39.0,T. Johnson misses 3-pt jump shot from 23 ft,,92,98
355,4,6:34.0,,Defensive rebound by L. Galloway,92,98
356,4,6:28.0,,I. Smith makes 2-pt layup from 1 ft,92,100
357,4,6:28.0,,Shooting foul by J. Johnson (drawn by I. Smith),92,100
358,4,6:28.0,,A. Bradley enters the game for L. Galloway,92,100
359,4,6:28.0,,I. Smith misses free throw 1 of 1,92,100
360,4,6:21.0,Defensive rebound by D. Waiters,,92,100
361,4,6:19.0,Miami full timeout,,92,100
362,4,6:19.0,,R. Jackson enters the game for I. Smith,92,100
363,4,6:19.0,G. Dragić enters the game for J. Richardson,,92,100
364,4,6:09.0,,Violation by R. Jackson (kicked ball),92,100
365,4,6:02.0,Personal foul by R. Jackson (drawn by H. Whiteside),,92,100
366,4,5:50.0,D. Waiters misses 3-pt jump shot from 28 ft,,92,100
367,4,5:47.0,,Defensive rebound by A. Bradley,92,100
368,4,5:39.0,,R. Jackson makes 2-pt jump shot from 8 ft,92,102
369,4,5:16.0,G. Dragić misses 2-pt layup from 7 ft (block by L. Kennard),,92,102
370,4,5:12.0,Offensive rebound by G. Dragić,,92,102
371,4,5:11.0,G. Dragić misses 2-pt layup from 3 ft (block by A. Tolliver),,92,102
372,4,5:10.0,,Defensive rebound by L. Kennard,92,102
373,4,5:10.0,,Shooting foul by J. Johnson (drawn by A. Drummond),92,102
374,4,5:10.0,,A. Drummond misses free throw 1 of 2,92,102
375,4,5:10.0,,Offensive rebound by Team,92,102
376,4,5:10.0,J. Richardson enters the game for J. Johnson,,92,102
377,4,5:10.0,,A. Drummond makes free throw 2 of 2,92,103
378,4,4:49.0,D. Waiters misses 2-pt layup from 3 ft,,92,103
379,4,4:46.0,,Defensive rebound by A. Drummond,92,103
380,4,4:42.0,,Personal foul by G. Dragić (drawn by R. Jackson),92,103
381,4,4:42.0,,T. Harris enters the game for A. Tolliver,92,103
382,4,4:33.0,,Turnover by R. Jackson (traveling),92,103
