,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SAN ANTONIO_ACTION,PHILADELPHIA_SCORE,SAN ANTONIO_SCORE
383,4,2:43.0,L. Drew enters the game for R. Covington,,97,74
384,4,2:43.0,J. Anderson enters the game for A. Johnson,,97,74
385,4,2:29.0,,B. Paul misses 3-pt jump shot from 24 ft,97,74
386,4,2:24.0,,Offensive rebound by J. Lauvergne,97,74
387,4,2:24.0,,J. Lauvergne makes 2-pt dunk at rim,97,76
388,4,2:08.0,R. Holmes misses 2-pt jump shot from 16 ft,,97,76
389,4,2:04.0,Offensive rebound by L. Drew,,97,76
390,4,1:46.0,L. Drew misses 2-pt jump shot from 19 ft,,97,76
391,4,1:43.0,,Defensive rebound by B. Forbes,97,76
392,4,1:37.0,,Personal foul by L. Drew (drawn by J. Lauvergne),97,76
393,4,1:22.0,,D. Hilliard misses 3-pt jump shot from 25 ft,97,76
394,4,1:21.0,Defensive rebound by Team,,97,76
395,4,1:00.0,Turnover by L. Drew (bad pass; steal by D. Bertāns),,97,76
396,4,0:57.0,,J. Lauvergne makes 2-pt dunk from 1 ft (assist by D. Bertāns),97,78
397,4,0:36.0,R. Holmes misses 2-pt jump shot from 13 ft,,97,78
398,4,0:34.0,Offensive rebound by R. Holmes,,97,78
399,4,0:14.0,T. McConnell misses 2-pt jump shot from 11 ft,,97,78
400,4,0:10.0,,Defensive rebound by B. Paul,97,78
401,4,0:07.0,,Turnover by B. Paul (step out of bounds),97,78
