,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:46.0,J. Green makes 2-pt layup from 1 ft (assist by D. Brooks),,2,0
1,1,11:30.0,,S. Adams misses 2-pt layup from 1 ft (block by A. Harrison),2,0
2,1,11:29.0,,Offensive rebound by S. Adams,2,0
3,1,11:29.0,,S. Adams misses 2-pt layup from 1 ft (block by J. Green),2,0
4,1,11:27.0,Defensive rebound by A. Harrison,,2,0
5,1,11:02.0,J. Green misses 3-pt jump shot from 28 ft,,2,0
6,1,11:00.0,,Defensive rebound by R. Felton,2,0
7,1,10:55.0,,Turnover by P. George (bad pass; steal by J. Green),2,0
8,1,10:46.0,D. Brooks makes 2-pt layup from 1 ft,,4,0
9,1,10:21.0,,Á. Abrines misses 2-pt jump shot from 21 ft,4,0
10,1,10:20.0,,Offensive rebound by Team,4,0
11,1,10:14.0,,Personal foul by A. Harrison (drawn by R. Felton),4,0
12,1,10:12.0,,Personal foul by D. Brooks (drawn by P. George),4,0
13,1,10:04.0,,P. George misses 2-pt jump shot from 5 ft,4,0
14,1,10:00.0,Defensive rebound by M. Gasol,,4,0
15,1,9:54.0,A. Harrison makes 2-pt jump shot from 17 ft,,6,0
16,1,9:41.0,,R. Felton misses 2-pt jump shot from 11 ft,6,0
17,1,9:38.0,Defensive rebound by D. Brooks,,6,0
18,1,9:31.0,D. Brooks misses 2-pt layup from 1 ft,,6,0
19,1,9:29.0,,Defensive rebound by S. Adams,6,0
20,1,9:18.0,,P. George makes 2-pt jump shot from 13 ft,6,2
21,1,8:59.0,D. Brooks misses 2-pt jump shot from 15 ft,,6,2
22,1,8:57.0,Offensive rebound by Team,,6,2
23,1,8:52.0,Turnover by D. Brooks (bad pass),,6,2
24,1,8:31.0,,P. George misses 2-pt jump shot from 7 ft,6,2
25,1,8:27.0,Defensive rebound by T. Evans,,6,2
26,1,8:23.0,J. Green makes 2-pt layup from 1 ft (assist by T. Evans),,8,2
27,1,8:12.0,,P. George makes 2-pt layup at rim (assist by R. Felton),8,4
28,1,7:57.0,A. Harrison misses 3-pt jump shot from 23 ft,,8,4
29,1,7:54.0,,Defensive rebound by P. Patterson,8,4
30,1,7:44.0,,P. George makes 3-pt jump shot from 25 ft,8,7
31,1,7:28.0,Turnover by T. Evans (bad pass; steal by S. Adams),,8,7
32,1,7:23.0,Offensive charge foul by P. George (drawn by M. Gasol),,8,7
33,1,7:23.0,,Turnover by P. George (offensive foul),8,7
34,1,7:23.0,M. Chalmers enters the game for A. Harrison,,8,7
35,1,7:07.0,J. Green makes 2-pt dunk from 2 ft (assist by M. Chalmers),,10,7
36,1,6:53.0,,Á. Abrines makes 3-pt jump shot from 24 ft (assist by R. Felton),10,10
37,1,6:48.0,Turnover by T. Evans (bad pass),,10,10
38,1,6:48.0,,Oklahoma City full timeout,10,10
39,1,6:48.0,,J. Grant enters the game for P. Patterson,10,10
40,1,6:48.0,B. McLemore enters the game for J. Green,,10,10
41,1,6:48.0,J. Martin enters the game for T. Evans,,10,10
42,1,6:35.0,,S. Adams misses 2-pt layup at rim,10,10
43,1,6:32.0,Defensive rebound by J. Martin,,10,10
44,1,6:16.0,Shooting foul by J. Grant (drawn by J. Martin),,10,10
45,1,6:16.0,J. Martin makes free throw 1 of 2,,11,10
46,1,6:16.0,J. Martin makes free throw 2 of 2,,12,10
47,1,6:05.0,,R. Felton makes 3-pt jump shot from 24 ft,12,13
48,1,5:55.0,Turnover by D. Brooks (bad pass; steal by P. George),,12,13
49,1,5:51.0,,Personal foul by M. Chalmers (drawn by Á. Abrines),12,13
50,1,5:51.0,M. Henry enters the game for D. Brooks,,12,13
51,1,5:31.0,,P. George makes 3-pt jump shot from 24 ft,12,16
52,1,5:11.0,M. Gasol misses 2-pt jump shot from 9 ft,,12,16
53,1,5:08.0,,Defensive rebound by S. Adams,12,16
54,1,5:02.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Felton),12,19
55,1,4:40.0,M. Chalmers makes 2-pt jump shot from 16 ft (assist by M. Gasol),,14,19
56,1,4:23.0,,S. Adams makes 2-pt dunk at rim (assist by P. George),14,21
57,1,4:11.0,Turnover by M. Chalmers (step out of bounds),,14,21
58,1,4:11.0,,J. Huestis enters the game for R. Felton,14,21
