,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
0,1,11:44.0,D. Lillard misses 3-pt jump shot from 28 ft,,0,0
1,1,11:40.0,Offensive rebound by A. Aminu,,0,0
2,1,11:36.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),,3,0
3,1,11:20.0,,Turnover by K. Love (traveling),3,0
4,1,11:02.0,A. Aminu misses 3-pt jump shot from 23 ft,,3,0
5,1,10:59.0,Offensive rebound by C. McCollum,,3,0
6,1,10:56.0,C. McCollum makes 2-pt jump shot from 6 ft,,5,0
7,1,10:37.0,,L. James makes 2-pt jump shot from 20 ft,5,2
8,1,10:20.0,C. McCollum makes 2-pt jump shot from 18 ft,,7,2
9,1,10:06.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Calderón),7,5
10,1,9:39.0,C. McCollum misses 2-pt jump shot from 10 ft,,7,5
11,1,9:37.0,,Defensive rebound by K. Love,7,5
12,1,9:24.0,,K. Love makes 2-pt hook shot from 10 ft,7,7
13,1,9:09.0,D. Lillard misses 2-pt jump shot from 19 ft,,7,7
14,1,9:06.0,,Defensive rebound by J. Calderón,7,7
15,1,9:00.0,,Shooting foul by E. Turner (drawn by K. Love),7,7
16,1,9:00.0,,K. Love makes free throw 1 of 2,7,8
17,1,9:00.0,,K. Love makes free throw 2 of 2,7,9
18,1,8:45.0,J. Nurkić makes 2-pt hook shot from 7 ft,,9,9
19,1,8:33.0,,K. Love misses 2-pt layup from 1 ft,9,9
20,1,8:30.0,Defensive rebound by A. Aminu,,9,9
21,1,8:17.0,J. Nurkić makes 2-pt jump shot from 15 ft,,11,9
22,1,7:52.0,,J. Smith makes 2-pt jump shot from 14 ft,11,11
23,1,7:37.0,E. Turner makes 2-pt layup at rim (assist by J. Nurkić),,13,11
24,1,7:22.0,,Personal foul by J. Nurkić (drawn by J. Calderón),13,11
25,1,7:15.0,,J. Crowder misses 3-pt jump shot from 25 ft,13,11
26,1,7:13.0,Defensive rebound by C. McCollum,,13,11
27,1,7:02.0,C. McCollum makes 2-pt jump shot from 21 ft (assist by A. Aminu),,15,11
28,1,6:45.0,,L. James makes 2-pt jump shot from 13 ft,15,13
29,1,6:37.0,Offensive foul by D. Lillard (drawn by J. Calderón),,15,13
30,1,6:37.0,Turnover by D. Lillard (offensive foul),,15,13
31,1,6:37.0,,Cleveland full timeout,15,13
32,1,6:17.0,,L. James makes 2-pt jump shot from 14 ft,15,15
33,1,5:59.0,J. Nurkić misses 2-pt hook shot from 12 ft (block by K. Love),,15,15
34,1,5:55.0,,Defensive rebound by K. Love,15,15
35,1,5:52.0,,K. Love misses 3-pt jump shot from 29 ft,15,15
36,1,5:49.0,Defensive rebound by J. Nurkić,,15,15
37,1,5:38.0,E. Turner makes 2-pt layup from 1 ft (assist by J. Nurkić),,17,15
38,1,5:23.0,,Turnover by K. Love (lost ball; steal by A. Aminu),17,15
39,1,5:17.0,D. Lillard misses 2-pt jump shot from 18 ft,,17,15
40,1,5:12.0,,Defensive rebound by J. Crowder,17,15
41,1,5:09.0,,L. James makes 2-pt layup from 1 ft (assist by J. Crowder),17,17
42,1,4:49.0,J. Nurkić makes 2-pt jump shot from 4 ft (assist by D. Lillard),,19,17
43,1,4:33.0,,Turnover by J. Crowder (out of bounds lost ball),19,17
44,1,4:33.0,,I. Thomas enters the game for J. Calderón,19,17
45,1,4:33.0,P. Connaughton enters the game for C. McCollum,,19,17
46,1,4:33.0,E. Davis enters the game for J. Nurkić,,19,17
47,1,4:16.0,E. Turner makes 2-pt jump shot from 14 ft,,21,17
48,1,4:05.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),21,19
49,1,3:56.0,A. Aminu misses 2-pt layup from 3 ft (block by J. Crowder),,21,19
50,1,3:56.0,Offensive rebound by Team,,21,19
51,1,3:51.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by P. Connaughton),,24,19
52,1,3:42.0,,Personal foul by A. Aminu (drawn by I. Thomas),24,19
53,1,3:36.0,,I. Thomas misses 3-pt jump shot from 25 ft,24,19
54,1,3:33.0,Defensive rebound by E. Davis,,24,19
55,1,3:24.0,E. Turner makes 2-pt jump shot from 12 ft,,26,19
56,1,3:12.0,,J. Crowder misses 3-pt jump shot from 24 ft,26,19
57,1,3:10.0,Defensive rebound by A. Aminu,,26,19
58,1,2:58.0,P. Connaughton misses 3-pt jump shot from 29 ft,,26,19
59,1,2:55.0,,Defensive rebound by L. James,26,19
60,1,2:50.0,,L. James makes 2-pt jump shot from 8 ft,26,21
61,1,2:50.0,Portland full timeout,,26,21
62,1,2:50.0,,D. Wade enters the game for K. Love,26,21
63,1,2:50.0,,T. Thompson enters the game for J. Smith,26,21
64,1,2:50.0,C. McCollum enters the game for D. Lillard,,26,21
65,1,2:50.0,S. Napier enters the game for P. Connaughton,,26,21
66,1,2:42.0,Personal foul by J. Crowder (drawn by C. McCollum),,26,21
67,1,2:42.0,,J. Green enters the game for J. Crowder,26,21
68,1,2:42.0,M. Harkless enters the game for A. Aminu,,26,21
69,1,2:35.0,M. Harkless misses 2-pt layup from 1 ft,,26,21
70,1,2:33.0,,Defensive rebound by L. James,26,21
71,1,2:27.0,,L. James misses 2-pt layup at rim (block by E. Davis),26,21
72,1,2:22.0,,Offensive rebound by L. James,26,21
73,1,2:21.0,,I. Thomas misses 3-pt jump shot from 26 ft,26,21
74,1,2:14.0,Defensive rebound by S. Napier,,26,21
75,1,2:08.0,S. Napier misses 2-pt jump shot from 16 ft,,26,21
76,1,2:05.0,,Defensive rebound by J. Green,26,21
77,1,2:02.0,,L. James makes 2-pt layup from 1 ft (assist by D. Wade),26,23
78,1,1:50.0,Turnover by C. McCollum (bad pass; steal by L. James),,26,23
79,1,1:45.0,,J. Green misses 3-pt jump shot from 23 ft,26,23
80,1,1:41.0,Defensive rebound by C. McCollum,,26,23
81,1,1:36.0,C. McCollum makes 2-pt layup from 1 ft,,28,23
82,1,1:11.0,,I. Thomas makes 2-pt jump shot from 13 ft (assist by L. James),28,25
83,1,0:49.0,E. Turner misses 2-pt jump shot from 18 ft,,28,25
84,1,0:48.0,,Defensive rebound by Team,28,25
85,1,0:48.0,,K. Korver enters the game for L. James,28,25
86,1,0:48.0,P. Connaughton enters the game for E. Turner,,28,25
87,1,0:32.0,,I. Thomas makes 2-pt layup from 1 ft,28,27
88,1,0:32.0,,Shooting foul by S. Napier (drawn by I. Thomas),28,27
89,1,0:32.0,,I. Thomas makes free throw 1 of 1,28,28
90,1,0:18.0,P. Connaughton misses 3-pt jump shot from 22 ft,,28,28
91,1,0:15.0,,Defensive rebound by D. Wade,28,28
92,1,0:00.0,,I. Thomas misses 3-pt jump shot from 26 ft,28,28
93,1,0:00.0,,Offensive rebound by Team,28,28
94,2,11:45.0,,D. Wade makes 2-pt jump shot from 13 ft,28,30
95,2,11:29.0,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),,30,30
96,2,11:17.0,,T. Thompson makes 2-pt layup from 1 ft (assist by D. Wade),30,32
97,2,11:04.0,Shooting foul by D. Wade (drawn by P. Connaughton),,30,32
98,2,11:04.0,P. Connaughton makes free throw 1 of 2,,31,32
99,2,11:04.0,P. Connaughton makes free throw 2 of 2,,32,32
100,2,10:53.0,,J. Green misses 2-pt layup from 3 ft (block by M. Harkless),32,32
101,2,10:53.0,,Offensive rebound by Team,32,32
102,2,10:43.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by J. Green),32,34
103,2,10:28.0,C. McCollum misses 3-pt jump shot from 28 ft,,32,34
104,2,10:21.0,Offensive rebound by E. Davis,,32,34
105,2,10:20.0,M. Harkless misses 3-pt jump shot from 26 ft,,32,34
106,2,10:17.0,,Defensive rebound by T. Thompson,32,34
107,2,10:13.0,,I. Thomas makes 3-pt jump shot from 25 ft,32,37
108,2,9:56.0,S. Napier misses 3-pt jump shot from 25 ft,,32,37
109,2,9:53.0,,Defensive rebound by T. Thompson,32,37
110,2,9:48.0,,D. Wade misses 3-pt jump shot from 24 ft,32,37
111,2,9:47.0,Defensive rebound by P. Connaughton,,32,37
112,2,9:39.0,S. Napier misses 3-pt jump shot from 25 ft,,32,37
113,2,9:35.0,,Defensive rebound by T. Thompson,32,37
114,2,9:32.0,,Cleveland full timeout,32,37
115,2,9:32.0,,L. James enters the game for I. Thomas,32,37
116,2,9:32.0,E. Turner enters the game for S. Napier,,32,37
117,2,9:32.0,D. Lillard enters the game for P. Connaughton,,32,37
118,2,9:23.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by L. James),32,39
119,2,9:01.0,C. McCollum makes 3-pt jump shot from 26 ft,,35,39
120,2,8:45.0,,D. Wade misses 2-pt jump shot from 12 ft,35,39
121,2,8:41.0,,Offensive rebound by T. Thompson,35,39
122,2,8:34.0,,L. James misses 3-pt jump shot from 32 ft,35,39
123,2,8:31.0,Defensive rebound by E. Davis,,35,39
124,2,8:24.0,D. Lillard makes 2-pt jump shot from 21 ft,,37,39
125,2,8:12.0,,Personal foul by E. Davis (drawn by T. Thompson),37,39
126,2,8:12.0,J. Nurkić enters the game for M. Harkless,,37,39
127,2,8:12.0,A. Aminu enters the game for E. Davis,,37,39
128,2,8:09.0,,T. Thompson misses 2-pt jump shot from 15 ft,37,39
129,2,8:06.0,Defensive rebound by A. Aminu,,37,39
130,2,8:00.0,C. McCollum misses 2-pt jump shot from 12 ft,,37,39
131,2,8:00.0,Offensive rebound by J. Nurkić,,37,39
132,2,7:50.0,J. Nurkić makes 2-pt layup at rim,,39,39
133,2,7:42.0,,K. Korver misses 2-pt jump shot from 16 ft,39,39
134,2,7:42.0,,Offensive rebound by T. Thompson,39,39
135,2,7:33.0,,T. Thompson misses 2-pt layup at rim,39,39
136,2,7:32.0,Defensive rebound by J. Nurkić,,39,39
137,2,7:25.0,E. Turner makes 2-pt layup at rim (assist by J. Nurkić),,41,39
138,2,7:07.0,,D. Wade misses 2-pt jump shot from 11 ft,41,39
139,2,7:03.0,,Offensive rebound by T. Thompson,41,39
140,2,7:00.0,,L. James misses 2-pt layup from 1 ft,41,39
141,2,6:56.0,Defensive rebound by J. Nurkić,,41,39
142,2,6:55.0,Turnover by D. Lillard (bad pass; steal by J. Green),,41,39
143,2,6:55.0,,Shooting block foul by J. Nurkić (drawn by J. Green),41,39
144,2,6:55.0,,J. Green makes free throw 1 of 2,41,40
145,2,6:55.0,,K. Love enters the game for D. Wade,41,40
146,2,6:55.0,,J. Smith enters the game for T. Thompson,41,40
147,2,6:55.0,P. Connaughton enters the game for C. McCollum,,41,40
148,2,6:55.0,,J. Green makes free throw 2 of 2,41,41
149,2,6:33.0,A. Aminu misses 3-pt jump shot from 25 ft,,41,41
150,2,6:32.0,Offensive rebound by Team,,41,41
151,2,6:32.0,,Loose ball foul by J. Green (drawn by J. Nurkić),41,41
152,2,6:30.0,Turnover by D. Lillard (bad pass; steal by J. Smith),,41,41
153,2,6:24.0,,K. Love makes 3-pt jump shot from 22 ft (assist by L. James),41,44
154,2,6:06.0,Personal foul by K. Korver (drawn by J. Nurkić),,41,44
155,2,5:59.0,J. Nurkić makes 2-pt jump shot from 10 ft (assist by D. Lillard),,43,44
156,2,5:40.0,,L. James misses 2-pt jump shot from 13 ft,43,44
157,2,5:40.0,,Offensive rebound by Team,43,44
158,2,5:40.0,,J. Crowder enters the game for J. Green,43,44
159,2,5:38.0,,K. Korver misses 2-pt jump shot from 18 ft,43,44
160,2,5:34.0,Defensive rebound by A. Aminu,,43,44
161,2,5:20.0,D. Lillard makes 3-pt jump shot from 30 ft (assist by J. Nurkić),,46,44
162,2,5:04.0,,Personal foul by P. Connaughton (drawn by K. Love),46,44
163,2,4:59.0,,Turnover by K. Love (lost ball; steal by D. Lillard),46,44
164,2,4:52.0,Shooting foul by L. James (drawn by J. Nurkić),,46,44
165,2,4:52.0,J. Nurkić makes free throw 1 of 2,,47,44
166,2,4:52.0,,I. Thomas enters the game for K. Korver,47,44
167,2,4:52.0,C. McCollum enters the game for P. Connaughton,,47,44
168,2,4:52.0,J. Nurkić misses free throw 2 of 2,,47,44
169,2,4:50.0,,Defensive rebound by K. Love,47,44
170,2,4:37.0,,L. James makes 2-pt layup at rim (assist by I. Thomas),47,46
171,2,4:16.0,C. McCollum makes 3-pt jump shot from 22 ft (assist by A. Aminu),,50,46
172,2,3:59.0,,Turnover by L. James (traveling),50,46
