,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
173,2,3:39.0,Turnover by D. Lillard (bad pass; steal by L. James),,50,46
174,2,3:39.0,,Personal foul by E. Turner (drawn by K. Love),50,46
175,2,3:18.0,,J. Crowder misses 3-pt jump shot from 25 ft,50,46
176,2,3:18.0,Defensive rebound by E. Turner,,50,46
177,2,3:18.0,,Technical foul by I. Thomas,50,46
178,2,3:18.0,D. Lillard makes technical free throw,,51,46
179,2,3:18.0,Portland full timeout,,51,46
180,2,3:06.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,53,46
181,2,2:39.0,,L. James misses 2-pt jump shot from 6 ft (block by E. Turner),53,46
182,2,2:36.0,Defensive rebound by E. Turner,,53,46
183,2,2:30.0,D. Lillard makes 3-pt jump shot from 29 ft,,56,46
184,2,2:06.0,,J. Crowder misses 2-pt layup from 2 ft,56,46
185,2,2:03.0,Defensive rebound by C. McCollum,,56,46
186,2,1:59.0,A. Aminu misses 3-pt jump shot from 23 ft,,56,46
187,2,1:56.0,,Defensive rebound by L. James,56,46
188,2,1:54.0,,Shooting foul by C. McCollum (drawn by L. James),56,46
189,2,1:54.0,,L. James makes free throw 1 of 2,56,47
190,2,1:54.0,,L. James makes free throw 2 of 2,56,48
191,2,1:38.0,C. McCollum misses 2-pt jump shot from 8 ft,,56,48
192,2,1:36.0,,Defensive rebound by K. Love,56,48
193,2,1:31.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by J. Smith),56,51
194,2,1:08.0,E. Turner misses 2-pt jump shot from 10 ft,,56,51
195,2,1:06.0,Offensive rebound by J. Nurkić,,56,51
196,2,1:03.0,J. Nurkić misses 2-pt layup from 5 ft,,56,51
197,2,1:03.0,Offensive rebound by E. Turner,,56,51
198,2,1:01.0,E. Turner misses 2-pt layup at rim,,56,51
199,2,1:01.0,Offensive rebound by A. Aminu,,56,51
200,2,1:00.0,A. Aminu misses 2-pt layup from 1 ft,,56,51
201,2,0:59.0,,Defensive rebound by K. Love,56,51
202,2,0:57.0,,Offensive foul by L. James (drawn by J. Nurkić),56,51
203,2,0:57.0,,Turnover by L. James (offensive foul),56,51
204,2,0:57.0,,J. Green enters the game for L. James,56,51
205,2,0:46.0,Turnover by A. Aminu (traveling),,56,51
206,2,0:29.0,,J. Crowder misses 3-pt jump shot from 25 ft,56,51
207,2,0:27.0,,Offensive rebound by K. Love,56,51
208,2,0:25.0,,J. Crowder makes 2-pt layup from 2 ft (assist by J. Green),56,53
209,2,0:02.0,C. McCollum misses 3-pt jump shot from 24 ft,,56,53
210,2,0:02.0,,Defensive rebound by J. Green,56,53
211,2,0:00.0,,J. Green misses 3-pt jump shot from 54 ft,56,53
212,2,0:00.0,,Offensive rebound by Team,56,53
213,3,11:44.0,,Shooting foul by A. Aminu (drawn by K. Love),56,53
214,3,11:44.0,,K. Love makes free throw 1 of 2,56,54
215,3,11:44.0,,K. Love makes free throw 2 of 2,56,55
216,3,11:28.0,E. Turner misses 2-pt jump shot from 7 ft,,56,55
217,3,11:25.0,,Defensive rebound by K. Love,56,55
218,3,11:20.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by L. James),56,58
219,3,11:03.0,C. McCollum misses 2-pt jump shot from 2 ft,,56,58
220,3,11:02.0,Offensive rebound by A. Aminu,,56,58
221,3,11:02.0,Shooting foul by J. Crowder (drawn by A. Aminu),,56,58
222,3,11:02.0,A. Aminu makes free throw 1 of 2,,57,58
223,3,11:02.0,A. Aminu makes free throw 2 of 2,,58,58
224,3,10:50.0,,J. Smith misses 3-pt jump shot from 26 ft,58,58
225,3,10:47.0,Defensive rebound by E. Turner,,58,58
226,3,10:36.0,Turnover by C. McCollum (lost ball; steal by J. Crowder),,58,58
227,3,10:33.0,,Turnover by L. James (lost ball; steal by J. Nurkić),58,58
228,3,10:28.0,C. McCollum makes 2-pt jump shot from 18 ft,,60,58
229,3,10:23.0,,Personal foul by D. Lillard (drawn by J. Calderón),60,58
230,3,10:16.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by L. James),60,61
231,3,9:57.0,D. Lillard makes 2-pt jump shot from 17 ft (assist by E. Turner),,62,61
232,3,9:42.0,,Personal foul by E. Turner (drawn by L. James),62,61
233,3,9:31.0,,L. James misses 3-pt jump shot from 26 ft,62,61
234,3,9:29.0,Defensive rebound by J. Nurkić,,62,61
235,3,9:21.0,Turnover by D. Lillard (bad pass; steal by K. Love),,62,61
236,3,9:17.0,,L. James makes 2-pt dunk at rim (assist by J. Crowder),62,63
237,3,8:58.0,Personal foul by J. Smith (drawn by A. Aminu),,62,63
238,3,8:48.0,J. Nurkić makes 2-pt jump shot from 7 ft (assist by E. Turner),,64,63
239,3,8:35.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Calderón),64,66
240,3,8:14.0,E. Turner misses 2-pt layup from 1 ft (block by L. James),,64,66
241,3,8:11.0,,Defensive rebound by J. Crowder,64,66
242,3,8:09.0,,Turnover by J. Calderón (bad pass; steal by J. Nurkić),64,66
243,3,8:07.0,Shooting foul by J. Calderón (drawn by J. Nurkić),,64,66
244,3,8:07.0,J. Nurkić misses free throw 1 of 2,,64,66
245,3,8:07.0,Offensive rebound by Team,,64,66
246,3,8:07.0,J. Nurkić makes free throw 2 of 2,,65,66
247,3,7:49.0,,Personal foul by A. Aminu (drawn by K. Love),65,66
248,3,7:48.0,,Shooting foul by C. McCollum (drawn by K. Love),65,66
249,3,7:48.0,,K. Love misses free throw 1 of 2,65,66
250,3,7:48.0,,Offensive rebound by Team,65,66
251,3,7:48.0,,K. Love makes free throw 2 of 2,65,67
252,3,7:27.0,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),,67,67
253,3,7:20.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Calderón),67,70
254,3,6:53.0,D. Lillard makes 3-pt jump shot from 25 ft,,70,70
255,3,6:30.0,,J. Crowder misses 2-pt jump shot from 19 ft,70,70
256,3,6:28.0,Defensive rebound by A. Aminu,,70,70
257,3,6:10.0,E. Turner misses 3-pt jump shot from 25 ft,,70,70
258,3,6:08.0,Offensive rebound by A. Aminu,,70,70
259,3,6:04.0,D. Lillard misses 3-pt jump shot from 25 ft,,70,70
260,3,5:58.0,Offensive rebound by E. Turner,,70,70
261,3,5:58.0,E. Turner misses 2-pt layup at rim,,70,70
262,3,5:55.0,Offensive rebound by E. Turner,,70,70
263,3,5:55.0,E. Turner makes 2-pt layup at rim,,72,70
264,3,5:43.0,,J. Calderón misses 3-pt jump shot from 26 ft,72,70
265,3,5:40.0,Defensive rebound by C. McCollum,,72,70
266,3,5:36.0,Personal foul by J. Calderón (drawn by C. McCollum),,72,70
267,3,5:36.0,,Cleveland full timeout,72,70
268,3,5:26.0,Turnover by A. Aminu (lost ball; steal by J. Crowder),,72,70
269,3,5:14.0,,K. Love makes 3-pt jump shot from 22 ft (assist by J. Smith),72,73
270,3,4:58.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,74,73
271,3,4:41.0,,L. James makes 2-pt layup from 1 ft (assist by J. Crowder),74,75
272,3,4:26.0,Turnover by D. Lillard (bad pass),,74,75
273,3,4:26.0,P. Connaughton enters the game for E. Turner,,74,75
274,3,4:26.0,M. Harkless enters the game for C. McCollum,,74,75
275,3,4:13.0,,J. Smith makes 2-pt jump shot from 5 ft (assist by L. James),74,77
276,3,3:48.0,Turnover by D. Lillard (traveling),,74,77
277,3,3:48.0,,D. Wade enters the game for J. Calderón,74,77
278,3,3:36.0,,Shooting foul by M. Harkless (drawn by J. Smith),74,77
279,3,3:36.0,,J. Smith makes free throw 1 of 2,74,78
280,3,3:36.0,,J. Smith makes free throw 2 of 2,74,79
281,3,3:25.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by M. Harkless),,77,79
282,3,3:13.0,,Personal foul by J. Nurkić (drawn by J. Crowder),77,79
283,3,3:13.0,,J. Crowder makes free throw 1 of 2,77,80
284,3,3:13.0,,I. Thomas enters the game for J. Smith,77,80
285,3,3:13.0,E. Davis enters the game for J. Nurkić,,77,80
286,3,3:13.0,,J. Crowder misses free throw 2 of 2,77,80
287,3,3:11.0,Defensive rebound by M. Harkless,,77,80
288,3,3:04.0,Shooting foul by I. Thomas (drawn by D. Lillard),,77,80
289,3,3:04.0,D. Lillard makes free throw 1 of 3,,78,80
290,3,3:04.0,D. Lillard makes free throw 2 of 3,,79,80
291,3,3:04.0,,J. Green enters the game for J. Crowder,79,80
292,3,3:04.0,D. Lillard misses free throw 3 of 3,,79,80
293,3,3:02.0,,Defensive rebound by L. James,79,80
294,3,2:51.0,,D. Wade makes 2-pt layup at rim (assist by L. James),79,82
295,3,2:30.0,P. Connaughton misses 2-pt jump shot from 8 ft,,79,82
296,3,2:28.0,,Defensive rebound by L. James,79,82
297,3,2:23.0,,Shooting foul by M. Harkless (drawn by J. Green),79,82
298,3,2:23.0,Portland full timeout,,79,82
299,3,2:23.0,,T. Thompson enters the game for K. Love,79,82
300,3,2:23.0,E. Turner enters the game for D. Lillard,,79,82
301,3,2:23.0,C. McCollum enters the game for A. Aminu,,79,82
302,3,2:23.0,,J. Green makes free throw 1 of 2,79,83
303,3,2:23.0,,J. Green makes free throw 2 of 2,79,84
304,3,2:10.0,Turnover by E. Turner (lost ball; steal by L. James),,79,84
305,3,1:59.0,,I. Thomas misses 2-pt layup from 1 ft (block by P. Connaughton),79,84
306,3,1:56.0,Defensive rebound by E. Turner,,79,84
307,3,1:53.0,Turnover by C. McCollum (bad pass; steal by L. James),,79,84
308,3,1:48.0,,I. Thomas makes 3-pt jump shot from 23 ft (assist by J. Green),79,87
309,3,1:24.0,E. Turner makes 3-pt jump shot from 24 ft,,82,87
310,3,1:08.0,,Turnover by I. Thomas (lost ball; steal by E. Davis),82,87
311,3,0:58.0,M. Harkless misses 2-pt layup from 3 ft,,82,87
312,3,0:58.0,Offensive rebound by Team,,82,87
313,3,0:56.0,,K. Korver enters the game for L. James,82,87
314,3,0:56.0,S. Napier enters the game for P. Connaughton,,82,87
315,3,0:47.0,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),,84,87
316,3,0:41.0,,Shooting foul by S. Napier (drawn by I. Thomas),84,87
317,3,0:41.0,,I. Thomas misses free throw 1 of 3,84,87
318,3,0:41.0,,Offensive rebound by Team,84,87
319,3,0:41.0,,I. Thomas makes free throw 2 of 3,84,88
320,3,0:41.0,,I. Thomas misses free throw 3 of 3,84,88
321,3,0:40.0,Defensive rebound by E. Turner,,84,88
322,3,0:33.0,C. McCollum makes 3-pt jump shot from 27 ft,,87,88
323,3,0:25.0,,Shooting foul by E. Davis (drawn by D. Wade),87,88
324,3,0:25.0,,D. Wade makes free throw 1 of 2,87,89
325,3,0:25.0,D. Lillard enters the game for E. Turner,,87,89
326,3,0:25.0,,D. Wade misses free throw 2 of 2,87,89
327,3,0:22.0,Defensive rebound by Team,,87,89
328,3,0:15.0,D. Lillard misses 2-pt layup from 2 ft,,87,89
329,3,0:13.0,,Defensive rebound by K. Korver,87,89
330,3,0:02.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Wade),87,91
331,3,0:00.0,M. Harkless misses 3-pt jump shot from 25 ft,,87,91
332,3,0:00.0,Offensive rebound by Team,,87,91
333,4,11:49.0,Shooting foul by I. Thomas (drawn by E. Davis),,87,91
334,4,11:49.0,E. Davis misses free throw 1 of 2,,87,91
335,4,11:49.0,Offensive rebound by Team,,87,91
336,4,11:49.0,E. Davis makes free throw 2 of 2,,88,91
337,4,11:36.0,,Offensive foul by I. Thomas (drawn by S. Napier),88,91
338,4,11:36.0,,Turnover by I. Thomas (offensive foul),88,91
339,4,11:22.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by E. Turner),,91,91
340,4,11:04.0,,I. Thomas misses 3-pt jump shot from 23 ft,91,91
341,4,11:03.0,,Offensive rebound by D. Wade,91,91
342,4,11:03.0,,Personal foul by E. Turner (drawn by D. Wade),91,91
343,4,11:03.0,A. Aminu enters the game for E. Turner,,91,91
344,4,10:55.0,,D. Wade makes 2-pt jump shot from 18 ft,91,93
345,4,10:41.0,C. McCollum misses 2-pt jump shot from 15 ft,,91,93
346,4,10:39.0,,Defensive rebound by D. Wade,91,93
347,4,10:30.0,,D. Wade misses 2-pt jump shot from 13 ft,91,93
348,4,10:28.0,,Offensive rebound by D. Wade,91,93
349,4,10:28.0,,D. Wade misses 2-pt layup at rim,91,93
350,4,10:28.0,,Offensive rebound by T. Thompson,91,93
351,4,10:28.0,,Shooting foul by E. Davis (drawn by T. Thompson),91,93
352,4,10:28.0,,T. Thompson misses free throw 1 of 2,91,93
353,4,10:28.0,,Offensive rebound by Team,91,93
354,4,10:28.0,,T. Thompson misses free throw 2 of 2,91,93
355,4,10:27.0,,Offensive rebound by Team,91,93
356,4,10:27.0,Loose ball foul by E. Davis (drawn by J. Green),,91,93
357,4,10:21.0,,I. Thomas makes 2-pt jump shot from 15 ft,91,95
358,4,10:02.0,S. Napier misses 2-pt jump shot from 14 ft,,91,95
359,4,10:00.0,,Defensive rebound by K. Korver,91,95
360,4,9:54.0,,D. Wade makes 2-pt layup from 1 ft (assist by I. Thomas),91,97
361,4,9:54.0,Portland full timeout,,91,97
362,4,9:54.0,J. Nurkić enters the game for S. Napier,,91,97
363,4,9:54.0,D. Lillard enters the game for E. Davis,,91,97
364,4,9:35.0,C. McCollum misses 2-pt jump shot from 15 ft,,91,97
365,4,9:33.0,,Defensive rebound by D. Wade,91,97
366,4,9:21.0,,I. Thomas makes 3-pt jump shot from 26 ft,91,100
367,4,9:08.0,D. Lillard misses 3-pt jump shot from 25 ft,,91,100
368,4,9:05.0,,Defensive rebound by D. Wade,91,100
369,4,9:00.0,,D. Wade makes 2-pt jump shot from 12 ft,91,102
370,4,8:42.0,A. Aminu misses 3-pt jump shot from 25 ft,,91,102
371,4,8:40.0,,Defensive rebound by T. Thompson,91,102
372,4,8:26.0,,I. Thomas misses 3-pt jump shot from 25 ft,91,102
373,4,8:23.0,Defensive rebound by J. Nurkić,,91,102
374,4,8:17.0,M. Harkless misses 2-pt jump shot from 18 ft,,91,102
375,4,8:15.0,,Defensive rebound by D. Wade,91,102
376,4,8:10.0,,Shooting foul by M. Harkless (drawn by D. Wade),91,102
377,4,8:10.0,,D. Wade makes free throw 1 of 2,91,103
378,4,8:10.0,,L. James enters the game for I. Thomas,91,103
379,4,8:10.0,E. Turner enters the game for M. Harkless,,91,103
380,4,8:10.0,,D. Wade makes free throw 2 of 2,91,104
381,4,7:58.0,J. Nurkić makes 2-pt jump shot from 10 ft (assist by D. Lillard),,93,104
382,4,7:58.0,Shooting foul by K. Korver (drawn by J. Nurkić),,93,104
383,4,7:58.0,J. Nurkić misses free throw 1 of 1,,93,104
384,4,7:54.0,,Defensive rebound by Team,93,104
385,4,7:43.0,,L. James makes 2-pt jump shot from 12 ft,93,106
386,4,7:18.0,Shooting foul by J. Green (drawn by J. Nurkić),,93,106
387,4,7:18.0,J. Nurkić misses free throw 1 of 2,,93,106
388,4,7:18.0,Offensive rebound by Team,,93,106
389,4,7:18.0,J. Nurkić makes free throw 2 of 2,,94,106
390,4,7:10.0,,Personal foul by E. Turner (drawn by L. James),94,106
