,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
51,1,5:00.0,T. Satoranský misses 2-pt layup from 4 ft (block by A. Tolliver),,15,12
52,1,4:57.0,Offensive rebound by O. Porter,,15,12
53,1,4:49.0,B. Beal makes 2-pt jump shot from 8 ft,,17,12
54,1,4:20.0,,I. Smith misses 2-pt layup from 3 ft (block by M. Morris),17,12
55,1,4:20.0,,Offensive rebound by Team,17,12
56,1,4:20.0,,Turnover by Team (shot clock),17,12
57,1,4:20.0,,H. Ellenson enters the game for A. Tolliver,17,12
58,1,4:20.0,K. Oubre enters the game for O. Porter,,17,12
59,1,4:14.0,Personal foul by I. Smith (drawn by T. Satoranský),,17,12
60,1,4:14.0,I. Mahinmi enters the game for M. Gortat,,17,12
61,1,4:05.0,B. Beal makes 2-pt jump shot from 8 ft (assist by M. Morris),,19,12
62,1,3:45.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by R. Bullock),19,14
63,1,3:29.0,M. Morris misses 2-pt jump shot from 15 ft,,19,14
64,1,3:27.0,,Defensive rebound by S. Johnson,19,14
65,1,3:23.0,,H. Ellenson makes 2-pt dunk from 1 ft (assist by S. Johnson),19,16
66,1,2:56.0,M. Morris misses 3-pt jump shot from 22 ft,,19,16
67,1,2:52.0,Offensive rebound by T. Satoranský,,19,16
68,1,2:50.0,M. Morris misses 2-pt layup from 5 ft,,19,16
69,1,2:50.0,Offensive rebound by I. Mahinmi,,19,16
70,1,2:44.0,I. Mahinmi makes 2-pt layup at rim,,21,16
71,1,2:31.0,,Offensive foul by S. Johnson,21,16
72,1,2:31.0,,Turnover by S. Johnson (offensive foul),21,16
73,1,2:31.0,,Technical foul by S. Johnson,21,16
74,1,2:31.0,,Detroit full timeout,21,16
75,1,2:31.0,,L. Kennard enters the game for R. Bullock,21,16
76,1,2:31.0,R. Sessions enters the game for M. Morris,,21,16
77,1,2:31.0,M. Scott enters the game for T. Satoranský,,21,16
78,1,2:31.0,B. Beal misses technical free throw,,21,16
79,1,2:31.0,Offensive rebound by Team,,21,16
80,1,2:15.0,R. Sessions misses 3-pt jump shot from 25 ft,,21,16
81,1,2:13.0,,Defensive rebound by A. Drummond,21,16
82,1,2:06.0,,I. Smith misses 3-pt jump shot from 25 ft,21,16
83,1,2:02.0,Defensive rebound by K. Oubre,,21,16
84,1,1:50.0,M. Scott misses 2-pt jump shot from 10 ft,,21,16
85,1,1:48.0,Offensive rebound by R. Sessions,,21,16
86,1,1:46.0,B. Beal misses 3-pt jump shot from 24 ft,,21,16
87,1,1:42.0,,Defensive rebound by A. Drummond,21,16
88,1,1:36.0,,H. Ellenson misses 2-pt hook shot from 6 ft,21,16
89,1,1:36.0,,Offensive rebound by H. Ellenson,21,16
90,1,1:36.0,,Shooting foul by I. Mahinmi (drawn by H. Ellenson),21,16
91,1,1:36.0,,H. Ellenson makes free throw 1 of 2,21,17
92,1,1:36.0,,J. Ennis enters the game for S. Johnson,21,17
93,1,1:36.0,J. Meeks enters the game for B. Beal,,21,17
94,1,1:36.0,,H. Ellenson makes free throw 2 of 2,21,18
95,1,1:24.0,K. Oubre misses 2-pt layup from 5 ft,,21,18
96,1,1:19.0,,Defensive rebound by H. Ellenson,21,18
97,1,1:16.0,,Shooting foul by M. Scott (drawn by A. Drummond),21,18
98,1,1:16.0,,A. Drummond makes free throw 1 of 2,21,19
99,1,1:16.0,,A. Drummond misses free throw 2 of 2,21,19
100,1,1:14.0,Defensive rebound by M. Scott,,21,19
101,1,1:01.0,R. Sessions makes 2-pt jump shot from 8 ft (assist by M. Scott),,23,19
102,1,1:01.0,Shooting foul by L. Kennard (drawn by R. Sessions),,23,19
103,1,1:01.0,R. Sessions makes free throw 1 of 1,,24,19
104,1,0:49.0,,L. Kennard makes 2-pt layup from 2 ft (assist by A. Drummond),24,21
105,1,0:41.0,K. Oubre misses 3-pt jump shot from 25 ft,,24,21
106,1,0:38.0,,Defensive rebound by A. Drummond,24,21
107,1,0:32.0,,Turnover by I. Smith (bad pass; steal by R. Sessions),24,21
108,1,0:25.0,I. Mahinmi misses 2-pt layup from 2 ft (block by A. Drummond),,24,21
109,1,0:21.0,,Defensive rebound by H. Ellenson,24,21
110,1,0:19.0,,J. Ennis makes 2-pt layup from 1 ft,24,23
111,1,0:00.0,J. Meeks misses 3-pt jump shot from 22 ft,,24,23
112,1,0:00.0,Offensive rebound by Team,,24,23
113,2,11:43.0,,Turnover by J. Ennis (traveling),24,23
114,2,11:35.0,M. Scott makes 2-pt jump shot from 10 ft (assist by R. Sessions),,26,23
115,2,11:21.0,,H. Ellenson misses 2-pt jump shot from 14 ft,26,23
116,2,11:19.0,Defensive rebound by R. Sessions,,26,23
117,2,11:06.0,M. Scott makes 2-pt jump shot from 14 ft (assist by R. Sessions),,28,23
118,2,10:52.0,,H. Ellenson makes 3-pt jump shot from 25 ft (assist by R. Jackson),28,26
119,2,10:35.0,I. Mahinmi misses 2-pt layup from 3 ft (block by E. Moreland),,28,26
120,2,10:32.0,Offensive rebound by M. Scott,,28,26
121,2,10:30.0,M. Scott misses 2-pt jump shot from 11 ft,,28,26
122,2,10:28.0,,Defensive rebound by E. Moreland,28,26
123,2,10:19.0,,Shooting foul by I. Mahinmi (drawn by R. Jackson),28,26
124,2,10:19.0,,R. Jackson makes free throw 1 of 2,28,27
125,2,10:19.0,,R. Jackson misses free throw 2 of 2,28,27
126,2,10:16.0,Defensive rebound by I. Mahinmi,,28,27
127,2,10:04.0,K. Oubre misses 2-pt jump shot from 14 ft,,28,27
128,2,10:02.0,,Defensive rebound by L. Kennard,28,27
129,2,9:53.0,,H. Ellenson misses 2-pt hook shot from 3 ft,28,27
130,2,9:51.0,Defensive rebound by K. Oubre,,28,27
131,2,9:35.0,I. Mahinmi makes 2-pt hook shot from 8 ft (assist by K. Oubre),,30,27
132,2,9:18.0,,J. Ennis misses 2-pt layup at rim (block by K. Oubre),30,27
133,2,9:18.0,,Offensive rebound by Team,30,27
134,2,9:12.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by H. Ellenson),30,30
135,2,8:50.0,Turnover by I. Mahinmi (bad pass; steal by E. Moreland),,30,30
136,2,8:41.0,,R. Jackson makes 2-pt jump shot from 20 ft,30,32
137,2,8:39.0,Washington full timeout,,30,32
138,2,8:39.0,T. Satoranský enters the game for J. Meeks,,30,32
139,2,8:27.0,M. Scott makes 2-pt jump shot from 7 ft (assist by T. Satoranský),,32,32
140,2,8:08.0,,L. Kennard misses 2-pt jump shot from 10 ft,32,32
141,2,8:08.0,Defensive rebound by T. Satoranský,,32,32
142,2,8:01.0,Shooting foul by E. Moreland (drawn by R. Sessions),,32,32
143,2,8:01.0,R. Sessions misses free throw 1 of 2,,32,32
144,2,8:01.0,Offensive rebound by Team,,32,32
145,2,8:01.0,M. Gortat enters the game for I. Mahinmi,,32,32
146,2,8:01.0,R. Sessions makes free throw 2 of 2,,33,32
147,2,7:47.0,,R. Jackson misses 2-pt jump shot from 7 ft,33,32
148,2,7:45.0,Defensive rebound by M. Scott,,33,32
149,2,7:42.0,K. Oubre makes 2-pt dunk at rim (assist by R. Sessions),,35,32
150,2,7:34.0,,Detroit full timeout,35,32
151,2,7:34.0,,S. Johnson enters the game for H. Ellenson,35,32
152,2,7:34.0,,A. Tolliver enters the game for E. Moreland,35,32
153,2,7:34.0,,A. Drummond enters the game for J. Ennis,35,32
154,2,7:26.0,,Personal foul by K. Oubre (drawn by L. Kennard),35,32
155,2,7:18.0,,A. Tolliver makes 2-pt layup from 1 ft (assist by A. Drummond),35,34
156,2,7:04.0,M. Scott misses 3-pt jump shot from 24 ft,,35,34
157,2,7:01.0,,Defensive rebound by A. Drummond,35,34
158,2,6:54.0,,Turnover by R. Jackson (lost ball; steal by R. Sessions),35,34
159,2,6:46.0,M. Gortat makes 2-pt jump shot from 11 ft (assist by R. Sessions),,37,34
160,2,6:31.0,,Shooting foul by T. Satoranský (drawn by L. Kennard),37,34
161,2,6:31.0,,L. Kennard makes free throw 1 of 2,37,35
162,2,6:31.0,M. Morris enters the game for R. Sessions,,37,35
163,2,6:31.0,B. Beal enters the game for M. Scott,,37,35
164,2,6:31.0,,L. Kennard misses free throw 2 of 2,37,35
165,2,6:28.0,Defensive rebound by M. Gortat,,37,35
166,2,6:19.0,K. Oubre misses 3-pt jump shot from 23 ft,,37,35
167,2,6:14.0,Offensive rebound by B. Beal,,37,35
168,2,6:07.0,K. Oubre misses 2-pt jump shot from 10 ft,,37,35
169,2,6:07.0,,Defensive rebound by A. Drummond,37,35
170,2,5:59.0,,R. Jackson misses 3-pt jump shot from 25 ft,37,35
171,2,5:57.0,Defensive rebound by M. Gortat,,37,35
172,2,5:50.0,T. Satoranský makes 2-pt jump shot from 17 ft (assist by M. Gortat),,39,35
173,2,5:26.0,,L. Kennard misses 2-pt hook shot from 7 ft,39,35
174,2,5:24.0,,Offensive rebound by A. Drummond,39,35
175,2,5:19.0,,R. Jackson misses 3-pt jump shot from 23 ft,39,35
176,2,5:17.0,,Offensive rebound by A. Drummond,39,35
177,2,5:14.0,,A. Drummond misses 2-pt jump shot from 7 ft,39,35
178,2,5:12.0,,Offensive rebound by A. Tolliver,39,35
179,2,5:10.0,,S. Johnson misses 3-pt jump shot from 24 ft,39,35
180,2,5:08.0,Defensive rebound by M. Gortat,,39,35
181,2,5:02.0,M. Morris misses 3-pt jump shot from 25 ft,,39,35
182,2,5:01.0,,Defensive rebound by Team,39,35
183,2,5:01.0,,I. Smith enters the game for R. Jackson,39,35
184,2,5:01.0,,R. Bullock enters the game for L. Kennard,39,35
185,2,4:43.0,,A. Tolliver makes 2-pt layup from 5 ft (assist by A. Drummond),39,37
186,2,4:43.0,,Shooting foul by M. Gortat (drawn by A. Tolliver),39,37
187,2,4:43.0,O. Porter enters the game for K. Oubre,,39,37
188,2,4:43.0,,A. Tolliver makes free throw 1 of 1,39,38
189,2,4:23.0,T. Satoranský misses 2-pt jump shot from 17 ft,,39,38
190,2,4:19.0,,Defensive rebound by A. Drummond,39,38
191,2,4:13.0,,I. Smith makes 2-pt jump shot from 13 ft,39,40
192,2,4:00.0,Turnover by O. Porter (bad pass; steal by S. Johnson),,39,40
193,2,3:57.0,,R. Bullock makes 2-pt layup from 1 ft,39,42
194,2,3:57.0,Washington full timeout,,39,42
195,2,3:44.0,B. Beal misses 3-pt jump shot from 24 ft,,39,42
196,2,3:42.0,,Defensive rebound by I. Smith,39,42
197,2,3:32.0,,S. Johnson misses 2-pt layup from 2 ft,39,42
198,2,3:32.0,Defensive rebound by B. Beal,,39,42
199,2,3:28.0,Shooting foul by I. Smith (drawn by B. Beal),,39,42
200,2,3:28.0,B. Beal makes free throw 1 of 2,,40,42
201,2,3:28.0,B. Beal makes free throw 2 of 2,,41,42
202,2,3:12.0,,A. Tolliver makes 2-pt layup from 3 ft (assist by R. Bullock),41,44
203,2,2:53.0,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,44,44
204,2,2:40.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by A. Tolliver),44,47
205,2,2:22.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by M. Morris),,47,47
206,2,2:04.0,,R. Bullock makes 2-pt jump shot from 15 ft (assist by A. Drummond),47,49
207,2,1:42.0,O. Porter makes 2-pt jump shot from 21 ft,,49,49
208,2,1:25.0,,A. Drummond misses 2-pt layup from 1 ft,49,49
209,2,1:24.0,Defensive rebound by B. Beal,,49,49
210,2,1:19.0,B. Beal misses 2-pt jump shot from 19 ft,,49,49
211,2,1:15.0,Offensive rebound by M. Gortat,,49,49
212,2,1:13.0,O. Porter misses 2-pt jump shot from 22 ft,,49,49
213,2,1:13.0,Offensive rebound by Team,,49,49
214,2,1:13.0,Personal foul by A. Drummond (drawn by M. Gortat),,49,49
215,2,1:13.0,,E. Moreland enters the game for A. Drummond,49,49
216,2,0:58.0,M. Morris misses 2-pt jump shot from 20 ft,,49,49
217,2,0:56.0,,Defensive rebound by Team,49,49
218,2,0:40.0,,Offensive foul by E. Moreland (drawn by M. Morris),49,49
219,2,0:40.0,,Turnover by E. Moreland (offensive foul),49,49
220,2,0:31.0,O. Porter misses 3-pt jump shot from 26 ft,,49,49
221,2,0:28.0,,Defensive rebound by I. Smith,49,49
222,2,0:22.0,,I. Smith misses 2-pt layup from 4 ft,49,49
223,2,0:21.0,Defensive rebound by M. Gortat,,49,49
224,2,0:02.0,Offensive foul by M. Gortat (drawn by S. Johnson),,49,49
225,2,0:02.0,Turnover by M. Gortat (offensive foul),,49,49
226,2,0:00.0,,I. Smith misses 3-pt jump shot from 48 ft,49,49
227,2,0:00.0,,Offensive rebound by Team,49,49
228,3,11:37.0,,Turnover by R. Jackson (out of bounds lost ball),49,49
229,3,11:23.0,T. Satoranský misses 3-pt jump shot from 25 ft,,49,49
230,3,11:19.0,,Defensive rebound by A. Drummond,49,49
231,3,11:11.0,,R. Jackson makes 2-pt jump shot from 18 ft,49,51
232,3,10:54.0,Turnover by O. Porter (bad pass; steal by A. Tolliver),,49,51
233,3,10:46.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by S. Johnson),49,54
234,3,10:26.0,M. Morris makes 2-pt layup from 2 ft (assist by T. Satoranský),,51,54
235,3,10:00.0,,R. Bullock misses 2-pt jump shot from 12 ft,51,54
236,3,9:59.0,Defensive rebound by M. Gortat,,51,54
237,3,9:54.0,O. Porter misses 2-pt jump shot from 20 ft,,51,54
238,3,9:54.0,,Defensive rebound by Team,51,54
239,3,9:43.0,,S. Johnson misses 2-pt layup at rim (block by O. Porter),51,54
240,3,9:42.0,Defensive rebound by M. Morris,,51,54
241,3,9:32.0,T. Satoranský makes 2-pt jump shot from 19 ft (assist by M. Morris),,53,54
242,3,9:31.0,,Detroit full timeout,53,54
243,3,9:19.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by R. Jackson),53,57
244,3,9:02.0,M. Gortat makes 2-pt layup from 4 ft (assist by T. Satoranský),,55,57
245,3,8:35.0,,R. Jackson misses 3-pt jump shot from 25 ft,55,57
246,3,8:33.0,Defensive rebound by B. Beal,,55,57
247,3,8:33.0,Washington full timeout,,55,57
248,3,8:33.0,K. Oubre enters the game for O. Porter,,55,57
249,3,8:22.0,B. Beal misses 2-pt jump shot from 16 ft,,55,57
250,3,8:20.0,,Defensive rebound by R. Bullock,55,57
251,3,8:08.0,,Turnover by R. Jackson (bad pass; steal by B. Beal),55,57
252,3,8:06.0,Turnover by B. Beal (bad pass; steal by R. Bullock),,55,57
253,3,7:52.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by R. Bullock),55,60
254,3,7:27.0,Turnover by B. Beal (out of bounds lost ball),,55,60
255,3,7:14.0,,A. Drummond makes 2-pt layup from 1 ft,55,62
256,3,7:14.0,,Shooting foul by M. Gortat (drawn by A. Drummond),55,62
257,3,7:14.0,,A. Drummond makes free throw 1 of 1,55,63
258,3,6:56.0,B. Beal makes 3-pt jump shot from 22 ft (assist by T. Satoranský),,58,63
259,3,6:41.0,,Turnover by R. Jackson (bad pass; steal by T. Satoranský),58,63
260,3,6:41.0,Personal foul by R. Jackson (drawn by B. Beal),,58,63
261,3,6:24.0,Turnover by B. Beal (lost ball; steal by S. Johnson),,58,63
262,3,6:20.0,,R. Bullock misses 3-pt jump shot from 24 ft,58,63
263,3,6:15.0,Defensive rebound by M. Gortat,,58,63
264,3,6:14.0,,Offensive charge foul by T. Satoranský (drawn by A. Tolliver),58,63
265,3,6:14.0,Turnover by T. Satoranský (offensive foul),,58,63
266,3,5:57.0,,S. Johnson misses 2-pt layup from 3 ft (block by M. Morris),58,63
267,3,5:56.0,,Offensive rebound by A. Drummond,58,63
268,3,5:52.0,,A. Drummond misses 2-pt layup from 1 ft,58,63
269,3,5:49.0,,Offensive rebound by A. Drummond,58,63
270,3,5:49.0,,A. Drummond makes 2-pt layup at rim,58,65
271,3,5:38.0,B. Beal misses 3-pt jump shot from 26 ft,,58,65
272,3,5:36.0,,Defensive rebound by A. Tolliver,58,65
273,3,5:32.0,,A. Drummond misses 2-pt layup from 5 ft,58,65
274,3,5:30.0,Defensive rebound by M. Gortat,,58,65
275,3,5:17.0,K. Oubre makes 2-pt jump shot from 18 ft (assist by M. Gortat),,60,65
276,3,5:01.0,,A. Tolliver misses 3-pt jump shot from 28 ft,60,65
277,3,4:58.0,Defensive rebound by T. Satoranský,,60,65
278,3,4:47.0,M. Morris makes 2-pt jump shot from 9 ft,,62,65
279,3,4:29.0,,R. Jackson makes 2-pt jump shot from 9 ft,62,67
280,3,4:08.0,M. Morris misses 2-pt layup from 7 ft,,62,67
281,3,4:05.0,,Defensive rebound by A. Drummond,62,67
282,3,3:57.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),62,69
283,3,3:56.0,Washington full timeout,,62,69
284,3,3:56.0,,H. Ellenson enters the game for R. Jackson,62,69
285,3,3:56.0,,I. Smith enters the game for R. Bullock,62,69
286,3,3:56.0,,L. Kennard enters the game for A. Tolliver,62,69
287,3,3:33.0,Turnover by B. Beal (lost ball; steal by L. Kennard),,62,69
288,3,3:29.0,,L. Kennard misses 3-pt jump shot from 25 ft,62,69
289,3,3:25.0,Defensive rebound by M. Gortat,,62,69
290,3,3:10.0,B. Beal makes 2-pt jump shot from 10 ft (assist by M. Gortat),,64,69
291,3,2:48.0,,Shooting foul by B. Beal (drawn by L. Kennard),64,69
292,3,2:48.0,,L. Kennard makes free throw 1 of 2,64,70
293,3,2:48.0,M. Scott enters the game for M. Morris,,64,70
294,3,2:48.0,R. Sessions enters the game for T. Satoranský,,64,70
295,3,2:48.0,,L. Kennard makes free throw 2 of 2,64,71
296,3,2:32.0,B. Beal misses 2-pt jump shot from 14 ft,,64,71
297,3,2:30.0,,Defensive rebound by A. Drummond,64,71
298,3,2:23.0,,I. Smith makes 2-pt jump shot from 16 ft,64,73
299,3,1:59.0,M. Scott makes 2-pt jump shot from 14 ft (assist by B. Beal),,66,73
300,3,1:50.0,,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),66,75
301,3,1:29.0,B. Beal misses 3-pt jump shot from 27 ft,,66,75
302,3,1:27.0,,Defensive rebound by A. Drummond,66,75
303,3,1:17.0,,I. Smith makes 2-pt jump shot from 15 ft,66,77
304,3,0:58.0,R. Sessions misses 2-pt jump shot from 9 ft,,66,77
305,3,0:56.0,,Defensive rebound by A. Drummond,66,77
306,3,0:52.0,,A. Drummond makes 2-pt layup from 1 ft (assist by L. Kennard),66,79
307,3,0:40.0,Turnover by M. Scott (lost ball; steal by S. Johnson),,66,79
308,3,0:34.0,,Turnover by A. Drummond (bad pass; steal by B. Beal),66,79
309,3,0:29.0,B. Beal misses 3-pt jump shot from 27 ft,,66,79
310,3,0:27.0,,Defensive rebound by I. Smith,66,79
311,3,0:14.0,,A. Drummond makes 2-pt layup from 6 ft (assist by I. Smith),66,81
312,3,0:00.0,Turnover by M. Gortat (bad pass; steal by L. Kennard),,66,81
313,4,11:38.0,M. Scott misses 2-pt jump shot from 18 ft,,66,81
314,4,11:32.0,,Defensive rebound by H. Ellenson,66,81
315,4,11:26.0,,I. Smith misses 3-pt jump shot from 25 ft,66,81
316,4,11:23.0,Defensive rebound by K. Oubre,,66,81
317,4,11:17.0,Turnover by J. Meeks (out of bounds lost ball),,66,81
318,4,10:56.0,,H. Ellenson misses 2-pt jump shot from 14 ft,66,81
319,4,10:54.0,,Offensive rebound by Team,66,81
320,4,10:54.0,M. Morris enters the game for I. Mahinmi,,66,81
321,4,10:46.0,,Offensive foul by E. Moreland (drawn by M. Morris),66,81
322,4,10:46.0,,Turnover by E. Moreland (offensive foul),66,81
323,4,10:37.0,K. Oubre misses 3-pt jump shot from 26 ft,,66,81
324,4,10:34.0,,Defensive rebound by H. Ellenson,66,81
325,4,10:24.0,,J. Ennis misses 3-pt jump shot from 28 ft,66,81
326,4,10:20.0,Defensive rebound by J. Meeks,,66,81
327,4,10:13.0,R. Sessions makes 2-pt hook shot from 7 ft,,68,81
328,4,9:57.0,,Turnover by J. Ennis (bad pass; steal by K. Oubre),68,81
329,4,9:52.0,K. Oubre makes 2-pt layup at rim (assist by J. Meeks),,70,81
330,4,9:32.0,,H. Ellenson makes 2-pt hook shot from 8 ft (assist by E. Moreland),70,83
331,4,9:11.0,M. Morris makes 2-pt layup from 4 ft (assist by R. Sessions),,72,83
332,4,8:56.0,,Personal foul by M. Morris (drawn by L. Kennard),72,83
333,4,8:46.0,,Turnover by H. Ellenson (offensive goaltending),72,83
334,4,8:35.0,K. Oubre makes 2-pt layup from 4 ft (assist by R. Sessions),,74,83
335,4,8:35.0,,Violation by E. Moreland (def goaltending),74,83
336,4,8:35.0,,Detroit full timeout,74,83
337,4,8:35.0,,A. Tolliver enters the game for H. Ellenson,74,83
338,4,8:29.0,,Personal foul by M. Morris (drawn by E. Moreland),74,83
339,4,8:21.0,,I. Smith misses 2-pt layup from 3 ft,74,83
340,4,8:20.0,,Offensive rebound by E. Moreland,74,83
341,4,8:17.0,,J. Ennis makes 2-pt layup from 4 ft (assist by E. Moreland),74,85
342,4,8:02.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by M. Morris),,77,85
343,4,7:46.0,,E. Moreland makes 2-pt layup at rim (assist by L. Kennard),77,87
344,4,7:31.0,Def 3 sec tech foul by I. Smith,,77,87
345,4,7:31.0,K. Oubre makes technical free throw,,78,87
346,4,7:31.0,,A. Drummond enters the game for E. Moreland,78,87
347,4,7:31.0,T. Satoranský enters the game for R. Sessions,,78,87
348,4,7:24.0,M. Scott misses 2-pt jump shot from 16 ft,,78,87
349,4,7:18.0,Offensive rebound by M. Morris,,78,87
350,4,7:18.0,M. Morris misses 2-pt layup at rim,,78,87
351,4,7:18.0,,Defensive rebound by A. Drummond,78,87
352,4,7:17.0,,Personal foul by T. Satoranský (drawn by I. Smith),78,87
353,4,7:12.0,,Personal foul by M. Scott (drawn by A. Tolliver),78,87
354,4,7:02.0,,Turnover by L. Kennard (lost ball; steal by J. Meeks),78,87
355,4,7:00.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by K. Oubre),,81,87
356,4,6:46.0,,Shooting foul by J. Meeks (drawn by A. Tolliver),81,87
357,4,6:46.0,,A. Tolliver makes free throw 1 of 2,81,88
358,4,6:46.0,,S. Johnson enters the game for L. Kennard,81,88
359,4,6:46.0,,R. Bullock enters the game for I. Smith,81,88
360,4,6:46.0,,R. Jackson enters the game for J. Ennis,81,88
361,4,6:46.0,B. Beal enters the game for M. Scott,,81,88
362,4,6:46.0,,A. Tolliver makes free throw 2 of 2,81,89
363,4,6:35.0,J. Meeks misses 3-pt jump shot from 27 ft,,81,89
364,4,6:31.0,Offensive rebound by M. Morris,,81,89
365,4,6:29.0,T. Satoranský misses 3-pt jump shot from 25 ft,,81,89
366,4,6:26.0,,Defensive rebound by A. Drummond,81,89
367,4,6:18.0,,R. Jackson misses 3-pt jump shot from 25 ft,81,89
368,4,6:15.0,Defensive rebound by K. Oubre,,81,89
369,4,6:10.0,K. Oubre makes 2-pt layup from 5 ft,,83,89
370,4,5:56.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),83,91
371,4,5:40.0,Shooting foul by A. Tolliver (drawn by K. Oubre),,83,91
372,4,5:40.0,K. Oubre makes free throw 1 of 2,,84,91
373,4,5:40.0,K. Oubre makes free throw 2 of 2,,85,91
374,4,5:30.0,,R. Jackson misses 2-pt layup from 5 ft,85,91
375,4,5:30.0,Defensive rebound by Team,,85,91
376,4,5:16.0,T. Satoranský makes 2-pt layup from 2 ft (assist by M. Morris),,87,91
377,4,5:15.0,,Detroit full timeout,87,91
378,4,4:55.0,,R. Bullock makes 2-pt layup from 2 ft (assist by R. Jackson),87,93
379,4,4:36.0,Turnover by B. Beal (bad pass),,87,93
380,4,4:24.0,,R. Jackson makes 2-pt layup from 3 ft,87,95
