,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MEMPHIS_ACTION,MILWAUKEE_SCORE,MEMPHIS_SCORE
372,4,5:36.0,Defensive rebound by G. Antetokounmpo,,101,91
373,4,5:30.0,Personal foul by D. Davis (drawn by G. Antetokounmpo),,101,91
374,4,5:30.0,G. Antetokounmpo misses free throw 1 of 2,,101,91
375,4,5:30.0,Offensive rebound by Team,,101,91
376,4,5:30.0,,K. Simmons enters the game for J. Martin,101,91
377,4,5:30.0,,M. Gasol enters the game for D. Davis,101,91
378,4,5:30.0,,J. Green enters the game for X. Rathan-Mayes,101,91
379,4,5:30.0,G. Antetokounmpo makes free throw 2 of 2,,102,91
380,4,5:15.0,,B. McLemore makes 2-pt layup at rim (assist by K. Simmons),102,93
381,4,4:59.0,E. Bledsoe makes 2-pt layup from 1 ft,,104,93
382,4,4:41.0,,W. Selden misses 3-pt jump shot from 26 ft,104,93
383,4,4:38.0,,Offensive rebound by B. McLemore,104,93
384,4,4:29.0,Technical foul by G. Antetokounmpo,,104,93
385,4,4:29.0,,B. McLemore misses flagrant free throw 1 of 2,104,93
386,4,4:29.0,,Offensive rebound by Team,104,93
387,4,4:29.0,,B. McLemore makes flagrant free throw 2 of 2,104,94
388,4,4:16.0,,M. Gasol misses 2-pt layup from 2 ft (block by J. Henson),104,94
389,4,4:12.0,Defensive rebound by E. Bledsoe,,104,94
390,4,4:09.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,106,94
391,4,3:42.0,,K. Simmons makes 3-pt jump shot from 25 ft (assist by B. McLemore),106,97
392,4,3:22.0,J. Henson makes 2-pt hook shot from 7 ft (assist by K. Middleton),,108,97
393,4,3:09.0,,J. Green misses 3-pt jump shot from 25 ft,108,97
394,4,3:05.0,Defensive rebound by G. Antetokounmpo,,108,97
395,4,2:54.0,Shooting foul by J. Green (drawn by G. Antetokounmpo),,108,97
396,4,2:54.0,,Memphis full timeout,108,97
397,4,2:54.0,,D. Brooks enters the game for W. Selden,108,97
398,4,2:54.0,G. Antetokounmpo misses free throw 1 of 2,,108,97
399,4,2:54.0,Offensive rebound by Team,,108,97
400,4,2:54.0,G. Antetokounmpo makes free throw 2 of 2,,109,97
401,4,2:31.0,,M. Gasol misses 2-pt jump shot from 13 ft,109,97
402,4,2:27.0,,Offensive rebound by J. Green,109,97
403,4,2:21.0,,K. Simmons misses 2-pt jump shot from 4 ft,109,97
404,4,2:21.0,,Offensive rebound by Team,109,97
405,4,2:21.0,Loose ball foul by K. Middleton (drawn by M. Gasol),,109,97
406,4,2:18.0,,Shooting foul by E. Bledsoe (drawn by M. Gasol),109,97
407,4,2:18.0,,M. Gasol misses free throw 1 of 2,109,97
408,4,2:18.0,,Offensive rebound by Team,109,97
409,4,2:18.0,,M. Gasol makes free throw 2 of 2,109,98
410,4,2:05.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,109,98
411,4,2:02.0,Offensive rebound by K. Middleton,,109,98
412,4,2:02.0,K. Middleton makes 2-pt dunk at rim,,111,98
413,4,1:42.0,,M. Gasol misses 2-pt hook shot from 6 ft,111,98
414,4,1:41.0,Defensive rebound by Team,,111,98
415,4,1:29.0,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Middleton),,114,98
416,4,1:26.0,,Shooting foul by T. Snell (drawn by J. Green),114,98
417,4,1:26.0,,J. Green misses free throw 1 of 2,114,98
418,4,1:26.0,,Offensive rebound by Team,114,98
419,4,1:26.0,,X. Rathan-Mayes enters the game for K. Simmons,114,98
420,4,1:26.0,,J. Green makes free throw 2 of 2,114,99
421,4,1:03.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,114,99
422,4,1:02.0,Offensive rebound by Team,,114,99
423,4,1:02.0,,Loose ball foul by J. Green (drawn by G. Antetokounmpo),114,99
424,4,1:02.0,G. Antetokounmpo makes free throw 1 of 2,,115,99
425,4,1:02.0,T. Maker enters the game for E. Bledsoe,,115,99
426,4,1:02.0,S. Brown enters the game for K. Middleton,,115,99
427,4,1:02.0,B. Jennings enters the game for J. Henson,,115,99
428,4,1:02.0,G. Antetokounmpo makes free throw 2 of 2,,116,99
429,4,1:00.0,,Personal take foul by B. Jennings (drawn by X. Rathan-Mayes),116,99
430,4,1:00.0,,X. Rathan-Mayes misses free throw 1 of 2,116,99
431,4,1:00.0,,Offensive rebound by Team,116,99
432,4,1:00.0,,I. Rabb enters the game for J. Green,116,99
433,4,1:00.0,,D. Davis enters the game for D. Brooks,116,99
434,4,1:00.0,,B. Johnson enters the game for M. Gasol,116,99
435,4,1:00.0,D. Wilson enters the game for G. Antetokounmpo,,116,99
436,4,1:00.0,,X. Rathan-Mayes makes free throw 2 of 2,116,100
437,4,0:44.0,B. Jennings makes 3-pt jump shot from 25 ft (assist by T. Snell),,119,100
438,4,0:31.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by I. Rabb),119,103
439,4,0:07.0,S. Brown makes 2-pt jump shot from 13 ft,,121,103
