,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
383,4,8:08.0,Defensive rebound by J. Randle,,84,110
384,4,8:05.0,Turnover by J. Randle (lost ball; steal by W. Iwundu),,84,110
385,4,8:03.0,,Personal foul by L. Nance (drawn by W. Iwundu),84,110
386,4,7:44.0,,S. Mack makes 2-pt layup from 2 ft,84,112
387,4,7:33.0,J. Hart misses 3-pt jump shot from 25 ft,,84,112
388,4,7:30.0,Offensive rebound by K. Caldwell-Pope,,84,112
389,4,7:21.0,T. Bryant enters the game for L. Nance,,84,112
390,4,7:13.0,B. Ingram makes 2-pt dunk from 1 ft (assist by T. Bryant),,86,112
391,4,6:52.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Augustin),86,114
392,4,6:40.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,88,114
393,4,6:31.0,,Shooting foul by B. Ingram (drawn by B. Biyombo),88,114
394,4,6:31.0,,Orlando full timeout,88,114
395,4,6:31.0,,A. Afflalo enters the game for M. Speights,88,114
396,4,6:31.0,K. Kuzma enters the game for J. Randle,,88,114
397,4,6:31.0,,B. Biyombo misses free throw 1 of 2,88,114
398,4,6:31.0,,Offensive rebound by Team,88,114
399,4,6:31.0,,B. Biyombo misses free throw 2 of 2,88,114
400,4,6:31.0,Defensive rebound by K. Kuzma,,88,114
401,4,6:10.0,B. Ingram misses 2-pt jump shot from 13 ft,,88,114
402,4,6:07.0,Offensive rebound by T. Bryant,,88,114
403,4,6:01.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by J. Hart),,90,114
404,4,5:43.0,,W. Iwundu misses 2-pt jump shot from 7 ft,90,114
405,4,5:40.0,Defensive rebound by K. Caldwell-Pope,,90,114
406,4,5:34.0,J. Hart makes 3-pt jump shot from 22 ft (assist by B. Ingram),,93,114
407,4,5:07.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by W. Iwundu),93,117
408,4,4:49.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,,96,117
409,4,4:22.0,,S. Mack makes 2-pt layup from 2 ft (assist by D. Augustin),96,119
410,4,4:12.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,96,119
411,4,4:09.0,,Defensive rebound by W. Iwundu,96,119
412,4,4:05.0,,D. Augustin misses 3-pt jump shot from 25 ft,96,119
413,4,4:01.0,Defensive rebound by B. Ingram,,96,119
414,4,3:53.0,B. Ingram makes 2-pt jump shot from 14 ft,,98,119
415,4,3:30.0,,S. Mack misses 3-pt jump shot from 25 ft,98,119
416,4,3:26.0,Defensive rebound by J. Hart,,98,119
417,4,3:11.0,Shooting foul by B. Biyombo (drawn by K. Caldwell-Pope),,98,119
418,4,3:11.0,K. Caldwell-Pope makes free throw 1 of 2,,99,119
419,4,3:11.0,,K. Birch enters the game for B. Biyombo,99,119
420,4,3:11.0,,M. Hezonja enters the game for D. Augustin,99,119
421,4,3:11.0,T. Ennis enters the game for B. Ingram,,99,119
422,4,3:11.0,K. Caldwell-Pope makes free throw 2 of 2,,100,119
423,4,2:53.0,,A. Afflalo misses 2-pt jump shot from 17 ft,100,119
424,4,2:53.0,Defensive rebound by T. Bryant,,100,119
425,4,2:42.0,T. Ennis makes 2-pt layup from 2 ft (assist by K. Kuzma),,102,119
426,4,2:39.0,,Personal foul by K. Caldwell-Pope (drawn by S. Mack),102,119
427,4,2:39.0,LA Lakers full timeout,,102,119
428,4,2:39.0,A. Caruso enters the game for K. Caldwell-Pope,,102,119
429,4,2:25.0,,Offensive foul by A. Afflalo (drawn by J. Hart),102,119
430,4,2:25.0,,Turnover by A. Afflalo (offensive foul),102,119
431,4,2:12.0,Shooting foul by K. Birch (drawn by T. Bryant),,102,119
432,4,2:12.0,T. Bryant misses free throw 1 of 2,,102,119
433,4,2:12.0,Offensive rebound by Team,,102,119
434,4,2:12.0,T. Bryant makes free throw 2 of 2,,103,119
435,4,1:59.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by S. Mack),103,122
436,4,1:47.0,K. Kuzma misses 2-pt hook shot from 9 ft,,103,122
437,4,1:44.0,,Defensive rebound by K. Birch,103,122
438,4,1:33.0,,S. Mack makes 2-pt layup from 1 ft,103,124
439,4,1:21.0,T. Ennis makes 2-pt layup from 2 ft (assist by A. Caruso),,105,124
440,4,1:08.0,,Turnover by M. Hezonja (traveling),105,124
441,4,0:59.0,K. Kuzma misses 3-pt jump shot from 25 ft,,105,124
442,4,0:57.0,,Defensive rebound by M. Hezonja,105,124
443,4,0:37.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by S. Mack),105,127
444,4,0:28.0,T. Bryant misses 3-pt jump shot from 26 ft,,105,127
445,4,0:25.0,,Defensive rebound by M. Hezonja,105,127
446,4,0:02.0,,Turnover by Team (shot clock),105,127
