,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
136,2,8:08.0,,Shooting foul by G. Dieng (drawn by G. Dragić),33,43
137,2,8:08.0,,G. Dragić misses free throw 1 of 2,33,43
138,2,8:08.0,,Offensive rebound by Team,33,43
139,2,8:08.0,,G. Dragić makes free throw 2 of 2,33,44
140,2,8:08.0,K. Towns enters the game for G. Dieng,,33,44
141,2,8:01.0,T. Jones makes 3-pt jump shot from 26 ft,,36,44
142,2,7:42.0,,K. Olynyk makes 2-pt layup from 2 ft,36,46
143,2,7:33.0,T. Jones misses 2-pt layup from 4 ft,,36,46
144,2,7:31.0,,Defensive rebound by K. Olynyk,36,46
145,2,7:29.0,,Turnover by G. Dragić (bad pass),36,46
146,2,7:29.0,,D. Waiters enters the game for G. Dragić,36,46
147,2,7:18.0,K. Towns makes 2-pt dunk from 2 ft (assist by T. Jones),,38,46
148,2,7:02.0,,K. Olynyk makes 2-pt dunk from 3 ft,38,48
149,2,6:53.0,Minnesota full timeout,,38,48
150,2,6:53.0,,J. Johnson enters the game for O. White,38,48
151,2,6:53.0,J. Butler enters the game for N. Bjelica,,38,48
152,2,6:34.0,J. Crawford misses 2-pt jump shot from 9 ft,,38,48
153,2,6:30.0,,Defensive rebound by D. Waiters,38,48
154,2,6:14.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Johnson),38,51
155,2,5:56.0,J. Teague enters the game for T. Jones,,38,51
156,2,5:56.0,Personal foul by W. Ellington (drawn by J. Crawford),,38,51
157,2,5:56.0,J. Crawford makes free throw 1 of 1,,39,51
158,2,5:44.0,S. Muhammad misses 2-pt jump shot from 11 ft,,39,51
159,2,5:44.0,,Defensive rebound by Team,39,51
160,2,5:31.0,,W. Ellington misses 3-pt jump shot from 26 ft,39,51
161,2,5:27.0,Defensive rebound by K. Towns,,39,51
162,2,5:19.0,S. Muhammad makes 2-pt jump shot from 8 ft (assist by K. Towns),,41,51
163,2,5:11.0,,D. Waiters makes 2-pt layup from 4 ft (assist by J. Winslow),41,53
164,2,5:11.0,Violation by K. Towns (def goaltending),,41,53
165,2,5:01.0,Shooting foul by W. Ellington (drawn by J. Crawford),,41,53
166,2,5:01.0,J. Crawford makes free throw 1 of 2,,42,53
167,2,5:01.0,,J. Richardson enters the game for W. Ellington,42,53
168,2,5:01.0,A. Wiggins enters the game for S. Muhammad,,42,53
169,2,5:01.0,J. Crawford makes free throw 2 of 2,,43,53
170,2,4:45.0,,D. Waiters makes 2-pt jump shot from 18 ft,43,55
171,2,4:26.0,Personal foul by D. Waiters (drawn by K. Towns),,43,55
172,2,4:26.0,T. Gibson enters the game for J. Crawford,,43,55
173,2,4:19.0,J. Butler makes 2-pt jump shot from 8 ft,,45,55
174,2,4:19.0,Shooting foul by K. Olynyk (drawn by J. Butler),,45,55
175,2,4:19.0,J. Butler makes free throw 1 of 1,,46,55
176,2,4:17.0,,Miami full timeout,46,55
177,2,4:17.0,,B. Adebayo enters the game for K. Olynyk,46,55
178,2,3:58.0,,J. Johnson misses 2-pt jump shot from 15 ft,46,55
179,2,3:51.0,Defensive rebound by J. Butler,,46,55
180,2,3:47.0,J. Teague makes 2-pt jump shot from 7 ft,,48,55
181,2,3:37.0,,Turnover by J. Richardson (bad pass; steal by J. Butler),48,55
182,2,3:32.0,A. Wiggins makes 3-pt jump shot from 28 ft (assist by J. Butler),,51,55
183,2,3:17.0,,Personal foul by J. Teague (drawn by D. Waiters),51,55
184,2,3:17.0,,G. Dragić enters the game for J. Winslow,51,55
185,2,3:06.0,,J. Richardson misses 3-pt jump shot from 25 ft,51,55
186,2,3:01.0,Defensive rebound by J. Teague,,51,55
187,2,2:59.0,A. Wiggins makes 2-pt layup from 4 ft (assist by J. Teague),,53,55
188,2,2:35.0,,J. Richardson misses 2-pt jump shot from 8 ft (block by A. Wiggins),53,55
189,2,2:29.0,Defensive rebound by K. Towns,,53,55
190,2,2:19.0,J. Butler misses 3-pt jump shot from 22 ft,,53,55
191,2,2:14.0,,Defensive rebound by G. Dragić,53,55
192,2,2:00.0,,Turnover by D. Waiters (bad pass; steal by K. Towns),53,55
193,2,1:46.0,K. Towns makes 2-pt dunk from 3 ft (assist by J. Teague),,55,55
194,2,1:39.0,,Miami full timeout,55,55
195,2,1:35.0,,D. Waiters misses 2-pt layup from 3 ft (block by K. Towns),55,55
196,2,1:32.0,,Offensive rebound by B. Adebayo,55,55
197,2,1:28.0,,B. Adebayo makes 2-pt dunk from 3 ft,55,57
198,2,1:14.0,J. Butler makes 2-pt layup from 5 ft (assist by J. Teague),,57,57
199,2,1:05.0,Personal foul by J. Richardson (drawn by A. Wiggins),,57,57
200,2,1:05.0,A. Wiggins makes free throw 1 of 2,,58,57
201,2,1:05.0,A. Wiggins makes free throw 2 of 2,,59,57
202,2,1:04.0,,Turnover by G. Dragić (bad pass; steal by A. Wiggins),59,57
203,2,0:49.0,,G. Dragić makes 2-pt jump shot from 12 ft,59,59
204,2,0:33.0,J. Teague misses 2-pt jump shot from 10 ft,,59,59
205,2,0:33.0,Offensive rebound by K. Towns,,59,59
206,2,0:33.0,Shooting foul by J. Johnson (drawn by K. Towns),,59,59
207,2,0:33.0,K. Towns misses free throw 1 of 2,,59,59
208,2,0:33.0,Offensive rebound by Team,,59,59
209,2,0:33.0,T. Jones enters the game for J. Teague,,59,59
210,2,0:33.0,K. Towns makes free throw 2 of 2,,60,59
211,2,0:14.0,,D. Waiters misses 2-pt layup from 3 ft,60,59
212,2,0:10.0,,Offensive rebound by B. Adebayo,60,59
213,2,0:10.0,,B. Adebayo misses 2-pt layup at rim,60,59
214,2,0:09.0,,Offensive rebound by B. Adebayo,60,59
215,2,0:00.0,,G. Dragić makes 3-pt jump shot from 26 ft,60,62
216,3,11:47.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Waiters),60,64
217,3,11:33.0,J. Teague misses 2-pt jump shot from 7 ft,,60,64
218,3,11:31.0,,Defensive rebound by G. Dragić,60,64
219,3,11:27.0,,D. Waiters misses 3-pt jump shot from 28 ft,60,64
220,3,11:23.0,Defensive rebound by K. Towns,,60,64
221,3,11:12.0,J. Butler misses 2-pt jump shot from 9 ft,,60,64
222,3,11:09.0,Offensive rebound by Team,,60,64
223,3,10:58.0,A. Wiggins misses 2-pt layup from 2 ft (block by J. Richardson),,60,64
224,3,10:54.0,,Defensive rebound by J. Johnson,60,64
225,3,10:48.0,,Turnover by G. Dragić (bad pass; steal by J. Teague),60,64
226,3,10:44.0,Turnover by T. Gibson (bad pass; steal by J. Richardson),,60,64
227,3,10:36.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Waiters),60,66
228,3,10:16.0,J. Teague misses 2-pt jump shot from 10 ft,,60,66
229,3,10:14.0,,Defensive rebound by J. Johnson,60,66
230,3,10:09.0,,D. Waiters misses 3-pt jump shot from 28 ft,60,66
231,3,10:05.0,Defensive rebound by J. Teague,,60,66
232,3,10:03.0,T. Gibson makes 2-pt layup from 3 ft (assist by A. Wiggins),,62,66
233,3,10:03.0,Shooting foul by D. Waiters (drawn by T. Gibson),,62,66
234,3,10:03.0,T. Gibson makes free throw 1 of 1,,63,66
235,3,9:51.0,,Turnover by J. Johnson (bad pass; steal by J. Teague),63,66
236,3,9:46.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),,65,66
237,3,9:36.0,,G. Dragić misses 2-pt jump shot from 11 ft,65,66
238,3,9:33.0,Defensive rebound by T. Gibson,,65,66
239,3,9:21.0,T. Gibson makes 2-pt jump shot from 6 ft,,67,66
240,3,8:58.0,,D. Waiters makes 2-pt layup from 2 ft,67,68
241,3,8:50.0,A. Wiggins misses 3-pt jump shot from 24 ft,,67,68
242,3,8:47.0,,Defensive rebound by D. Waiters,67,68
243,3,8:43.0,,J. Richardson misses 3-pt jump shot from 28 ft,67,68
244,3,8:40.0,Defensive rebound by J. Teague,,67,68
245,3,8:31.0,Turnover by J. Teague (bad pass; steal by D. Waiters),,67,68
246,3,8:28.0,,Turnover by D. Waiters (bad pass; steal by J. Butler),67,68
247,3,8:26.0,Turnover by J. Butler (step out of bounds),,67,68
248,3,8:16.0,,Personal foul by J. Butler (drawn by G. Dragić),67,68
249,3,8:02.0,,J. Richardson misses 2-pt layup from 3 ft,67,68
250,3,7:57.0,,Offensive rebound by B. Adebayo,67,68
251,3,7:57.0,,B. Adebayo makes 2-pt dunk at rim,67,70
252,3,7:43.0,A. Wiggins misses 2-pt hook shot from 6 ft,,67,70
253,3,7:39.0,,Defensive rebound by J. Richardson,67,70
254,3,7:34.0,,Turnover by J. Johnson (lost ball; steal by J. Teague),67,70
255,3,7:30.0,J. Teague misses 2-pt layup from 5 ft,,67,70
256,3,7:23.0,Offensive rebound by A. Wiggins,,67,70
257,3,7:23.0,A. Wiggins misses 2-pt layup at rim,,67,70
258,3,7:23.0,Offensive rebound by A. Wiggins,,67,70
259,3,7:20.0,A. Wiggins makes 2-pt layup at rim,,69,70
260,3,7:10.0,,Personal foul by K. Towns (drawn by G. Dragić),69,70
261,3,7:06.0,,Personal foul by J. Teague (drawn by G. Dragić),69,70
262,3,6:55.0,,J. Johnson misses 2-pt jump shot from 10 ft,69,70
263,3,6:53.0,Defensive rebound by K. Towns,,69,70
264,3,6:46.0,A. Wiggins misses 3-pt jump shot from 27 ft,,69,70
265,3,6:45.0,Offensive rebound by A. Wiggins,,69,70
266,3,6:45.0,Personal foul by G. Dragić (drawn by A. Wiggins),,69,70
267,3,6:45.0,,Miami full timeout,69,70
268,3,6:33.0,J. Butler makes 3-pt jump shot from 22 ft (assist by J. Teague),,72,70
269,3,6:10.0,,D. Waiters misses 2-pt jump shot from 21 ft,72,70
270,3,6:04.0,Defensive rebound by A. Wiggins,,72,70
271,3,6:03.0,Personal foul by J. Johnson (drawn by T. Gibson),,72,70
272,3,6:03.0,,K. Olynyk enters the game for G. Dragić,72,70
273,3,6:03.0,,T. Johnson enters the game for J. Johnson,72,70
274,3,5:56.0,J. Butler misses 2-pt jump shot from 15 ft,,72,70
275,3,5:52.0,,Defensive rebound by B. Adebayo,72,70
276,3,5:37.0,,T. Johnson makes 2-pt jump shot from 20 ft (assist by D. Waiters),72,72
277,3,5:11.0,J. Butler misses 3-pt jump shot from 25 ft,,72,72
278,3,5:10.0,,Defensive rebound by Team,72,72
279,3,4:59.0,Technical foul by J. Teague,,72,72
280,3,4:59.0,,B. Adebayo makes free throw 2 of 2,72,73
281,3,4:59.0,,B. Adebayo misses free throw 1 of 2,72,73
282,3,4:59.0,,Offensive rebound by Team,72,73
283,3,4:52.0,,Turnover by T. Johnson (traveling),72,73
284,3,4:36.0,K. Towns misses 2-pt jump shot from 18 ft,,72,73
285,3,4:34.0,,Defensive rebound by Team,72,73
286,3,4:22.0,,Turnover by D. Waiters (bad pass; steal by J. Teague),72,73
287,3,4:22.0,Personal block foul by T. Johnson (drawn by J. Teague),,72,73
288,3,4:22.0,,J. Winslow enters the game for J. Richardson,72,73
289,3,4:10.0,Shooting block foul by B. Adebayo (drawn by K. Towns),,72,73
290,3,4:10.0,K. Towns makes free throw 1 of 2,,73,73
291,3,4:10.0,K. Towns makes free throw 2 of 2,,74,73
292,3,3:58.0,,D. Waiters misses 3-pt jump shot from 25 ft,74,73
293,3,3:55.0,Defensive rebound by J. Butler,,74,73
294,3,3:50.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Butler),,77,73
295,3,3:29.0,,Turnover by D. Waiters (bad pass),77,73
296,3,3:29.0,,G. Dragić enters the game for D. Waiters,77,73
297,3,3:29.0,G. Dieng enters the game for K. Towns,,77,73
298,3,3:13.0,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Teague),,79,73
299,3,2:55.0,Minnesota full timeout,,79,73
300,3,2:55.0,,O. White enters the game for B. Adebayo,79,73
301,3,2:55.0,T. Jones enters the game for J. Teague,,79,73
302,3,2:52.0,,K. Olynyk misses 3-pt jump shot from 23 ft,79,73
303,3,2:47.0,,Offensive rebound by O. White,79,73
304,3,2:47.0,,O. White makes 2-pt dunk at rim,79,75
305,3,2:30.0,J. Butler misses 2-pt jump shot from 9 ft,,79,75
306,3,2:26.0,Offensive rebound by G. Dieng,,79,75
307,3,2:24.0,A. Wiggins misses 3-pt jump shot from 26 ft,,79,75
308,3,2:21.0,,Defensive rebound by T. Johnson,79,75
309,3,2:08.0,,G. Dragić misses 3-pt jump shot from 26 ft,79,75
310,3,2:05.0,Defensive rebound by T. Gibson,,79,75
311,3,1:54.0,,Offensive charge foul by J. Butler (drawn by O. White),79,75
312,3,1:54.0,Turnover by J. Butler (offensive foul),,79,75
313,3,1:42.0,,O. White makes 3-pt jump shot from 25 ft (assist by G. Dragić),79,78
314,3,1:25.0,Turnover by A. Wiggins (traveling),,79,78
315,3,1:09.0,,Shooting foul by G. Dieng (drawn by T. Johnson),79,78
316,3,1:09.0,,T. Johnson makes free throw 1 of 2,79,79
317,3,1:09.0,N. Bjelica enters the game for J. Butler,,79,79
318,3,1:09.0,J. Crawford enters the game for T. Gibson,,79,79
319,3,1:09.0,,T. Johnson makes free throw 2 of 2,79,80
320,3,0:53.0,J. Crawford misses 2-pt jump shot from 18 ft,,79,80
321,3,0:50.0,,Defensive rebound by J. Winslow,79,80
322,3,0:44.0,,G. Dragić makes 2-pt jump shot from 20 ft,79,82
323,3,0:31.0,A. Wiggins misses 2-pt jump shot from 10 ft,,79,82
324,3,0:28.0,,Defensive rebound by K. Olynyk,79,82
325,3,0:11.0,,Turnover by K. Olynyk (out of bounds lost ball),79,82
326,3,0:02.0,A. Wiggins misses 2-pt jump shot from 11 ft,,79,82
327,3,0:01.0,,Defensive rebound by J. Winslow,79,82
328,4,11:51.0,Offensive foul by G. Dieng (drawn by T. Johnson),,79,82
329,4,11:51.0,Turnover by G. Dieng (offensive foul),,79,82
330,4,11:41.0,,Turnover by T. Johnson (bad pass; steal by N. Bjelica),79,82
331,4,11:32.0,N. Bjelica misses 3-pt jump shot from 25 ft,,79,82
332,4,11:29.0,,Defensive rebound by T. Johnson,79,82
333,4,11:16.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by G. Dragić),79,84
334,4,10:58.0,Shooting foul by K. Olynyk (drawn by G. Dieng),,79,84
335,4,10:58.0,G. Dieng makes free throw 1 of 2,,80,84
336,4,10:58.0,G. Dieng makes free throw 2 of 2,,81,84
337,4,10:36.0,,Turnover by G. Dragić (bad pass; steal by G. Dieng),81,84
338,4,10:32.0,Turnover by G. Dieng (bad pass; steal by O. White),,81,84
339,4,10:26.0,,J. Winslow makes 2-pt layup from 2 ft (assist by G. Dragić),81,86
340,4,10:10.0,T. Jones misses 2-pt jump shot from 6 ft,,81,86
341,4,10:10.0,,Defensive rebound by Team,81,86
342,4,9:56.0,,G. Dragić misses 2-pt jump shot from 11 ft,81,86
343,4,9:53.0,Defensive rebound by N. Bjelica,,81,86
344,4,9:47.0,Personal foul by K. Olynyk (drawn by G. Dieng),,81,86
345,4,9:31.0,J. Crawford misses 3-pt jump shot from 26 ft,,81,86
346,4,9:28.0,,Defensive rebound by K. Olynyk,81,86
347,4,9:17.0,,Turnover by K. Olynyk (lost ball; steal by N. Bjelica),81,86
348,4,9:10.0,J. Crawford makes 2-pt layup from 4 ft,,83,86
349,4,9:10.0,Shooting foul by T. Johnson (drawn by J. Crawford),,83,86
350,4,9:10.0,J. Crawford makes free throw 1 of 1,,84,86
351,4,8:52.0,,K. Olynyk makes 2-pt jump shot from 19 ft (assist by T. Johnson),84,88
352,4,8:39.0,Shooting foul by O. White (drawn by N. Bjelica),,84,88
353,4,8:39.0,N. Bjelica makes free throw 1 of 2,,85,88
354,4,8:39.0,K. Towns enters the game for G. Dieng,,85,88
355,4,8:39.0,N. Bjelica makes free throw 2 of 2,,86,88
356,4,8:26.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by T. Johnson),86,91
357,4,8:11.0,N. Bjelica makes 2-pt dunk from 1 ft,,88,91
358,4,7:45.0,,G. Dragić misses 3-pt jump shot from 26 ft,88,91
359,4,7:42.0,Defensive rebound by K. Towns,,88,91
360,4,7:33.0,Shooting foul by T. Johnson (drawn by J. Crawford),,88,91
361,4,7:33.0,J. Crawford makes free throw 1 of 2,,89,91
362,4,7:33.0,,D. Waiters enters the game for G. Dragić,89,91
363,4,7:33.0,J. Butler enters the game for T. Jones,,89,91
364,4,7:33.0,J. Teague enters the game for S. Muhammad,,89,91
365,4,7:33.0,J. Crawford makes free throw 2 of 2,,90,91
366,4,7:17.0,,Shooting foul by N. Bjelica (drawn by T. Johnson),90,91
367,4,7:17.0,,T. Johnson makes free throw 1 of 2,90,92
368,4,7:17.0,,T. Johnson makes free throw 2 of 2,90,93
369,4,6:54.0,J. Teague makes 3-pt jump shot from 26 ft,,93,93
370,4,6:40.0,,T. Johnson misses 3-pt jump shot from 26 ft,93,93
371,4,6:37.0,Defensive rebound by N. Bjelica,,93,93
372,4,6:25.0,J. Teague misses 3-pt jump shot from 27 ft,,93,93
373,4,6:21.0,,Defensive rebound by J. Winslow,93,93
374,4,6:16.0,,Turnover by D. Waiters (lost ball; steal by J. Teague),93,93
375,4,6:15.0,Personal foul by J. Winslow (drawn by J. Teague),,93,93
376,4,6:15.0,,Miami full timeout,93,93
377,4,6:15.0,,J. Richardson enters the game for O. White,93,93
378,4,6:15.0,,J. Johnson enters the game for J. Winslow,93,93
379,4,6:15.0,A. Wiggins enters the game for N. Bjelica,,93,93
380,4,6:15.0,J. Teague makes free throw 1 of 2,,94,93
381,4,6:15.0,,J. Winslow enters the game for K. Olynyk,94,93
382,4,6:15.0,J. Teague makes free throw 2 of 2,,95,93
383,4,6:03.0,,T. Johnson misses 2-pt jump shot from 22 ft,95,93
384,4,5:59.0,Defensive rebound by J. Crawford,,95,93
