,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
61,1,4:43.0,,S. Ojeleye enters the game for M. Morris,19,15
62,1,4:43.0,N. Young enters the game for K. Thompson,,19,15
63,1,4:30.0,S. Curry misses 2-pt jump shot from 15 ft,,19,15
64,1,4:27.0,,Defensive rebound by A. Horford,19,15
65,1,4:21.0,,M. Smart misses 3-pt jump shot from 24 ft,19,15
66,1,4:18.0,Defensive rebound by S. Curry,,19,15
67,1,4:08.0,K. Durant misses 2-pt jump shot from 20 ft (block by J. Brown),,19,15
68,1,4:05.0,,Defensive rebound by A. Horford,19,15
69,1,3:44.0,,A. Horford misses 3-pt jump shot from 24 ft,19,15
70,1,3:41.0,Defensive rebound by S. Curry,,19,15
71,1,3:38.0,Z. Pachulia misses 2-pt layup from 1 ft (block by M. Smart),,19,15
72,1,3:34.0,,Defensive rebound by J. Brown,19,15
73,1,3:29.0,,K. Irving misses 2-pt layup from 1 ft (block by K. Durant),19,15
74,1,3:29.0,Defensive rebound by K. Durant,,19,15
75,1,3:23.0,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),,21,15
76,1,3:07.0,,J. Brown misses 3-pt jump shot from 24 ft,21,15
77,1,3:04.0,Defensive rebound by N. Young,,21,15
78,1,2:56.0,S. Curry misses 2-pt layup from 1 ft,,21,15
79,1,2:53.0,,Defensive rebound by A. Horford,21,15
80,1,2:45.0,,A. Horford misses 3-pt jump shot from 24 ft,21,15
81,1,2:45.0,Defensive rebound by S. Curry,,21,15
82,1,2:38.0,N. Young makes 3-pt jump shot from 24 ft (assist by K. Durant),,24,15
83,1,2:20.0,,M. Smart misses 2-pt jump shot from 16 ft,24,15
84,1,2:18.0,Defensive rebound by Z. Pachulia,,24,15
85,1,2:10.0,K. Durant misses 2-pt jump shot from 16 ft,,24,15
86,1,2:07.0,,Defensive rebound by S. Ojeleye,24,15
87,1,1:54.0,,K. Irving makes 3-pt jump shot from 24 ft,24,18
88,1,1:42.0,S. Curry misses 3-pt jump shot from 28 ft,,24,18
89,1,1:39.0,,Defensive rebound by S. Ojeleye,24,18
90,1,1:37.0,,Personal foul by S. Curry (drawn by K. Irving),24,18
91,1,1:37.0,,D. Theis enters the game for K. Irving,24,18
92,1,1:37.0,,T. Rozier enters the game for A. Horford,24,18
93,1,1:37.0,S. Livingston enters the game for Z. Pachulia,,24,18
94,1,1:37.0,D. Green enters the game for S. Curry,,24,18
95,1,1:37.0,J. McGee enters the game for K. Durant,,24,18
96,1,1:27.0,,Turnover by M. Smart (bad pass; steal by J. McGee),24,18
97,1,1:18.0,Shooting foul by T. Rozier (drawn by N. Young),,24,18
98,1,1:18.0,N. Young makes free throw 1 of 2,,25,18
99,1,1:18.0,,A. Baynes enters the game for S. Ojeleye,25,18
100,1,1:18.0,N. Young misses free throw 2 of 2,,25,18
101,1,1:16.0,,Defensive rebound by D. Theis,25,18
102,1,0:59.0,,J. Brown misses 2-pt layup from 5 ft,25,18
103,1,0:56.0,Defensive rebound by D. Green,,25,18
104,1,0:53.0,N. Young makes 3-pt jump shot from 26 ft (assist by D. Green),,28,18
105,1,0:42.0,,Turnover by T. Rozier (bad pass; steal by N. Young),28,18
106,1,0:37.0,N. Young misses 3-pt jump shot from 26 ft,,28,18
107,1,0:35.0,,Defensive rebound by D. Theis,28,18
108,1,0:17.0,,T. Rozier misses 3-pt jump shot from 25 ft,28,18
109,1,0:14.0,Defensive rebound by J. McGee,,28,18
110,2,11:42.0,K. Thompson misses 2-pt jump shot from 17 ft,,28,18
111,2,11:39.0,,Defensive rebound by A. Baynes,28,18
112,2,11:26.0,,M. Smart misses 2-pt jump shot from 12 ft,28,18
113,2,11:25.0,,Offensive rebound by Team,28,18
114,2,11:25.0,Loose ball foul by D. West (drawn by A. Baynes),,28,18
115,2,11:13.0,,A. Baynes makes 2-pt hook shot from 7 ft (assist by M. Smart),28,20
116,2,10:55.0,D. West makes 2-pt jump shot from 7 ft,,30,20
117,2,10:55.0,Shooting foul by M. Smart (drawn by D. West),,30,20
118,2,10:55.0,D. West misses free throw 1 of 1,,30,20
119,2,10:53.0,,Defensive rebound by A. Baynes,30,20
120,2,10:39.0,,Shooting foul by S. Livingston (drawn by J. Tatum),30,20
121,2,10:39.0,,J. Tatum makes free throw 1 of 2,30,21
122,2,10:39.0,,M. Morris enters the game for D. Theis,30,21
123,2,10:39.0,,J. Tatum makes free throw 2 of 2,30,22
124,2,10:27.0,A. Iguodala misses 2-pt jump shot from 20 ft,,30,22
125,2,10:24.0,,Defensive rebound by A. Baynes,30,22
126,2,10:13.0,,M. Morris misses 2-pt jump shot from 14 ft,30,22
127,2,10:10.0,Defensive rebound by A. Iguodala,,30,22
128,2,9:58.0,Turnover by D. Green (discontinued dribble),,30,22
129,2,9:45.0,,Turnover by A. Baynes (bad pass),30,22
130,2,9:31.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),,32,22
131,2,9:10.0,,Shooting foul by K. Thompson (drawn by T. Rozier),32,22
132,2,9:10.0,,T. Rozier makes free throw 1 of 3,32,23
133,2,9:10.0,,T. Rozier makes free throw 2 of 3,32,24
134,2,9:10.0,,T. Rozier misses free throw 3 of 3,32,24
135,2,9:08.0,Defensive rebound by D. West,,32,24
136,2,8:56.0,S. Livingston misses 2-pt jump shot from 15 ft,,32,24
137,2,8:53.0,,Defensive rebound by J. Tatum,32,24
138,2,8:47.0,,T. Rozier makes 3-pt jump shot from 25 ft,32,27
139,2,8:29.0,S. Livingston makes 2-pt jump shot from 9 ft,,34,27
140,2,8:11.0,,A. Baynes misses 2-pt hook shot from 10 ft (block by D. West),34,27
141,2,8:09.0,Defensive rebound by A. Iguodala,,34,27
142,2,8:07.0,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),,36,27
143,2,7:49.0,,M. Smart misses 3-pt jump shot from 25 ft,36,27
144,2,7:47.0,Defensive rebound by D. Green,,36,27
145,2,7:44.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Thompson),,38,27
146,2,7:42.0,,Boston full timeout,38,27
147,2,7:42.0,,S. Ojeleye enters the game for M. Smart,38,27
148,2,7:42.0,,K. Irving enters the game for A. Baynes,38,27
149,2,7:42.0,K. Durant enters the game for D. Green,,38,27
150,2,7:26.0,,K. Irving misses 2-pt jump shot from 7 ft,38,27
151,2,7:24.0,Defensive rebound by D. West,,38,27
152,2,7:09.0,Turnover by K. Thompson (bad pass; steal by M. Morris),,38,27
153,2,7:08.0,,Turnover by M. Morris (bad pass; steal by D. West),38,27
154,2,7:02.0,D. West makes 2-pt jump shot from 2 ft (assist by K. Thompson),,40,27
155,2,6:40.0,,J. Tatum misses 2-pt layup from 1 ft (block by S. Livingston),40,27
156,2,6:38.0,Defensive rebound by S. Livingston,,40,27
157,2,6:32.0,K. Durant makes 2-pt jump shot from 15 ft,,42,27
158,2,6:11.0,,Turnover by T. Rozier (step out of bounds),42,27
159,2,6:11.0,,A. Horford enters the game for J. Tatum,42,27
160,2,6:11.0,S. Curry enters the game for D. West,,42,27
161,2,6:11.0,K. Looney enters the game for K. Thompson,,42,27
162,2,5:48.0,S. Curry misses 2-pt jump shot from 8 ft,,42,27
163,2,5:46.0,,Defensive rebound by K. Irving,42,27
164,2,5:37.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,42,27
165,2,5:34.0,Defensive rebound by S. Curry,,42,27
166,2,5:25.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Livingston),,44,27
167,2,4:59.0,,T. Rozier misses 3-pt jump shot from 24 ft,44,27
168,2,4:57.0,,Offensive rebound by T. Rozier,44,27
169,2,4:56.0,,Shooting foul by K. Looney (drawn by S. Ojeleye),44,27
170,2,4:56.0,,S. Ojeleye makes free throw 1 of 2,44,28
171,2,4:56.0,,J. Brown enters the game for T. Rozier,44,28
172,2,4:56.0,D. Green enters the game for A. Iguodala,,44,28
173,2,4:56.0,N. Young enters the game for S. Livingston,,44,28
174,2,4:56.0,,S. Ojeleye makes free throw 2 of 2,44,29
175,2,4:39.0,Shooting foul by K. Irving (drawn by D. Green),,44,29
176,2,4:39.0,D. Green makes free throw 1 of 2,,45,29
177,2,4:39.0,D. Green misses free throw 2 of 2,,45,29
178,2,4:38.0,,Defensive rebound by A. Horford,45,29
179,2,4:23.0,,A. Horford makes 2-pt hook shot from 9 ft (assist by M. Morris),45,31
180,2,4:12.0,D. Green misses 3-pt jump shot from 27 ft,,45,31
181,2,4:12.0,,Defensive rebound by Team,45,31
182,2,3:54.0,,M. Morris misses 3-pt jump shot from 23 ft,45,31
183,2,3:49.0,,Offensive rebound by S. Ojeleye,45,31
184,2,3:37.0,,Shooting foul by D. Green (drawn by M. Morris),45,31
185,2,3:37.0,,M. Morris makes free throw 1 of 2,45,32
186,2,3:37.0,K. Thompson enters the game for K. Looney,,45,32
187,2,3:37.0,,M. Morris makes free throw 2 of 2,45,33
188,2,3:30.0,S. Curry misses 2-pt jump shot from 20 ft,,45,33
189,2,3:27.0,Offensive rebound by D. Green,,45,33
190,2,3:24.0,K. Durant misses 2-pt jump shot from 21 ft,,45,33
191,2,3:24.0,,Defensive rebound by S. Ojeleye,45,33
192,2,3:17.0,,Shooting foul by K. Thompson (drawn by J. Brown),45,33
193,2,3:17.0,,J. Brown makes free throw 1 of 2,45,34
194,2,3:17.0,,M. Smart enters the game for M. Morris,45,34
195,2,3:17.0,Golden State full timeout,,45,34
196,2,3:17.0,A. Iguodala enters the game for N. Young,,45,34
197,2,3:17.0,,J. Brown makes free throw 2 of 2,45,35
198,2,3:09.0,Personal foul by J. Brown (drawn by K. Thompson),,45,35
199,2,3:03.0,D. Green misses 3-pt jump shot from 27 ft,,45,35
200,2,3:01.0,,Defensive rebound by K. Irving,45,35
201,2,2:39.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,45,35
202,2,2:37.0,Defensive rebound by A. Iguodala,,45,35
203,2,2:30.0,K. Thompson misses 2-pt jump shot from 19 ft,,45,35
204,2,2:28.0,,Defensive rebound by S. Ojeleye,45,35
205,2,2:18.0,,Turnover by A. Horford (bad pass; steal by S. Curry),45,35
206,2,2:15.0,Shooting foul by S. Ojeleye (drawn by K. Durant),,45,35
207,2,2:15.0,K. Durant makes free throw 1 of 2,,46,35
208,2,2:15.0,K. Durant makes free throw 2 of 2,,47,35
209,2,1:57.0,,J. Brown misses 3-pt jump shot from 23 ft,47,35
210,2,1:55.0,Defensive rebound by A. Iguodala,,47,35
211,2,1:48.0,Turnover by S. Curry (lost ball; steal by K. Irving),,47,35
212,2,1:43.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by K. Irving),47,38
213,2,1:23.0,Turnover by K. Durant (lost ball; steal by M. Smart),,47,38
214,2,1:17.0,,J. Brown misses 3-pt jump shot from 23 ft (block by D. Green),47,38
215,2,1:14.0,,Offensive rebound by J. Brown,47,38
216,2,1:12.0,,J. Brown makes 2-pt layup at rim,47,40
217,2,1:07.0,K. Thompson misses 2-pt layup from 2 ft (block by J. Brown),,47,40
218,2,1:07.0,,Defensive rebound by A. Horford,47,40
219,2,1:03.0,,Shooting foul by A. Iguodala (drawn by A. Horford),47,40
220,2,1:03.0,,A. Horford makes free throw 1 of 2,47,41
221,2,1:03.0,,A. Horford makes free throw 2 of 2,47,42
222,2,0:52.0,S. Curry misses 3-pt jump shot from 26 ft,,47,42
223,2,0:50.0,,Defensive rebound by J. Brown,47,42
224,2,0:42.0,,Turnover by M. Smart (offensive goaltending),47,42
225,2,0:25.0,K. Thompson misses 3-pt jump shot from 25 ft,,47,42
226,2,0:22.0,,Defensive rebound by M. Smart,47,42
227,2,0:01.0,,K. Irving misses 2-pt layup from 3 ft (block by A. Iguodala),47,42
228,2,0:01.0,Defensive rebound by K. Thompson,,47,42
229,3,11:46.0,Turnover by S. Curry (traveling),,47,42
230,3,11:24.0,,M. Morris misses 3-pt jump shot from 26 ft,47,42
231,3,11:22.0,Defensive rebound by D. Green,,47,42
232,3,11:06.0,Z. Pachulia makes 2-pt jump shot from 10 ft (assist by D. Green),,49,42
233,3,10:51.0,,Shooting foul by S. Curry (drawn by J. Brown),49,42
234,3,10:51.0,,J. Brown misses free throw 1 of 2,49,42
235,3,10:51.0,,Offensive rebound by Team,49,42
236,3,10:51.0,,J. Brown makes free throw 2 of 2,49,43
237,3,10:39.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Curry),,51,43
238,3,10:23.0,,Personal foul by Z. Pachulia (drawn by K. Irving),51,43
239,3,10:20.0,,K. Irving misses 2-pt jump shot from 13 ft,51,43
240,3,10:18.0,Defensive rebound by Z. Pachulia,,51,43
241,3,10:14.0,Shooting foul by J. Brown (drawn by D. Green),,51,43
242,3,10:14.0,D. Green makes free throw 1 of 2,,52,43
243,3,10:14.0,D. Green makes free throw 2 of 2,,53,43
244,3,10:03.0,,Turnover by A. Horford (traveling),53,43
245,3,9:51.0,Turnover by K. Durant (bad pass; steal by J. Brown),,53,43
246,3,9:51.0,,Personal foul by S. Curry (drawn by J. Brown),53,43
247,3,9:26.0,,Turnover by A. Horford (bad pass; steal by S. Curry),53,43
248,3,9:22.0,K. Durant makes 3-pt jump shot from 24 ft,,56,43
249,3,9:04.0,,Turnover by M. Morris (bad pass; steal by D. Green),56,43
250,3,8:58.0,D. Green misses 2-pt layup from 1 ft (block by M. Morris),,56,43
251,3,8:57.0,,Defensive rebound by Team,56,43
252,3,8:55.0,,Personal foul by S. Curry (drawn by J. Tatum),56,43
253,3,8:55.0,,K. Irving misses free throw 1 of 1,56,43
254,3,8:55.0,,Offensive rebound by Team,56,43
255,3,8:41.0,,Shooting foul by K. Durant (drawn by J. Tatum),56,43
256,3,8:41.0,,J. Tatum misses free throw 1 of 2,56,43
257,3,8:41.0,,Offensive rebound by Team,56,43
258,3,8:41.0,,J. Tatum makes free throw 2 of 2,56,44
259,3,8:23.0,K. Durant misses 2-pt jump shot from 11 ft,,56,44
260,3,8:20.0,,Defensive rebound by K. Irving,56,44
261,3,8:14.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by K. Irving),56,47
262,3,8:13.0,Golden State full timeout,,56,47
263,3,8:13.0,S. Livingston enters the game for S. Curry,,56,47
264,3,7:59.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),,59,47
265,3,7:35.0,,A. Horford misses 3-pt jump shot from 26 ft,59,47
266,3,7:30.0,Defensive rebound by K. Thompson,,59,47
267,3,7:16.0,K. Thompson misses 3-pt jump shot from 25 ft,,59,47
268,3,7:13.0,,Defensive rebound by A. Horford,59,47
269,3,7:09.0,,J. Brown misses 2-pt layup from 2 ft (block by K. Durant),59,47
270,3,7:09.0,,Offensive rebound by Team,59,47
271,3,7:09.0,,M. Smart enters the game for J. Tatum,59,47
272,3,6:59.0,,M. Morris misses 3-pt jump shot from 23 ft,59,47
273,3,6:57.0,Defensive rebound by K. Thompson,,59,47
274,3,6:41.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Durant),,62,47
275,3,6:22.0,,A. Baynes enters the game for M. Morris,62,47
276,3,6:20.0,Violation by Z. Pachulia (kicked ball),,62,47
277,3,6:10.0,,A. Baynes misses 2-pt layup from 2 ft,62,47
278,3,6:08.0,Defensive rebound by Z. Pachulia,,62,47
279,3,6:04.0,D. Green misses 2-pt layup from 3 ft,,62,47
280,3,6:03.0,,Defensive rebound by A. Baynes,62,47
281,3,5:52.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by K. Irving),62,49
282,3,5:35.0,K. Durant makes 2-pt jump shot from 18 ft (assist by S. Livingston),,64,49
283,3,5:18.0,,K. Irving misses 2-pt layup from 3 ft,64,49
284,3,5:18.0,Defensive rebound by Team,,64,49
285,3,5:18.0,A. Iguodala enters the game for D. Green,,64,49
286,3,5:09.0,Personal foul by J. Brown (drawn by K. Durant),,64,49
287,3,4:59.0,K. Durant makes 2-pt jump shot from 19 ft,,66,49
288,3,4:46.0,,Turnover by K. Irving (bad pass),66,49
289,3,4:33.0,S. Livingston misses 2-pt jump shot from 11 ft,,66,49
290,3,4:32.0,,Defensive rebound by A. Baynes,66,49
291,3,4:32.0,,Personal foul by Z. Pachulia (drawn by A. Baynes),66,49
292,3,4:32.0,,A. Baynes makes free throw 1 of 2,66,50
293,3,4:32.0,J. McGee enters the game for K. Thompson,,66,50
294,3,4:32.0,N. Young enters the game for Z. Pachulia,,66,50
295,3,4:32.0,,T. Rozier enters the game for K. Irving,66,50
296,3,4:32.0,,A. Baynes makes free throw 2 of 2,66,51
297,3,4:22.0,Turnover by K. Durant (turnover),,66,51
298,3,4:09.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by T. Rozier),66,53
299,3,3:53.0,S. Livingston misses 2-pt jump shot from 15 ft,,66,53
300,3,3:51.0,,Defensive rebound by M. Smart,66,53
301,3,3:48.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by M. Smart),66,56
302,3,3:46.0,Golden State full timeout,,66,56
303,3,3:46.0,S. Curry enters the game for S. Livingston,,66,56
304,3,3:35.0,Turnover by S. Curry (out of bounds lost ball),,66,56
305,3,3:20.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by T. Rozier),66,59
306,3,3:05.0,Turnover by J. McGee (bad pass; steal by M. Smart),,66,59
307,3,3:00.0,,A. Horford makes 2-pt dunk at rim,66,61
308,3,2:42.0,S. Curry misses 3-pt jump shot from 25 ft,,66,61
309,3,2:38.0,,Defensive rebound by A. Horford,66,61
310,3,2:22.0,,Personal foul by N. Young (drawn by A. Horford),66,61
311,3,2:22.0,,A. Horford makes free throw 1 of 2,66,62
312,3,2:22.0,D. Green enters the game for J. McGee,,66,62
313,3,2:22.0,K. Looney enters the game for K. Durant,,66,62
314,3,2:22.0,,A. Horford makes free throw 2 of 2,66,63
315,3,2:07.0,D. Green misses 2-pt jump shot from 18 ft,,66,63
316,3,2:07.0,,M. Smart misses 3-pt jump shot from 26 ft,66,63
317,3,2:04.0,,Offensive rebound by M. Smart,66,63
318,3,1:47.0,,Offensive rebound by J. Brown,66,63
319,3,1:47.0,,Shooting foul by K. Looney (drawn by J. Brown),66,63
320,3,1:47.0,,J. Brown makes free throw 1 of 2,66,64
321,3,1:47.0,,S. Ojeleye enters the game for A. Horford,66,64
322,3,1:47.0,,J. Brown makes free throw 2 of 2,66,65
323,3,1:33.0,Turnover by K. Looney (out of bounds lost ball),,66,65
324,3,1:22.0,,Personal foul by N. Young (drawn by M. Smart),66,65
325,3,1:22.0,,M. Smart misses free throw 1 of 2,66,65
326,3,1:22.0,,Offensive rebound by Team,66,65
327,3,1:22.0,,J. Tatum enters the game for J. Brown,66,65
328,3,1:22.0,O. Casspi enters the game for N. Young,,66,65
329,3,1:22.0,,M. Smart makes free throw 2 of 2,66,66
330,3,1:08.0,Turnover by A. Iguodala (bad pass; steal by A. Baynes),,66,66
331,3,0:53.0,,J. Tatum makes 2-pt layup from 1 ft (assist by A. Baynes),66,68
332,3,0:45.0,Personal foul by M. Smart (drawn by S. Curry),,66,68
333,3,0:34.0,O. Casspi makes 2-pt jump shot from 7 ft (assist by S. Curry),,68,68
334,3,0:18.0,Offensive charge foul by J. Tatum (drawn by K. Looney),,68,68
335,3,0:18.0,,Turnover by J. Tatum (offensive foul),68,68
336,3,0:18.0,,J. Brown enters the game for A. Baynes,68,68
337,3,0:18.0,K. Durant enters the game for K. Looney,,68,68
338,3,0:18.0,K. Thompson enters the game for O. Casspi,,68,68
339,3,0:05.0,K. Thompson misses 3-pt jump shot from 25 ft,,68,68
340,3,0:04.0,,Defensive rebound by J. Tatum,68,68
341,3,0:04.0,,Boston full timeout,68,68
342,3,0:04.0,,A. Horford enters the game for S. Ojeleye,68,68
343,3,0:04.0,,K. Irving enters the game for J. Brown,68,68
344,3,0:04.0,O. Casspi enters the game for S. Curry,,68,68
345,3,0:04.0,K. Looney enters the game for K. Durant,,68,68
346,3,0:04.0,S. Livingston enters the game for K. Thompson,,68,68
347,3,0:00.0,,T. Rozier misses 3-pt jump shot from 29 ft,68,68
348,3,0:00.0,,Offensive rebound by Team,68,68
349,4,11:43.0,,A. Baynes misses 2-pt hook shot from 6 ft,68,68
350,4,11:41.0,Defensive rebound by O. Casspi,,68,68
351,4,11:28.0,Shooting foul by J. Tatum (drawn by O. Casspi),,68,68
352,4,11:28.0,O. Casspi misses free throw 1 of 2,,68,68
353,4,11:28.0,Offensive rebound by Team,,68,68
354,4,11:28.0,,M. Morris enters the game for A. Baynes,68,68
355,4,11:28.0,O. Casspi misses free throw 2 of 2,,68,68
356,4,11:25.0,,Defensive rebound by M. Morris,68,68
357,4,11:13.0,,M. Morris makes 2-pt jump shot from 18 ft,68,70
358,4,10:52.0,D. West makes 2-pt hook shot from 7 ft,,70,70
359,4,10:27.0,,T. Rozier misses 2-pt jump shot from 6 ft,70,70
360,4,10:25.0,Defensive rebound by O. Casspi,,70,70
361,4,10:07.0,D. West misses 2-pt hook shot from 8 ft,,70,70
362,4,10:04.0,,Defensive rebound by J. Tatum,70,70
363,4,9:58.0,,M. Smart misses 2-pt jump shot from 8 ft,70,70
364,4,9:56.0,Defensive rebound by O. Casspi,,70,70
365,4,9:51.0,Shooting foul by J. Tatum (drawn by A. Iguodala),,70,70
366,4,9:51.0,A. Iguodala makes free throw 1 of 2,,71,70
367,4,9:51.0,A. Iguodala makes free throw 2 of 2,,72,70
368,4,9:40.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,72,70
369,4,9:37.0,Defensive rebound by O. Casspi,,72,70
370,4,9:34.0,Turnover by D. Green (bad pass),,72,70
371,4,9:14.0,,M. Smart misses 2-pt layup from 5 ft,72,70
372,4,9:10.0,Defensive rebound by O. Casspi,,72,70
373,4,8:55.0,K. Thompson misses 3-pt jump shot from 25 ft,,72,70
374,4,8:52.0,,Defensive rebound by T. Rozier,72,70
375,4,8:36.0,,M. Morris misses 2-pt jump shot from 14 ft,72,70
376,4,8:33.0,Defensive rebound by O. Casspi,,72,70
377,4,8:22.0,D. Green makes 2-pt layup at rim,,74,70
378,4,8:17.0,,Boston full timeout,74,70
379,4,8:17.0,,K. Irving enters the game for M. Smart,74,70
380,4,8:17.0,,A. Horford enters the game for S. Ojeleye,74,70
381,4,8:17.0,S. Livingston enters the game for A. Iguodala,,74,70
382,4,7:58.0,,J. Tatum makes 2-pt layup from 2 ft,74,72
383,4,7:44.0,D. Green misses 2-pt hook shot from 9 ft,,74,72
384,4,7:41.0,,Defensive rebound by M. Morris,74,72
385,4,7:31.0,,A. Horford misses 3-pt jump shot from 26 ft,74,72
386,4,7:28.0,Defensive rebound by O. Casspi,,74,72
387,4,7:13.0,K. Thompson misses 2-pt jump shot from 16 ft,,74,72
388,4,7:11.0,,Defensive rebound by A. Horford,74,72
389,4,7:02.0,,K. Irving misses 2-pt layup from 1 ft,74,72
390,4,7:01.0,,Offensive rebound by A. Horford,74,72
391,4,7:01.0,,A. Horford makes 2-pt dunk at rim,74,74
392,4,7:01.0,Golden State full timeout,,74,74
393,4,7:01.0,S. Curry enters the game for D. West,,74,74
394,4,7:01.0,K. Durant enters the game for K. Thompson,,74,74
395,4,6:38.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,76,74
396,4,6:18.0,,Shooting foul by K. Durant (drawn by J. Tatum),76,74
