,QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
385,4,2:01.0,A. Bradley makes 3-pt jump shot from 22 ft (assist by A. Drummond),,97,93
386,4,1:52.0,,Personal foul by A. Bradley (drawn by R. Westbrook),97,93
387,4,1:45.0,,R. Westbrook misses 3-pt jump shot from 24 ft,97,93
388,4,1:42.0,,Offensive rebound by S. Adams,97,93
389,4,1:42.0,,R. Westbrook misses 3-pt jump shot from 25 ft,97,93
390,4,1:39.0,Defensive rebound by S. Johnson,,97,93
391,4,1:24.0,T. Harris misses 3-pt jump shot from 24 ft,,97,93
392,4,1:21.0,,Defensive rebound by S. Adams,97,93
393,4,1:08.0,,C. Anthony misses 3-pt jump shot from 25 ft,97,93
394,4,1:02.0,Defensive rebound by A. Bradley,,97,93
395,4,0:56.0,Turnover by A. Bradley (lost ball; steal by P. George),,97,93
396,4,0:54.0,,R. Westbrook misses 3-pt jump shot from 28 ft,97,93
397,4,0:51.0,,Offensive rebound by C. Anthony,97,93
398,4,0:51.0,,C. Anthony misses 2-pt layup at rim,97,93
399,4,0:51.0,,Offensive rebound by C. Anthony,97,93
400,4,0:51.0,,C. Anthony misses 2-pt layup at rim,97,93
401,4,0:51.0,,Offensive rebound by Team,97,93
402,4,0:47.0,,A. Roberson makes 3-pt jump shot from 25 ft (assist by C. Anthony),97,96
403,4,0:34.0,Shooting foul by S. Adams (drawn by R. Jackson),,97,96
404,4,0:34.0,R. Jackson makes free throw 1 of 2,,98,96
405,4,0:34.0,A. Tolliver enters the game for T. Harris,,98,96
406,4,0:34.0,R. Jackson makes free throw 2 of 2,,99,96
407,4,0:34.0,,Oklahoma City full timeout,99,96
408,4,0:28.0,,R. Westbrook makes 2-pt layup from 1 ft,99,98
409,4,0:06.0,R. Jackson misses 2-pt jump shot from 12 ft,,99,98
410,4,0:05.0,,Defensive rebound by R. Westbrook,99,98
411,4,0:05.0,,Oklahoma City full timeout,99,98
412,4,0:05.0,,R. Felton enters the game for A. Roberson,99,98
413,4,0:02.0,,R. Westbrook misses 3-pt jump shot from 26 ft,99,98
414,4,0:02.0,Defensive rebound by A. Tolliver,,99,98
