,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,,N. Batum misses 2-pt jump shot from 18 ft,0,0
1,1,11:40.0,Defensive rebound by E. Payton,,0,0
2,1,11:36.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),,2,0
3,1,11:17.0,,D. Howard misses 2-pt layup from 6 ft,2,0
4,1,11:15.0,Defensive rebound by E. Payton,,2,0
5,1,11:11.0,E. Payton misses 2-pt layup from 2 ft (block by K. Walker),,2,0
6,1,11:07.0,,Defensive rebound by M. Kidd-Gilchrist,2,0
7,1,10:56.0,,K. Walker makes 3-pt jump shot from 25 ft,2,3
8,1,10:34.0,E. Fournier misses 3-pt jump shot from 26 ft,,2,3
9,1,10:31.0,,Defensive rebound by N. Batum,2,3
10,1,10:21.0,,M. Kidd-Gilchrist makes 2-pt layup from 5 ft,2,5
11,1,10:05.0,J. Simmons misses 2-pt jump shot from 10 ft,,2,5
12,1,9:58.0,Offensive rebound by J. Simmons,,2,5
13,1,9:58.0,J. Simmons makes 2-pt layup at rim,,4,5
14,1,9:48.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),4,7
15,1,9:42.0,Turnover by A. Gordon (bad pass; steal by D. Howard),,4,7
16,1,9:40.0,,D. Howard makes 2-pt layup at rim,4,9
17,1,9:40.0,,Shooting foul by N. Vučević (drawn by D. Howard),4,9
18,1,9:40.0,,D. Howard misses free throw 1 of 1,4,9
19,1,9:37.0,Defensive rebound by N. Vučević,,4,9
20,1,9:25.0,J. Simmons makes 3-pt jump shot from 22 ft (assist by E. Payton),,7,9
21,1,9:01.0,,K. Walker misses 2-pt layup from 2 ft,7,9
22,1,8:56.0,Defensive rebound by J. Simmons,,7,9
23,1,8:50.0,E. Fournier makes 2-pt layup from 1 ft (assist by J. Simmons),,9,9
24,1,8:35.0,,M. Williams misses 3-pt jump shot from 23 ft,9,9
25,1,8:35.0,Defensive rebound by E. Fournier,,9,9
26,1,8:19.0,E. Fournier makes 2-pt jump shot from 11 ft,,11,9
27,1,8:02.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by N. Batum),11,11
28,1,8:02.0,,Technical foul by D. Howard,11,11
29,1,8:02.0,E. Payton makes flagrant free throw 1 of 2,,12,11
30,1,8:02.0,E. Payton makes flagrant free throw 2 of 2,,13,11
31,1,7:48.0,E. Payton makes 2-pt jump shot from 3 ft,,15,11
32,1,7:30.0,,D. Howard misses 2-pt layup from 2 ft,15,11
33,1,7:27.0,Defensive rebound by N. Vučević,,15,11
34,1,7:23.0,J. Simmons makes 2-pt layup from 2 ft,,17,11
35,1,7:04.0,,D. Howard makes 2-pt hook shot from 6 ft (assist by M. Williams),17,13
36,1,6:49.0,N. Vučević misses 2-pt jump shot from 16 ft,,17,13
37,1,6:47.0,,Defensive rebound by M. Williams,17,13
38,1,6:40.0,,Charlotte full timeout,17,13
39,1,6:32.0,,K. Walker makes 2-pt jump shot from 10 ft (assist by D. Howard),17,15
