,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,GOLDEN STATE_ACTION,SAN ANTONIO_SCORE,GOLDEN STATE_SCORE
0,1,11:43.0,,D. Green misses 2-pt jump shot from 19 ft,0,0
1,1,11:40.0,Defensive rebound by K. Anderson,,0,0
2,1,11:16.0,P. Mills misses 2-pt jump shot from 8 ft (block by D. Green),,0,0
3,1,11:12.0,,Defensive rebound by K. Durant,0,0
4,1,11:08.0,,K. Durant misses 3-pt jump shot from 26 ft,0,0
5,1,11:04.0,Defensive rebound by K. Anderson,,0,0
6,1,11:04.0,Turnover by D. Murray (out of bounds lost ball),,0,0
7,1,10:50.0,,K. Durant makes 2-pt jump shot from 20 ft,0,2
8,1,10:22.0,D. Green misses 3-pt jump shot from 26 ft,,0,2
9,1,10:21.0,Offensive rebound by Team,,0,2
10,1,10:21.0,Turnover by Team (shot clock),,0,2
11,1,10:01.0,,D. Green misses 3-pt jump shot from 23 ft,0,2
12,1,9:56.0,Defensive rebound by D. Murray,,0,2
13,1,9:51.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Murray),,2,2
14,1,9:35.0,,K. Durant makes 2-pt jump shot from 7 ft,2,4
15,1,9:20.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by P. Mills),,4,4
16,1,9:06.0,,Personal foul by D. Murray (drawn by K. Thompson),4,4
17,1,8:58.0,,J. McGee makes 2-pt layup from 6 ft (assist by K. Durant),4,6
18,1,8:38.0,P. Mills misses 3-pt jump shot from 27 ft,,4,6
19,1,8:33.0,,Defensive rebound by K. Thompson,4,6
20,1,8:31.0,,J. McGee makes 2-pt dunk at rim (assist by K. Durant),4,8
21,1,8:31.0,San Antonio full timeout,,4,8
22,1,8:11.0,D. Murray misses 2-pt jump shot from 11 ft,,4,8
23,1,8:05.0,,Defensive rebound by A. Iguodala,4,8
24,1,7:56.0,,D. Green misses 2-pt layup from 1 ft (block by L. Aldridge),4,8
25,1,7:52.0,Defensive rebound by L. Aldridge,,4,8
26,1,7:48.0,P. Mills makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,6,8
27,1,7:27.0,,J. McGee makes 2-pt layup from 2 ft (assist by K. Durant),6,10
28,1,7:13.0,Turnover by D. Murray (bad pass; steal by J. McGee),,6,10
29,1,7:06.0,,Turnover by D. Green (bad pass; steal by L. Aldridge),6,10
30,1,6:57.0,K. Anderson misses 2-pt layup from 2 ft,,6,10
31,1,6:51.0,,Defensive rebound by J. McGee,6,10
32,1,6:45.0,,J. McGee makes 2-pt layup from 2 ft (assist by A. Iguodala),6,12
33,1,6:28.0,L. Aldridge misses 2-pt jump shot from 19 ft,,6,12
34,1,6:23.0,,Defensive rebound by A. Iguodala,6,12
35,1,6:16.0,,D. Green makes 2-pt layup from 3 ft (assist by A. Iguodala),6,14
36,1,5:54.0,D. Murray makes 2-pt jump shot from 7 ft,,8,14
37,1,5:44.0,,J. McGee misses 2-pt layup from 5 ft,8,14
38,1,5:44.0,,Offensive rebound by J. McGee,8,14
39,1,5:44.0,,Shooting foul by L. Aldridge (drawn by J. McGee),8,14
40,1,5:44.0,,Golden State full timeout,8,14
41,1,5:44.0,M. Ginóbili enters the game for D. Green,,8,14
42,1,5:44.0,B. Forbes enters the game for K. Anderson,,8,14
43,1,5:44.0,R. Gay enters the game for D. Murray,,8,14
44,1,5:44.0,,J. McGee misses free throw 1 of 2,8,14
45,1,5:44.0,,Offensive rebound by Team,8,14
46,1,5:44.0,,J. McGee makes free throw 2 of 2,8,15
47,1,5:24.0,L. Aldridge misses 2-pt hook shot from 5 ft (block by J. McGee),,8,15
48,1,5:22.0,,Defensive rebound by J. McGee,8,15
49,1,5:18.0,Offensive charge foul by K. Durant (drawn by M. Ginóbili),,8,15
50,1,5:18.0,,Turnover by K. Durant (offensive foul),8,15
51,1,4:59.0,Turnover by M. Ginóbili (bad pass; steal by D. Green),,8,15
52,1,4:53.0,,Turnover by D. Green (bad pass; steal by R. Gay),8,15
53,1,4:47.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),,11,15
54,1,4:21.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by A. Iguodala),11,17
55,1,3:57.0,L. Aldridge misses 2-pt layup from 4 ft (block by J. McGee),,11,17
56,1,3:57.0,,Defensive rebound by K. Durant,11,17
57,1,3:49.0,,K. Durant makes 3-pt jump shot from 25 ft,11,20
58,1,3:33.0,P. Mills misses 2-pt jump shot from 18 ft,,11,20
59,1,3:31.0,,Defensive rebound by A. Iguodala,11,20
60,1,3:16.0,,D. Green misses 2-pt jump shot from 8 ft,11,20
61,1,3:14.0,Defensive rebound by M. Ginóbili,,11,20
62,1,3:08.0,B. Forbes misses 3-pt jump shot from 27 ft,,11,20
63,1,3:06.0,,Defensive rebound by K. Durant,11,20
64,1,3:01.0,,Golden State full timeout,11,20
65,1,3:01.0,,K. Looney enters the game for J. McGee,11,20
66,1,3:01.0,,Q. Cook enters the game for A. Iguodala,11,20
67,1,3:01.0,,S. Livingston enters the game for K. Thompson,11,20
68,1,3:01.0,,D. West enters the game for D. Green,11,20
69,1,3:01.0,T. Parker enters the game for P. Mills,,11,20
70,1,3:01.0,P. Gasol enters the game for L. Aldridge,,11,20
71,1,2:49.0,,Turnover by K. Durant (bad pass),11,20
72,1,2:33.0,R. Gay makes 3-pt jump shot from 23 ft (assist by P. Gasol),,14,20
73,1,2:15.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by K. Looney),14,22
74,1,2:03.0,R. Gay misses 2-pt jump shot from 20 ft,,14,22
75,1,1:58.0,,Defensive rebound by K. Durant,14,22
76,1,1:50.0,,Q. Cook makes 2-pt jump shot from 16 ft (assist by K. Durant),14,24
77,1,1:23.0,M. Ginóbili misses 2-pt layup from 2 ft,,14,24
78,1,1:21.0,,Defensive rebound by S. Livingston,14,24
79,1,1:05.0,,Q. Cook misses 3-pt jump shot from 22 ft,14,24
80,1,1:03.0,,Offensive rebound by Team,14,24
81,1,1:03.0,Loose ball foul by R. Gay (drawn by D. West),,14,24
82,1,0:55.0,,K. Durant makes 2-pt jump shot from 17 ft,14,26
83,1,0:44.0,Turnover by P. Gasol (out of bounds lost ball),,14,26
84,1,0:37.0,,S. Livingston makes 2-pt jump shot from 11 ft,14,28
85,1,0:20.0,R. Gay misses 2-pt jump shot from 7 ft,,14,28
86,1,0:14.0,,Defensive rebound by D. West,14,28
87,1,0:04.0,,Turnover by K. Looney (lost ball; steal by M. Ginóbili),14,28
88,1,0:01.0,M. Ginóbili makes 3-pt jump shot from 30 ft,,17,28
89,2,11:45.0,T. Parker misses 2-pt jump shot from 13 ft,,17,28
90,2,11:42.0,,Defensive rebound by D. Green,17,28
91,2,11:25.0,,Turnover by D. Green (bad pass; steal by R. Gay),17,28
92,2,11:20.0,T. Parker misses 2-pt layup from 3 ft (block by Q. Cook),,17,28
93,2,11:19.0,Offensive rebound by Team,,17,28
94,2,11:14.0,R. Gay misses 2-pt jump shot from 18 ft,,17,28
95,2,11:09.0,,Defensive rebound by S. Livingston,17,28
96,2,11:05.0,,S. Livingston misses 2-pt layup from 5 ft,17,28
97,2,10:59.0,Defensive rebound by M. Ginóbili,,17,28
98,2,10:52.0,D. Bertāns misses 2-pt layup from 6 ft,,17,28
99,2,10:52.0,Offensive rebound by Team,,17,28
100,2,10:52.0,Turnover by P. Gasol (turnover),,17,28
101,2,10:52.0,D. Green enters the game for M. Ginóbili,,17,28
102,2,10:41.0,,D. West misses 2-pt jump shot from 16 ft,17,28
103,2,10:37.0,Defensive rebound by R. Gay,,17,28
104,2,10:27.0,P. Gasol makes 2-pt hook shot from 3 ft (assist by R. Gay),,19,28
105,2,10:10.0,,D. Green makes 2-pt hook shot from 3 ft (assist by D. West),19,30
106,2,10:10.0,,Shooting foul by D. Green (drawn by D. Green),19,30
107,2,10:10.0,,D. Green misses free throw 1 of 1,19,30
108,2,10:07.0,Defensive rebound by R. Gay,,19,30
109,2,9:58.0,Personal foul by D. West (drawn by T. Parker),,19,30
110,2,9:53.0,T. Parker makes 2-pt jump shot from 19 ft,,21,30
111,2,9:42.0,,D. Green misses 3-pt jump shot from 24 ft,21,30
112,2,9:40.0,Defensive rebound by T. Parker,,21,30
113,2,9:31.0,R. Gay makes 3-pt jump shot from 27 ft (assist by P. Gasol),,24,30
114,2,9:10.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Livingston),24,33
115,2,8:52.0,R. Gay makes 2-pt jump shot from 8 ft (assist by T. Parker),,26,33
116,2,8:41.0,,Q. Cook makes 2-pt jump shot from 15 ft,26,35
117,2,8:31.0,T. Parker misses 2-pt jump shot from 16 ft,,26,35
118,2,8:29.0,,Defensive rebound by D. West,26,35
119,2,8:19.0,,Personal foul by D. Bertāns (drawn by K. Thompson),26,35
120,2,8:19.0,D. Murray enters the game for T. Parker,,26,35
121,2,8:19.0,K. Anderson enters the game for R. Gay,,26,35
122,2,8:10.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),26,37
123,2,8:09.0,San Antonio full timeout,,26,37
124,2,8:09.0,P. Mills enters the game for D. Bertāns,,26,37
125,2,7:49.0,D. Green misses 3-pt jump shot from 26 ft,,26,37
126,2,7:45.0,,Defensive rebound by D. Green,26,37
127,2,7:36.0,,Shooting foul by P. Mills (drawn by S. Livingston),26,37
128,2,7:36.0,,S. Livingston makes free throw 1 of 2,26,38
129,2,7:36.0,L. Aldridge enters the game for K. Anderson,,26,38
130,2,7:36.0,,K. Durant enters the game for Q. Cook,26,38
