,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHICAGO_ACTION,BROOKLYN_SCORE,CHICAGO_SCORE
58,1,4:09.0,Turnover by R. Hollis-Jefferson (lost ball; steal by S. Kilpatrick),,16,14
59,1,3:56.0,,J. Grant enters the game for J. Holiday,16,14
60,1,3:56.0,J. Harris enters the game for S. Dinwiddie,,16,14
61,1,3:56.0,D. Cunningham enters the game for R. Hollis-Jefferson,,16,14
62,1,3:56.0,Q. Acy enters the game for J. Allen,,16,14
63,1,3:52.0,,C. Felício misses 2-pt jump shot from 16 ft,16,14
64,1,3:49.0,Defensive rebound by J. Harris,,16,14
65,1,3:42.0,Personal foul by C. Payne (drawn by D. Russell),,16,14
66,1,3:42.0,,Ö. Aşık enters the game for C. Felício,16,14
67,1,3:42.0,N. Stauskas enters the game for D. Russell,,16,14
68,1,3:32.0,J. Harris makes 2-pt layup from 1 ft (assist by C. LeVert),,18,14
69,1,3:19.0,,B. Portis makes 2-pt jump shot from 14 ft (assist by Ö. Aşık),18,16
70,1,2:57.0,Turnover by C. LeVert (lost ball; steal by B. Portis),,18,16
71,1,2:55.0,,B. Portis makes 2-pt layup at rim,18,18
72,1,2:55.0,Violation by Q. Acy (def goaltending),,18,18
73,1,2:55.0,,R. Arcidiacono enters the game for C. Payne,18,18
74,1,2:55.0,,Shooting foul by N. Stauskas (drawn by B. Portis),18,18
75,1,2:55.0,,B. Portis makes free throw 1 of 1,18,19
76,1,2:35.0,Q. Acy misses 3-pt jump shot from 26 ft,,18,19
77,1,2:31.0,,Defensive rebound by Team,18,19
78,1,2:25.0,,B. Portis makes 2-pt jump shot from 4 ft,18,21
79,1,2:10.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,21,21
80,1,1:59.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by S. Kilpatrick),21,23
81,1,1:51.0,D. Cunningham makes 2-pt jump shot from 13 ft (assist by C. LeVert),,23,23
82,1,1:30.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,23,23
83,1,1:30.0,Defensive rebound by D. Cunningham,,23,23
84,1,1:20.0,C. LeVert misses 2-pt jump shot from 2 ft,,23,23
85,1,1:18.0,,Defensive rebound by B. Portis,23,23
86,1,1:07.0,,B. Portis misses 2-pt jump shot from 11 ft,23,23
87,1,1:03.0,,Offensive rebound by S. Kilpatrick,23,23
88,1,1:00.0,,J. Grant misses 3-pt jump shot from 25 ft,23,23
89,1,0:56.0,Defensive rebound by N. Stauskas,,23,23
90,1,0:44.0,Q. Acy misses 3-pt jump shot from 25 ft,,23,23
91,1,0:42.0,,Defensive rebound by S. Kilpatrick,23,23
92,1,0:36.0,,Personal foul by Q. Acy (drawn by Ö. Aşık),23,23
93,1,0:36.0,,D. Nwaba enters the game for B. Portis,23,23
94,1,0:33.0,,Turnover by R. Arcidiacono (bad pass; steal by C. LeVert),23,23
95,1,0:31.0,C. LeVert makes 2-pt layup at rim,,25,23
96,1,0:23.0,,D. Nwaba misses 2-pt jump shot from 3 ft (block by D. Cunningham),25,23
97,1,0:20.0,Defensive rebound by N. Stauskas,,25,23
98,1,0:09.0,Personal foul by R. Arcidiacono (drawn by C. LeVert),,25,23
99,1,0:02.0,Q. Acy makes 3-pt jump shot from 26 ft (assist by C. LeVert),,28,23
100,1,0:00.0,,Turnover by Ö. Aşık (bad pass; steal by J. Harris),28,23
101,1,0:00.0,J. Harris misses 2-pt layup from 1 ft,,28,23
102,1,0:00.0,Offensive rebound by Team,,28,23
103,2,11:40.0,,S. Kilpatrick makes 2-pt jump shot from 19 ft,28,25
104,2,11:25.0,Q. Acy makes 3-pt jump shot from 22 ft (assist by J. Harris),,31,25
105,2,11:01.0,,Turnover by R. Arcidiacono (lost ball; steal by C. LeVert),31,25
106,2,10:53.0,C. LeVert misses 2-pt layup from 3 ft,,31,25
107,2,10:51.0,,Defensive rebound by Ö. Aşık,31,25
108,2,10:47.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by J. Grant),31,28
109,2,10:30.0,D. Cunningham misses 3-pt jump shot from 23 ft,,31,28
110,2,10:27.0,,Defensive rebound by R. Arcidiacono,31,28
111,2,10:15.0,,J. Grant makes 2-pt jump shot from 13 ft,31,30
112,2,9:54.0,Turnover by C. LeVert (bad pass; steal by Ö. Aşık),,31,30
113,2,9:33.0,,S. Kilpatrick misses 2-pt jump shot from 20 ft (block by J. Harris),31,30
114,2,9:30.0,Defensive rebound by Q. Acy,,31,30
115,2,9:17.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by C. LeVert),,34,30
116,2,9:02.0,,D. Nwaba makes 2-pt jump shot from 12 ft,34,32
117,2,8:40.0,J. Harris makes 3-pt jump shot from 25 ft (assist by Q. Acy),,37,32
118,2,8:37.0,,Chicago full timeout,37,32
119,2,8:37.0,,C. Felício enters the game for Ö. Aşık,37,32
120,2,8:37.0,A. Crabbe enters the game for J. Harris,,37,32
121,2,8:23.0,,S. Kilpatrick makes 2-pt jump shot from 9 ft,37,34
122,2,7:57.0,A. Crabbe makes 2-pt jump shot from 18 ft,,39,34
123,2,7:42.0,,Turnover by S. Kilpatrick (bad pass; steal by S. Dinwiddie),39,34
124,2,7:41.0,Personal foul by J. Grant (drawn by S. Dinwiddie),,39,34
125,2,7:32.0,Q. Acy misses 3-pt jump shot from 22 ft,,39,34
126,2,7:28.0,Offensive rebound by D. Cunningham,,39,34
127,2,7:26.0,D. Cunningham makes 2-pt layup from 1 ft,,41,34
128,2,7:20.0,,S. Kilpatrick misses 2-pt jump shot from 18 ft,41,34
129,2,7:20.0,Defensive rebound by D. Cunningham,,41,34
130,2,6:58.0,A. Crabbe misses 3-pt jump shot from 25 ft,,41,34
131,2,6:55.0,,Defensive rebound by R. Arcidiacono,41,34
132,2,6:48.0,,Shooting foul by Q. Acy (drawn by C. Felício),41,34
133,2,6:48.0,,C. Felício makes free throw 1 of 2,41,35
134,2,6:48.0,,C. Payne enters the game for S. Kilpatrick,41,35
135,2,6:48.0,,J. Holiday enters the game for R. Arcidiacono,41,35
136,2,6:48.0,R. Hollis-Jefferson enters the game for Q. Acy,,41,35
137,2,6:48.0,D. Russell enters the game for C. LeVert,,41,35
138,2,6:48.0,,C. Felício makes free throw 2 of 2,41,36
139,2,6:41.0,Offensive foul by D. Russell (drawn by J. Grant),,41,36
140,2,6:41.0,Turnover by D. Russell (offensive foul),,41,36
141,2,6:31.0,,Shooting foul by D. Cunningham (drawn by C. Felício),41,36
142,2,6:31.0,,C. Felício makes free throw 1 of 2,41,37
143,2,6:31.0,,C. Felício makes free throw 2 of 2,41,38
144,2,6:16.0,J. Allen enters the game for D. Cunningham,,41,38
145,2,6:10.0,D. Russell makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,44,38
146,2,5:55.0,,J. Grant makes 2-pt jump shot from 8 ft,44,40
147,2,5:55.0,,Shooting foul by S. Dinwiddie (drawn by J. Grant),44,40
148,2,5:55.0,,J. Grant makes free throw 1 of 1,44,41
149,2,5:38.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,47,41
150,2,5:27.0,,J. Grant makes 2-pt layup at rim,47,43
151,2,5:12.0,A. Crabbe misses 3-pt jump shot from 25 ft,,47,43
152,2,5:12.0,,Defensive rebound by C. Payne,47,43
153,2,5:01.0,,Turnover by C. Payne (bad pass; steal by S. Dinwiddie),47,43
154,2,4:56.0,A. Crabbe misses 3-pt jump shot from 27 ft,,47,43
155,2,4:52.0,,Defensive rebound by C. Felício,47,43
156,2,4:39.0,,J. Grant makes 2-pt jump shot from 20 ft,47,45
157,2,4:39.0,,Shooting foul by J. Allen (drawn by J. Grant),47,45
158,2,4:39.0,,B. Portis enters the game for D. Nwaba,47,45
159,2,4:39.0,C. LeVert enters the game for S. Dinwiddie,,47,45
160,2,4:39.0,,J. Grant makes free throw 1 of 1,47,46
161,2,4:31.0,D. Russell misses 3-pt jump shot from 26 ft,,47,46
162,2,4:31.0,,Defensive rebound by B. Portis,47,46
163,2,4:08.0,,J. Grant misses 3-pt jump shot from 25 ft,47,46
164,2,4:01.0,Defensive rebound by J. Allen,,47,46
165,2,3:55.0,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by A. Crabbe),,49,46
166,2,3:36.0,,C. Felício misses 2-pt jump shot from 13 ft,49,46
167,2,3:36.0,Defensive rebound by D. Russell,,49,46
168,2,3:29.0,C. LeVert makes 3-pt jump shot from 25 ft,,52,46
169,2,3:28.0,,Chicago full timeout,52,46
170,2,3:17.0,,J. Holiday misses 3-pt jump shot from 26 ft,52,46
171,2,3:14.0,Defensive rebound by D. Russell,,52,46
172,2,3:06.0,J. Allen makes 3-pt jump shot from 23 ft (assist by A. Crabbe),,55,46
173,2,2:53.0,,C. Payne misses 2-pt jump shot from 18 ft,55,46
174,2,2:53.0,Defensive rebound by Team,,55,46
175,2,2:53.0,,Loose ball foul by C. Felício (drawn by J. Allen),55,46
176,2,2:31.0,D. Russell misses 2-pt jump shot from 15 ft,,55,46
177,2,2:27.0,Offensive rebound by A. Crabbe,,55,46
178,2,2:22.0,Turnover by C. LeVert (lost ball; steal by C. Payne),,55,46
179,2,2:16.0,,Turnover by C. Payne (lost ball; steal by C. LeVert),55,46
180,2,2:11.0,A. Crabbe makes 2-pt layup from 1 ft,,57,46
181,2,2:05.0,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson),57,46
182,2,2:03.0,A. Crabbe misses 3-pt jump shot from 24 ft,,57,46
183,2,2:02.0,Offensive rebound by J. Allen,,57,46
184,2,2:00.0,J. Allen misses 2-pt layup at rim,,57,46
185,2,1:59.0,,Defensive rebound by C. Felício,57,46
186,2,1:55.0,,Shooting foul by A. Crabbe (drawn by J. Holiday),57,46
187,2,1:55.0,,J. Holiday misses free throw 1 of 2,57,46
188,2,1:55.0,,Offensive rebound by Team,57,46
189,2,1:55.0,,S. Kilpatrick enters the game for J. Grant,57,46
190,2,1:55.0,,Ö. Aşık enters the game for C. Felício,57,46
191,2,1:55.0,,J. Holiday makes free throw 2 of 2,57,47
192,2,1:41.0,D. Russell makes 2-pt jump shot from 12 ft,,59,47
193,2,1:22.0,,C. Payne misses 2-pt layup from 1 ft (block by J. Allen),59,47
194,2,1:22.0,,Offensive rebound by B. Portis,59,47
195,2,1:18.0,,B. Portis misses 2-pt layup from 2 ft (block by J. Allen),59,47
196,2,1:16.0,Defensive rebound by D. Russell,,59,47
197,2,1:11.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Russell),,61,47
198,2,1:01.0,,C. Payne makes 2-pt jump shot from 9 ft,61,49
199,2,0:47.0,Def 3 sec tech foul by Ö. Aşık,,61,49
200,2,0:47.0,A. Crabbe makes technical free throw,,62,49
201,2,0:40.0,Shooting foul by J. Holiday (drawn by D. Russell),,62,49
202,2,0:40.0,D. Russell makes free throw 1 of 2,,63,49
203,2,0:40.0,D. Russell misses free throw 2 of 2,,63,49
204,2,0:38.0,,Defensive rebound by Ö. Aşık,63,49
205,2,0:29.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by C. Payne),63,51
206,2,0:05.0,A. Crabbe misses 3-pt jump shot from 26 ft,,63,51
207,2,0:05.0,Offensive rebound by Team,,63,51
208,2,0:05.0,Turnover by Team (shot clock),,63,51
209,2,0:00.0,,C. Payne misses 2-pt jump shot from 14 ft (block by J. Allen),63,51
210,2,0:00.0,,Offensive rebound by Team,63,51
211,3,11:42.0,,C. Felício misses 2-pt hook shot from 2 ft,63,51
212,3,11:42.0,Defensive rebound by J. Harris,,63,51
213,3,11:39.0,Turnover by J. Harris (lost ball; steal by D. Nwaba),,63,51
214,3,11:39.0,,C. Felício makes 2-pt layup from 1 ft (assist by D. Nwaba),63,53
215,3,11:25.0,A. Crabbe misses 3-pt jump shot from 25 ft,,63,53
216,3,11:25.0,,Defensive rebound by C. Payne,63,53
217,3,11:18.0,,C. Payne makes 3-pt jump shot from 25 ft,63,56
218,3,10:58.0,J. Harris makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,66,56
219,3,10:34.0,,C. Felício makes 2-pt layup from 1 ft (assist by C. Payne),66,58
220,3,10:26.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),,69,58
221,3,10:18.0,,Offensive foul by C. Felício (drawn by D. Russell),69,58
222,3,10:18.0,,Turnover by C. Felício (offensive foul),69,58
223,3,10:08.0,Personal foul by C. Felício (drawn by D. Russell),,69,58
224,3,9:54.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by J. Harris),,72,58
225,3,9:45.0,,C. Payne misses 2-pt jump shot from 13 ft,72,58
226,3,9:45.0,Defensive rebound by J. Allen,,72,58
227,3,9:26.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,72,58
228,3,9:26.0,,Defensive rebound by Team,72,58
229,3,9:09.0,,C. Felício makes 2-pt layup from 1 ft (assist by C. Payne),72,60
230,3,8:56.0,Turnover by D. Russell (bad pass; steal by J. Holiday),,72,60
231,3,8:52.0,,C. Felício makes 2-pt layup at rim (assist by J. Holiday),72,62
232,3,8:52.0,Brooklyn full timeout,,72,62
233,3,8:33.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Harris),,75,62
234,3,8:19.0,,J. Holiday misses 3-pt jump shot from 25 ft,75,62
235,3,8:19.0,Defensive rebound by R. Hollis-Jefferson,,75,62
236,3,8:12.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by B. Portis),,75,62
237,3,8:12.0,Offensive rebound by Team,,75,62
238,3,8:05.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),,78,62
239,3,7:53.0,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson),78,62
240,3,7:45.0,J. Harris misses 3-pt jump shot from 25 ft,,78,62
241,3,7:43.0,,Defensive rebound by J. Holiday,78,62
242,3,7:43.0,,B. Portis misses 2-pt layup from 2 ft (block by J. Harris),78,62
243,3,7:43.0,,Offensive rebound by Team,78,62
244,3,7:31.0,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson),78,62
245,3,7:31.0,Personal foul by B. Portis (drawn by R. Hollis-Jefferson),,78,62
246,3,7:22.0,Turnover by D. Russell (traveling),,78,62
247,3,7:10.0,,J. Holiday makes 2-pt jump shot from 2 ft,78,64
248,3,6:56.0,J. Allen makes 2-pt dunk at rim (assist by J. Harris),,80,64
249,3,6:45.0,S. Dinwiddie enters the game for J. Harris,,80,64
250,3,6:36.0,,J. Holiday misses 3-pt jump shot from 24 ft,80,64
251,3,6:32.0,,Offensive rebound by C. Felício,80,64
252,3,6:30.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by D. Nwaba),80,67
253,3,6:07.0,A. Crabbe makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,83,67
254,3,5:49.0,,C. Payne makes 2-pt layup from 1 ft,83,69
255,3,5:32.0,A. Crabbe misses 3-pt jump shot from 22 ft,,83,69
256,3,5:28.0,,Defensive rebound by B. Portis,83,69
257,3,5:15.0,,Personal foul by A. Crabbe (drawn by J. Holiday),83,69
258,3,5:15.0,,R. Arcidiacono enters the game for D. Nwaba,83,69
259,3,5:15.0,,S. Kilpatrick enters the game for C. Payne,83,69
260,3,5:15.0,C. LeVert enters the game for J. Allen,,83,69
261,3,5:15.0,D. Cunningham enters the game for A. Crabbe,,83,69
262,3,5:05.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,83,69
263,3,5:05.0,Defensive rebound by R. Hollis-Jefferson,,83,69
264,3,4:55.0,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,86,69
265,3,4:54.0,,Chicago full timeout,86,69
266,3,4:38.0,,B. Portis misses 2-pt jump shot from 19 ft,86,69
267,3,4:35.0,Defensive rebound by R. Hollis-Jefferson,,86,69
268,3,4:18.0,D. Russell misses 2-pt layup from 1 ft,,86,69
269,3,4:16.0,,Defensive rebound by B. Portis,86,69
270,3,4:10.0,,Turnover by S. Kilpatrick (bad pass; steal by R. Hollis-Jefferson),86,69
271,3,4:10.0,Personal foul by R. Arcidiacono (drawn by R. Hollis-Jefferson),,86,69
272,3,4:10.0,Q. Acy enters the game for D. Russell,,86,69
273,3,4:10.0,J. Harris enters the game for R. Hollis-Jefferson,,86,69
274,3,3:49.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by C. LeVert),,89,69
275,3,3:34.0,,C. Felício misses 2-pt hook shot from 6 ft,89,69
276,3,3:31.0,Defensive rebound by D. Cunningham,,89,69
277,3,3:13.0,Turnover by S. Dinwiddie (bad pass; steal by J. Holiday),,89,69
278,3,3:07.0,,J. Holiday misses 3-pt jump shot from 24 ft,89,69
279,3,3:02.0,Defensive rebound by J. Harris,,89,69
280,3,2:53.0,J. Harris misses 2-pt layup from 1 ft,,89,69
281,3,2:51.0,,Defensive rebound by R. Arcidiacono,89,69
282,3,2:47.0,,J. Holiday misses 3-pt jump shot from 25 ft,89,69
283,3,2:42.0,Defensive rebound by D. Cunningham,,89,69
284,3,2:34.0,Q. Acy misses 3-pt jump shot from 26 ft,,89,69
285,3,2:29.0,,Defensive rebound by S. Kilpatrick,89,69
286,3,2:23.0,,S. Kilpatrick makes 2-pt jump shot from 18 ft,89,71
287,3,2:22.0,Brooklyn full timeout,,89,71
288,3,2:22.0,,Ö. Aşık enters the game for B. Portis,89,71
289,3,2:22.0,,J. Grant enters the game for C. Felício,89,71
290,3,2:22.0,,D. Nwaba enters the game for J. Holiday,89,71
291,3,2:06.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,89,71
292,3,2:00.0,Offensive rebound by D. Cunningham,,89,71
293,3,2:00.0,D. Cunningham misses 2-pt layup at rim,,89,71
294,3,1:59.0,,Defensive rebound by Ö. Aşık,89,71
295,3,1:53.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,89,71
296,3,1:51.0,Defensive rebound by D. Cunningham,,89,71
297,3,1:44.0,D. Cunningham makes 2-pt layup from 1 ft (assist by C. LeVert),,91,71
298,3,1:44.0,Shooting foul by D. Nwaba (drawn by D. Cunningham),,91,71
299,3,1:44.0,D. Cunningham makes free throw 1 of 1,,92,71
300,3,1:29.0,,Shooting foul by D. Cunningham (drawn by D. Nwaba),92,71
301,3,1:29.0,,D. Nwaba makes free throw 1 of 2,92,72
302,3,1:29.0,,D. Nwaba makes free throw 2 of 2,92,73
303,3,1:16.0,Q. Acy makes 3-pt jump shot from 22 ft (assist by C. LeVert),,95,73
304,3,1:01.0,,S. Kilpatrick makes 2-pt jump shot from 15 ft,95,75
305,3,0:43.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,95,75
306,3,0:43.0,,Defensive rebound by D. Nwaba,95,75
307,3,0:27.0,,S. Kilpatrick makes 2-pt jump shot from 16 ft,95,77
308,3,0:03.0,Personal foul by D. Nwaba (drawn by Q. Acy),,95,77
309,3,0:03.0,Q. Acy makes free throw 1 of 2,,96,77
310,3,0:03.0,Q. Acy misses free throw 2 of 2,,96,77
311,3,0:00.0,,Defensive rebound by S. Kilpatrick,96,77
312,3,0:00.0,,S. Kilpatrick misses 3-pt jump shot from 41 ft,96,77
313,3,0:00.0,,Offensive rebound by Team,96,77
314,4,11:34.0,D. Cunningham misses 3-pt jump shot from 24 ft,,96,77
315,4,11:31.0,,Defensive rebound by J. Grant,96,77
316,4,11:29.0,,Shooting foul by S. Dinwiddie (drawn by S. Kilpatrick),96,77
317,4,11:29.0,,S. Kilpatrick makes free throw 1 of 2,96,78
318,4,11:29.0,,S. Kilpatrick makes free throw 2 of 2,96,79
319,4,11:13.0,Q. Acy makes 3-pt jump shot from 23 ft (assist by D. Cunningham),,99,79
320,4,11:01.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,99,79
321,4,11:01.0,Defensive rebound by Q. Acy,,99,79
322,4,10:47.0,D. Cunningham misses 3-pt jump shot from 22 ft,,99,79
323,4,10:44.0,,Defensive rebound by R. Arcidiacono,99,79
324,4,10:37.0,,D. Nwaba misses 2-pt jump shot from 11 ft,99,79
325,4,10:32.0,Defensive rebound by Q. Acy,,99,79
326,4,10:24.0,C. LeVert makes 2-pt jump shot from 2 ft,,101,79
327,4,10:24.0,Shooting foul by Ö. Aşık (drawn by C. LeVert),,101,79
328,4,10:24.0,,C. Felício enters the game for Ö. Aşık,101,79
329,4,10:24.0,C. LeVert makes free throw 1 of 1,,102,79
330,4,10:14.0,,S. Kilpatrick misses 2-pt jump shot from 19 ft,102,79
331,4,10:14.0,Defensive rebound by C. LeVert,,102,79
332,4,10:03.0,Q. Acy misses 3-pt jump shot from 27 ft,,102,79
333,4,10:01.0,,Defensive rebound by D. Nwaba,102,79
334,4,9:54.0,,D. Nwaba misses 2-pt jump shot from 4 ft (block by Q. Acy),102,79
335,4,9:51.0,Defensive rebound by D. Cunningham,,102,79
336,4,9:50.0,C. LeVert makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,104,79
337,4,9:50.0,,Chicago full timeout,104,79
338,4,9:50.0,,B. Portis enters the game for D. Nwaba,104,79
339,4,9:24.0,,B. Portis makes 2-pt jump shot from 3 ft,104,81
340,4,9:03.0,D. Cunningham makes 2-pt layup at rim (assist by C. LeVert),,106,81
341,4,8:45.0,,J. Grant misses 2-pt jump shot from 10 ft,106,81
342,4,8:43.0,Defensive rebound by D. Cunningham,,106,81
343,4,8:35.0,S. Dinwiddie misses 3-pt jump shot from 22 ft,,106,81
344,4,8:32.0,,Defensive rebound by C. Felício,106,81
345,4,8:25.0,,Shooting foul by D. Cunningham (drawn by S. Kilpatrick),106,81
346,4,8:25.0,,S. Kilpatrick makes free throw 1 of 2,106,82
347,4,8:25.0,M. Doyle enters the game for C. LeVert,,106,82
348,4,8:25.0,,S. Kilpatrick makes free throw 2 of 2,106,83
349,4,8:15.0,Turnover by S. Dinwiddie (bad pass),,106,83
350,4,7:56.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,106,83
351,4,7:55.0,,Offensive rebound by Team,106,83
352,4,7:55.0,Loose ball foul by Q. Acy (drawn by B. Portis),,106,83
353,4,7:55.0,,J. Holiday enters the game for S. Kilpatrick,106,83
354,4,7:55.0,,C. Payne enters the game for R. Arcidiacono,106,83
355,4,7:49.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Grant),106,86
356,4,7:33.0,Q. Acy misses 3-pt jump shot from 26 ft,,106,86
357,4,7:30.0,,Defensive rebound by C. Payne,106,86
358,4,7:20.0,,Personal foul by Q. Acy (drawn by B. Portis),106,86
359,4,7:18.0,,B. Portis misses 3-pt jump shot from 24 ft,106,86
360,4,7:15.0,,Offensive rebound by C. Felício,106,86
361,4,7:15.0,,Turnover by C. Felício (step out of bounds),106,86
362,4,7:03.0,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,109,86
363,4,6:45.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by B. Portis),109,89
364,4,6:39.0,Brooklyn full timeout,,109,89
365,4,6:39.0,T. Mozgov enters the game for Q. Acy,,109,89
366,4,6:31.0,Offensive foul by T. Mozgov (drawn by J. Grant),,109,89
367,4,6:31.0,Turnover by T. Mozgov (offensive foul),,109,89
368,4,6:19.0,,C. Felício misses 2-pt jump shot from 13 ft,109,89
369,4,6:16.0,Defensive rebound by D. Cunningham,,109,89
