,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
43,1,5:27.0,,L. James misses 2-pt layup from 1 ft (block by J. Parker),14,12
44,1,5:27.0,Defensive rebound by E. Bledsoe,,14,12
45,1,5:22.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,14,12
46,1,5:19.0,Offensive rebound by J. Parker,,14,12
47,1,5:18.0,T. Snell misses 3-pt jump shot from 26 ft,,14,12
48,1,5:16.0,,Defensive rebound by L. James,14,12
49,1,5:08.0,,L. James makes 2-pt layup at rim (assist by K. Love),14,14
50,1,4:41.0,J. Henson makes 2-pt jump shot from 21 ft (assist by E. Bledsoe),,16,14
51,1,4:24.0,,K. Korver makes 3-pt jump shot from 35 ft (assist by K. Love),16,17
52,1,4:17.0,J. Parker makes 2-pt layup from 1 ft,,18,17
53,1,4:00.0,,K. Love misses 2-pt jump shot from 17 ft,18,17
54,1,3:58.0,,Offensive rebound by K. Love,18,17
55,1,3:56.0,,K. Love makes 2-pt jump shot from 18 ft,18,19
56,1,3:28.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,18,19
57,1,3:26.0,,Defensive rebound by G. Hill,18,19
58,1,3:21.0,,Cleveland full timeout,18,19
59,1,3:21.0,,J. Smith enters the game for K. Love,18,19
60,1,3:21.0,,J. Clarkson enters the game for K. Korver,18,19
61,1,3:21.0,,A. Žižić enters the game for J. Green,18,19
62,1,3:21.0,S. Brown enters the game for T. Snell,,18,19
63,1,3:21.0,T. Maker enters the game for J. Henson,,18,19
64,1,3:08.0,,L. James misses 2-pt layup at rim,18,19
65,1,3:08.0,,Offensive rebound by L. James,18,19
66,1,3:08.0,,L. James makes 2-pt layup at rim,18,21
67,1,3:08.0,,Shooting foul by S. Brown (drawn by L. James),18,21
68,1,3:08.0,,J. Calderón enters the game for G. Hill,18,21
69,1,3:08.0,,L. James makes free throw 1 of 1,18,22
70,1,2:56.0,K. Middleton makes 2-pt jump shot from 21 ft (assist by J. Parker),,20,22
71,1,2:42.0,,L. James makes 2-pt layup at rim,20,24
72,1,2:25.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by J. Parker),,22,24
73,1,2:25.0,Shooting foul by A. Žižić (drawn by E. Bledsoe),,22,24
74,1,2:25.0,E. Bledsoe makes free throw 1 of 1,,23,24
75,1,2:11.0,,J. Smith misses 3-pt jump shot from 24 ft,23,24
76,1,2:08.0,Defensive rebound by S. Brown,,23,24
77,1,2:04.0,J. Parker makes 2-pt jump shot from 18 ft,,25,24
78,1,1:38.0,,J. Clarkson misses 3-pt jump shot from 29 ft,25,24
79,1,1:38.0,Defensive rebound by Team,,25,24
80,1,1:38.0,B. Jennings enters the game for E. Bledsoe,,25,24
81,1,1:22.0,Turnover by K. Middleton (bad pass; steal by J. Clarkson),,25,24
82,1,1:13.0,,L. James misses 2-pt layup from 1 ft,25,24
83,1,1:09.0,,Offensive rebound by A. Žižić,25,24
84,1,1:09.0,,A. Žižić makes 2-pt layup at rim,25,26
85,1,1:00.0,J. Parker misses 2-pt jump shot from 20 ft,,25,26
86,1,0:59.0,,Defensive rebound by L. James,25,26
87,1,0:47.0,,Shooting foul by J. Parker (drawn by L. James),25,26
88,1,0:47.0,,L. James misses free throw 1 of 2,25,26
89,1,0:47.0,,Offensive rebound by Team,25,26
90,1,0:47.0,,L. James misses free throw 2 of 2,25,26
91,1,0:45.0,Defensive rebound by J. Parker,,25,26
92,1,0:32.0,K. Middleton misses 3-pt jump shot from 24 ft,,25,26
93,1,0:29.0,,Defensive rebound by J. Smith,25,26
94,1,0:19.0,,Turnover by J. Smith (bad pass; steal by T. Maker),25,26
95,1,0:15.0,S. Brown misses 2-pt layup from 1 ft,,25,26
96,1,0:12.0,,Defensive rebound by A. Žižić,25,26
97,1,0:00.0,,L. James misses 3-pt jump shot from 25 ft,25,26
98,1,0:00.0,,Offensive rebound by Team,25,26
99,2,11:46.0,,Shooting foul by T. Maker (drawn by A. Žižić),25,26
100,2,11:46.0,,A. Žižić makes free throw 1 of 2,25,27
101,2,11:46.0,,A. Žižić makes free throw 2 of 2,25,28
102,2,11:32.0,B. Jennings makes 2-pt jump shot from 18 ft,,27,28
103,2,11:16.0,,J. Green misses 2-pt hook shot from 2 ft,27,28
104,2,11:14.0,Defensive rebound by J. Parker,,27,28
105,2,11:06.0,T. Maker misses 3-pt jump shot from 25 ft,,27,28
106,2,11:04.0,,Defensive rebound by J. Clarkson,27,28
107,2,10:41.0,,J. Calderón misses 2-pt jump shot from 11 ft,27,28
108,2,10:39.0,,Offensive rebound by A. Žižić,27,28
109,2,10:37.0,,A. Žižić misses 2-pt layup from 1 ft,27,28
110,2,10:37.0,,Offensive rebound by A. Žižić,27,28
111,2,10:27.0,,A. Žižić makes 2-pt layup at rim,27,30
112,2,10:21.0,J. Parker misses 2-pt jump shot from 16 ft,,27,30
113,2,10:18.0,,Defensive rebound by J. Calderón,27,30
114,2,10:13.0,,A. Žižić makes 2-pt layup at rim (assist by J. Calderón),27,32
115,2,10:00.0,B. Jennings makes 2-pt jump shot from 13 ft,,29,32
116,2,9:41.0,,J. Calderón misses 3-pt jump shot from 25 ft,29,32
117,2,9:39.0,,Offensive rebound by Team,29,32
118,2,9:39.0,Loose ball foul by J. Parker (drawn by A. Žižić),,29,32
119,2,9:39.0,G. Antetokounmpo enters the game for S. Brown,,29,32
120,2,9:28.0,,J. Green makes 2-pt hook shot from 7 ft,29,34
121,2,9:14.0,T. Maker misses 2-pt layup from 2 ft (block by A. Žižić),,29,34
122,2,9:14.0,Offensive rebound by Team,,29,34
123,2,9:06.0,T. Maker misses 2-pt jump shot from 15 ft,,29,34
124,2,9:04.0,Offensive rebound by G. Antetokounmpo,,29,34
125,2,9:04.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,31,34
126,2,9:04.0,Shooting foul by A. Žižić (drawn by G. Antetokounmpo),,31,34
127,2,9:04.0,G. Antetokounmpo makes free throw 1 of 1,,32,34
128,2,8:53.0,,J. Calderón makes 2-pt layup from 1 ft,32,36
129,2,8:42.0,Turnover by B. Jennings (bad pass),,32,36
130,2,8:35.0,,J. Calderón misses 2-pt layup from 3 ft (block by B. Jennings),32,36
131,2,8:34.0,,Offensive rebound by Team,32,36
132,2,8:30.0,,J. Clarkson misses 2-pt jump shot from 18 ft,32,36
133,2,8:30.0,Defensive rebound by J. Parker,,32,36
134,2,8:22.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Jennings),,34,36
135,2,8:14.0,,J. Smith makes 3-pt jump shot from 26 ft,34,39
136,2,8:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Jennings),,36,39
137,2,8:06.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,36,39
138,2,8:06.0,G. Antetokounmpo makes free throw 1 of 1,,37,39
139,2,7:49.0,,J. Clarkson misses 3-pt jump shot from 23 ft,37,39
140,2,7:49.0,Defensive rebound by G. Antetokounmpo,,37,39
141,2,7:39.0,J. Parker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,40,39
142,2,7:27.0,,Cleveland full timeout,40,39
143,2,7:27.0,,L. James enters the game for A. Žižić,40,39
144,2,7:18.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by J. Green),40,42
145,2,6:55.0,J. Parker makes 2-pt jump shot from 13 ft,,42,42
146,2,6:28.0,,L. James misses 2-pt jump shot from 16 ft,42,42
147,2,6:26.0,Defensive rebound by G. Antetokounmpo,,42,42
148,2,6:23.0,T. Maker makes 2-pt dunk from 2 ft (assist by B. Jennings),,44,42
149,2,5:54.0,,J. Clarkson makes 2-pt jump shot from 13 ft,44,44
150,2,5:39.0,T. Maker makes 2-pt hook shot from 9 ft (assist by B. Jennings),,46,44
151,2,5:21.0,,Turnover by L. James (lost ball; steal by J. Parker),46,44
152,2,5:15.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Green),,46,44
153,2,5:12.0,,L. James makes 2-pt dunk at rim (assist by J. Green),46,46
154,2,4:47.0,T. Maker makes 2-pt hook shot from 9 ft (assist by G. Antetokounmpo),,48,46
155,2,4:28.0,,J. Green makes 2-pt dunk from 1 ft (assist by L. James),48,48
156,2,4:26.0,Milwaukee full timeout,,48,48
157,2,4:26.0,,K. Love enters the game for J. Smith,48,48
158,2,4:26.0,,G. Hill enters the game for J. Clarkson,48,48
159,2,4:26.0,,K. Korver enters the game for J. Calderón,48,48
160,2,4:26.0,E. Bledsoe enters the game for J. Terry,,48,48
161,2,4:26.0,T. Snell enters the game for T. Maker,,48,48
162,2,4:26.0,K. Middleton enters the game for B. Jennings,,48,48
163,2,4:26.0,J. Henson enters the game for J. Parker,,48,48
164,2,4:17.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,51,48
165,2,4:00.0,,L. James makes 2-pt dunk from 1 ft (assist by G. Hill),51,50
166,2,3:38.0,J. Henson misses 2-pt layup from 2 ft (block by K. Love),,51,50
167,2,3:36.0,,Defensive rebound by G. Hill,51,50
168,2,3:28.0,,L. James makes 2-pt layup from 2 ft,51,52
169,2,3:05.0,E. Bledsoe misses 2-pt jump shot from 22 ft,,51,52
170,2,3:00.0,,Defensive rebound by K. Korver,51,52
171,2,2:49.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),51,55
172,2,2:31.0,,Violation by L. James (kicked ball),51,55
173,2,2:28.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,51,55
174,2,2:25.0,,Defensive rebound by K. Love,51,55
175,2,2:18.0,,K. Love makes 3-pt jump shot from 32 ft (assist by L. James),51,58
176,2,2:18.0,Milwaukee full timeout,,51,58
177,2,2:08.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,53,58
178,2,1:46.0,,L. James misses 2-pt layup from 2 ft,53,58
179,2,1:43.0,Defensive rebound by G. Antetokounmpo,,53,58
180,2,1:40.0,Turnover by E. Bledsoe (bad pass),,53,58
181,2,1:40.0,,J. Smith enters the game for K. Love,53,58
182,2,1:20.0,,K. Korver misses 3-pt jump shot from 22 ft,53,58
183,2,1:17.0,Defensive rebound by G. Antetokounmpo,,53,58
184,2,1:13.0,T. Snell misses 3-pt jump shot from 27 ft,,53,58
185,2,1:11.0,Offensive rebound by Team,,53,58
186,2,1:11.0,,Loose ball foul by J. Smith (drawn by G. Antetokounmpo),53,58
187,2,1:11.0,J. Parker enters the game for J. Henson,,53,58
188,2,1:06.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,55,58
189,2,1:00.0,,L. James makes 2-pt layup from 1 ft,55,60
190,2,1:00.0,,Shooting foul by K. Middleton (drawn by L. James),55,60
191,2,1:00.0,,L. James makes free throw 1 of 1,55,61
192,2,0:37.0,T. Snell makes 2-pt layup at rim,,57,61
193,2,0:23.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by G. Hill),57,64
194,2,0:02.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,57,64
195,2,0:01.0,,Defensive rebound by K. Korver,57,64
196,3,11:41.0,,J. Green makes 2-pt layup from 2 ft (assist by G. Hill),57,66
197,3,11:26.0,E. Bledsoe makes 2-pt layup from 1 ft,,59,66
198,3,11:08.0,,K. Love misses 3-pt jump shot from 22 ft (block by J. Henson),59,66
199,3,11:04.0,Defensive rebound by K. Middleton,,59,66
200,3,10:59.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by T. Snell),,62,66
201,3,10:44.0,,K. Korver misses 3-pt jump shot from 22 ft,62,66
202,3,10:41.0,Defensive rebound by G. Antetokounmpo,,62,66
203,3,10:35.0,Personal foul by L. James (drawn by J. Henson),,62,66
204,3,10:29.0,K. Middleton makes 2-pt layup at rim (assist by E. Bledsoe),,64,66
205,3,10:05.0,,L. James makes 3-pt jump shot from 30 ft (assist by K. Love),64,69
206,3,9:43.0,K. Middleton misses 3-pt jump shot from 22 ft,,64,69
207,3,9:41.0,,Defensive rebound by K. Love,64,69
208,3,9:30.0,,Turnover by J. Green (lost ball; steal by E. Bledsoe),64,69
209,3,9:26.0,,Offensive charge foul by E. Bledsoe (drawn by K. Korver),64,69
210,3,9:26.0,Turnover by E. Bledsoe (offensive foul),,64,69
211,3,9:10.0,,Personal block foul by K. Middleton (drawn by G. Hill),64,69
212,3,9:07.0,,L. James misses 3-pt jump shot from 26 ft,64,69
213,3,9:04.0,Defensive rebound by T. Snell,,64,69
214,3,8:51.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,64,69
215,3,8:48.0,,Defensive rebound by L. James,64,69
216,3,8:34.0,,Turnover by L. James (bad pass; steal by E. Bledsoe),64,69
217,3,8:29.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,66,69
218,3,8:15.0,,Turnover by G. Hill (out of bounds lost ball),66,69
219,3,7:56.0,J. Henson misses 2-pt layup from 1 ft (block by G. Hill),,66,69
220,3,7:56.0,Offensive rebound by Team,,66,69
221,3,7:53.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,66,69
222,3,7:50.0,,Defensive rebound by G. Hill,66,69
223,3,7:42.0,,L. James makes 2-pt layup at rim (assist by K. Love),66,71
224,3,7:27.0,Personal foul by K. Korver (drawn by E. Bledsoe),,66,71
225,3,7:16.0,K. Middleton makes 2-pt layup at rim,,68,71
226,3,7:07.0,,Shooting foul by E. Bledsoe (drawn by J. Green),68,71
227,3,7:07.0,,J. Green makes free throw 1 of 2,68,72
228,3,7:07.0,,J. Green makes free throw 2 of 2,68,73
229,3,6:54.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,68,73
230,3,6:52.0,,Defensive rebound by K. Korver,68,73
231,3,6:38.0,,K. Love makes 3-pt jump shot from 30 ft (assist by L. James),68,76
232,3,6:38.0,Milwaukee full timeout,,68,76
233,3,6:38.0,T. Maker enters the game for J. Henson,,68,76
234,3,6:21.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,70,76
235,3,6:07.0,,Turnover by K. Love (bad pass; steal by T. Maker),70,76
236,3,5:59.0,T. Maker makes 2-pt hook shot from 9 ft (assist by E. Bledsoe),,72,76
237,3,5:40.0,,A. Žižić enters the game for K. Love,72,76
238,3,5:32.0,,Turnover by Team (shot clock),72,76
239,3,5:25.0,T. Maker makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,74,76
240,3,5:09.0,Violation by K. Middleton (kicked ball),,74,76
241,3,5:09.0,,J. Clarkson enters the game for G. Hill,74,76
242,3,4:57.0,,K. Korver misses 2-pt jump shot from 19 ft,74,76
243,3,4:55.0,,Offensive rebound by L. James,74,76
244,3,4:52.0,,L. James makes 3-pt jump shot from 30 ft,74,79
245,3,4:46.0,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Middleton),,77,79
246,3,4:33.0,,L. James makes 3-pt jump shot from 25 ft,77,82
247,3,4:24.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,77,82
248,3,4:20.0,,Defensive rebound by L. James,77,82
249,3,4:14.0,,L. James misses 3-pt jump shot from 24 ft,77,82
250,3,4:14.0,Defensive rebound by Team,,77,82
251,3,4:14.0,J. Parker enters the game for G. Antetokounmpo,,77,82
252,3,4:00.0,Turnover by J. Parker (out of bounds lost ball),,77,82
253,3,4:00.0,,J. Smith enters the game for J. Green,77,82
254,3,3:42.0,,L. James makes 2-pt dunk from 1 ft,77,84
255,3,3:23.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by T. Snell),,80,84
256,3,3:06.0,,Shooting foul by T. Maker (drawn by L. James),80,84
257,3,3:06.0,,L. James makes free throw 1 of 2,80,85
258,3,3:06.0,,J. Calderón enters the game for K. Korver,80,85
259,3,3:06.0,B. Jennings enters the game for E. Bledsoe,,80,85
260,3,3:06.0,G. Antetokounmpo enters the game for T. Snell,,80,85
261,3,3:06.0,,L. James makes free throw 2 of 2,80,86
262,3,2:55.0,K. Middleton misses 2-pt jump shot from 15 ft,,80,86
263,3,2:53.0,,Defensive rebound by L. James,80,86
264,3,2:46.0,,Turnover by L. James (bad pass; steal by J. Parker),80,86
265,3,2:42.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),,82,86
266,3,2:32.0,,Cleveland full timeout,82,86
267,3,2:25.0,,Turnover by L. James (bad pass; steal by K. Middleton),82,86
268,3,2:00.0,J. Parker misses 2-pt jump shot from 9 ft,,82,86
269,3,1:58.0,,Defensive rebound by A. Žižić,82,86
270,3,1:52.0,,A. Žižić makes 2-pt layup from 1 ft (assist by L. James),82,88
271,3,1:52.0,,Shooting foul by K. Middleton (drawn by A. Žižić),82,88
272,3,1:52.0,,A. Žižić makes free throw 1 of 1,82,89
273,3,1:37.0,J. Parker misses 3-pt jump shot from 23 ft,,82,89
274,3,1:34.0,,Defensive rebound by J. Calderón,82,89
275,3,1:21.0,,J. Clarkson makes 2-pt layup from 1 ft,82,91
276,3,1:08.0,K. Middleton makes 2-pt jump shot from 4 ft,,84,91
277,3,1:08.0,Shooting foul by J. Clarkson (drawn by K. Middleton),,84,91
278,3,1:08.0,K. Middleton makes free throw 1 of 1,,85,91
279,3,0:57.0,,L. James misses 3-pt jump shot from 31 ft,85,91
280,3,0:54.0,,Offensive rebound by J. Calderón,85,91
281,3,0:45.0,,L. James makes 2-pt jump shot from 8 ft (assist by J. Clarkson),85,93
282,3,0:39.0,Turnover by J. Parker (bad pass),,85,93
283,3,0:28.0,,L. James misses 2-pt layup from 1 ft,85,93
284,3,0:28.0,,Offensive rebound by A. Žižić,85,93
285,3,0:28.0,,A. Žižić misses 2-pt layup from 1 ft,85,93
286,3,0:28.0,,Offensive rebound by L. James,85,93
287,3,0:05.0,,J. Calderón misses 3-pt jump shot from 24 ft,85,93
288,3,0:02.0,,Offensive rebound by L. James,85,93
289,3,0:02.0,,L. James misses 2-pt jump shot from 13 ft,85,93
290,3,0:02.0,Defensive rebound by Team,,85,93
291,3,0:02.0,,J. Green enters the game for L. James,85,93
292,3,0:00.0,J. Parker misses 3-pt jump shot from 35 ft,,85,93
293,3,0:00.0,Offensive rebound by Team,,85,93
294,4,11:40.0,B. Jennings misses 2-pt jump shot from 9 ft,,85,93
295,4,11:38.0,Offensive rebound by J. Parker,,85,93
296,4,11:37.0,Turnover by J. Parker (step out of bounds),,85,93
297,4,11:22.0,,J. Clarkson misses 2-pt layup from 1 ft,85,93
298,4,11:21.0,,Offensive rebound by Team,85,93
299,4,11:16.0,,J. Clarkson makes 3-pt jump shot from 22 ft (assist by J. Smith),85,96
300,4,10:59.0,Shooting foul by A. Žižić (drawn by G. Antetokounmpo),,85,96
301,4,10:59.0,G. Antetokounmpo makes free throw 1 of 2,,86,96
302,4,10:59.0,G. Antetokounmpo makes free throw 2 of 2,,87,96
303,4,10:48.0,Technical foul by J. Terry,,87,96
304,4,10:48.0,,A. Žižić makes flagrant free throw 1 of 2,87,97
305,4,10:48.0,,A. Žižić makes flagrant free throw 2 of 2,87,98
306,4,10:48.0,E. Bledsoe enters the game for B. Jennings,,87,98
307,4,10:31.0,,Turnover by J. Smith (bad pass; steal by J. Henson),87,98
308,4,10:27.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by J. Henson),,89,98
309,4,10:12.0,,Personal foul by J. Henson (drawn by A. Žižić),89,98
310,4,10:02.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Green),89,101
311,4,9:39.0,Turnover by E. Bledsoe (bad pass),,89,101
312,4,9:15.0,,J. Smith makes 2-pt jump shot from 8 ft,89,103
313,4,9:15.0,Milwaukee full timeout,,89,103
314,4,9:15.0,K. Middleton enters the game for J. Terry,,89,103
315,4,9:15.0,T. Snell enters the game for J. Henson,,89,103
316,4,8:56.0,Shooting foul by A. Žižić (drawn by E. Bledsoe),,89,103
317,4,8:56.0,E. Bledsoe makes free throw 1 of 2,,90,103
318,4,8:56.0,E. Bledsoe misses free throw 2 of 2,,90,103
319,4,8:54.0,,Defensive rebound by J. Smith,90,103
320,4,8:39.0,,J. Clarkson misses 3-pt jump shot from 27 ft,90,103
321,4,8:37.0,Defensive rebound by K. Middleton,,90,103
322,4,8:36.0,Turnover by K. Middleton (bad pass),,90,103
323,4,8:36.0,,L. James enters the game for A. Žižić,90,103
324,4,8:20.0,,J. Green makes 2-pt hook shot from 10 ft (assist by J. Calderón),90,105
325,4,8:08.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,90,105
326,4,8:04.0,,Defensive rebound by J. Clarkson,90,105
327,4,7:54.0,,J. Calderón misses 2-pt layup at rim (block by E. Bledsoe),90,105
328,4,7:50.0,Defensive rebound by J. Parker,,90,105
329,4,7:50.0,J. Parker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,92,105
330,4,7:50.0,Shooting foul by J. Smith (drawn by J. Parker),,92,105
331,4,7:50.0,J. Parker makes free throw 1 of 1,,93,105
332,4,7:29.0,,Shooting foul by E. Bledsoe (drawn by J. Clarkson),93,105
333,4,7:29.0,,J. Clarkson makes free throw 1 of 2,93,106
334,4,7:29.0,,K. Love enters the game for J. Calderón,93,106
335,4,7:29.0,,J. Clarkson makes free throw 2 of 2,93,107
336,4,7:20.0,G. Antetokounmpo makes 2-pt jump shot from 21 ft,,95,107
337,4,7:03.0,,K. Love misses 2-pt jump shot from 13 ft,95,107
338,4,7:03.0,,Offensive rebound by Team,95,107
339,4,7:03.0,Loose ball foul by K. Middleton (drawn by J. Green),,95,107
340,4,6:47.0,,L. James misses 2-pt jump shot from 18 ft,95,107
341,4,6:45.0,Defensive rebound by E. Bledsoe,,95,107
342,4,6:45.0,Personal foul by J. Clarkson (drawn by E. Bledsoe),,95,107
343,4,6:30.0,Shooting foul by L. James (drawn by G. Antetokounmpo),,95,107
344,4,6:30.0,G. Antetokounmpo makes free throw 1 of 2,,96,107
345,4,6:30.0,,K. Korver enters the game for J. Smith,96,107
346,4,6:30.0,G. Antetokounmpo makes free throw 2 of 2,,97,107
347,4,6:07.0,,J. Green misses 3-pt jump shot from 25 ft,97,107
348,4,6:04.0,Defensive rebound by G. Antetokounmpo,,97,107
349,4,6:01.0,Turnover by G. Antetokounmpo (bad pass; steal by L. James),,97,107
350,4,5:54.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. James),97,110
351,4,5:39.0,Turnover by E. Bledsoe (bad pass),,97,110
352,4,5:35.0,,Personal foul by J. Parker (drawn by K. Love),97,110
353,4,5:35.0,,K. Love makes free throw 1 of 2,97,111
354,4,5:35.0,Milwaukee full timeout,,97,111
355,4,5:35.0,T. Maker enters the game for J. Parker,,97,111
356,4,5:35.0,,K. Love makes free throw 2 of 2,97,112
357,4,5:23.0,Personal foul by J. Green (drawn by G. Antetokounmpo),,97,112
358,4,5:23.0,G. Antetokounmpo makes free throw 1 of 2,,98,112
359,4,5:23.0,G. Antetokounmpo makes free throw 2 of 2,,99,112
360,4,5:00.0,,L. James makes 2-pt jump shot from 18 ft,99,114
361,4,4:36.0,T. Maker misses 3-pt jump shot from 22 ft (block by J. Green),,99,114
362,4,4:34.0,,Defensive rebound by K. Love,99,114
363,4,4:34.0,,Personal foul by G. Antetokounmpo (drawn by K. Love),99,114
364,4,4:34.0,,K. Love makes free throw 1 of 2,99,115
365,4,4:34.0,,K. Love makes free throw 2 of 2,99,116
366,4,4:23.0,T. Snell misses 3-pt jump shot from 23 ft,,99,116
367,4,4:21.0,,Defensive rebound by K. Love,99,116
368,4,4:09.0,,J. Clarkson misses 3-pt jump shot from 26 ft,99,116
369,4,4:07.0,Defensive rebound by K. Middleton,,99,116
370,4,3:56.0,Shooting foul by J. Green (drawn by G. Antetokounmpo),,99,116
371,4,3:56.0,G. Antetokounmpo makes free throw 1 of 2,,100,116
372,4,3:56.0,G. Antetokounmpo makes free throw 2 of 2,,101,116
373,4,3:37.0,,Shooting foul by T. Maker (drawn by L. James),101,116
374,4,3:37.0,,L. James misses free throw 1 of 2,101,116
375,4,3:37.0,,Offensive rebound by Team,101,116
376,4,3:37.0,,L. James makes free throw 2 of 2,101,117
377,4,3:30.0,,Offensive charge foul by K. Middleton (drawn by K. Love),101,117
378,4,3:30.0,Turnover by K. Middleton (offensive foul),,101,117
379,4,3:16.0,,Turnover by J. Green (lost ball; steal by T. Maker),101,117
380,4,3:11.0,T. Snell misses 3-pt jump shot from 22 ft,,101,117
381,4,3:09.0,Offensive rebound by G. Antetokounmpo,,101,117
382,4,3:09.0,G. Antetokounmpo makes 2-pt layup at rim,,103,117
