,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
385,4,5:29.0,,J. Collins makes 2-pt layup at rim (assist by D. Schröder),103,94
386,4,5:13.0,Turnover by D. West (bad pass),,103,94
387,4,5:13.0,K. Durant enters the game for N. Young,,103,94
388,4,4:59.0,,T. Prince misses 2-pt layup from 1 ft,103,94
389,4,4:56.0,Defensive rebound by K. Durant,,103,94
390,4,4:52.0,D. Green makes 2-pt layup at rim (assist by A. Iguodala),,105,94
391,4,4:43.0,,D. Schröder misses 2-pt jump shot from 17 ft,105,94
392,4,4:37.0,Defensive rebound by K. Durant,,105,94
393,4,4:32.0,Turnover by D. Green (bad pass; steal by D. Dedmon),,105,94
394,4,4:25.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by T. Prince),105,97
395,4,4:24.0,Golden State full timeout,,105,97
396,4,4:24.0,,M. Delaney enters the game for D. Dedmon,105,97
397,4,4:24.0,N. Young enters the game for D. West,,105,97
398,4,4:11.0,K. Durant misses 3-pt jump shot from 24 ft,,105,97
399,4,4:03.0,Offensive rebound by A. Iguodala,,105,97
400,4,4:03.0,A. Iguodala makes 2-pt dunk at rim,,107,97
401,4,3:54.0,,D. Schröder misses 2-pt layup from 1 ft,107,97
402,4,3:51.0,Defensive rebound by D. Green,,107,97
403,4,3:49.0,K. Durant makes 2-pt jump shot from 6 ft,,109,97
404,4,3:32.0,,T. Prince misses 3-pt jump shot from 23 ft,109,97
405,4,3:29.0,Defensive rebound by K. Thompson,,109,97
406,4,3:17.0,K. Durant misses 2-pt jump shot from 13 ft,,109,97
407,4,3:13.0,,Defensive rebound by J. Collins,109,97
408,4,3:06.0,,T. Prince misses 3-pt jump shot from 22 ft,109,97
409,4,3:05.0,,Offensive rebound by Team,109,97
410,4,3:05.0,Loose ball foul by N. Young (drawn by J. Collins),,109,97
411,4,3:05.0,,D. Dedmon enters the game for M. Delaney,109,97
412,4,2:48.0,,Turnover by K. Bazemore (bad pass; steal by K. Durant),109,97
413,4,2:43.0,Turnover by K. Thompson (bad pass; steal by T. Prince),,109,97
414,4,2:38.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),109,100
415,4,2:18.0,Shooting foul by J. Collins (drawn by K. Durant),,109,100
416,4,2:18.0,K. Durant makes free throw 1 of 2,,110,100
417,4,2:18.0,K. Durant makes free throw 2 of 2,,111,100
418,4,2:06.0,,K. Bazemore makes 2-pt dunk at rim (assist by J. Collins),111,102
419,4,1:53.0,Turnover by K. Durant (bad pass; steal by D. Schröder),,111,102
420,4,1:49.0,,Personal foul by K. Thompson (drawn by D. Schröder),111,102
421,4,1:35.0,,Turnover by T. Prince (out of bounds lost ball),111,102
422,4,1:11.0,A. Iguodala misses 3-pt jump shot from 23 ft,,111,102
423,4,1:06.0,,Defensive rebound by K. Bazemore,111,102
424,4,1:04.0,,Shooting foul by K. Durant (drawn by J. Collins),111,102
425,4,1:04.0,,J. Collins makes free throw 1 of 2,111,103
426,4,1:04.0,,J. Collins makes free throw 2 of 2,111,104
427,4,0:52.0,K. Durant misses 2-pt jump shot from 17 ft,,111,104
428,4,0:48.0,,Defensive rebound by D. Dedmon,111,104
429,4,0:38.0,,D. Schröder makes 2-pt layup from 8 ft,111,106
430,4,0:28.0,N. Young misses 3-pt jump shot from 22 ft,,111,106
431,4,0:24.0,,Defensive rebound by D. Schröder,111,106
432,4,0:20.0,,Shooting foul by D. Green (drawn by D. Schröder),111,106
433,4,0:20.0,,D. Schröder makes free throw 1 of 3,111,107
434,4,0:20.0,,D. Schröder makes free throw 2 of 3,111,108
435,4,0:20.0,,D. Schröder makes free throw 3 of 3,111,109
436,4,0:19.0,Golden State full timeout,,111,109
437,4,0:19.0,,M. Delaney enters the game for J. Collins,111,109
438,4,0:18.0,Personal take foul by T. Prince (drawn by K. Thompson),,111,109
439,4,0:18.0,Personal foul by D. Schröder (drawn by K. Durant),,111,109
440,4,0:18.0,K. Durant misses free throw 1 of 2,,111,109
441,4,0:18.0,Offensive rebound by Team,,111,109
442,4,0:18.0,K. Durant makes free throw 2 of 2,,112,109
443,4,0:18.0,,Atlanta full timeout,112,109
444,4,0:18.0,,M. Muscala enters the game for M. Delaney,112,109
445,4,0:07.0,,Turnover by K. Bazemore (lost ball; steal by A. Iguodala),112,109
446,4,0:06.0,A. Iguodala makes 2-pt dunk from 1 ft,,114,109
447,4,0:01.0,,D. Schröder misses 3-pt jump shot from 26 ft,114,109
448,4,0:01.0,,Offensive rebound by Team,114,109
