,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ATLANTA_ACTION,LA CLIPPERS_SCORE,ATLANTA_SCORE
378,4,3:40.0,,M. Belinelli makes free throw 2 of 2,111,99
379,4,3:16.0,L. Williams makes 2-pt layup from 4 ft (assist by B. Griffin),,113,99
380,4,3:05.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by D. Schröder),113,101
381,4,2:50.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by L. Williams),,116,101
382,4,2:33.0,,K. Bazemore misses 3-pt jump shot from 24 ft,116,101
383,4,2:30.0,Defensive rebound by B. Griffin,,116,101
384,4,2:19.0,Turnover by L. Williams (out of bounds lost ball),,116,101
385,4,2:13.0,,D. Schröder misses 2-pt jump shot from 20 ft,116,101
386,4,2:09.0,,Offensive rebound by D. Schröder,116,101
387,4,2:08.0,,D. Dedmon misses 3-pt jump shot from 24 ft,116,101
388,4,2:08.0,Defensive rebound by D. Jordan,,116,101
389,4,1:46.0,B. Griffin misses 3-pt jump shot from 27 ft,,116,101
390,4,1:42.0,,Defensive rebound by K. Bazemore,116,101
391,4,1:41.0,,Turnover by K. Bazemore (lost ball; steal by A. Rivers),116,101
392,4,1:19.0,Turnover by B. Griffin (bad pass; steal by D. Schröder),,116,101
393,4,1:14.0,,M. Belinelli misses 3-pt jump shot from 25 ft,116,101
394,4,1:11.0,,Offensive rebound by J. Collins,116,101
395,4,1:11.0,,J. Collins makes 2-pt layup from 2 ft,116,103
396,4,1:06.0,Personal take foul by M. Belinelli (drawn by B. Griffin),,116,103
397,4,1:06.0,,T. Cavanaugh enters the game for M. Belinelli,116,103
398,4,1:06.0,,D. Bembry enters the game for D. Dedmon,116,103
399,4,1:06.0,,J. Magette enters the game for D. Schröder,116,103
400,4,0:51.0,W. Johnson misses 3-pt jump shot from 24 ft,,116,103
401,4,0:49.0,,Defensive rebound by D. Bembry,116,103
402,4,0:41.0,,Turnover by D. Bembry (out of bounds lost ball),116,103
403,4,0:17.0,B. Griffin misses 3-pt jump shot from 25 ft,,116,103
404,4,0:15.0,,Defensive rebound by J. Collins,116,103
