,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA CLIPPERS_ACTION,WASHINGTON_SCORE,LA CLIPPERS_SCORE
382,4,2:37.0,Defensive rebound by B. Beal,,100,101
383,4,2:29.0,M. Scott makes 3-pt jump shot from 23 ft (assist by O. Porter),,103,101
384,4,2:14.0,,L. Williams misses 2-pt jump shot from 17 ft,103,101
385,4,2:09.0,Defensive rebound by M. Scott,,103,101
386,4,1:58.0,M. Scott makes 2-pt jump shot from 16 ft (assist by B. Beal),,105,101
387,4,1:58.0,,LA Clippers full timeout,105,101
388,4,1:38.0,,Shooting foul by I. Mahinmi (drawn by D. Gallinari),105,101
389,4,1:38.0,,D. Gallinari makes free throw 1 of 2,105,102
390,4,1:38.0,,D. Gallinari makes free throw 2 of 2,105,103
391,4,1:20.0,M. Scott makes 2-pt jump shot from 15 ft,,107,103
392,4,1:17.0,,L. Williams makes 2-pt layup from 1 ft,107,105
393,4,1:01.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by B. Beal),,109,105
394,4,0:55.0,,D. Gallinari misses 3-pt jump shot from 25 ft,109,105
395,4,0:51.0,Defensive rebound by T. Satoranský,,109,105
396,4,0:51.0,Personal take foul by L. Williams (drawn by T. Satoranský),,109,105
397,4,0:51.0,T. Satoranský misses free throw 1 of 2,,109,105
398,4,0:51.0,Offensive rebound by Team,,109,105
399,4,0:51.0,T. Satoranský misses free throw 2 of 2,,109,105
400,4,0:48.0,,Defensive rebound by D. Jordan,109,105
401,4,0:45.0,,Shooting foul by I. Mahinmi (drawn by L. Williams),109,105
402,4,0:45.0,,L. Williams makes free throw 1 of 2,109,106
403,4,0:45.0,M. Gortat enters the game for I. Mahinmi,,109,106
404,4,0:45.0,,L. Williams makes free throw 2 of 2,109,107
405,4,0:31.0,O. Porter misses 3-pt jump shot from 23 ft,,109,107
406,4,0:27.0,,Defensive rebound by D. Gallinari,109,107
407,4,0:18.0,,A. Rivers misses 3-pt jump shot from 23 ft,109,107
408,4,0:13.0,,Offensive rebound by D. Jordan,109,107
409,4,0:12.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by D. Jordan),109,110
410,4,0:12.0,Washington full timeout,,109,110
411,4,0:12.0,,C. Williams enters the game for D. Gallinari,109,110
412,4,0:12.0,,S. Thornwell enters the game for L. Williams,109,110
413,4,0:08.0,B. Beal makes 2-pt layup from 1 ft (assist by M. Gortat),,111,110
414,4,0:08.0,Shooting foul by W. Johnson (drawn by B. Beal),,111,110
415,4,0:08.0,,D. Gallinari enters the game for C. Williams,111,110
416,4,0:08.0,B. Beal makes free throw 1 of 1,,112,110
417,4,0:08.0,,LA Clippers full timeout,112,110
418,4,0:08.0,,L. Williams enters the game for S. Thornwell,112,110
419,4,0:01.0,,L. Williams makes 3-pt jump shot from 28 ft,112,113
420,4,0:01.0,Washington full timeout,,112,113
421,4,0:01.0,,C. Williams enters the game for D. Gallinari,112,113
422,4,0:01.0,,S. Thornwell enters the game for L. Williams,112,113
423,4,0:00.0,M. Gortat misses 2-pt jump shot from 21 ft,,112,113
424,4,0:00.0,Offensive rebound by Team,,112,113
