,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
170,2,4:27.0,J. Collins makes 2-pt layup from 2 ft (assist by D. Schröder),,48,39
171,2,4:10.0,,N. Jokić misses 3-pt jump shot from 24 ft,48,39
172,2,4:08.0,Defensive rebound by E. İlyasova,,48,39
173,2,3:59.0,D. Schröder misses 2-pt layup from 3 ft,,48,39
174,2,3:56.0,,Defensive rebound by N. Jokić,48,39
175,2,3:44.0,,W. Barton misses 3-pt jump shot from 25 ft,48,39
176,2,3:44.0,Defensive rebound by Team,,48,39
177,2,3:44.0,,Loose ball foul by N. Jokić (drawn by D. Schröder),48,39
178,2,3:44.0,,J. Murray enters the game for T. Lyles,48,39
179,2,3:44.0,M. Belinelli enters the game for T. Dorsey,,48,39
180,2,3:22.0,K. Bazemore misses 3-pt jump shot from 25 ft,,48,39
181,2,3:18.0,,Defensive rebound by N. Jokić,48,39
182,2,3:13.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),48,41
183,2,2:57.0,Turnover by E. İlyasova (lost ball; steal by W. Chandler),,48,41
184,2,2:51.0,,N. Jokić misses 2-pt layup at rim,48,41
185,2,2:50.0,,Offensive rebound by N. Jokić,48,41
186,2,2:50.0,,N. Jokić misses 2-pt layup at rim,48,41
187,2,2:48.0,,Offensive rebound by N. Jokić,48,41
188,2,2:47.0,,N. Jokić misses 2-pt layup at rim,48,41
189,2,2:45.0,,Offensive rebound by N. Jokić,48,41
190,2,2:44.0,,N. Jokić makes 2-pt layup from 2 ft,48,43
191,2,2:42.0,Atlanta full timeout,,48,43
192,2,2:42.0,T. Prince enters the game for E. İlyasova,,48,43
193,2,2:42.0,D. Dedmon enters the game for K. Bazemore,,48,43
194,2,2:30.0,J. Collins makes 2-pt dunk from 10 ft (assist by D. Schröder),,50,43
195,2,2:12.0,,N. Jokić misses 2-pt layup from 2 ft,50,43
196,2,2:10.0,Defensive rebound by D. Dedmon,,50,43
197,2,2:05.0,Turnover by T. Prince (lost ball; steal by W. Barton),,50,43
198,2,2:04.0,,Personal foul by T. Prince (drawn by W. Barton),50,43
199,2,1:44.0,,J. Murray misses 3-pt jump shot from 24 ft,50,43
200,2,1:40.0,,Offensive rebound by N. Jokić,50,43
201,2,1:36.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by W. Chandler),50,46
202,2,1:10.0,D. Schröder makes 2-pt layup from 3 ft,,52,46
203,2,1:00.0,,N. Jokić misses 3-pt jump shot from 24 ft,52,46
204,2,0:56.0,Defensive rebound by D. Dedmon,,52,46
205,2,0:37.0,M. Belinelli misses 3-pt jump shot from 26 ft,,52,46
206,2,0:34.0,,Defensive rebound by W. Chandler,52,46
207,2,0:28.0,,Turnover by W. Barton (bad pass),52,46
208,2,0:08.0,D. Schröder makes 2-pt layup from 3 ft,,54,46
209,2,0:08.0,,Violation by W. Barton (def goaltending),54,46
210,2,0:02.0,,W. Barton misses 2-pt layup from 9 ft,54,46
211,2,0:02.0,Defensive rebound by T. Prince,,54,46
212,3,11:50.0,Shooting foul by J. Murray (drawn by E. İlyasova),,54,46
213,3,11:50.0,E. İlyasova makes free throw 1 of 2,,55,46
214,3,11:50.0,E. İlyasova makes free throw 2 of 2,,56,46
215,3,11:37.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),56,48
216,3,11:20.0,Turnover by T. Prince (bad pass; steal by M. Plumlee),,56,48
217,3,11:13.0,,Shooting block foul by E. İlyasova (drawn by G. Harris),56,48
218,3,11:13.0,,G. Harris makes free throw 1 of 2,56,49
219,3,11:13.0,,G. Harris misses free throw 2 of 2,56,49
220,3,11:10.0,Defensive rebound by E. İlyasova,,56,49
221,3,10:52.0,M. Plumlee misses 2-pt layup from 3 ft,,56,49
222,3,10:50.0,,Defensive rebound by N. Jokić,56,49
223,3,10:45.0,,J. Murray misses 3-pt jump shot from 24 ft,56,49
224,3,10:43.0,,Offensive rebound by Team,56,49
225,3,10:43.0,Loose ball foul by E. İlyasova (drawn by M. Plumlee),,56,49
226,3,10:27.0,,J. Murray makes 2-pt layup from 1 ft (assist by M. Plumlee),56,51
227,3,10:16.0,Turnover by D. Schröder (bad pass; steal by M. Plumlee),,56,51
228,3,10:11.0,,G. Harris makes 2-pt dunk at rim (assist by W. Chandler),56,53
229,3,10:11.0,Atlanta full timeout,,56,53
230,3,9:58.0,T. Prince misses 3-pt jump shot from 23 ft,,56,53
231,3,9:52.0,Offensive rebound by M. Plumlee,,56,53
232,3,9:52.0,M. Plumlee makes 2-pt dunk at rim,,58,53
233,3,9:39.0,,Turnover by J. Murray (traveling),58,53
234,3,9:25.0,T. Prince makes 2-pt jump shot from 15 ft,,60,53
235,3,9:23.0,Away from play foul by M. Plumlee (drawn by M. Plumlee),,60,53
236,3,9:23.0,M. Plumlee makes free throw 1 of 1,,61,53
237,3,9:10.0,,Personal foul by E. İlyasova (drawn by N. Jokić),61,53
238,3,9:00.0,,W. Chandler misses 2-pt layup from 4 ft,61,53
239,3,8:57.0,Defensive rebound by K. Bazemore,,61,53
240,3,8:50.0,Turnover by T. Prince (bad pass; steal by N. Jokić),,61,53
241,3,8:33.0,,N. Jokić misses 2-pt jump shot from 15 ft,61,53
242,3,8:30.0,,Offensive rebound by W. Chandler,61,53
243,3,8:28.0,,W. Chandler makes 2-pt layup from 1 ft,61,55
244,3,8:07.0,D. Schröder misses 2-pt layup from 3 ft,,61,55
245,3,8:07.0,,Defensive rebound by Team,61,55
246,3,8:07.0,Loose ball foul by M. Plumlee (drawn by N. Jokić),,61,55
247,3,7:52.0,,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),61,57
248,3,7:43.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by D. Schröder),,64,57
249,3,7:21.0,,N. Jokić makes 2-pt hook shot from 5 ft,64,59
250,3,7:10.0,D. Schröder makes 2-pt layup from 2 ft,,66,59
251,3,6:49.0,,J. Murray misses 2-pt jump shot from 11 ft,66,59
252,3,6:47.0,,Offensive rebound by M. Plumlee,66,59
253,3,6:40.0,,M. Plumlee misses 2-pt layup from 2 ft,66,59
254,3,6:37.0,Defensive rebound by K. Bazemore,,66,59
255,3,6:26.0,M. Plumlee misses 2-pt hook shot from 4 ft,,66,59
256,3,6:21.0,Offensive rebound by E. İlyasova,,66,59
257,3,6:21.0,E. İlyasova misses 2-pt layup at rim,,66,59
258,3,6:21.0,,Defensive rebound by N. Jokić,66,59
259,3,6:19.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),66,62
260,3,6:07.0,Atlanta full timeout,,66,62
261,3,6:07.0,,W. Barton enters the game for N. Jokić,66,62
262,3,6:07.0,,T. Lyles enters the game for W. Chandler,66,62
263,3,6:07.0,M. Belinelli enters the game for M. Plumlee,,66,62
264,3,6:07.0,D. Dedmon enters the game for K. Bazemore,,66,62
265,3,5:57.0,T. Prince misses 3-pt jump shot from 22 ft,,66,62
266,3,5:54.0,,Defensive rebound by G. Harris,66,62
267,3,5:34.0,,G. Harris makes 2-pt layup from 3 ft (assist by J. Murray),66,64
268,3,5:21.0,Personal foul by M. Plumlee (drawn by D. Dedmon),,66,64
269,3,5:11.0,D. Schröder misses 2-pt layup from 2 ft,,66,64
270,3,5:07.0,Offensive rebound by D. Dedmon,,66,64
271,3,5:07.0,D. Dedmon makes 2-pt dunk at rim,,68,64
272,3,4:55.0,,G. Harris makes 2-pt jump shot from 14 ft (assist by T. Lyles),68,66
273,3,4:43.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Schröder),,71,66
274,3,4:24.0,,M. Plumlee makes 2-pt layup from 2 ft,71,68
275,3,4:24.0,,Shooting foul by D. Dedmon (drawn by M. Plumlee),71,68
276,3,4:24.0,J. Collins enters the game for E. İlyasova,,71,68
277,3,4:24.0,,M. Plumlee misses free throw 1 of 1,71,68
278,3,4:21.0,Defensive rebound by J. Collins,,71,68
279,3,4:12.0,D. Dedmon misses 2-pt jump shot from 18 ft,,71,68
280,3,4:08.0,,Defensive rebound by J. Murray,71,68
281,3,3:53.0,,W. Barton misses 3-pt jump shot from 25 ft,71,68
282,3,3:52.0,,Offensive rebound by Team,71,68
283,3,3:52.0,Loose ball foul by D. Dedmon (drawn by M. Plumlee),,71,68
284,3,3:52.0,,M. Plumlee misses free throw 1 of 2,71,68
285,3,3:52.0,,Offensive rebound by Team,71,68
286,3,3:52.0,,T. Craig enters the game for J. Murray,71,68
287,3,3:52.0,M. Delaney enters the game for D. Schröder,,71,68
288,3,3:52.0,,M. Plumlee makes free throw 2 of 2,71,69
289,3,3:34.0,T. Prince misses 2-pt hook shot from 3 ft,,71,69
290,3,3:34.0,Offensive rebound by Team,,71,69
291,3,3:32.0,M. Delaney makes 2-pt jump shot from 19 ft (assist by M. Belinelli),,73,69
292,3,3:17.0,,G. Harris misses 3-pt jump shot from 25 ft,73,69
293,3,3:13.0,Defensive rebound by T. Prince,,73,69
294,3,3:02.0,M. Belinelli misses 3-pt jump shot from 22 ft,,73,69
295,3,2:58.0,,Defensive rebound by M. Plumlee,73,69
296,3,2:51.0,,Shooting foul by J. Collins (drawn by T. Lyles),73,69
297,3,2:51.0,,T. Lyles makes free throw 1 of 2,73,70
298,3,2:51.0,,N. Jokić enters the game for M. Plumlee,73,70
299,3,2:51.0,,T. Lyles makes free throw 2 of 2,73,71
300,3,2:40.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by M. Delaney),,75,71
301,3,2:18.0,,W. Barton makes 2-pt jump shot from 9 ft,75,73
302,3,2:06.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by J. Collins),,78,73
303,3,1:53.0,,Turnover by N. Jokić (bad pass; steal by M. Delaney),78,73
304,3,1:48.0,Shooting foul by T. Lyles (drawn by J. Collins),,78,73
305,3,1:48.0,J. Collins makes free throw 1 of 2,,79,73
306,3,1:48.0,J. Collins makes free throw 2 of 2,,80,73
307,3,1:38.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by W. Barton),80,76
308,3,1:19.0,Turnover by T. Prince (traveling),,80,76
309,3,1:19.0,K. Bazemore enters the game for T. Prince,,80,76
310,3,1:02.0,,N. Jokić misses 3-pt jump shot from 24 ft,80,76
311,3,0:59.0,Defensive rebound by D. Dedmon,,80,76
312,3,0:53.0,J. Collins makes 2-pt layup from 1 ft (assist by M. Delaney),,82,76
313,3,0:53.0,,Denver full timeout,82,76
314,3,0:53.0,M. Muscala enters the game for D. Dedmon,,82,76
315,3,0:41.0,,T. Lyles misses 3-pt jump shot from 25 ft,82,76
316,3,0:38.0,,Offensive rebound by W. Barton,82,76
317,3,0:31.0,,W. Barton misses 2-pt layup from 3 ft,82,76
318,3,0:31.0,,Offensive rebound by N. Jokić,82,76
319,3,0:31.0,,Shooting foul by J. Collins (drawn by N. Jokić),82,76
320,3,0:31.0,,N. Jokić misses free throw 1 of 2,82,76
321,3,0:31.0,,Offensive rebound by Team,82,76
322,3,0:31.0,,N. Jokić makes free throw 2 of 2,82,77
323,3,0:13.0,Turnover by M. Belinelli (bad pass; steal by T. Craig),,82,77
324,3,0:13.0,,Personal foul by M. Belinelli (drawn by T. Craig),82,77
325,3,0:13.0,,T. Craig makes clear path free throw 2 of 2,82,78
326,3,0:13.0,M. Plumlee enters the game for J. Collins,,82,78
327,3,0:13.0,T. Prince enters the game for M. Belinelli,,82,78
328,3,0:13.0,,T. Craig misses clear path free throw 1 of 2,82,78
329,3,0:13.0,,Offensive rebound by Team,82,78
330,3,0:04.0,,T. Lyles misses 3-pt jump shot from 24 ft,82,77
331,3,0:00.0,,Offensive rebound by T. Craig,82,77
332,3,0:00.0,,T. Craig misses 2-pt jump shot from 6 ft (block by T. Prince),82,77
333,3,0:00.0,Defensive rebound by M. Plumlee,,82,77
334,4,11:36.0,,N. Jokić misses 2-pt layup from 4 ft,82,78
335,4,11:34.0,Defensive rebound by M. Muscala,,82,78
336,4,11:17.0,Turnover by E. İlyasova (traveling),,82,78
337,4,11:13.0,,W. Barton misses 2-pt layup from 2 ft,82,78
338,4,11:07.0,Defensive rebound by E. İlyasova,,82,78
339,4,11:02.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by M. Delaney),,85,78
340,4,11:00.0,,Denver full timeout,85,78
341,4,10:49.0,,Personal foul by T. Dorsey (drawn by W. Chandler),85,78
342,4,10:40.0,,N. Jokić misses 2-pt hook shot from 5 ft,85,78
343,4,10:37.0,Defensive rebound by T. Dorsey,,85,78
344,4,10:24.0,T. Dorsey misses 2-pt layup from 4 ft (block by T. Lyles),,85,78
345,4,10:24.0,,Defensive rebound by Team,85,78
346,4,10:08.0,,Shooting foul by T. Dorsey (drawn by W. Chandler),85,78
347,4,10:08.0,,W. Chandler makes free throw 1 of 2,85,79
348,4,10:08.0,,W. Chandler misses free throw 2 of 2,85,79
349,4,10:03.0,Defensive rebound by K. Bazemore,,85,79
350,4,9:51.0,M. Muscala makes 2-pt layup from 2 ft,,87,79
351,4,9:51.0,,Violation by N. Jokić (def goaltending),87,79
352,4,9:35.0,,Personal foul by M. Delaney (drawn by T. Lyles),87,79
353,4,9:35.0,,G. Harris enters the game for N. Jokić,87,79
354,4,9:22.0,,W. Chandler misses 3-pt jump shot from 24 ft,87,79
355,4,9:18.0,Defensive rebound by K. Bazemore,,87,79
356,4,9:10.0,T. Dorsey misses 3-pt jump shot from 24 ft,,87,79
357,4,9:08.0,,Defensive rebound by G. Harris,87,79
358,4,8:56.0,,Turnover by G. Harris (step out of bounds),87,79
359,4,8:45.0,K. Bazemore misses 3-pt jump shot from 24 ft,,87,79
360,4,8:40.0,,Defensive rebound by J. Murray,87,79
361,4,8:30.0,,Personal foul by M. Delaney (drawn by T. Lyles),87,79
362,4,8:30.0,D. Schröder enters the game for T. Dorsey,,87,79
363,4,8:19.0,,W. Chandler misses 2-pt layup from 2 ft,87,79
364,4,8:16.0,,Offensive rebound by W. Chandler,87,79
365,4,8:16.0,,W. Chandler misses 2-pt layup at rim,87,79
366,4,8:16.0,Defensive rebound by M. Delaney,,87,79
367,4,8:13.0,Personal foul by T. Lyles (drawn by M. Muscala),,87,79
368,4,8:13.0,D. Dedmon enters the game for M. Muscala,,87,79
369,4,8:13.0,,M. Plumlee enters the game for W. Chandler,87,79
370,4,8:00.0,D. Dedmon misses 2-pt hook shot from 4 ft,,87,79
371,4,7:58.0,,Defensive rebound by T. Lyles,87,79
372,4,7:40.0,,W. Barton makes 2-pt layup from 1 ft (assist by M. Plumlee),87,81
373,4,7:25.0,Personal foul by J. Murray (drawn by E. İlyasova),,87,81
374,4,7:25.0,T. Prince enters the game for K. Bazemore,,87,81
375,4,7:14.0,E. İlyasova makes 2-pt layup from 2 ft (assist by D. Schröder),,89,81
376,4,6:56.0,,G. Harris misses 2-pt jump shot from 16 ft,89,81
377,4,6:54.0,Defensive rebound by E. İlyasova,,89,81
378,4,6:37.0,M. Delaney makes 2-pt layup from 3 ft,,91,81
379,4,6:37.0,,Denver full timeout,91,81
380,4,6:37.0,,N. Jokić enters the game for T. Lyles,91,81
381,4,6:19.0,,Turnover by N. Jokić (lost ball; steal by T. Prince),91,81
382,4,6:15.0,Personal foul by G. Harris (drawn by D. Schröder),,91,81
