,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:40.0,,J. Tatum misses 2-pt layup from 2 ft,0,0
1,1,11:39.0,Defensive rebound by G. Antetokounmpo,,0,0
2,1,11:35.0,K. Middleton misses 3-pt jump shot from 26 ft,,0,0
3,1,11:31.0,,Defensive rebound by J. Brown,0,0
4,1,11:19.0,,A. Horford makes 2-pt dunk from 1 ft (assist by J. Tatum),0,2
5,1,10:57.0,M. Brogdon makes 2-pt hook shot from 5 ft,,2,2
6,1,10:41.0,,J. Brown makes 2-pt layup at rim,2,4
7,1,10:19.0,K. Middleton misses 2-pt jump shot from 12 ft,,2,4
8,1,10:17.0,,Defensive rebound by A. Horford,2,4
9,1,10:10.0,,A. Horford makes 2-pt layup at rim (assist by J. Tatum),2,6
10,1,9:49.0,Personal foul by J. Brown (drawn by G. Antetokounmpo),,2,6
11,1,9:45.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,2,6
12,1,9:44.0,,Defensive rebound by J. Tatum,2,6
13,1,9:36.0,,Turnover by T. Rozier (step out of bounds),2,6
14,1,9:20.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,4,6
15,1,9:08.0,,Turnover by J. Brown (bad pass),4,6
16,1,8:56.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,6,6
17,1,8:31.0,,S. Ojeleye makes 2-pt layup from 3 ft (assist by T. Rozier),6,8
18,1,8:14.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by A. Horford),,6,8
19,1,8:11.0,,Defensive rebound by J. Tatum,6,8
20,1,8:09.0,,Shooting foul by K. Middleton (drawn by J. Tatum),6,8
21,1,8:09.0,,J. Tatum makes free throw 1 of 2,6,9
22,1,8:09.0,,J. Tatum makes free throw 2 of 2,6,10
23,1,7:58.0,E. Bledsoe makes 2-pt layup from 1 ft,,8,10
24,1,7:43.0,,Turnover by A. Horford (traveling),8,10
25,1,7:34.0,Turnover by K. Middleton (lost ball; steal by J. Brown),,8,10
26,1,7:30.0,,J. Brown misses 2-pt layup from 4 ft,8,10
27,1,7:29.0,Defensive rebound by E. Bledsoe,,8,10
28,1,7:26.0,M. Brogdon misses 3-pt jump shot from 21 ft,,8,10
29,1,7:25.0,Offensive rebound by T. Maker,,8,10
30,1,7:24.0,T. Maker makes 2-pt dunk at rim,,10,10
31,1,7:04.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,10,10
32,1,7:04.0,Defensive rebound by T. Maker,,10,10
33,1,6:43.0,T. Maker makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,13,10
34,1,6:36.0,,Boston full timeout,13,10
35,1,6:16.0,,J. Tatum misses 2-pt jump shot from 21 ft,13,10
36,1,6:13.0,Defensive rebound by K. Middleton,,13,10
37,1,5:57.0,T. Maker misses 3-pt jump shot from 26 ft,,13,10
38,1,5:53.0,,Defensive rebound by T. Rozier,13,10
39,1,5:43.0,,Shooting foul by T. Maker (drawn by A. Horford),13,10
40,1,5:43.0,,A. Horford misses free throw 1 of 2,13,10
41,1,5:43.0,,Offensive rebound by Team,13,10
42,1,5:43.0,,M. Morris enters the game for S. Ojeleye,13,10
43,1,5:43.0,,M. Smart enters the game for J. Brown,13,10
44,1,5:43.0,J. Parker enters the game for K. Middleton,,13,10
45,1,5:43.0,,A. Horford misses free throw 2 of 2,13,10
46,1,5:41.0,Defensive rebound by J. Parker,,13,10
47,1,5:23.0,M. Brogdon misses 2-pt layup from 4 ft,,13,10
48,1,5:20.0,Offensive rebound by G. Antetokounmpo,,13,10
49,1,5:14.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,13,10
50,1,5:14.0,G. Antetokounmpo makes free throw 1 of 2,,14,10
51,1,5:14.0,M. Dellavedova enters the game for E. Bledsoe,,14,10
52,1,5:14.0,G. Antetokounmpo makes free throw 2 of 2,,15,10
53,1,4:59.0,,M. Morris misses 3-pt jump shot from 22 ft,15,10
54,1,4:57.0,,Offensive rebound by T. Rozier,15,10
55,1,4:56.0,,T. Rozier makes 2-pt layup from 1 ft,15,12
56,1,4:56.0,,Shooting foul by G. Antetokounmpo (drawn by T. Rozier),15,12
57,1,4:56.0,,T. Rozier misses free throw 1 of 1,15,12
58,1,4:56.0,Defensive rebound by Team,,15,12
59,1,4:41.0,J. Parker misses 2-pt jump shot from 9 ft,,15,12
60,1,4:39.0,,Defensive rebound by A. Horford,15,12
61,1,4:24.0,,A. Horford misses 2-pt hook shot from 6 ft,15,12
62,1,4:24.0,Defensive rebound by T. Maker,,15,12
63,1,4:13.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,15,12
64,1,4:11.0,,Defensive rebound by A. Horford,15,12
65,1,4:04.0,,J. Tatum makes 2-pt layup at rim (assist by T. Rozier),15,14
66,1,4:04.0,,Shooting foul by J. Parker (drawn by J. Tatum),15,14
67,1,4:04.0,,A. Baynes enters the game for A. Horford,15,14
68,1,4:04.0,T. Zeller enters the game for T. Maker,,15,14
69,1,4:04.0,,J. Tatum makes free throw 1 of 1,15,15
70,1,3:44.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,15,15
71,1,3:44.0,,Defensive rebound by Team,15,15
72,1,3:25.0,,J. Tatum makes 2-pt jump shot from 15 ft,15,17
73,1,3:23.0,Milwaukee full timeout,,15,17
74,1,3:23.0,,S. Larkin enters the game for T. Rozier,15,17
75,1,3:23.0,T. Snell enters the game for M. Brogdon,,15,17
76,1,3:13.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Smart),,15,17
77,1,3:10.0,,M. Smart makes 2-pt layup from 1 ft,15,19
78,1,2:46.0,Turnover by T. Snell (bad pass; steal by S. Larkin),,15,19
79,1,2:19.0,,J. Tatum misses 2-pt layup at rim,15,19
80,1,2:18.0,,Offensive rebound by A. Baynes,15,19
81,1,2:18.0,,A. Baynes makes 2-pt layup at rim,15,21
82,1,2:04.0,Turnover by M. Dellavedova (lost ball; steal by M. Smart),,15,21
83,1,1:58.0,,M. Smart misses 3-pt jump shot from 27 ft,15,21
84,1,1:56.0,Defensive rebound by G. Antetokounmpo,,15,21
85,1,1:43.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,15,21
86,1,1:41.0,,Defensive rebound by A. Baynes,15,21
