,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
69,1,4:03.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),16,20
70,1,3:46.0,E. Turner makes 3-pt jump shot from 23 ft (assist by J. Nurkić),,19,20
71,1,3:35.0,,Turnover by G. Antetokounmpo (bad pass),19,20
72,1,3:18.0,D. Lillard misses 2-pt jump shot from 9 ft,,19,20
73,1,3:18.0,Offensive rebound by Team,,19,20
74,1,3:18.0,Portland full timeout,,19,20
75,1,3:18.0,E. Davis enters the game for J. Nurkić,,19,20
76,1,2:55.0,A. Aminu misses 2-pt hook shot from 2 ft,,19,20
77,1,2:53.0,,Defensive rebound by G. Antetokounmpo,19,20
78,1,2:41.0,,G. Monroe misses 2-pt hook shot from 1 ft,19,20
79,1,2:39.0,Defensive rebound by E. Davis,,19,20
80,1,2:33.0,D. Lillard misses 2-pt layup from 1 ft,,19,20
81,1,2:33.0,Offensive rebound by E. Davis,,19,20
82,1,2:33.0,Loose ball foul by E. Davis (drawn by G. Monroe),,19,20
83,1,2:33.0,,T. Snell enters the game for D. Liggins,19,20
84,1,2:33.0,C. McCollum enters the game for D. Lillard,,19,20
85,1,2:33.0,M. Harkless enters the game for A. Aminu,,19,20
86,1,2:10.0,,M. Dellavedova misses 2-pt jump shot from 5 ft,19,20
87,1,2:07.0,Defensive rebound by M. Harkless,,19,20
88,1,2:05.0,Shooting foul by M. Teletović (drawn by E. Turner),,19,20
89,1,2:05.0,E. Turner makes free throw 1 of 2,,20,20
90,1,2:05.0,E. Turner makes free throw 2 of 2,,21,20
91,1,1:53.0,,G. Monroe misses 2-pt jump shot from 20 ft,21,20
92,1,1:48.0,Defensive rebound by E. Davis,,21,20
93,1,1:48.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by E. Turner),,24,20
94,1,1:48.0,,Milwaukee full timeout,24,20
95,1,1:48.0,,J. Terry enters the game for M. Teletović,24,20
96,1,1:32.0,,Turnover by T. Snell (lost ball; steal by E. Turner),24,20
97,1,1:27.0,P. Connaughton misses 3-pt jump shot from 27 ft,,24,20
98,1,1:22.0,Offensive rebound by E. Davis,,24,20
99,1,1:09.0,E. Turner misses 3-pt jump shot from 24 ft,,24,20
100,1,1:04.0,,Defensive rebound by M. Dellavedova,24,20
101,1,1:02.0,,T. Snell makes 2-pt dunk from 1 ft (assist by M. Dellavedova),24,22
102,1,1:00.0,Technical foul by E. Turner,,24,22
103,1,1:00.0,,M. Dellavedova misses technical free throw,24,22
104,1,1:00.0,Defensive rebound by Team,,24,22
105,1,0:48.0,M. Harkless makes 2-pt dunk from 2 ft (assist by E. Turner),,26,22
106,1,0:35.0,,G. Monroe misses 2-pt layup from 3 ft,26,22
107,1,0:33.0,Defensive rebound by E. Davis,,26,22
108,1,0:14.0,Turnover by E. Turner (bad pass),,26,22
109,1,0:00.0,,Shooting foul by M. Harkless (drawn by G. Antetokounmpo),26,22
110,1,0:00.0,,G. Antetokounmpo makes free throw 1 of 2,26,23
111,1,0:00.0,,G. Antetokounmpo makes free throw 2 of 2,26,24
112,2,11:46.0,Def 3 sec tech foul by G. Antetokounmpo,,26,24
113,2,11:46.0,C. McCollum makes technical free throw,,27,24
114,2,11:36.0,C. McCollum misses 2-pt jump shot from 4 ft,,27,24
115,2,11:36.0,Offensive rebound by Team,,27,24
116,2,11:28.0,Shooting foul by G. Antetokounmpo (drawn by E. Davis),,27,24
117,2,11:28.0,E. Davis makes free throw 1 of 2,,28,24
118,2,11:28.0,E. Davis makes free throw 2 of 2,,29,24
119,2,11:07.0,,Turnover by J. Henson (turnover),29,24
120,2,10:50.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by P. Connaughton),,32,24
121,2,10:34.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by J. Terry),32,27
122,2,10:19.0,C. McCollum makes 2-pt layup from 1 ft,,34,27
123,2,10:05.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),34,29
124,2,9:42.0,E. Turner makes 2-pt jump shot from 16 ft,,36,29
125,2,9:22.0,,M. Brogdon misses 2-pt layup from 5 ft (block by E. Davis),36,29
126,2,9:18.0,Defensive rebound by M. Harkless,,36,29
127,2,9:17.0,C. McCollum misses 3-pt jump shot from 26 ft,,36,29
128,2,9:13.0,,Defensive rebound by J. Henson,36,29
129,2,9:04.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,36,29
130,2,9:01.0,Defensive rebound by E. Davis,,36,29
131,2,8:50.0,M. Harkless makes 2-pt layup from 2 ft (assist by E. Turner),,38,29
132,2,8:49.0,,Milwaukee full timeout,38,29
133,2,8:49.0,,K. Middleton enters the game for J. Terry,38,29
134,2,8:37.0,,Shooting foul by E. Davis (drawn by G. Antetokounmpo),38,29
135,2,8:37.0,,G. Antetokounmpo makes free throw 1 of 2,38,30
136,2,8:37.0,,G. Antetokounmpo makes free throw 2 of 2,38,31
137,2,8:15.0,C. McCollum makes 2-pt jump shot from 16 ft,,40,31
138,2,7:53.0,,K. Middleton misses 3-pt jump shot from 26 ft,40,31
139,2,7:51.0,Defensive rebound by M. Harkless,,40,31
140,2,7:34.0,Turnover by E. Davis (bad pass; steal by M. Brogdon),,40,31
141,2,7:29.0,,M. Brogdon misses 2-pt layup from 1 ft,40,31
142,2,7:25.0,,Offensive rebound by G. Antetokounmpo,40,31
143,2,7:25.0,,G. Antetokounmpo makes 2-pt layup at rim,40,33
144,2,7:11.0,P. Connaughton misses 2-pt layup from 4 ft (block by J. Henson),,40,33
145,2,7:07.0,,Defensive rebound by G. Antetokounmpo,40,33
146,2,7:06.0,,G. Antetokounmpo makes 2-pt layup at rim,40,35
147,2,7:06.0,,Shooting foul by E. Davis (drawn by G. Antetokounmpo),40,35
148,2,7:06.0,A. Aminu enters the game for C. McCollum,,40,35
149,2,7:06.0,J. Nurkić enters the game for M. Harkless,,40,35
150,2,7:06.0,D. Lillard enters the game for E. Davis,,40,35
151,2,7:06.0,,G. Antetokounmpo makes free throw 1 of 1,40,36
152,2,6:58.0,,Violation by J. Henson (kicked ball),40,36
153,2,6:41.0,J. Nurkić misses 2-pt layup from 4 ft (block by J. Henson),,40,36
154,2,6:39.0,Offensive rebound by J. Nurkić,,40,36
155,2,6:39.0,J. Nurkić misses 2-pt layup from 1 ft,,40,36
156,2,6:39.0,Offensive rebound by Team,,40,36
157,2,6:33.0,E. Turner misses 3-pt jump shot from 23 ft,,40,36
158,2,6:29.0,,Defensive rebound by T. Snell,40,36
159,2,6:27.0,,Shooting foul by A. Aminu (drawn by K. Middleton),40,36
160,2,6:27.0,Portland full timeout,,40,36
161,2,6:27.0,M. Harkless enters the game for A. Aminu,,40,36
162,2,6:27.0,,K. Middleton makes free throw 1 of 2,40,37
163,2,6:27.0,,K. Middleton makes free throw 2 of 2,40,38
164,2,6:07.0,Personal foul by K. Middleton (drawn by J. Nurkić),,40,38
165,2,6:07.0,Turnover by J. Nurkić (turnover),,40,38
166,2,6:01.0,Offensive charge foul by J. Henson (drawn by D. Lillard),,40,38
167,2,6:01.0,,Turnover by J. Henson (offensive foul),40,38
168,2,5:46.0,J. Nurkić misses 2-pt jump shot from 2 ft,,40,38
169,2,5:44.0,,Defensive rebound by J. Henson,40,38
170,2,5:33.0,,T. Snell makes 2-pt jump shot from 13 ft,40,40
171,2,5:10.0,E. Turner makes 2-pt jump shot from 14 ft,,42,40
172,2,4:58.0,,Shooting foul by D. Lillard (drawn by M. Brogdon),42,40
173,2,4:58.0,,M. Brogdon makes free throw 1 of 2,42,41
174,2,4:58.0,,M. Teletović enters the game for G. Antetokounmpo,42,41
175,2,4:58.0,C. McCollum enters the game for P. Connaughton,,42,41
176,2,4:58.0,,M. Brogdon makes free throw 2 of 2,42,42
177,2,4:38.0,D. Lillard makes 3-pt jump shot from 27 ft,,45,42
178,2,4:24.0,,Turnover by T. Snell (traveling),45,42
179,2,4:12.0,D. Lillard misses 3-pt jump shot from 28 ft,,45,42
180,2,4:09.0,,Defensive rebound by K. Middleton,45,42
181,2,4:02.0,,K. Middleton makes 2-pt jump shot from 15 ft,45,44
182,2,3:49.0,C. McCollum misses 2-pt jump shot from 18 ft,,45,44
183,2,3:47.0,,Defensive rebound by J. Henson,45,44
184,2,3:37.0,,T. Snell makes 3-pt jump shot from 22 ft (assist by K. Middleton),45,47
185,2,3:06.0,J. Nurkić makes 2-pt jump shot from 20 ft (assist by E. Turner),,47,47
186,2,2:52.0,,J. Henson makes 2-pt jump shot from 15 ft (assist by M. Brogdon),47,49
187,2,2:45.0,Turnover by D. Lillard (bad pass),,47,49
188,2,2:45.0,A. Aminu enters the game for E. Turner,,47,49
189,2,2:45.0,,T. Maker enters the game for J. Henson,47,49
190,2,2:45.0,,G. Antetokounmpo enters the game for K. Middleton,47,49
191,2,2:33.0,,M. Brogdon makes 2-pt jump shot from 8 ft,47,51
192,2,2:22.0,Turnover by D. Lillard (lost ball; steal by M. Brogdon),,47,51
193,2,2:19.0,,M. Brogdon misses 2-pt layup from 2 ft (block by J. Nurkić),47,51
194,2,2:19.0,,Offensive rebound by Team,47,51
195,2,2:19.0,Violation by J. Nurkić (def goaltending),,47,51
196,2,2:19.0,,Personal foul by M. Harkless (drawn by T. Maker),47,51
197,2,2:19.0,,T. Maker makes free throw 1 of 2,47,52
198,2,2:19.0,,T. Maker misses free throw 2 of 2,47,52
199,2,2:10.0,,M. Brogdon makes 2-pt layup from 1 ft,47,54
200,2,2:10.0,Portland full timeout,,47,54
201,2,1:54.0,A. Aminu misses 3-pt jump shot from 22 ft,,47,54
202,2,1:50.0,,Defensive rebound by M. Teletović,47,54
203,2,1:40.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),47,56
204,2,1:29.0,Shooting foul by M. Teletović (drawn by C. McCollum),,47,56
205,2,1:29.0,C. McCollum makes free throw 1 of 2,,48,56
206,2,1:29.0,C. McCollum makes free throw 2 of 2,,49,56
207,2,1:12.0,,Turnover by T. Maker (bad pass; steal by M. Harkless),49,56
208,2,1:12.0,Shooting foul by G. Antetokounmpo (drawn by M. Harkless),,49,56
209,2,1:12.0,M. Harkless misses free throw 1 of 2,,49,56
210,2,1:12.0,Offensive rebound by Team,,49,56
211,2,1:12.0,M. Harkless makes free throw 2 of 2,,50,56
212,2,0:58.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by T. Snell),50,58
213,2,0:46.0,M. Harkless makes 3-pt jump shot from 27 ft (assist by C. McCollum),,53,58
214,2,0:37.0,,M. Brogdon misses 2-pt layup from 2 ft (block by J. Nurkić),53,58
215,2,0:34.0,Defensive rebound by A. Aminu,,53,58
216,2,0:28.0,C. McCollum misses 2-pt layup from 1 ft,,53,58
217,2,0:28.0,Offensive rebound by J. Nurkić,,53,58
218,2,0:26.0,J. Nurkić makes 2-pt layup from 1 ft,,55,58
219,2,0:03.0,,G. Antetokounmpo makes 2-pt jump shot from 9 ft,55,60
220,3,11:35.0,D. Lillard misses 2-pt jump shot from 20 ft,,55,60
221,3,11:35.0,Offensive rebound by Team,,55,60
222,3,11:35.0,Personal foul by T. Maker (drawn by J. Nurkić),,55,60
223,3,11:26.0,M. Harkless misses 2-pt layup from 1 ft,,55,60
224,3,11:26.0,,Defensive rebound by T. Maker,55,60
225,3,11:17.0,,K. Middleton misses 2-pt jump shot from 8 ft,55,60
226,3,11:15.0,Defensive rebound by J. Nurkić,,55,60
227,3,11:07.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Aminu),,58,60
228,3,10:42.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Lillard),58,60
229,3,10:34.0,Shooting foul by T. Maker (drawn by C. McCollum),,58,60
230,3,10:34.0,C. McCollum makes free throw 1 of 2,,59,60
231,3,10:34.0,C. McCollum makes free throw 2 of 2,,60,60
232,3,10:25.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),60,63
233,3,10:04.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,63,63
234,3,9:41.0,,T. Maker misses 3-pt jump shot from 27 ft,63,63
235,3,9:38.0,Defensive rebound by A. Aminu,,63,63
236,3,9:29.0,D. Lillard misses 2-pt layup from 3 ft,,63,63
237,3,9:26.0,Offensive rebound by A. Aminu,,63,63
238,3,9:11.0,A. Aminu misses 2-pt layup from 3 ft,,63,63
239,3,9:11.0,,Defensive rebound by K. Middleton,63,63
240,3,9:11.0,,Turnover by T. Maker (bad pass; steal by M. Harkless),63,63
241,3,9:11.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,63,63
242,3,9:09.0,Defensive rebound by A. Aminu,,63,63
243,3,9:07.0,Personal foul by T. Maker (drawn by J. Nurkić),,63,63
244,3,8:56.0,C. McCollum misses 3-pt jump shot from 26 ft,,63,63
245,3,8:52.0,,Defensive rebound by K. Middleton,63,63
246,3,8:45.0,,K. Middleton makes 2-pt jump shot from 10 ft,63,65
247,3,8:26.0,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),,65,65
248,3,8:12.0,,M. Brogdon misses 2-pt jump shot from 4 ft,65,65
249,3,8:12.0,,Offensive rebound by Team,65,65
250,3,8:09.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,65,65
251,3,8:06.0,Defensive rebound by J. Nurkić,,65,65
252,3,8:01.0,Personal foul by M. Brogdon (drawn by D. Lillard),,65,65
253,3,8:01.0,,D. Liggins enters the game for T. Maker,65,65
254,3,8:01.0,,J. Henson enters the game for T. Snell,65,65
255,3,7:52.0,J. Nurkić makes 2-pt jump shot from 16 ft (assist by D. Lillard),,67,65
256,3,7:33.0,,M. Brogdon makes 2-pt jump shot from 14 ft,67,67
257,3,7:11.0,M. Harkless misses 3-pt jump shot from 24 ft,,67,67
258,3,7:09.0,,Defensive rebound by G. Antetokounmpo,67,67
259,3,6:57.0,,Shooting foul by D. Lillard (drawn by M. Brogdon),67,67
260,3,6:57.0,,Milwaukee full timeout,67,67
261,3,6:57.0,,M. Teletović enters the game for G. Antetokounmpo,67,67
262,3,6:57.0,,M. Brogdon makes free throw 1 of 2,67,68
263,3,6:57.0,,M. Brogdon misses free throw 2 of 2,67,68
264,3,6:53.0,Defensive rebound by J. Nurkić,,67,68
265,3,6:31.0,M. Harkless misses 3-pt jump shot from 24 ft,,67,68
266,3,6:28.0,,Defensive rebound by M. Teletović,67,68
267,3,6:22.0,,Personal foul by D. Lillard (drawn by K. Middleton),67,68
268,3,6:22.0,P. Connaughton enters the game for D. Lillard,,67,68
269,3,6:19.0,,Turnover by K. Middleton (bad pass; steal by C. McCollum),67,68
270,3,6:08.0,,Offensive charge foul by P. Connaughton (drawn by K. Middleton),67,68
271,3,6:08.0,Turnover by P. Connaughton (offensive foul),,67,68
272,3,5:51.0,,Turnover by M. Brogdon (bad pass; steal by M. Harkless),67,68
273,3,5:35.0,C. McCollum misses 2-pt layup from 3 ft (block by M. Teletović),,67,68
274,3,5:35.0,Offensive rebound by Team,,67,68
275,3,5:35.0,,M. Dellavedova enters the game for M. Brogdon,67,68
276,3,5:35.0,E. Turner enters the game for M. Harkless,,67,68
277,3,5:33.0,Personal foul by J. Henson (drawn by J. Nurkić),,67,68
278,3,5:33.0,J. Nurkić misses free throw 1 of 2,,67,68
279,3,5:33.0,Offensive rebound by Team,,67,68
280,3,5:33.0,J. Nurkić makes free throw 2 of 2,,68,68
281,3,5:26.0,,Personal foul by E. Turner (drawn by K. Middleton),68,68
282,3,5:18.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),68,71
283,3,4:54.0,A. Aminu misses 2-pt layup from 2 ft,,68,71
284,3,4:54.0,,Defensive rebound by Team,68,71
285,3,4:46.0,,K. Middleton misses 2-pt jump shot from 17 ft,68,71
286,3,4:46.0,Defensive rebound by Team,,68,71
287,3,4:46.0,,Loose ball foul by J. Henson (drawn by J. Nurkić),68,71
288,3,4:46.0,J. Nurkić makes free throw 1 of 2,,69,71
289,3,4:46.0,J. Nurkić makes free throw 2 of 2,,70,71
290,3,4:23.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Dellavedova),70,73
291,3,4:02.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by E. Turner),,73,73
292,3,3:44.0,,Shooting foul by C. McCollum (drawn by J. Henson),73,73
293,3,3:44.0,,J. Henson misses free throw 1 of 2,73,73
294,3,3:44.0,,Offensive rebound by Team,73,73
295,3,3:44.0,,J. Henson makes free throw 2 of 2,73,74
296,3,3:26.0,P. Connaughton misses 3-pt jump shot from 26 ft,,73,74
297,3,3:23.0,Offensive rebound by J. Nurkić,,73,74
298,3,3:20.0,J. Nurkić misses 2-pt layup at rim,,73,74
299,3,3:20.0,Offensive rebound by J. Nurkić,,73,74
300,3,3:20.0,J. Nurkić makes 2-pt layup at rim,,75,74
301,3,3:08.0,,M. Teletović misses 3-pt jump shot from 25 ft,75,74
302,3,3:06.0,Defensive rebound by C. McCollum,,75,74
303,3,2:54.0,C. McCollum makes 2-pt jump shot from 12 ft,,77,74
304,3,2:44.0,,M. Dellavedova makes 2-pt jump shot from 5 ft,77,76
305,3,2:39.0,Portland full timeout,,77,76
306,3,2:39.0,,G. Antetokounmpo enters the game for K. Middleton,77,76
307,3,2:39.0,E. Davis enters the game for J. Nurkić,,77,76
308,3,2:26.0,C. McCollum makes 2-pt jump shot from 16 ft (assist by E. Turner),,79,76
309,3,2:09.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,79,76
310,3,2:06.0,,Offensive rebound by J. Henson,79,76
311,3,1:57.0,,J. Henson makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),79,78
312,3,1:27.0,Turnover by P. Connaughton (bad pass; steal by M. Teletović),,79,78
313,3,1:25.0,,Personal foul by E. Turner (drawn by G. Antetokounmpo),79,78
314,3,1:25.0,,G. Antetokounmpo misses free throw 1 of 2,79,78
315,3,1:25.0,,Offensive rebound by Team,79,78
316,3,1:25.0,M. Harkless enters the game for P. Connaughton,,79,78
317,3,1:25.0,S. Napier enters the game for A. Aminu,,79,78
318,3,1:25.0,,G. Antetokounmpo makes free throw 2 of 2,79,79
319,3,1:10.0,C. McCollum misses 3-pt jump shot from 28 ft,,79,79
320,3,1:07.0,,Defensive rebound by J. Henson,79,79
321,3,0:56.0,,G. Antetokounmpo makes 2-pt jump shot from 13 ft,79,81
322,3,0:56.0,,Shooting foul by E. Turner (drawn by G. Antetokounmpo),79,81
323,3,0:56.0,D. Lillard enters the game for C. McCollum,,79,81
324,3,0:56.0,,G. Antetokounmpo makes free throw 1 of 1,79,82
325,3,0:40.0,,Offensive charge foul by M. Harkless (drawn by D. Liggins),79,82
326,3,0:40.0,Turnover by M. Harkless (offensive foul),,79,82
327,3,0:40.0,P. Connaughton enters the game for D. Lillard,,79,82
328,3,0:32.0,,G. Antetokounmpo makes 2-pt layup from 7 ft,79,84
329,3,0:15.0,E. Turner misses 3-pt jump shot from 28 ft,,79,84
330,3,0:10.0,Offensive rebound by E. Davis,,79,84
331,3,0:00.0,E. Turner misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,79,84
332,3,0:00.0,Offensive rebound by S. Napier,,79,84
333,3,0:00.0,Shooting foul by D. Liggins (drawn by S. Napier),,79,84
334,3,0:00.0,S. Napier misses free throw 1 of 2,,79,84
335,3,0:00.0,Offensive rebound by Team,,79,84
336,3,0:00.0,S. Napier makes free throw 2 of 2,,80,84
337,4,11:47.0,,T. Snell makes 2-pt layup from 1 ft (assist by T. Maker),80,86
338,4,11:25.0,D. Lillard misses 2-pt layup from 4 ft (block by T. Maker),,80,86
339,4,11:21.0,,Defensive rebound by K. Middleton,80,86
340,4,11:13.0,,T. Maker misses 2-pt layup from 3 ft (block by E. Davis),80,86
341,4,11:09.0,Defensive rebound by E. Davis,,80,86
342,4,11:03.0,D. Lillard makes 2-pt layup from 1 ft,,82,86
343,4,10:47.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,82,88
344,4,10:26.0,Personal foul by T. Maker (drawn by S. Napier),,82,88
345,4,10:10.0,S. Napier makes 2-pt jump shot from 19 ft,,84,88
346,4,9:57.0,,T. Maker misses 3-pt jump shot from 25 ft,84,88
347,4,9:57.0,Defensive rebound by E. Davis,,84,88
348,4,9:53.0,Shooting foul by T. Snell (drawn by D. Lillard),,84,88
349,4,9:53.0,D. Lillard makes free throw 1 of 2,,85,88
350,4,9:53.0,D. Lillard misses free throw 2 of 2,,85,88
351,4,9:50.0,,Defensive rebound by G. Antetokounmpo,85,88
352,4,9:32.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),85,91
353,4,9:08.0,S. Napier misses 3-pt jump shot from 26 ft,,85,91
354,4,9:06.0,Offensive rebound by Team,,85,91
355,4,8:54.0,M. Harkless misses 2-pt jump shot from 2 ft,,85,91
356,4,8:54.0,Offensive rebound by E. Davis,,85,91
357,4,8:51.0,E. Davis makes 2-pt layup at rim,,87,91
358,4,8:36.0,,Shooting foul by E. Davis (drawn by T. Maker),87,91
359,4,8:36.0,,T. Maker makes free throw 1 of 2,87,92
360,4,8:36.0,,T. Maker makes free throw 2 of 2,87,93
361,4,8:14.0,Shooting foul by K. Middleton (drawn by D. Lillard),,87,93
362,4,8:14.0,D. Lillard makes free throw 1 of 2,,88,93
363,4,8:14.0,D. Lillard makes free throw 2 of 2,,89,93
364,4,8:00.0,,Turnover by M. Dellavedova (bad pass; steal by D. Lillard),89,93
365,4,7:53.0,D. Lillard makes 2-pt layup at rim,,91,93
366,4,7:36.0,,T. Snell makes 2-pt hook shot from 5 ft,91,95
367,4,7:18.0,Shooting foul by G. Antetokounmpo (drawn by E. Davis),,91,95
368,4,7:18.0,E. Davis makes free throw 1 of 2,,92,95
369,4,7:18.0,,M. Brogdon enters the game for M. Dellavedova,92,95
370,4,7:18.0,A. Aminu enters the game for M. Harkless,,92,95
371,4,7:18.0,C. McCollum enters the game for S. Napier,,92,95
372,4,7:18.0,E. Davis makes free throw 2 of 2,,93,95
373,4,6:56.0,,M. Brogdon misses 2-pt jump shot from 2 ft,93,95
374,4,6:54.0,Defensive rebound by E. Davis,,93,95
375,4,6:49.0,Personal foul by K. Middleton (drawn by D. Lillard),,93,95
376,4,6:49.0,,Milwaukee full timeout,93,95
377,4,6:49.0,,J. Henson enters the game for T. Maker,93,95
378,4,6:49.0,,D. Liggins enters the game for K. Middleton,93,95
379,4,6:49.0,J. Nurkić enters the game for E. Davis,,93,95
