,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
0,1,11:40.0,,Turnover by J. Richardson (bad pass; steal by L. Markkanen),0,0
1,1,11:26.0,J. Holiday misses 2-pt jump shot from 10 ft,,0,0
2,1,11:22.0,Offensive rebound by R. Lopez,,0,0
3,1,11:20.0,R. Lopez makes 2-pt layup from 1 ft,,2,0
4,1,11:02.0,,H. Whiteside misses 2-pt jump shot from 6 ft,2,0
5,1,10:58.0,Defensive rebound by R. Lopez,,2,0
6,1,10:52.0,R. Lopez misses 2-pt jump shot from 19 ft,,2,0
7,1,10:49.0,,Defensive rebound by H. Whiteside,2,0
8,1,10:43.0,,G. Dragić misses 3-pt jump shot from 25 ft,2,0
9,1,10:41.0,Defensive rebound by L. Markkanen,,2,0
10,1,10:28.0,L. Markkanen misses 2-pt jump shot from 13 ft,,2,0
11,1,10:26.0,,Defensive rebound by H. Whiteside,2,0
12,1,10:16.0,,J. Richardson misses 3-pt jump shot from 23 ft,2,0
13,1,10:13.0,,Offensive rebound by H. Whiteside,2,0
14,1,10:11.0,,H. Whiteside makes 2-pt layup from 1 ft,2,2
15,1,9:57.0,R. Lopez misses 2-pt jump shot from 19 ft,,2,2
16,1,9:53.0,,Defensive rebound by H. Whiteside,2,2
17,1,9:46.0,,G. Dragić misses 2-pt layup from 1 ft,2,2
18,1,9:42.0,Defensive rebound by J. Grant,,2,2
19,1,9:31.0,Personal foul by G. Dragić (drawn by J. Grant),,2,2
20,1,9:15.0,J. Holiday misses 3-pt jump shot from 25 ft,,2,2
21,1,9:13.0,,Defensive rebound by O. White,2,2
22,1,9:06.0,,H. Whiteside misses 2-pt jump shot from 18 ft,2,2
23,1,9:00.0,Defensive rebound by D. Nwaba,,2,2
24,1,8:43.0,Shooting foul by O. White (drawn by L. Markkanen),,2,2
25,1,8:43.0,L. Markkanen makes free throw 1 of 3,,3,2
26,1,8:43.0,L. Markkanen misses free throw 2 of 3,,3,2
27,1,8:43.0,Offensive rebound by Team,,3,2
28,1,8:43.0,L. Markkanen makes free throw 3 of 3,,4,2
29,1,8:25.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by D. Waiters),4,5
30,1,8:13.0,J. Holiday misses 2-pt jump shot from 22 ft,,4,5
31,1,8:11.0,,Defensive rebound by H. Whiteside,4,5
32,1,8:03.0,,D. Waiters misses 2-pt jump shot from 9 ft,4,5
33,1,8:00.0,Defensive rebound by L. Markkanen,,4,5
34,1,7:54.0,J. Holiday misses 3-pt jump shot from 23 ft,,4,5
35,1,7:50.0,,Defensive rebound by H. Whiteside,4,5
36,1,7:44.0,,Turnover by D. Waiters (lost ball; steal by D. Nwaba),4,5
37,1,7:29.0,R. Lopez misses 2-pt hook shot from 6 ft,,4,5
38,1,7:27.0,,Defensive rebound by H. Whiteside,4,5
39,1,7:22.0,,Personal foul by J. Grant (drawn by H. Whiteside),4,5
40,1,7:15.0,,D. Waiters makes 2-pt jump shot from 14 ft (assist by G. Dragić),4,7
41,1,6:56.0,D. Nwaba misses 2-pt layup from 1 ft,,4,7
42,1,6:54.0,,Defensive rebound by H. Whiteside,4,7
43,1,6:51.0,,Personal foul by D. Nwaba (drawn by G. Dragić),4,7
44,1,6:51.0,,Miami full timeout,4,7
45,1,6:44.0,,G. Dragić makes 2-pt layup from 1 ft (assist by H. Whiteside),4,9
46,1,6:28.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Grant),,6,9
47,1,6:05.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by D. Waiters),6,12
48,1,5:48.0,J. Grant misses 2-pt jump shot from 17 ft,,6,12
49,1,5:44.0,,Defensive rebound by J. Richardson,6,12
50,1,5:37.0,,H. Whiteside makes 3-pt jump shot from 25 ft (assist by D. Waiters),6,15
51,1,5:05.0,R. Lopez misses 2-pt jump shot from 9 ft,,6,15
52,1,5:03.0,,Defensive rebound by O. White,6,15
53,1,4:58.0,,O. White makes 3-pt jump shot from 25 ft (assist by D. Waiters),6,18
54,1,4:57.0,Chicago full timeout,,6,18
55,1,4:57.0,,T. Johnson enters the game for J. Richardson,6,18
56,1,4:57.0,D. Valentine enters the game for D. Nwaba,,6,18
57,1,4:57.0,K. Dunn enters the game for J. Grant,,6,18
58,1,4:41.0,L. Markkanen misses 3-pt jump shot from 24 ft,,6,18
59,1,4:38.0,,Defensive rebound by H. Whiteside,6,18
60,1,4:22.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),6,20
61,1,4:08.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Holiday),,9,20
62,1,3:47.0,,D. Waiters misses 3-pt jump shot from 26 ft,9,20
63,1,3:43.0,Defensive rebound by L. Markkanen,,9,20
64,1,3:35.0,Turnover by K. Dunn (bad pass; steal by H. Whiteside),,9,20
65,1,3:29.0,,O. White misses 2-pt layup from 1 ft,9,20
66,1,3:25.0,Defensive rebound by L. Markkanen,,9,20
67,1,3:19.0,J. Holiday misses 3-pt jump shot from 23 ft,,9,20
68,1,3:16.0,,Defensive rebound by D. Waiters,9,20
69,1,2:57.0,,G. Dragić makes 2-pt jump shot from 15 ft,9,22
70,1,2:33.0,L. Markkanen makes 2-pt jump shot from 19 ft (assist by R. Lopez),,11,22
71,1,2:14.0,,T. Johnson misses 3-pt jump shot from 25 ft,11,22
72,1,2:11.0,Defensive rebound by L. Markkanen,,11,22
73,1,2:06.0,D. Valentine misses 3-pt jump shot from 24 ft,,11,22
74,1,2:06.0,,Defensive rebound by T. Johnson,11,22
