,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
103,2,11:32.0,Turnover by M. Beasley (out of bounds lost ball),,30,30
104,2,11:32.0,,Shooting foul by T. Lyles (drawn by P. Gasol),30,30
105,2,11:32.0,,P. Gasol makes free throw 1 of 2,30,31
106,2,11:32.0,,P. Gasol makes free throw 2 of 2,30,32
107,2,11:20.0,E. Mudiay makes 2-pt layup from 2 ft,,32,32
108,2,10:58.0,,D. Bertāns makes 2-pt jump shot from 3 ft (assist by M. Ginóbili),32,34
109,2,10:52.0,E. Mudiay makes 2-pt jump shot from 17 ft,,34,34
110,2,10:34.0,,P. Gasol makes 2-pt layup from 1 ft,34,36
111,2,10:25.0,M. Beasley makes 2-pt dunk at rim (assist by E. Mudiay),,36,36
112,2,10:07.0,,T. Parker misses 3-pt jump shot from 23 ft,36,36
113,2,10:07.0,,Offensive rebound by P. Gasol,36,36
114,2,9:58.0,,P. Mills misses 2-pt layup from 2 ft (block by M. Beasley),36,36
115,2,9:58.0,Defensive rebound by E. Mudiay,,36,36
116,2,9:52.0,W. Barton makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,39,36
117,2,9:34.0,,T. Parker makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),39,39
118,2,9:25.0,,D. Green enters the game for T. Parker,39,39
119,2,9:25.0,,D. Murray enters the game for M. Ginóbili,39,39
120,2,9:20.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,42,39
121,2,9:00.0,,Turnover by P. Gasol (lost ball; steal by T. Craig),42,39
122,2,8:57.0,E. Mudiay makes 2-pt layup from 2 ft (assist by T. Craig),,44,39
123,2,8:57.0,,San Antonio full timeout,44,39
124,2,8:57.0,,B. Forbes enters the game for P. Mills,44,39
125,2,8:57.0,,L. Aldridge enters the game for P. Gasol,44,39
126,2,8:57.0,,K. Anderson enters the game for D. Bertāns,44,39
127,2,8:40.0,,Personal foul by T. Lyles (drawn by L. Aldridge),44,39
128,2,8:34.0,,D. Murray misses 2-pt layup from 1 ft,44,39
129,2,8:34.0,,Offensive rebound by Team,44,39
130,2,8:27.0,,L. Aldridge makes 2-pt layup from 4 ft,44,41
131,2,8:12.0,Turnover by W. Barton (bad pass; steal by B. Forbes),,44,41
132,2,8:06.0,,K. Anderson misses 2-pt jump shot from 7 ft,44,41
133,2,8:02.0,,Offensive rebound by K. Anderson,44,41
134,2,8:02.0,,K. Anderson makes 2-pt layup at rim,44,43
135,2,7:46.0,W. Barton misses 3-pt jump shot from 24 ft,,44,43
136,2,7:46.0,,Defensive rebound by L. Aldridge,44,43
137,2,7:20.0,,D. Green misses 3-pt jump shot from 26 ft,44,43
138,2,7:20.0,Defensive rebound by T. Lyles,,44,43
139,2,7:11.0,W. Barton misses 2-pt layup from 4 ft (block by D. Green),,44,43
140,2,7:11.0,Offensive rebound by E. Mudiay,,44,43
141,2,6:57.0,T. Lyles misses 2-pt layup from 1 ft (block by D. Murray),,44,43
142,2,6:57.0,Offensive rebound by T. Craig,,44,43
143,2,6:57.0,Personal foul by B. Forbes (drawn by T. Craig),,44,43
144,2,6:57.0,D. Arthur enters the game for T. Lyles,,44,43
145,2,6:51.0,E. Mudiay misses 3-pt jump shot from 24 ft,,44,43
146,2,6:51.0,,Defensive rebound by D. Murray,44,43
147,2,6:33.0,,L. Aldridge misses 2-pt jump shot from 13 ft,44,43
148,2,6:33.0,Defensive rebound by D. Arthur,,44,43
149,2,6:21.0,T. Craig misses 2-pt layup from 2 ft (block by K. Anderson),,44,43
150,2,6:21.0,Offensive rebound by Team,,44,43
151,2,6:21.0,J. Murray enters the game for E. Mudiay,,44,43
152,2,6:21.0,G. Harris enters the game for T. Craig,,44,43
153,2,6:21.0,N. Jokić enters the game for W. Barton,,44,43
154,2,6:17.0,Shooting foul by L. Aldridge (drawn by G. Harris),,44,43
155,2,6:17.0,G. Harris makes free throw 1 of 2,,45,43
156,2,6:17.0,G. Harris makes free throw 2 of 2,,46,43
157,2,6:00.0,,D. Green makes 2-pt jump shot from 15 ft (assist by D. Murray),46,45
158,2,5:42.0,G. Harris misses 2-pt layup from 2 ft (block by L. Aldridge),,46,45
159,2,5:42.0,,Defensive rebound by K. Anderson,46,45
160,2,5:36.0,,D. Green misses 3-pt jump shot from 26 ft,46,45
161,2,5:36.0,,Offensive rebound by D. Green,46,45
162,2,5:19.0,,L. Aldridge makes 2-pt hook shot from 9 ft,46,47
163,2,5:05.0,N. Jokić misses 2-pt hook shot from 8 ft,,46,47
164,2,5:05.0,,Defensive rebound by D. Murray,46,47
165,2,4:58.0,,Personal foul by D. Arthur (drawn by B. Forbes),46,47
166,2,4:58.0,W. Barton enters the game for M. Beasley,,46,47
167,2,4:48.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Green),46,49
168,2,4:45.0,Denver full timeout,,46,49
169,2,4:35.0,Personal foul by D. Green (drawn by N. Jokić),,46,49
170,2,4:29.0,Offensive foul by N. Jokić (drawn by K. Anderson),,46,49
171,2,4:29.0,Turnover by N. Jokić (offensive foul),,46,49
172,2,4:18.0,,K. Anderson makes 2-pt layup from 2 ft,46,51
173,2,4:05.0,D. Arthur makes 2-pt layup from 2 ft (assist by N. Jokić),,48,51
174,2,4:05.0,Shooting foul by D. Murray (drawn by D. Arthur),,48,51
175,2,4:05.0,D. Arthur makes free throw 1 of 1,,49,51
176,2,3:53.0,,L. Aldridge makes 2-pt dunk at rim (assist by K. Anderson),49,53
177,2,3:30.0,J. Murray makes 2-pt layup from 1 ft,,51,53
178,2,3:09.0,,K. Anderson makes 2-pt jump shot from 7 ft,51,55
179,2,2:54.0,Turnover by N. Jokić (out of bounds lost ball),,51,55
180,2,2:54.0,,T. Parker enters the game for D. Murray,51,55
181,2,2:54.0,,M. Ginóbili enters the game for D. Green,51,55
182,2,2:54.0,T. Craig enters the game for D. Arthur,,51,55
183,2,2:36.0,,L. Aldridge misses 2-pt hook shot from 7 ft,51,55
184,2,2:33.0,Defensive rebound by N. Jokić,,51,55
185,2,2:33.0,Turnover by N. Jokić (bad pass),,51,55
186,2,2:33.0,,P. Mills enters the game for B. Forbes,51,55
187,2,2:21.0,,Turnover by K. Anderson (bad pass; steal by G. Harris),51,55
188,2,2:19.0,G. Harris misses 2-pt layup from 1 ft,,51,55
189,2,2:18.0,Offensive rebound by W. Barton,,51,55
190,2,2:16.0,W. Barton misses 2-pt layup at rim (block by K. Anderson),,51,55
191,2,2:15.0,Offensive rebound by T. Craig,,51,55
192,2,2:14.0,T. Craig makes 2-pt dunk at rim,,53,55
193,2,1:49.0,,L. Aldridge makes 2-pt dunk at rim (assist by P. Mills),53,57
194,2,1:32.0,J. Murray misses 2-pt jump shot from 14 ft,,53,57
195,2,1:29.0,,Defensive rebound by K. Anderson,53,57
196,2,1:13.0,,Turnover by L. Aldridge (bad pass; steal by W. Barton),53,57
197,2,1:08.0,J. Murray misses 3-pt jump shot from 26 ft,,53,57
198,2,1:03.0,Offensive rebound by T. Craig,,53,57
199,2,1:03.0,T. Craig makes 2-pt layup at rim,,55,57
200,2,0:44.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),55,60
201,2,0:38.0,W. Barton misses 2-pt jump shot from 16 ft,,55,60
202,2,0:35.0,,Defensive rebound by P. Mills,55,60
203,2,0:17.0,,Personal foul by N. Jokić (drawn by L. Aldridge),55,60
204,2,0:06.0,,L. Aldridge misses 2-pt jump shot from 18 ft,55,60
205,2,0:04.0,,Offensive rebound by Team,55,60
206,2,0:04.0,D. Arthur enters the game for N. Jokić,,55,60
207,2,0:01.0,,M. Ginóbili misses 2-pt layup from 1 ft,55,60
208,2,0:00.0,Defensive rebound by Team,,55,60
209,2,0:00.0,T. Craig misses 3-pt jump shot from 68 ft,,55,60
210,2,0:00.0,Offensive rebound by Team,,55,60
211,3,11:46.0,G. Harris misses 3-pt jump shot from 24 ft,,55,60
212,3,11:43.0,,Defensive rebound by D. Murray,55,60
213,3,11:27.0,,L. Aldridge makes 2-pt jump shot from 13 ft,55,62
214,3,11:15.0,N. Jokić misses 2-pt jump shot from 22 ft,,55,62
215,3,11:12.0,,Defensive rebound by K. Anderson,55,62
216,3,11:01.0,,L. Aldridge misses 2-pt jump shot from 18 ft,55,62
217,3,10:58.0,Defensive rebound by J. Murray,,55,62
218,3,10:37.0,W. Barton makes 2-pt jump shot from 13 ft (assist by G. Harris),,57,62
219,3,10:19.0,,Turnover by L. Aldridge (bad pass; steal by J. Murray),57,62
220,3,10:17.0,Shooting foul by D. Green (drawn by J. Murray),,57,62
221,3,10:17.0,J. Murray makes free throw 1 of 2,,58,62
222,3,10:17.0,J. Murray makes free throw 2 of 2,,59,62
223,3,9:53.0,,D. Green misses 2-pt layup from 1 ft,59,62
224,3,9:53.0,,Offensive rebound by L. Aldridge,59,62
225,3,9:53.0,,L. Aldridge misses 2-pt layup at rim (block by D. Arthur),59,62
226,3,9:53.0,,Offensive rebound by Team,59,62
227,3,9:41.0,,K. Anderson makes 2-pt layup from 1 ft (assist by P. Gasol),59,64
228,3,9:30.0,Turnover by D. Arthur (bad pass),,59,64
229,3,9:22.0,,Offensive foul by P. Gasol (drawn by N. Jokić),59,64
230,3,9:22.0,,Turnover by P. Gasol (offensive foul),59,64
231,3,9:11.0,N. Jokić misses 2-pt hook shot from 8 ft,,59,64
232,3,9:08.0,,Defensive rebound by D. Green,59,64
233,3,9:02.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Gasol),59,66
234,3,8:47.0,D. Arthur misses 2-pt jump shot from 8 ft,,59,66
235,3,8:45.0,,Defensive rebound by D. Murray,59,66
236,3,8:37.0,,K. Anderson makes 2-pt jump shot from 7 ft (assist by D. Murray),59,68
237,3,8:36.0,Denver full timeout,,59,68
238,3,8:22.0,J. Murray makes 3-pt jump shot from 26 ft (assist by D. Arthur),,62,68
239,3,8:03.0,,Turnover by P. Gasol (bad pass),62,68
240,3,7:48.0,J. Murray misses 2-pt layup from 2 ft,,62,68
241,3,7:45.0,,Defensive rebound by P. Gasol,62,68
242,3,7:30.0,,Turnover by L. Aldridge (traveling),62,68
243,3,7:23.0,G. Harris makes 2-pt jump shot from 14 ft (assist by N. Jokić),,64,68
244,3,7:22.0,,San Antonio full timeout,64,68
245,3,7:00.0,,D. Green misses 3-pt jump shot from 25 ft,64,68
246,3,6:57.0,Defensive rebound by N. Jokić,,64,68
247,3,6:49.0,N. Jokić misses 3-pt jump shot from 25 ft,,64,68
248,3,6:46.0,,Defensive rebound by P. Gasol,64,68
249,3,6:34.0,,L. Aldridge misses 2-pt layup from 1 ft,64,68
250,3,6:32.0,Defensive rebound by W. Barton,,64,68
251,3,6:29.0,Shooting foul by D. Murray (drawn by W. Barton),,64,68
252,3,6:29.0,W. Barton makes free throw 1 of 2,,65,68
253,3,6:29.0,,T. Parker enters the game for D. Murray,65,68
254,3,6:29.0,,D. Bertāns enters the game for P. Gasol,65,68
255,3,6:29.0,T. Lyles enters the game for N. Jokić,,65,68
256,3,6:29.0,W. Barton makes free throw 2 of 2,,66,68
257,3,6:04.0,,K. Anderson misses 2-pt jump shot from 12 ft (block by J. Murray),66,68
258,3,6:01.0,Defensive rebound by W. Barton,,66,68
259,3,5:57.0,G. Harris makes 2-pt layup from 1 ft,,68,68
260,3,5:45.0,,D. Green misses 3-pt jump shot from 24 ft,68,68
261,3,5:41.0,,Offensive rebound by L. Aldridge,68,68
262,3,5:29.0,,D. Bertāns misses 3-pt jump shot from 26 ft,68,68
263,3,5:27.0,Defensive rebound by J. Murray,,68,68
264,3,5:19.0,W. Barton misses 2-pt jump shot from 19 ft,,68,68
265,3,5:15.0,,Defensive rebound by D. Green,68,68
266,3,5:04.0,,Turnover by L. Aldridge (bad pass; steal by W. Barton),68,68
267,3,5:00.0,Turnover by W. Barton (step out of bounds),,68,68
268,3,5:00.0,,M. Ginóbili enters the game for K. Anderson,68,68
269,3,5:00.0,,P. Mills enters the game for D. Green,68,68
270,3,5:00.0,T. Craig enters the game for W. Barton,,68,68
271,3,4:42.0,,L. Aldridge misses 2-pt jump shot from 7 ft,68,68
272,3,4:39.0,Defensive rebound by T. Lyles,,68,68
273,3,4:39.0,,Technical foul by L. Aldridge,68,68
274,3,4:39.0,J. Murray makes technical free throw,,69,68
275,3,4:24.0,Shooting foul by L. Aldridge (drawn by J. Murray),,69,68
276,3,4:24.0,J. Murray makes free throw 1 of 2,,70,68
277,3,4:24.0,N. Jokić enters the game for D. Arthur,,70,68
278,3,4:24.0,J. Murray makes free throw 2 of 2,,71,68
279,3,4:01.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Mills),71,70
280,3,3:49.0,N. Jokić makes 2-pt layup from 3 ft (assist by J. Murray),,73,70
281,3,3:30.0,,Shooting foul by T. Lyles (drawn by L. Aldridge),73,70
282,3,3:30.0,,L. Aldridge makes free throw 1 of 2,73,71
283,3,3:30.0,,L. Aldridge makes free throw 2 of 2,73,72
284,3,3:15.0,T. Lyles misses 2-pt jump shot from 14 ft,,73,72
285,3,3:13.0,,Defensive rebound by M. Ginóbili,73,72
286,3,3:11.0,,Personal foul by G. Harris (drawn by M. Ginóbili),73,72
287,3,3:04.0,,Turnover by T. Parker (bad pass; steal by G. Harris),73,72
288,3,2:59.0,Shooting foul by D. Bertāns (drawn by G. Harris),,73,72
289,3,2:59.0,G. Harris makes free throw 1 of 2,,74,72
290,3,2:59.0,G. Harris makes free throw 2 of 2,,75,72
291,3,2:48.0,,Personal block foul by J. Murray (drawn by T. Parker),75,72
292,3,2:40.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,75,72
293,3,2:36.0,Defensive rebound by T. Craig,,75,72
294,3,2:26.0,T. Craig misses 2-pt layup from 2 ft,,75,72
295,3,2:21.0,Offensive rebound by T. Craig,,75,72
296,3,2:21.0,T. Craig makes 2-pt layup at rim,,77,72
297,3,1:59.0,,D. Bertāns misses 3-pt jump shot from 25 ft,77,72
298,3,1:57.0,Defensive rebound by J. Murray,,77,72
299,3,1:52.0,J. Murray makes 2-pt jump shot from 18 ft,,79,72
300,3,1:37.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by T. Parker),79,75
301,3,1:21.0,Turnover by N. Jokić (bad pass; steal by P. Mills),,79,75
302,3,1:16.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),79,78
303,3,0:47.0,N. Jokić makes 2-pt hook shot from 4 ft,,81,78
304,3,0:39.0,,T. Parker makes 2-pt layup from 2 ft,81,80
305,3,0:39.0,Violation by T. Craig (def goaltending),,81,80
306,3,0:18.0,T. Lyles misses 2-pt layup from 3 ft (block by M. Ginóbili),,81,80
307,3,0:16.0,,Defensive rebound by L. Aldridge,81,80
308,3,0:00.0,,M. Ginóbili misses 2-pt jump shot from 8 ft,81,80
309,3,0:00.0,Defensive rebound by J. Murray,,81,80
310,4,11:46.0,,P. Mills misses 2-pt layup from 2 ft,81,80
311,4,11:43.0,Defensive rebound by T. Lyles,,81,80
312,4,11:43.0,Denver full timeout,,81,80
313,4,11:43.0,,D. Murray enters the game for P. Mills,81,80
314,4,11:43.0,,B. Forbes enters the game for T. Parker,81,80
315,4,11:43.0,,K. Anderson enters the game for D. Bertāns,81,80
316,4,11:43.0,R. Jefferson enters the game for T. Craig,,81,80
317,4,11:27.0,W. Barton misses 2-pt jump shot from 18 ft,,81,80
318,4,11:23.0,,Defensive rebound by D. Murray,81,80
319,4,11:15.0,,K. Anderson makes 2-pt layup from 3 ft (assist by P. Gasol),81,82
320,4,11:05.0,E. Mudiay makes 2-pt layup at rim,,83,82
321,4,10:50.0,,M. Ginóbili misses 2-pt layup from 2 ft,83,82
322,4,10:48.0,Defensive rebound by T. Lyles,,83,82
323,4,10:44.0,M. Beasley misses 2-pt jump shot from 14 ft,,83,82
324,4,10:42.0,,Defensive rebound by D. Murray,83,82
325,4,10:26.0,,P. Gasol makes 2-pt jump shot from 11 ft,83,84
326,4,10:15.0,E. Mudiay makes 2-pt layup from 2 ft,,85,84
327,4,10:01.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Murray),85,86
328,4,9:49.0,E. Mudiay makes 2-pt jump shot from 15 ft,,87,86
329,4,9:32.0,,Turnover by D. Murray (bad pass; steal by W. Barton),87,86
330,4,9:32.0,Personal foul by M. Ginóbili (drawn by W. Barton),,87,86
331,4,9:32.0,,D. Green enters the game for M. Ginóbili,87,86
332,4,9:24.0,E. Mudiay misses 2-pt layup from 1 ft,,87,86
333,4,9:22.0,,Defensive rebound by D. Murray,87,86
334,4,9:17.0,,B. Forbes misses 3-pt jump shot from 25 ft,87,86
335,4,9:13.0,,Offensive rebound by D. Murray,87,86
336,4,9:10.0,,D. Green misses 3-pt jump shot from 25 ft,87,86
337,4,9:08.0,Defensive rebound by M. Beasley,,87,86
338,4,9:04.0,Offensive foul by W. Barton (drawn by D. Green),,87,86
339,4,9:04.0,Turnover by W. Barton (offensive foul),,87,86
340,4,8:50.0,,Personal foul by E. Mudiay (drawn by P. Gasol),87,86
341,4,8:43.0,,B. Forbes makes 2-pt jump shot from 14 ft (assist by D. Murray),87,88
342,4,8:23.0,E. Mudiay makes 2-pt layup from 1 ft,,89,88
343,4,8:09.0,,B. Forbes misses 3-pt jump shot from 24 ft,89,88
344,4,8:05.0,Defensive rebound by M. Beasley,,89,88
345,4,7:57.0,T. Lyles makes 2-pt dunk at rim (assist by W. Barton),,91,88
346,4,7:57.0,,San Antonio full timeout,91,88
347,4,7:57.0,,L. Aldridge enters the game for P. Gasol,91,88
348,4,7:42.0,,K. Anderson makes 2-pt layup from 5 ft,91,90
349,4,7:25.0,Turnover by R. Jefferson (bad pass; steal by K. Anderson),,91,90
350,4,7:13.0,,K. Anderson makes 2-pt layup from 1 ft,91,92
351,4,6:57.0,T. Lyles misses 2-pt layup from 2 ft (block by D. Green),,91,92
352,4,6:53.0,,Defensive rebound by D. Murray,91,92
353,4,6:49.0,,K. Anderson misses 2-pt jump shot from 7 ft,91,92
354,4,6:48.0,,Offensive rebound by L. Aldridge,91,92
355,4,6:47.0,,L. Aldridge misses 2-pt layup at rim (block by R. Jefferson),91,92
356,4,6:47.0,Defensive rebound by R. Jefferson,,91,92
357,4,6:32.0,E. Mudiay misses 2-pt jump shot from 12 ft,,91,92
358,4,6:30.0,,Defensive rebound by D. Murray,91,92
359,4,6:16.0,,Turnover by D. Green (bad pass; steal by R. Jefferson),91,92
360,4,6:10.0,M. Beasley makes 2-pt layup from 1 ft (assist by W. Barton),,93,92
361,4,6:10.0,,San Antonio full timeout,93,92
362,4,6:10.0,N. Jokić enters the game for E. Mudiay,,93,92
363,4,6:10.0,G. Harris enters the game for R. Jefferson,,93,92
364,4,6:10.0,J. Murray enters the game for M. Beasley,,93,92
365,4,5:54.0,,D. Green makes 2-pt layup from 3 ft (assist by K. Anderson),93,94
366,4,5:30.0,J. Murray misses 2-pt jump shot from 10 ft,,93,94
367,4,5:28.0,,Defensive rebound by D. Green,93,94
368,4,5:13.0,,Personal foul by T. Lyles (drawn by L. Aldridge),93,94
369,4,5:13.0,,M. Ginóbili enters the game for D. Green,93,94
370,4,5:00.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,93,94
371,4,4:56.0,Defensive rebound by J. Murray,,93,94
372,4,4:51.0,W. Barton misses 3-pt jump shot from 25 ft,,93,94
373,4,4:50.0,,Defensive rebound by Team,93,94
374,4,4:50.0,Loose ball foul by N. Jokić (drawn by M. Ginóbili),,93,94
375,4,4:50.0,,P. Mills enters the game for D. Murray,93,94
376,4,4:30.0,,L. Aldridge makes 2-pt layup from 4 ft,93,96
377,4,4:16.0,N. Jokić makes 2-pt jump shot from 4 ft (assist by T. Lyles),,95,96
378,4,3:52.0,,K. Anderson makes 2-pt layup from 2 ft (assist by M. Ginóbili),95,98
379,4,3:48.0,,D. Bertāns enters the game for K. Anderson,95,98
380,4,3:48.0,T. Craig enters the game for T. Lyles,,95,98
