,QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
156,2,6:53.0,,Offensive rebound by Team,39,45
157,2,6:46.0,,D. West makes 2-pt jump shot from 6 ft (assist by S. Livingston),39,47
158,2,6:30.0,W. Barton misses 2-pt layup from 3 ft (block by A. Iguodala),,39,47
159,2,6:26.0,,Defensive rebound by K. Thompson,39,47
160,2,6:21.0,,J. Bell makes 2-pt dunk from 1 ft (assist by D. West),39,49
161,2,6:03.0,Turnover by N. Jokić (bad pass; steal by D. West),,39,49
162,2,5:47.0,,D. West misses 2-pt layup from 5 ft (block by N. Jokić),39,49
163,2,5:43.0,Defensive rebound by N. Jokić,,39,49
164,2,5:39.0,T. Craig misses 3-pt jump shot from 24 ft,,39,49
165,2,5:35.0,,Defensive rebound by J. Bell,39,49
166,2,5:15.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by J. Bell),39,52
167,2,4:55.0,M. Plumlee makes 2-pt dunk from 1 ft,,41,52
168,2,4:36.0,,Shooting foul by W. Barton (drawn by S. Livingston),41,52
169,2,4:36.0,,S. Curry enters the game for D. West,41,52
170,2,4:36.0,,D. Green enters the game for K. Thompson,41,52
171,2,4:36.0,G. Harris enters the game for T. Craig,,41,52
172,2,4:36.0,,S. Livingston makes free throw 1 of 2,41,53
173,2,4:36.0,,S. Livingston misses free throw 2 of 2,41,53
174,2,4:36.0,W. Chandler enters the game for W. Barton,,41,53
175,2,4:33.0,Offensive rebound by N. Jokić,,41,53
176,2,4:16.0,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),,44,53
177,2,4:00.0,,S. Livingston misses 2-pt jump shot from 12 ft (block by M. Plumlee),44,53
178,2,3:56.0,Defensive rebound by M. Plumlee,,44,53
179,2,3:52.0,W. Chandler misses 3-pt jump shot from 24 ft,,44,53
180,2,3:48.0,Offensive rebound by Team,,44,53
181,2,3:48.0,,O. Casspi enters the game for S. Livingston,44,53
182,2,3:42.0,Shooting foul by J. Bell (drawn by M. Plumlee),,44,53
183,2,3:42.0,M. Plumlee makes free throw 1 of 2,,45,53
184,2,3:42.0,M. Plumlee makes free throw 2 of 2,,46,53
185,2,3:31.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),46,56
186,2,3:02.0,M. Plumlee makes 2-pt dunk from 1 ft,,48,56
187,2,2:50.0,,D. Green makes 2-pt jump shot from 21 ft (assist by J. Bell),48,58
188,2,2:26.0,J. Murray misses 2-pt layup from 1 ft (block by O. Casspi),,48,58
189,2,2:24.0,Offensive rebound by Team,,48,58
190,2,2:24.0,,K. Thompson enters the game for J. Bell,48,58
191,2,2:23.0,Shooting foul by D. Green (drawn by N. Jokić),,48,58
192,2,2:23.0,N. Jokić makes free throw 1 of 3,,49,58
193,2,2:23.0,N. Jokić makes free throw 2 of 3,,50,58
194,2,2:23.0,N. Jokić makes free throw 3 of 3,,51,58
195,2,2:08.0,,Turnover by S. Curry (bad pass; steal by N. Jokić),51,58
196,2,2:02.0,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),,53,58
197,2,1:48.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),53,61
198,2,1:33.0,W. Chandler misses 2-pt jump shot from 7 ft,,53,61
199,2,1:29.0,,Defensive rebound by O. Casspi,53,61
200,2,1:23.0,,S. Curry makes 2-pt layup from 1 ft,53,63
201,2,1:23.0,,Shooting foul by M. Plumlee (drawn by S. Curry),53,63
202,2,1:23.0,T. Lyles enters the game for M. Plumlee,,53,63
203,2,1:23.0,,S. Curry makes free throw 1 of 1,53,64
204,2,1:02.0,J. Murray makes 2-pt jump shot from 17 ft,,55,64
205,2,0:51.0,Offensive charge foul by O. Casspi (drawn by J. Murray),,55,64
206,2,0:51.0,,Turnover by O. Casspi (offensive foul),55,64
207,2,0:36.0,J. Murray misses 3-pt jump shot from 25 ft,,55,64
208,2,0:34.0,Offensive rebound by W. Chandler,,55,64
209,2,0:34.0,W. Chandler misses 2-pt layup at rim,,55,64
210,2,0:32.0,Offensive rebound by Team,,55,64
211,2,0:19.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,57,64
212,2,0:02.0,,S. Curry misses 3-pt jump shot from 26 ft,57,64
213,2,0:00.0,Defensive rebound by W. Chandler,,57,64
214,3,11:46.0,N. Jokić makes 2-pt jump shot from 21 ft (assist by G. Harris),,59,64
215,3,11:27.0,,A. Iguodala misses 3-pt jump shot from 25 ft,59,64
216,3,11:23.0,Defensive rebound by M. Plumlee,,59,64
217,3,11:19.0,J. Murray misses 2-pt layup from 1 ft,,59,64
218,3,11:17.0,Offensive rebound by N. Jokić,,59,64
219,3,11:17.0,Turnover by N. Jokić (bad pass),,59,64
220,3,11:07.0,,Turnover by D. Green (out of bounds lost ball),59,64
221,3,10:43.0,N. Jokić makes 2-pt layup from 3 ft,,61,64
222,3,10:29.0,,D. Green misses 3-pt jump shot from 24 ft,61,64
223,3,10:27.0,Defensive rebound by G. Harris,,61,64
224,3,10:22.0,Personal foul by Z. Pachulia (drawn by N. Jokić),,61,64
225,3,10:09.0,Turnover by N. Jokić (out of bounds lost ball),,61,64
226,3,9:54.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),61,67
227,3,9:40.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by G. Harris),,63,67
228,3,9:27.0,,Turnover by Z. Pachulia (bad pass),63,67
229,3,9:12.0,G. Harris misses 3-pt jump shot from 27 ft,,63,67
230,3,9:07.0,Offensive rebound by W. Chandler,,63,67
231,3,9:07.0,W. Chandler misses 2-pt jump shot from 6 ft,,63,67
232,3,9:05.0,,Defensive rebound by Z. Pachulia,63,67
233,3,8:57.0,,K. Thompson misses 2-pt jump shot from 18 ft,63,67
234,3,8:54.0,,Offensive rebound by Z. Pachulia,63,67
235,3,8:48.0,,Turnover by S. Curry (bad pass),63,67
236,3,8:29.0,N. Jokić misses 2-pt jump shot from 8 ft,,63,67
237,3,8:26.0,Offensive rebound by N. Jokić,,63,67
238,3,8:26.0,N. Jokić makes 2-pt hook shot from 5 ft,,65,67
239,3,8:26.0,,Golden State full timeout,65,67
240,3,8:02.0,,Z. Pachulia misses 2-pt jump shot from 11 ft,65,67
241,3,7:56.0,,Offensive rebound by K. Thompson,65,67
242,3,7:56.0,,K. Thompson misses 2-pt layup at rim,65,67
243,3,7:55.0,Defensive rebound by N. Jokić,,65,67
244,3,7:52.0,J. Murray makes 2-pt jump shot from 11 ft,,67,67
245,3,7:41.0,,D. Green makes 2-pt jump shot from 11 ft (assist by S. Curry),67,69
246,3,7:14.0,N. Jokić misses 2-pt jump shot from 15 ft,,67,69
247,3,7:11.0,Offensive rebound by W. Chandler,,67,69
248,3,6:57.0,M. Plumlee makes 2-pt dunk at rim (assist by N. Jokić),,69,69
249,3,6:44.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Green),69,71
250,3,6:34.0,Personal foul by S. Curry (drawn by J. Murray),,69,71
251,3,6:20.0,J. Murray misses 3-pt jump shot from 27 ft,,69,71
252,3,6:17.0,,Defensive rebound by Z. Pachulia,69,71
253,3,6:06.0,,K. Thompson makes 2-pt jump shot from 15 ft,69,73
254,3,5:39.0,N. Jokić misses 2-pt jump shot from 13 ft,,69,73
255,3,5:37.0,,Defensive rebound by Z. Pachulia,69,73
256,3,5:34.0,,Turnover by Z. Pachulia (bad pass; steal by N. Jokić),69,73
257,3,5:30.0,M. Plumlee makes 2-pt dunk at rim (assist by N. Jokić),,71,73
258,3,5:20.0,,S. Curry misses 2-pt hook shot from 14 ft,71,73
259,3,5:18.0,Defensive rebound by M. Plumlee,,71,73
260,3,5:09.0,Turnover by M. Plumlee (lost ball; steal by S. Curry),,71,73
261,3,5:05.0,,Turnover by A. Iguodala (bad pass; steal by J. Murray),71,73
262,3,4:59.0,G. Harris misses 2-pt jump shot from 19 ft,,71,73
263,3,4:59.0,Offensive rebound by M. Plumlee,,71,73
264,3,4:59.0,Turnover by M. Plumlee (bad pass),,71,73
265,3,4:59.0,,J. Bell enters the game for Z. Pachulia,71,73
266,3,4:47.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by D. Green),71,75
267,3,4:30.0,G. Harris misses 2-pt layup from 2 ft (block by D. Green),,71,75
268,3,4:28.0,,Defensive rebound by K. Thompson,71,75
269,3,4:10.0,,K. Thompson makes 3-pt jump shot from 26 ft,71,78
270,3,4:09.0,Denver full timeout,,71,78
271,3,4:09.0,,O. Casspi enters the game for A. Iguodala,71,78
272,3,4:09.0,,P. McCaw enters the game for D. Green,71,78
273,3,4:09.0,T. Lyles enters the game for W. Chandler,,71,78
274,3,4:09.0,W. Barton enters the game for M. Plumlee,,71,78
275,3,3:57.0,J. Murray misses 2-pt jump shot from 16 ft,,71,78
276,3,3:54.0,,Defensive rebound by O. Casspi,71,78
277,3,3:32.0,,P. McCaw misses 3-pt jump shot from 25 ft,71,78
278,3,3:28.0,Defensive rebound by G. Harris,,71,78
279,3,3:20.0,Turnover by N. Jokić (bad pass; steal by S. Curry),,71,78
280,3,3:15.0,,Shooting foul by N. Jokić (drawn by S. Curry),71,78
281,3,3:15.0,,S. Curry makes free throw 1 of 2,71,79
282,3,3:15.0,,N. Young enters the game for K. Thompson,71,79
283,3,3:15.0,T. Craig enters the game for J. Murray,,71,79
284,3,3:15.0,W. Chandler enters the game for N. Jokić,,71,79
285,3,3:15.0,,S. Curry makes free throw 2 of 2,71,80
286,3,2:57.0,T. Lyles makes 2-pt jump shot from 15 ft,,73,80
287,3,2:46.0,,Turnover by S. Curry (lost ball; steal by T. Lyles),73,80
288,3,2:39.0,T. Lyles makes 2-pt dunk from 2 ft,,75,80
289,3,2:32.0,,S. Curry makes 3-pt jump shot from 27 ft,75,83
290,3,2:17.0,T. Lyles misses 3-pt jump shot from 27 ft,,75,83
291,3,2:14.0,,Defensive rebound by J. Bell,75,83
292,3,1:57.0,,N. Young makes 2-pt jump shot from 11 ft,75,85
293,3,1:42.0,G. Harris makes 2-pt layup from 1 ft (assist by T. Lyles),,77,85
294,3,1:24.0,,N. Young makes 3-pt jump shot from 26 ft (assist by S. Curry),77,88
295,3,1:00.0,T. Lyles misses 2-pt layup from 4 ft,,77,88
296,3,0:57.0,,Defensive rebound by J. Bell,77,88
297,3,0:56.0,,S. Curry makes 3-pt jump shot from 26 ft,77,91
298,3,0:44.0,Personal foul by S. Curry (drawn by T. Craig),,77,91
299,3,0:44.0,,D. Green enters the game for J. Bell,77,91
300,3,0:36.0,W. Barton makes 2-pt hook shot from 10 ft,,79,91
301,3,0:30.0,,O. Casspi makes 2-pt layup from 1 ft (assist by S. Curry),79,93
302,3,0:07.0,T. Lyles makes 2-pt layup from 1 ft (assist by W. Barton),,81,93
303,3,0:07.0,Shooting foul by O. Casspi (drawn by T. Lyles),,81,93
304,3,0:07.0,T. Lyles misses free throw 1 of 1,,81,93
305,3,0:07.0,,Defensive rebound by D. Green,81,93
306,3,0:07.0,,K. Thompson enters the game for P. McCaw,81,93
307,3,0:03.0,,Turnover by D. Green (bad pass; steal by T. Craig),81,93
308,4,11:50.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. West),81,96
309,4,11:20.0,T. Lyles makes 2-pt layup from 1 ft (assist by W. Barton),,83,96
310,4,11:04.0,,S. Livingston makes 2-pt jump shot from 17 ft (assist by D. West),83,98
311,4,10:52.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Murray),,86,98
312,4,10:32.0,,S. Livingston misses 2-pt layup from 2 ft,86,98
313,4,10:32.0,,Offensive rebound by Team,86,98
314,4,10:32.0,,Shooting foul by T. Lyles (drawn by D. Green),86,98
315,4,10:32.0,,D. Green makes free throw 1 of 2,86,99
316,4,10:32.0,,D. Green makes free throw 2 of 2,86,100
317,4,10:16.0,W. Chandler misses 2-pt jump shot from 9 ft,,86,100
318,4,10:12.0,Offensive rebound by M. Plumlee,,86,100
319,4,10:00.0,J. Murray makes 2-pt layup from 1 ft (assist by W. Chandler),,88,100
320,4,9:46.0,,D. West makes 2-pt jump shot from 16 ft (assist by S. Livingston),88,102
321,4,9:28.0,Shooting foul by S. Livingston (drawn by J. Murray),,88,102
322,4,9:28.0,J. Murray makes free throw 1 of 2,,89,102
323,4,9:28.0,J. Murray makes free throw 2 of 2,,90,102
324,4,9:18.0,,K. Thompson makes 2-pt jump shot from 20 ft,90,104
325,4,9:15.0,Denver full timeout,,90,104
326,4,9:15.0,N. Jokić enters the game for W. Barton,,90,104
327,4,9:15.0,G. Harris enters the game for M. Plumlee,,90,104
328,4,9:04.0,T. Lyles misses 2-pt layup from 1 ft,,90,104
329,4,9:00.0,,Defensive rebound by D. Green,90,104
330,4,8:56.0,,S. Livingston makes 2-pt jump shot from 15 ft (assist by D. Green),90,106
331,4,8:39.0,Shooting foul by D. West (drawn by W. Chandler),,90,106
332,4,8:39.0,W. Chandler makes free throw 1 of 2,,91,106
333,4,8:39.0,,O. Casspi enters the game for D. Green,91,106
334,4,8:39.0,W. Chandler makes free throw 2 of 2,,92,106
335,4,8:26.0,,Turnover by O. Casspi (out of bounds lost ball),92,106
336,4,8:26.0,,P. McCaw enters the game for N. Young,92,106
337,4,8:14.0,Turnover by N. Jokić (bad pass; steal by O. Casspi),,92,106
338,4,8:10.0,,O. Casspi makes 2-pt dunk at rim,92,108
339,4,7:57.0,T. Lyles misses 2-pt layup from 3 ft (block by S. Livingston),,92,108
340,4,7:55.0,,Defensive rebound by S. Livingston,92,108
341,4,7:48.0,,S. Livingston makes 2-pt layup from 2 ft (assist by O. Casspi),92,110
342,4,7:48.0,Denver full timeout,,92,110
343,4,7:38.0,G. Harris misses 3-pt jump shot from 22 ft,,92,110
344,4,7:35.0,Offensive rebound by N. Jokić,,92,110
345,4,7:34.0,N. Jokić makes 2-pt hook shot from 7 ft,,94,110
346,4,7:17.0,,D. West makes 2-pt jump shot from 15 ft (assist by S. Livingston),94,112
347,4,6:59.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,96,112
348,4,6:37.0,,K. Thompson misses 2-pt jump shot from 12 ft,96,112
349,4,6:32.0,,Offensive rebound by D. West,96,112
350,4,6:24.0,,K. Thompson misses 2-pt jump shot from 10 ft,96,112
351,4,6:20.0,Defensive rebound by W. Chandler,,96,112
352,4,6:16.0,Personal foul by D. West (drawn by N. Jokić),,96,112
353,4,6:16.0,,S. Curry enters the game for K. Thompson,96,112
354,4,6:16.0,,A. Iguodala enters the game for S. Livingston,96,112
355,4,6:09.0,G. Harris makes 2-pt dunk from 2 ft (assist by N. Jokić),,98,112
356,4,5:52.0,,Turnover by D. West (bad pass; steal by T. Lyles),98,112
357,4,5:37.0,W. Chandler makes 2-pt layup from 2 ft (assist by T. Lyles),,100,112
358,4,5:28.0,,Golden State full timeout,100,112
359,4,5:28.0,,D. Green enters the game for O. Casspi,100,112
360,4,5:25.0,,Turnover by S. Curry (turnover),100,112
361,4,5:14.0,J. Murray misses 2-pt layup from 2 ft (block by D. Green),,100,112
362,4,5:14.0,Offensive rebound by Team,,100,112
363,4,5:03.0,N. Jokić misses 2-pt layup from 2 ft (block by A. Iguodala),,100,112
364,4,5:00.0,Offensive rebound by W. Chandler,,100,112
365,4,4:55.0,W. Chandler makes 2-pt jump shot from 17 ft,,102,112
366,4,4:39.0,,D. Green makes 2-pt jump shot from 17 ft (assist by S. Curry),102,114
367,4,4:26.0,Turnover by T. Lyles (lost ball; steal by D. Green),,102,114
368,4,4:21.0,,S. Curry misses 3-pt jump shot from 26 ft,102,114
369,4,4:17.0,Defensive rebound by T. Lyles,,102,114
370,4,4:09.0,G. Harris makes 3-pt jump shot from 26 ft (assist by W. Chandler),,105,114
371,4,3:50.0,,S. Curry makes 2-pt jump shot from 18 ft,105,116
372,4,3:28.0,G. Harris misses 3-pt jump shot from 26 ft,,105,116
373,4,3:24.0,Offensive rebound by W. Chandler,,105,116
374,4,3:20.0,G. Harris misses 2-pt jump shot from 9 ft,,105,116
375,4,3:18.0,,Defensive rebound by D. West,105,116
376,4,3:12.0,,Shooting foul by J. Murray (drawn by S. Curry),105,116
377,4,3:12.0,,S. Curry misses free throw 1 of 3,105,116
378,4,3:12.0,,Offensive rebound by Team,105,116
379,4,3:12.0,,S. Curry makes free throw 2 of 3,105,117
380,4,3:12.0,,J. Bell enters the game for P. McCaw,105,117
381,4,3:12.0,,K. Thompson enters the game for D. West,105,117
