,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
51,1,4:31.0,P. George makes 2-pt jump shot from 11 ft (assist by C. Anthony),,22,22
52,1,4:31.0,Shooting foul by O. Anunoby (drawn by P. George),,22,22
53,1,4:31.0,,N. Powell enters the game for O. Anunoby,22,22
54,1,4:31.0,P. George makes free throw 1 of 1,,23,22
55,1,4:21.0,,Personal block foul by J. Huestis (drawn by K. Lowry),23,22
56,1,4:17.0,,Personal foul by C. Anthony (drawn by D. DeRozan),23,22
57,1,4:15.0,,D. DeRozan makes 3-pt jump shot from 22 ft (assist by S. Ibaka),23,25
58,1,4:05.0,R. Westbrook makes 2-pt layup at rim,,25,25
59,1,3:50.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by K. Lowry),25,27
60,1,3:35.0,S. Adams makes 2-pt layup from 1 ft,,27,27
61,1,3:28.0,,Turnover by K. Lowry (lost ball; steal by R. Westbrook),27,27
62,1,3:28.0,Personal foul by N. Powell (drawn by R. Westbrook),,27,27
63,1,3:28.0,,J. Poeltl enters the game for J. Valančiūnas,27,27
64,1,3:12.0,C. Anthony makes 2-pt jump shot from 19 ft,,29,27
65,1,2:52.0,,D. DeRozan misses 2-pt jump shot from 13 ft,29,27
66,1,2:50.0,Defensive rebound by S. Adams,,29,27
67,1,2:45.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,31,27
68,1,2:43.0,,Toronto full timeout,31,27
69,1,2:43.0,,D. Wright enters the game for K. Lowry,31,27
70,1,2:43.0,,P. Siakam enters the game for S. Ibaka,31,27
71,1,2:30.0,,D. DeRozan misses 2-pt jump shot from 10 ft,31,27
72,1,2:26.0,,Offensive rebound by J. Poeltl,31,27
73,1,2:23.0,,Turnover by N. Powell (bad pass; steal by P. George),31,27
74,1,2:20.0,R. Westbrook makes 2-pt dunk from 1 ft,,33,27
75,1,1:51.0,,P. Siakam makes 2-pt hook shot from 4 ft (assist by D. Wright),33,29
76,1,1:29.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,35,29
77,1,1:13.0,,D. DeRozan misses 2-pt jump shot from 19 ft,35,29
78,1,1:10.0,,Offensive rebound by J. Poeltl,35,29
79,1,1:10.0,,Turnover by D. Wright (turnover),35,29
80,1,1:10.0,,C. Miles enters the game for D. DeRozan,35,29
81,1,1:10.0,R. Felton enters the game for R. Westbrook,,35,29
82,1,1:10.0,J. Grant enters the game for C. Anthony,,35,29
83,1,1:10.0,P. Patterson enters the game for S. Adams,,35,29
84,1,1:00.0,J. Grant makes 2-pt layup from 1 ft,,37,29
85,1,0:46.0,,D. Wright makes 2-pt layup from 2 ft,37,31
86,1,0:37.0,Shooting foul by J. Poeltl (drawn by J. Grant),,37,31
87,1,0:37.0,J. Grant makes free throw 1 of 2,,38,31
88,1,0:37.0,J. Grant misses free throw 2 of 2,,38,31
89,1,0:36.0,Offensive rebound by Team,,38,31
90,1,0:31.0,P. George makes 2-pt dunk at rim (assist by P. Patterson),,40,31
91,1,0:07.0,,N. Powell makes 3-pt jump shot from 29 ft (assist by D. Wright),40,34
92,1,0:01.0,R. Felton misses 3-pt jump shot from 31 ft,,40,34
93,1,0:01.0,Offensive rebound by J. Huestis,,40,34
94,1,0:00.0,J. Huestis misses 2-pt layup from 1 ft,,40,34
95,1,0:00.0,Offensive rebound by Team,,40,34
96,2,11:43.0,P. George misses 2-pt layup from 2 ft,,40,34
97,2,11:40.0,,Defensive rebound by L. Nogueira,40,34
98,2,11:25.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by N. Powell),40,37
99,2,11:05.0,Turnover by P. George (lost ball; steal by D. Wright),,40,37
100,2,10:53.0,,N. Powell makes 2-pt layup at rim,40,39
101,2,10:53.0,,Shooting foul by P. Patterson (drawn by N. Powell),40,39
102,2,10:53.0,,N. Powell makes free throw 1 of 1,40,40
103,2,10:42.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by R. Felton),,43,40
104,2,10:21.0,,C. Miles misses 3-pt jump shot from 28 ft,43,40
105,2,10:18.0,Defensive rebound by P. Patterson,,43,40
106,2,10:07.0,Turnover by R. Felton (bad pass; steal by P. Siakam),,43,40
107,2,10:01.0,,C. Miles misses 3-pt jump shot from 27 ft,43,40
108,2,9:57.0,Defensive rebound by R. Felton,,43,40
109,2,9:51.0,Turnover by P. Patterson (traveling),,43,40
110,2,9:51.0,C. Brewer enters the game for P. George,,43,40
111,2,9:40.0,,P. Siakam makes 2-pt layup from 1 ft (assist by D. Wright),43,42
112,2,9:23.0,P. Patterson misses 2-pt jump shot from 5 ft,,43,42
113,2,9:22.0,,Defensive rebound by L. Nogueira,43,42
114,2,9:16.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by N. Powell),43,45
115,2,9:14.0,Oklahoma City full timeout,,43,45
116,2,8:52.0,C. Brewer misses 2-pt hook shot from 5 ft,,43,45
117,2,8:50.0,,Defensive rebound by L. Nogueira,43,45
118,2,8:46.0,Offensive charge foul by P. Siakam (drawn by J. Grant),,43,45
119,2,8:46.0,,Turnover by P. Siakam (bad pass),43,45
120,2,8:46.0,Turnover by J. Grant (bad pass),,43,45
121,2,8:28.0,,C. Miles misses 3-pt jump shot from 25 ft,43,45
122,2,8:25.0,Defensive rebound by J. Grant,,43,45
123,2,8:18.0,Shooting foul by C. Miles (drawn by J. Grant),,43,45
124,2,8:18.0,J. Grant misses free throw 1 of 2,,43,45
125,2,8:18.0,Offensive rebound by Team,,43,45
126,2,8:18.0,R. Westbrook enters the game for C. Brewer,,43,45
127,2,8:18.0,J. Grant makes free throw 2 of 2,,44,45
128,2,8:09.0,,Personal block foul by T. Ferguson (drawn by N. Powell),44,45
129,2,8:01.0,,Turnover by P. Siakam (bad pass; steal by R. Westbrook),44,45
130,2,7:59.0,Turnover by R. Westbrook (bad pass),,44,45
131,2,7:54.0,,C. Miles misses 3-pt jump shot from 26 ft,44,45
132,2,7:51.0,Defensive rebound by P. Patterson,,44,45
133,2,7:46.0,R. Westbrook misses 2-pt jump shot from 16 ft,,44,45
134,2,7:43.0,,Defensive rebound by L. Nogueira,44,45
135,2,7:37.0,,L. Nogueira makes 2-pt dunk from 1 ft (assist by D. Wright),44,47
136,2,7:22.0,R. Felton misses 3-pt jump shot from 25 ft,,44,47
137,2,7:19.0,,Defensive rebound by L. Nogueira,44,47
138,2,7:07.0,,N. Powell misses 2-pt jump shot from 6 ft,44,47
139,2,7:07.0,,Offensive rebound by Team,44,47
140,2,7:07.0,Loose ball foul by R. Westbrook (drawn by L. Nogueira),,44,47
141,2,7:07.0,,K. Lowry enters the game for N. Powell,44,47
142,2,6:54.0,,D. Wright makes 2-pt jump shot from 13 ft,44,49
143,2,6:39.0,P. Patterson misses 2-pt layup from 1 ft,,44,49
144,2,6:36.0,,Defensive rebound by P. Siakam,44,49
145,2,6:24.0,,L. Nogueira makes 2-pt dunk from 1 ft (assist by K. Lowry),44,51
146,2,6:24.0,,Shooting foul by R. Felton (drawn by L. Nogueira),44,51
147,2,6:24.0,C. Brewer enters the game for J. Grant,,44,51
148,2,6:24.0,S. Adams enters the game for T. Ferguson,,44,51
149,2,6:24.0,C. Anthony enters the game for P. Patterson,,44,51
150,2,6:24.0,,L. Nogueira makes free throw 1 of 1,44,52
151,2,6:09.0,R. Felton misses 2-pt jump shot from 19 ft,,44,52
152,2,6:07.0,,Defensive rebound by K. Lowry,44,52
153,2,6:02.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),44,54
154,2,5:46.0,Def 3 sec tech foul by L. Nogueira,,44,54
155,2,5:46.0,R. Westbrook makes technical free throw,,45,54
156,2,5:46.0,,J. Valančiūnas enters the game for L. Nogueira,45,54
157,2,5:46.0,P. George enters the game for R. Felton,,45,54
158,2,5:32.0,P. George misses 3-pt jump shot from 22 ft,,45,54
159,2,5:29.0,Offensive rebound by R. Westbrook,,45,54
160,2,5:23.0,Turnover by P. George (bad pass; steal by D. Wright),,45,54
161,2,5:19.0,,C. Miles misses 2-pt dunk from 1 ft (block by C. Anthony),45,54
162,2,5:18.0,,Offensive rebound by Team,45,54
163,2,5:18.0,,S. Ibaka enters the game for C. Miles,45,54
164,2,5:18.0,,D. DeRozan enters the game for P. Siakam,45,54
165,2,5:17.0,,Turnover by J. Valančiūnas (traveling),45,54
166,2,5:05.0,Shooting foul by J. Valančiūnas (drawn by S. Adams),,45,54
167,2,5:05.0,S. Adams makes free throw 1 of 2,,46,54
168,2,5:05.0,S. Adams makes free throw 2 of 2,,47,54
169,2,4:48.0,,D. DeRozan misses 2-pt layup from 1 ft,47,54
170,2,4:46.0,,Offensive rebound by S. Ibaka,47,54
171,2,4:46.0,,S. Ibaka misses 2-pt hook shot from 2 ft,47,54
172,2,4:44.0,Defensive rebound by R. Westbrook,,47,54
173,2,4:40.0,C. Brewer makes 2-pt layup from 1 ft (assist by R. Westbrook),,49,54
174,2,4:26.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by D. Wright),49,56
175,2,4:14.0,R. Westbrook makes 2-pt jump shot from 8 ft (assist by S. Adams),,51,56
176,2,3:55.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),51,59
177,2,3:44.0,P. George makes 2-pt jump shot from 9 ft,,53,59
178,2,3:44.0,Shooting foul by K. Lowry (drawn by P. George),,53,59
179,2,3:44.0,P. George makes free throw 1 of 1,,54,59
180,2,3:39.0,,Toronto full timeout,54,59
181,2,3:39.0,,N. Powell enters the game for D. Wright,54,59
182,2,3:27.0,,K. Lowry makes 2-pt jump shot from 18 ft,54,61
183,2,3:04.0,S. Adams misses 2-pt jump shot from 8 ft,,54,61
184,2,3:02.0,Offensive rebound by S. Adams,,54,61
185,2,3:00.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by S. Adams),,57,61
186,2,2:47.0,,K. Lowry misses 3-pt jump shot from 26 ft,57,61
187,2,2:44.0,Defensive rebound by P. George,,57,61
188,2,2:40.0,P. George misses 3-pt jump shot from 29 ft,,57,61
189,2,2:37.0,Offensive rebound by P. George,,57,61
190,2,2:36.0,Shooting foul by J. Valančiūnas (drawn by P. George),,57,61
191,2,2:36.0,P. George makes free throw 1 of 2,,58,61
192,2,2:36.0,P. George misses free throw 2 of 2,,58,61
193,2,2:35.0,,Defensive rebound by D. DeRozan,58,61
194,2,2:25.0,,Shooting foul by P. George (drawn by D. DeRozan),58,61
195,2,2:25.0,,D. DeRozan misses free throw 1 of 2,58,61
196,2,2:25.0,,Offensive rebound by Team,58,61
197,2,2:25.0,,D. DeRozan makes free throw 2 of 2,58,62
198,2,2:10.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,60,62
199,2,1:58.0,,Turnover by N. Powell (lost ball; steal by P. George),60,62
200,2,1:53.0,C. Brewer misses 2-pt layup from 1 ft,,60,62
201,2,1:51.0,Offensive rebound by C. Brewer,,60,62
202,2,1:44.0,Shooting foul by K. Lowry (drawn by R. Westbrook),,60,62
203,2,1:44.0,R. Westbrook makes free throw 1 of 2,,61,62
204,2,1:44.0,R. Westbrook makes free throw 2 of 2,,62,62
205,2,1:31.0,,S. Ibaka misses 2-pt jump shot from 16 ft,62,62
206,2,1:29.0,Defensive rebound by R. Westbrook,,62,62
207,2,1:24.0,Turnover by R. Westbrook (bad pass; steal by S. Ibaka),,62,62
208,2,1:10.0,,N. Powell misses 3-pt jump shot from 23 ft,62,62
209,2,1:07.0,Defensive rebound by P. George,,62,62
210,2,1:02.0,Personal foul by K. Lowry (drawn by P. George),,62,62
211,2,1:02.0,P. George makes free throw 1 of 2,,63,62
212,2,1:02.0,,D. Wright enters the game for K. Lowry,63,62
213,2,1:02.0,P. George makes free throw 2 of 2,,64,62
214,2,0:44.0,,D. DeRozan misses 3-pt jump shot from 23 ft,64,62
215,2,0:42.0,Defensive rebound by R. Westbrook,,64,62
216,2,0:30.0,C. Anthony misses 2-pt jump shot from 17 ft,,64,62
217,2,0:29.0,Offensive rebound by Team,,64,62
218,2,0:29.0,,Loose ball foul by J. Valančiūnas (drawn by S. Adams),64,62
219,2,0:29.0,S. Adams misses free throw 1 of 2,,64,62
220,2,0:29.0,Offensive rebound by Team,,64,62
221,2,0:29.0,,C. Miles enters the game for J. Valančiūnas,64,62
222,2,0:29.0,S. Adams misses free throw 2 of 2,,64,62
223,2,0:27.0,,Defensive rebound by S. Ibaka,64,62
224,2,0:08.0,,D. DeRozan makes 2-pt layup at rim,64,64
225,2,0:01.0,P. George makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,66,64
226,3,11:48.0,R. Westbrook misses 2-pt jump shot from 16 ft,,66,64
227,3,11:47.0,,Defensive rebound by K. Lowry,66,64
228,3,11:37.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by D. DeRozan),66,66
229,3,11:20.0,P. George misses 2-pt jump shot from 19 ft,,66,66
230,3,11:18.0,,Defensive rebound by O. Anunoby,66,66
231,3,10:56.0,,O. Anunoby makes 2-pt layup at rim (assist by S. Ibaka),66,68
232,3,10:38.0,Shooting foul by D. DeRozan (drawn by S. Adams),,66,68
233,3,10:38.0,S. Adams makes free throw 1 of 2,,67,68
234,3,10:38.0,S. Adams makes free throw 2 of 2,,68,68
235,3,10:20.0,,K. Lowry makes 2-pt layup from 1 ft (assist by J. Valančiūnas),68,70
236,3,10:05.0,Turnover by P. George (bad pass),,68,70
237,3,9:58.0,,K. Lowry makes 3-pt jump shot from 24 ft,68,73
238,3,9:56.0,Oklahoma City full timeout,,68,73
239,3,9:42.0,P. George misses 2-pt jump shot from 15 ft,,68,73
240,3,9:40.0,,Defensive rebound by S. Ibaka,68,73
241,3,9:29.0,,Turnover by S. Ibaka (lost ball; steal by C. Brewer),68,73
242,3,9:25.0,P. George misses 2-pt layup from 1 ft (block by K. Lowry),,68,73
243,3,9:25.0,Offensive rebound by Team,,68,73
244,3,9:25.0,,Loose ball foul by K. Lowry (drawn by C. Brewer),68,73
245,3,9:19.0,R. Westbrook makes 2-pt jump shot from 10 ft,,70,73
246,3,9:00.0,,Turnover by K. Lowry (bad pass; steal by S. Adams),70,73
247,3,8:56.0,Turnover by C. Brewer (bad pass),,70,73
248,3,8:56.0,,D. Wright enters the game for K. Lowry,70,73
249,3,8:40.0,,S. Ibaka misses 3-pt jump shot from 24 ft,70,73
250,3,8:37.0,Defensive rebound by C. Anthony,,70,73
251,3,8:19.0,R. Westbrook makes 2-pt layup from 1 ft,,72,73
252,3,8:09.0,,D. DeRozan makes 2-pt jump shot from 7 ft (assist by D. Wright),72,75
253,3,7:52.0,C. Brewer makes 2-pt dunk from 1 ft (assist by S. Adams),,74,75
254,3,7:39.0,,D. DeRozan misses 2-pt jump shot from 6 ft,74,75
255,3,7:36.0,,Offensive rebound by S. Ibaka,74,75
256,3,7:36.0,,S. Ibaka misses 2-pt layup at rim,74,75
257,3,7:34.0,Defensive rebound by P. George,,74,75
258,3,7:32.0,C. Brewer misses 3-pt jump shot from 26 ft,,74,75
259,3,7:29.0,Offensive rebound by S. Adams,,74,75
260,3,7:27.0,P. George misses 3-pt jump shot from 23 ft,,74,75
261,3,7:27.0,,Defensive rebound by J. Valančiūnas,74,75
262,3,7:16.0,,J. Valančiūnas makes 2-pt layup at rim (assist by D. DeRozan),74,77
263,3,7:07.0,S. Adams makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,76,77
264,3,6:52.0,,Shooting foul by P. George (drawn by O. Anunoby),76,77
265,3,6:52.0,,O. Anunoby misses free throw 1 of 2,76,77
266,3,6:52.0,,Offensive rebound by Team,76,77
267,3,6:52.0,,O. Anunoby misses free throw 2 of 2,76,77
268,3,6:49.0,Defensive rebound by R. Westbrook,,76,77
269,3,6:42.0,Turnover by R. Westbrook (bad pass),,76,77
270,3,6:33.0,,D. Wright misses 3-pt jump shot from 25 ft,76,77
271,3,6:30.0,Defensive rebound by S. Adams,,76,77
272,3,6:26.0,R. Westbrook makes 2-pt jump shot from 20 ft,,78,77
273,3,6:05.0,,Offensive foul by J. Valančiūnas (drawn by C. Brewer),78,77
274,3,6:05.0,,Turnover by J. Valančiūnas (offensive foul),78,77
275,3,6:05.0,Oklahoma City full timeout,,78,77
276,3,6:05.0,,J. Poeltl enters the game for O. Anunoby,78,77
277,3,6:05.0,,C. Miles enters the game for J. Valančiūnas,78,77
278,3,5:54.0,S. Adams misses 2-pt jump shot from 8 ft,,78,77
279,3,5:51.0,Offensive rebound by R. Westbrook,,78,77
280,3,5:49.0,C. Anthony makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,81,77
281,3,5:36.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by D. DeRozan),81,80
282,3,5:22.0,R. Westbrook makes 2-pt jump shot from 9 ft,,83,80
283,3,5:22.0,Shooting foul by D. Wright (drawn by R. Westbrook),,83,80
284,3,5:22.0,R. Westbrook makes free throw 1 of 1,,84,80
285,3,5:11.0,,D. DeRozan makes 3-pt jump shot from 25 ft,84,83
286,3,4:56.0,R. Westbrook misses 2-pt layup from 1 ft,,84,83
287,3,4:53.0,Offensive rebound by S. Adams,,84,83
288,3,4:53.0,S. Adams misses 2-pt layup at rim,,84,83
289,3,4:52.0,,Defensive rebound by C. Miles,84,83
290,3,4:42.0,Offensive charge foul by S. Ibaka (drawn by C. Brewer),,84,83
291,3,4:42.0,,Turnover by S. Ibaka (offensive foul),84,83
292,3,4:32.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,86,83
293,3,4:15.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Wright),86,85
294,3,4:05.0,Shooting foul by J. Poeltl (drawn by S. Adams),,86,85
295,3,4:05.0,S. Adams misses free throw 1 of 2,,86,85
296,3,4:05.0,Offensive rebound by Team,,86,85
297,3,4:05.0,S. Adams makes free throw 2 of 2,,87,85
298,3,3:51.0,,C. Miles misses 3-pt jump shot from 24 ft,87,85
299,3,3:49.0,Defensive rebound by R. Westbrook,,87,85
300,3,3:45.0,Offensive foul by S. Adams (drawn by J. Poeltl),,87,85
301,3,3:45.0,Turnover by S. Adams (offensive foul),,87,85
302,3,3:38.0,,Personal foul by P. George (drawn by D. DeRozan),87,85
303,3,3:31.0,,Shooting foul by S. Adams (drawn by S. Ibaka),87,85
304,3,3:31.0,J. Grant enters the game for S. Adams,,87,85
305,3,3:31.0,,S. Ibaka makes free throw 1 of 2,87,86
306,3,3:31.0,,S. Ibaka makes free throw 2 of 2,87,87
307,3,3:19.0,C. Anthony makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,89,87
308,3,2:51.0,,S. Ibaka misses 2-pt jump shot from 14 ft,89,87
309,3,2:47.0,Defensive rebound by J. Grant,,89,87
310,3,2:41.0,J. Grant misses 3-pt jump shot from 26 ft,,89,87
311,3,2:38.0,,Defensive rebound by D. Wright,89,87
312,3,2:27.0,,S. Ibaka misses 2-pt jump shot from 14 ft,89,87
313,3,2:24.0,Defensive rebound by R. Westbrook,,89,87
314,3,2:18.0,P. George makes 2-pt dunk from 1 ft,,91,87
315,3,2:01.0,,D. DeRozan makes 3-pt jump shot from 23 ft (assist by J. Poeltl),91,90
316,3,1:39.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by P. George),,94,90
317,3,1:30.0,,Personal foul by C. Brewer (drawn by D. DeRozan),94,90
318,3,1:30.0,,P. Siakam enters the game for S. Ibaka,94,90
319,3,1:30.0,R. Felton enters the game for R. Westbrook,,94,90
320,3,1:18.0,,Shooting foul by J. Grant (drawn by J. Poeltl),94,90
321,3,1:18.0,,J. Poeltl makes free throw 1 of 2,94,91
322,3,1:18.0,,J. Poeltl makes free throw 2 of 2,94,92
323,3,1:05.0,C. Anthony misses 2-pt jump shot from 20 ft,,94,92
324,3,1:02.0,,Defensive rebound by J. Poeltl,94,92
325,3,0:54.0,,D. DeRozan misses 2-pt layup from 3 ft,94,92
326,3,0:54.0,,Offensive rebound by J. Poeltl,94,92
327,3,0:54.0,,J. Poeltl makes 2-pt layup at rim,94,94
328,3,0:42.0,J. Grant makes 2-pt layup from 2 ft (assist by P. George),,96,94
329,3,0:42.0,Shooting foul by D. DeRozan (drawn by J. Grant),,96,94
330,3,0:42.0,J. Grant makes free throw 1 of 1,,97,94
331,3,0:30.0,,Shooting foul by P. George (drawn by C. Miles),97,94
332,3,0:30.0,,C. Miles makes free throw 1 of 3,97,95
333,3,0:30.0,,C. Miles makes free throw 2 of 3,97,96
334,3,0:30.0,,C. Miles misses free throw 3 of 3,97,96
335,3,0:28.0,Defensive rebound by Team,,97,96
336,3,0:22.0,Offensive foul by P. George (drawn by D. Wright),,97,96
337,3,0:22.0,Turnover by P. George (offensive foul),,97,96
338,3,0:22.0,T. Ferguson enters the game for P. George,,97,96
339,3,0:01.0,,D. DeRozan makes 2-pt jump shot from 23 ft,97,98
340,3,0:00.0,C. Brewer misses 3-pt jump shot from 64 ft,,97,98
341,3,0:00.0,Offensive rebound by Team,,97,98
342,4,11:39.0,,Turnover by K. Lowry (bad pass),97,98
343,4,11:24.0,J. Grant misses 2-pt jump shot from 5 ft,,97,98
344,4,11:22.0,,Defensive rebound by K. Lowry,97,98
345,4,11:18.0,,Turnover by P. Siakam (bad pass; steal by Á. Abrines),97,98
346,4,11:05.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by P. Patterson),,100,98
347,4,10:44.0,,C. Miles misses 3-pt jump shot from 26 ft,100,98
348,4,10:41.0,Defensive rebound by R. Felton,,100,98
349,4,10:34.0,R. Felton makes 3-pt jump shot from 26 ft,,103,98
350,4,10:15.0,,Personal block foul by Á. Abrines (drawn by D. Wright),103,98
351,4,10:05.0,,P. Siakam makes 2-pt layup from 1 ft (assist by J. Poeltl),103,100
352,4,9:43.0,R. Felton misses 2-pt jump shot from 18 ft,,103,100
353,4,9:40.0,,Defensive rebound by P. Siakam,103,100
354,4,9:33.0,,C. Miles makes 2-pt dunk at rim (assist by D. Wright),103,102
355,4,9:07.0,Turnover by Team (shot clock),,103,102
356,4,8:48.0,,K. Lowry misses 2-pt jump shot from 6 ft (block by P. Patterson),103,102
357,4,8:46.0,,Offensive rebound by K. Lowry,103,102
358,4,8:44.0,,D. Wright makes 2-pt jump shot from 18 ft (assist by K. Lowry),103,104
359,4,8:23.0,J. Grant makes 2-pt dunk at rim (assist by P. Patterson),,105,104
360,4,8:01.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),105,106
361,4,7:50.0,R. Felton makes 2-pt jump shot from 15 ft,,107,106
362,4,7:44.0,,Personal foul by R. Felton (drawn by J. Poeltl),107,106
363,4,7:44.0,S. Adams enters the game for R. Felton,,107,106
364,4,7:44.0,R. Westbrook enters the game for J. Grant,,107,106
365,4,7:28.0,,D. Wright makes 2-pt jump shot from 10 ft,107,108
366,4,7:15.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,110,108
367,4,6:49.0,,K. Lowry makes 3-pt jump shot from 25 ft,110,111
368,4,6:34.0,R. Westbrook misses 2-pt layup from 2 ft,,110,111
369,4,6:32.0,Offensive rebound by S. Adams,,110,111
370,4,6:29.0,P. Patterson misses 3-pt jump shot from 23 ft,,110,111
371,4,6:26.0,Offensive rebound by Team,,110,111
372,4,6:26.0,,Toronto full timeout,110,111
373,4,6:26.0,,J. Valančiūnas enters the game for J. Poeltl,110,111
374,4,6:19.0,Shooting foul by J. Valančiūnas (drawn by R. Westbrook),,110,111
375,4,6:19.0,R. Westbrook misses free throw 1 of 2,,110,111
376,4,6:19.0,Offensive rebound by Team,,110,111
377,4,6:19.0,R. Westbrook makes free throw 2 of 2,,111,111
378,4,6:08.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,111,111
