,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
187,2,1:51.0,,Offensive rebound by Team,56,40
188,2,1:51.0,,G. Temple enters the game for B. Hield,56,40
189,2,1:51.0,W. Selden enters the game for K. Simmons,,56,40
190,2,1:51.0,,Z. Randolph misses free throw 2 of 2,56,40
191,2,1:51.0,Defensive rebound by Team,,56,40
192,2,1:37.0,B. Wright makes 2-pt layup from 2 ft (assist by D. Brooks),,58,40
193,2,1:30.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Hill),58,42
194,2,1:07.0,Shooting foul by B. Bogdanović (drawn by D. Brooks),,58,42
195,2,1:07.0,D. Brooks misses free throw 1 of 2,,58,42
196,2,1:07.0,Offensive rebound by Team,,58,42
197,2,1:07.0,D. Brooks makes free throw 2 of 2,,59,42
198,2,0:56.0,,Z. Randolph misses 2-pt hook shot from 4 ft (block by B. Wright),59,42
199,2,0:56.0,Defensive rebound by W. Selden,,59,42
200,2,0:56.0,Personal foul by Z. Randolph (drawn by W. Selden),,59,42
201,2,0:56.0,W. Selden makes free throw 1 of 2,,60,42
202,2,0:56.0,W. Selden makes free throw 2 of 2,,61,42
203,2,0:42.0,,Turnover by B. Bogdanović (bad pass; steal by B. Wright),61,42
204,2,0:36.0,T. Evans makes 3-pt jump shot from 25 ft (assist by W. Selden),,64,42
205,2,0:12.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by Z. Randolph),64,44
206,2,0:12.0,,Shooting foul by T. Evans (drawn by W. Cauley-Stein),64,44
207,2,0:12.0,,W. Cauley-Stein misses free throw 1 of 1,64,44
208,2,0:09.0,,Offensive rebound by B. Bogdanović,64,44
209,2,0:07.0,,G. Hill misses 3-pt jump shot from 24 ft,64,44
210,2,0:03.0,,Offensive rebound by G. Temple,64,44
211,2,0:02.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Temple),64,46
212,2,0:00.0,M. Gasol misses 3-pt jump shot from 50 ft,,64,46
213,2,0:00.0,Offensive rebound by Team,,64,46
214,3,11:47.0,,G. Hill misses 2-pt jump shot from 9 ft,64,46
215,3,11:43.0,,Offensive rebound by Z. Randolph,64,46
216,3,11:42.0,,Z. Randolph misses 2-pt layup from 1 ft,64,46
217,3,11:42.0,Defensive rebound by A. Harrison,,64,46
218,3,11:37.0,J. Martin misses 2-pt layup from 1 ft,,64,46
219,3,11:37.0,,Defensive rebound by K. Koufos,64,46
220,3,11:28.0,,Offensive foul by K. Koufos (drawn by A. Harrison),64,46
221,3,11:28.0,,Turnover by K. Koufos (offensive foul),64,46
222,3,11:14.0,Turnover by M. Gasol (bad pass),,64,46
223,3,11:06.0,,G. Hill misses 2-pt layup from 1 ft,64,46
224,3,11:05.0,,Offensive rebound by K. Koufos,64,46
225,3,11:05.0,,K. Koufos misses 2-pt layup at rim,64,46
226,3,11:05.0,,Offensive rebound by Team,64,46
227,3,11:05.0,J. Ennis enters the game for D. Brooks,,64,46
228,3,10:59.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,64,46
229,3,10:59.0,Defensive rebound by Team,,64,46
230,3,10:45.0,Personal foul by G. Hill (drawn by A. Harrison),,64,46
231,3,10:31.0,T. Evans makes 3-pt jump shot from 25 ft,,67,46
232,3,10:15.0,,G. Temple makes 2-pt jump shot from 17 ft (assist by K. Koufos),67,48
233,3,10:01.0,T. Evans makes 3-pt jump shot from 25 ft,,70,48
234,3,9:50.0,,G. Hill misses 3-pt jump shot from 26 ft,70,48
235,3,9:47.0,Defensive rebound by J. Ennis,,70,48
236,3,9:38.0,J. Ennis makes 2-pt layup from 1 ft (assist by T. Evans),,72,48
237,3,9:21.0,,K. Koufos misses 2-pt hook shot from 4 ft,72,48
238,3,9:21.0,Defensive rebound by Team,,72,48
239,3,9:06.0,J. Ennis makes 2-pt layup from 2 ft (assist by M. Gasol),,74,48
240,3,9:06.0,,Sacramento full timeout,74,48
241,3,9:06.0,,W. Cauley-Stein enters the game for K. Koufos,74,48
242,3,8:47.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,74,48
243,3,8:44.0,Defensive rebound by T. Evans,,74,48
244,3,8:37.0,Turnover by T. Evans (lost ball; steal by G. Temple),,74,48
245,3,8:32.0,,G. Temple makes 2-pt layup from 1 ft,74,50
246,3,8:17.0,A. Harrison misses 2-pt jump shot from 10 ft,,74,50
247,3,8:15.0,Offensive rebound by J. Ennis,,74,50
248,3,8:15.0,M. Chalmers enters the game for A. Harrison,,74,50
249,3,7:57.0,M. Gasol misses 2-pt jump shot from 14 ft,,74,50
250,3,7:54.0,,Defensive rebound by Z. Randolph,74,50
251,3,7:46.0,,Turnover by B. Bogdanović (bad pass; steal by J. Ennis),74,50
252,3,7:30.0,M. Gasol misses 2-pt hook shot from 7 ft,,74,50
253,3,7:27.0,,Defensive rebound by Z. Randolph,74,50
254,3,7:23.0,,Turnover by Z. Randolph (lost ball; steal by J. Martin),74,50
255,3,7:20.0,Shooting foul by G. Temple (drawn by M. Gasol),,74,50
256,3,7:20.0,M. Gasol misses free throw 1 of 2,,74,50
257,3,7:20.0,Offensive rebound by Team,,74,50
258,3,7:20.0,,V. Carter enters the game for G. Hill,74,50
259,3,7:20.0,,J. Jackson enters the game for Z. Randolph,74,50
260,3,7:20.0,M. Gasol misses free throw 2 of 2,,74,50
261,3,7:17.0,,Defensive rebound by B. Bogdanović,74,50
262,3,7:16.0,,Personal foul by T. Evans (drawn by B. Bogdanović),74,50
263,3,7:03.0,,J. Jackson misses 3-pt jump shot from 25 ft,74,50
264,3,6:58.0,Defensive rebound by T. Evans,,74,50
265,3,6:42.0,,M. Richardson enters the game for J. Jackson,74,50
266,3,6:39.0,Turnover by M. Chalmers (out of bounds lost ball),,74,50
267,3,6:25.0,,Personal foul by J. Martin (drawn by W. Cauley-Stein),74,50
268,3,6:25.0,J. Green enters the game for J. Martin,,74,50
269,3,6:17.0,,M. Richardson misses 3-pt jump shot from 22 ft,74,50
270,3,6:14.0,,Offensive rebound by W. Cauley-Stein,74,50
271,3,6:14.0,,Shooting foul by M. Gasol (drawn by W. Cauley-Stein),74,50
272,3,6:14.0,,W. Cauley-Stein makes free throw 1 of 2,74,51
273,3,6:14.0,,W. Cauley-Stein misses free throw 2 of 2,74,51
274,3,6:11.0,Defensive rebound by J. Green,,74,51
275,3,5:55.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by T. Evans),,77,51
276,3,5:42.0,,W. Cauley-Stein misses 2-pt hook shot from 7 ft,77,51
277,3,5:38.0,Defensive rebound by M. Gasol,,77,51
278,3,5:31.0,M. Gasol misses 3-pt jump shot from 24 ft,,77,51
279,3,5:29.0,Offensive rebound by J. Green,,77,51
280,3,5:29.0,Shooting foul by V. Carter (drawn by J. Green),,77,51
281,3,5:29.0,J. Green makes free throw 2 of 2,,78,51
282,3,5:29.0,J. Green makes free throw 1 of 2,,79,51
283,3,5:29.0,D. Davis enters the game for M. Gasol,,79,51
284,3,5:07.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,79,51
285,3,5:02.0,Defensive rebound by J. Ennis,,79,51
286,3,4:56.0,T. Evans makes 2-pt layup from 4 ft,,81,51
287,3,4:50.0,,Turnover by G. Temple (lost ball; steal by J. Green),81,51
288,3,4:46.0,T. Evans makes 2-pt layup from 1 ft (assist by J. Green),,83,51
289,3,4:40.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),83,54
290,3,4:27.0,Personal foul by B. Bogdanović (drawn by D. Davis),,83,54
291,3,4:27.0,,B. Hield enters the game for B. Bogdanović,83,54
292,3,4:27.0,K. Simmons enters the game for J. Ennis,,83,54
293,3,4:27.0,D. Brooks enters the game for T. Evans,,83,54
294,3,4:15.0,M. Chalmers misses 3-pt jump shot from 25 ft,,83,54
295,3,4:11.0,,Defensive rebound by V. Carter,83,54
296,3,4:07.0,,G. Temple makes 2-pt jump shot from 18 ft,83,56
297,3,4:07.0,,Shooting foul by K. Simmons (drawn by G. Temple),83,56
298,3,4:07.0,,G. Temple misses free throw 1 of 1,83,56
299,3,4:04.0,Defensive rebound by D. Brooks,,83,56
300,3,3:46.0,Turnover by J. Green (bad pass; steal by W. Cauley-Stein),,83,56
301,3,3:38.0,,B. Hield misses 2-pt layup from 3 ft,83,56
302,3,3:35.0,Defensive rebound by D. Davis,,83,56
303,3,3:24.0,Turnover by K. Simmons (traveling),,83,56
304,3,3:13.0,,Offensive foul by G. Temple (drawn by M. Chalmers),83,56
305,3,3:13.0,,Turnover by G. Temple (offensive foul),83,56
306,3,3:09.0,K. Simmons makes 2-pt layup from 2 ft (assist by M. Chalmers),,85,56
307,3,3:09.0,Shooting foul by M. Richardson (drawn by K. Simmons),,85,56
308,3,3:09.0,K. Simmons makes free throw 1 of 1,,86,56
309,3,3:09.0,,Sacramento full timeout,86,56
310,3,2:54.0,,M. Richardson misses 2-pt jump shot from 16 ft,86,56
311,3,2:51.0,Defensive rebound by D. Davis,,86,56
312,3,2:37.0,D. Davis makes 2-pt hook shot from 8 ft,,88,56
313,3,2:29.0,,G. Temple makes 2-pt layup from 2 ft (assist by B. Hield),88,58
314,3,2:18.0,Offensive foul by M. Chalmers (drawn by G. Temple),,88,58
315,3,2:18.0,Turnover by M. Chalmers (offensive foul),,88,58
316,3,2:02.0,,G. Temple makes 2-pt jump shot from 17 ft,88,60
317,3,1:39.0,D. Brooks makes 2-pt layup from 1 ft,,90,60
318,3,1:28.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Temple),90,62
319,3,1:02.0,M. Chalmers misses 3-pt jump shot from 25 ft,,90,62
320,3,0:58.0,,Defensive rebound by G. Temple,90,62
321,3,0:53.0,,G. Temple misses 2-pt layup from 1 ft,90,62
322,3,0:50.0,Defensive rebound by D. Davis,,90,62
323,3,0:43.0,Turnover by M. Chalmers (out of bounds lost ball),,90,62
324,3,0:43.0,A. Harrison enters the game for M. Chalmers,,90,62
325,3,0:33.0,,Shooting foul by D. Davis (drawn by W. Cauley-Stein),90,62
326,3,0:33.0,,W. Cauley-Stein misses free throw 1 of 2,90,62
327,3,0:33.0,,Offensive rebound by Team,90,62
328,3,0:33.0,,W. Cauley-Stein makes free throw 2 of 2,90,63
329,3,0:21.0,Turnover by K. Simmons (step out of bounds),,90,63
330,3,0:01.0,,M. Richardson misses 3-pt jump shot from 22 ft,90,63
331,3,0:01.0,Defensive rebound by A. Harrison,,90,63
332,4,11:46.0,W. Selden misses 2-pt jump shot from 14 ft,,90,63
333,4,11:42.0,,Defensive rebound by W. Cauley-Stein,90,63
334,4,11:27.0,,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),90,65
335,4,11:18.0,Personal foul by B. Bogdanović (drawn by A. Harrison),,90,65
336,4,11:04.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by M. Gasol),,93,65
337,4,10:48.0,,Shooting foul by J. Green (drawn by W. Cauley-Stein),93,65
338,4,10:48.0,,W. Cauley-Stein makes free throw 1 of 2,93,66
339,4,10:48.0,,W. Cauley-Stein misses free throw 2 of 2,93,66
340,4,10:45.0,Defensive rebound by J. Green,,93,66
341,4,10:27.0,Offensive foul by M. Gasol,,93,66
342,4,10:27.0,Turnover by M. Gasol (offensive foul),,93,66
343,4,10:27.0,Technical foul by M. Gasol,,93,66
344,4,10:27.0,,B. Hield makes technical free throw,93,67
345,4,10:11.0,,Personal foul by W. Selden (drawn by M. Richardson),93,67
346,4,10:07.0,,Turnover by W. Cauley-Stein (lost ball; steal by J. Green),93,67
347,4,10:04.0,Shooting foul by V. Carter (drawn by A. Harrison),,93,67
348,4,10:04.0,A. Harrison misses free throw 1 of 2,,93,67
349,4,10:04.0,Offensive rebound by Team,,93,67
350,4,10:04.0,,J. Jackson enters the game for V. Carter,93,67
351,4,10:04.0,A. Harrison makes free throw 2 of 2,,94,67
352,4,9:44.0,,Shooting foul by J. Green (drawn by W. Cauley-Stein),94,67
353,4,9:44.0,,W. Cauley-Stein makes free throw 1 of 2,94,68
354,4,9:44.0,,S. Labissière enters the game for B. Bogdanović,94,68
355,4,9:44.0,K. Simmons enters the game for A. Harrison,,94,68
356,4,9:44.0,,W. Cauley-Stein makes free throw 2 of 2,94,69
357,4,9:32.0,J. Green misses 2-pt jump shot from 16 ft,,94,69
358,4,9:28.0,,Defensive rebound by W. Cauley-Stein,94,69
359,4,9:22.0,,W. Cauley-Stein misses 2-pt jump shot from 19 ft,94,69
360,4,9:19.0,Defensive rebound by K. Simmons,,94,69
361,4,9:14.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by M. Gasol),,97,69
362,4,9:12.0,,Sacramento full timeout,97,69
363,4,9:12.0,,G. Papagiannis enters the game for W. Cauley-Stein,97,69
364,4,9:12.0,J. Martin enters the game for J. Green,,97,69
365,4,9:12.0,D. Davis enters the game for M. Gasol,,97,69
366,4,8:55.0,,B. Hield misses 2-pt jump shot from 10 ft,97,69
367,4,8:52.0,Defensive rebound by D. Davis,,97,69
368,4,8:44.0,J. Martin makes 2-pt layup from 2 ft,,99,69
369,4,8:36.0,,Turnover by B. Hield (lost ball; steal by B. McLemore),99,69
370,4,8:33.0,B. McLemore misses 3-pt jump shot from 22 ft,,99,69
371,4,8:26.0,,Defensive rebound by G. Papagiannis,99,69
372,4,8:20.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by M. Richardson),99,71
373,4,7:57.0,J. Martin makes 3-pt jump shot from 25 ft (assist by K. Simmons),,102,71
374,4,7:38.0,,J. Jackson misses 2-pt layup from 2 ft (block by B. McLemore),102,71
375,4,7:36.0,Defensive rebound by D. Davis,,102,71
376,4,7:25.0,W. Selden makes 2-pt dunk from 1 ft (assist by J. Martin),,104,71
377,4,7:09.0,,B. Hield misses 2-pt jump shot from 17 ft,104,71
378,4,7:04.0,,Offensive rebound by G. Papagiannis,104,71
379,4,7:04.0,,G. Papagiannis misses 2-pt layup at rim,104,71
380,4,7:03.0,Defensive rebound by B. McLemore,,104,71
381,4,7:02.0,Turnover by W. Selden (traveling),,104,71
382,4,6:47.0,,M. Richardson makes 2-pt jump shot from 17 ft,104,73
