,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
97,1,1:20.0,,Offensive charge foul by T. Frazier (drawn by P. McCaw),29,24
98,1,1:20.0,Turnover by T. Frazier (offensive foul),,29,24
99,1,1:03.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),29,27
100,1,0:49.0,J. Wall misses 2-pt jump shot from 6 ft,,29,27
101,1,0:45.0,,Defensive rebound by J. McGee,29,27
102,1,0:40.0,Offensive charge foul by J. McGee (drawn by T. Frazier),,29,27
103,1,0:40.0,,Turnover by J. McGee (offensive foul),29,27
104,1,0:32.0,M. Scott makes 2-pt jump shot from 15 ft (assist by T. Frazier),,31,27
105,1,0:11.0,,S. Curry misses 3-pt jump shot from 25 ft,31,27
106,1,0:07.0,Defensive rebound by M. Scott,,31,27
107,1,0:04.0,J. Meeks makes 3-pt jump shot from 23 ft (assist by T. Frazier),,34,27
108,1,0:00.0,,A. Iguodala misses 3-pt jump shot from 62 ft,34,27
109,1,0:00.0,,Offensive rebound by Team,34,27
110,2,11:42.0,M. Scott misses 3-pt jump shot from 23 ft,,34,27
111,2,11:38.0,,Defensive rebound by D. Green,34,27
112,2,11:33.0,,N. Young misses 3-pt jump shot from 25 ft,34,27
113,2,11:22.0,Defensive rebound by M. Scott,,34,27
114,2,11:19.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Frazier),,37,27
115,2,11:01.0,,D. West makes 2-pt jump shot from 17 ft (assist by D. Green),37,29
116,2,10:49.0,K. Oubre misses 2-pt jump shot from 15 ft,,37,29
117,2,10:45.0,,Defensive rebound by D. Green,37,29
118,2,10:36.0,,K. Thompson makes 2-pt jump shot from 5 ft,37,31
119,2,10:23.0,J. Meeks makes 2-pt jump shot from 19 ft (assist by T. Frazier),,39,31
120,2,10:09.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by D. Green),39,33
121,2,9:56.0,Shooting foul by K. Thompson (drawn by M. Scott),,39,33
122,2,9:56.0,M. Scott makes free throw 1 of 2,,40,33
123,2,9:56.0,M. Scott makes free throw 2 of 2,,41,33
124,2,9:40.0,,K. Thompson misses 2-pt jump shot from 22 ft,41,33
125,2,9:37.0,Defensive rebound by M. Scott,,41,33
126,2,9:21.0,J. Meeks misses 2-pt jump shot from 12 ft (block by D. West),,41,33
127,2,9:15.0,Offensive rebound by I. Mahinmi,,41,33
128,2,9:14.0,I. Mahinmi misses 2-pt layup from 2 ft,,41,33
129,2,9:12.0,Offensive rebound by M. Scott,,41,33
130,2,9:10.0,M. Scott misses 2-pt layup from 3 ft,,41,33
131,2,9:07.0,,Defensive rebound by K. Thompson,41,33
132,2,9:05.0,,D. West makes 2-pt layup from 2 ft (assist by D. Green),41,35
133,2,8:56.0,T. Frazier misses 2-pt jump shot from 10 ft (block by K. Thompson),,41,35
134,2,8:51.0,,Defensive rebound by N. Young,41,35
135,2,8:49.0,,K. Thompson misses 3-pt jump shot from 26 ft,41,35
136,2,8:45.0,,Offensive rebound by A. Iguodala,41,35
137,2,8:43.0,,N. Young misses 3-pt jump shot from 25 ft,41,35
138,2,8:34.0,Defensive rebound by J. Meeks,,41,35
139,2,8:31.0,M. Scott makes 2-pt jump shot from 18 ft (assist by T. Frazier),,43,35
140,2,8:15.0,,K. Thompson misses 3-pt jump shot from 25 ft,43,35
141,2,8:11.0,,Offensive rebound by N. Young,43,35
142,2,8:05.0,Offensive charge foul by D. Green,,43,35
143,2,8:05.0,,Turnover by D. Green (offensive foul),43,35
144,2,8:05.0,,Technical foul by D. Green,43,35
145,2,8:05.0,M. Scott makes technical free throw,,44,35
146,2,7:56.0,,Offensive charge foul by M. Scott (drawn by N. Young),44,35
147,2,7:56.0,Turnover by M. Scott (offensive foul),,44,35
148,2,7:56.0,,P. McCaw enters the game for A. Iguodala,44,35
149,2,7:56.0,,K. Durant enters the game for D. Green,44,35
150,2,7:44.0,,D. West makes 2-pt jump shot from 12 ft (assist by K. Thompson),44,37
151,2,7:38.0,Shooting foul by K. Durant (drawn by K. Oubre),,44,37
152,2,7:38.0,K. Oubre makes free throw 1 of 2,,45,37
153,2,7:38.0,K. Oubre makes free throw 2 of 2,,46,37
154,2,7:18.0,,K. Thompson makes 2-pt layup from 1 ft (assist by N. Young),46,39
155,2,7:09.0,I. Mahinmi makes 2-pt jump shot from 13 ft (assist by T. Frazier),,48,39
156,2,6:57.0,,D. West makes 2-pt jump shot from 13 ft (assist by K. Durant),48,41
157,2,6:47.0,Personal foul by N. Young (drawn by J. Meeks),,48,41
158,2,6:47.0,,Golden State full timeout,48,41
159,2,6:47.0,,S. Curry enters the game for K. Thompson,48,41
160,2,6:31.0,T. Frazier misses 2-pt jump shot from 16 ft (block by N. Young),,48,41
161,2,6:30.0,Offensive rebound by Team,,48,41
162,2,6:30.0,Turnover by Team (shot clock),,48,41
163,2,6:14.0,,D. West makes 2-pt jump shot from 10 ft (assist by K. Durant),48,43
164,2,5:55.0,Personal foul by S. Curry (drawn by K. Oubre),,48,43
165,2,5:55.0,M. Gortat enters the game for T. Frazier,,48,43
166,2,5:55.0,J. Wall enters the game for J. Meeks,,48,43
167,2,5:55.0,B. Beal enters the game for I. Mahinmi,,48,43
168,2,5:42.0,J. Wall misses 2-pt jump shot from 20 ft,,48,43
169,2,5:37.0,Offensive rebound by B. Beal,,48,43
170,2,5:36.0,K. Oubre makes 3-pt jump shot from 28 ft (assist by B. Beal),,51,43
171,2,5:27.0,Offensive charge foul by D. West (drawn by K. Oubre),,51,43
172,2,5:27.0,,Turnover by D. West (offensive foul),51,43
173,2,5:27.0,O. Porter enters the game for M. Scott,,51,43
174,2,5:12.0,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),,53,43
175,2,4:59.0,,Turnover by D. West (bad pass; steal by B. Beal),53,43
176,2,4:55.0,Turnover by J. Wall (lost ball; steal by P. McCaw),,53,43
177,2,4:48.0,,N. Young misses 2-pt jump shot from 17 ft,53,43
178,2,4:46.0,,Offensive rebound by P. McCaw,53,43
179,2,4:45.0,,S. Curry misses 3-pt jump shot from 25 ft,53,43
180,2,4:41.0,,Offensive rebound by N. Young,53,43
181,2,4:39.0,,K. Durant misses 3-pt jump shot from 26 ft,53,43
182,2,4:36.0,Defensive rebound by K. Oubre,,53,43
183,2,4:34.0,Turnover by K. Oubre (bad pass; steal by D. West),,53,43
184,2,4:34.0,,P. McCaw makes 2-pt layup from 1 ft (assist by S. Curry),53,45
185,2,4:21.0,B. Beal misses 2-pt jump shot from 5 ft (block by P. McCaw),,53,45
186,2,4:17.0,Offensive rebound by B. Beal,,53,45
187,2,4:16.0,Turnover by B. Beal (lost ball; steal by S. Curry),,53,45
188,2,4:13.0,,Personal foul by B. Beal (drawn by K. Durant),53,45
189,2,4:13.0,,A. Iguodala enters the game for D. West,53,45
190,2,4:13.0,,D. Green enters the game for N. Young,53,45
191,2,4:01.0,,S. Curry misses 3-pt jump shot from 29 ft,53,45
192,2,3:58.0,Defensive rebound by J. Wall,,53,45
193,2,3:50.0,O. Porter misses 2-pt jump shot from 10 ft,,53,45
194,2,3:45.0,,Defensive rebound by K. Durant,53,45
195,2,3:36.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Curry),53,47
196,2,3:35.0,Washington full timeout,,53,47
197,2,3:35.0,,K. Thompson enters the game for P. McCaw,53,47
198,2,3:24.0,Personal foul by K. Thompson (drawn by M. Gortat),,53,47
199,2,3:24.0,M. Gortat makes free throw 1 of 2,,54,47
200,2,3:24.0,M. Gortat makes free throw 2 of 2,,55,47
201,2,3:16.0,Violation by O. Porter (kicked ball),,55,47
202,2,3:07.0,,K. Thompson misses 2-pt jump shot from 10 ft,55,47
203,2,3:01.0,Defensive rebound by K. Oubre,,55,47
204,2,2:46.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by B. Beal),,58,47
205,2,2:33.0,,K. Durant misses 3-pt jump shot from 25 ft,58,47
206,2,2:30.0,Defensive rebound by O. Porter,,58,47
207,2,2:23.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,61,47
208,2,2:08.0,,S. Curry misses 3-pt jump shot from 23 ft,61,47
209,2,2:05.0,Defensive rebound by O. Porter,,61,47
210,2,1:57.0,M. Gortat misses 2-pt layup from 1 ft,,61,47
211,2,1:50.0,,Defensive rebound by D. Green,61,47
212,2,1:46.0,,K. Durant misses 2-pt jump shot from 12 ft,61,47
213,2,1:40.0,Defensive rebound by O. Porter,,61,47
214,2,1:22.0,Turnover by J. Wall (bad pass; steal by K. Durant),,61,47
215,2,1:17.0,,K. Thompson misses 2-pt layup at rim,61,47
216,2,1:11.0,,Offensive rebound by K. Durant,61,47
217,2,1:11.0,,K. Durant misses 2-pt layup at rim,61,47
218,2,1:07.0,Defensive rebound by B. Beal,,61,47
219,2,0:58.0,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),,64,47
220,2,0:45.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Thompson),64,50
221,2,0:23.0,B. Beal misses 2-pt jump shot from 9 ft (block by D. Green),,64,50
222,2,0:19.0,Offensive rebound by K. Oubre,,64,50
223,2,0:19.0,K. Oubre misses 3-pt jump shot from 26 ft,,64,50
224,2,0:19.0,,Defensive rebound by K. Durant,64,50
225,2,0:19.0,,Technical foul by D. Green,64,50
226,2,0:19.0,Technical foul by B. Beal,,64,50
227,2,0:11.0,,D. West enters the game for D. Green,64,50
228,2,0:11.0,M. Scott enters the game for B. Beal,,64,50
229,2,0:06.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),64,53
230,2,0:01.0,J. Wall makes 3-pt jump shot from 26 ft,,67,53
231,3,11:52.0,Personal foul by Z. Pachulia (drawn by M. Gortat),,67,53
232,3,11:44.0,M. Gortat misses 2-pt jump shot from 17 ft,,67,53
233,3,11:41.0,Offensive rebound by K. Oubre,,67,53
234,3,11:41.0,K. Oubre makes 2-pt layup at rim,,69,53
235,3,11:41.0,Shooting foul by K. Looney (drawn by K. Oubre),,69,53
236,3,11:41.0,K. Oubre makes free throw 1 of 1,,70,53
237,3,11:27.0,,K. Durant makes 2-pt jump shot from 15 ft,70,55
238,3,11:11.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,73,55
239,3,10:52.0,Offensive charge foul by K. Thompson (drawn by J. Wall),,73,55
240,3,10:52.0,,Turnover by K. Thompson (offensive foul),73,55
241,3,10:41.0,O. Porter misses 3-pt jump shot from 26 ft,,73,55
242,3,10:37.0,,Defensive rebound by K. Looney,73,55
243,3,10:34.0,,Shooting foul by O. Porter (drawn by K. Durant),73,55
244,3,10:34.0,,K. Durant makes free throw 1 of 2,73,56
245,3,10:34.0,,K. Durant makes free throw 2 of 2,73,57
246,3,10:17.0,Turnover by M. Scott (lost ball; steal by S. Curry),,73,57
247,3,10:07.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by K. Thompson),73,60
248,3,9:39.0,J. Wall misses 2-pt jump shot from 16 ft,,73,60
249,3,9:37.0,,Defensive rebound by K. Durant,73,60
250,3,9:32.0,,K. Thompson misses 3-pt jump shot from 25 ft,73,60
251,3,9:25.0,,Offensive rebound by K. Looney,73,60
252,3,9:23.0,,K. Durant misses 2-pt layup from 1 ft (block by M. Gortat),73,60
253,3,9:18.0,M. Scott makes 2-pt layup from 1 ft (assist by J. Wall),,75,60
254,3,9:18.0,Shooting foul by K. Thompson (drawn by M. Scott),,75,60
255,3,9:18.0,,P. McCaw enters the game for K. Thompson,75,60
256,3,9:18.0,M. Scott makes free throw 1 of 1,,76,60
257,3,9:17.0,Defensive rebound by J. Wall,,76,60
258,3,9:08.0,,S. Curry misses 3-pt jump shot from 25 ft,76,60
259,3,9:05.0,Defensive rebound by K. Oubre,,76,60
260,3,8:47.0,K. Oubre makes 2-pt jump shot from 9 ft (assist by J. Wall),,78,60
261,3,8:36.0,,K. Durant misses 3-pt jump shot from 26 ft,78,60
262,3,8:33.0,Defensive rebound by K. Oubre,,78,60
263,3,8:28.0,Personal foul by Z. Pachulia (drawn by M. Gortat),,78,60
264,3,8:15.0,M. Scott misses 2-pt jump shot from 18 ft,,78,60
265,3,8:11.0,,Defensive rebound by S. Curry,78,60
266,3,8:06.0,,S. Curry misses 2-pt layup from 1 ft,78,60
267,3,8:02.0,,Offensive rebound by Z. Pachulia,78,60
268,3,8:00.0,,Z. Pachulia makes 2-pt layup from 2 ft,78,62
269,3,7:40.0,O. Porter makes 2-pt jump shot from 16 ft (assist by J. Wall),,80,62
270,3,7:21.0,,S. Curry misses 3-pt jump shot from 23 ft,80,62
271,3,7:18.0,Defensive rebound by M. Scott,,80,62
272,3,7:10.0,J. Wall misses 2-pt jump shot from 17 ft,,80,62
273,3,7:07.0,,Defensive rebound by K. Durant,80,62
274,3,7:02.0,,K. Durant misses 3-pt jump shot from 24 ft,80,62
275,3,7:00.0,,Offensive rebound by Z. Pachulia,80,62
276,3,7:00.0,,Personal foul by J. Wall (drawn by S. Curry),80,62
277,3,7:00.0,,Golden State full timeout,80,62
278,3,6:51.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by J. Wall),80,62
279,3,6:51.0,,Offensive rebound by Team,80,62
280,3,6:46.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),80,64
281,3,6:34.0,Personal foul by Z. Pachulia (drawn by O. Porter),,80,64
282,3,6:34.0,O. Porter misses free throw 1 of 2,,80,64
283,3,6:34.0,Offensive rebound by Team,,80,64
284,3,6:34.0,,O. Casspi enters the game for Z. Pachulia,80,64
285,3,6:34.0,O. Porter misses free throw 2 of 2,,80,64
286,3,6:30.0,Offensive rebound by M. Gortat,,80,64
287,3,6:28.0,K. Oubre misses 3-pt jump shot from 26 ft,,80,64
288,3,6:23.0,,Defensive rebound by S. Curry,80,64
289,3,6:18.0,,Turnover by O. Casspi (offensive goaltending),80,64
290,3,6:06.0,K. Oubre misses 2-pt layup from 2 ft,,80,64
291,3,6:03.0,,Defensive rebound by K. Looney,80,64
292,3,6:02.0,,Personal foul by O. Porter (drawn by K. Durant),80,64
293,3,5:59.0,,Shooting foul by K. Oubre (drawn by K. Durant),80,64
294,3,5:59.0,,K. Durant makes free throw 1 of 3,80,65
295,3,5:59.0,,K. Durant makes free throw 2 of 3,80,66
296,3,5:59.0,,K. Durant makes free throw 3 of 3,80,67
297,3,5:43.0,M. Gortat makes 2-pt hook shot from 6 ft (assist by O. Porter),,82,67
298,3,5:25.0,,K. Looney makes 2-pt layup from 2 ft,82,69
299,3,5:06.0,M. Gortat misses 2-pt layup from 1 ft (block by K. Looney),,82,69
300,3,5:02.0,,Defensive rebound by K. Durant,82,69
301,3,4:59.0,,O. Casspi misses 2-pt jump shot from 10 ft,82,69
302,3,4:57.0,,Offensive rebound by K. Durant,82,69
303,3,4:57.0,,K. Durant misses 2-pt layup at rim,82,69
304,3,4:57.0,Defensive rebound by M. Scott,,82,69
305,3,4:57.0,Personal foul by K. Looney (drawn by M. Scott),,82,69
306,3,4:57.0,M. Scott makes free throw 1 of 2,,83,69
307,3,4:57.0,,J. McGee enters the game for P. McCaw,83,69
308,3,4:57.0,,A. Iguodala enters the game for K. Looney,83,69
309,3,4:57.0,J. Meeks enters the game for K. Oubre,,83,69
310,3,4:57.0,M. Scott makes free throw 2 of 2,,84,69
311,3,4:40.0,,S. Curry misses 2-pt layup from 2 ft,84,69
312,3,4:34.0,Defensive rebound by O. Porter,,84,69
313,3,4:33.0,J. Wall misses 3-pt jump shot from 25 ft,,84,69
314,3,4:27.0,,Defensive rebound by O. Casspi,84,69
315,3,4:16.0,,Personal foul by O. Porter (drawn by O. Casspi),84,69
316,3,4:16.0,,Technical foul by O. Casspi,84,69
317,3,4:16.0,O. Porter misses technical free throw,,84,69
318,3,4:16.0,,Defensive rebound by Team,84,69
319,3,4:16.0,,O. Casspi makes free throw 1 of 2,84,70
320,3,4:16.0,T. Satoranský enters the game for O. Porter,,84,70
321,3,4:16.0,,O. Casspi makes free throw 2 of 2,84,71
322,3,4:06.0,M. Scott makes 2-pt jump shot from 7 ft (assist by J. Meeks),,86,71
323,3,4:04.0,,Violation by J. McGee (def goaltending),86,71
324,3,3:53.0,,O. Casspi makes 2-pt layup from 1 ft (assist by S. Curry),86,73
325,3,3:32.0,Personal foul by O. Casspi (drawn by T. Satoranský),,86,73
326,3,3:32.0,T. Satoranský makes free throw 1 of 2,,87,73
327,3,3:32.0,T. Satoranský misses free throw 2 of 2,,87,73
328,3,3:28.0,,Defensive rebound by J. McGee,87,73
329,3,3:14.0,,Shooting foul by M. Scott (drawn by K. Durant),87,73
330,3,3:14.0,,K. Durant makes free throw 1 of 2,87,74
331,3,3:14.0,,K. Durant makes free throw 2 of 2,87,75
332,3,3:14.0,Washington full timeout,,87,75
333,3,3:11.0,Turnover by M. Gortat (turnover),,87,75
334,3,2:49.0,,Personal foul by J. Meeks (drawn by O. Casspi),87,75
335,3,2:49.0,,O. Casspi misses free throw 1 of 2,87,75
336,3,2:49.0,,Offensive rebound by Team,87,75
337,3,2:49.0,,P. McCaw enters the game for K. Durant,87,75
338,3,2:49.0,,O. Casspi makes free throw 2 of 2,87,76
339,3,2:34.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,89,76
340,3,2:26.0,,Turnover by S. Curry (palming),89,76
341,3,2:09.0,J. Meeks makes 2-pt layup from 3 ft (assist by J. Wall),,91,76
342,3,1:55.0,,A. Iguodala makes 2-pt jump shot from 17 ft,91,78
343,3,1:33.0,J. Wall makes 2-pt jump shot from 17 ft,,93,78
344,3,1:17.0,,Personal foul by M. Scott (drawn by A. Iguodala),93,78
345,3,1:17.0,,A. Iguodala misses free throw 1 of 2,93,78
346,3,1:17.0,,Offensive rebound by Team,93,78
347,3,1:17.0,,A. Iguodala makes free throw 2 of 2,93,79
348,3,1:02.0,M. Gortat misses 2-pt jump shot from 5 ft (block by J. McGee),,93,79
349,3,0:58.0,,Defensive rebound by P. McCaw,93,79
350,3,0:57.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by P. McCaw),93,82
351,3,0:36.0,J. Wall makes 2-pt jump shot from 17 ft,,95,82
352,3,0:29.0,,S. Curry makes 3-pt jump shot from 25 ft,95,85
353,3,0:06.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,97,85
354,3,0:02.0,,Personal foul by J. Wall (drawn by S. Curry),97,85
355,3,0:02.0,,S. Curry makes free throw 1 of 2,97,86
356,3,0:02.0,,S. Curry makes free throw 2 of 2,97,87
357,3,0:00.0,T. Satoranský misses 3-pt jump shot from 37 ft,,97,87
358,3,0:00.0,Offensive rebound by Team,,97,87
359,4,11:50.0,,Personal foul by I. Mahinmi (drawn by D. West),97,87
360,4,11:48.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),97,90
361,4,11:39.0,,Offensive charge foul by I. Mahinmi (drawn by O. Casspi),97,90
362,4,11:39.0,Turnover by I. Mahinmi (offensive foul),,97,90
363,4,11:18.0,,Turnover by D. West (bad pass; steal by J. Meeks),97,90
364,4,11:14.0,J. Meeks misses 3-pt jump shot from 28 ft,,97,90
365,4,11:09.0,Offensive rebound by I. Mahinmi,,97,90
366,4,11:07.0,I. Mahinmi misses 2-pt layup from 4 ft (block by O. Casspi),,97,90
367,4,11:03.0,,Defensive rebound by D. West,97,90
368,4,10:56.0,,Personal foul by K. Oubre (drawn by K. Thompson),97,90
369,4,10:56.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Iguodala),97,93
370,4,10:44.0,Washington full timeout,,97,93
371,4,10:44.0,O. Porter enters the game for T. Satoranský,,97,93
372,4,10:34.0,O. Porter misses 2-pt jump shot from 20 ft,,97,93
373,4,10:28.0,,Defensive rebound by K. Durant,97,93
374,4,10:06.0,,K. Thompson misses 2-pt layup from 2 ft (block by K. Oubre),97,93
375,4,10:06.0,,Offensive rebound by O. Casspi,97,93
376,4,10:06.0,,D. West misses 3-pt jump shot from 24 ft,97,93
377,4,10:06.0,,Offensive rebound by Team,97,93
378,4,10:04.0,,Turnover by Team (shot clock),97,93
379,4,9:52.0,,Violation by K. Durant (kicked ball),97,93
380,4,9:42.0,T. Frazier misses 2-pt jump shot from 14 ft,,97,93
381,4,9:39.0,Offensive rebound by T. Frazier,,97,93
382,4,9:30.0,O. Porter makes 2-pt jump shot from 13 ft,,99,93
383,4,9:13.0,,O. Casspi makes 3-pt jump shot from 29 ft (assist by K. Durant),99,96
384,4,8:54.0,T. Frazier misses 3-pt jump shot from 27 ft,,99,96
