,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:49.0,,Personal foul by P. George (drawn by J. Ingles),0,0
1,1,11:35.0,,Turnover by R. Rubio (bad pass),0,0
2,1,11:22.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,3,0
3,1,11:01.0,,R. Rubio makes 2-pt jump shot from 17 ft,3,2
4,1,10:46.0,C. Anthony misses 3-pt jump shot from 23 ft,,3,2
5,1,10:43.0,,Defensive rebound by D. Mitchell,3,2
6,1,10:37.0,Violation by S. Adams (kicked ball),,3,2
7,1,10:28.0,,D. Mitchell makes 2-pt jump shot from 20 ft,3,4
8,1,10:13.0,Turnover by P. George (bad pass),,3,4
9,1,10:00.0,,R. Rubio misses 3-pt jump shot from 25 ft,3,4
10,1,9:57.0,Defensive rebound by R. Westbrook,,3,4
11,1,9:49.0,R. Westbrook misses 2-pt jump shot from 21 ft,,3,4
12,1,9:45.0,,Defensive rebound by J. Ingles,3,4
13,1,9:27.0,,R. Rubio misses 2-pt jump shot from 22 ft,3,4
14,1,9:24.0,Defensive rebound by R. Westbrook,,3,4
15,1,9:18.0,S. Adams misses 2-pt jump shot from 1 ft (block by D. Favors),,3,4
16,1,9:14.0,,Defensive rebound by D. Mitchell,3,4
17,1,8:55.0,,J. Ingles misses 3-pt jump shot from 23 ft,3,4
18,1,8:53.0,Defensive rebound by S. Adams,,3,4
19,1,8:34.0,S. Adams makes 2-pt hook shot from 7 ft (assist by A. Roberson),,5,4
20,1,8:14.0,,Personal foul by R. Westbrook (drawn by R. Rubio),5,4
21,1,8:10.0,,R. Rubio misses 2-pt layup from 2 ft,5,4
22,1,8:07.0,Defensive rebound by P. George,,5,4
23,1,8:00.0,P. George makes 3-pt jump shot from 22 ft (assist by C. Anthony),,8,4
24,1,7:34.0,,R. Rubio makes 2-pt jump shot from 17 ft,8,6
25,1,7:23.0,P. George makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,10,6
26,1,7:04.0,,R. Rubio misses 3-pt jump shot from 23 ft,10,6
27,1,7:01.0,Defensive rebound by R. Westbrook,,10,6
28,1,6:57.0,R. Westbrook makes 2-pt jump shot from 14 ft,,12,6
29,1,6:54.0,,Utah full timeout,12,6
30,1,6:54.0,,R. Hood enters the game for R. Rubio,12,6
31,1,6:29.0,,Turnover by Team (shot clock),12,6
32,1,6:20.0,C. Anthony misses 2-pt jump shot from 17 ft,,12,6
33,1,6:15.0,Offensive rebound by P. George,,12,6
34,1,6:15.0,P. George misses 2-pt layup at rim,,12,6
35,1,6:15.0,Offensive rebound by P. George,,12,6
36,1,6:08.0,P. George makes 2-pt layup from 2 ft,,14,6
37,1,6:01.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),14,8
38,1,5:52.0,Shooting foul by D. Mitchell (drawn by R. Westbrook),,14,8
39,1,5:52.0,R. Westbrook misses free throw 1 of 2,,14,8
40,1,5:52.0,Offensive rebound by Team,,14,8
41,1,5:52.0,,J. Johnson enters the game for J. Jerebko,14,8
42,1,5:52.0,R. Westbrook makes free throw 2 of 2,,15,8
43,1,5:43.0,,R. Hood misses 3-pt jump shot from 26 ft,15,8
44,1,5:39.0,Defensive rebound by C. Anthony,,15,8
45,1,5:35.0,C. Anthony makes 2-pt jump shot from 20 ft,,17,8
46,1,5:07.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by J. Johnson),17,11
47,1,4:48.0,Turnover by R. Westbrook (traveling),,17,11
48,1,4:48.0,J. Huestis enters the game for P. George,,17,11
49,1,4:32.0,,J. Ingles misses 3-pt jump shot from 24 ft,17,11
50,1,4:28.0,Defensive rebound by C. Anthony,,17,11
51,1,4:21.0,C. Anthony misses 3-pt jump shot from 24 ft,,17,11
52,1,4:18.0,,Defensive rebound by D. Mitchell,17,11
53,1,4:11.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by J. Ingles),17,14
54,1,3:56.0,Personal foul by D. Favors (drawn by C. Anthony),,17,14
55,1,3:47.0,R. Westbrook makes 2-pt jump shot from 19 ft (assist by C. Anthony),,19,14
56,1,3:28.0,,J. Ingles misses 2-pt layup from 3 ft,19,14
57,1,3:26.0,Defensive rebound by J. Huestis,,19,14
58,1,3:20.0,J. Huestis misses 3-pt jump shot from 24 ft,,19,14
59,1,3:16.0,,Defensive rebound by J. Ingles,19,14
60,1,3:12.0,,J. Ingles makes 2-pt layup from 1 ft,19,16
61,1,2:57.0,R. Westbrook makes 2-pt jump shot from 13 ft,,21,16
62,1,2:42.0,,D. Mitchell makes 2-pt jump shot from 11 ft,21,18
63,1,2:35.0,Oklahoma City full timeout,,21,18
64,1,2:35.0,,A. Burks enters the game for J. Ingles,21,18
65,1,2:35.0,,E. Udoh enters the game for D. Favors,21,18
66,1,2:35.0,Á. Abrines enters the game for C. Anthony,,21,18
67,1,2:35.0,J. Grant enters the game for A. Roberson,,21,18
68,1,2:29.0,S. Adams misses 2-pt dunk from 2 ft,,21,18
69,1,2:26.0,,Defensive rebound by D. Mitchell,21,18
70,1,2:23.0,,D. Mitchell makes 2-pt layup from 2 ft,21,20
71,1,2:07.0,R. Westbrook makes 2-pt layup from 1 ft,,23,20
72,1,1:50.0,,D. Mitchell misses 2-pt layup from 1 ft (block by R. Westbrook),23,20
73,1,1:48.0,Defensive rebound by Á. Abrines,,23,20
74,1,1:43.0,J. Huestis misses 3-pt jump shot from 24 ft,,23,20
75,1,1:40.0,,Defensive rebound by J. Johnson,23,20
76,1,1:25.0,,A. Burks misses 2-pt jump shot from 4 ft,23,20
77,1,1:22.0,Defensive rebound by R. Westbrook,,23,20
78,1,1:08.0,Shooting foul by E. Udoh (drawn by J. Grant),,23,20
79,1,1:08.0,J. Grant makes free throw 1 of 2,,24,20
80,1,1:08.0,,R. Rubio enters the game for D. Mitchell,24,20
81,1,1:08.0,R. Felton enters the game for R. Westbrook,,24,20
