,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
384,4,9:08.0,,J. Redick makes 3-pt jump shot from 26 ft,88,81
385,4,8:57.0,Personal foul by J. Bayless (drawn by J. Clarkson),,88,81
386,4,8:52.0,K. Kuzma misses 3-pt jump shot from 27 ft,,88,81
387,4,8:47.0,,Defensive rebound by J. Bayless,88,81
388,4,8:35.0,Offensive charge foul by J. Embiid (drawn by A. Bogut),,88,81
389,4,8:35.0,,Turnover by J. Embiid (offensive foul),88,81
390,4,8:28.0,Personal foul by J. Bayless (drawn by J. Clarkson),,88,81
391,4,8:13.0,J. Clarkson misses 3-pt jump shot from 26 ft,,88,81
392,4,8:09.0,,Defensive rebound by J. Embiid,88,81
393,4,8:05.0,,R. Holmes makes 2-pt dunk at rim (assist by J. Redick),88,83
394,4,7:49.0,,Violation by J. Embiid (kicked ball),88,83
395,4,7:49.0,,R. Covington enters the game for J. Bayless,88,83
396,4,7:49.0,,A. Johnson enters the game for J. Embiid,88,83
397,4,7:49.0,L. Ball enters the game for J. Hart,,88,83
398,4,7:49.0,B. Ingram enters the game for A. Bogut,,88,83
399,4,7:44.0,K. Kuzma misses 2-pt hook shot from 9 ft,,88,83
400,4,7:43.0,,Defensive rebound by Team,88,83
401,4,7:29.0,Personal foul by A. Johnson (drawn by J. Clarkson),,88,83
402,4,7:29.0,,Turnover by A. Johnson (turnover),88,83
403,4,7:09.0,J. Clarkson makes 2-pt layup at rim,,90,83
404,4,7:00.0,,B. Simmons misses 2-pt jump shot from 1 ft (block by J. Randle),90,83
405,4,6:56.0,,Offensive rebound by R. Holmes,90,83
406,4,6:56.0,,R. Holmes makes 2-pt layup at rim,90,85
407,4,6:56.0,,Shooting foul by J. Randle (drawn by R. Holmes),90,85
408,4,6:56.0,,R. Holmes makes free throw 1 of 1,90,86
409,4,6:37.0,B. Ingram misses 2-pt jump shot from 5 ft (block by A. Johnson),,90,86
410,4,6:34.0,Offensive rebound by J. Randle,,90,86
411,4,6:32.0,J. Randle makes 2-pt layup from 1 ft,,92,86
412,4,6:23.0,,R. Covington makes 2-pt layup from 5 ft,92,88
413,4,6:23.0,LA Lakers full timeout,,92,88
414,4,6:23.0,,J. Embiid enters the game for A. Johnson,92,88
415,4,6:15.0,Personal foul by J. Redick (drawn by J. Clarkson),,92,88
416,4,6:06.0,Personal foul by B. Simmons (drawn by B. Ingram),,92,88
417,4,6:06.0,B. Ingram makes free throw 1 of 2,,93,88
418,4,6:06.0,K. Caldwell-Pope enters the game for K. Kuzma,,93,88
419,4,6:06.0,L. Nance enters the game for J. Clarkson,,93,88
420,4,6:06.0,B. Lopez enters the game for J. Randle,,93,88
421,4,6:06.0,B. Ingram misses free throw 2 of 2,,93,88
422,4,6:04.0,,Defensive rebound by B. Simmons,93,88
423,4,5:51.0,,Turnover by J. Redick (lost ball; steal by K. Caldwell-Pope),93,88
424,4,5:40.0,B. Ingram makes 2-pt jump shot from 22 ft,,95,88
425,4,5:38.0,,Philadelphia full timeout,95,88
426,4,5:27.0,,Shooting foul by B. Lopez (drawn by J. Embiid),95,88
427,4,5:27.0,,J. Embiid makes free throw 1 of 2,95,89
428,4,5:27.0,,J. Embiid makes free throw 2 of 2,95,90
429,4,5:16.0,Turnover by B. Ingram (bad pass; steal by J. Embiid),,95,90
430,4,5:06.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),95,92
431,4,4:44.0,B. Ingram misses 2-pt jump shot from 12 ft,,95,92
432,4,4:42.0,Offensive rebound by L. Nance,,95,92
433,4,4:26.0,Offensive foul by B. Lopez (drawn by B. Simmons),,95,92
434,4,4:26.0,Turnover by B. Lopez (offensive foul),,95,92
435,4,4:26.0,J. Randle enters the game for B. Lopez,,95,92
436,4,4:05.0,,R. Covington makes 2-pt layup from 8 ft (assist by B. Simmons),95,94
437,4,3:47.0,J. Randle makes 2-pt dunk from 1 ft (assist by B. Ingram),,97,94
438,4,3:47.0,Shooting foul by R. Covington (drawn by J. Randle),,97,94
439,4,3:47.0,J. Randle makes free throw 1 of 1,,98,94
440,4,3:32.0,,R. Holmes makes 2-pt layup from 2 ft (assist by J. Embiid),98,96
441,4,3:32.0,,Shooting foul by B. Ingram (drawn by R. Holmes),98,96
442,4,3:32.0,,R. Holmes makes free throw 1 of 1,98,97
443,4,3:12.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),,100,97
444,4,2:55.0,,J. Embiid makes 2-pt jump shot from 10 ft,100,99
445,4,2:38.0,Shooting foul by J. Embiid (drawn by J. Randle),,100,99
446,4,2:38.0,J. Randle misses free throw 1 of 2,,100,99
447,4,2:38.0,Offensive rebound by Team,,100,99
448,4,2:38.0,J. Randle makes free throw 2 of 2,,101,99
449,4,2:22.0,,R. Holmes makes 2-pt dunk at rim (assist by J. Embiid),101,101
450,4,2:22.0,LA Lakers full timeout,,101,101
451,4,2:08.0,J. Randle makes 2-pt layup from 1 ft (assist by B. Ingram),,103,101
452,4,1:45.0,,Turnover by J. Embiid (lost ball; steal by J. Randle),103,101
453,4,1:29.0,B. Ingram misses 2-pt jump shot from 17 ft,,103,101
454,4,1:27.0,,Defensive rebound by R. Holmes,103,101
455,4,1:22.0,,Turnover by J. Redick (lost ball; steal by K. Caldwell-Pope),103,101
456,4,1:20.0,Shooting foul by B. Simmons (drawn by K. Caldwell-Pope),,103,101
457,4,1:20.0,K. Caldwell-Pope makes free throw 1 of 2,,104,101
458,4,1:20.0,K. Caldwell-Pope misses free throw 2 of 2,,104,101
459,4,1:18.0,,Defensive rebound by B. Simmons,104,101
460,4,1:09.0,,Personal foul by L. Nance (drawn by R. Holmes),104,101
461,4,1:09.0,,R. Holmes misses free throw 1 of 2,104,101
462,4,1:09.0,,Offensive rebound by Team,104,101
463,4,1:09.0,,R. Holmes makes free throw 2 of 2,104,102
464,4,0:47.0,Turnover by J. Randle (out of bounds lost ball),,104,102
465,4,0:39.0,,Shooting foul by J. Randle (drawn by J. Embiid),104,102
466,4,0:39.0,,J. Embiid makes free throw 1 of 2,104,103
467,4,0:39.0,,J. Embiid makes free throw 2 of 2,104,104
468,4,0:29.0,L. Ball misses 3-pt jump shot from 27 ft,,104,104
469,4,0:26.0,,Defensive rebound by B. Simmons,104,104
470,4,0:12.0,,J. Embiid misses 2-pt layup from 5 ft,104,104
471,4,0:10.0,Defensive rebound by L. Ball,,104,104
472,4,0:02.0,B. Ingram makes 3-pt jump shot from 27 ft (assist by L. Ball),,107,104
473,4,0:00.0,A. Bogut enters the game for J. Randle,,107,104
474,4,0:00.0,,R. Holmes misses 3-pt jump shot from 25 ft,107,104
475,4,0:00.0,,Offensive rebound by Team,107,104
