,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
282,3,3:10.0,Defensive rebound by G. Harris,,75,64
283,3,3:04.0,Turnover by G. Harris (lost ball; steal by W. Iwundu),,75,64
284,3,2:55.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Payton),75,67
285,3,2:54.0,Denver full timeout,,75,67
286,3,2:43.0,Personal foul by B. Biyombo (drawn by K. Faried),,75,67
287,3,2:31.0,W. Chandler makes 2-pt layup from 2 ft (assist by M. Beasley),,77,67
288,3,2:13.0,,Shooting foul by G. Harris (drawn by A. Gordon),77,67
289,3,2:13.0,,A. Gordon makes free throw 1 of 2,77,68
290,3,2:13.0,,A. Gordon misses free throw 2 of 2,77,68
291,3,2:11.0,Defensive rebound by E. Mudiay,,77,68
292,3,1:57.0,G. Harris misses 3-pt jump shot from 25 ft,,77,68
293,3,1:53.0,,Defensive rebound by B. Biyombo,77,68
294,3,1:42.0,,E. Payton misses 2-pt jump shot from 18 ft,77,68
295,3,1:40.0,Defensive rebound by G. Harris,,77,68
296,3,1:19.0,E. Mudiay misses 2-pt jump shot from 13 ft,,77,68
297,3,1:17.0,,Defensive rebound by B. Biyombo,77,68
298,3,1:11.0,,M. Speights enters the game for A. Gordon,77,68
299,3,1:11.0,T. Lyles enters the game for W. Chandler,,77,68
300,3,1:03.0,,Turnover by M. Speights (traveling),77,68
301,3,0:52.0,G. Harris misses 2-pt jump shot from 19 ft,,77,68
302,3,0:51.0,Offensive rebound by K. Faried,,77,68
303,3,0:51.0,Shooting foul by B. Biyombo (drawn by K. Faried),,77,68
304,3,0:51.0,K. Faried makes free throw 1 of 2,,78,68
305,3,0:51.0,K. Faried makes free throw 2 of 2,,79,68
306,3,0:44.0,,Personal foul by M. Beasley (drawn by D. Augustin),79,68
307,3,0:31.0,,E. Payton misses 2-pt jump shot from 19 ft,79,68
308,3,0:27.0,Defensive rebound by T. Lyles,,79,68
309,3,0:24.0,Turnover by E. Mudiay (bad pass),,79,68
310,3,0:05.0,,Personal foul by K. Faried (drawn by D. Augustin),79,68
311,3,0:05.0,,D. Augustin makes free throw 1 of 2,79,69
312,3,0:05.0,,D. Augustin makes free throw 2 of 2,79,70
313,3,0:00.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,81,70
314,4,11:39.0,,Shooting foul by W. Barton (drawn by M. Speights),81,70
315,4,11:39.0,,M. Speights makes free throw 1 of 2,81,71
316,4,11:39.0,,M. Speights makes free throw 2 of 2,81,72
317,4,11:26.0,T. Lyles misses 3-pt jump shot from 25 ft,,81,72
318,4,11:24.0,,Defensive rebound by J. Simmons,81,72
319,4,11:10.0,,Offensive foul by D. Augustin (drawn by M. Beasley),81,72
320,4,11:10.0,,Turnover by D. Augustin (offensive foul),81,72
321,4,10:57.0,T. Lyles misses 2-pt layup from 2 ft,,81,72
322,4,10:54.0,,Defensive rebound by B. Biyombo,81,72
323,4,10:35.0,,M. Speights misses 2-pt layup from 3 ft,81,72
324,4,10:32.0,,Offensive rebound by B. Biyombo,81,72
325,4,10:32.0,,B. Biyombo misses 2-pt layup from 3 ft (block by W. Barton),81,72
326,4,10:32.0,Defensive rebound by K. Faried,,81,72
327,4,10:26.0,W. Barton makes 2-pt layup from 2 ft,,83,72
328,4,10:26.0,,Orlando full timeout,83,72
329,4,10:26.0,,N. Vučević enters the game for M. Speights,83,72
330,4,10:26.0,,M. Hezonja enters the game for B. Biyombo,83,72
331,4,10:11.0,,Turnover by J. Simmons (lost ball; steal by W. Barton),83,72
332,4,10:05.0,M. Beasley misses 2-pt layup from 4 ft (block by N. Vučević),,83,72
333,4,10:00.0,,Defensive rebound by S. Mack,83,72
334,4,9:51.0,,N. Vučević makes 2-pt hook shot from 10 ft (assist by D. Augustin),83,74
335,4,9:29.0,Shooting foul by M. Hezonja (drawn by T. Lyles),,83,74
336,4,9:29.0,T. Lyles misses free throw 1 of 2,,83,74
337,4,9:29.0,Offensive rebound by Team,,83,74
338,4,9:29.0,T. Lyles makes free throw 2 of 2,,84,74
339,4,9:17.0,,N. Vučević misses 2-pt hook shot from 8 ft,84,74
340,4,9:14.0,Defensive rebound by K. Faried,,84,74
341,4,9:04.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by M. Beasley),,87,74
342,4,8:49.0,,J. Simmons misses 3-pt jump shot from 25 ft,87,74
343,4,8:47.0,Defensive rebound by T. Lyles,,87,74
344,4,8:31.0,E. Mudiay makes 2-pt layup from 2 ft,,89,74
345,4,8:16.0,,Personal block foul by K. Faried (drawn by N. Vučević),89,74
346,4,8:05.0,,J. Simmons makes 2-pt layup from 2 ft,89,76
347,4,8:05.0,,Shooting foul by W. Barton (drawn by J. Simmons),89,76
348,4,8:05.0,,J. Simmons makes free throw 1 of 1,89,77
349,4,7:55.0,K. Faried makes 2-pt dunk at rim (assist by T. Lyles),,91,77
350,4,7:33.0,,D. Augustin misses 3-pt jump shot from 28 ft,91,77
351,4,7:29.0,Defensive rebound by T. Lyles,,91,77
352,4,7:27.0,Personal foul by D. Augustin (drawn by K. Faried),,91,77
353,4,7:19.0,K. Faried misses 2-pt layup from 7 ft,,91,77
354,4,7:18.0,Offensive rebound by Team,,91,77
355,4,7:06.0,Turnover by T. Lyles (lost ball; steal by D. Augustin),,91,77
356,4,7:02.0,,J. Simmons misses 2-pt layup from 2 ft,91,77
357,4,6:58.0,Defensive rebound by M. Beasley,,91,77
358,4,6:44.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,94,77
359,4,6:43.0,,Orlando full timeout,94,77
360,4,6:23.0,,Turnover by S. Mack (bad pass; steal by W. Barton),94,77
361,4,6:17.0,M. Beasley misses 3-pt jump shot from 25 ft,,94,77
362,4,6:13.0,,Defensive rebound by M. Hezonja,94,77
363,4,6:10.0,,M. Hezonja misses 2-pt layup from 2 ft (block by K. Faried),94,77
364,4,6:09.0,,Offensive rebound by N. Vučević,94,77
365,4,6:09.0,,N. Vučević makes 2-pt dunk at rim,94,79
366,4,5:45.0,E. Mudiay makes 2-pt layup from 3 ft (assist by T. Lyles),,96,79
367,4,5:29.0,,J. Simmons misses 2-pt layup from 3 ft,96,79
368,4,5:26.0,Defensive rebound by K. Faried,,96,79
369,4,5:12.0,E. Mudiay misses 2-pt jump shot from 15 ft,,96,79
370,4,5:10.0,,Defensive rebound by N. Vučević,96,79
371,4,4:58.0,,Turnover by N. Vučević (lost ball; steal by K. Faried),96,79
372,4,4:40.0,Turnover by W. Barton (lost ball; steal by S. Mack),,96,79
373,4,4:35.0,,J. Simmons makes 2-pt dunk from 1 ft (assist by M. Hezonja),96,81
374,4,4:12.0,E. Mudiay misses 2-pt layup from 5 ft (block by N. Vučević),,96,81
375,4,4:12.0,Offensive rebound by K. Faried,,96,81
376,4,4:06.0,K. Faried misses 2-pt layup from 2 ft,,96,81
377,4,4:06.0,,Defensive rebound by N. Vučević,96,81
378,4,3:57.0,,N. Vučević makes 2-pt hook shot from 13 ft (assist by D. Augustin),96,83
379,4,3:57.0,Denver full timeout,,96,83
380,4,3:57.0,G. Harris enters the game for T. Lyles,,96,83
381,4,3:57.0,W. Chandler enters the game for M. Beasley,,96,83
382,4,3:46.0,Shooting foul by M. Hezonja (drawn by W. Chandler),,96,83
383,4,3:46.0,W. Chandler makes free throw 1 of 2,,97,83
384,4,3:46.0,W. Chandler makes free throw 2 of 2,,98,83
