,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
384,4,7:33.0,B. Portis misses 2-pt layup from 1 ft (block by M. Harrell),,85,100
385,4,7:33.0,,Defensive rebound by M. Harrell,85,100
386,4,7:20.0,,Turnover by T. Wallace (lost ball; steal by J. Holiday),85,100
387,4,7:18.0,,A. Bradley enters the game for T. Wallace,85,100
388,4,7:11.0,B. Portis makes 2-pt dunk from 2 ft (assist by Z. LaVine),,87,100
389,4,7:05.0,,Shooting foul by B. Portis (drawn by M. Harrell),87,100
390,4,7:05.0,,M. Harrell misses free throw 1 of 2,87,100
391,4,7:05.0,,Offensive rebound by Team,87,100
392,4,7:05.0,,T. Harris enters the game for D. Gallinari,87,100
393,4,7:05.0,,M. Harrell misses free throw 2 of 2,87,100
394,4,7:03.0,Defensive rebound by B. Portis,,87,100
395,4,6:41.0,B. Portis misses 2-pt hook shot from 13 ft (block by M. Harrell),,87,100
396,4,6:41.0,Offensive rebound by Team,,87,100
397,4,6:41.0,Turnover by Team (shot clock),,87,100
398,4,6:30.0,,L. Williams misses 3-pt jump shot from 26 ft,87,100
399,4,6:27.0,Defensive rebound by Team,,87,100
400,4,6:27.0,R. Lopez enters the game for B. Portis,,87,100
401,4,6:27.0,J. Grant enters the game for D. Nwaba,,87,100
402,4,6:11.0,R. Lopez makes 2-pt jump shot from 21 ft (assist by J. Grant),,89,100
403,4,5:58.0,,M. Teodosić misses 3-pt jump shot from 25 ft,89,100
404,4,5:50.0,Defensive rebound by Team,,89,100
405,4,5:41.0,Z. LaVine misses 2-pt jump shot from 4 ft,,89,100
406,4,5:39.0,,Defensive rebound by M. Harrell,89,100
407,4,5:29.0,,M. Harrell makes 2-pt layup from 2 ft,89,102
408,4,5:04.0,R. Lopez makes 2-pt hook shot from 7 ft,,91,102
409,4,4:56.0,,Personal foul by J. Holiday (drawn by L. Williams),91,102
410,4,4:56.0,,D. Jordan enters the game for M. Teodosić,91,102
411,4,4:56.0,,T. Wallace enters the game for M. Harrell,91,102
412,4,4:50.0,,T. Harris misses 3-pt jump shot from 24 ft,91,102
413,4,4:46.0,Defensive rebound by P. Zipser,,91,102
414,4,4:43.0,Turnover by P. Zipser (bad pass),,91,102
415,4,4:43.0,,LA Clippers full timeout,91,102
416,4,4:26.0,,L. Williams misses 3-pt jump shot from 26 ft (block by J. Holiday),91,102
417,4,4:23.0,Defensive rebound by Z. LaVine,,91,102
418,4,4:15.0,J. Holiday misses 3-pt jump shot from 25 ft,,91,102
419,4,4:13.0,,Defensive rebound by D. Jordan,91,102
420,4,4:10.0,,L. Williams misses 2-pt layup at rim (block by P. Zipser),91,102
421,4,4:10.0,,Offensive rebound by Team,91,102
422,4,3:57.0,,A. Bradley makes 2-pt jump shot from 20 ft,91,104
423,4,3:41.0,J. Grant misses 2-pt layup from 2 ft,,91,104
424,4,3:38.0,,Defensive rebound by D. Jordan,91,104
425,4,3:36.0,,Turnover by T. Harris (traveling),91,104
426,4,3:22.0,J. Holiday misses 3-pt jump shot from 23 ft,,91,104
427,4,3:22.0,Offensive rebound by R. Lopez,,91,104
428,4,3:11.0,Z. LaVine misses 2-pt layup from 3 ft (block by D. Jordan),,91,104
429,4,3:11.0,Offensive rebound by Team,,91,104
430,4,3:05.0,R. Lopez makes 2-pt hook shot from 18 ft (assist by J. Holiday),,93,104
431,4,2:45.0,,A. Bradley misses 3-pt jump shot from 24 ft,93,104
432,4,2:42.0,Defensive rebound by Z. LaVine,,93,104
433,4,2:37.0,Z. LaVine makes 3-pt jump shot from 26 ft,,96,104
434,4,2:36.0,,LA Clippers full timeout,96,104
435,4,2:36.0,,D. Gallinari enters the game for T. Wallace,96,104
436,4,2:17.0,,T. Harris makes 2-pt layup from 1 ft,96,106
437,4,2:00.0,Z. LaVine misses 3-pt jump shot from 26 ft,,96,106
438,4,1:58.0,,Defensive rebound by D. Jordan,96,106
439,4,1:44.0,,A. Bradley misses 2-pt jump shot from 15 ft,96,106
440,4,1:41.0,Defensive rebound by Z. LaVine,,96,106
441,4,1:37.0,Z. LaVine misses 2-pt layup from 2 ft,,96,106
442,4,1:37.0,Offensive rebound by P. Zipser,,96,106
443,4,1:37.0,P. Zipser makes 2-pt layup at rim,,98,106
444,4,1:17.0,,D. Gallinari makes 2-pt layup from 1 ft,98,108
445,4,1:17.0,Chicago full timeout,,98,108
446,4,1:09.0,J. Holiday misses 3-pt jump shot from 24 ft,,98,108
447,4,1:05.0,,Defensive rebound by D. Gallinari,98,108
448,4,1:00.0,,Personal foul by Z. LaVine (drawn by L. Williams),98,108
449,4,1:00.0,,L. Williams makes free throw 1 of 2,98,109
450,4,1:00.0,,L. Williams makes free throw 2 of 2,98,110
451,4,0:52.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by J. Grant),,101,110
452,4,0:42.0,,Personal foul by Z. LaVine (drawn by L. Williams),101,110
453,4,0:42.0,,L. Williams makes free throw 1 of 2,101,111
454,4,0:42.0,,L. Williams makes free throw 2 of 2,101,112
455,4,0:33.0,P. Zipser misses 3-pt jump shot from 22 ft,,101,112
456,4,0:33.0,,Defensive rebound by D. Jordan,101,112
457,4,0:33.0,,Personal foul by J. Grant (drawn by D. Jordan),101,112
458,4,0:33.0,,D. Jordan misses free throw 1 of 2,101,112
459,4,0:33.0,,Offensive rebound by Team,101,112
460,4,0:33.0,,T. Wallace enters the game for L. Williams,101,112
461,4,0:33.0,,D. Jordan makes free throw 2 of 2,101,113
462,4,0:28.0,Personal foul by A. Bradley (drawn by Z. LaVine),,101,113
463,4,0:28.0,Z. LaVine makes free throw 1 of 2,,102,113
464,4,0:28.0,,L. Williams enters the game for T. Wallace,102,113
465,4,0:28.0,Z. LaVine makes free throw 2 of 2,,103,113
466,4,0:04.0,,Turnover by Team (shot clock),103,113
