,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:46.0,J. Smith misses 2-pt jump shot from 7 ft,,0,0
1,1,11:43.0,,Defensive rebound by D. Sabonis,0,0
2,1,11:26.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),0,2
3,1,11:10.0,K. Love makes 2-pt layup from 1 ft (assist by L. James),,2,2
4,1,11:10.0,,Violation by T. Young (def goaltending),2,2
5,1,10:54.0,,Turnover by B. Bogdanović (bad pass; steal by K. Love),2,2
6,1,10:50.0,J. Calderón makes 2-pt layup from 1 ft,,4,2
7,1,10:36.0,,T. Young misses 2-pt hook shot from 8 ft,4,2
8,1,10:35.0,,Offensive rebound by Team,4,2
9,1,10:21.0,,V. Oladipo makes 2-pt jump shot from 17 ft (assist by D. Sabonis),4,4
10,1,9:53.0,J. Smith misses 2-pt jump shot from 20 ft,,4,4
11,1,9:50.0,,Defensive rebound by D. Sabonis,4,4
12,1,9:46.0,,V. Oladipo makes 2-pt jump shot from 17 ft,4,6
13,1,9:26.0,Shooting foul by V. Oladipo (drawn by K. Love),,4,6
14,1,9:26.0,K. Love makes free throw 1 of 2,,5,6
15,1,9:26.0,K. Love makes free throw 2 of 2,,6,6
16,1,9:09.0,,V. Oladipo misses 2-pt jump shot from 17 ft,6,6
17,1,9:07.0,Defensive rebound by J. Smith,,6,6
18,1,9:01.0,L. James makes 2-pt dunk from 1 ft (assist by J. Smith),,8,6
19,1,8:35.0,,Turnover by B. Bogdanović (bad pass; steal by J. Crowder),8,6
20,1,8:29.0,K. Love makes 2-pt layup at rim (assist by J. Crowder),,10,6
21,1,8:06.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,10,6
22,1,8:03.0,Defensive rebound by Team,,10,6
23,1,7:51.0,J. Smith misses 3-pt jump shot from 25 ft,,10,6
24,1,7:48.0,,Defensive rebound by D. Sabonis,10,6
25,1,7:43.0,,Turnover by D. Collison (lost ball; steal by L. James),10,6
26,1,7:38.0,L. James makes 2-pt layup at rim,,12,6
27,1,7:38.0,,Indiana full timeout,12,6
28,1,7:16.0,,D. Sabonis misses 2-pt layup from 2 ft (block by K. Love),12,6
29,1,7:14.0,Defensive rebound by L. James,,12,6
30,1,7:11.0,L. James makes 2-pt dunk from 1 ft,,14,6
31,1,6:49.0,,T. Young misses 2-pt hook shot from 12 ft,14,6
32,1,6:48.0,,Offensive rebound by D. Collison,14,6
33,1,6:48.0,,Personal foul by L. James (drawn by D. Collison),14,6
34,1,6:32.0,,T. Young misses 2-pt hook shot from 6 ft,14,6
35,1,6:30.0,Defensive rebound by K. Love,,14,6
36,1,6:14.0,J. Smith makes 2-pt layup from 7 ft (assist by L. James),,16,6
37,1,5:58.0,,V. Oladipo misses 3-pt jump shot from 29 ft,16,6
38,1,5:56.0,Defensive rebound by J. Crowder,,16,6
39,1,5:50.0,K. Love misses 3-pt jump shot from 25 ft,,16,6
40,1,5:47.0,Offensive rebound by J. Smith,,16,6
41,1,5:42.0,J. Crowder makes 2-pt layup from 1 ft,,18,6
42,1,5:28.0,,T. Young misses 2-pt layup at rim,18,6
43,1,5:27.0,Defensive rebound by L. James,,18,6
44,1,5:21.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. James),,21,6
45,1,4:54.0,,Turnover by D. Sabonis (bad pass; steal by J. Smith),21,6
46,1,4:48.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Calderón),,24,6
47,1,4:47.0,,Indiana full timeout,24,6
48,1,4:47.0,,C. Joseph enters the game for D. Collison,24,6
49,1,4:34.0,Offensive charge foul by D. Sabonis (drawn by J. Calderón),,24,6
50,1,4:34.0,,Turnover by D. Sabonis (offensive foul),24,6
51,1,4:20.0,J. Calderón misses 3-pt jump shot from 25 ft,,24,6
52,1,4:17.0,,Defensive rebound by D. Sabonis,24,6
53,1,4:01.0,,D. Sabonis misses 2-pt layup at rim,24,6
54,1,4:00.0,Defensive rebound by K. Love,,24,6
55,1,3:50.0,L. James makes 2-pt layup from 1 ft,,26,6
56,1,3:39.0,,D. Sabonis misses 2-pt jump shot from 20 ft,26,6
57,1,3:37.0,Defensive rebound by J. Crowder,,26,6
58,1,3:22.0,,L. Stephenson enters the game for B. Bogdanović,26,6
59,1,3:22.0,J. Green enters the game for L. James,,26,6
60,1,3:15.0,J. Smith misses 2-pt jump shot from 17 ft,,26,6
61,1,3:11.0,,Defensive rebound by T. Young,26,6
62,1,3:08.0,,V. Oladipo misses 2-pt layup from 1 ft,26,6
63,1,3:06.0,,Offensive rebound by D. Sabonis,26,6
64,1,3:06.0,,D. Sabonis misses 2-pt layup at rim,26,6
65,1,3:05.0,Defensive rebound by J. Smith,,26,6
66,1,3:00.0,K. Love misses 3-pt jump shot from 22 ft,,26,6
67,1,2:58.0,,Defensive rebound by L. Stephenson,26,6
68,1,2:50.0,,L. Stephenson makes 2-pt jump shot from 19 ft,26,8
69,1,2:48.0,Cleveland full timeout,,26,8
70,1,2:48.0,C. Osman enters the game for K. Love,,26,8
71,1,2:48.0,K. Korver enters the game for J. Smith,,26,8
72,1,2:48.0,T. Thompson enters the game for J. Crowder,,26,8
73,1,2:48.0,,A. Jefferson enters the game for D. Sabonis,26,8
74,1,2:24.0,K. Korver misses 3-pt jump shot from 23 ft (block by V. Oladipo),,26,8
75,1,2:21.0,,Defensive rebound by C. Joseph,26,8
76,1,2:14.0,,T. Young makes 2-pt layup from 3 ft (assist by L. Stephenson),26,10
77,1,1:56.0,J. Calderón misses 2-pt jump shot from 18 ft,,26,10
78,1,1:54.0,,Defensive rebound by L. Stephenson,26,10
79,1,1:44.0,,C. Joseph misses 2-pt jump shot from 20 ft,26,10
80,1,1:41.0,Defensive rebound by C. Osman,,26,10
81,1,1:35.0,Personal foul by A. Jefferson (drawn by C. Osman),,26,10
82,1,1:35.0,,T. Leaf enters the game for T. Young,26,10
83,1,1:23.0,J. Green makes 2-pt jump shot from 17 ft,,28,10
84,1,1:06.0,,Turnover by A. Jefferson (lost ball; steal by K. Korver),28,10
85,1,1:02.0,C. Osman makes 2-pt dunk at rim (assist by K. Korver),,30,10
86,1,0:56.0,,C. Joseph misses 2-pt layup at rim,30,10
87,1,0:53.0,Defensive rebound by T. Thompson,,30,10
88,1,0:50.0,Shooting block foul by T. Leaf (drawn by J. Green),,30,10
89,1,0:50.0,J. Green makes free throw 1 of 2,,31,10
90,1,0:50.0,J. Green makes free throw 2 of 2,,32,10
91,1,0:28.0,,T. Leaf misses 2-pt jump shot from 4 ft,32,10
92,1,0:27.0,,Offensive rebound by Team,32,10
93,1,0:27.0,Loose ball foul by J. Calderón (drawn by A. Jefferson),,32,10
94,1,0:06.0,,V. Oladipo makes 2-pt layup at rim,32,12
95,1,0:02.0,Personal foul by T. Leaf (drawn by J. Green),,32,12
96,1,0:02.0,J. Green makes free throw 1 of 2,,33,12
97,1,0:02.0,J. Green makes free throw 2 of 2,,34,12
98,1,0:00.0,,L. Stephenson misses 3-pt jump shot from 64 ft,34,12
99,1,0:00.0,,Offensive rebound by Team,34,12
100,2,11:46.0,,A. Jefferson makes 2-pt jump shot from 7 ft,34,14
101,2,11:28.0,Offensive foul by L. James (drawn by C. Joseph),,34,14
102,2,11:28.0,Turnover by L. James (offensive foul),,34,14
103,2,11:11.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by L. Stephenson),34,16
104,2,10:52.0,L. James misses 2-pt jump shot from 13 ft (block by A. Jefferson),,34,16
105,2,10:49.0,Offensive rebound by L. James,,34,16
106,2,10:47.0,L. James misses 3-pt jump shot from 27 ft,,34,16
107,2,10:46.0,,Defensive rebound by Team,34,16
108,2,10:46.0,Loose ball foul by T. Thompson (drawn by B. Bogdanović),,34,16
109,2,10:38.0,,Personal foul by T. Thompson (drawn by C. Joseph),34,16
110,2,10:23.0,,A. Jefferson makes 2-pt jump shot from 12 ft,34,18
111,2,10:09.0,C. Osman misses 3-pt jump shot from 26 ft,,34,18
112,2,10:06.0,Offensive rebound by Team,,34,18
113,2,10:04.0,K. Korver makes 2-pt jump shot from 19 ft (assist by L. James),,36,18
114,2,9:49.0,,Turnover by C. Joseph (lost ball; steal by C. Osman),36,18
115,2,9:44.0,J. Green makes 2-pt layup at rim (assist by L. James),,38,18
116,2,9:31.0,,L. Stephenson makes 2-pt layup from 1 ft,38,20
117,2,9:21.0,K. Korver misses 3-pt jump shot from 26 ft,,38,20
118,2,9:17.0,Offensive rebound by T. Thompson,,38,20
119,2,9:17.0,T. Thompson misses 2-pt layup at rim,,38,20
120,2,9:16.0,,Defensive rebound by A. Jefferson,38,20
121,2,9:13.0,,C. Joseph makes 2-pt layup at rim,38,22
122,2,8:57.0,L. James misses 2-pt jump shot from 4 ft,,38,22
123,2,8:54.0,Offensive rebound by K. Korver,,38,22
124,2,8:49.0,J. Green misses 3-pt jump shot from 24 ft,,38,22
125,2,8:45.0,,Defensive rebound by B. Bogdanović,38,22
126,2,8:35.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,38,22
