,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
97,1,0:16.0,,Defensive rebound by M. Harrell,28,29
98,1,0:04.0,,Personal take foul by D. Harris (drawn by L. Williams),28,29
99,1,0:04.0,M. Kleber enters the game for D. Nowitzki,,28,29
100,1,0:00.0,,L. Williams makes 3-pt jump shot from 29 ft,28,32
101,2,11:47.0,Shooting foul by S. Dekker (drawn by D. Harris),,28,32
102,2,11:47.0,D. Harris makes free throw 1 of 2,,29,32
103,2,11:47.0,D. Harris makes free throw 2 of 2,,30,32
104,2,11:32.0,,L. Williams misses 2-pt jump shot from 7 ft,30,32
105,2,11:28.0,Defensive rebound by D. Nowitzki,,30,32
106,2,11:17.0,D. Harris misses 3-pt jump shot from 22 ft,,30,32
107,2,11:15.0,,Defensive rebound by W. Johnson,30,32
108,2,10:56.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by L. Williams),30,34
109,2,10:39.0,Personal foul by T. Wallace (drawn by D. Harris),,30,34
110,2,10:31.0,J. Barea makes 2-pt jump shot from 10 ft,,32,34
111,2,10:21.0,,S. Dekker misses 2-pt layup from 2 ft (block by D. Nowitzki),32,34
112,2,10:21.0,,Offensive rebound by Team,32,34
113,2,10:21.0,,A. Bradley enters the game for T. Wallace,32,34
114,2,10:14.0,,M. Harrell makes 2-pt jump shot from 8 ft (assist by L. Williams),32,36
115,2,10:04.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,32,36
116,2,10:01.0,,Defensive rebound by A. Bradley,32,36
117,2,9:59.0,,S. Dekker misses 2-pt layup from 1 ft,32,36
118,2,9:59.0,Defensive rebound by D. Nowitzki,,32,36
119,2,9:49.0,D. Powell makes 2-pt layup at rim (assist by J. Barea),,34,36
120,2,9:36.0,,S. Dekker makes 3-pt jump shot from 24 ft (assist by M. Harrell),34,39
121,2,9:23.0,Offensive foul by D. Powell (drawn by A. Bradley),,34,39
122,2,9:23.0,Turnover by D. Powell (offensive foul),,34,39
123,2,9:23.0,,D. Gallinari enters the game for S. Dekker,34,39
124,2,9:04.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),34,41
125,2,9:03.0,Dallas full timeout,,34,41
126,2,9:03.0,Y. Ferrell enters the game for D. Smith,,34,41
127,2,8:50.0,D. Harris makes 2-pt jump shot from 19 ft (assist by D. Powell),,36,41
128,2,8:29.0,,D. Gallinari makes 2-pt jump shot from 18 ft,36,43
129,2,8:20.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,38,43
130,2,8:10.0,,A. Bradley makes 2-pt layup from 1 ft (assist by L. Williams),38,45
131,2,7:58.0,Personal foul by D. Gallinari (drawn by D. Powell),,38,45
132,2,7:47.0,Shooting foul by M. Harrell (drawn by D. Harris),,38,45
133,2,7:47.0,D. Harris makes free throw 1 of 3,,39,45
134,2,7:47.0,D. Harris makes free throw 2 of 3,,40,45
135,2,7:47.0,D. Harris makes free throw 3 of 3,,41,45
136,2,7:36.0,,Personal foul by D. Powell (drawn by M. Harrell),41,45
137,2,7:25.0,,T. Harris enters the game for M. Harrell,41,45
138,2,7:25.0,,D. Jordan enters the game for W. Johnson,41,45
139,2,7:25.0,M. Kleber enters the game for J. Barea,,41,45
140,2,7:25.0,D. Smith enters the game for D. Powell,,41,45
141,2,7:25.0,W. Matthews enters the game for D. Nowitzki,,41,45
142,2,7:21.0,,T. Harris misses 2-pt layup from 1 ft (block by W. Matthews),41,45
143,2,7:19.0,Defensive rebound by Y. Ferrell,,41,45
144,2,7:10.0,S. Mejri enters the game for D. Harris,,41,45
145,2,7:08.0,W. Matthews misses 3-pt jump shot from 22 ft,,41,45
146,2,7:03.0,Offensive rebound by S. Mejri,,41,45
147,2,7:03.0,S. Mejri misses 2-pt layup at rim,,41,45
148,2,7:02.0,,Defensive rebound by D. Gallinari,41,45
149,2,6:50.0,,T. Harris misses 2-pt layup from 1 ft,41,45
150,2,6:48.0,Defensive rebound by M. Kleber,,41,45
151,2,6:36.0,D. Smith misses 3-pt jump shot from 25 ft,,41,45
152,2,6:31.0,,Defensive rebound by D. Jordan,41,45
153,2,6:25.0,,Turnover by L. Williams (bad pass; steal by S. Mejri),41,45
154,2,6:21.0,D. Smith misses 3-pt jump shot from 25 ft,,41,45
155,2,6:16.0,Offensive rebound by M. Kleber,,41,45
156,2,6:13.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,41,45
157,2,6:09.0,,Defensive rebound by D. Jordan,41,45
158,2,6:06.0,,D. Gallinari makes 2-pt dunk at rim (assist by L. Williams),41,47
159,2,5:45.0,W. Matthews misses 2-pt jump shot from 20 ft,,41,47
160,2,5:40.0,,Defensive rebound by L. Williams,41,47
161,2,5:37.0,,Personal foul by Y. Ferrell (drawn by L. Williams),41,47
162,2,5:37.0,,M. Teodosić enters the game for L. Williams,41,47
163,2,5:31.0,,A. Bradley misses 2-pt jump shot from 17 ft,41,47
164,2,5:30.0,Defensive rebound by Team,,41,47
165,2,5:19.0,Turnover by D. Smith (bad pass; steal by T. Harris),,41,47
166,2,5:14.0,,T. Harris makes 2-pt dunk from 1 ft (assist by M. Teodosić),41,49
167,2,5:14.0,Dallas full timeout,,41,49
168,2,5:04.0,M. Kleber misses 3-pt jump shot from 23 ft,,41,49
169,2,5:02.0,Offensive rebound by Team,,41,49
170,2,5:01.0,Shooting foul by T. Harris (drawn by W. Matthews),,41,49
171,2,5:01.0,W. Matthews makes free throw 1 of 2,,42,49
172,2,5:01.0,W. Matthews makes free throw 2 of 2,,43,49
173,2,4:42.0,,Turnover by D. Jordan (turnover),43,49
174,2,4:33.0,D. Smith misses 3-pt jump shot from 25 ft,,43,49
175,2,4:29.0,,Defensive rebound by M. Teodosić,43,49
176,2,4:24.0,,M. Teodosić misses 3-pt jump shot from 24 ft,43,49
177,2,4:22.0,Defensive rebound by D. Smith,,43,49
178,2,4:09.0,Turnover by D. Smith (bad pass; steal by T. Harris),,43,49
179,2,4:07.0,,Personal foul by M. Kleber (drawn by A. Bradley),43,49
180,2,4:07.0,,LA Clippers full timeout,43,49
181,2,4:07.0,,L. Williams enters the game for A. Bradley,43,49
182,2,4:07.0,D. Nowitzki enters the game for D. Smith,,43,49
183,2,4:07.0,D. Powell enters the game for Y. Ferrell,,43,49
184,2,4:07.0,D. Harris enters the game for M. Kleber,,43,49
185,2,4:07.0,J. Barea enters the game for S. Mejri,,43,49
186,2,3:53.0,,L. Williams makes 2-pt jump shot from 15 ft (assist by M. Teodosić),43,51
187,2,3:33.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,43,51
188,2,3:29.0,Offensive rebound by D. Powell,,43,51
189,2,3:27.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Powell),,46,51
190,2,3:07.0,,M. Teodosić misses 3-pt jump shot from 24 ft,46,51
191,2,3:07.0,Defensive rebound by Team,,46,51
192,2,2:56.0,Turnover by J. Barea (bad pass; steal by L. Williams),,46,51
193,2,2:55.0,,Personal take foul by D. Harris (drawn by L. Williams),46,51
194,2,2:41.0,,Turnover by M. Teodosić (bad pass; steal by D. Harris),46,51
195,2,2:37.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,46,51
196,2,2:34.0,,Defensive rebound by T. Harris,46,51
197,2,2:30.0,,T. Harris makes 2-pt layup from 1 ft,46,53
198,2,2:10.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,46,53
199,2,2:10.0,Offensive rebound by Team,,46,53
200,2,2:02.0,Offensive foul by D. Powell (drawn by L. Williams),,46,53
201,2,2:02.0,Turnover by D. Powell (offensive foul),,46,53
202,2,1:41.0,,D. Gallinari misses 2-pt jump shot from 23 ft,46,53
203,2,1:37.0,Defensive rebound by J. Barea,,46,53
204,2,1:35.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),,49,53
205,2,1:20.0,,T. Harris makes 2-pt jump shot from 10 ft (assist by D. Jordan),49,55
206,2,1:04.0,Shooting foul by D. Jordan (drawn by D. Powell),,49,55
207,2,1:04.0,D. Powell makes free throw 1 of 2,,50,55
208,2,1:04.0,D. Powell misses free throw 2 of 2,,50,55
209,2,1:01.0,,Defensive rebound by D. Jordan,50,55
210,2,0:53.0,,D. Gallinari makes 3-pt jump shot from 24 ft,50,58
211,2,0:45.0,J. Barea makes 3-pt jump shot from 24 ft,,53,58
212,2,0:37.0,,L. Williams misses 3-pt jump shot from 24 ft,53,58
213,2,0:33.0,Defensive rebound by D. Powell,,53,58
214,2,0:16.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by W. Matthews),,55,58
215,3,11:46.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),,58,58
216,3,11:30.0,,Shooting foul by W. Matthews (drawn by T. Harris),58,58
217,3,11:30.0,,T. Harris misses free throw 1 of 2,58,58
218,3,11:30.0,,Offensive rebound by Team,58,58
219,3,11:30.0,,T. Harris misses free throw 2 of 2,58,58
220,3,11:27.0,Defensive rebound by D. Powell,,58,58
221,3,11:08.0,D. Smith makes 2-pt jump shot from 17 ft (assist by D. Powell),,60,58
222,3,10:56.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by A. Bradley),60,61
223,3,10:35.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,60,61
224,3,10:32.0,,Defensive rebound by A. Bradley,60,61
225,3,10:26.0,,D. Gallinari makes 3-pt jump shot from 22 ft (assist by M. Teodosić),60,64
226,3,10:10.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),,63,64
227,3,9:56.0,,Personal foul by W. Matthews (drawn by D. Gallinari),63,64
228,3,9:56.0,S. Mejri enters the game for D. Nowitzki,,63,64
229,3,9:48.0,,D. Gallinari makes 2-pt jump shot from 12 ft (assist by T. Harris),63,66
230,3,9:34.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),,66,66
231,3,9:24.0,,T. Harris misses 3-pt jump shot from 24 ft,66,66
232,3,9:23.0,Defensive rebound by Team,,66,66
233,3,9:06.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,66,66
234,3,9:01.0,,Defensive rebound by D. Jordan,66,66
235,3,8:56.0,,Turnover by A. Bradley (traveling),66,66
236,3,8:37.0,D. Smith misses 3-pt jump shot from 25 ft,,66,66
237,3,8:36.0,,Defensive rebound by Team,66,66
238,3,8:11.0,,T. Harris misses 3-pt jump shot from 24 ft,66,66
239,3,8:07.0,Defensive rebound by D. Powell,,66,66
240,3,7:56.0,W. Matthews makes 3-pt jump shot from 25 ft,,69,66
241,3,7:39.0,,M. Teodosić misses 2-pt jump shot from 15 ft,69,66
242,3,7:35.0,Defensive rebound by S. Mejri,,69,66
243,3,7:28.0,W. Matthews misses 3-pt jump shot from 27 ft,,69,66
244,3,7:23.0,Offensive rebound by D. Powell,,69,66
245,3,7:20.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),,72,66
246,3,7:19.0,,LA Clippers full timeout,72,66
247,3,6:56.0,,D. Gallinari misses 2-pt jump shot from 19 ft,72,66
248,3,6:52.0,Defensive rebound by S. Mejri,,72,66
249,3,6:33.0,D. Powell misses 2-pt jump shot from 20 ft,,72,66
250,3,6:30.0,,Defensive rebound by T. Harris,72,66
251,3,6:23.0,,A. Bradley misses 3-pt jump shot from 23 ft,72,66
252,3,6:23.0,,Offensive rebound by Team,72,66
253,3,6:23.0,,L. Williams enters the game for M. Teodosić,72,66
254,3,6:23.0,,T. Wallace enters the game for A. Bradley,72,66
255,3,6:23.0,M. Kleber enters the game for D. Powell,,72,66
256,3,6:19.0,,L. Williams misses 2-pt jump shot from 18 ft,72,66
257,3,6:19.0,Defensive rebound by Team,,72,66
258,3,5:59.0,W. Matthews misses 3-pt jump shot from 24 ft,,72,66
259,3,5:58.0,,Defensive rebound by D. Gallinari,72,66
260,3,5:58.0,,Personal foul by S. Mejri (drawn by D. Gallinari),72,66
261,3,5:46.0,,T. Wallace makes 2-pt layup from 2 ft (assist by D. Jordan),72,68
262,3,5:36.0,Personal foul by T. Wallace (drawn by D. Smith),,72,68
263,3,5:26.0,M. Kleber misses 3-pt jump shot from 25 ft,,72,68
264,3,5:21.0,,Defensive rebound by T. Harris,72,68
265,3,5:10.0,,T. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),72,70
266,3,4:51.0,Turnover by D. Smith (lost ball; steal by D. Jordan),,72,70
267,3,4:42.0,,T. Wallace misses 2-pt jump shot from 11 ft,72,70
268,3,4:40.0,Defensive rebound by W. Matthews,,72,70
269,3,4:38.0,Turnover by W. Matthews (bad pass),,72,70
270,3,4:16.0,,Offensive foul by T. Harris (drawn by W. Matthews),72,70
271,3,4:16.0,,Turnover by T. Harris (offensive foul),72,70
272,3,4:16.0,,W. Johnson enters the game for D. Gallinari,72,70
273,3,3:59.0,W. Matthews misses 3-pt jump shot from 24 ft,,72,70
274,3,3:56.0,,Defensive rebound by L. Williams,72,70
275,3,3:53.0,,Turnover by L. Williams (bad pass; steal by W. Matthews),72,70
276,3,3:47.0,D. Smith misses 2-pt layup at rim (block by D. Jordan),,72,70
277,3,3:46.0,,Defensive rebound by D. Jordan,72,70
278,3,3:46.0,D. Harris enters the game for W. Matthews,,72,70
279,3,3:46.0,,M. Harrell enters the game for D. Jordan,72,70
280,3,3:30.0,,T. Harris makes 2-pt jump shot from 1 ft,72,72
281,3,3:29.0,Dallas full timeout,,72,72
282,3,3:29.0,J. Barea enters the game for D. Smith,,72,72
283,3,3:16.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,72,72
284,3,3:15.0,,Defensive rebound by Team,72,72
285,3,3:15.0,Loose ball foul by S. Mejri (drawn by M. Harrell),,72,72
286,3,3:15.0,D. Nowitzki enters the game for M. Kleber,,72,72
287,3,3:15.0,D. Powell enters the game for S. Mejri,,72,72
288,3,3:03.0,,L. Williams misses 3-pt jump shot from 25 ft,72,72
289,3,2:59.0,Defensive rebound by Y. Ferrell,,72,72
290,3,2:49.0,Personal foul by W. Johnson (drawn by D. Powell),,72,72
291,3,2:38.0,D. Harris makes 3-pt jump shot from 25 ft,,75,72
292,3,2:17.0,,T. Harris misses 2-pt jump shot from 10 ft (block by D. Powell),75,72
293,3,2:17.0,Defensive rebound by Team,,75,72
294,3,2:17.0,,Loose ball foul by M. Harrell (drawn by D. Powell),75,72
295,3,2:03.0,Shooting foul by T. Wallace (drawn by D. Powell),,75,72
296,3,2:03.0,D. Powell makes free throw 1 of 2,,76,72
297,3,2:03.0,,S. Dekker enters the game for T. Harris,76,72
298,3,2:03.0,D. Powell makes free throw 2 of 2,,77,72
299,3,1:48.0,,Turnover by T. Wallace (step out of bounds),77,72
300,3,1:33.0,Turnover by D. Harris (bad pass; steal by T. Wallace),,77,72
301,3,1:28.0,,T. Wallace makes 2-pt dunk at rim,77,74
302,3,1:16.0,J. Barea misses 2-pt jump shot from 16 ft,,77,74
303,3,1:07.0,Offensive rebound by D. Powell,,77,74
304,3,1:07.0,D. Powell makes 2-pt dunk at rim,,79,74
305,3,1:00.0,,L. Williams makes 2-pt layup at rim,79,76
306,3,0:52.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,79,76
307,3,0:49.0,,Defensive rebound by M. Harrell,79,76
308,3,0:39.0,,L. Williams misses 3-pt jump shot from 25 ft,79,76
309,3,0:37.0,Defensive rebound by D. Powell,,79,76
310,3,0:34.0,J. Barea makes 3-pt jump shot from 25 ft,,82,76
311,3,0:13.0,,Personal foul by D. Harris (drawn by L. Williams),82,76
312,3,0:13.0,,L. Williams makes free throw 1 of 2,82,77
313,3,0:13.0,,A. Bradley enters the game for T. Wallace,82,77
314,3,0:13.0,,L. Williams makes free throw 2 of 2,82,78
315,3,0:01.0,J. Barea misses 3-pt jump shot from 25 ft,,82,78
316,3,0:00.0,Offensive rebound by Team,,82,78
317,4,11:43.0,,M. Harrell misses 2-pt layup from 1 ft,82,78
318,4,11:40.0,Defensive rebound by D. Powell,,82,78
319,4,11:30.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by D. Harris),,84,78
320,4,11:22.0,,Personal foul by D. Harris (drawn by L. Williams),84,78
321,4,11:10.0,,A. Bradley makes 2-pt layup from 1 ft (assist by S. Dekker),84,80
322,4,10:58.0,Turnover by D. Smith (out of bounds lost ball),,84,80
323,4,10:49.0,,L. Williams misses 2-pt jump shot from 16 ft,84,80
324,4,10:49.0,,Offensive rebound by A. Bradley,84,80
325,4,10:47.0,,A. Bradley makes 2-pt layup from 1 ft,84,82
326,4,10:32.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,84,82
327,4,10:29.0,,Defensive rebound by L. Williams,84,82
328,4,10:26.0,,Turnover by L. Williams (bad pass; steal by J. Barea),84,82
329,4,10:21.0,Turnover by D. Smith (out of bounds lost ball),,84,82
330,4,10:13.0,,W. Johnson misses 3-pt jump shot from 24 ft,84,82
331,4,10:09.0,Defensive rebound by J. Barea,,84,82
332,4,9:58.0,Shooting foul by A. Bradley (drawn by D. Powell),,84,82
333,4,9:58.0,D. Powell makes free throw 1 of 2,,85,82
334,4,9:58.0,D. Powell misses free throw 2 of 2,,85,82
335,4,9:56.0,,Defensive rebound by S. Dekker,85,82
336,4,9:50.0,,Turnover by L. Williams (out of bounds lost ball),85,82
337,4,9:37.0,D. Harris misses 2-pt layup from 3 ft,,85,82
338,4,9:33.0,,Defensive rebound by S. Dekker,85,82
339,4,9:23.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by W. Johnson),85,85
340,4,9:10.0,J. Barea misses 2-pt layup from 4 ft (block by M. Harrell),,85,85
341,4,9:10.0,Offensive rebound by Team,,85,85
342,4,9:10.0,,D. Gallinari enters the game for S. Dekker,85,85
343,4,9:04.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),,88,85
344,4,8:38.0,,L. Williams misses 2-pt layup from 1 ft,88,85
345,4,8:36.0,Defensive rebound by D. Nowitzki,,88,85
346,4,8:33.0,Offensive foul by D. Harris (drawn by D. Gallinari),,88,85
347,4,8:33.0,Turnover by D. Harris (offensive foul),,88,85
348,4,8:33.0,W. Matthews enters the game for D. Harris,,88,85
349,4,8:22.0,,A. Bradley misses 3-pt jump shot from 25 ft,88,85
350,4,8:17.0,Defensive rebound by D. Nowitzki,,88,85
351,4,7:57.0,W. Matthews misses 2-pt jump shot from 23 ft,,88,85
352,4,7:55.0,,Defensive rebound by L. Williams,88,85
353,4,7:54.0,,Personal foul by D. Smith (drawn by M. Harrell),88,85
354,4,7:54.0,,M. Teodosić enters the game for W. Johnson,88,85
355,4,7:44.0,,M. Teodosić misses 3-pt jump shot from 23 ft,88,85
356,4,7:39.0,Defensive rebound by D. Powell,,88,85
357,4,7:25.0,D. Smith makes 3-pt jump shot from 24 ft,,91,85
358,4,7:24.0,,LA Clippers full timeout,91,85
359,4,7:24.0,,D. Jordan enters the game for M. Harrell,91,85
360,4,7:24.0,,T. Harris enters the game for A. Bradley,91,85
361,4,7:24.0,M. Kleber enters the game for J. Barea,,91,85
362,4,7:24.0,Y. Ferrell enters the game for D. Nowitzki,,91,85
363,4,7:09.0,,D. Gallinari misses 2-pt jump shot from 16 ft,91,85
364,4,7:05.0,Defensive rebound by D. Smith,,91,85
365,4,6:55.0,D. Smith misses 2-pt jump shot from 11 ft,,91,85
366,4,6:55.0,Offensive rebound by Team,,91,85
367,4,6:55.0,S. Mejri enters the game for D. Powell,,91,85
368,4,6:53.0,Y. Ferrell makes 3-pt jump shot from 22 ft (assist by D. Smith),,94,85
369,4,6:41.0,,L. Williams misses 2-pt layup from 1 ft,94,85
370,4,6:36.0,,Offensive rebound by D. Jordan,94,85
371,4,6:36.0,,D. Jordan makes 2-pt dunk at rim,94,87
372,4,6:13.0,D. Smith makes 2-pt layup from 2 ft,,96,87
373,4,5:58.0,,Shooting foul by D. Smith (drawn by D. Gallinari),96,87
374,4,5:58.0,,D. Gallinari makes free throw 1 of 2,96,88
375,4,5:58.0,,D. Gallinari makes free throw 2 of 2,96,89
376,4,5:39.0,Shooting foul by T. Harris (drawn by S. Mejri),,96,89
377,4,5:39.0,S. Mejri makes free throw 1 of 2,,97,89
378,4,5:39.0,S. Mejri makes free throw 2 of 2,,98,89
379,4,5:24.0,,L. Williams makes 2-pt jump shot from 16 ft,98,91
380,4,5:00.0,D. Smith misses 2-pt jump shot from 18 ft,,98,91
381,4,4:56.0,,Defensive rebound by D. Jordan,98,91
382,4,4:54.0,,Turnover by M. Teodosić (traveling),98,91
