,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:37.0,,L. Babbitt makes 2-pt jump shot from 16 ft,0,2
1,1,11:20.0,Personal foul by L. Babbitt (drawn by A. Horford),,0,2
2,1,11:06.0,A. Horford misses 2-pt hook shot from 8 ft,,0,2
3,1,11:03.0,,Defensive rebound by K. Bazemore,0,2
4,1,10:50.0,,T. Prince makes 2-pt layup from 2 ft,0,4
5,1,10:50.0,,Shooting foul by J. Brown (drawn by T. Prince),0,4
6,1,10:50.0,,T. Prince misses free throw 1 of 1,0,4
7,1,10:48.0,Defensive rebound by A. Horford,,0,4
8,1,10:37.0,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),,3,4
9,1,10:16.0,,Turnover by K. Bazemore (traveling),3,4
10,1,10:01.0,A. Horford makes 2-pt jump shot from 8 ft (assist by K. Irving),,5,4
11,1,9:49.0,,T. Prince misses 2-pt layup from 7 ft,5,4
12,1,9:45.0,Defensive rebound by A. Horford,,5,4
13,1,9:44.0,J. Tatum misses 2-pt layup from 2 ft (block by L. Babbitt),,5,4
14,1,9:44.0,Offensive rebound by Team,,5,4
15,1,9:41.0,K. Irving misses 2-pt jump shot from 14 ft,,5,4
16,1,9:38.0,,Defensive rebound by L. Babbitt,5,4
17,1,9:31.0,,Personal foul by K. Irving (drawn by D. Schröder),5,4
18,1,9:24.0,,D. Dedmon misses 2-pt jump shot from 18 ft,5,4
19,1,9:21.0,Defensive rebound by J. Tatum,,5,4
20,1,9:13.0,K. Irving makes 2-pt layup from 1 ft,,7,4
21,1,9:02.0,,K. Bazemore misses 2-pt jump shot from 15 ft,7,4
22,1,9:00.0,Defensive rebound by A. Baynes,,7,4
23,1,8:53.0,A. Baynes misses 2-pt jump shot from 18 ft,,7,4
24,1,8:49.0,,Defensive rebound by D. Dedmon,7,4
25,1,8:39.0,,D. Schröder misses 2-pt jump shot from 17 ft,7,4
26,1,8:36.0,Defensive rebound by A. Horford,,7,4
27,1,8:34.0,,Atlanta full timeout,7,4
28,1,8:33.0,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),,9,4
29,1,8:22.0,,T. Prince misses 2-pt jump shot from 12 ft,9,4
30,1,8:16.0,Defensive rebound by A. Horford,,9,4
31,1,7:59.0,J. Tatum misses 2-pt layup from 1 ft,,9,4
32,1,7:55.0,,Defensive rebound by T. Prince,9,4
33,1,7:50.0,,D. Schröder misses 2-pt jump shot from 17 ft,9,4
34,1,7:42.0,,Offensive rebound by D. Dedmon,9,4
35,1,7:42.0,,D. Dedmon makes 2-pt layup at rim,9,6
36,1,7:35.0,K. Irving misses 3-pt jump shot from 25 ft,,9,6
37,1,7:33.0,,Defensive rebound by Team,9,6
38,1,7:33.0,,J. Collins enters the game for L. Babbitt,9,6
39,1,7:20.0,,T. Prince misses 3-pt jump shot from 24 ft,9,6
40,1,7:17.0,Defensive rebound by J. Brown,,9,6
41,1,7:08.0,A. Horford misses 2-pt jump shot from 10 ft,,9,6
42,1,7:03.0,,Defensive rebound by K. Bazemore,9,6
43,1,6:58.0,,Turnover by K. Bazemore (out of bounds lost ball),9,6
44,1,6:47.0,J. Tatum misses 3-pt jump shot from 25 ft,,9,6
45,1,6:44.0,,Defensive rebound by D. Dedmon,9,6
46,1,6:42.0,,Turnover by D. Schröder (bad pass),9,6
47,1,6:27.0,A. Baynes misses 3-pt jump shot from 22 ft,,9,6
48,1,6:23.0,,Defensive rebound by K. Bazemore,9,6
49,1,6:10.0,,Personal foul by J. Brown (drawn by K. Bazemore),9,6
50,1,6:10.0,,M. Belinelli enters the game for K. Bazemore,9,6
51,1,6:10.0,D. Theis enters the game for J. Tatum,,9,6
52,1,6:10.0,M. Smart enters the game for A. Baynes,,9,6
53,1,6:03.0,,D. Schröder makes 2-pt jump shot from 14 ft,9,8
54,1,5:47.0,K. Irving makes 3-pt jump shot from 25 ft (assist by D. Theis),,12,8
55,1,5:28.0,,M. Belinelli makes 2-pt jump shot from 11 ft (assist by T. Prince),12,10
56,1,5:28.0,,Shooting foul by K. Irving (drawn by T. Prince),12,10
57,1,5:28.0,,M. Belinelli makes free throw 1 of 1,12,11
58,1,5:20.0,Turnover by D. Theis (step out of bounds),,12,11
59,1,5:07.0,,D. Dedmon makes 3-pt jump shot from 24 ft (assist by M. Belinelli),12,14
60,1,4:47.0,Shooting block foul by D. Dedmon (drawn by A. Horford),,12,14
61,1,4:47.0,A. Horford makes free throw 1 of 2,,13,14
62,1,4:47.0,A. Horford makes free throw 2 of 2,,14,14
63,1,4:40.0,,D. Schröder misses 3-pt jump shot from 25 ft,14,14
64,1,4:35.0,Defensive rebound by K. Irving,,14,14
65,1,4:26.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,16,14
66,1,4:16.0,,M. Belinelli misses 3-pt jump shot from 24 ft,16,14
67,1,4:13.0,Defensive rebound by K. Irving,,16,14
68,1,4:08.0,Personal foul by J. Collins (drawn by A. Horford),,16,14
69,1,4:08.0,,L. Babbitt enters the game for D. Dedmon,16,14
70,1,3:59.0,A. Horford misses 3-pt jump shot from 25 ft,,16,14
71,1,3:55.0,Shooting foul by D. Schröder (drawn by J. Brown),,16,14
72,1,3:55.0,T. Rozier enters the game for K. Irving,,16,14
73,1,3:55.0,J. Brown makes free throw 1 of 2,,17,14
74,1,3:55.0,J. Brown makes free throw 2 of 2,,18,14
75,1,3:54.0,Offensive rebound by J. Brown,,18,14
76,1,3:42.0,,T. Prince makes 2-pt jump shot from 14 ft (assist by M. Belinelli),18,16
77,1,3:21.0,Turnover by M. Smart (bad pass; steal by M. Belinelli),,18,16
78,1,3:13.0,,L. Babbitt makes 3-pt jump shot from 26 ft (assist by T. Prince),18,19
79,1,3:01.0,,Personal foul by J. Brown (drawn by M. Belinelli),18,19
80,1,3:01.0,Turnover by J. Brown (turnover),,18,19
81,1,3:01.0,,I. Taylor enters the game for D. Schröder,18,19
82,1,3:01.0,A. Nader enters the game for J. Brown,,18,19
83,1,2:47.0,,M. Belinelli misses 3-pt jump shot from 26 ft,18,19
84,1,2:42.0,Defensive rebound by A. Nader,,18,19
85,1,2:31.0,D. Theis makes 2-pt layup from 2 ft (assist by A. Horford),,20,19
86,1,2:31.0,Shooting foul by L. Babbitt (drawn by D. Theis),,20,19
87,1,2:31.0,Boston full timeout,,20,19
88,1,2:31.0,,M. Delaney enters the game for T. Prince,20,19
89,1,2:31.0,S. Ojeleye enters the game for A. Horford,,20,19
90,1,2:31.0,D. Theis misses free throw 1 of 1,,20,19
91,1,2:29.0,,Defensive rebound by L. Babbitt,20,19
92,1,2:16.0,,Personal foul by S. Ojeleye (drawn by J. Collins),20,19
