,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
381,4,4:57.0,,O. Anunoby misses 3-pt jump shot from 25 ft,93,120
382,4,4:55.0,,Offensive rebound by J. Poeltl,93,120
383,4,4:53.0,,J. Poeltl makes 2-pt jump shot from 1 ft,93,122
384,4,4:30.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by M. Harkless),,96,122
385,4,4:20.0,,Turnover by F. VanVleet (lost ball; steal by M. Leonard),96,122
386,4,4:08.0,N. Vonleh misses 2-pt layup from 2 ft (block by J. Poeltl),,96,122
387,4,4:07.0,Offensive rebound by Team,,96,122
388,4,4:07.0,,L. Nogueira enters the game for F. VanVleet,96,122
389,4,4:07.0,,A. McKinnie enters the game for J. Poeltl,96,122
390,4,4:01.0,Personal foul by L. Nogueira (drawn by M. Leonard),,96,122
391,4,4:01.0,M. Leonard makes free throw 1 of 2,,97,122
392,4,4:01.0,M. Leonard makes free throw 2 of 2,,98,122
393,4,3:46.0,,N. Powell misses 2-pt layup from 1 ft,98,122
394,4,3:44.0,Defensive rebound by N. Vonleh,,98,122
395,4,3:33.0,P. Connaughton makes 2-pt layup from 2 ft,,100,122
396,4,3:14.0,,D. Wright makes 3-pt jump shot from 27 ft (assist by O. Anunoby),100,125
397,4,2:54.0,J. Layman misses 2-pt jump shot from 1 ft,,100,125
398,4,2:53.0,,Defensive rebound by L. Nogueira,100,125
399,4,2:52.0,,Turnover by N. Powell (out of bounds lost ball),100,125
400,4,2:46.0,J. Layman misses 3-pt jump shot from 25 ft,,100,125
401,4,2:42.0,,Defensive rebound by D. Wright,100,125
402,4,2:32.0,,A. McKinnie misses 2-pt jump shot from 5 ft,100,125
403,4,2:32.0,Defensive rebound by M. Leonard,,100,125
404,4,2:16.0,M. Leonard misses 2-pt hook shot from 1 ft,,100,125
405,4,2:16.0,Offensive rebound by P. Connaughton,,100,125
406,4,2:07.0,M. Leonard makes 2-pt dunk at rim (assist by N. Vonleh),,102,125
407,4,1:46.0,,O. Anunoby misses 3-pt jump shot from 25 ft,102,125
408,4,1:46.0,Defensive rebound by M. Leonard,,102,125
409,4,1:29.0,N. Vonleh makes 2-pt dunk at rim (assist by P. Connaughton),,104,125
410,4,1:20.0,,D. Wright misses 2-pt jump shot from 8 ft,104,125
411,4,1:18.0,Defensive rebound by J. Layman,,104,125
412,4,1:12.0,Turnover by P. Connaughton (bad pass; steal by L. Nogueira),,104,125
413,4,1:07.0,,N. Powell makes 2-pt layup at rim,104,127
414,4,0:54.0,Offensive foul by M. Leonard (drawn by O. Anunoby),,104,127
415,4,0:54.0,Turnover by M. Leonard (offensive foul),,104,127
416,4,0:54.0,,P. Siakam enters the game for O. Anunoby,104,127
417,4,0:45.0,,A. McKinnie misses 3-pt jump shot from 26 ft,104,127
418,4,0:41.0,Defensive rebound by N. Vonleh,,104,127
419,4,0:36.0,Personal foul by P. Siakam (drawn by N. Vonleh),,104,127
420,4,0:36.0,N. Vonleh misses free throw 1 of 2,,104,127
421,4,0:36.0,Offensive rebound by Team,,104,127
422,4,0:36.0,N. Vonleh makes free throw 2 of 2,,105,127
423,4,0:12.0,,A. McKinnie makes 3-pt jump shot from 26 ft (assist by L. Nogueira),105,130
424,4,0:00.0,P. Connaughton misses 2-pt layup from 5 ft (block by D. Wright),,105,130
425,4,0:00.0,Offensive rebound by Team,,105,130
