,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
52,1,5:35.0,,T. Daniels misses 2-pt jump shot from 16 ft,24,12
53,1,5:32.0,Defensive rebound by K. Porziņģis,,24,12
54,1,5:28.0,E. Freedom misses 2-pt layup from 1 ft,,24,12
55,1,5:28.0,Offensive rebound by Team,,24,12
56,1,5:20.0,T. Hardaway makes 2-pt layup from 3 ft,,26,12
57,1,5:05.0,,T. Daniels makes 3-pt jump shot from 26 ft,26,15
58,1,4:45.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,26,15
59,1,4:43.0,,Defensive rebound by D. Booker,26,15
60,1,4:36.0,,D. Booker misses 2-pt layup from 6 ft (block by C. Lee),26,15
61,1,4:36.0,,Offensive rebound by Team,26,15
62,1,4:36.0,,J. Dudley enters the game for T. Warren,26,15
63,1,4:36.0,,I. Canaan enters the game for G. Monroe,26,15
64,1,4:34.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by D. Booker),26,18
65,1,4:22.0,Personal block foul by I. Canaan (drawn by J. Jack),,26,18
66,1,4:22.0,F. Ntilikina enters the game for T. Hardaway,,26,18
67,1,4:22.0,L. Thomas enters the game for J. Jack,,26,18
68,1,4:15.0,C. Lee misses 2-pt layup from 6 ft,,26,18
69,1,4:13.0,,Defensive rebound by D. Bender,26,18
70,1,4:00.0,,D. Bender misses 3-pt jump shot from 26 ft,26,18
71,1,3:57.0,Defensive rebound by E. Freedom,,26,18
72,1,3:49.0,Turnover by K. Porziņģis (bad pass),,26,18
73,1,3:35.0,,D. Booker misses 3-pt jump shot from 28 ft,26,18
74,1,3:32.0,Defensive rebound by K. Porziņģis,,26,18
75,1,3:23.0,Personal foul by I. Canaan (drawn by F. Ntilikina),,26,18
76,1,3:23.0,F. Ntilikina misses free throw 1 of 2,,26,18
77,1,3:23.0,Offensive rebound by Team,,26,18
78,1,3:23.0,F. Ntilikina makes free throw 2 of 2,,27,18
79,1,2:59.0,,T. Daniels misses 3-pt jump shot from 24 ft,27,18
80,1,2:55.0,Defensive rebound by C. Lee,,27,18
81,1,2:39.0,Turnover by L. Thomas (bad pass; steal by D. Booker),,27,18
82,1,2:38.0,,Personal foul by L. Thomas (drawn by D. Booker),27,18
83,1,2:38.0,New York full timeout,,27,18
84,1,2:38.0,,J. Jackson enters the game for T. Daniels,27,18
85,1,2:38.0,M. Beasley enters the game for K. Porziņģis,,27,18
86,1,2:24.0,,J. Jackson makes 2-pt layup at rim,27,20
87,1,1:59.0,E. Freedom makes 2-pt hook shot from 2 ft (assist by C. Lee),,29,20
88,1,1:59.0,Shooting foul by D. Bender (drawn by E. Freedom),,29,20
89,1,1:59.0,E. Freedom makes free throw 1 of 1,,30,20
90,1,1:47.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by I. Canaan),30,23
91,1,1:29.0,Offensive foul by E. Freedom (drawn by D. Bender),,30,23
92,1,1:29.0,Turnover by E. Freedom (offensive foul),,30,23
93,1,1:12.0,,Turnover by I. Canaan (bad pass; steal by M. Beasley),30,23
94,1,0:50.0,M. Beasley makes 3-pt jump shot from 22 ft (assist by L. Thomas),,33,23
95,1,0:45.0,,J. Jackson misses 2-pt jump shot from 21 ft,33,23
96,1,0:41.0,Defensive rebound by E. Freedom,,33,23
97,1,0:34.0,Turnover by M. Beasley (turnover),,33,23
98,1,0:34.0,K. O'Quinn enters the game for E. Freedom,,33,23
99,1,0:30.0,,D. Booker misses 2-pt jump shot from 12 ft,33,23
100,1,0:27.0,Defensive rebound by K. O'Quinn,,33,23
101,1,0:09.0,C. Lee misses 3-pt jump shot from 25 ft,,33,23
102,1,0:08.0,,Defensive rebound by Team,33,23
103,1,0:08.0,Loose ball foul by K. O'Quinn (drawn by D. Bender),,33,23
104,1,0:06.0,,Turnover by D. Bender (bad pass),33,23
105,1,0:02.0,Turnover by F. Ntilikina (bad pass; steal by J. Dudley),,33,23
106,1,0:00.0,,J. Dudley misses 2-pt layup from 2 ft,33,23
107,1,0:00.0,,Offensive rebound by Team,33,23
108,2,11:37.0,,Turnover by T. Warren (bad pass; steal by M. Beasley),33,23
109,2,11:32.0,Turnover by F. Ntilikina (bad pass; steal by J. Jackson),,33,23
110,2,11:29.0,,J. Jackson makes 2-pt dunk at rim,33,25
111,2,11:05.0,M. Beasley misses 2-pt jump shot from 13 ft,,33,25
112,2,11:02.0,Offensive rebound by K. O'Quinn,,33,25
113,2,11:01.0,K. O'Quinn misses 2-pt layup from 1 ft,,33,25
114,2,11:01.0,Offensive rebound by M. Beasley,,33,25
115,2,10:59.0,,Loose ball foul by J. Dudley (drawn by M. Beasley),33,25
116,2,10:59.0,T. Burke enters the game for F. Ntilikina,,33,25
117,2,10:46.0,T. Burke misses 2-pt jump shot from 18 ft,,33,25
118,2,10:46.0,,Defensive rebound by I. Canaan,33,25
119,2,10:40.0,,Turnover by I. Canaan (bad pass),33,25
120,2,10:40.0,D. McDermott enters the game for L. Thomas,,33,25
121,2,10:28.0,Personal foul by I. Canaan (drawn by M. Beasley),,33,25
122,2,10:28.0,,T. Ulis enters the game for I. Canaan,33,25
123,2,10:23.0,Personal foul by J. Dudley (drawn by M. Beasley),,33,25
124,2,10:11.0,T. Burke makes 2-pt jump shot from 13 ft,,35,25
125,2,10:00.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Dudley),35,27
126,2,9:45.0,M. Beasley makes 2-pt jump shot from 7 ft,,37,27
127,2,9:38.0,,J. Jackson misses 2-pt layup from 1 ft,37,27
128,2,9:38.0,Defensive rebound by T. Hardaway,,37,27
129,2,9:32.0,T. Hardaway misses 3-pt jump shot from 24 ft,,37,27
130,2,9:32.0,,Defensive rebound by D. Bender,37,27
131,2,9:20.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by J. Dudley),37,30
132,2,8:56.0,M. Beasley misses 2-pt dunk at rim,,37,30
133,2,8:56.0,Offensive rebound by Team,,37,30
134,2,8:56.0,Turnover by D. McDermott (turnover),,37,30
135,2,8:40.0,,J. Dudley makes 2-pt jump shot from 20 ft,37,32
136,2,8:24.0,D. McDermott misses 3-pt jump shot from 22 ft,,37,32
137,2,8:24.0,,Defensive rebound by J. Jackson,37,32
138,2,8:17.0,,J. Jackson makes 2-pt layup from 1 ft,37,34
139,2,8:16.0,New York full timeout,,37,34
140,2,8:16.0,K. Porziņģis enters the game for K. O'Quinn,,37,34
141,2,7:58.0,T. Hardaway makes 2-pt dunk at rim,,39,34
142,2,7:36.0,,T. Ulis makes 2-pt layup from 1 ft,39,36
143,2,7:13.0,T. Hardaway misses 2-pt jump shot from 22 ft (block by T. Warren),,39,36
144,2,7:09.0,,Defensive rebound by J. Jackson,39,36
145,2,6:59.0,,J. Jackson misses 2-pt layup from 1 ft,39,36
146,2,6:56.0,,Offensive rebound by T. Warren,39,36
147,2,6:56.0,,T. Warren makes 2-pt layup at rim,39,38
148,2,6:37.0,K. Porziņģis misses 2-pt jump shot from 4 ft,,39,38
149,2,6:35.0,,Defensive rebound by J. Dudley,39,38
150,2,6:34.0,,Shooting block foul by T. Hardaway (drawn by J. Jackson),39,38
151,2,6:34.0,,J. Jackson misses free throw 1 of 2,39,38
152,2,6:34.0,,Offensive rebound by Team,39,38
153,2,6:34.0,,G. Monroe enters the game for J. Dudley,39,38
154,2,6:34.0,E. Freedom enters the game for M. Beasley,,39,38
155,2,6:34.0,J. Jack enters the game for D. McDermott,,39,38
156,2,6:34.0,C. Lee enters the game for T. Burke,,39,38
157,2,6:34.0,,J. Jackson makes free throw 2 of 2,39,39
158,2,6:16.0,Personal foul by D. Bender (drawn by K. Porziņģis),,39,39
159,2,6:16.0,,M. Chriss enters the game for D. Bender,39,39
160,2,6:09.0,K. Porziņģis misses 2-pt hook shot from 9 ft,,39,39
161,2,6:07.0,,Defensive rebound by J. Jackson,39,39
162,2,5:55.0,,T. Warren misses 2-pt jump shot from 10 ft,39,39
163,2,5:53.0,Defensive rebound by E. Freedom,,39,39
164,2,5:42.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Lee),,42,39
165,2,5:19.0,,T. Ulis misses 3-pt jump shot from 25 ft,42,39
166,2,5:17.0,Defensive rebound by C. Lee,,42,39
167,2,5:13.0,Turnover by C. Lee (bad pass; steal by M. Chriss),,42,39
168,2,5:13.0,Loose ball foul by J. Jack (drawn by M. Chriss),,42,39
169,2,5:13.0,,D. Booker enters the game for J. Jackson,42,39
170,2,5:00.0,,M. Chriss misses 2-pt jump shot from 20 ft,42,39
171,2,4:57.0,Defensive rebound by E. Freedom,,42,39
172,2,4:46.0,J. Jack misses 3-pt jump shot from 24 ft,,42,39
173,2,4:41.0,,Defensive rebound by T. Ulis,42,39
174,2,4:19.0,,Turnover by D. Booker (bad pass; steal by E. Freedom),42,39
175,2,4:10.0,J. Jack misses 3-pt jump shot from 24 ft,,42,39
176,2,4:06.0,,Defensive rebound by T. Warren,42,39
177,2,3:58.0,,Phoenix full timeout,42,39
178,2,3:58.0,,J. Jackson enters the game for T. Ulis,42,39
179,2,3:49.0,,T. Warren misses 2-pt layup from 6 ft,42,39
180,2,3:49.0,,Offensive rebound by Team,42,39
181,2,3:41.0,,M. Chriss misses 2-pt layup from 5 ft (block by K. Porziņģis),42,39
182,2,3:34.0,,Offensive rebound by G. Monroe,42,39
183,2,3:34.0,,G. Monroe makes 2-pt layup at rim,42,41
184,2,3:16.0,E. Freedom makes 2-pt jump shot from 14 ft (assist by C. Lee),,44,41
185,2,2:57.0,,M. Chriss misses 3-pt jump shot from 23 ft,44,41
186,2,2:53.0,Defensive rebound by T. Hardaway,,44,41
187,2,2:49.0,Shooting foul by M. Chriss (drawn by J. Jack),,44,41
188,2,2:49.0,J. Jack misses free throw 1 of 2,,44,41
189,2,2:49.0,Offensive rebound by Team,,44,41
190,2,2:49.0,,T. Daniels enters the game for M. Chriss,44,41
191,2,2:49.0,J. Jack makes free throw 2 of 2,,45,41
192,2,2:29.0,,D. Booker misses 2-pt jump shot from 12 ft,45,41
193,2,2:27.0,Defensive rebound by Team,,45,41
194,2,2:12.0,C. Lee makes 3-pt jump shot from 22 ft (assist by J. Jack),,48,41
195,2,2:02.0,,Turnover by G. Monroe (bad pass; steal by C. Lee),48,41
196,2,1:59.0,E. Freedom makes 2-pt layup at rim (assist by K. Porziņģis),,50,41
197,2,1:44.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Daniels),50,44
198,2,1:35.0,Personal foul by J. Jackson,,50,44
199,2,1:35.0,,Technical foul by J. Jackson,50,44
200,2,1:35.0,C. Lee misses technical free throw,,50,44
201,2,1:35.0,Offensive rebound by Team,,50,44
202,2,1:35.0,K. Porziņģis misses free throw 1 of 2,,50,44
203,2,1:35.0,Offensive rebound by Team,,50,44
204,2,1:35.0,K. Porziņģis makes free throw 2 of 2,,51,44
205,2,1:25.0,,D. Booker makes 3-pt jump shot from 26 ft,51,47
206,2,1:04.0,C. Lee misses 3-pt jump shot from 22 ft,,51,47
207,2,1:04.0,Offensive rebound by E. Freedom,,51,47
208,2,0:57.0,T. Hardaway makes 2-pt dunk at rim,,53,47
209,2,0:40.0,,J. Jackson misses 2-pt jump shot from 17 ft,53,47
210,2,0:37.0,Defensive rebound by J. Jack,,53,47
211,2,0:29.0,C. Lee misses 3-pt jump shot from 25 ft,,53,47
212,2,0:23.0,Offensive rebound by K. Porziņģis,,53,47
213,2,0:23.0,K. Porziņģis misses 2-pt layup at rim,,53,47
214,2,0:22.0,,Defensive rebound by G. Monroe,53,47
215,2,0:04.0,,Personal take foul by C. Lee (drawn by D. Booker),53,47
216,2,0:01.0,,G. Monroe makes 2-pt layup from 3 ft (assist by D. Booker),53,49
217,2,0:00.0,T. Hardaway misses 3-pt jump shot from 63 ft,,53,49
218,2,0:00.0,Offensive rebound by Team,,53,49
219,3,11:44.0,,T. Warren misses 3-pt jump shot from 25 ft,53,49
220,3,11:42.0,,Offensive rebound by Team,53,49
221,3,11:42.0,Loose ball foul by K. Porziņģis (drawn by M. Chriss),,53,49
222,3,11:40.0,,Offensive foul by D. Booker (drawn by J. Jack),53,49
223,3,11:40.0,,Turnover by D. Booker (offensive foul),53,49
224,3,11:35.0,Personal foul by T. Daniels (drawn by C. Lee),,53,49
225,3,11:22.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by E. Freedom),,56,49
226,3,11:05.0,,D. Booker misses 2-pt jump shot from 20 ft,56,49
227,3,11:02.0,,Offensive rebound by G. Monroe,56,49
228,3,11:01.0,,G. Monroe makes 2-pt hook shot from 4 ft,56,51
229,3,10:54.0,Turnover by J. Jack (turnover),,56,51
230,3,10:41.0,,M. Chriss misses 3-pt jump shot from 23 ft,56,51
231,3,10:38.0,Defensive rebound by E. Freedom,,56,51
232,3,10:36.0,Personal foul by M. Chriss (drawn by K. Porziņģis),,56,51
233,3,10:28.0,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by J. Jack),,58,51
234,3,10:10.0,,T. Daniels misses 3-pt jump shot from 25 ft,58,51
235,3,10:07.0,Defensive rebound by E. Freedom,,58,51
236,3,9:58.0,J. Jack misses 2-pt jump shot from 8 ft,,58,51
237,3,9:55.0,,Defensive rebound by G. Monroe,58,51
238,3,9:48.0,,M. Chriss misses 2-pt dunk from 1 ft (block by K. Porziņģis),58,51
239,3,9:45.0,Defensive rebound by C. Lee,,58,51
240,3,9:44.0,J. Jack makes 2-pt layup at rim,,60,51
241,3,9:44.0,Shooting foul by T. Daniels (drawn by J. Jack),,60,51
242,3,9:44.0,,Technical foul by D. Booker,60,51
243,3,9:44.0,C. Lee makes technical free throw,,61,51
244,3,9:44.0,J. Jack makes free throw 1 of 1,,62,51
245,3,9:26.0,,M. Chriss misses 3-pt jump shot from 25 ft,62,51
246,3,9:24.0,Defensive rebound by C. Lee,,62,51
247,3,9:19.0,Turnover by C. Lee (out of bounds lost ball),,62,51
248,3,9:06.0,,T. Daniels misses 3-pt jump shot from 25 ft,62,51
249,3,9:04.0,,Offensive rebound by M. Chriss,62,51
250,3,9:04.0,Loose ball foul by T. Hardaway (drawn by M. Chriss),,62,51
251,3,9:04.0,,D. Bender enters the game for M. Chriss,62,51
252,3,8:57.0,,Turnover by D. Booker (bad pass; steal by T. Hardaway),62,51
253,3,8:55.0,,Technical foul by D. Booker,62,51
254,3,8:55.0,L. Thomas enters the game for T. Hardaway,,62,51
255,3,8:55.0,T. Hardaway makes flagrant free throw 1 of 2,,63,51
256,3,8:55.0,T. Hardaway makes flagrant free throw 2 of 2,,64,51
257,3,8:51.0,Personal foul by D. Bender (drawn by K. Porziņģis),,64,51
258,3,8:51.0,K. Porziņģis makes free throw 1 of 2,,65,51
259,3,8:51.0,K. Porziņģis misses free throw 2 of 2,,65,51
260,3,8:48.0,,Defensive rebound by D. Bender,65,51
261,3,8:43.0,,Personal foul by J. Jack (drawn by T. Daniels),65,51
262,3,8:30.0,,G. Monroe misses 2-pt hook shot from 4 ft,65,51
263,3,8:28.0,Defensive rebound by E. Freedom,,65,51
264,3,8:24.0,K. Porziņģis makes 2-pt dunk at rim (assist by C. Lee),,67,51
265,3,8:20.0,,Phoenix full timeout,67,51
266,3,8:20.0,,I. Canaan enters the game for T. Daniels,67,51
267,3,8:13.0,,Personal foul by C. Lee (drawn by D. Booker),67,51
268,3,8:13.0,,Offensive foul by D. Bender (drawn by J. Jack),67,51
269,3,8:13.0,,Turnover by D. Bender (offensive foul),67,51
270,3,8:01.0,C. Lee misses 2-pt layup from 1 ft (block by D. Bender),,67,51
271,3,7:58.0,,Defensive rebound by G. Monroe,67,51
272,3,7:46.0,,D. Booker makes 2-pt layup from 3 ft,67,53
273,3,7:27.0,E. Freedom misses 2-pt layup from 3 ft,,67,53
274,3,7:25.0,,Defensive rebound by I. Canaan,67,53
275,3,7:22.0,,T. Warren makes 2-pt layup at rim (assist by I. Canaan),67,55
276,3,7:22.0,New York full timeout,,67,55
277,3,7:22.0,,J. Dudley enters the game for D. Bender,67,55
278,3,7:05.0,J. Jack misses 3-pt jump shot from 25 ft,,67,55
279,3,7:02.0,,Defensive rebound by G. Monroe,67,55
280,3,6:42.0,,I. Canaan misses 2-pt layup from 4 ft (block by L. Thomas),67,55
281,3,6:41.0,,Offensive rebound by I. Canaan,67,55
282,3,6:40.0,,Turnover by Team (shot clock),67,55
283,3,6:22.0,K. Porziņģis makes 2-pt jump shot from 18 ft,,69,55
284,3,6:07.0,,Personal foul by C. Lee (drawn by D. Booker),69,55
285,3,6:07.0,,D. Booker makes free throw 1 of 2,69,56
286,3,6:07.0,,D. Booker makes free throw 2 of 2,69,57
287,3,5:43.0,C. Lee misses 3-pt jump shot from 26 ft,,69,57
288,3,5:40.0,,Defensive rebound by G. Monroe,69,57
289,3,5:30.0,,D. Booker misses 2-pt jump shot from 9 ft,69,57
290,3,5:26.0,Defensive rebound by K. Porziņģis,,69,57
291,3,5:16.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by J. Jack),,72,57
292,3,4:52.0,,Turnover by G. Monroe (bad pass),72,57
293,3,4:52.0,T. Burke enters the game for J. Jack,,72,57
294,3,4:38.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,72,57
295,3,4:34.0,,Defensive rebound by D. Booker,72,57
296,3,4:29.0,,I. Canaan misses 2-pt layup from 1 ft,72,57
297,3,4:26.0,Defensive rebound by E. Freedom,,72,57
298,3,4:21.0,C. Lee makes 2-pt layup at rim (assist by T. Burke),,74,57
299,3,4:04.0,,D. Booker misses 2-pt layup from 1 ft (block by E. Freedom),74,57
300,3,4:04.0,,Offensive rebound by Team,74,57
301,3,4:03.0,,J. Jackson enters the game for D. Booker,74,57
302,3,4:03.0,T. Hardaway enters the game for C. Lee,,74,57
303,3,3:56.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Dudley),74,59
304,3,3:31.0,T. Burke misses 2-pt jump shot from 9 ft,,74,59
305,3,3:28.0,,Defensive rebound by G. Monroe,74,59
306,3,3:22.0,,I. Canaan misses 3-pt jump shot from 25 ft,74,59
307,3,3:20.0,Defensive rebound by K. Porziņģis,,74,59
308,3,3:12.0,Shooting foul by I. Canaan (drawn by E. Freedom),,74,59
309,3,3:12.0,E. Freedom makes free throw 1 of 2,,75,59
310,3,3:12.0,E. Freedom misses free throw 2 of 2,,75,59
311,3,3:07.0,Offensive rebound by L. Thomas,,75,59
312,3,3:01.0,T. Burke misses 3-pt jump shot from 24 ft,,75,59
313,3,2:57.0,,Defensive rebound by T. Warren,75,59
314,3,2:44.0,,T. Warren makes 3-pt jump shot from 22 ft (assist by J. Dudley),75,62
315,3,2:27.0,Turnover by T. Burke (out of bounds lost ball),,75,62
316,3,2:15.0,,J. Jackson makes 2-pt layup at rim (assist by I. Canaan),75,64
317,3,2:04.0,Turnover by T. Burke (bad pass; steal by J. Dudley),,75,64
318,3,2:04.0,Loose ball foul by K. Porziņģis (drawn by J. Dudley),,75,64
319,3,2:04.0,,J. Dudley makes free throw 1 of 2,75,65
320,3,2:04.0,M. Beasley enters the game for K. Porziņģis,,75,65
321,3,2:04.0,,J. Dudley makes free throw 2 of 2,75,66
322,3,1:51.0,T. Hardaway makes 2-pt jump shot from 13 ft,,77,66
323,3,1:34.0,,G. Monroe misses 2-pt layup from 1 ft (block by T. Hardaway),77,66
324,3,1:34.0,,Offensive rebound by Team,77,66
325,3,1:31.0,,T. Warren misses 2-pt jump shot from 18 ft,77,66
326,3,1:31.0,Defensive rebound by T. Hardaway,,77,66
327,3,1:15.0,T. Hardaway makes 2-pt jump shot from 21 ft,,79,66
328,3,0:58.0,,Turnover by J. Dudley (traveling),79,66
329,3,0:47.0,T. Burke misses 3-pt jump shot from 22 ft,,79,66
330,3,0:46.0,,Defensive rebound by Team,79,66
331,3,0:46.0,Loose ball foul by E. Freedom (drawn by G. Monroe),,79,66
332,3,0:46.0,,G. Monroe misses free throw 1 of 2,79,66
333,3,0:46.0,,Offensive rebound by Team,79,66
334,3,0:46.0,,T. Ulis enters the game for I. Canaan,79,66
335,3,0:46.0,K. O'Quinn enters the game for E. Freedom,,79,66
336,3,0:46.0,,G. Monroe makes free throw 2 of 2,79,67
337,3,0:30.0,T. Hardaway misses 2-pt hook shot from 2 ft,,79,67
338,3,0:28.0,,Defensive rebound by G. Monroe,79,67
339,3,0:10.0,,T. Warren misses 2-pt jump shot from 16 ft,79,67
340,3,0:07.0,Defensive rebound by T. Burke,,79,67
341,3,0:01.0,L. Thomas makes 2-pt jump shot from 22 ft (assist by T. Burke),,81,67
342,3,0:00.0,,J. Jackson misses 3-pt jump shot from 49 ft,81,67
343,3,0:00.0,,Offensive rebound by Team,81,67
344,4,11:47.0,M. Beasley makes 2-pt jump shot from 13 ft (assist by T. Burke),,83,67
345,4,11:29.0,,J. Dudley misses 3-pt jump shot from 25 ft,83,67
346,4,11:25.0,Defensive rebound by K. O'Quinn,,83,67
347,4,11:15.0,T. Burke makes 2-pt jump shot from 6 ft,,85,67
348,4,10:56.0,,J. Jackson misses 2-pt layup from 1 ft,85,67
349,4,10:54.0,Defensive rebound by L. Thomas,,85,67
350,4,10:40.0,T. Burke makes 2-pt layup from 1 ft,,87,67
351,4,10:27.0,,T. Ulis misses 2-pt layup from 2 ft,87,67
352,4,10:25.0,Defensive rebound by M. Beasley,,87,67
353,4,10:17.0,Personal foul by J. Dudley (drawn by M. Beasley),,87,67
354,4,10:17.0,D. McDermott enters the game for L. Thomas,,87,67
355,4,10:05.0,T. Burke makes 2-pt jump shot from 15 ft (assist by M. Beasley),,89,67
356,4,10:03.0,,Phoenix full timeout,89,67
357,4,10:03.0,,I. Canaan enters the game for T. Ulis,89,67
358,4,9:52.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by I. Canaan),89,70
359,4,9:35.0,T. Burke makes 2-pt layup from 2 ft,,91,70
360,4,9:15.0,,I. Canaan makes 2-pt layup at rim,91,72
361,4,8:58.0,M. Beasley misses 2-pt dunk from 2 ft,,91,72
362,4,8:56.0,Offensive rebound by M. Beasley,,91,72
363,4,8:54.0,T. Burke makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,94,72
364,4,8:46.0,,J. Jackson misses 2-pt layup from 11 ft (block by K. O'Quinn),94,72
365,4,8:43.0,,Offensive rebound by J. Jackson,94,72
366,4,8:37.0,,I. Canaan misses 2-pt layup from 1 ft,94,72
367,4,8:30.0,,Offensive rebound by J. Jackson,94,72
368,4,8:30.0,,J. Jackson makes 2-pt dunk at rim,94,74
369,4,8:20.0,T. Burke misses 2-pt jump shot from 11 ft,,94,74
370,4,8:17.0,,Defensive rebound by D. Bender,94,74
371,4,8:14.0,,J. Jackson misses 2-pt jump shot from 17 ft,94,74
372,4,8:08.0,Defensive rebound by T. Hardaway,,94,74
373,4,8:06.0,Personal foul by T. Daniels (drawn by T. Hardaway),,94,74
374,4,8:06.0,,M. Chriss enters the game for D. Bender,94,74
375,4,7:56.0,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,97,74
376,4,7:40.0,,Personal foul by T. Hardaway (drawn by M. Chriss),97,74
377,4,7:40.0,,T. Warren enters the game for J. Dudley,97,74
378,4,7:26.0,,I. Canaan misses 3-pt jump shot from 27 ft,97,74
379,4,7:21.0,Defensive rebound by T. Hardaway,,97,74
380,4,7:18.0,T. Hardaway misses 3-pt jump shot from 24 ft,,97,74
381,4,7:14.0,Offensive rebound by K. O'Quinn,,97,74
382,4,7:12.0,Turnover by K. O'Quinn (bad pass; steal by J. Jackson),,97,74
383,4,7:07.0,,Shooting block foul by T. Burke (drawn by M. Chriss),97,74
384,4,7:07.0,,M. Chriss misses free throw 1 of 2,97,74
385,4,7:07.0,,Offensive rebound by Team,97,74
386,4,7:07.0,,M. Chriss misses free throw 2 of 2,97,74
387,4,7:03.0,Defensive rebound by T. Hardaway,,97,74
