,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
44,1,6:27.0,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),,15,16
45,1,6:27.0,Shooting foul by B. Beal (drawn by J. Embiid),,15,16
46,1,6:27.0,,Washington full timeout,15,16
47,1,6:27.0,J. Embiid makes free throw 1 of 1,,16,16
48,1,6:10.0,,O. Porter misses 3-pt jump shot from 26 ft,16,16
49,1,6:06.0,Defensive rebound by D. Šarić,,16,16
50,1,6:01.0,B. Simmons misses 2-pt layup from 3 ft,,16,16
51,1,6:00.0,Offensive rebound by B. Simmons,,16,16
52,1,6:00.0,B. Simmons misses 2-pt layup from 3 ft,,16,16
53,1,5:59.0,,Defensive rebound by T. Satoranský,16,16
54,1,5:51.0,,K. Oubre makes 3-pt jump shot from 22 ft (assist by O. Porter),16,19
55,1,5:29.0,J. Embiid makes 2-pt layup from 5 ft,,18,19
56,1,5:11.0,,Personal foul by T. McConnell (drawn by T. Satoranský),18,19
57,1,5:11.0,A. Johnson enters the game for J. Embiid,,18,19
58,1,5:04.0,,B. Beal misses 2-pt jump shot from 16 ft,18,19
59,1,5:01.0,,Offensive rebound by O. Porter,18,19
60,1,5:00.0,,O. Porter misses 2-pt jump shot from 4 ft,18,19
61,1,5:00.0,Defensive rebound by A. Johnson,,18,19
62,1,4:49.0,R. Covington misses 2-pt jump shot from 13 ft (block by K. Oubre),,18,19
63,1,4:48.0,,Defensive rebound by Team,18,19
64,1,4:26.0,,O. Porter misses 3-pt jump shot from 24 ft,18,19
65,1,4:24.0,Defensive rebound by R. Covington,,18,19
66,1,4:12.0,Personal foul by T. Satoranský (drawn by R. Covington),,18,19
67,1,4:12.0,Philadelphia full timeout,,18,19
68,1,4:12.0,,M. Scott enters the game for M. Gortat,18,19
69,1,4:12.0,,I. Mahinmi enters the game for O. Porter,18,19
70,1,4:12.0,,T. Frazier enters the game for T. Satoranský,18,19
71,1,4:12.0,T. Booker enters the game for D. Šarić,,18,19
72,1,4:12.0,J. Redick enters the game for B. Simmons,,18,19
73,1,4:12.0,M. Belinelli enters the game for R. Covington,,18,19
74,1,4:02.0,Turnover by J. Redick (lost ball; steal by T. Frazier),,18,19
75,1,3:57.0,,T. Frazier misses 2-pt hook shot from 10 ft,18,19
76,1,3:55.0,Defensive rebound by A. Johnson,,18,19
77,1,3:42.0,M. Belinelli misses 3-pt jump shot from 27 ft,,18,19
78,1,3:39.0,,Defensive rebound by T. Frazier,18,19
79,1,3:18.0,,T. Frazier misses 2-pt jump shot from 20 ft,18,19
80,1,3:16.0,Defensive rebound by T. Booker,,18,19
81,1,3:16.0,,Loose ball foul by M. Scott (drawn by T. Booker),18,19
82,1,3:16.0,T. Booker makes free throw 1 of 2,,19,19
83,1,3:16.0,T. Booker misses free throw 2 of 2,,19,19
84,1,3:13.0,,Defensive rebound by Team,19,19
85,1,3:01.0,,Turnover by M. Scott (bad pass; steal by T. McConnell),19,19
86,1,2:51.0,M. Belinelli misses 2-pt layup from 6 ft (block by I. Mahinmi),,19,19
87,1,2:47.0,,Defensive rebound by T. Frazier,19,19
88,1,2:46.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by T. Frazier),19,21
89,1,2:33.0,J. Redick makes 3-pt jump shot from 24 ft (assist by T. Booker),,22,21
90,1,2:16.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Frazier),22,24
91,1,1:55.0,J. Redick misses 2-pt jump shot from 17 ft,,22,24
92,1,1:52.0,,Defensive rebound by T. Frazier,22,24
93,1,1:49.0,,Turnover by T. Frazier (lost ball; steal by A. Johnson),22,24
94,1,1:45.0,A. Johnson makes 2-pt layup from 5 ft (assist by J. Redick),,24,24
95,1,1:45.0,Shooting foul by T. Frazier (drawn by A. Johnson),,24,24
96,1,1:45.0,,J. Meeks enters the game for B. Beal,24,24
97,1,1:45.0,A. Johnson makes free throw 1 of 1,,25,24
98,1,1:32.0,,M. Scott misses 2-pt jump shot from 18 ft,25,24
99,1,1:29.0,Defensive rebound by T. McConnell,,25,24
100,1,1:20.0,T. Booker makes 2-pt layup from 2 ft (assist by T. McConnell),,27,24
101,1,1:03.0,,J. Meeks makes 2-pt jump shot from 8 ft (assist by M. Scott),27,26
102,1,0:52.0,Personal foul by I. Mahinmi (drawn by A. Johnson),,27,26
103,1,0:52.0,A. Johnson makes free throw 1 of 2,,28,26
104,1,0:52.0,A. Johnson misses free throw 2 of 2,,28,26
105,1,0:51.0,,Defensive rebound by M. Scott,28,26
106,1,0:41.0,,M. Scott makes 2-pt dunk from 1 ft (assist by K. Oubre),28,28
107,1,0:35.0,T. McConnell misses 2-pt layup from 4 ft,,28,28
108,1,0:33.0,,Defensive rebound by I. Mahinmi,28,28
109,1,0:21.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by J. Meeks),28,30
110,1,0:01.0,A. Johnson misses 2-pt layup from 3 ft,,28,30
111,1,0:01.0,Offensive rebound by T. Booker,,28,30
112,1,0:00.0,T. Booker misses 2-pt layup from 3 ft,,28,30
113,1,0:00.0,Offensive rebound by Team,,28,30
114,2,11:39.0,,K. Oubre makes 2-pt jump shot from 16 ft,28,32
115,2,11:27.0,Personal foul by T. Frazier (drawn by T. McConnell),,28,32
116,2,11:13.0,R. Covington misses 3-pt jump shot from 31 ft (block by K. Oubre),,28,32
117,2,11:12.0,Offensive rebound by Team,,28,32
118,2,11:12.0,Turnover by Team (shot clock),,28,32
119,2,10:57.0,,I. Mahinmi misses 2-pt hook shot from 11 ft (block by J. Embiid),28,32
120,2,10:54.0,Defensive rebound by J. Embiid,,28,32
121,2,10:49.0,Turnover by T. McConnell (palming),,28,32
122,2,10:49.0,,Personal foul by T. Booker (drawn by M. Scott),28,32
123,2,10:35.0,,K. Oubre misses 3-pt jump shot from 26 ft,28,32
124,2,10:32.0,,Offensive rebound by I. Mahinmi,28,32
125,2,10:26.0,,M. Scott makes 2-pt jump shot from 11 ft (assist by T. Frazier),28,34
126,2,10:12.0,T. McConnell misses 2-pt jump shot from 15 ft,,28,34
127,2,10:09.0,,Defensive rebound by M. Scott,28,34
128,2,10:05.0,,M. Scott misses 3-pt jump shot from 26 ft,28,34
129,2,10:01.0,Defensive rebound by J. Redick,,28,34
130,2,9:57.0,J. Redick misses 3-pt jump shot from 25 ft,,28,34
131,2,9:54.0,,Defensive rebound by J. Meeks,28,34
132,2,9:48.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by T. Frazier),28,36
133,2,9:36.0,B. Simmons enters the game for J. Redick,,28,36
134,2,9:36.0,D. Šarić enters the game for T. Booker,,28,36
135,2,9:20.0,J. Embiid misses 2-pt jump shot from 14 ft,,28,36
136,2,9:17.0,Offensive rebound by D. Šarić,,28,36
137,2,9:16.0,B. Simmons makes 2-pt dunk from 1 ft (assist by D. Šarić),,30,36
138,2,9:06.0,,T. Frazier makes 2-pt jump shot from 19 ft (assist by K. Oubre),30,38
139,2,8:57.0,J. Embiid misses 3-pt jump shot from 26 ft,,30,38
140,2,8:53.0,,Defensive rebound by K. Oubre,30,38
141,2,8:51.0,,Personal foul by B. Simmons (drawn by K. Oubre),30,38
142,2,8:51.0,M. Belinelli enters the game for T. McConnell,,30,38
143,2,8:37.0,,K. Oubre misses 2-pt jump shot from 13 ft,30,38
144,2,8:36.0,Defensive rebound by J. Embiid,,30,38
145,2,8:28.0,Shooting foul by I. Mahinmi (drawn by B. Simmons),,30,38
146,2,8:28.0,B. Simmons misses free throw 1 of 2,,30,38
147,2,8:28.0,Offensive rebound by Team,,30,38
148,2,8:28.0,B. Simmons misses free throw 2 of 2,,30,38
149,2,8:25.0,Offensive rebound by D. Šarić,,30,38
150,2,8:24.0,D. Šarić misses 2-pt layup from 1 ft,,30,38
151,2,8:23.0,Offensive rebound by D. Šarić,,30,38
152,2,8:23.0,D. Šarić misses 2-pt layup from 2 ft,,30,38
153,2,8:22.0,Offensive rebound by D. Šarić,,30,38
154,2,8:22.0,D. Šarić makes 2-pt layup from 2 ft,,32,38
155,2,8:10.0,,J. Meeks misses 3-pt jump shot from 24 ft (block by B. Simmons),32,38
156,2,8:10.0,Defensive rebound by J. Embiid,,32,38
157,2,8:00.0,D. Šarić misses 3-pt jump shot from 25 ft,,32,38
158,2,7:57.0,,Defensive rebound by I. Mahinmi,32,38
159,2,7:47.0,,J. Meeks misses 2-pt jump shot from 19 ft,32,38
160,2,7:42.0,Defensive rebound by J. Embiid,,32,38
161,2,7:25.0,,Offensive charge foul by B. Simmons (drawn by K. Oubre),32,38
162,2,7:25.0,Turnover by B. Simmons (offensive foul),,32,38
163,2,7:25.0,,B. Beal enters the game for J. Meeks,32,38
164,2,7:25.0,,O. Porter enters the game for M. Scott,32,38
165,2,7:08.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by B. Beal),32,41
166,2,7:05.0,Philadelphia full timeout,,32,41
167,2,6:51.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,35,41
168,2,6:23.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),35,44
169,2,6:13.0,J. Embiid misses 2-pt jump shot from 15 ft,,35,44
170,2,6:08.0,,Defensive rebound by K. Oubre,35,44
171,2,5:48.0,,K. Oubre misses 3-pt jump shot from 25 ft,35,44
172,2,5:45.0,,Offensive rebound by I. Mahinmi,35,44
173,2,5:41.0,,I. Mahinmi misses 2-pt layup from 2 ft,35,44
174,2,5:41.0,Defensive rebound by M. Belinelli,,35,44
175,2,5:34.0,M. Belinelli misses 2-pt jump shot from 20 ft,,35,44
176,2,5:34.0,,Defensive rebound by B. Beal,35,44
177,2,5:27.0,,B. Beal misses 3-pt jump shot from 27 ft,35,44
178,2,5:27.0,,Offensive rebound by B. Beal,35,44
179,2,5:09.0,,Turnover by B. Beal (lost ball; steal by R. Covington),35,44
180,2,5:04.0,J. Embiid makes 2-pt layup from 1 ft (assist by R. Covington),,37,44
181,2,4:59.0,,Washington full timeout,37,44
182,2,4:59.0,,T. Satoranský enters the game for T. Frazier,37,44
183,2,4:59.0,,M. Morris enters the game for I. Mahinmi,37,44
184,2,4:59.0,A. Johnson enters the game for J. Embiid,,37,44
185,2,4:51.0,,Personal foul by M. Belinelli (drawn by T. Satoranský),37,44
186,2,4:41.0,J. Redick enters the game for R. Covington,,37,44
187,2,4:37.0,,O. Porter makes 2-pt jump shot from 16 ft,37,46
188,2,4:13.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Šarić),,40,46
189,2,4:01.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by B. Beal),40,48
190,2,3:51.0,D. Šarić makes 2-pt dunk from 1 ft (assist by B. Simmons),,42,48
191,2,3:23.0,,O. Porter makes 2-pt jump shot from 21 ft (assist by M. Morris),42,50
192,2,3:11.0,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Simmons),,44,50
193,2,2:52.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Satoranský),44,53
194,2,2:32.0,D. Šarić misses 2-pt layup from 4 ft (block by K. Oubre),,44,53
195,2,2:31.0,Offensive rebound by A. Johnson,,44,53
196,2,2:19.0,Turnover by A. Johnson (turnover; steal by B. Beal),,44,53
197,2,2:17.0,,O. Porter makes 2-pt layup from 2 ft (assist by T. Satoranský),44,55
198,2,2:06.0,D. Šarić misses 2-pt layup from 1 ft,,44,55
199,2,2:06.0,,Defensive rebound by T. Satoranský,44,55
200,2,1:59.0,,O. Porter makes 2-pt layup from 2 ft (assist by T. Satoranský),44,57
201,2,1:47.0,J. Redick misses 3-pt jump shot from 28 ft,,44,57
202,2,1:42.0,Offensive rebound by A. Johnson,,44,57
203,2,1:38.0,Shooting foul by O. Porter (drawn by A. Johnson),,44,57
204,2,1:38.0,A. Johnson makes free throw 1 of 2,,45,57
205,2,1:38.0,A. Johnson misses free throw 2 of 2,,45,57
206,2,1:36.0,Offensive rebound by Team,,45,57
207,2,1:36.0,J. Embiid enters the game for A. Johnson,,45,57
208,2,1:35.0,Turnover by B. Simmons (bad pass; steal by M. Morris),,45,57
209,2,1:32.0,,Shooting foul by J. Embiid (drawn by T. Satoranský),45,57
210,2,1:32.0,,T. Satoranský makes free throw 1 of 2,45,58
211,2,1:32.0,,T. Satoranský makes free throw 2 of 2,45,59
212,2,1:20.0,B. Simmons misses 2-pt jump shot from 9 ft,,45,59
213,2,1:18.0,,Defensive rebound by M. Morris,45,59
214,2,1:16.0,,Turnover by M. Morris (bad pass; steal by D. Šarić),45,59
215,2,1:12.0,D. Šarić misses 3-pt jump shot from 26 ft,,45,59
216,2,1:09.0,Offensive rebound by B. Simmons,,45,59
217,2,1:08.0,B. Simmons makes 2-pt layup from 1 ft,,47,59
218,2,0:53.0,,B. Beal makes 2-pt jump shot from 15 ft,47,61
219,2,0:41.0,Shooting foul by B. Beal (drawn by J. Embiid),,47,61
220,2,0:41.0,J. Embiid makes free throw 1 of 2,,48,61
221,2,0:41.0,,M. Gortat enters the game for M. Morris,48,61
222,2,0:41.0,T. McConnell enters the game for M. Belinelli,,48,61
223,2,0:41.0,J. Embiid misses free throw 2 of 2,,48,61
224,2,0:38.0,,Defensive rebound by O. Porter,48,61
225,2,0:33.0,,B. Beal makes 3-pt jump shot from 25 ft,48,64
226,2,0:23.0,Offensive foul by J. Embiid (drawn by M. Gortat),,48,64
227,2,0:23.0,Turnover by J. Embiid (offensive foul),,48,64
228,2,0:23.0,R. Covington enters the game for J. Embiid,,48,64
229,2,0:00.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),48,67
230,3,11:39.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by O. Porter),48,69
231,3,11:19.0,J. Redick misses 2-pt jump shot from 10 ft,,48,69
232,3,11:15.0,Offensive rebound by B. Simmons,,48,69
233,3,11:14.0,B. Simmons misses 2-pt jump shot from 2 ft,,48,69
234,3,11:14.0,Offensive rebound by J. Embiid,,48,69
235,3,11:12.0,J. Embiid misses 2-pt hook shot from 2 ft,,48,69
236,3,11:12.0,Offensive rebound by J. Embiid,,48,69
237,3,11:12.0,,Loose ball foul by T. Satoranský (drawn by J. Embiid),48,69
238,3,10:58.0,Turnover by D. Šarić (bad pass; steal by O. Porter),,48,69
239,3,10:42.0,,O. Porter misses 2-pt jump shot from 22 ft,48,69
240,3,10:40.0,Defensive rebound by B. Simmons,,48,69
241,3,10:35.0,D. Šarić misses 3-pt jump shot from 25 ft,,48,69
242,3,10:32.0,,Defensive rebound by M. Gortat,48,69
243,3,10:19.0,,Turnover by O. Porter (traveling),48,69
244,3,10:08.0,Shooting foul by B. Beal (drawn by R. Covington),,48,69
245,3,10:08.0,R. Covington makes free throw 1 of 2,,49,69
246,3,10:08.0,R. Covington makes free throw 2 of 2,,50,69
247,3,10:00.0,,Shooting foul by J. Embiid (drawn by B. Beal),50,69
248,3,10:00.0,,B. Beal makes free throw 1 of 2,50,70
249,3,10:00.0,,B. Beal makes free throw 2 of 2,50,71
250,3,9:44.0,J. Embiid misses 2-pt layup from 3 ft,,50,71
251,3,9:41.0,,Defensive rebound by T. Satoranský,50,71
252,3,9:24.0,,M. Morris misses 3-pt jump shot from 25 ft,50,71
253,3,9:19.0,,Offensive rebound by M. Gortat,50,71
254,3,9:19.0,,M. Gortat misses 2-pt layup at rim,50,71
255,3,9:18.0,Defensive rebound by R. Covington,,50,71
256,3,9:08.0,,Violation by M. Gortat (kicked ball),50,71
257,3,9:00.0,Shooting foul by M. Gortat (drawn by J. Embiid),,50,71
258,3,9:00.0,J. Embiid makes free throw 1 of 2,,51,71
259,3,9:00.0,J. Embiid makes free throw 2 of 2,,52,71
260,3,8:44.0,,Turnover by B. Beal (bad pass; steal by J. Redick),52,71
261,3,8:30.0,J. Redick misses 3-pt jump shot from 25 ft,,52,71
262,3,8:26.0,,Defensive rebound by M. Gortat,52,71
263,3,8:13.0,,M. Gortat makes 2-pt layup from 2 ft (assist by O. Porter),52,73
264,3,8:13.0,,Shooting foul by D. Šarić (drawn by M. Gortat),52,73
265,3,8:13.0,,M. Gortat makes free throw 1 of 1,52,74
266,3,8:03.0,D. Šarić misses 3-pt jump shot from 25 ft,,52,74
267,3,8:00.0,,Defensive rebound by M. Gortat,52,74
268,3,7:39.0,,Turnover by B. Beal (bad pass),52,74
269,3,7:39.0,T. McConnell enters the game for J. Redick,,52,74
270,3,7:20.0,J. Embiid makes 2-pt jump shot from 16 ft,,54,74
271,3,6:58.0,,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),54,76
272,3,6:56.0,Philadelphia full timeout,,54,76
273,3,6:56.0,A. Johnson enters the game for J. Embiid,,54,76
274,3,6:41.0,Personal foul by M. Morris (drawn by D. Šarić),,54,76
275,3,6:36.0,D. Šarić misses 3-pt jump shot from 25 ft,,54,76
276,3,6:33.0,,Defensive rebound by M. Gortat,54,76
277,3,6:10.0,,B. Beal misses 2-pt jump shot from 14 ft,54,76
278,3,6:06.0,,Offensive rebound by T. Satoranský,54,76
279,3,6:02.0,,Turnover by T. Satoranský (bad pass; steal by T. McConnell),54,76
280,3,5:54.0,B. Simmons makes 2-pt dunk at rim (assist by T. McConnell),,56,76
281,3,5:45.0,,M. Gortat misses 2-pt jump shot from 13 ft,56,76
282,3,5:45.0,Defensive rebound by A. Johnson,,56,76
283,3,5:40.0,Personal foul by O. Porter (drawn by R. Covington),,56,76
284,3,5:40.0,R. Covington makes free throw 1 of 2,,57,76
285,3,5:40.0,M. Belinelli enters the game for D. Šarić,,57,76
286,3,5:40.0,R. Covington makes free throw 2 of 2,,58,76
287,3,5:26.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by B. Beal),58,78
288,3,5:17.0,R. Covington misses 3-pt jump shot from 25 ft,,58,78
289,3,5:15.0,,Defensive rebound by O. Porter,58,78
290,3,5:10.0,,Turnover by O. Porter (bad pass; steal by T. McConnell),58,78
291,3,5:05.0,R. Covington makes 2-pt dunk from 1 ft (assist by T. McConnell),,60,78
292,3,4:42.0,,M. Gortat misses 2-pt jump shot from 13 ft,60,78
293,3,4:40.0,Defensive rebound by B. Simmons,,60,78
294,3,4:30.0,R. Covington misses 3-pt jump shot from 22 ft,,60,78
295,3,4:29.0,,Defensive rebound by O. Porter,60,78
296,3,4:19.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by B. Beal),60,81
297,3,4:00.0,M. Belinelli misses 3-pt jump shot from 26 ft,,60,81
298,3,3:53.0,Offensive rebound by M. Belinelli,,60,81
299,3,3:45.0,M. Belinelli misses 3-pt jump shot from 24 ft,,60,81
300,3,3:42.0,,Defensive rebound by M. Morris,60,81
301,3,3:39.0,,B. Beal makes 2-pt dunk from 2 ft (assist by M. Morris),60,83
302,3,3:39.0,Philadelphia full timeout,,60,83
303,3,3:39.0,,K. Oubre enters the game for M. Morris,60,83
304,3,3:39.0,J. Redick enters the game for A. Johnson,,60,83
305,3,3:39.0,R. Holmes enters the game for T. McConnell,,60,83
306,3,3:39.0,J. Embiid enters the game for R. Covington,,60,83
307,3,3:25.0,J. Embiid misses 3-pt jump shot from 25 ft,,60,83
308,3,3:22.0,Offensive rebound by B. Simmons,,60,83
309,3,3:10.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Embiid),,62,83
310,3,2:55.0,,O. Porter misses 2-pt jump shot from 20 ft,62,83
311,3,2:52.0,Defensive rebound by R. Holmes,,62,83
312,3,2:50.0,Personal foul by O. Porter (drawn by B. Simmons),,62,83
313,3,2:50.0,B. Simmons makes free throw 1 of 2,,63,83
314,3,2:50.0,,M. Scott enters the game for O. Porter,63,83
315,3,2:50.0,B. Simmons makes free throw 2 of 2,,64,83
316,3,2:33.0,,T. Satoranský makes 2-pt jump shot from 9 ft (assist by M. Gortat),64,85
317,3,2:25.0,J. Redick misses 3-pt jump shot from 25 ft,,64,85
318,3,2:21.0,,Defensive rebound by B. Beal,64,85
319,3,2:14.0,,Turnover by B. Beal (bad pass; steal by J. Embiid),64,85
320,3,2:08.0,R. Holmes makes 2-pt dunk at rim (assist by B. Simmons),,66,85
321,3,1:49.0,,Turnover by B. Beal (bad pass; steal by J. Embiid),66,85
322,3,1:44.0,Personal block foul by K. Oubre (drawn by B. Simmons),,66,85
323,3,1:44.0,B. Simmons makes free throw 1 of 2,,67,85
324,3,1:44.0,,J. Meeks enters the game for B. Beal,67,85
325,3,1:44.0,B. Simmons makes free throw 2 of 2,,68,85
326,3,1:30.0,,M. Scott misses 2-pt layup from 13 ft (block by R. Holmes),68,85
327,3,1:26.0,Defensive rebound by J. Embiid,,68,85
328,3,1:11.0,J. Embiid makes 2-pt layup at rim,,70,85
329,3,0:49.0,,M. Gortat makes 2-pt hook shot from 10 ft (assist by T. Satoranský),70,87
330,3,0:33.0,B. Simmons misses 2-pt jump shot from 14 ft,,70,87
331,3,0:29.0,,Defensive rebound by J. Meeks,70,87
332,3,0:10.0,,K. Oubre misses 3-pt jump shot from 26 ft,70,87
333,3,0:06.0,Defensive rebound by J. Embiid,,70,87
334,3,0:02.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,73,87
335,4,11:50.0,J. Embiid misses 3-pt jump shot from 25 ft,,73,87
336,4,11:45.0,,Defensive rebound by I. Mahinmi,73,87
337,4,11:29.0,,T. Satoranský misses 2-pt jump shot from 15 ft,73,87
338,4,11:25.0,Defensive rebound by M. Belinelli,,73,87
339,4,11:13.0,J. Embiid misses 2-pt hook shot from 9 ft,,73,87
340,4,11:09.0,,Defensive rebound by T. Satoranský,73,87
341,4,11:02.0,,Shooting foul by R. Holmes (drawn by K. Oubre),73,87
342,4,11:02.0,,K. Oubre makes free throw 1 of 2,73,88
343,4,11:02.0,,K. Oubre misses free throw 2 of 2,73,88
344,4,11:00.0,Defensive rebound by T. McConnell,,73,88
345,4,10:52.0,Turnover by M. Belinelli (bad pass),,73,88
346,4,10:38.0,,J. Meeks misses 2-pt jump shot from 4 ft,73,88
347,4,10:36.0,Defensive rebound by R. Holmes,,73,88
348,4,10:23.0,Turnover by J. Embiid (lost ball; steal by J. Meeks),,73,88
349,4,10:19.0,,J. Meeks makes 3-pt jump shot from 26 ft,73,91
350,4,10:17.0,Philadelphia full timeout,,73,91
351,4,10:16.0,Personal foul by K. Oubre (drawn by M. Belinelli),,73,91
352,4,10:03.0,Turnover by J. Redick (lost ball; steal by T. Satoranský),,73,91
353,4,9:58.0,,Turnover by J. Meeks (bad pass; steal by T. McConnell),73,91
354,4,9:52.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by J. Redick),,76,91
355,4,9:31.0,,M. Scott misses 3-pt jump shot from 25 ft,76,91
356,4,9:29.0,Defensive rebound by J. Embiid,,76,91
357,4,9:24.0,Shooting foul by K. Oubre (drawn by M. Belinelli),,76,91
358,4,9:24.0,M. Belinelli misses free throw 1 of 3,,76,91
359,4,9:24.0,Offensive rebound by Team,,76,91
360,4,9:24.0,M. Belinelli makes free throw 2 of 3,,77,91
361,4,9:24.0,,M. Morris enters the game for J. Meeks,77,91
362,4,9:24.0,,B. Beal enters the game for M. Scott,77,91
363,4,9:24.0,B. Simmons enters the game for T. McConnell,,77,91
364,4,9:24.0,M. Belinelli makes free throw 3 of 3,,78,91
365,4,9:10.0,,Shooting foul by B. Simmons (drawn by K. Oubre),78,91
366,4,9:10.0,,K. Oubre makes free throw 1 of 2,78,92
367,4,9:10.0,,K. Oubre makes free throw 2 of 2,78,93
368,4,8:57.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),,80,93
369,4,8:42.0,,Turnover by B. Beal (lost ball; steal by M. Belinelli),80,93
370,4,8:37.0,M. Belinelli misses 3-pt jump shot from 25 ft,,80,93
371,4,8:32.0,,Defensive rebound by B. Beal,80,93
372,4,8:14.0,,M. Morris makes 2-pt jump shot from 14 ft,80,95
373,4,7:58.0,R. Holmes misses 2-pt layup from 4 ft (block by I. Mahinmi),,80,95
374,4,7:58.0,Offensive rebound by Team,,80,95
375,4,7:58.0,R. Covington enters the game for M. Belinelli,,80,95
376,4,7:58.0,D. Šarić enters the game for J. Embiid,,80,95
377,4,7:56.0,R. Holmes makes 2-pt layup from 2 ft (assist by J. Redick),,82,95
378,4,7:56.0,Shooting foul by K. Oubre (drawn by R. Holmes),,82,95
