,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
190,2,1:49.0,K. Lowry misses 2-pt jump shot from 23 ft,,63,39
191,2,1:46.0,,Defensive rebound by D. Bembry,63,39
192,2,1:37.0,,M. Belinelli misses 3-pt jump shot from 25 ft,63,39
193,2,1:33.0,Defensive rebound by D. DeRozan,,63,39
194,2,1:08.0,Turnover by P. Siakam (bad pass; steal by D. Bembry),,63,39
195,2,1:02.0,,D. Schröder misses 3-pt jump shot from 25 ft,63,39
196,2,0:59.0,Defensive rebound by P. Siakam,,63,39
197,2,0:54.0,Personal foul by D. Bembry (drawn by K. Lowry),,63,39
198,2,0:54.0,K. Lowry makes free throw 1 of 2,,64,39
199,2,0:54.0,K. Lowry makes free throw 2 of 2,,65,39
200,2,0:39.0,,M. Belinelli misses 2-pt jump shot from 10 ft,65,39
201,2,0:35.0,,Offensive rebound by J. Collins,65,39
202,2,0:34.0,,Turnover by J. Collins (lost ball; steal by K. Lowry),65,39
203,2,0:32.0,P. Siakam makes 2-pt dunk from 1 ft (assist by D. DeRozan),,67,39
204,2,0:16.0,,D. Schröder misses 2-pt layup from 1 ft (block by S. Ibaka),67,39
205,2,0:16.0,Defensive rebound by K. Lowry,,67,39
206,2,0:02.0,Turnover by K. Lowry (lost ball; steal by E. İlyasova),,67,39
207,3,11:48.0,,D. Dedmon misses 3-pt jump shot from 22 ft,67,39
208,3,11:43.0,Defensive rebound by K. Lowry,,67,39
209,3,11:32.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Lowry),,69,39
210,3,11:22.0,,D. Schröder misses 2-pt jump shot from 19 ft,69,39
211,3,11:18.0,Defensive rebound by S. Ibaka,,69,39
212,3,11:12.0,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by K. Lowry),,71,39
213,3,10:56.0,,T. Prince misses 3-pt jump shot from 24 ft,71,39
214,3,10:53.0,Defensive rebound by K. Lowry,,71,39
215,3,10:42.0,J. Valančiūnas makes 2-pt layup at rim (assist by D. DeRozan),,73,39
216,3,10:41.0,,Atlanta full timeout,73,39
217,3,10:35.0,,Offensive foul by D. Dedmon (drawn by K. Lowry),73,39
218,3,10:35.0,,Turnover by D. Dedmon (offensive foul),73,39
219,3,10:15.0,Turnover by K. Lowry (bad pass; steal by M. Belinelli),,73,39
220,3,10:11.0,,D. Schröder misses 3-pt jump shot from 25 ft,73,39
221,3,10:06.0,,Offensive rebound by Team,73,39
222,3,9:55.0,,Turnover by K. Bazemore (bad pass; steal by D. DeRozan),73,39
223,3,9:38.0,J. Valančiūnas misses 2-pt hook shot from 13 ft,,73,39
224,3,9:35.0,Offensive rebound by S. Ibaka,,73,39
225,3,9:31.0,S. Ibaka makes 2-pt jump shot from 10 ft,,75,39
226,3,9:07.0,,D. Dedmon misses 2-pt hook shot from 8 ft,75,39
227,3,9:04.0,Defensive rebound by S. Ibaka,,75,39
228,3,8:59.0,K. Lowry misses 3-pt jump shot from 25 ft,,75,39
229,3,8:55.0,,Defensive rebound by T. Prince,75,39
230,3,8:45.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Dedmon),75,42
231,3,8:19.0,Shooting foul by K. Bazemore (drawn by J. Valančiūnas),,75,42
232,3,8:19.0,J. Valančiūnas makes free throw 1 of 2,,76,42
233,3,8:19.0,J. Valančiūnas makes free throw 2 of 2,,77,42
234,3,7:58.0,,D. Schröder misses 2-pt layup from 2 ft (block by S. Ibaka),77,42
235,3,7:53.0,Defensive rebound by J. Valančiūnas,,77,42
236,3,7:52.0,S. Ibaka misses 2-pt jump shot from 12 ft,,77,42
237,3,7:52.0,Offensive rebound by J. Valančiūnas,,77,42
238,3,7:48.0,Turnover by J. Valančiūnas (lost ball; steal by M. Belinelli),,77,42
239,3,7:47.0,Technical foul by J. Valančiūnas,,77,42
240,3,7:47.0,,D. Dedmon makes flagrant free throw 1 of 2,77,43
241,3,7:47.0,,D. Dedmon makes flagrant free throw 2 of 2,77,44
242,3,7:44.0,,D. Dedmon misses 2-pt dunk from 2 ft,77,44
243,3,7:39.0,Defensive rebound by J. Valančiūnas,,77,44
244,3,7:24.0,D. DeRozan misses 2-pt jump shot from 13 ft,,77,44
245,3,7:18.0,Offensive rebound by K. Lowry,,77,44
246,3,7:16.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by K. Lowry),,80,44
247,3,6:53.0,,T. Prince misses 2-pt layup from 12 ft,80,44
248,3,6:50.0,Defensive rebound by K. Lowry,,80,44
249,3,6:49.0,Personal foul by T. Prince (drawn by S. Ibaka),,80,44
250,3,6:49.0,,M. Delaney enters the game for K. Bazemore,80,44
251,3,6:38.0,D. DeRozan misses 2-pt jump shot from 16 ft,,80,44
252,3,6:34.0,,Defensive rebound by D. Schröder,80,44
253,3,6:30.0,,M. Belinelli misses 2-pt jump shot from 18 ft,80,44
254,3,6:26.0,Defensive rebound by K. Lowry,,80,44
255,3,6:22.0,Turnover by S. Ibaka (traveling),,80,44
256,3,6:05.0,,D. Schröder makes 2-pt layup at rim,80,46
257,3,5:52.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by K. Lowry),,83,46
258,3,5:38.0,,D. Dedmon misses 2-pt jump shot from 19 ft,83,46
259,3,5:35.0,Defensive rebound by K. Lowry,,83,46
260,3,5:29.0,S. Ibaka misses 3-pt jump shot from 25 ft,,83,46
261,3,5:24.0,Offensive rebound by J. Valančiūnas,,83,46
262,3,5:22.0,O. Anunoby makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,85,46
263,3,4:59.0,,T. Prince makes 2-pt jump shot from 4 ft,85,48
264,3,4:33.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by O. Anunoby),,87,48
265,3,4:15.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by D. Dedmon),87,50
266,3,4:01.0,K. Lowry misses 2-pt jump shot from 19 ft,,87,50
267,3,3:54.0,Offensive rebound by S. Ibaka,,87,50
268,3,3:54.0,S. Ibaka makes 2-pt layup at rim,,89,50
269,3,3:42.0,,Personal foul by O. Anunoby (drawn by D. Dedmon),89,50
270,3,3:42.0,,J. Magette enters the game for M. Belinelli,89,50
271,3,3:42.0,,J. Collins enters the game for D. Dedmon,89,50
272,3,3:42.0,,D. Bembry enters the game for D. Schröder,89,50
273,3,3:34.0,,T. Prince makes 2-pt jump shot from 9 ft (assist by J. Magette),89,52
274,3,3:11.0,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,91,52
275,3,2:55.0,,Turnover by M. Delaney (bad pass),91,52
276,3,2:55.0,Toronto full timeout,,91,52
277,3,2:55.0,N. Powell enters the game for O. Anunoby,,91,52
278,3,2:55.0,P. Siakam enters the game for S. Ibaka,,91,52
279,3,2:44.0,Personal foul by J. Magette (drawn by D. DeRozan),,91,52
280,3,2:35.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),,94,52
281,3,2:16.0,,J. Collins makes 2-pt jump shot from 14 ft (assist by D. Bembry),94,54
282,3,2:00.0,Turnover by D. DeRozan (bad pass),,94,54
283,3,2:00.0,,E. İlyasova enters the game for T. Prince,94,54
284,3,1:53.0,,D. Bembry misses 2-pt layup from 2 ft,94,54
285,3,1:50.0,Defensive rebound by K. Lowry,,94,54
286,3,1:39.0,P. Siakam misses 3-pt jump shot from 23 ft,,94,54
287,3,1:35.0,Offensive rebound by J. Valančiūnas,,94,54
288,3,1:35.0,J. Valančiūnas makes 2-pt layup from 1 ft,,96,54
289,3,1:15.0,,J. Magette misses 3-pt jump shot from 26 ft,96,54
290,3,1:11.0,Defensive rebound by K. Lowry,,96,54
291,3,0:56.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,99,54
292,3,0:34.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by J. Magette),99,56
293,3,0:31.0,K. Lowry misses 3-pt jump shot from 27 ft,,99,56
294,3,0:27.0,,Defensive rebound by D. Bembry,99,56
295,3,0:10.0,,E. İlyasova misses 3-pt jump shot from 22 ft,99,56
296,3,0:08.0,,Offensive rebound by J. Collins,99,56
297,3,0:08.0,,J. Collins makes 2-pt layup at rim,99,58
298,3,0:00.0,D. DeRozan misses 2-pt jump shot from 9 ft,,99,58
299,3,0:00.0,Offensive rebound by Team,,99,58
300,4,11:37.0,Turnover by N. Powell (out of bounds lost ball),,99,58
301,4,11:19.0,,J. Magette misses 2-pt jump shot from 12 ft,99,58
302,4,11:16.0,Defensive rebound by J. Poeltl,,99,58
303,4,11:05.0,F. VanVleet misses 2-pt layup from 2 ft,,99,58
304,4,11:02.0,,Defensive rebound by E. İlyasova,99,58
305,4,11:02.0,,Personal foul by N. Powell (drawn by D. Bembry),99,58
306,4,10:47.0,,E. İlyasova misses 2-pt jump shot from 21 ft,99,58
307,4,10:44.0,Defensive rebound by L. Brown,,99,58
308,4,10:32.0,Turnover by J. Poeltl (lost ball; steal by J. Magette),,99,58
309,4,10:31.0,,Personal foul by J. Poeltl (drawn by J. Magette),99,58
310,4,10:20.0,,Turnover by J. Collins (lost ball; steal by N. Powell),99,58
311,4,10:18.0,Personal foul by J. Magette (drawn by N. Powell),,99,58
312,4,10:18.0,,M. Plumlee enters the game for J. Collins,99,58
313,4,10:08.0,P. Siakam misses 3-pt jump shot from 25 ft,,99,58
314,4,10:05.0,,Defensive rebound by D. Bembry,99,58
315,4,9:52.0,,E. İlyasova misses 2-pt jump shot from 14 ft (block by P. Siakam),99,58
316,4,9:48.0,,Offensive rebound by E. İlyasova,99,58
317,4,9:45.0,,T. Dorsey makes 3-pt jump shot from 24 ft (assist by J. Magette),99,61
318,4,9:22.0,F. VanVleet misses 2-pt jump shot from 16 ft,,99,61
319,4,9:19.0,,Defensive rebound by T. Dorsey,99,61
320,4,9:01.0,,Shooting foul by L. Brown (drawn by T. Dorsey),99,61
321,4,9:01.0,,T. Dorsey makes free throw 1 of 2,99,62
322,4,9:01.0,,M. Delaney enters the game for J. Magette,99,62
323,4,9:01.0,,T. Dorsey misses free throw 2 of 2,99,62
324,4,8:58.0,,Offensive rebound by T. Dorsey,99,62
325,4,8:36.0,,D. Bembry misses 3-pt jump shot from 28 ft,99,62
326,4,8:32.0,Defensive rebound by P. Siakam,,99,62
327,4,8:19.0,J. Poeltl makes 2-pt layup from 1 ft (assist by F. VanVleet),,101,62
328,4,8:03.0,,M. Delaney makes 2-pt jump shot from 21 ft,101,64
329,4,7:49.0,N. Powell misses 3-pt jump shot from 25 ft,,101,64
330,4,7:46.0,,Defensive rebound by E. İlyasova,101,64
331,4,7:37.0,,T. Dorsey misses 3-pt jump shot from 24 ft,101,64
332,4,7:33.0,Defensive rebound by P. Siakam,,101,64
333,4,7:22.0,F. VanVleet misses 3-pt jump shot from 23 ft,,101,64
334,4,7:19.0,,Defensive rebound by D. Bembry,101,64
335,4,7:02.0,,Turnover by M. Delaney (bad pass),101,64
336,4,6:41.0,L. Brown misses 2-pt jump shot from 15 ft,,101,64
337,4,6:38.0,,Defensive rebound by E. İlyasova,101,64
338,4,6:33.0,,T. Dorsey makes 2-pt jump shot from 21 ft (assist by E. İlyasova),101,66
339,4,6:32.0,Toronto full timeout,,101,66
340,4,6:32.0,L. Nogueira enters the game for F. VanVleet,,101,66
341,4,6:32.0,A. McKinnie enters the game for J. Poeltl,,101,66
342,4,6:19.0,N. Powell makes 2-pt layup from 1 ft,,103,66
343,4,5:59.0,,Turnover by M. Plumlee (out of bounds lost ball),103,66
344,4,5:44.0,L. Nogueira makes 3-pt jump shot from 25 ft (assist by A. McKinnie),,106,66
345,4,5:29.0,,T. Dorsey misses 3-pt jump shot from 23 ft,106,66
346,4,5:27.0,Defensive rebound by L. Nogueira,,106,66
347,4,5:22.0,N. Powell makes 2-pt jump shot from 14 ft,,108,66
348,4,5:02.0,,T. Cavanaugh enters the game for E. İlyasova,108,66
349,4,4:55.0,,M. Delaney misses 2-pt jump shot from 20 ft,108,66
350,4,4:51.0,,Offensive rebound by M. Delaney,108,66
351,4,4:48.0,,Personal foul by A. McKinnie (drawn by T. Dorsey),108,66
352,4,4:37.0,,D. Bembry misses 2-pt jump shot from 6 ft,108,66
353,4,4:35.0,,Offensive rebound by Team,108,66
354,4,4:24.0,,Personal foul by A. McKinnie (drawn by M. Delaney),108,66
355,4,4:24.0,,M. Delaney makes free throw 1 of 2,108,67
356,4,4:24.0,,M. Delaney makes free throw 2 of 2,108,68
357,4,4:06.0,L. Brown misses 2-pt jump shot from 14 ft,,108,68
358,4,4:02.0,,Defensive rebound by T. Cavanaugh,108,68
359,4,4:00.0,,Shooting foul by L. Brown (drawn by D. Bembry),108,68
360,4,4:00.0,,D. Bembry makes free throw 1 of 2,108,69
361,4,4:00.0,,J. Magette enters the game for M. Plumlee,108,69
362,4,4:00.0,,D. Bembry makes free throw 2 of 2,108,70
363,4,3:50.0,L. Brown makes 2-pt jump shot from 18 ft,,110,70
364,4,3:40.0,,Shooting foul by L. Nogueira (drawn by M. Delaney),110,70
365,4,3:40.0,,M. Delaney misses free throw 1 of 2,110,70
366,4,3:40.0,,Offensive rebound by Team,110,70
367,4,3:40.0,,M. Delaney makes free throw 2 of 2,110,71
368,4,3:25.0,Turnover by N. Powell (traveling),,110,71
369,4,3:04.0,,T. Dorsey misses 2-pt jump shot from 20 ft,110,71
370,4,3:00.0,Defensive rebound by N. Powell,,110,71
371,4,3:00.0,N. Powell misses 2-pt jump shot from 1 ft,,110,71
372,4,3:00.0,,Defensive rebound by Team,110,71
