,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,D. Jordan makes 2-pt layup from 1 ft (assist by J. Evans),,2,0
1,1,11:32.0,,Z. Pachulia misses 2-pt jump shot from 18 ft,2,0
2,1,11:29.0,,Offensive rebound by Z. Pachulia,2,0
3,1,11:28.0,,Z. Pachulia misses 2-pt jump shot from 11 ft,2,0
4,1,11:25.0,,Offensive rebound by Z. Pachulia,2,0
5,1,11:24.0,,Z. Pachulia makes 2-pt layup from 1 ft,2,2
6,1,11:11.0,L. Williams makes 3-pt jump shot from 22 ft (assist by D. Jordan),,5,2
7,1,10:54.0,,N. Young misses 3-pt jump shot from 24 ft,5,2
8,1,10:51.0,Defensive rebound by D. Jordan,,5,2
9,1,10:44.0,C. Williams makes 2-pt jump shot from 14 ft (assist by J. Evans),,7,2
10,1,10:34.0,,S. Livingston makes 2-pt jump shot from 11 ft,7,4
11,1,10:15.0,D. Jordan misses 2-pt hook shot from 10 ft,,7,4
12,1,10:10.0,,Defensive rebound by D. Green,7,4
13,1,9:56.0,,Shooting foul by W. Johnson (drawn by Z. Pachulia),7,4
14,1,9:56.0,,Z. Pachulia makes free throw 1 of 2,7,5
15,1,9:56.0,,Z. Pachulia makes free throw 2 of 2,7,6
16,1,9:44.0,W. Johnson misses 2-pt jump shot from 22 ft,,7,6
17,1,9:41.0,,Defensive rebound by D. Green,7,6
18,1,9:38.0,,Shooting foul by C. Williams (drawn by K. Durant),7,6
19,1,9:38.0,,K. Durant makes free throw 1 of 2,7,7
20,1,9:38.0,,K. Durant makes free throw 2 of 2,7,8
21,1,9:23.0,C. Williams makes 3-pt jump shot from 24 ft (assist by J. Evans),,10,8
22,1,9:13.0,,D. Green misses 3-pt jump shot from 28 ft,10,8
23,1,9:08.0,Defensive rebound by J. Evans,,10,8
24,1,9:02.0,W. Johnson misses 3-pt jump shot from 23 ft,,10,8
25,1,8:58.0,,Defensive rebound by D. Green,10,8
26,1,8:53.0,,N. Young makes 2-pt layup at rim (assist by D. Green),10,10
27,1,8:44.0,D. Jordan makes 2-pt layup at rim (assist by L. Williams),,12,10
28,1,8:25.0,,N. Young makes 3-pt jump shot from 23 ft (assist by S. Livingston),12,13
29,1,8:15.0,Turnover by W. Johnson (out of bounds lost ball),,12,13
30,1,8:00.0,,N. Young misses 3-pt jump shot from 23 ft,12,13
31,1,7:53.0,Defensive rebound by C. Williams,,12,13
32,1,7:45.0,L. Williams misses 3-pt jump shot from 24 ft,,12,13
33,1,7:45.0,Offensive rebound by Team,,12,13
34,1,7:38.0,J. Evans makes 2-pt jump shot from 13 ft,,14,13
35,1,7:18.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by N. Young),14,15
36,1,7:05.0,W. Johnson misses 2-pt jump shot from 12 ft,,14,15
37,1,6:59.0,Offensive rebound by D. Jordan,,14,15
38,1,6:59.0,D. Jordan misses 2-pt layup at rim,,14,15
39,1,6:57.0,Offensive rebound by D. Jordan,,14,15
40,1,6:57.0,D. Jordan misses 2-pt layup at rim,,14,15
41,1,6:56.0,,Defensive rebound by Z. Pachulia,14,15
42,1,6:54.0,,Turnover by S. Livingston (bad pass; steal by W. Johnson),14,15
43,1,6:46.0,L. Williams misses 2-pt jump shot from 6 ft,,14,15
44,1,6:41.0,,Defensive rebound by D. Green,14,15
45,1,6:40.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Durant),14,17
46,1,6:40.0,LA Clippers full timeout,,14,17
47,1,6:40.0,M. Harrell enters the game for W. Johnson,,14,17
48,1,6:29.0,L. Williams makes 2-pt jump shot from 20 ft (assist by J. Evans),,16,17
49,1,6:08.0,,D. Green misses 2-pt jump shot from 19 ft,16,17
50,1,6:03.0,Defensive rebound by D. Jordan,,16,17
51,1,5:54.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,18,17
52,1,5:39.0,,K. Durant misses 2-pt jump shot from 16 ft,18,17
53,1,5:34.0,Defensive rebound by D. Jordan,,18,17
54,1,5:33.0,Personal foul by N. Young (drawn by L. Williams),,18,17
55,1,5:33.0,,O. Casspi enters the game for D. Green,18,17
56,1,5:33.0,,A. Iguodala enters the game for S. Livingston,18,17
57,1,5:25.0,Turnover by J. Evans (bad pass; steal by Z. Pachulia),,18,17
58,1,5:21.0,,Turnover by Z. Pachulia (bad pass; steal by C. Williams),18,17
59,1,5:18.0,M. Harrell misses 2-pt jump shot from 16 ft,,18,17
60,1,5:16.0,,Defensive rebound by Z. Pachulia,18,17
61,1,5:09.0,,Turnover by K. Durant (bad pass),18,17
62,1,5:09.0,,J. McGee enters the game for Z. Pachulia,18,17
63,1,4:59.0,L. Williams misses 3-pt jump shot from 26 ft,,18,17
64,1,4:56.0,,Defensive rebound by K. Durant,18,17
65,1,4:53.0,,K. Durant makes 2-pt jump shot from 14 ft,18,19
66,1,4:53.0,,Shooting foul by J. Evans (drawn by K. Durant),18,19
67,1,4:53.0,,K. Durant misses free throw 1 of 1,18,19
68,1,4:46.0,Defensive rebound by M. Harrell,,18,19
69,1,4:42.0,J. Evans makes 2-pt jump shot from 7 ft,,20,19
70,1,4:23.0,,K. Durant makes 3-pt jump shot from 27 ft,20,22
71,1,4:13.0,J. Evans misses 2-pt jump shot from 19 ft,,20,22
72,1,4:12.0,,Defensive rebound by Team,20,22
73,1,4:12.0,,P. McCaw enters the game for N. Young,20,22
74,1,3:52.0,,J. McGee makes 2-pt hook shot from 7 ft,20,24
75,1,3:45.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,22,24
76,1,3:29.0,,P. McCaw misses 2-pt jump shot from 18 ft,22,24
77,1,3:22.0,Defensive rebound by D. Jordan,,22,24
78,1,3:22.0,C. Williams makes 3-pt jump shot from 25 ft,,25,24
79,1,3:12.0,,Golden State full timeout,25,24
80,1,3:12.0,,D. Green enters the game for K. Durant,25,24
81,1,3:12.0,T. Wallace enters the game for J. Evans,,25,24
82,1,3:01.0,,A. Iguodala makes 2-pt jump shot from 21 ft (assist by O. Casspi),25,26
83,1,2:41.0,Turnover by L. Williams (bad pass; steal by A. Iguodala),,25,26
84,1,2:31.0,,O. Casspi misses 2-pt layup from 5 ft (block by C. Williams),25,26
85,1,2:29.0,Defensive rebound by D. Jordan,,25,26
86,1,2:27.0,C. Williams makes 2-pt layup from 1 ft (assist by L. Williams),,27,26
87,1,2:27.0,,Violation by D. Green (def goaltending),27,26
88,1,2:10.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by P. McCaw),27,29
89,1,2:04.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,29,29
90,1,1:55.0,,J. McGee misses 2-pt jump shot from 18 ft,29,29
91,1,1:52.0,Defensive rebound by T. Wallace,,29,29
92,1,1:45.0,,D. West enters the game for J. McGee,29,29
93,1,1:45.0,S. Dekker enters the game for L. Williams,,29,29
