,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
86,1,0:39.0,,Defensive rebound by L. James,18,31
87,1,0:32.0,,L. James makes 2-pt layup at rim (assist by R. Hood),18,33
88,1,0:09.0,L. Stephenson misses 3-pt jump shot from 25 ft,,18,33
89,1,0:06.0,,Defensive rebound by L. James,18,33
90,1,0:03.0,,J. Smith misses 3-pt jump shot from 25 ft,18,33
91,1,0:03.0,Defensive rebound by D. Collison,,18,33
92,1,0:00.0,D. Collison misses 3-pt jump shot from 58 ft,,18,33
93,1,0:00.0,Offensive rebound by Team,,18,33
94,2,11:45.0,Shooting foul by L. Nance (drawn by D. Sabonis),,18,33
95,2,11:45.0,D. Sabonis makes free throw 1 of 2,,19,33
96,2,11:45.0,D. Sabonis makes free throw 2 of 2,,20,33
97,2,11:32.0,,J. Calderón misses 3-pt jump shot from 23 ft,20,33
98,2,11:30.0,Defensive rebound by D. Sabonis,,20,33
99,2,11:10.0,T. Booker misses 2-pt hook shot from 6 ft (block by L. Nance),,20,33
100,2,11:10.0,Offensive rebound by Team,,20,33
101,2,11:08.0,C. Joseph misses 3-pt jump shot from 31 ft,,20,33
102,2,11:04.0,,Defensive rebound by L. Nance,20,33
103,2,10:58.0,,R. Hood makes 3-pt jump shot from 26 ft,20,36
104,2,10:42.0,V. Oladipo makes 2-pt layup from 1 ft,,22,36
105,2,10:27.0,,J. Clarkson misses 2-pt jump shot from 14 ft (block by C. Joseph),22,36
106,2,10:27.0,Defensive rebound by L. Stephenson,,22,36
107,2,10:25.0,Offensive foul by L. Stephenson (drawn by J. Clarkson),,22,36
108,2,10:25.0,Turnover by L. Stephenson (offensive foul),,22,36
109,2,10:07.0,,R. Hood misses 3-pt jump shot from 26 ft,22,36
110,2,10:04.0,,Offensive rebound by J. Green,22,36
111,2,10:03.0,,J. Green misses 2-pt layup from 2 ft (block by T. Booker),22,36
112,2,10:03.0,Defensive rebound by T. Booker,,22,36
113,2,9:58.0,V. Oladipo misses 3-pt jump shot from 25 ft,,22,36
114,2,9:57.0,Offensive rebound by Team,,22,36
115,2,9:57.0,,Loose ball foul by J. Calderón (drawn by T. Booker),22,36
116,2,9:55.0,Personal foul by J. Calderón (drawn by T. Booker),,22,36
117,2,9:42.0,,K. Love enters the game for J. Calderón,22,36
118,2,9:39.0,V. Oladipo makes 3-pt jump shot from 22 ft (assist by L. Stephenson),,25,36
119,2,9:23.0,,R. Hood misses 2-pt jump shot from 20 ft,25,36
120,2,9:21.0,Defensive rebound by T. Booker,,25,36
121,2,9:04.0,D. Sabonis misses 3-pt jump shot from 22 ft,,25,36
122,2,9:04.0,,Defensive rebound by L. Nance,25,36
123,2,9:04.0,,Personal foul by T. Booker (drawn by L. Nance),25,36
124,2,8:55.0,,Personal foul by T. Booker (drawn by K. Love),25,36
125,2,8:55.0,,J. Smith enters the game for R. Hood,25,36
126,2,8:43.0,,K. Love makes 2-pt hook shot from 12 ft,25,38
127,2,8:28.0,V. Oladipo makes 2-pt layup from 1 ft,,27,38
128,2,8:17.0,,J. Clarkson misses 2-pt jump shot from 16 ft,27,38
129,2,8:15.0,Defensive rebound by C. Joseph,,27,38
130,2,8:03.0,D. Sabonis misses 2-pt layup from 8 ft,,27,38
131,2,8:01.0,Offensive rebound by Team,,27,38
132,2,8:01.0,,L. James enters the game for J. Clarkson,27,38
133,2,8:01.0,,G. Hill enters the game for J. Green,27,38
134,2,7:42.0,C. Joseph makes 2-pt jump shot from 15 ft,,29,38
135,2,7:18.0,,Turnover by K. Love (bad pass; steal by V. Oladipo),29,38
136,2,7:14.0,C. Joseph makes 2-pt layup from 1 ft (assist by V. Oladipo),,31,38
137,2,6:54.0,,K. Love misses 2-pt hook shot from 7 ft,31,38
138,2,6:52.0,Defensive rebound by D. Sabonis,,31,38
139,2,6:42.0,D. Sabonis misses 3-pt jump shot from 25 ft,,31,38
140,2,6:40.0,,Defensive rebound by Team,31,38
141,2,6:40.0,Loose ball foul by T. Booker (drawn by L. James),,31,38
142,2,6:40.0,,Cleveland full timeout,31,38
143,2,6:40.0,,K. Korver enters the game for L. Nance,31,38
144,2,6:40.0,T. Young enters the game for T. Booker,,31,38
145,2,6:31.0,,Shooting foul by C. Joseph (drawn by L. James),31,38
146,2,6:31.0,,L. James misses free throw 1 of 2,31,38
147,2,6:31.0,,Offensive rebound by Team,31,38
148,2,6:31.0,,L. James makes free throw 2 of 2,31,39
149,2,6:06.0,D. Sabonis makes 2-pt jump shot from 8 ft (assist by C. Joseph),,33,39
150,2,5:43.0,,K. Love misses 3-pt jump shot from 23 ft,33,39
151,2,5:40.0,Defensive rebound by V. Oladipo,,33,39
152,2,5:33.0,L. Stephenson makes 2-pt layup from 2 ft (assist by V. Oladipo),,35,39
153,2,5:07.0,,K. Love makes 2-pt hook shot from 10 ft,35,41
154,2,4:50.0,C. Joseph misses 3-pt jump shot from 23 ft,,35,41
155,2,4:48.0,,Defensive rebound by L. James,35,41
156,2,4:47.0,,Shooting foul by V. Oladipo (drawn by K. Love),35,41
157,2,4:47.0,,K. Love makes free throw 1 of 3,35,42
158,2,4:47.0,,K. Love makes free throw 2 of 3,35,43
159,2,4:47.0,B. Bogdanović enters the game for V. Oladipo,,35,43
160,2,4:47.0,,K. Love makes free throw 3 of 3,35,44
161,2,4:30.0,L. Stephenson makes 2-pt layup from 2 ft,,37,44
162,2,4:18.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),37,47
163,2,4:12.0,Indiana full timeout,,37,47
164,2,4:12.0,D. Collison enters the game for C. Joseph,,37,47
165,2,4:12.0,M. Turner enters the game for D. Sabonis,,37,47
166,2,4:04.0,Turnover by B. Bogdanović (bad pass),,37,47
167,2,3:50.0,,L. James makes 2-pt dunk at rim (assist by K. Korver),37,49
168,2,3:37.0,Turnover by M. Turner (bad pass),,37,49
169,2,3:29.0,,K. Korver misses 3-pt jump shot from 25 ft,37,49
170,2,3:26.0,Defensive rebound by D. Collison,,37,49
171,2,3:18.0,M. Turner makes 2-pt layup at rim (assist by D. Collison),,39,49
172,2,3:09.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by G. Hill),39,52
173,2,2:57.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Collison),,42,52
174,2,2:41.0,,K. Love misses 2-pt jump shot from 13 ft,42,52
175,2,2:39.0,Defensive rebound by T. Young,,42,52
176,2,2:34.0,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,44,52
177,2,2:14.0,,Offensive foul by G. Hill (drawn by B. Bogdanović),44,52
178,2,2:14.0,,Turnover by G. Hill (offensive foul),44,52
179,2,2:14.0,,R. Hood enters the game for G. Hill,44,52
180,2,1:56.0,D. Collison misses 3-pt jump shot from 25 ft,,44,52
181,2,1:54.0,,Defensive rebound by K. Love,44,52
182,2,1:46.0,,K. Korver misses 3-pt jump shot from 23 ft,44,52
183,2,1:46.0,Defensive rebound by L. Stephenson,,44,52
184,2,1:40.0,,Offensive charge foul by L. Stephenson (drawn by K. Korver),44,52
185,2,1:40.0,Turnover by L. Stephenson (offensive foul),,44,52
186,2,1:40.0,C. Joseph enters the game for L. Stephenson,,44,52
187,2,1:28.0,,L. James misses 2-pt layup at rim,44,52
188,2,1:26.0,Defensive rebound by B. Bogdanović,,44,52
189,2,1:26.0,Personal foul by J. Smith (drawn by B. Bogdanović),,44,52
190,2,1:26.0,G. Robinson enters the game for C. Joseph,,44,52
191,2,1:19.0,Turnover by M. Turner (bad pass; steal by L. James),,44,52
192,2,1:15.0,,L. James makes 2-pt dunk from 1 ft,44,54
193,2,1:04.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,44,54
194,2,1:02.0,,Defensive rebound by L. James,44,54
195,2,0:58.0,,Shooting foul by T. Young (drawn by L. James),44,54
196,2,0:58.0,,L. James makes free throw 1 of 2,44,55
197,2,0:58.0,,L. Nance enters the game for K. Love,44,55
198,2,0:58.0,,L. James makes free throw 2 of 2,44,56
199,2,0:38.0,T. Young makes 2-pt hook shot from 3 ft (assist by D. Collison),,46,56
200,2,0:17.0,,L. James makes 2-pt dunk at rim (assist by L. Nance),46,58
201,2,0:00.0,M. Turner misses 2-pt jump shot from 21 ft,,46,58
202,2,0:00.0,Offensive rebound by Team,,46,58
203,3,11:40.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by V. Oladipo),,48,58
204,3,11:22.0,,K. Korver misses 3-pt jump shot from 28 ft,48,58
205,3,11:20.0,Defensive rebound by M. Turner,,48,58
206,3,11:08.0,Turnover by V. Oladipo (bad pass; steal by J. Smith),,48,58
207,3,10:49.0,,K. Love misses 2-pt layup from 3 ft (block by T. Young),48,58
208,3,10:46.0,,Offensive rebound by K. Love,48,58
209,3,10:43.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by J. Smith),48,61
210,3,10:18.0,T. Young makes 2-pt hook shot from 6 ft,,50,61
211,3,10:01.0,,G. Hill makes 2-pt jump shot from 5 ft,50,63
212,3,9:38.0,Personal foul by G. Hill (drawn by V. Oladipo),,50,63
213,3,9:28.0,Turnover by V. Oladipo (lost ball; steal by L. James),,50,63
214,3,9:10.0,,L. James makes 2-pt jump shot from 19 ft,50,65
215,3,8:47.0,D. Collison makes 2-pt layup from 1 ft (assist by B. Bogdanović),,52,65
216,3,8:36.0,,G. Hill makes 3-pt jump shot from 28 ft,52,68
217,3,8:19.0,Shooting foul by G. Hill (drawn by V. Oladipo),,52,68
218,3,8:19.0,V. Oladipo makes free throw 1 of 2,,53,68
219,3,8:19.0,,J. Calderón enters the game for G. Hill,53,68
220,3,8:19.0,V. Oladipo makes free throw 2 of 2,,54,68
221,3,8:00.0,,K. Love misses 3-pt jump shot from 27 ft,54,68
222,3,7:56.0,Defensive rebound by D. Collison,,54,68
223,3,7:44.0,T. Young makes 2-pt layup from 1 ft (assist by B. Bogdanović),,56,68
224,3,7:18.0,,J. Smith misses 2-pt jump shot from 19 ft,56,68
225,3,7:16.0,,Offensive rebound by K. Love,56,68
226,3,7:05.0,,Turnover by J. Calderón (lost ball; steal by T. Young),56,68
227,3,7:00.0,V. Oladipo makes 2-pt layup from 1 ft (assist by T. Young),,58,68
228,3,6:40.0,,K. Love misses 2-pt layup from 1 ft,58,68
229,3,6:38.0,Defensive rebound by M. Turner,,58,68
230,3,6:35.0,Turnover by V. Oladipo (bad pass; steal by K. Korver),,58,68
231,3,6:35.0,,Cleveland full timeout,58,68
232,3,6:16.0,,L. James misses 2-pt jump shot from 18 ft,58,68
233,3,6:14.0,Defensive rebound by M. Turner,,58,68
234,3,5:53.0,Turnover by B. Bogdanović (out of bounds lost ball),,58,68
235,3,5:36.0,,K. Love misses 3-pt jump shot from 23 ft,58,68
236,3,5:32.0,Defensive rebound by V. Oladipo,,58,68
237,3,5:20.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,58,68
238,3,5:18.0,,Defensive rebound by K. Korver,58,68
239,3,5:13.0,,J. Calderón makes 2-pt layup from 1 ft (assist by L. James),58,70
240,3,4:59.0,M. Turner makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,61,70
241,3,4:46.0,,Personal foul by T. Young (drawn by L. James),61,70
242,3,4:46.0,,L. Nance enters the game for K. Love,61,70
243,3,4:35.0,,K. Korver misses 3-pt jump shot from 24 ft,61,70
244,3,4:34.0,Defensive rebound by V. Oladipo,,61,70
245,3,4:26.0,Personal foul by J. Calderón (drawn by T. Young),,61,70
246,3,4:19.0,V. Oladipo makes 2-pt layup from 1 ft,,63,70
247,3,4:02.0,,Turnover by J. Smith (bad pass),63,70
248,3,3:42.0,V. Oladipo makes 2-pt layup at rim,,65,70
249,3,3:23.0,,Shooting foul by B. Bogdanović (drawn by L. James),65,70
250,3,3:23.0,,L. James makes free throw 1 of 2,65,71
251,3,3:23.0,,R. Hood enters the game for J. Smith,65,71
252,3,3:23.0,,L. James makes free throw 2 of 2,65,72
253,3,3:23.0,Indiana full timeout,,65,72
254,3,3:23.0,L. Stephenson enters the game for B. Bogdanović,,65,72
255,3,3:10.0,V. Oladipo misses 3-pt jump shot from 25 ft,,65,72
256,3,2:59.0,Offensive rebound by M. Turner,,65,72
257,3,2:59.0,M. Turner makes 2-pt layup at rim,,67,72
258,3,2:47.0,,Turnover by R. Hood (lost ball; steal by V. Oladipo),67,72
259,3,2:46.0,V. Oladipo misses 2-pt layup from 1 ft,,67,72
260,3,2:45.0,Offensive rebound by T. Young,,67,72
261,3,2:45.0,T. Young misses 2-pt layup at rim,,67,72
262,3,2:44.0,,Defensive rebound by L. James,67,72
263,3,2:42.0,,Turnover by J. Calderón (lost ball; steal by T. Young),67,72
264,3,2:24.0,Turnover by L. Stephenson (lost ball; steal by J. Calderón),,67,72
265,3,2:01.0,,L. James makes 2-pt jump shot from 19 ft,67,74
266,3,1:44.0,Personal foul by J. Calderón (drawn by M. Turner),,67,74
267,3,1:44.0,,J. Clarkson enters the game for K. Korver,67,74
268,3,1:44.0,,J. Green enters the game for J. Calderón,67,74
269,3,1:44.0,D. Sabonis enters the game for T. Young,,67,74
270,3,1:35.0,V. Oladipo misses 2-pt jump shot from 19 ft,,67,74
271,3,1:31.0,,Defensive rebound by L. James,67,74
272,3,1:28.0,,Turnover by J. Green (step out of bounds),67,74
273,3,1:28.0,C. Joseph enters the game for D. Collison,,67,74
274,3,1:13.0,V. Oladipo misses 3-pt jump shot from 24 ft,,67,74
275,3,1:10.0,,Defensive rebound by J. Green,67,74
276,3,1:01.0,,J. Clarkson misses 2-pt layup from 3 ft,67,74
277,3,0:58.0,,Offensive rebound by L. Nance,67,74
278,3,0:57.0,Violation by M. Turner (kicked ball),,67,74
279,3,0:57.0,T. Booker enters the game for V. Oladipo,,67,74
280,3,0:57.0,B. Bogdanović enters the game for M. Turner,,67,74
281,3,0:57.0,,K. Love enters the game for L. James,67,74
282,3,0:50.0,,Turnover by R. Hood (lost ball; steal by C. Joseph),67,74
283,3,0:33.0,D. Sabonis misses 2-pt jump shot from 19 ft,,67,74
284,3,0:29.0,,Defensive rebound by L. Nance,67,74
285,3,0:05.0,,J. Green misses 3-pt jump shot from 25 ft,67,74
286,3,0:03.0,Defensive rebound by T. Booker,,67,74
287,3,0:00.0,L. Stephenson misses 3-pt jump shot from 39 ft,,67,74
288,3,0:00.0,Offensive rebound by Team,,67,74
289,4,11:40.0,,K. Love makes 2-pt jump shot from 9 ft,67,76
290,4,11:12.0,D. Sabonis misses 2-pt layup from 3 ft,,67,76
291,4,11:10.0,,Defensive rebound by K. Love,67,76
292,4,10:53.0,,K. Love misses 2-pt hook shot from 8 ft,67,76
293,4,10:51.0,Defensive rebound by D. Sabonis,,67,76
294,4,10:42.0,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),,69,76
295,4,10:24.0,,R. Hood misses 2-pt jump shot from 20 ft,69,76
296,4,10:21.0,Defensive rebound by B. Bogdanović,,69,76
297,4,10:19.0,T. Booker makes 2-pt layup from 1 ft (assist by L. Stephenson),,71,76
298,4,10:19.0,Shooting foul by R. Hood (drawn by T. Booker),,71,76
299,4,10:19.0,T. Booker makes free throw 1 of 1,,72,76
300,4,10:08.0,,Personal foul by T. Booker (drawn by K. Love),72,76
301,4,10:02.0,,J. Clarkson makes 2-pt layup at rim,72,78
302,4,9:38.0,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by L. Stephenson),,74,78
303,4,9:38.0,Shooting foul by J. Green (drawn by B. Bogdanović),,74,78
304,4,9:38.0,B. Bogdanović misses free throw 1 of 1,,74,78
305,4,9:38.0,,Defensive rebound by L. Nance,74,78
306,4,9:15.0,,J. Green makes 2-pt layup from 1 ft (assist by L. Nance),74,80
307,4,9:06.0,L. Stephenson makes 2-pt layup from 1 ft,,76,80
308,4,8:51.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Clarkson),76,83
309,4,8:50.0,Indiana full timeout,,76,83
310,4,8:50.0,,L. James enters the game for R. Hood,76,83
311,4,8:50.0,V. Oladipo enters the game for T. Booker,,76,83
312,4,8:50.0,T. Young enters the game for B. Bogdanović,,76,83
313,4,8:39.0,Turnover by L. Stephenson (bad pass; steal by J. Green),,76,83
314,4,8:21.0,Technical foul by D. Sabonis,,76,83
315,4,8:21.0,,L. James makes flagrant free throw 1 of 2,76,84
316,4,8:21.0,,L. James misses flagrant free throw 2 of 2,76,84
317,4,8:21.0,,Offensive rebound by Team,76,84
318,4,8:21.0,M. Turner enters the game for D. Sabonis,,76,84
319,4,8:09.0,,Shooting foul by C. Joseph (drawn by L. Nance),76,84
320,4,8:09.0,,L. Nance misses free throw 1 of 2,76,84
321,4,8:09.0,,Offensive rebound by Team,76,84
322,4,8:09.0,,L. Nance misses free throw 2 of 2,76,84
323,4,8:05.0,Defensive rebound by M. Turner,,76,84
324,4,7:44.0,L. Stephenson misses 2-pt layup from 1 ft,,76,84
325,4,7:37.0,Offensive rebound by L. Stephenson,,76,84
326,4,7:37.0,L. Stephenson makes 2-pt layup at rim,,78,84
327,4,7:24.0,,L. James makes 2-pt layup from 1 ft (assist by J. Green),78,86
328,4,7:09.0,C. Joseph misses 2-pt layup from 3 ft,,78,86
329,4,7:06.0,,Defensive rebound by K. Love,78,86
330,4,6:46.0,,L. James makes 2-pt jump shot from 18 ft,78,88
331,4,6:45.0,Indiana full timeout,,78,88
332,4,6:45.0,D. Collison enters the game for L. Stephenson,,78,88
333,4,6:45.0,B. Bogdanović enters the game for C. Joseph,,78,88
334,4,6:29.0,M. Turner misses 2-pt jump shot from 19 ft,,78,88
335,4,6:26.0,Offensive rebound by T. Young,,78,88
336,4,6:24.0,T. Young makes 2-pt layup from 1 ft,,80,88
337,4,6:07.0,,Turnover by L. James (bad pass; steal by T. Young),80,88
338,4,6:03.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,82,88
339,4,5:45.0,,K. Love misses 2-pt hook shot from 10 ft,82,88
340,4,5:43.0,Defensive rebound by T. Young,,82,88
341,4,5:28.0,Turnover by D. Collison (bad pass; steal by L. Nance),,82,88
342,4,5:28.0,,Personal foul by M. Turner (drawn by L. Nance),82,88
343,4,5:28.0,,K. Korver enters the game for L. Nance,82,88
344,4,5:28.0,,J. Smith enters the game for J. Green,82,88
345,4,5:13.0,,L. James misses 2-pt jump shot from 15 ft,82,88
346,4,5:11.0,Defensive rebound by D. Collison,,82,88
347,4,5:00.0,V. Oladipo misses 3-pt jump shot from 25 ft,,82,88
348,4,4:56.0,,Defensive rebound by K. Love,82,88
349,4,4:33.0,,L. James makes 2-pt jump shot from 18 ft,82,90
350,4,4:12.0,V. Oladipo makes 2-pt layup at rim,,84,90
351,4,3:54.0,,Offensive foul by L. James (drawn by B. Bogdanović),84,90
352,4,3:54.0,,Turnover by L. James (offensive foul),84,90
353,4,3:43.0,D. Collison makes 2-pt layup from 1 ft,,86,90
354,4,3:43.0,,Cleveland full timeout,86,90
355,4,3:43.0,,G. Hill enters the game for K. Love,86,90
356,4,3:43.0,,L. Nance enters the game for J. Clarkson,86,90
357,4,3:24.0,,Personal foul by M. Turner (drawn by G. Hill),86,90
358,4,3:24.0,,G. Hill misses free throw 1 of 2,86,90
359,4,3:24.0,,Offensive rebound by Team,86,90
360,4,3:24.0,,G. Hill makes free throw 2 of 2,86,91
361,4,3:12.0,Personal foul by K. Korver (drawn by T. Young),,86,91
362,4,3:05.0,Turnover by V. Oladipo (lost ball; steal by J. Smith),,86,91
363,4,2:59.0,,J. Smith makes 2-pt layup from 1 ft,86,93
364,4,2:45.0,D. Collison makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,89,93
365,4,2:27.0,,G. Hill misses 2-pt jump shot from 5 ft,89,93
366,4,2:27.0,,Offensive rebound by Team,89,93
367,4,2:27.0,,Cleveland full timeout,89,93
368,4,2:23.0,,L. Nance makes 2-pt layup from 1 ft (assist by G. Hill),89,95
369,4,2:06.0,V. Oladipo misses 2-pt jump shot from 18 ft,,89,95
370,4,2:01.0,,Defensive rebound by L. James,89,95
371,4,1:38.0,,J. Smith misses 3-pt jump shot from 30 ft,89,95
372,4,1:36.0,Defensive rebound by B. Bogdanović,,89,95
373,4,1:20.0,Turnover by M. Turner (out of bounds lost ball),,89,95
374,4,0:58.0,,L. James misses 3-pt jump shot from 25 ft,89,95
375,4,0:55.0,Defensive rebound by T. Young,,89,95
376,4,0:51.0,D. Collison makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,92,95
377,4,0:36.0,,Offensive foul by G. Hill (drawn by D. Collison),92,95
378,4,0:36.0,,Turnover by G. Hill (offensive foul),92,95
379,4,0:36.0,Indiana full timeout,,92,95
380,4,0:36.0,,R. Hood enters the game for G. Hill,92,95
381,4,0:27.0,V. Oladipo misses 3-pt jump shot from 26 ft,,92,95
382,4,0:25.0,,Defensive rebound by L. James,92,95
383,4,0:22.0,,Personal foul by T. Young (drawn by L. James),92,95
384,4,0:22.0,,L. James makes free throw 1 of 2,92,96
385,4,0:22.0,,J. Green enters the game for K. Korver,92,96
386,4,0:22.0,,L. James makes free throw 2 of 2,92,97
387,4,0:22.0,Indiana full timeout,,92,97
388,4,0:22.0,L. Stephenson enters the game for T. Young,,92,97
389,4,0:20.0,V. Oladipo misses 3-pt jump shot from 34 ft,,92,97
390,4,0:19.0,,Defensive rebound by Team,92,97
391,4,0:19.0,,K. Korver enters the game for L. Nance,92,97
392,4,0:19.0,T. Young enters the game for L. Stephenson,,92,97
393,4,0:19.0,,Cleveland full timeout,92,97
394,4,0:18.0,,Personal foul by B. Bogdanović (drawn by L. James),92,97
395,4,0:18.0,,L. James makes free throw 1 of 2,92,98
