,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
27,1,8:17.0,Defensive rebound by K. Lowry,,8,9
28,1,7:55.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by S. Ibaka),,10,9
29,1,7:31.0,,Shooting foul by J. Valančiūnas (drawn by K. Dunn),10,9
30,1,7:31.0,,K. Dunn makes free throw 1 of 2,10,10
31,1,7:31.0,,K. Dunn makes free throw 2 of 2,10,11
32,1,7:11.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by D. DeRozan),,12,11
33,1,6:52.0,,Z. LaVine misses 3-pt jump shot from 24 ft,12,11
34,1,6:49.0,Defensive rebound by O. Anunoby,,12,11
35,1,6:41.0,S. Ibaka makes 2-pt jump shot from 3 ft (assist by K. Lowry),,14,11
36,1,6:34.0,,Turnover by J. Holiday (bad pass; steal by K. Lowry),14,11
37,1,6:30.0,K. Lowry makes 3-pt jump shot from 25 ft,,17,11
38,1,6:28.0,,Chicago full timeout,17,11
39,1,6:28.0,,J. Grant enters the game for K. Dunn,17,11
40,1,6:14.0,,L. Markkanen makes 2-pt jump shot from 13 ft (assist by J. Grant),17,13
41,1,5:59.0,O. Anunoby misses 3-pt jump shot from 23 ft,,17,13
42,1,5:57.0,,Defensive rebound by L. Markkanen,17,13
43,1,5:49.0,,L. Markkanen misses 2-pt jump shot from 18 ft,17,13
44,1,5:46.0,Defensive rebound by K. Lowry,,17,13
45,1,5:40.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by K. Lowry),,19,13
46,1,5:22.0,,Personal foul by S. Ibaka (drawn by L. Markkanen),19,13
47,1,5:14.0,,Z. LaVine makes 2-pt dunk at rim,19,15
48,1,4:56.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,21,15
49,1,4:34.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Grant),21,17
50,1,4:30.0,Turnover by J. Valančiūnas (bad pass; steal by J. Grant),,21,17
51,1,4:26.0,,L. Markkanen misses 3-pt jump shot from 24 ft,21,17
52,1,4:24.0,Defensive rebound by J. Valančiūnas,,21,17
53,1,4:12.0,,Violation by J. Holiday (kicked ball),21,17
54,1,4:03.0,O. Anunoby misses 3-pt jump shot from 25 ft,,21,17
55,1,4:00.0,,Defensive rebound by Z. LaVine,21,17
56,1,3:53.0,,Z. LaVine makes 2-pt layup at rim,21,19
57,1,3:38.0,S. Ibaka misses 2-pt jump shot from 19 ft,,21,19
58,1,3:34.0,,Defensive rebound by R. Lopez,21,19
59,1,3:30.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),21,22
60,1,3:21.0,Toronto full timeout,,21,22
61,1,3:21.0,,D. Valentine enters the game for Z. LaVine,21,22
62,1,3:21.0,,B. Portis enters the game for L. Markkanen,21,22
63,1,3:21.0,J. Poeltl enters the game for O. Anunoby,,21,22
64,1,3:21.0,C. Miles enters the game for J. Valančiūnas,,21,22
65,1,3:10.0,Personal foul by D. Valentine (drawn by C. Miles),,21,22
66,1,3:05.0,Offensive foul by J. Poeltl (drawn by J. Holiday),,21,22
67,1,3:05.0,Turnover by J. Poeltl (offensive foul),,21,22
68,1,2:58.0,,Personal foul by K. Lowry (drawn by J. Grant),21,22
69,1,2:58.0,F. VanVleet enters the game for K. Lowry,,21,22
70,1,2:58.0,P. Siakam enters the game for S. Ibaka,,21,22
71,1,2:49.0,,B. Portis makes 2-pt jump shot from 15 ft (assist by J. Grant),21,24
72,1,2:33.0,D. DeRozan makes 2-pt jump shot from 19 ft,,23,24
73,1,2:21.0,,B. Portis misses 3-pt jump shot from 25 ft,23,24
74,1,2:17.0,,Offensive rebound by J. Grant,23,24
75,1,2:16.0,,Personal foul by C. Miles (drawn by B. Portis),23,24
76,1,2:08.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Grant),23,26
77,1,1:47.0,D. DeRozan misses 2-pt jump shot from 18 ft,,23,26
78,1,1:43.0,,Defensive rebound by D. Valentine,23,26
79,1,1:34.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by R. Lopez),23,29
80,1,1:11.0,P. Siakam makes 2-pt layup from 2 ft (assist by D. DeRozan),,25,29
81,1,1:01.0,,J. Holiday makes 2-pt dunk at rim (assist by J. Grant),25,31
82,1,0:56.0,Personal foul by J. Holiday (drawn by D. DeRozan),,25,31
83,1,0:56.0,,P. Zipser enters the game for R. Lopez,25,31
84,1,0:56.0,D. Wright enters the game for D. DeRozan,,25,31
85,1,0:49.0,F. VanVleet misses 3-pt jump shot from 25 ft,,25,31
86,1,0:46.0,,Defensive rebound by B. Portis,25,31
87,1,0:34.0,,J. Grant makes 2-pt jump shot from 10 ft,25,33
88,1,0:19.0,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),,27,33
89,1,0:00.0,,J. Holiday misses 3-pt jump shot from 28 ft,27,33
90,1,0:00.0,,Offensive rebound by Team,27,33
91,2,11:42.0,J. Poeltl makes 2-pt layup from 1 ft (assist by F. VanVleet),,29,33
92,2,11:28.0,,J. Grant makes 2-pt layup at rim,29,35
93,2,11:11.0,Personal foul by P. Zipser (drawn by P. Siakam),,29,35
94,2,11:04.0,D. Wright misses 2-pt layup from 1 ft,,29,35
95,2,11:02.0,,Defensive rebound by B. Portis,29,35
96,2,10:55.0,,Shooting foul by P. Siakam (drawn by B. Portis),29,35
97,2,10:55.0,,B. Portis misses free throw 1 of 2,29,35
98,2,10:55.0,,Offensive rebound by Team,29,35
99,2,10:55.0,,B. Portis makes free throw 2 of 2,29,36
100,2,10:39.0,C. Miles makes 3-pt jump shot from 23 ft (assist by P. Siakam),,32,36
101,2,10:39.0,Shooting foul by D. Valentine (drawn by C. Miles),,32,36
102,2,10:39.0,C. Miles makes free throw 1 of 1,,33,36
103,2,10:32.0,,B. Portis misses 2-pt jump shot from 5 ft (block by J. Poeltl),33,36
104,2,10:29.0,Defensive rebound by P. Siakam,,33,36
105,2,10:27.0,F. VanVleet misses 2-pt layup from 1 ft,,33,36
106,2,10:27.0,Offensive rebound by P. Siakam,,33,36
107,2,10:22.0,P. Siakam makes 2-pt layup at rim,,35,36
108,2,10:07.0,,D. Valentine misses 3-pt jump shot from 24 ft,35,36
109,2,10:07.0,Defensive rebound by P. Siakam,,35,36
110,2,9:53.0,F. VanVleet misses 2-pt layup from 2 ft (block by B. Portis),,35,36
111,2,9:53.0,,Defensive rebound by D. Valentine,35,36
112,2,9:40.0,,B. Portis misses 2-pt layup from 3 ft,35,36
113,2,9:40.0,Defensive rebound by J. Poeltl,,35,36
114,2,9:36.0,D. Wright makes 2-pt layup from 1 ft (assist by F. VanVleet),,37,36
115,2,9:29.0,,Chicago full timeout,37,36
116,2,9:25.0,,B. Portis makes 2-pt jump shot from 15 ft (assist by D. Valentine),37,38
117,2,9:02.0,Turnover by J. Poeltl (turnover),,37,38
118,2,8:54.0,,P. Zipser misses 3-pt jump shot from 25 ft,37,38
119,2,8:52.0,Defensive rebound by J. Poeltl,,37,38
120,2,8:52.0,Personal foul by D. Valentine (drawn by J. Poeltl),,37,38
121,2,8:52.0,,Z. LaVine enters the game for D. Valentine,37,38
122,2,8:38.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by D. Wright),,40,38
123,2,8:17.0,,Turnover by Z. LaVine (step out of bounds),40,38
124,2,8:17.0,,K. Dunn enters the game for J. Grant,40,38
125,2,8:01.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by D. Wright),,43,38
126,2,7:44.0,,B. Portis makes 2-pt jump shot from 7 ft,43,40
127,2,7:30.0,F. VanVleet misses 2-pt layup from 1 ft,,43,40
128,2,7:27.0,,Defensive rebound by D. Nwaba,43,40
129,2,7:25.0,,Shooting foul by D. Wright (drawn by B. Portis),43,40
130,2,7:25.0,,B. Portis misses free throw 1 of 2,43,40
131,2,7:25.0,,Offensive rebound by Team,43,40
132,2,7:25.0,,L. Markkanen enters the game for P. Zipser,43,40
133,2,7:25.0,,B. Portis makes free throw 2 of 2,43,41
134,2,7:14.0,Shooting foul by B. Portis (drawn by J. Poeltl),,43,41
135,2,7:14.0,J. Poeltl makes free throw 1 of 2,,44,41
136,2,7:14.0,J. Poeltl makes free throw 2 of 2,,45,41
137,2,6:59.0,,Turnover by Z. LaVine (lost ball; steal by D. Wright),45,41
138,2,6:55.0,P. Siakam makes 2-pt dunk from 1 ft (assist by C. Miles),,47,41
139,2,6:30.0,,L. Markkanen makes 2-pt layup from 1 ft,47,43
140,2,6:17.0,P. Siakam misses 2-pt layup from 2 ft,,47,43
141,2,6:17.0,,Defensive rebound by D. Nwaba,47,43
142,2,6:08.0,,K. Dunn misses 2-pt jump shot from 7 ft,47,43
143,2,6:06.0,Defensive rebound by F. VanVleet,,47,43
144,2,5:58.0,J. Poeltl makes 2-pt layup from 2 ft (assist by C. Miles),,49,43
145,2,5:44.0,,K. Dunn misses 3-pt jump shot from 25 ft,49,43
146,2,5:44.0,Defensive rebound by P. Siakam,,49,43
147,2,5:39.0,Shooting foul by L. Markkanen (drawn by P. Siakam),,49,43
148,2,5:39.0,P. Siakam makes free throw 1 of 2,,50,43
149,2,5:39.0,,R. Lopez enters the game for B. Portis,50,43
150,2,5:39.0,,J. Holiday enters the game for D. Nwaba,50,43
151,2,5:39.0,K. Lowry enters the game for C. Miles,,50,43
152,2,5:39.0,J. Valančiūnas enters the game for J. Poeltl,,50,43
153,2,5:39.0,P. Siakam misses free throw 2 of 2,,50,43
154,2,5:32.0,,Defensive rebound by L. Markkanen,50,43
155,2,5:25.0,,Turnover by R. Lopez (bad pass; steal by P. Siakam),50,43
156,2,5:05.0,F. VanVleet misses 2-pt layup from 2 ft,,50,43
157,2,5:03.0,,Defensive rebound by R. Lopez,50,43
158,2,4:54.0,,R. Lopez makes 2-pt layup from 2 ft (assist by Z. LaVine),50,45
159,2,4:42.0,Toronto full timeout,,50,45
160,2,4:42.0,D. DeRozan enters the game for F. VanVleet,,50,45
161,2,4:42.0,N. Powell enters the game for P. Siakam,,50,45
162,2,4:42.0,S. Ibaka enters the game for D. Wright,,50,45
163,2,4:38.0,Turnover by J. Valančiūnas (bad pass; steal by K. Dunn),,50,45
164,2,4:31.0,,Z. LaVine misses 2-pt dunk from 1 ft,50,45
165,2,4:29.0,Defensive rebound by J. Valančiūnas,,50,45
166,2,4:19.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,52,45
167,2,4:01.0,,J. Holiday misses 2-pt jump shot from 4 ft,52,45
168,2,3:59.0,Defensive rebound by K. Lowry,,52,45
169,2,3:55.0,N. Powell misses 3-pt jump shot from 23 ft,,52,45
170,2,3:53.0,,Defensive rebound by K. Dunn,52,45
171,2,3:50.0,,Z. LaVine misses 3-pt jump shot from 26 ft,52,45
172,2,3:46.0,Defensive rebound by J. Valančiūnas,,52,45
173,2,3:29.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by D. DeRozan),,54,45
174,2,3:12.0,,K. Dunn misses 2-pt jump shot from 12 ft,54,45
175,2,3:09.0,Defensive rebound by S. Ibaka,,54,45
176,2,3:00.0,Turnover by S. Ibaka (bad pass; steal by Z. LaVine),,54,45
177,2,2:59.0,,Personal foul by D. DeRozan (drawn by Z. LaVine),54,45
178,2,2:59.0,,J. Grant enters the game for K. Dunn,54,45
179,2,2:43.0,,J. Grant misses 2-pt jump shot from 9 ft,54,45
180,2,2:41.0,Defensive rebound by J. Valančiūnas,,54,45
181,2,2:31.0,S. Ibaka makes 2-pt hook shot from 4 ft (assist by K. Lowry),,56,45
182,2,2:29.0,,Chicago full timeout,56,45
183,2,2:29.0,,D. Nwaba enters the game for Z. LaVine,56,45
184,2,2:06.0,,R. Lopez misses 2-pt hook shot from 7 ft,56,45
185,2,2:02.0,Defensive rebound by S. Ibaka,,56,45
186,2,1:57.0,D. DeRozan misses 2-pt layup from 1 ft (block by L. Markkanen),,56,45
187,2,1:57.0,,Defensive rebound by R. Lopez,56,45
188,2,1:46.0,,J. Holiday misses 3-pt jump shot from 25 ft,56,45
189,2,1:46.0,Defensive rebound by J. Valančiūnas,,56,45
190,2,1:30.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by R. Lopez),,56,45
191,2,1:30.0,,Defensive rebound by J. Grant,56,45
192,2,1:24.0,,J. Grant misses 2-pt layup at rim (block by J. Valančiūnas),56,45
193,2,1:24.0,Defensive rebound by K. Lowry,,56,45
194,2,1:15.0,D. DeRozan misses 2-pt jump shot from 21 ft,,56,45
195,2,1:15.0,,Defensive rebound by D. Nwaba,56,45
196,2,1:09.0,,Shooting foul by S. Ibaka (drawn by D. Nwaba),56,45
197,2,1:09.0,,D. Nwaba makes free throw 1 of 2,56,46
198,2,1:09.0,,D. Nwaba makes free throw 2 of 2,56,47
199,2,0:51.0,N. Powell misses 3-pt jump shot from 25 ft,,56,47
200,2,0:51.0,,Defensive rebound by Team,56,47
201,2,0:44.0,,Personal foul by N. Powell (drawn by L. Markkanen),56,47
202,2,0:44.0,,L. Markkanen makes free throw 1 of 2,56,48
203,2,0:44.0,,L. Markkanen makes free throw 2 of 2,56,49
204,2,0:28.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,59,49
205,2,0:09.0,,L. Markkanen misses 3-pt jump shot from 25 ft,59,49
206,2,0:09.0,Defensive rebound by D. DeRozan,,59,49
207,2,0:00.0,D. DeRozan makes 2-pt jump shot from 12 ft,,61,49
208,3,11:47.0,O. Anunoby makes 2-pt dunk at rim (assist by J. Valančiūnas),,63,49
209,3,11:22.0,,Z. LaVine makes 2-pt jump shot from 21 ft,63,51
210,3,11:07.0,D. DeRozan misses 2-pt layup from 3 ft,,63,51
211,3,11:07.0,Offensive rebound by Team,,63,51
212,3,10:58.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by K. Lowry),,66,51
213,3,10:37.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),66,54
214,3,10:22.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,68,54
215,3,10:10.0,,K. Dunn misses 3-pt jump shot from 26 ft,68,54
216,3,10:10.0,,Offensive rebound by L. Markkanen,68,54
217,3,9:59.0,,Z. LaVine misses 2-pt jump shot from 13 ft,68,54
218,3,9:56.0,Defensive rebound by O. Anunoby,,68,54
219,3,9:46.0,O. Anunoby misses 2-pt layup from 2 ft,,68,54
220,3,9:46.0,Offensive rebound by O. Anunoby,,68,54
221,3,9:46.0,Shooting foul by R. Lopez (drawn by O. Anunoby),,68,54
222,3,9:46.0,O. Anunoby misses free throw 1 of 2,,68,54
223,3,9:46.0,Offensive rebound by Team,,68,54
224,3,9:46.0,O. Anunoby misses free throw 2 of 2,,68,54
225,3,9:43.0,,Defensive rebound by J. Holiday,68,54
226,3,9:34.0,,L. Markkanen misses 2-pt jump shot from 21 ft,68,54
227,3,9:30.0,Defensive rebound by J. Valančiūnas,,68,54
228,3,9:21.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,71,54
229,3,9:21.0,Shooting foul by K. Dunn (drawn by K. Lowry),,71,54
230,3,9:21.0,K. Lowry makes free throw 1 of 1,,72,54
231,3,9:14.0,,Personal foul by O. Anunoby (drawn by R. Lopez),72,54
232,3,9:06.0,,L. Markkanen makes 2-pt layup at rim,72,56
233,3,9:06.0,,Shooting foul by J. Valančiūnas (drawn by L. Markkanen),72,56
234,3,9:06.0,,L. Markkanen makes free throw 1 of 1,72,57
235,3,8:59.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,75,57
236,3,8:58.0,,Chicago full timeout,75,57
237,3,8:45.0,,L. Markkanen misses 2-pt jump shot from 18 ft,75,57
238,3,8:43.0,Defensive rebound by O. Anunoby,,75,57
239,3,8:34.0,S. Ibaka misses 2-pt jump shot from 9 ft,,75,57
240,3,8:32.0,,Defensive rebound by Z. LaVine,75,57
241,3,8:21.0,,R. Lopez misses 2-pt hook shot from 4 ft,75,57
242,3,8:19.0,Defensive rebound by J. Valančiūnas,,75,57
243,3,8:11.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,75,57
244,3,8:08.0,,Defensive rebound by R. Lopez,75,57
245,3,7:57.0,,K. Dunn makes 2-pt jump shot from 16 ft,75,59
246,3,7:33.0,K. Lowry makes 2-pt jump shot from 4 ft,,77,59
247,3,7:33.0,Shooting foul by Z. LaVine (drawn by K. Lowry),,77,59
248,3,7:33.0,K. Lowry makes free throw 1 of 1,,78,59
249,3,7:22.0,,K. Dunn makes 2-pt jump shot from 20 ft,78,61
250,3,6:54.0,K. Lowry misses 2-pt jump shot from 18 ft,,78,61
251,3,6:51.0,,Defensive rebound by L. Markkanen,78,61
252,3,6:46.0,,Z. LaVine misses 2-pt layup from 2 ft,78,61
253,3,6:43.0,Defensive rebound by J. Valančiūnas,,78,61
254,3,6:43.0,D. DeRozan makes technical free throw,,79,61
255,3,6:30.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,82,61
256,3,6:20.0,,K. Dunn misses 2-pt layup from 2 ft,82,61
257,3,6:18.0,Defensive rebound by O. Anunoby,,82,61
258,3,6:11.0,D. DeRozan misses 3-pt jump shot from 24 ft,,82,61
259,3,6:09.0,Offensive rebound by K. Lowry,,82,61
260,3,6:09.0,O. Anunoby makes 2-pt dunk at rim (assist by K. Lowry),,84,61
261,3,6:09.0,Shooting foul by K. Dunn (drawn by O. Anunoby),,84,61
262,3,6:09.0,,Chicago full timeout,84,61
263,3,6:09.0,,D. Nwaba enters the game for R. Lopez,84,61
264,3,6:09.0,,B. Portis enters the game for Z. LaVine,84,61
265,3,6:09.0,O. Anunoby makes free throw 1 of 1,,85,61
266,3,5:50.0,,Personal foul by S. Ibaka (drawn by L. Markkanen),85,61
267,3,5:40.0,,L. Markkanen makes 2-pt jump shot from 3 ft (assist by K. Dunn),85,63
268,3,5:23.0,D. DeRozan misses 3-pt jump shot from 23 ft,,85,63
269,3,5:20.0,,Defensive rebound by D. Nwaba,85,63
270,3,5:16.0,,D. Nwaba makes 2-pt layup from 2 ft,85,65
271,3,4:48.0,O. Anunoby misses 2-pt layup from 1 ft,,85,65
272,3,4:47.0,,Defensive rebound by B. Portis,85,65
273,3,4:45.0,,Personal foul by K. Lowry (drawn by K. Dunn),85,65
274,3,4:30.0,,B. Portis makes 2-pt jump shot from 21 ft (assist by L. Markkanen),85,67
275,3,4:07.0,O. Anunoby misses 3-pt jump shot from 25 ft,,85,67
276,3,4:04.0,,Defensive rebound by L. Markkanen,85,67
277,3,3:55.0,,B. Portis misses 3-pt jump shot from 25 ft,85,67
278,3,3:51.0,Defensive rebound by S. Ibaka,,85,67
279,3,3:39.0,D. DeRozan makes 2-pt jump shot from 18 ft,,87,67
280,3,3:24.0,,B. Portis misses 2-pt jump shot from 19 ft,87,67
281,3,3:20.0,Defensive rebound by S. Ibaka,,87,67
282,3,3:10.0,O. Anunoby misses 3-pt jump shot from 23 ft,,87,67
283,3,3:08.0,,Defensive rebound by K. Dunn,87,67
284,3,3:04.0,,B. Portis makes 2-pt layup from 1 ft (assist by K. Dunn),87,69
285,3,3:02.0,Personal foul by D. Nwaba (drawn by K. Lowry),,87,69
286,3,3:02.0,K. Lowry makes free throw 1 of 2,,88,69
287,3,3:02.0,,P. Zipser enters the game for L. Markkanen,88,69
288,3,3:02.0,,J. Grant enters the game for K. Dunn,88,69
289,3,3:02.0,C. Miles enters the game for O. Anunoby,,88,69
290,3,3:02.0,J. Poeltl enters the game for J. Valančiūnas,,88,69
291,3,3:02.0,K. Lowry makes free throw 2 of 2,,89,69
292,3,2:43.0,,J. Grant misses 3-pt jump shot from 25 ft,89,69
293,3,2:40.0,Defensive rebound by K. Lowry,,89,69
294,3,2:38.0,S. Ibaka makes 2-pt layup at rim (assist by K. Lowry),,91,69
295,3,2:29.0,,Shooting foul by J. Poeltl (drawn by D. Nwaba),91,69
296,3,2:29.0,,D. Nwaba misses free throw 1 of 2,91,69
297,3,2:29.0,,Offensive rebound by Team,91,69
298,3,2:29.0,,D. Valentine enters the game for J. Holiday,91,69
299,3,2:29.0,,D. Nwaba makes free throw 2 of 2,91,70
300,3,2:19.0,K. Lowry misses 3-pt jump shot from 25 ft,,91,70
301,3,2:16.0,,Defensive rebound by P. Zipser,91,70
302,3,1:58.0,,D. Nwaba misses 2-pt jump shot from 7 ft,91,70
303,3,1:56.0,Defensive rebound by S. Ibaka,,91,70
304,3,1:49.0,Personal foul by D. Nwaba (drawn by K. Lowry),,91,70
305,3,1:49.0,K. Lowry makes free throw 1 of 2,,92,70
306,3,1:49.0,K. Lowry makes free throw 2 of 2,,93,70
307,3,1:33.0,,P. Zipser makes 2-pt jump shot from 19 ft (assist by J. Grant),93,72
308,3,1:18.0,Turnover by J. Poeltl (bad pass; steal by P. Zipser),,93,72
309,3,1:13.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. Valentine),93,74
310,3,1:01.0,J. Poeltl makes 2-pt layup from 1 ft (assist by K. Lowry),,95,74
311,3,0:47.0,,B. Portis misses 2-pt layup from 2 ft,95,74
312,3,0:47.0,Defensive rebound by K. Lowry,,95,74
313,3,0:39.0,D. DeRozan misses 3-pt jump shot from 25 ft,,95,74
314,3,0:39.0,,Defensive rebound by D. Valentine,95,74
315,3,0:28.0,,Personal foul by J. Poeltl (drawn by D. Valentine),95,74
316,3,0:28.0,,D. Valentine makes free throw 1 of 2,95,75
317,3,0:28.0,,D. Valentine makes free throw 2 of 2,95,76
318,3,0:06.0,C. Miles misses 3-pt jump shot from 23 ft,,95,76
319,3,0:02.0,,Defensive rebound by P. Zipser,95,76
320,3,0:00.0,,D. Valentine misses 3-pt jump shot from 25 ft (block by S. Ibaka),95,76
321,3,0:00.0,,Offensive rebound by Team,95,76
322,4,11:37.0,,D. Valentine makes 2-pt jump shot from 11 ft,95,78
323,4,11:11.0,F. VanVleet misses 3-pt jump shot from 24 ft,,95,78
324,4,11:08.0,,Defensive rebound by D. Valentine,95,78
325,4,10:51.0,,Z. LaVine misses 3-pt jump shot from 23 ft,95,78
326,4,10:48.0,Defensive rebound by J. Poeltl,,95,78
327,4,10:25.0,Turnover by Team (shot clock),,95,78
328,4,10:13.0,,Z. LaVine misses 2-pt layup from 2 ft,95,78
329,4,10:10.0,Defensive rebound by F. VanVleet,,95,78
330,4,10:01.0,P. Siakam makes 2-pt jump shot from 10 ft,,97,78
331,4,9:54.0,,Personal foul by P. Siakam (drawn by J. Grant),97,78
332,4,9:43.0,,P. Zipser misses 2-pt layup from 2 ft,97,78
333,4,9:40.0,Defensive rebound by C. Miles,,97,78
334,4,9:39.0,Personal foul by Z. LaVine (drawn by D. Wright),,97,78
335,4,9:18.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by D. Wright),,100,78
336,4,9:03.0,,D. Valentine misses 2-pt layup from 3 ft (block by J. Poeltl),100,78
337,4,9:01.0,Defensive rebound by J. Poeltl,,100,78
338,4,9:01.0,Personal foul by P. Zipser (drawn by F. VanVleet),,100,78
339,4,8:53.0,F. VanVleet makes 3-pt jump shot from 22 ft (assist by D. Wright),,103,78
340,4,8:51.0,,Chicago full timeout,103,78
341,4,8:44.0,,P. Zipser misses 3-pt jump shot from 25 ft,103,78
342,4,8:43.0,,Offensive rebound by Team,103,78
343,4,8:43.0,Loose ball foul by F. VanVleet (drawn by Z. LaVine),,103,78
344,4,8:27.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by B. Portis),103,80
345,4,8:15.0,Turnover by F. VanVleet (bad pass; steal by B. Portis),,103,80
346,4,8:11.0,,B. Portis makes 2-pt dunk from 1 ft,103,82
347,4,7:56.0,F. VanVleet makes 2-pt layup from 1 ft (assist by J. Poeltl),,105,82
348,4,7:38.0,,B. Portis makes 2-pt jump shot from 5 ft,105,84
349,4,7:08.0,D. Wright makes 2-pt layup from 1 ft,,107,84
350,4,6:55.0,,J. Grant makes 2-pt jump shot from 16 ft,107,86
351,4,6:36.0,P. Siakam misses 2-pt layup from 5 ft (block by P. Zipser),,107,86
352,4,6:33.0,,Defensive rebound by P. Zipser,107,86
353,4,6:31.0,,Z. LaVine misses 2-pt layup from 2 ft (block by J. Poeltl),107,86
354,4,6:31.0,,Offensive rebound by Team,107,86
355,4,6:28.0,,P. Zipser misses 3-pt jump shot from 22 ft,107,86
356,4,6:28.0,Defensive rebound by J. Poeltl,,107,86
357,4,6:16.0,D. Wright makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,110,86
358,4,6:02.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by J. Poeltl),110,86
359,4,6:02.0,Defensive rebound by P. Siakam,,110,86
360,4,5:54.0,J. Poeltl makes 2-pt dunk at rim (assist by D. Wright),,112,86
361,4,5:54.0,,Chicago full timeout,112,86
362,4,5:54.0,,C. Felício enters the game for B. Portis,112,86
363,4,5:54.0,,D. Nwaba enters the game for P. Zipser,112,86
364,4,5:54.0,,N. Vonleh enters the game for Z. LaVine,112,86
365,4,5:34.0,,J. Grant misses 2-pt jump shot from 21 ft,112,86
366,4,5:31.0,Defensive rebound by C. Miles,,112,86
367,4,5:27.0,F. VanVleet misses 3-pt jump shot from 26 ft,,112,86
368,4,5:27.0,,Defensive rebound by N. Vonleh,112,86
369,4,5:08.0,,Turnover by N. Vonleh (lost ball; steal by C. Miles),112,86
370,4,5:02.0,D. Wright misses 3-pt jump shot from 24 ft,,112,86
371,4,4:58.0,,Defensive rebound by N. Vonleh,112,86
372,4,4:56.0,,Shooting foul by C. Miles (drawn by D. Nwaba),112,86
