,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
49,1,5:56.0,M. Brogdon makes 2-pt dunk at rim,,16,12
50,1,5:56.0,,Charlotte full timeout,16,12
51,1,5:56.0,,T. Graham enters the game for M. Kidd-Gilchrist,16,12
52,1,5:56.0,D. Liggins enters the game for E. Bledsoe,,16,12
53,1,5:44.0,,Turnover by D. Howard (traveling),16,12
54,1,5:34.0,S. Brown misses 2-pt layup from 3 ft,,16,12
55,1,5:32.0,,Defensive rebound by M. Williams,16,12
56,1,5:26.0,,Turnover by K. Walker (bad pass; steal by D. Liggins),16,12
57,1,5:20.0,M. Brogdon misses 3-pt jump shot from 25 ft,,16,12
58,1,5:16.0,,Defensive rebound by M. Williams,16,12
59,1,5:10.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by N. Batum),16,14
60,1,4:52.0,T. Snell misses 3-pt jump shot from 24 ft,,16,14
61,1,4:48.0,Offensive rebound by D. Liggins,,16,14
62,1,4:45.0,Turnover by M. Brogdon (bad pass),,16,14
63,1,4:45.0,,F. Kaminsky enters the game for M. Williams,16,14
64,1,4:45.0,T. Maker enters the game for J. Henson,,16,14
65,1,4:27.0,,K. Walker misses 2-pt jump shot from 14 ft,16,14
66,1,4:24.0,Defensive rebound by S. Brown,,16,14
67,1,4:14.0,D. Liggins misses 3-pt jump shot from 22 ft,,16,14
68,1,4:11.0,,Defensive rebound by D. Howard,16,14
69,1,4:00.0,,Offensive foul by D. Howard (drawn by D. Liggins),16,14
70,1,4:00.0,,Turnover by D. Howard (offensive foul),16,14
71,1,3:47.0,S. Brown misses 2-pt jump shot from 18 ft,,16,14
72,1,3:44.0,Offensive rebound by T. Maker,,16,14
73,1,3:44.0,Shooting foul by D. Howard (drawn by T. Maker),,16,14
74,1,3:44.0,T. Maker makes free throw 1 of 2,,17,14
75,1,3:44.0,,M. Carter-Williams enters the game for K. Walker,17,14
76,1,3:44.0,K. Middleton enters the game for T. Snell,,17,14
77,1,3:44.0,T. Maker makes free throw 2 of 2,,18,14
78,1,3:26.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),18,17
79,1,3:01.0,K. Middleton makes 2-pt jump shot from 10 ft,,20,17
80,1,2:43.0,,D. Howard misses 2-pt dunk from 2 ft,20,17
81,1,2:43.0,,Offensive rebound by D. Howard,20,17
82,1,2:43.0,,D. Howard makes 2-pt layup from 2 ft,20,19
83,1,2:43.0,,Shooting foul by T. Maker (drawn by D. Howard),20,19
84,1,2:43.0,Milwaukee full timeout,,20,19
85,1,2:43.0,,J. Lamb enters the game for N. Batum,20,19
86,1,2:43.0,,D. Howard misses free throw 1 of 1,20,19
87,1,2:38.0,Defensive rebound by K. Middleton,,20,19
88,1,2:32.0,K. Middleton misses 2-pt jump shot from 18 ft,,20,19
89,1,2:29.0,,Defensive rebound by J. Lamb,20,19
90,1,2:14.0,,Turnover by M. Carter-Williams (lost ball; steal by D. Liggins),20,19
91,1,2:03.0,K. Middleton misses 2-pt jump shot from 10 ft,,20,19
92,1,2:01.0,Offensive rebound by T. Maker,,20,19
93,1,1:54.0,T. Maker makes 3-pt jump shot from 24 ft (assist by D. Liggins),,23,19
94,1,1:29.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,23,19
95,1,1:26.0,Defensive rebound by T. Maker,,23,19
96,1,1:21.0,Turnover by K. Middleton (bad pass),,23,19
97,1,1:21.0,,J. O'Bryant enters the game for D. Howard,23,19
98,1,1:04.0,,Shooting foul by D. Liggins (drawn by J. O'Bryant),23,19
99,1,1:04.0,,J. O'Bryant makes free throw 1 of 2,23,20
100,1,1:04.0,,J. O'Bryant misses free throw 2 of 2,23,20
101,1,1:02.0,Defensive rebound by T. Maker,,23,20
102,1,0:46.0,D. Liggins misses 3-pt jump shot from 25 ft,,23,20
103,1,0:45.0,,Defensive rebound by Team,23,20
104,1,0:27.0,,J. O'Bryant makes 2-pt hook shot from 8 ft,23,22
105,1,0:01.0,K. Middleton misses 3-pt jump shot from 34 ft,,23,22
106,1,0:01.0,,Defensive rebound by F. Kaminsky,23,22
107,1,0:01.0,,Personal foul by T. Maker (drawn by F. Kaminsky),23,22
108,1,0:01.0,,F. Kaminsky makes free throw 1 of 2,23,23
109,1,0:01.0,,F. Kaminsky makes free throw 2 of 2,23,24
110,2,11:46.0,M. Brogdon misses 2-pt layup from 1 ft,,23,24
111,2,11:43.0,,Defensive rebound by F. Kaminsky,23,24
112,2,11:29.0,,M. Carter-Williams makes 2-pt jump shot from 18 ft,23,26
113,2,11:13.0,S. Kilpatrick misses 2-pt jump shot from 20 ft,,23,26
114,2,11:10.0,,Defensive rebound by J. Lamb,23,26
115,2,10:59.0,,F. Kaminsky misses 2-pt jump shot from 13 ft,23,26
116,2,10:55.0,Defensive rebound by D. Wilson,,23,26
117,2,10:41.0,K. Middleton makes 3-pt jump shot from 24 ft,,26,26
118,2,10:22.0,,T. Graham misses 3-pt jump shot from 23 ft,26,26
119,2,10:20.0,Defensive rebound by K. Middleton,,26,26
120,2,10:16.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by K. Middleton),,28,26
121,2,9:57.0,,Turnover by J. O'Bryant (out of bounds lost ball),28,26
122,2,9:57.0,,M. Monk enters the game for J. O'Bryant,28,26
123,2,9:30.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by M. Dellavedova),,30,26
124,2,9:17.0,,M. Monk misses 2-pt jump shot from 20 ft,30,26
125,2,9:14.0,Defensive rebound by M. Dellavedova,,30,26
126,2,9:03.0,M. Brogdon makes 2-pt layup from 2 ft (assist by S. Kilpatrick),,32,26
127,2,8:57.0,,Charlotte full timeout,32,26
128,2,8:37.0,,T. Graham misses 2-pt jump shot from 10 ft,32,26
129,2,8:35.0,Defensive rebound by S. Kilpatrick,,32,26
130,2,8:24.0,M. Dellavedova misses 2-pt jump shot from 11 ft,,32,26
131,2,8:21.0,,Defensive rebound by M. Carter-Williams,32,26
132,2,8:12.0,,J. Lamb makes 2-pt layup from 2 ft (assist by F. Kaminsky),32,28
133,2,8:12.0,,Shooting foul by D. Wilson (drawn by J. Lamb),32,28
134,2,8:12.0,,M. Kidd-Gilchrist enters the game for T. Graham,32,28
135,2,8:12.0,,N. Batum enters the game for M. Monk,32,28
136,2,8:12.0,,J. Lamb makes free throw 1 of 1,32,29
137,2,8:01.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,32,29
138,2,7:58.0,,Defensive rebound by N. Batum,32,29
139,2,7:49.0,,Personal foul by M. Dellavedova (drawn by M. Kidd-Gilchrist),32,29
140,2,7:49.0,T. Snell enters the game for M. Brogdon,,32,29
141,2,7:49.0,E. Bledsoe enters the game for K. Middleton,,32,29
142,2,7:40.0,,F. Kaminsky makes 2-pt hook shot from 8 ft,32,31
143,2,7:28.0,Personal foul by M. Carter-Williams (drawn by E. Bledsoe),,32,31
144,2,7:28.0,,K. Walker enters the game for M. Carter-Williams,32,31
145,2,7:24.0,M. Dellavedova makes 2-pt jump shot from 22 ft (assist by D. Wilson),,34,31
146,2,7:08.0,,Def 3 sec tech foul by T. Snell,34,31
147,2,7:08.0,,K. Walker makes technical free throw,34,32
148,2,6:57.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),34,35
149,2,6:45.0,E. Bledsoe misses 2-pt jump shot from 8 ft (block by M. Kidd-Gilchrist),,34,35
150,2,6:45.0,Offensive rebound by Team,,34,35
151,2,6:32.0,S. Kilpatrick makes 2-pt layup at rim,,36,35
152,2,6:15.0,,F. Kaminsky makes 2-pt layup from 1 ft,36,37
153,2,5:54.0,E. Bledsoe makes 2-pt layup from 5 ft (assist by S. Kilpatrick),,38,37
154,2,5:43.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by K. Walker),38,39
155,2,5:35.0,Personal foul by M. Kidd-Gilchrist (drawn by E. Bledsoe),,38,39
156,2,5:35.0,,D. Howard enters the game for F. Kaminsky,38,39
157,2,5:35.0,J. Henson enters the game for D. Wilson,,38,39
158,2,5:32.0,T. Snell makes 2-pt jump shot from 17 ft (assist by J. Henson),,40,39
159,2,5:14.0,,Turnover by M. Kidd-Gilchrist (out of bounds lost ball),40,39
160,2,5:10.0,Offensive foul by T. Snell (drawn by M. Kidd-Gilchrist),,40,39
161,2,5:10.0,Turnover by T. Snell (offensive foul),,40,39
162,2,5:10.0,,M. Williams enters the game for J. Lamb,40,39
163,2,4:51.0,,N. Batum misses 2-pt jump shot from 14 ft,40,39
164,2,4:49.0,Defensive rebound by T. Snell,,40,39
165,2,4:43.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,40,39
166,2,4:39.0,,Defensive rebound by N. Batum,40,39
167,2,4:36.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by T. Snell),40,39
168,2,4:31.0,Defensive rebound by S. Kilpatrick,,40,39
169,2,4:28.0,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,43,39
170,2,4:19.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by M. Dellavedova),,43,39
171,2,4:19.0,,Turnover by M. Kidd-Gilchrist (offensive foul),43,39
172,2,4:19.0,K. Middleton enters the game for M. Dellavedova,,43,39
173,2,4:01.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,43,39
174,2,3:58.0,,Defensive rebound by D. Howard,43,39
175,2,3:51.0,,Shooting foul by S. Kilpatrick (drawn by M. Kidd-Gilchrist),43,39
176,2,3:51.0,,M. Kidd-Gilchrist misses free throw 1 of 2,43,39
177,2,3:51.0,,Offensive rebound by Team,43,39
178,2,3:51.0,,M. Kidd-Gilchrist makes free throw 2 of 2,43,40
179,2,3:40.0,Def 3 sec tech foul by M. Kidd-Gilchrist,,43,40
180,2,3:40.0,K. Middleton makes technical free throw,,44,40
181,2,3:40.0,M. Brogdon enters the game for S. Kilpatrick,,44,40
182,2,3:39.0,,T. Graham enters the game for M. Kidd-Gilchrist,44,40
183,2,3:32.0,K. Middleton misses 3-pt jump shot from 26 ft,,44,40
184,2,3:28.0,,Defensive rebound by D. Howard,44,40
185,2,3:20.0,,K. Walker misses 2-pt layup from 2 ft,44,40
186,2,3:20.0,,Offensive rebound by D. Howard,44,40
187,2,3:17.0,,D. Howard makes 2-pt dunk at rim,44,42
188,2,3:14.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,46,42
189,2,2:59.0,,D. Howard misses 2-pt layup from 2 ft,46,42
190,2,2:59.0,Defensive rebound by J. Henson,,46,42
191,2,2:54.0,M. Brogdon misses 2-pt jump shot from 6 ft (block by N. Batum),,46,42
192,2,2:54.0,Offensive rebound by Team,,46,42
193,2,2:54.0,Milwaukee full timeout,,46,42
194,2,2:45.0,J. Henson makes 2-pt dunk from 2 ft (assist by T. Snell),,48,42
195,2,2:34.0,,N. Batum makes 2-pt jump shot from 13 ft (assist by K. Walker),48,44
196,2,2:19.0,K. Middleton misses 3-pt jump shot from 24 ft,,48,44
197,2,2:15.0,,Defensive rebound by M. Williams,48,44
198,2,2:08.0,,T. Graham makes 3-pt jump shot from 22 ft (assist by K. Walker),48,47
199,2,1:59.0,Turnover by E. Bledsoe (out of bounds lost ball),,48,47
200,2,1:48.0,,N. Batum makes 2-pt jump shot from 14 ft (assist by K. Walker),48,49
201,2,1:29.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by K. Middleton),,51,49
202,2,1:18.0,,Personal foul by K. Middleton (drawn by N. Batum),51,49
203,2,1:06.0,,Personal foul by T. Snell (drawn by N. Batum),51,49
204,2,1:06.0,,N. Batum makes free throw 1 of 3,51,50
205,2,1:06.0,,J. O'Bryant enters the game for D. Howard,51,50
206,2,1:06.0,,N. Batum makes free throw 2 of 2,51,51
207,2,0:42.0,J. Henson makes 2-pt dunk at rim (assist by M. Brogdon),,53,51
208,2,0:31.0,,K. Walker makes 2-pt layup from 1 ft,53,53
209,2,0:18.0,Shooting foul by J. O'Bryant (drawn by E. Bledsoe),,53,53
210,2,0:18.0,E. Bledsoe misses free throw 1 of 2,,53,53
211,2,0:18.0,Offensive rebound by Team,,53,53
212,2,0:18.0,E. Bledsoe makes free throw 2 of 2,,54,53
213,2,0:01.0,,N. Batum misses 2-pt jump shot from 17 ft,54,53
214,2,0:01.0,Defensive rebound by J. Henson,,54,53
215,3,11:42.0,J. Henson makes 2-pt layup from 1 ft (assist by M. Dellavedova),,56,53
216,3,11:20.0,,Shooting foul by M. Dellavedova (drawn by D. Howard),56,53
217,3,11:20.0,,D. Howard misses free throw 1 of 2,56,53
218,3,11:20.0,,Offensive rebound by Team,56,53
219,3,11:20.0,,D. Howard makes free throw 2 of 2,56,54
220,3,11:07.0,J. Henson makes 2-pt jump shot from 19 ft (assist by M. Dellavedova),,58,54
221,3,10:51.0,,N. Batum misses 3-pt jump shot from 25 ft,58,54
222,3,10:51.0,Defensive rebound by Team,,58,54
223,3,10:40.0,Shooting foul by D. Howard (drawn by T. Snell),,58,54
224,3,10:40.0,T. Snell makes free throw 1 of 2,,59,54
225,3,10:40.0,T. Snell makes free throw 2 of 2,,60,54
226,3,10:29.0,,K. Walker misses 3-pt jump shot from 25 ft,60,54
227,3,10:26.0,,Offensive rebound by D. Howard,60,54
228,3,10:24.0,,K. Walker misses 3-pt jump shot from 25 ft,60,54
229,3,10:24.0,Defensive rebound by E. Bledsoe,,60,54
230,3,10:17.0,T. Snell makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,63,54
231,3,9:53.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,63,54
232,3,9:51.0,,Offensive rebound by M. Williams,63,54
233,3,9:47.0,,Shooting foul by J. Henson (drawn by D. Howard),63,54
234,3,9:47.0,,D. Howard makes free throw 1 of 2,63,55
235,3,9:47.0,,D. Howard misses free throw 2 of 2,63,55
236,3,9:44.0,Defensive rebound by E. Bledsoe,,63,55
237,3,9:34.0,K. Middleton misses 3-pt jump shot from 22 ft,,63,55
238,3,9:30.0,,Defensive rebound by D. Howard,63,55
239,3,9:18.0,,K. Walker misses 2-pt jump shot from 13 ft,63,55
240,3,9:16.0,Defensive rebound by K. Middleton,,63,55
241,3,9:10.0,K. Middleton makes 2-pt jump shot from 8 ft,,65,55
242,3,9:10.0,,Charlotte full timeout,65,55
243,3,8:56.0,,M. Williams misses 3-pt jump shot from 26 ft,65,55
244,3,8:56.0,,Offensive rebound by Team,65,55
245,3,8:56.0,Loose ball foul by J. Henson (drawn by D. Howard),,65,55
246,3,8:52.0,Violation by M. Dellavedova (kicked ball),,65,55
247,3,8:48.0,,Offensive foul by D. Howard (drawn by E. Bledsoe),65,55
248,3,8:48.0,,Turnover by D. Howard (offensive foul),65,55
249,3,8:36.0,Personal foul by M. Kidd-Gilchrist (drawn by K. Middleton),,65,55
250,3,8:33.0,Personal foul by K. Walker (drawn by E. Bledsoe),,65,55
251,3,8:22.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,65,55
252,3,8:18.0,Offensive rebound by M. Dellavedova,,65,55
253,3,8:16.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by T. Snell),,68,55
254,3,7:56.0,,Turnover by M. Williams (step out of bounds),68,55
255,3,7:48.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,71,55
256,3,7:29.0,,Personal foul by K. Middleton (drawn by D. Howard),71,55
257,3,7:29.0,,T. Graham enters the game for M. Kidd-Gilchrist,71,55
258,3,7:16.0,,N. Batum misses 3-pt jump shot from 28 ft,71,55
259,3,7:14.0,,Offensive rebound by Team,71,55
260,3,7:08.0,,Turnover by T. Graham (bad pass; steal by K. Middleton),71,55
261,3,7:03.0,M. Dellavedova makes 2-pt jump shot from 18 ft (assist by K. Middleton),,73,55
262,3,6:42.0,,Turnover by N. Batum (bad pass),73,55
263,3,6:32.0,E. Bledsoe misses 3-pt jump shot from 27 ft (block by K. Walker),,73,55
264,3,6:27.0,,Defensive rebound by D. Howard,73,55
265,3,6:09.0,,D. Howard makes 2-pt layup from 2 ft,73,57
266,3,5:51.0,J. Henson makes 2-pt hook shot from 7 ft (assist by T. Snell),,75,57
267,3,5:34.0,,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),75,59
268,3,5:11.0,K. Middleton misses 3-pt jump shot from 25 ft,,75,59
269,3,5:06.0,,Defensive rebound by T. Graham,75,59
270,3,5:01.0,,N. Batum makes 2-pt jump shot from 16 ft,75,61
271,3,5:00.0,Milwaukee full timeout,,75,61
272,3,5:00.0,,F. Kaminsky enters the game for M. Williams,75,61
273,3,5:00.0,M. Brogdon enters the game for M. Dellavedova,,75,61
274,3,4:42.0,J. Henson misses 2-pt hook shot from 8 ft,,75,61
275,3,4:40.0,,Defensive rebound by D. Howard,75,61
276,3,4:22.0,,N. Batum makes 2-pt jump shot from 11 ft,75,63
277,3,4:01.0,J. Henson makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),,77,63
278,3,3:46.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),77,66
279,3,3:29.0,K. Middleton makes 2-pt jump shot from 14 ft (assist by M. Brogdon),,79,66
280,3,3:15.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by D. Howard),79,69
281,3,2:53.0,E. Bledsoe misses 2-pt layup from 7 ft (block by D. Howard),,79,69
282,3,2:53.0,Offensive rebound by Team,,79,69
283,3,2:53.0,Offensive foul by K. Middleton (drawn by K. Walker),,79,69
284,3,2:53.0,Turnover by K. Middleton (offensive foul),,79,69
285,3,2:53.0,T. Maker enters the game for J. Henson,,79,69
286,3,2:35.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by K. Walker),79,72
287,3,2:12.0,T. Snell misses 3-pt jump shot from 24 ft,,79,72
288,3,2:10.0,,Defensive rebound by T. Graham,79,72
289,3,1:56.0,,T. Graham makes 2-pt layup from 1 ft (assist by D. Howard),79,74
290,3,1:56.0,Milwaukee full timeout,,79,74
291,3,1:56.0,,J. Lamb enters the game for N. Batum,79,74
292,3,1:56.0,D. Liggins enters the game for E. Bledsoe,,79,74
293,3,1:45.0,M. Brogdon misses 2-pt jump shot from 19 ft,,79,74
294,3,1:42.0,,Defensive rebound by D. Howard,79,74
295,3,1:33.0,,D. Howard makes 2-pt dunk at rim (assist by K. Walker),79,76
296,3,1:20.0,M. Brogdon makes 2-pt jump shot from 12 ft,,81,76
297,3,0:59.0,,Shooting foul by T. Maker (drawn by D. Howard),81,76
298,3,0:59.0,,D. Howard makes free throw 1 of 2,81,77
299,3,0:59.0,,M. Carter-Williams enters the game for K. Walker,81,77
300,3,0:59.0,S. Kilpatrick enters the game for T. Snell,,81,77
301,3,0:59.0,,D. Howard makes free throw 2 of 2,81,78
302,3,0:51.0,Personal foul by M. Carter-Williams (drawn by M. Brogdon),,81,78
303,3,0:48.0,Shooting foul by T. Graham (drawn by K. Middleton),,81,78
304,3,0:48.0,K. Middleton makes free throw 1 of 2,,82,78
305,3,0:48.0,K. Middleton makes free throw 2 of 2,,83,78
306,3,0:35.0,,J. Lamb makes 2-pt layup from 1 ft (assist by M. Carter-Williams),83,80
307,3,0:35.0,,Shooting foul by D. Liggins (drawn by J. Lamb),83,80
308,3,0:35.0,,J. Lamb makes free throw 1 of 1,83,81
309,3,0:23.0,K. Middleton makes 2-pt jump shot from 17 ft,,85,81
310,3,0:01.0,,J. Lamb misses 3-pt jump shot from 29 ft,85,81
311,3,0:01.0,,Offensive rebound by D. Howard,85,81
312,3,0:00.0,,D. Howard misses 2-pt layup from 2 ft,85,81
313,3,0:00.0,,Offensive rebound by Team,85,81
314,4,11:45.0,,F. Kaminsky makes 2-pt layup from 1 ft,85,83
315,4,11:30.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,85,83
316,4,11:26.0,,Defensive rebound by F. Kaminsky,85,83
317,4,11:10.0,,J. O'Bryant misses 2-pt layup from 1 ft,85,83
318,4,11:08.0,Defensive rebound by S. Kilpatrick,,85,83
319,4,11:00.0,K. Middleton makes 2-pt jump shot from 9 ft,,87,83
320,4,10:38.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,87,83
321,4,10:33.0,Defensive rebound by S. Kilpatrick,,87,83
322,4,10:30.0,S. Kilpatrick makes 2-pt layup from 1 ft,,89,83
323,4,10:15.0,,Personal foul by M. Brogdon (drawn by M. Carter-Williams),89,83
324,4,10:05.0,,J. Lamb makes 2-pt jump shot from 13 ft,89,85
325,4,10:05.0,,Shooting foul by D. Liggins (drawn by J. Lamb),89,85
326,4,10:05.0,,J. Lamb makes free throw 1 of 1,89,86
327,4,9:44.0,Personal foul by J. O'Bryant (drawn by K. Middleton),,89,86
328,4,9:37.0,Shooting foul by T. Graham (drawn by K. Middleton),,89,86
329,4,9:37.0,K. Middleton makes free throw 1 of 2,,90,86
330,4,9:37.0,K. Middleton makes free throw 2 of 2,,91,86
331,4,9:21.0,,Shooting foul by S. Kilpatrick (drawn by J. O'Bryant),91,86
332,4,9:21.0,,J. O'Bryant makes free throw 1 of 2,91,87
333,4,9:21.0,,J. O'Bryant makes free throw 2 of 2,91,88
334,4,9:03.0,K. Middleton misses 2-pt jump shot from 12 ft,,91,88
335,4,9:01.0,,Defensive rebound by J. O'Bryant,91,88
336,4,8:50.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,91,88
337,4,8:45.0,Defensive rebound by D. Liggins,,91,88
338,4,8:35.0,T. Maker makes 2-pt hook shot from 4 ft (assist by K. Middleton),,93,88
339,4,8:18.0,,T. Graham misses 2-pt jump shot from 13 ft,93,88
340,4,8:14.0,Defensive rebound by T. Maker,,93,88
341,4,8:01.0,M. Brogdon misses 2-pt layup from 2 ft,,93,88
342,4,7:59.0,,Defensive rebound by J. O'Bryant,93,88
343,4,7:54.0,,Personal foul by D. Liggins (drawn by J. Lamb),93,88
344,4,7:54.0,,M. Kidd-Gilchrist enters the game for T. Graham,93,88
345,4,7:50.0,,Shooting foul by D. Liggins (drawn by J. Lamb),93,88
346,4,7:50.0,,J. Lamb makes free throw 1 of 2,93,89
347,4,7:50.0,,N. Batum enters the game for J. O'Bryant,93,89
348,4,7:50.0,E. Bledsoe enters the game for D. Liggins,,93,89
349,4,7:50.0,,J. Lamb makes free throw 2 of 2,93,90
350,4,7:28.0,M. Brogdon makes 2-pt layup from 2 ft,,95,90
351,4,7:13.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lamb),95,93
352,4,6:57.0,T. Maker misses 2-pt layup from 2 ft,,95,93
353,4,6:55.0,,Defensive rebound by M. Carter-Williams,95,93
354,4,6:43.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,95,93
355,4,6:41.0,Defensive rebound by E. Bledsoe,,95,93
356,4,6:41.0,Milwaukee full timeout,,95,93
357,4,6:41.0,,K. Walker enters the game for M. Carter-Williams,95,93
358,4,6:41.0,J. Henson enters the game for T. Maker,,95,93
359,4,6:41.0,T. Snell enters the game for S. Kilpatrick,,95,93
360,4,6:27.0,J. Henson misses 2-pt layup from 6 ft (block by N. Batum),,95,93
361,4,6:27.0,Offensive rebound by Team,,95,93
362,4,6:20.0,Turnover by M. Brogdon (turnover),,95,93
363,4,6:20.0,Loose ball foul by M. Brogdon (drawn by K. Walker),,95,93
364,4,6:20.0,,K. Walker misses free throw 1 of 2,95,93
365,4,6:20.0,,Offensive rebound by Team,95,93
366,4,6:20.0,,K. Walker makes free throw 2 of 2,95,94
367,4,6:08.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Henson),,95,94
368,4,6:08.0,J. Henson misses free throw 1 of 2,,95,94
369,4,6:08.0,Offensive rebound by Team,,95,94
370,4,6:08.0,J. Henson misses free throw 2 of 2,,95,94
371,4,6:05.0,,Defensive rebound by F. Kaminsky,95,94
372,4,5:45.0,,K. Walker misses 2-pt jump shot from 18 ft,95,94
373,4,5:42.0,Defensive rebound by E. Bledsoe,,95,94
374,4,5:35.0,Turnover by E. Bledsoe (bad pass; steal by F. Kaminsky),,95,94
