,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:46.0,Personal foul by M. Harkless (drawn by A. Davis),,0,0
1,1,11:32.0,Turnover by J. Holiday (lost ball; steal by J. Nurkić),,0,0
2,1,11:13.0,,Shooting block foul by D. Cunningham (drawn by M. Harkless),0,0
3,1,11:13.0,,M. Harkless makes free throw 1 of 2,0,1
4,1,11:13.0,,M. Harkless makes free throw 2 of 2,0,2
5,1,11:06.0,D. Cousins makes 2-pt layup at rim (assist by J. Holiday),,2,2
6,1,10:47.0,,J. Nurkić makes 2-pt hook shot from 10 ft (assist by A. Aminu),2,4
7,1,10:30.0,J. Holiday makes 2-pt jump shot from 3 ft,,4,4
8,1,10:19.0,,D. Lillard misses 3-pt jump shot from 25 ft,4,4
9,1,10:17.0,Defensive rebound by A. Davis,,4,4
10,1,10:11.0,J. Holiday misses 2-pt jump shot from 16 ft,,4,4
11,1,10:06.0,,Defensive rebound by M. Harkless,4,4
12,1,9:57.0,,C. McCollum makes 3-pt jump shot from 24 ft,4,7
13,1,9:39.0,D. Cousins misses 3-pt jump shot from 25 ft,,4,7
14,1,9:37.0,,Defensive rebound by J. Nurkić,4,7
15,1,9:22.0,,C. McCollum misses 2-pt jump shot from 10 ft,4,7
16,1,9:19.0,,Offensive rebound by J. Nurkić,4,7
17,1,9:19.0,,J. Nurkić makes 2-pt layup at rim,4,9
18,1,9:11.0,A. Davis misses 2-pt jump shot from 7 ft,,4,9
19,1,9:09.0,,Defensive rebound by C. McCollum,4,9
20,1,9:00.0,,Turnover by M. Harkless (step out of bounds),4,9
21,1,8:50.0,D. Cunningham misses 3-pt jump shot from 22 ft,,4,9
22,1,8:47.0,,Defensive rebound by J. Nurkić,4,9
23,1,8:35.0,,D. Lillard misses 3-pt jump shot from 25 ft,4,9
24,1,8:33.0,,Offensive rebound by A. Aminu,4,9
25,1,8:32.0,,Turnover by J. Nurkić (turnover),4,9
26,1,8:20.0,J. Holiday misses 2-pt layup from 1 ft (block by M. Harkless),,4,9
27,1,8:20.0,,Turnover by J. Nurkić (bad pass; steal by E. Moore),4,9
28,1,8:17.0,,Defensive rebound by J. Nurkić,4,9
29,1,8:14.0,A. Davis makes 2-pt layup from 1 ft (assist by E. Moore),,6,9
30,1,7:51.0,,C. McCollum misses 2-pt jump shot from 22 ft (block by A. Davis),6,9
31,1,7:49.0,Defensive rebound by D. Cousins,,6,9
32,1,7:49.0,Turnover by D. Cousins (bad pass),,6,9
33,1,7:35.0,Violation by J. Holiday (kicked ball),,6,9
34,1,7:24.0,Loose ball foul by D. Cunningham (drawn by J. Nurkić),,6,9
35,1,7:24.0,D. Miller enters the game for D. Cunningham,,6,9
36,1,7:14.0,,J. Nurkić misses 2-pt jump shot from 20 ft,6,9
37,1,7:10.0,,Offensive rebound by D. Lillard,6,9
38,1,7:06.0,,J. Nurkić misses 2-pt hook shot from 3 ft,6,9
39,1,7:03.0,Defensive rebound by D. Cousins,,6,9
40,1,6:59.0,D. Cousins makes 2-pt layup from 2 ft,,8,9
41,1,6:59.0,Shooting foul by J. Nurkić (drawn by D. Cousins),,8,9
42,1,6:59.0,,Portland full timeout,8,9
43,1,6:59.0,C. Diallo enters the game for A. Davis,,8,9
44,1,6:59.0,D. Cousins misses free throw 1 of 1,,8,9
45,1,6:56.0,,Defensive rebound by A. Aminu,8,9
46,1,6:40.0,,M. Harkless misses 3-pt jump shot from 23 ft,8,9
47,1,6:36.0,Defensive rebound by J. Holiday,,8,9
48,1,6:25.0,D. Cousins misses 3-pt jump shot from 24 ft,,8,9
49,1,6:23.0,,Defensive rebound by C. McCollum,8,9
50,1,6:16.0,,Offensive foul by J. Nurkić (drawn by D. Cousins),8,9
51,1,6:16.0,,Turnover by J. Nurkić (offensive foul),8,9
