,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
395,4,3:53.0,L. James makes 2-pt layup from 1 ft,,97,105
396,4,3:30.0,,D. Lillard misses 2-pt jump shot from 12 ft,97,105
397,4,3:27.0,Defensive rebound by L. James,,97,105
398,4,3:26.0,J. Green enters the game for J. Holland,,97,105
399,4,3:25.0,G. Hill makes 2-pt layup at rim (assist by L. James),,99,105
400,4,3:25.0,,Portland full timeout,99,105
401,4,3:06.0,,A. Aminu misses 3-pt jump shot from 25 ft,99,105
402,4,3:02.0,Defensive rebound by L. James,,99,105
403,4,2:58.0,G. Hill makes 3-pt jump shot from 22 ft (assist by L. James),,102,105
404,4,2:37.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),102,108
405,4,2:20.0,Turnover by L. James (bad pass; steal by D. Lillard),,102,108
406,4,2:03.0,,D. Lillard misses 2-pt jump shot from 18 ft,102,108
407,4,2:02.0,,Offensive rebound by M. Harkless,102,108
408,4,1:49.0,,E. Turner makes 2-pt jump shot from 8 ft,102,110
409,4,1:34.0,J. Clarkson makes 3-pt jump shot from 27 ft,,105,110
410,4,1:13.0,,D. Lillard misses 2-pt layup at rim,105,110
411,4,1:11.0,Defensive rebound by L. James,,105,110
412,4,1:06.0,J. Clarkson misses 3-pt jump shot from 25 ft,,105,110
413,4,1:04.0,,Defensive rebound by Team,105,110
414,4,1:04.0,Loose ball foul by J. Clarkson (drawn by E. Turner),,105,110
415,4,0:40.0,,C. McCollum misses 3-pt jump shot from 25 ft,105,110
416,4,0:38.0,Defensive rebound by L. James,,105,110
417,4,0:33.0,L. James misses 2-pt layup from 1 ft,,105,110
418,4,0:31.0,,Defensive rebound by A. Aminu,105,110
419,4,0:28.0,,Personal take foul by G. Hill (drawn by D. Lillard),105,110
420,4,0:28.0,,D. Lillard makes free throw 1 of 2,105,111
421,4,0:28.0,,D. Lillard makes technical free throw,105,112
422,4,0:28.0,,D. Lillard makes free throw 2 of 2,105,113
423,4,0:20.0,G. Hill misses 3-pt jump shot from 23 ft,,105,113
424,4,0:19.0,,Defensive rebound by E. Turner,105,113
