,QUARTER,TIME_REMAINING,BOSTON_ACTION,SACRAMENTO_ACTION,BOSTON_SCORE,SACRAMENTO_SCORE
45,1,5:25.0,Loose ball foul by J. Brown (drawn by W. Cauley-Stein),,14,10
46,1,5:25.0,,V. Carter enters the game for B. Bogdanović,14,10
47,1,5:25.0,A. Nader enters the game for J. Brown,,14,10
48,1,5:15.0,,W. Cauley-Stein misses 2-pt hook shot from 5 ft,14,10
49,1,5:12.0,Defensive rebound by A. Horford,,14,10
50,1,5:05.0,A. Horford makes 2-pt layup from 3 ft,,16,10
51,1,4:44.0,,S. Labissière makes 2-pt hook shot from 9 ft,16,12
52,1,4:22.0,Turnover by S. Ojeleye (turnover),,16,12
53,1,4:22.0,,K. Koufos enters the game for W. Cauley-Stein,16,12
54,1,4:09.0,,J. Jackson makes 2-pt jump shot from 20 ft (assist by K. Koufos),16,14
55,1,3:54.0,Shooting foul by V. Carter (drawn by S. Ojeleye),,16,14
56,1,3:54.0,S. Ojeleye misses free throw 1 of 2,,16,14
57,1,3:54.0,Offensive rebound by Team,,16,14
58,1,3:54.0,G. Monroe enters the game for A. Baynes,,16,14
59,1,3:54.0,S. Ojeleye makes free throw 2 of 2,,17,14
60,1,3:42.0,,D. Fox makes 2-pt jump shot from 17 ft,17,16
61,1,3:30.0,A. Nader misses 2-pt layup from 3 ft,,17,16
62,1,3:28.0,,Defensive rebound by K. Koufos,17,16
63,1,3:23.0,,D. Fox makes 2-pt dunk from 1 ft,17,18
64,1,3:03.0,G. Monroe misses 2-pt layup from 3 ft,,17,18
65,1,3:00.0,,Defensive rebound by S. Labissière,17,18
66,1,2:53.0,,S. Labissière makes 3-pt jump shot from 25 ft (assist by D. Fox),17,21
67,1,2:53.0,Boston full timeout,,17,21
68,1,2:53.0,,B. Hield enters the game for J. Jackson,17,21
69,1,2:53.0,G. Yabusele enters the game for T. Rozier,,17,21
70,1,2:53.0,J. Tatum enters the game for A. Nader,,17,21
71,1,2:53.0,S. Larkin enters the game for A. Horford,,17,21
72,1,2:37.0,G. Monroe misses 2-pt layup from 2 ft,,17,21
73,1,2:34.0,,Defensive rebound by K. Koufos,17,21
74,1,2:22.0,,S. Labissière misses 3-pt jump shot from 26 ft,17,21
75,1,2:18.0,Defensive rebound by J. Tatum,,17,21
76,1,2:14.0,J. Tatum misses 3-pt jump shot from 24 ft,,17,21
77,1,2:09.0,,Defensive rebound by B. Hield,17,21
78,1,2:05.0,,B. Hield makes 2-pt layup from 2 ft,17,23
79,1,1:42.0,G. Monroe misses 2-pt hook shot from 3 ft,,17,23
80,1,1:39.0,,Defensive rebound by V. Carter,17,23
81,1,1:29.0,,D. Fox misses 2-pt jump shot from 19 ft,17,23
82,1,1:25.0,Defensive rebound by G. Monroe,,17,23
83,1,1:12.0,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by G. Yabusele),,20,23
84,1,0:55.0,,B. Hield makes 2-pt jump shot from 22 ft (assist by S. Labissière),20,25
85,1,0:42.0,S. Larkin makes 2-pt jump shot from 12 ft (assist by G. Yabusele),,22,25
86,1,0:29.0,,S. Labissière misses 2-pt hook shot from 4 ft,22,25
87,1,0:27.0,,Offensive rebound by S. Labissière,22,25
88,1,0:27.0,,S. Labissière makes 2-pt layup at rim,22,27
89,1,0:14.0,S. Larkin makes 2-pt layup from 3 ft,,24,27
90,1,0:00.0,,D. Fox misses 3-pt jump shot from 27 ft,24,27
91,1,0:00.0,,Offensive rebound by Team,24,27
92,2,11:46.0,,B. Hield misses 3-pt jump shot from 25 ft,24,27
93,2,11:42.0,Defensive rebound by J. Tatum,,24,27
94,2,11:25.0,G. Yabusele misses 3-pt jump shot from 24 ft,,24,27
95,2,11:20.0,,Defensive rebound by B. Hield,24,27
96,2,11:08.0,,Turnover by B. Hield (bad pass),24,27
97,2,10:56.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by S. Larkin),,26,27
98,2,10:42.0,,B. Hield makes 2-pt jump shot from 15 ft (assist by F. Mason),26,29
99,2,10:26.0,J. Tatum makes 2-pt jump shot from 19 ft (assist by S. Larkin),,28,29
100,2,10:05.0,,V. Carter misses 3-pt jump shot from 25 ft,28,29
101,2,10:01.0,Defensive rebound by G. Monroe,,28,29
102,2,9:50.0,Shooting foul by W. Cauley-Stein (drawn by G. Yabusele),,28,29
103,2,9:50.0,G. Yabusele misses free throw 1 of 2,,28,29
104,2,9:50.0,Offensive rebound by Team,,28,29
105,2,9:50.0,G. Yabusele makes free throw 2 of 2,,29,29
106,2,9:32.0,,Turnover by V. Carter (traveling),29,29
107,2,9:23.0,Shooting foul by V. Carter (drawn by S. Ojeleye),,29,29
108,2,9:23.0,S. Ojeleye misses free throw 1 of 2,,29,29
109,2,9:23.0,Offensive rebound by Team,,29,29
110,2,9:23.0,S. Ojeleye misses free throw 2 of 2,,29,29
111,2,9:20.0,,Defensive rebound by K. Koufos,29,29
112,2,9:02.0,,F. Mason misses 2-pt layup from 1 ft,29,29
113,2,8:57.0,,Offensive rebound by K. Koufos,29,29
114,2,8:57.0,,K. Koufos makes 2-pt layup at rim,29,31
115,2,8:42.0,S. Ojeleye misses 2-pt layup from 3 ft,,29,31
116,2,8:38.0,Offensive rebound by G. Monroe,,29,31
117,2,8:38.0,G. Monroe makes 2-pt layup at rim,,31,31
118,2,8:20.0,,B. Hield misses 2-pt jump shot from 18 ft,31,31
119,2,8:17.0,Defensive rebound by G. Monroe,,31,31
120,2,8:00.0,G. Monroe misses 2-pt hook shot from 8 ft,,31,31
121,2,7:58.0,,Defensive rebound by V. Carter,31,31
122,2,7:53.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by F. Mason),31,34
123,2,7:32.0,S. Larkin misses 2-pt jump shot from 22 ft,,31,34
124,2,7:29.0,,Defensive rebound by B. Hield,31,34
125,2,7:22.0,,Turnover by W. Cauley-Stein (traveling),31,34
126,2,7:22.0,,B. Bogdanović enters the game for V. Carter,31,34
127,2,7:09.0,J. Tatum makes 2-pt jump shot from 22 ft (assist by G. Monroe),,33,34
128,2,6:59.0,,F. Mason makes 2-pt jump shot from 9 ft,33,36
129,2,6:39.0,Turnover by G. Monroe (lost ball; steal by K. Koufos),,33,36
130,2,6:34.0,,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),33,38
131,2,6:21.0,Turnover by J. Tatum (out of bounds lost ball),,33,38
132,2,6:21.0,,Sacramento full timeout,33,38
133,2,6:21.0,,S. Labissière enters the game for K. Koufos,33,38
134,2,6:21.0,A. Baynes enters the game for J. Tatum,,33,38
135,2,6:21.0,A. Nader enters the game for S. Larkin,,33,38
136,2,6:21.0,T. Rozier enters the game for G. Yabusele,,33,38
137,2,6:21.0,A. Horford enters the game for S. Ojeleye,,33,38
138,2,6:21.0,J. Brown enters the game for G. Monroe,,33,38
139,2,6:06.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),33,41
140,2,5:50.0,J. Brown makes 3-pt jump shot from 24 ft (assist by A. Horford),,36,41
141,2,5:33.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),36,44
142,2,5:13.0,Shooting foul by B. Bogdanović (drawn by J. Brown),,36,44
143,2,5:13.0,J. Brown makes free throw 1 of 2,,37,44
144,2,5:13.0,J. Brown makes free throw 2 of 2,,38,44
145,2,4:55.0,,S. Labissière misses 2-pt jump shot from 7 ft,38,44
146,2,4:54.0,,Offensive rebound by Team,38,44
147,2,4:54.0,Loose ball foul by A. Baynes (drawn by S. Labissière),,38,44
148,2,4:38.0,,F. Mason misses 3-pt jump shot from 23 ft,38,44
149,2,4:35.0,Defensive rebound by A. Horford,,38,44
150,2,4:19.0,A. Horford makes 2-pt layup at rim (assist by T. Rozier),,40,44
151,2,4:02.0,,D. Fox enters the game for F. Mason,40,44
152,2,4:02.0,,J. Jackson enters the game for B. Hield,40,44
153,2,3:53.0,,Shooting foul by A. Nader (drawn by W. Cauley-Stein),40,44
154,2,3:53.0,,W. Cauley-Stein makes free throw 1 of 2,40,45
155,2,3:53.0,,W. Cauley-Stein makes free throw 2 of 2,40,46
156,2,3:35.0,Turnover by J. Brown (bad pass; steal by B. Bogdanović),,40,46
157,2,3:31.0,,J. Jackson makes 2-pt layup from 2 ft (assist by B. Bogdanović),40,48
158,2,3:17.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by A. Horford),,43,48
159,2,2:58.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Bogdanović),43,50
160,2,2:49.0,Boston full timeout,,43,50
161,2,2:49.0,J. Tatum enters the game for J. Brown,,43,50
162,2,2:49.0,S. Ojeleye enters the game for A. Nader,,43,50
163,2,2:49.0,S. Larkin enters the game for A. Baynes,,43,50
164,2,2:33.0,A. Horford makes 2-pt jump shot from 7 ft (assist by S. Larkin),,45,50
165,2,2:07.0,,D. Fox makes 3-pt jump shot from 24 ft (assist by S. Labissière),45,53
166,2,1:55.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by A. Horford),,48,53
167,2,1:36.0,,S. Labissière makes 2-pt jump shot from 18 ft,48,55
168,2,1:25.0,S. Ojeleye misses 3-pt jump shot from 24 ft,,48,55
169,2,1:21.0,,Defensive rebound by S. Labissière,48,55
170,2,1:10.0,,Shooting foul by S. Ojeleye (drawn by W. Cauley-Stein),48,55
171,2,1:10.0,,W. Cauley-Stein makes free throw 1 of 2,48,56
172,2,1:10.0,G. Monroe enters the game for S. Ojeleye,,48,56
173,2,1:10.0,,W. Cauley-Stein makes free throw 2 of 2,48,57
174,2,0:58.0,J. Tatum makes 2-pt jump shot from 16 ft,,50,57
175,2,0:44.0,,S. Labissière makes 3-pt jump shot from 24 ft (assist by J. Jackson),50,60
176,2,0:35.0,A. Horford makes 2-pt layup from 1 ft (assist by S. Larkin),,52,60
177,2,0:25.0,,D. Fox misses 2-pt layup from 3 ft (block by A. Horford),52,60
178,2,0:22.0,Defensive rebound by G. Monroe,,52,60
179,2,0:05.0,Turnover by S. Larkin (lost ball; steal by B. Bogdanović),,52,60
180,2,0:01.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,52,60
181,2,0:01.0,,Offensive rebound by W. Cauley-Stein,52,60
182,2,0:00.0,,W. Cauley-Stein misses 2-pt layup at rim,52,60
183,2,0:00.0,,Offensive rebound by Team,52,60
184,3,11:46.0,,Turnover by J. Jackson (bad pass; steal by T. Rozier),52,60
185,3,11:33.0,Turnover by A. Horford (bad pass),,52,60
186,3,11:25.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,52,60
187,3,11:20.0,Defensive rebound by T. Rozier,,52,60
188,3,11:12.0,A. Baynes makes 2-pt hook shot from 7 ft (assist by A. Horford),,54,60
189,3,10:54.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by S. Labissière),54,62
190,3,10:32.0,A. Horford makes 2-pt layup from 3 ft,,56,62
191,3,10:10.0,,W. Cauley-Stein makes 2-pt jump shot from 15 ft,56,64
192,3,9:50.0,A. Horford misses 2-pt layup from 4 ft (block by S. Labissière),,56,64
193,3,9:50.0,Offensive rebound by Team,,56,64
194,3,9:44.0,J. Tatum misses 2-pt jump shot from 4 ft,,56,64
195,3,9:42.0,,Defensive rebound by S. Labissière,56,64
196,3,9:36.0,,Turnover by D. Fox (bad pass; steal by J. Tatum),56,64
197,3,9:35.0,Personal foul by J. Jackson (drawn by J. Tatum),,56,64
198,3,9:22.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by A. Baynes),,59,64
199,3,9:03.0,,J. Jackson misses 3-pt jump shot from 25 ft,59,64
200,3,9:01.0,Defensive rebound by J. Tatum,,59,64
201,3,8:44.0,Shooting foul by D. Fox (drawn by A. Horford),,59,64
202,3,8:44.0,A. Horford misses free throw 1 of 2,,59,64
203,3,8:44.0,Offensive rebound by Team,,59,64
204,3,8:44.0,A. Horford makes free throw 2 of 2,,60,64
205,3,8:30.0,,W. Cauley-Stein misses 2-pt jump shot from 11 ft,60,64
206,3,8:28.0,Defensive rebound by A. Baynes,,60,64
207,3,8:22.0,J. Brown makes 2-pt dunk from 1 ft,,62,64
208,3,8:02.0,,S. Labissière misses 3-pt jump shot from 24 ft,62,64
209,3,7:59.0,Defensive rebound by J. Tatum,,62,64
210,3,7:47.0,T. Rozier makes 3-pt jump shot from 22 ft,,65,64
211,3,7:40.0,,Sacramento full timeout,65,64
212,3,7:40.0,,K. Koufos enters the game for S. Labissière,65,64
213,3,7:29.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Bogdanović),65,66
214,3,7:15.0,J. Brown misses 2-pt jump shot from 14 ft,,65,66
215,3,7:11.0,,Defensive rebound by B. Bogdanović,65,66
216,3,7:04.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,65,66
217,3,7:02.0,Defensive rebound by J. Tatum,,65,66
218,3,6:57.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Brown),,68,66
219,3,6:39.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,68,66
220,3,6:36.0,Defensive rebound by J. Tatum,,68,66
221,3,6:35.0,Personal foul by W. Cauley-Stein (drawn by A. Horford),,68,66
222,3,6:35.0,S. Ojeleye enters the game for J. Tatum,,68,66
223,3,6:35.0,,V. Carter enters the game for B. Bogdanović,68,66
224,3,6:28.0,A. Baynes makes 2-pt layup from 2 ft (assist by T. Rozier),,70,66
225,3,6:07.0,,Turnover by D. Fox (bad pass; steal by T. Rozier),70,66
226,3,6:03.0,J. Brown makes 2-pt dunk from 2 ft (assist by T. Rozier),,72,66
227,3,5:41.0,,W. Cauley-Stein misses 2-pt layup from 5 ft,72,66
228,3,5:38.0,Defensive rebound by A. Baynes,,72,66
229,3,5:20.0,Shooting foul by D. Fox (drawn by J. Brown),,72,66
230,3,5:20.0,J. Brown makes free throw 1 of 2,,73,66
231,3,5:20.0,,F. Mason enters the game for D. Fox,73,66
232,3,5:20.0,J. Brown makes free throw 2 of 2,,74,66
233,3,5:05.0,,K. Koufos makes 2-pt layup from 1 ft (assist by F. Mason),74,68
234,3,4:52.0,T. Rozier misses 3-pt jump shot from 25 ft,,74,68
235,3,4:50.0,,Defensive rebound by F. Mason,74,68
236,3,4:50.0,,Personal foul by T. Rozier (drawn by F. Mason),74,68
237,3,4:50.0,J. Tatum enters the game for J. Brown,,74,68
238,3,4:40.0,,J. Jackson misses 3-pt jump shot from 25 ft,74,68
239,3,4:35.0,Defensive rebound by A. Baynes,,74,68
240,3,4:17.0,T. Rozier misses 3-pt jump shot from 25 ft,,74,68
241,3,4:15.0,,Defensive rebound by K. Koufos,74,68
242,3,4:04.0,G. Monroe enters the game for A. Baynes,,74,68
243,3,3:55.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,74,68
244,3,3:52.0,Defensive rebound by G. Monroe,,74,68
245,3,3:34.0,J. Tatum misses 2-pt jump shot from 16 ft,,74,68
246,3,3:32.0,,Defensive rebound by W. Cauley-Stein,74,68
247,3,3:17.0,,V. Carter misses 3-pt jump shot from 28 ft,74,68
248,3,3:14.0,Defensive rebound by A. Horford,,74,68
249,3,3:03.0,G. Monroe misses 2-pt hook shot from 4 ft,,74,68
250,3,3:03.0,,Defensive rebound by J. Jackson,74,68
251,3,2:56.0,,F. Mason makes 2-pt layup from 2 ft,74,70
252,3,2:46.0,Boston full timeout,,74,70
253,3,2:46.0,,B. Bogdanović enters the game for W. Cauley-Stein,74,70
254,3,2:46.0,,B. Hield enters the game for J. Jackson,74,70
255,3,2:46.0,S. Larkin enters the game for T. Rozier,,74,70
256,3,2:46.0,A. Nader enters the game for A. Horford,,74,70
257,3,2:29.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Tatum),,76,70
258,3,2:13.0,,F. Mason makes 2-pt jump shot from 18 ft,76,72
259,3,2:02.0,Personal foul by F. Mason (drawn by S. Larkin),,76,72
260,3,2:02.0,S. Larkin makes free throw 1 of 2,,77,72
261,3,2:02.0,S. Larkin makes free throw 2 of 2,,78,72
262,3,1:38.0,,B. Hield misses 2-pt jump shot from 8 ft,78,72
263,3,1:33.0,,Offensive rebound by K. Koufos,78,72
264,3,1:33.0,,K. Koufos makes 2-pt layup at rim,78,74
265,3,1:21.0,Turnover by G. Monroe (lost ball; steal by B. Hield),,78,74
266,3,1:17.0,,Turnover by V. Carter (bad pass; steal by S. Larkin),78,74
267,3,1:02.0,Turnover by J. Tatum (lost ball; steal by B. Hield),,78,74
268,3,1:01.0,,Shooting foul by J. Tatum (drawn by B. Hield),78,74
269,3,1:01.0,,B. Hield makes free throw 1 of 2,78,75
270,3,1:01.0,,B. Hield makes free throw 2 of 2,78,76
271,3,0:44.0,S. Ojeleye makes 2-pt layup from 3 ft (assist by G. Monroe),,80,76
272,3,0:28.0,,V. Carter makes 2-pt jump shot from 20 ft,80,78
273,3,0:05.0,J. Tatum misses 3-pt jump shot from 24 ft,,80,78
274,3,0:02.0,,Defensive rebound by K. Koufos,80,78
275,3,0:00.0,,B. Bogdanović misses 3-pt jump shot from 46 ft,80,78
276,3,0:00.0,,Offensive rebound by Team,80,78
277,4,11:38.0,A. Nader misses 2-pt jump shot from 4 ft,,80,78
278,4,11:35.0,,Defensive rebound by K. Koufos,80,78
279,4,11:24.0,,F. Mason makes 2-pt layup from 2 ft (assist by B. Hield),80,80
280,4,11:10.0,G. Monroe misses 2-pt hook shot from 4 ft,,80,80
281,4,11:10.0,Offensive rebound by Team,,80,80
282,4,11:10.0,T. Rozier enters the game for J. Tatum,,80,80
283,4,11:06.0,T. Rozier makes 2-pt jump shot from 16 ft,,82,80
284,4,10:46.0,,B. Hield misses 2-pt jump shot from 20 ft,82,80
285,4,10:43.0,Defensive rebound by S. Ojeleye,,82,80
286,4,10:37.0,,Violation by B. Hield (kicked ball),82,80
287,4,10:22.0,G. Monroe misses 2-pt hook shot from 10 ft,,82,80
288,4,10:20.0,,Defensive rebound by V. Carter,82,80
289,4,10:12.0,,K. Koufos makes 2-pt layup from 1 ft (assist by F. Mason),82,82
290,4,9:56.0,Personal foul by F. Mason (drawn by T. Rozier),,82,82
291,4,9:47.0,Personal foul by K. Koufos (drawn by T. Rozier),,82,82
292,4,9:37.0,Personal foul by K. Koufos (drawn by S. Larkin),,82,82
293,4,9:30.0,Turnover by A. Nader (traveling),,82,82
294,4,9:11.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,82,82
295,4,9:08.0,Defensive rebound by G. Monroe,,82,82
296,4,8:53.0,T. Rozier makes 3-pt jump shot from 25 ft,,85,82
297,4,8:42.0,,Sacramento full timeout,85,82
298,4,8:42.0,J. Bird enters the game for A. Nader,,85,82
299,4,8:27.0,Offensive charge foul by B. Hield (drawn by T. Rozier),,85,82
300,4,8:27.0,,Turnover by B. Hield (offensive foul),85,82
301,4,8:01.0,T. Rozier misses 3-pt jump shot from 25 ft,,85,82
302,4,7:59.0,,Defensive rebound by K. Koufos,85,82
303,4,7:54.0,,Personal foul by S. Ojeleye (drawn by V. Carter),85,82
304,4,7:54.0,J. Brown enters the game for S. Larkin,,85,82
305,4,7:43.0,,B. Hield misses 3-pt jump shot from 21 ft,85,82
306,4,7:41.0,Defensive rebound by G. Monroe,,85,82
307,4,7:25.0,Turnover by T. Rozier (bad pass; steal by B. Hield),,85,82
308,4,7:23.0,,Turnover by B. Hield (lost ball; steal by T. Rozier),85,82
309,4,7:07.0,T. Rozier makes 2-pt layup from 2 ft,,87,82
310,4,7:07.0,Shooting foul by F. Mason (drawn by T. Rozier),,87,82
311,4,7:07.0,,S. Labissière enters the game for V. Carter,87,82
312,4,7:07.0,A. Horford enters the game for S. Ojeleye,,87,82
313,4,7:07.0,T. Rozier makes free throw 1 of 1,,88,82
314,4,6:55.0,,F. Mason makes 2-pt jump shot from 9 ft,88,84
315,4,6:34.0,G. Monroe misses 2-pt layup from 2 ft,,88,84
316,4,6:30.0,,Defensive rebound by F. Mason,88,84
317,4,6:27.0,,F. Mason makes 2-pt layup from 2 ft,88,86
318,4,6:27.0,Boston full timeout,,88,86
319,4,6:27.0,A. Baynes enters the game for G. Monroe,,88,86
320,4,6:08.0,J. Brown makes 2-pt jump shot from 11 ft,,90,86
321,4,5:49.0,,Turnover by F. Mason (bad pass; steal by J. Brown),90,86
322,4,5:46.0,J. Brown makes 2-pt layup from 2 ft,,92,86
323,4,5:23.0,,S. Labissière misses 3-pt jump shot from 24 ft,92,86
324,4,5:20.0,Defensive rebound by A. Baynes,,92,86
325,4,5:02.0,A. Horford misses 2-pt layup from 2 ft,,92,86
326,4,4:58.0,,Defensive rebound by F. Mason,92,86
327,4,4:50.0,,S. Labissière misses 2-pt jump shot from 14 ft,92,86
328,4,4:46.0,Defensive rebound by A. Baynes,,92,86
329,4,4:26.0,T. Rozier makes 2-pt jump shot from 13 ft,,94,86
330,4,4:06.0,,B. Hield misses 3-pt jump shot from 24 ft,94,86
331,4,4:04.0,Defensive rebound by J. Brown,,94,86
332,4,3:48.0,A. Horford makes 3-pt jump shot from 25 ft,,97,86
333,4,3:47.0,,Sacramento full timeout,97,86
334,4,3:47.0,,W. Cauley-Stein enters the game for F. Mason,97,86
335,4,3:47.0,,D. Fox enters the game for K. Koufos,97,86
336,4,3:40.0,,Shooting foul by A. Baynes (drawn by S. Labissière),97,86
337,4,3:40.0,,S. Labissière makes free throw 1 of 2,97,87
338,4,3:40.0,,S. Labissière makes free throw 2 of 2,97,88
339,4,3:18.0,A. Baynes makes 2-pt hook shot from 11 ft (assist by A. Horford),,99,88
340,4,3:04.0,,S. Labissière misses 2-pt hook shot from 6 ft,99,88
341,4,3:01.0,Defensive rebound by J. Brown,,99,88
342,4,2:40.0,A. Horford misses 2-pt jump shot from 11 ft,,99,88
343,4,2:37.0,,Defensive rebound by B. Hield,99,88
344,4,2:22.0,,B. Hield misses 3-pt jump shot from 24 ft,99,88
345,4,2:18.0,,Offensive rebound by S. Labissière,99,88
346,4,2:16.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,99,88
347,4,2:13.0,,Offensive rebound by B. Hield,99,88
348,4,2:10.0,,B. Hield makes 3-pt jump shot from 22 ft,99,91
349,4,1:52.0,Personal foul by B. Bogdanović (drawn by J. Brown),,99,91
350,4,1:52.0,J. Brown makes free throw 1 of 2,,100,91
351,4,1:52.0,S. Ojeleye enters the game for A. Baynes,,100,91
352,4,1:52.0,J. Brown makes free throw 2 of 2,,101,91
353,4,1:44.0,,D. Fox misses 2-pt jump shot from 15 ft,101,91
354,4,1:41.0,Defensive rebound by T. Rozier,,101,91
355,4,1:25.0,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by A. Horford),,104,91
356,4,1:18.0,,B. Hield misses 2-pt jump shot from 15 ft,104,91
357,4,1:16.0,,Offensive rebound by W. Cauley-Stein,104,91
358,4,1:15.0,,Turnover by W. Cauley-Stein (bad pass),104,91
359,4,0:50.0,J. Brown misses 2-pt jump shot from 16 ft,,104,91
360,4,0:47.0,Offensive rebound by J. Bird,,104,91
361,4,0:45.0,J. Brown misses 3-pt jump shot from 25 ft,,104,91
362,4,0:45.0,Offensive rebound by S. Ojeleye,,104,91
363,4,0:39.0,S. Ojeleye misses 2-pt dunk at rim,,104,91
364,4,0:38.0,,Defensive rebound by B. Hield,104,91
365,4,0:36.0,,Turnover by B. Hield (bad pass; steal by T. Rozier),104,91
366,4,0:15.0,J. Brown misses 3-pt jump shot from 26 ft,,104,91
367,4,0:15.0,Offensive rebound by Team,,104,91
368,4,0:15.0,Turnover by Team (shot clock),,104,91
369,4,0:15.0,K. Allen enters the game for T. Rozier,,104,91
370,4,0:07.0,,B. Hield makes 2-pt layup from 2 ft,104,93
