,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
0,1,11:41.0,J. Jackson misses 2-pt jump shot from 16 ft,,0,0
1,1,11:36.0,Offensive rebound by B. Bogdanović,,0,0
2,1,11:35.0,,Offensive charge foul by W. Cauley-Stein (drawn by K. Kuzma),0,0
3,1,11:35.0,Turnover by W. Cauley-Stein (offensive foul),,0,0
4,1,11:19.0,,J. Randle makes 2-pt hook shot from 3 ft (assist by K. Caldwell-Pope),0,2
5,1,11:02.0,Personal foul by J. Randle (drawn by S. Labissière),,0,2
6,1,10:55.0,S. Labissière makes 2-pt dunk at rim (assist by D. Fox),,2,2
7,1,10:31.0,,A. Caruso misses 2-pt dunk from 1 ft,2,2
8,1,10:28.0,Defensive rebound by D. Fox,,2,2
9,1,10:23.0,B. Bogdanović makes 2-pt jump shot from 9 ft,,4,2
10,1,10:09.0,,Shooting block foul by W. Cauley-Stein (drawn by B. Lopez),4,2
11,1,10:09.0,,B. Lopez makes free throw 1 of 2,4,3
12,1,10:09.0,J. Cooley enters the game for W. Cauley-Stein,,4,3
13,1,10:09.0,,B. Lopez makes free throw 2 of 2,4,4
14,1,9:45.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,6,4
15,1,9:24.0,,K. Kuzma makes 2-pt jump shot from 6 ft,6,6
16,1,9:15.0,D. Fox misses 3-pt jump shot from 25 ft,,6,6
17,1,9:14.0,Offensive rebound by Team,,6,6
18,1,9:14.0,,Loose ball foul by B. Lopez (drawn by J. Cooley),6,6
19,1,9:01.0,S. Labissière makes 2-pt dunk from 1 ft (assist by D. Fox),,8,6
20,1,8:48.0,,Turnover by K. Kuzma (out of bounds lost ball),8,6
21,1,8:34.0,S. Labissière misses 3-pt jump shot from 25 ft,,8,6
22,1,8:30.0,,Defensive rebound by K. Caldwell-Pope,8,6
23,1,8:20.0,,J. Randle makes 2-pt hook shot from 3 ft,8,8
24,1,8:03.0,J. Jackson misses 2-pt jump shot from 18 ft,,8,8
25,1,8:02.0,,Defensive rebound by Team,8,8
26,1,8:02.0,Loose ball foul by B. Bogdanović (drawn by K. Caldwell-Pope),,8,8
27,1,7:50.0,,B. Lopez misses 2-pt jump shot from 9 ft,8,8
28,1,7:47.0,Defensive rebound by J. Cooley,,8,8
29,1,7:36.0,S. Labissière misses 2-pt hook shot from 5 ft,,8,8
30,1,7:34.0,,Defensive rebound by J. Randle,8,8
31,1,7:27.0,,K. Kuzma misses 3-pt jump shot from 26 ft,8,8
32,1,7:23.0,Defensive rebound by J. Cooley,,8,8
33,1,7:15.0,J. Cooley misses 2-pt jump shot from 7 ft,,8,8
34,1,7:09.0,Offensive rebound by S. Labissière,,8,8
35,1,7:09.0,S. Labissière misses 2-pt layup at rim,,8,8
36,1,7:08.0,Offensive rebound by J. Cooley,,8,8
37,1,6:47.0,D. Fox makes 2-pt jump shot from 8 ft,,10,8
38,1,6:28.0,,Turnover by J. Randle (bad pass; steal by B. Bogdanović),10,8
39,1,6:13.0,D. Fox misses 2-pt jump shot from 15 ft,,10,8
40,1,6:08.0,,Defensive rebound by A. Caruso,10,8
41,1,6:04.0,,J. Randle makes 2-pt dunk from 1 ft (assist by A. Caruso),10,10
42,1,5:39.0,J. Jackson misses 3-pt jump shot from 26 ft,,10,10
43,1,5:34.0,,Defensive rebound by K. Caldwell-Pope,10,10
44,1,5:32.0,Violation by D. Fox (kicked ball),,10,10
45,1,5:32.0,,LA Lakers full timeout,10,10
46,1,5:32.0,,T. Ennis enters the game for A. Caruso,10,10
47,1,5:32.0,,I. Zubac enters the game for B. Lopez,10,10
48,1,5:32.0,J. Sampson enters the game for S. Labissière,,10,10
49,1,5:20.0,,J. Randle misses 2-pt layup from 3 ft (block by J. Sampson),10,10
50,1,5:17.0,Defensive rebound by J. Cooley,,10,10
51,1,5:09.0,Def 3 sec tech foul by J. Randle,,10,10
52,1,5:09.0,B. Bogdanović makes technical free throw,,11,10
53,1,5:01.0,B. Bogdanović makes 2-pt jump shot from 19 ft,,13,10
54,1,4:45.0,Violation by J. Cooley (kicked ball),,13,10
55,1,4:33.0,,K. Kuzma makes 2-pt hook shot from 5 ft (assist by T. Ennis),13,12
56,1,4:14.0,D. Fox misses 2-pt layup from 3 ft,,13,12
57,1,4:10.0,Offensive rebound by J. Cooley,,13,12
58,1,4:10.0,J. Cooley misses 2-pt layup at rim,,13,12
59,1,4:10.0,,Defensive rebound by T. Ennis,13,12
60,1,4:08.0,,J. Randle makes 2-pt dunk at rim (assist by T. Ennis),13,14
61,1,3:44.0,J. Sampson makes 2-pt layup from 1 ft,,15,14
62,1,3:44.0,Shooting foul by J. Randle (drawn by J. Sampson),,15,14
63,1,3:44.0,,J. Hart enters the game for J. Randle,15,14
64,1,3:44.0,V. Carter enters the game for J. Jackson,,15,14
65,1,3:44.0,J. Sampson makes free throw 1 of 1,,16,14
66,1,3:44.0,S. Labissière enters the game for J. Cooley,,16,14
67,1,3:30.0,,T. Ennis makes 2-pt layup from 4 ft (assist by I. Zubac),16,16
68,1,3:14.0,Sacramento full timeout,,16,16
69,1,3:14.0,,C. Frye enters the game for K. Kuzma,16,16
70,1,3:14.0,F. Mason enters the game for D. Fox,,16,16
71,1,3:09.0,V. Carter misses 2-pt jump shot from 20 ft,,16,16
72,1,3:05.0,,Defensive rebound by C. Frye,16,16
73,1,2:56.0,,I. Zubac misses 2-pt dunk from 1 ft (block by J. Sampson),16,16
74,1,2:53.0,,Offensive rebound by I. Zubac,16,16
75,1,2:51.0,,I. Zubac makes 2-pt hook shot from 5 ft,16,18
76,1,2:31.0,Turnover by S. Labissière (lost ball; steal by K. Caldwell-Pope),,16,18
77,1,2:28.0,,K. Caldwell-Pope makes 2-pt layup at rim,16,20
78,1,2:12.0,J. Sampson misses 2-pt layup from 1 ft (block by T. Ennis),,16,20
79,1,2:09.0,,Defensive rebound by I. Zubac,16,20
80,1,1:59.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,16,20
81,1,1:55.0,,Offensive rebound by J. Hart,16,20
82,1,1:34.0,,Turnover by Team (shot clock),16,20
83,1,1:34.0,N. Hayes enters the game for B. Bogdanović,,16,20
84,1,1:34.0,B. Hield enters the game for J. Sampson,,16,20
85,1,1:21.0,N. Hayes misses 3-pt jump shot from 24 ft,,16,20
86,1,1:16.0,Offensive rebound by S. Labissière,,16,20
87,1,1:01.0,F. Mason misses 3-pt jump shot from 26 ft,,16,20
88,1,0:58.0,,Defensive rebound by I. Zubac,16,20
89,1,0:44.0,,T. Ennis makes 2-pt hook shot from 3 ft,16,22
90,1,0:29.0,F. Mason misses 2-pt layup from 3 ft (block by T. Ennis),,16,22
91,1,0:29.0,Offensive rebound by Team,,16,22
92,1,0:23.0,B. Hield makes 3-pt jump shot from 28 ft,,19,22
93,1,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,19,22
94,1,0:00.0,,Offensive rebound by Team,19,22
95,2,11:45.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by T. Ennis),19,24
96,2,11:22.0,B. Hield misses 2-pt jump shot from 11 ft,,19,24
97,2,11:17.0,Offensive rebound by S. Labissière,,19,24
98,2,11:14.0,B. Hield misses 3-pt jump shot from 24 ft,,19,24
99,2,11:11.0,Offensive rebound by S. Labissière,,19,24
100,2,11:09.0,S. Labissière misses 2-pt layup from 2 ft (block by C. Frye),,19,24
101,2,11:09.0,Offensive rebound by S. Labissière,,19,24
102,2,10:54.0,F. Mason misses 2-pt layup from 4 ft,,19,24
103,2,10:52.0,,Defensive rebound by I. Zubac,19,24
104,2,10:48.0,,J. Hart misses 3-pt jump shot from 22 ft,19,24
105,2,10:44.0,Defensive rebound by S. Labissière,,19,24
106,2,10:25.0,B. Hield makes 2-pt layup from 3 ft,,21,24
107,2,10:03.0,,T. Ennis misses 3-pt jump shot from 28 ft,21,24
108,2,10:00.0,Defensive rebound by V. Carter,,21,24
109,2,9:44.0,Turnover by S. Labissière (bad pass; steal by I. Zubac),,21,24
110,2,9:33.0,,K. Kuzma makes 3-pt jump shot from 22 ft (assist by J. Hart),21,27
111,2,9:12.0,S. Labissière misses 2-pt hook shot from 6 ft,,21,27
112,2,9:08.0,,Defensive rebound by C. Frye,21,27
113,2,9:01.0,,C. Frye misses 3-pt jump shot from 24 ft,21,27
114,2,8:57.0,Defensive rebound by B. Hield,,21,27
115,2,8:52.0,F. Mason misses 3-pt jump shot from 23 ft,,21,27
116,2,8:47.0,,Defensive rebound by I. Zubac,21,27
117,2,8:37.0,,Turnover by K. Kuzma (bad pass; steal by S. Labissière),21,27
118,2,8:22.0,S. Labissière misses 2-pt jump shot from 14 ft,,21,27
119,2,8:18.0,,Defensive rebound by C. Frye,21,27
120,2,8:11.0,,Shooting foul by F. Mason (drawn by I. Zubac),21,27
121,2,8:11.0,,I. Zubac misses free throw 1 of 2,21,27
122,2,8:11.0,,Offensive rebound by Team,21,27
123,2,8:11.0,,A. Caruso enters the game for T. Ennis,21,27
124,2,8:11.0,W. Cauley-Stein enters the game for S. Labissière,,21,27
125,2,8:11.0,J. Jackson enters the game for V. Carter,,21,27
126,2,8:11.0,,I. Zubac makes free throw 2 of 2,21,28
127,2,7:52.0,B. Hield makes 2-pt jump shot from 9 ft,,23,28
128,2,7:41.0,,J. Hart misses 3-pt jump shot from 24 ft,23,28
129,2,7:39.0,Defensive rebound by W. Cauley-Stein,,23,28
130,2,7:30.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by I. Zubac),,23,28
131,2,7:27.0,,Defensive rebound by I. Zubac,23,28
132,2,7:21.0,,I. Zubac makes 2-pt layup from 1 ft (assist by J. Hart),23,30
133,2,7:04.0,Shooting foul by I. Zubac (drawn by W. Cauley-Stein),,23,30
134,2,7:04.0,W. Cauley-Stein misses free throw 1 of 2,,23,30
135,2,7:04.0,Offensive rebound by Team,,23,30
136,2,7:04.0,,B. Lopez enters the game for I. Zubac,23,30
137,2,7:04.0,W. Cauley-Stein makes free throw 2 of 2,,24,30
138,2,6:40.0,,B. Lopez misses 3-pt jump shot from 25 ft,24,30
139,2,6:35.0,,Offensive rebound by C. Frye,24,30
140,2,6:35.0,,LA Lakers full timeout,24,30
141,2,6:35.0,,K. Caldwell-Pope enters the game for J. Hart,24,30
142,2,6:35.0,,J. Randle enters the game for C. Frye,24,30
143,2,6:35.0,D. Fox enters the game for F. Mason,,24,30
144,2,6:30.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,24,30
145,2,6:26.0,Defensive rebound by W. Cauley-Stein,,24,30
146,2,6:12.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Hield),,26,30
147,2,5:51.0,,J. Randle misses 2-pt hook shot from 3 ft,26,30
148,2,5:49.0,Defensive rebound by W. Cauley-Stein,,26,30
149,2,5:37.0,Turnover by W. Cauley-Stein (bad pass; steal by K. Kuzma),,26,30
150,2,5:32.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by K. Kuzma),26,32
151,2,5:09.0,B. Hield makes 2-pt layup at rim (assist by W. Cauley-Stein),,28,32
152,2,5:02.0,,K. Kuzma misses 2-pt jump shot from 21 ft,28,32
153,2,5:01.0,Defensive rebound by W. Cauley-Stein,,28,32
154,2,4:44.0,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),,31,32
155,2,4:44.0,,LA Lakers full timeout,31,32
156,2,4:31.0,,A. Caruso misses 2-pt layup from 6 ft,31,32
157,2,4:29.0,Defensive rebound by W. Cauley-Stein,,31,32
158,2,4:27.0,J. Jackson misses 3-pt jump shot from 23 ft,,31,32
159,2,4:27.0,,Defensive rebound by B. Lopez,31,32
160,2,4:08.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,31,34
161,2,4:08.0,,Shooting foul by D. Fox (drawn by K. Caldwell-Pope),31,34
162,2,4:08.0,,J. Hart enters the game for K. Kuzma,31,34
163,2,4:08.0,,K. Caldwell-Pope makes free throw 1 of 1,31,35
164,2,3:51.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by B. Hield),,33,35
165,2,3:51.0,Shooting foul by J. Randle (drawn by W. Cauley-Stein),,33,35
166,2,3:51.0,,K. Kuzma enters the game for J. Randle,33,35
167,2,3:51.0,B. Bogdanović enters the game for J. Jackson,,33,35
168,2,3:51.0,W. Cauley-Stein misses free throw 1 of 1,,33,35
169,2,3:51.0,Offensive rebound by Team,,33,35
170,2,3:35.0,B. Bogdanović makes 2-pt jump shot from 4 ft,,35,35
171,2,3:17.0,,K. Caldwell-Pope makes 2-pt layup from 4 ft,35,37
172,2,3:07.0,B. Hield makes 2-pt layup from 2 ft,,37,37
173,2,2:47.0,,A. Caruso makes 3-pt jump shot from 25 ft (assist by B. Lopez),37,40
174,2,2:27.0,Shooting foul by J. Hart (drawn by N. Hayes),,37,40
175,2,2:27.0,N. Hayes misses free throw 1 of 2,,37,40
176,2,2:27.0,Offensive rebound by Team,,37,40
177,2,2:27.0,,C. Frye enters the game for K. Kuzma,37,40
178,2,2:27.0,J. Cooley enters the game for W. Cauley-Stein,,37,40
179,2,2:27.0,N. Hayes misses free throw 2 of 2,,37,40
180,2,2:25.0,,Defensive rebound by C. Frye,37,40
181,2,2:07.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,37,40
182,2,2:03.0,Defensive rebound by B. Hield,,37,40
183,2,1:47.0,N. Hayes misses 2-pt jump shot from 9 ft,,37,40
184,2,1:46.0,Offensive rebound by J. Cooley,,37,40
185,2,1:46.0,Shooting foul by C. Frye (drawn by J. Cooley),,37,40
186,2,1:46.0,J. Cooley misses free throw 1 of 2,,37,40
187,2,1:46.0,Offensive rebound by Team,,37,40
188,2,1:46.0,J. Cooley makes free throw 2 of 2,,38,40
189,2,1:32.0,,A. Caruso misses 3-pt jump shot from 24 ft,38,40
190,2,1:28.0,Defensive rebound by D. Fox,,38,40
191,2,1:17.0,D. Fox misses 2-pt jump shot from 4 ft,,38,40
192,2,1:14.0,,Defensive rebound by B. Lopez,38,40
193,2,1:13.0,,Shooting foul by B. Hield (drawn by K. Caldwell-Pope),38,40
194,2,1:13.0,,K. Caldwell-Pope makes free throw 1 of 2,38,41
195,2,1:13.0,,K. Caldwell-Pope misses free throw 2 of 2,38,41
196,2,1:10.0,Defensive rebound by N. Hayes,,38,41
197,2,1:01.0,D. Fox misses 3-pt jump shot from 23 ft,,38,41
198,2,0:58.0,,Defensive rebound by C. Frye,38,41
199,2,0:48.0,,B. Lopez misses 3-pt jump shot from 25 ft,38,41
200,2,0:46.0,Defensive rebound by N. Hayes,,38,41
201,2,0:40.0,B. Hield makes 3-pt jump shot from 25 ft,,41,41
202,2,0:26.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft,41,43
203,2,0:05.0,D. Fox makes 2-pt jump shot from 16 ft,,43,43
204,2,0:01.0,,A. Caruso misses 3-pt jump shot from 28 ft,43,43
205,2,0:00.0,,Offensive rebound by Team,43,43
206,3,11:46.0,Violation by D. Fox (kicked ball),,43,43
207,3,11:34.0,,J. Randle misses 2-pt layup from 3 ft,43,43
208,3,11:31.0,Defensive rebound by S. Labissière,,43,43
209,3,11:16.0,D. Fox makes 2-pt layup from 4 ft (assist by W. Cauley-Stein),,45,43
210,3,11:10.0,,Turnover by B. Lopez (traveling),45,43
211,3,10:59.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,45,43
212,3,10:55.0,,Defensive rebound by J. Randle,45,43
213,3,10:49.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by A. Caruso),45,46
214,3,10:42.0,Turnover by D. Fox (bad pass; steal by A. Caruso),,45,46
215,3,10:37.0,,K. Kuzma misses 3-pt jump shot from 22 ft,45,46
216,3,10:32.0,Defensive rebound by S. Labissière,,45,46
217,3,10:17.0,S. Labissière makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,47,46
218,3,10:04.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,47,46
219,3,10:00.0,Defensive rebound by S. Labissière,,47,46
220,3,9:53.0,D. Fox misses 2-pt jump shot from 18 ft,,47,46
221,3,9:49.0,,Defensive rebound by J. Randle,47,46
222,3,9:43.0,,K. Caldwell-Pope makes 2-pt hook shot from 3 ft (assist by B. Lopez),47,48
223,3,9:43.0,,Shooting foul by W. Cauley-Stein (drawn by K. Caldwell-Pope),47,48
224,3,9:43.0,,K. Caldwell-Pope makes free throw 1 of 1,47,49
225,3,9:29.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,49,49
226,3,9:17.0,,B. Lopez makes 2-pt hook shot from 6 ft,49,51
227,3,8:55.0,Turnover by S. Labissière (traveling),,49,51
228,3,8:42.0,,Shooting foul by S. Labissière (drawn by J. Randle),49,51
229,3,8:42.0,,J. Randle misses free throw 1 of 2,49,51
230,3,8:42.0,,Offensive rebound by Team,49,51
231,3,8:42.0,J. Sampson enters the game for S. Labissière,,49,51
232,3,8:42.0,,J. Randle misses free throw 2 of 2,49,51
233,3,8:38.0,,Offensive rebound by K. Kuzma,49,51
234,3,8:27.0,,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,49,51
235,3,8:23.0,Defensive rebound by J. Sampson,,49,51
236,3,8:11.0,,Offensive charge foul by W. Cauley-Stein (drawn by A. Caruso),49,51
237,3,8:11.0,Turnover by W. Cauley-Stein (offensive foul),,49,51
238,3,7:56.0,,Personal foul by W. Cauley-Stein,49,51
239,3,7:56.0,J. Cooley enters the game for W. Cauley-Stein,,49,51
240,3,7:56.0,Technical foul by W. Cauley-Stein,,49,51
241,3,7:56.0,,K. Caldwell-Pope makes technical free throw,49,52
242,3,7:48.0,,B. Lopez misses 3-pt jump shot from 24 ft,49,52
243,3,7:43.0,Defensive rebound by J. Sampson,,49,52
244,3,7:34.0,,Violation by B. Lopez (kicked ball),49,52
