,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
0,1,11:42.0,D. Gallinari misses 2-pt jump shot from 20 ft,,0,0
1,1,11:35.0,Offensive rebound by D. Jordan,,0,0
2,1,11:35.0,D. Jordan misses 2-pt layup at rim,,0,0
3,1,11:34.0,,Defensive rebound by B. Griffin,0,0
4,1,11:31.0,,I. Smith makes 2-pt jump shot from 7 ft,0,2
5,1,11:19.0,D. Gallinari misses 3-pt jump shot from 24 ft,,0,2
6,1,11:19.0,,Defensive rebound by A. Drummond,0,2
7,1,11:08.0,,B. Griffin misses 2-pt layup from 5 ft,0,2
8,1,11:05.0,,Offensive rebound by A. Drummond,0,2
9,1,10:59.0,,B. Griffin misses 3-pt jump shot from 24 ft,0,2
10,1,10:56.0,Defensive rebound by T. Harris,,0,2
11,1,10:44.0,T. Harris makes 2-pt dunk from 1 ft (assist by A. Rivers),,2,2
12,1,10:20.0,,B. Griffin misses 2-pt jump shot from 15 ft,2,2
13,1,10:16.0,Defensive rebound by A. Bradley,,2,2
14,1,10:11.0,A. Bradley makes 2-pt layup from 1 ft,,4,2
15,1,10:00.0,,Personal foul by D. Jordan (drawn by B. Griffin),4,2
16,1,9:45.0,,R. Bullock misses 3-pt jump shot from 23 ft,4,2
17,1,9:41.0,Defensive rebound by D. Jordan,,4,2
18,1,9:35.0,T. Harris misses 3-pt jump shot from 23 ft,,4,2
19,1,9:30.0,,Defensive rebound by R. Bullock,4,2
20,1,9:24.0,,S. Johnson makes 2-pt jump shot from 16 ft (assist by B. Griffin),4,4
21,1,9:03.0,T. Harris misses 2-pt jump shot from 9 ft,,4,4
22,1,9:01.0,,Defensive rebound by S. Johnson,4,4
23,1,8:56.0,,Turnover by S. Johnson (bad pass; steal by D. Gallinari),4,4
24,1,8:48.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by T. Harris),,7,4
25,1,8:36.0,,R. Bullock makes 2-pt jump shot from 16 ft (assist by A. Drummond),7,6
26,1,8:16.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by A. Rivers),,10,6
27,1,7:56.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),10,9
28,1,7:37.0,A. Bradley makes 2-pt jump shot from 16 ft (assist by D. Gallinari),,12,9
29,1,7:18.0,,B. Griffin misses 3-pt jump shot from 25 ft,12,9
30,1,7:13.0,Defensive rebound by A. Bradley,,12,9
31,1,7:13.0,Shooting foul by B. Griffin (drawn by D. Gallinari),,12,9
32,1,7:13.0,D. Gallinari makes free throw 1 of 2,,13,9
33,1,7:13.0,D. Gallinari makes free throw 2 of 2,,14,9
34,1,7:10.0,,Detroit full timeout,14,9
35,1,6:56.0,,Shooting foul by D. Gallinari (drawn by B. Griffin),14,9
36,1,6:56.0,,B. Griffin makes free throw 1 of 2,14,10
37,1,6:56.0,,B. Griffin makes free throw 2 of 2,14,11
38,1,6:42.0,Personal foul by S. Johnson (drawn by T. Harris),,14,11
39,1,6:37.0,Personal foul by A. Drummond (drawn by A. Rivers),,14,11
40,1,6:26.0,D. Gallinari makes 2-pt jump shot from 19 ft (assist by A. Rivers),,16,11
41,1,6:10.0,,R. Bullock makes 2-pt layup from 1 ft (assist by B. Griffin),16,13
42,1,5:56.0,A. Bradley misses 2-pt layup from 2 ft,,16,13
43,1,5:55.0,Offensive rebound by D. Jordan,,16,13
44,1,5:54.0,D. Jordan misses 2-pt layup from 1 ft,,16,13
45,1,5:54.0,,Defensive rebound by A. Drummond,16,13
46,1,5:47.0,,I. Smith makes 2-pt jump shot from 11 ft,16,15
47,1,5:45.0,L. Williams enters the game for A. Bradley,,16,15
48,1,5:35.0,Personal foul by I. Smith (drawn by D. Jordan),,16,15
49,1,5:15.0,D. Gallinari misses 2-pt jump shot from 19 ft,,16,15
50,1,5:14.0,,Defensive rebound by I. Smith,16,15
51,1,5:11.0,,A. Drummond misses 2-pt hook shot from 5 ft,16,15
52,1,5:08.0,Defensive rebound by D. Gallinari,,16,15
53,1,5:05.0,Personal foul by R. Bullock (drawn by L. Williams),,16,15
54,1,5:05.0,L. Williams makes free throw 1 of 2,,17,15
55,1,5:05.0,,A. Tolliver enters the game for A. Drummond,17,15
56,1,5:05.0,,L. Kennard enters the game for R. Bullock,17,15
57,1,5:05.0,L. Williams misses free throw 2 of 2,,17,15
58,1,5:05.0,T. Wallace enters the game for A. Rivers,,17,15
59,1,4:59.0,,Defensive rebound by A. Tolliver,17,15
60,1,4:51.0,,I. Smith misses 2-pt jump shot from 8 ft,17,15
61,1,4:49.0,Defensive rebound by D. Jordan,,17,15
62,1,4:40.0,D. Jordan misses 2-pt layup from 1 ft,,17,15
63,1,4:38.0,,Defensive rebound by B. Griffin,17,15
64,1,4:33.0,,Turnover by B. Griffin (lost ball; steal by T. Harris),17,15
65,1,4:24.0,T. Harris makes 2-pt hook shot from 4 ft (assist by L. Williams),,19,15
66,1,3:57.0,,B. Griffin makes 2-pt layup from 3 ft (assist by L. Kennard),19,17
67,1,3:42.0,Turnover by L. Williams (bad pass; steal by I. Smith),,19,17
68,1,3:36.0,,I. Smith misses 2-pt layup from 1 ft,19,17
69,1,3:29.0,,Offensive rebound by L. Kennard,19,17
70,1,3:29.0,,L. Kennard misses 2-pt layup at rim,19,17
71,1,3:28.0,Defensive rebound by T. Wallace,,19,17
72,1,3:25.0,D. Gallinari makes 2-pt layup from 5 ft (assist by L. Williams),,21,17
73,1,3:25.0,Shooting foul by A. Tolliver (drawn by D. Gallinari),,21,17
74,1,3:25.0,D. Gallinari makes free throw 1 of 1,,22,17
75,1,3:16.0,,L. Kennard makes 2-pt jump shot from 16 ft (assist by I. Smith),22,19
76,1,3:00.0,L. Williams makes 3-pt jump shot from 25 ft (assist by D. Jordan),,25,19
77,1,2:46.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by B. Griffin),25,22
78,1,2:39.0,LA Clippers full timeout,,25,22
79,1,2:39.0,,L. Galloway enters the game for S. Johnson,25,22
80,1,2:39.0,,R. Bullock enters the game for I. Smith,25,22
81,1,2:39.0,W. Johnson enters the game for D. Gallinari,,25,22
82,1,2:32.0,Personal foul by A. Tolliver (drawn by L. Williams),,25,22
83,1,2:32.0,L. Williams makes free throw 1 of 2,,26,22
84,1,2:32.0,M. Harrell enters the game for D. Jordan,,26,22
85,1,2:32.0,L. Williams makes free throw 2 of 2,,27,22
86,1,2:20.0,,L. Galloway misses 3-pt jump shot from 27 ft,27,22
87,1,2:15.0,Defensive rebound by T. Harris,,27,22
88,1,2:10.0,T. Harris misses 3-pt jump shot from 26 ft,,27,22
89,1,2:07.0,Offensive rebound by M. Harrell,,27,22
90,1,2:06.0,M. Harrell misses 2-pt layup from 1 ft,,27,22
91,1,2:06.0,,Defensive rebound by A. Tolliver,27,22
92,1,2:00.0,,L. Kennard misses 2-pt layup from 2 ft (block by T. Wallace),27,22
93,1,2:00.0,Defensive rebound by T. Harris,,27,22
94,1,1:54.0,L. Williams misses 3-pt jump shot from 24 ft,,27,22
95,1,1:54.0,Offensive rebound by M. Harrell,,27,22
96,1,1:47.0,T. Harris misses 3-pt jump shot from 24 ft,,27,22
97,1,1:47.0,,Defensive rebound by R. Bullock,27,22
98,1,1:40.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Galloway),27,24
99,1,1:32.0,M. Harrell makes 2-pt dunk from 1 ft (assist by W. Johnson),,29,24
100,1,1:07.0,,B. Griffin makes 3-pt jump shot from 26 ft,29,27
101,1,0:46.0,W. Johnson misses 3-pt jump shot from 22 ft,,29,27
102,1,0:44.0,,Defensive rebound by A. Tolliver,29,27
103,1,0:36.0,,A. Tolliver makes 2-pt dunk from 1 ft (assist by L. Kennard),29,29
104,1,0:36.0,,Shooting foul by W. Johnson (drawn by A. Tolliver),29,29
