,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
380,4,6:28.0,Defensive rebound by D. Fox,,86,99
381,4,6:24.0,Turnover by B. Hield (lost ball; steal by J. Lamb),,86,99
382,4,6:15.0,,M. Carter-Williams makes 2-pt layup from 1 ft,86,101
383,4,6:04.0,Shooting foul by J. Lamb (drawn by D. Fox),,86,101
384,4,6:04.0,D. Fox misses free throw 1 of 2,,86,101
385,4,6:04.0,Offensive rebound by Team,,86,101
386,4,6:04.0,,D. Howard enters the game for M. Carter-Williams,86,101
387,4,6:04.0,,K. Walker enters the game for F. Kaminsky,86,101
388,4,6:04.0,D. Fox makes free throw 2 of 2,,87,101
389,4,5:49.0,,M. Williams misses 3-pt jump shot from 25 ft,87,101
390,4,5:45.0,Defensive rebound by B. Bogdanović,,87,101
391,4,5:27.0,B. Hield makes 3-pt jump shot from 23 ft (assist by S. Labissière),,90,101
392,4,5:09.0,,J. Lamb misses 3-pt jump shot from 24 ft,90,101
393,4,5:06.0,Defensive rebound by S. Labissière,,90,101
394,4,4:58.0,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by D. Fox),,92,101
395,4,4:57.0,,Charlotte full timeout,92,101
396,4,4:29.0,,K. Walker misses 3-pt jump shot from 24 ft,92,101
397,4,4:29.0,,Offensive rebound by D. Howard,92,101
398,4,4:29.0,,Personal foul by B. Hield (drawn by D. Howard),92,101
399,4,4:08.0,,J. Lamb misses 3-pt jump shot from 25 ft,92,101
400,4,4:04.0,Defensive rebound by W. Cauley-Stein,,92,101
401,4,3:48.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by M. Williams),,92,101
402,4,3:45.0,Offensive rebound by W. Cauley-Stein,,92,101
403,4,3:42.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,92,101
404,4,3:42.0,Offensive rebound by Team,,92,101
405,4,3:42.0,Turnover by Team (shot clock),,92,101
406,4,3:23.0,,K. Walker misses 3-pt jump shot from 26 ft,92,101
407,4,3:18.0,Defensive rebound by B. Hield,,92,101
408,4,3:13.0,B. Hield makes 2-pt jump shot from 15 ft,,94,101
409,4,2:54.0,,N. Batum misses 2-pt jump shot from 6 ft,94,101
410,4,2:52.0,Defensive rebound by W. Cauley-Stein,,94,101
411,4,2:45.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,94,101
412,4,2:41.0,,Defensive rebound by N. Batum,94,101
413,4,2:28.0,,K. Walker makes 2-pt jump shot from 16 ft,94,103
414,4,2:19.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,96,103
415,4,1:59.0,,Shooting foul by W. Cauley-Stein (drawn by K. Walker),96,103
416,4,1:59.0,,K. Walker makes free throw 1 of 2,96,104
417,4,1:59.0,,K. Walker makes free throw 2 of 2,96,105
418,4,1:45.0,B. Hield makes 3-pt jump shot from 27 ft (assist by S. Labissière),,99,105
419,4,1:33.0,,Turnover by K. Walker (out of bounds lost ball),99,105
420,4,1:25.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),,102,105
421,4,1:13.0,,K. Walker misses 2-pt jump shot from 18 ft,102,105
422,4,1:12.0,,Offensive rebound by Team,102,105
423,4,1:12.0,Loose ball foul by D. Fox (drawn by D. Howard),,102,105
424,4,1:12.0,,D. Howard makes free throw 1 of 2,102,106
425,4,1:12.0,,D. Howard makes free throw 2 of 2,102,107
426,4,1:03.0,B. Hield misses 3-pt jump shot from 26 ft,,102,107
427,4,1:03.0,,Defensive rebound by Team,102,107
428,4,0:40.0,,N. Batum misses 2-pt jump shot from 21 ft,102,107
429,4,0:40.0,,Offensive rebound by D. Howard,102,107
430,4,0:40.0,,D. Howard makes 2-pt layup at rim,102,109
431,4,0:40.0,Violation by W. Cauley-Stein (def goaltending),,102,109
432,4,0:40.0,Sacramento full timeout,,102,109
433,4,0:32.0,D. Fox misses 3-pt jump shot from 25 ft (block by J. Lamb),,102,109
434,4,0:26.0,Offensive rebound by S. Labissière,,102,109
435,4,0:23.0,S. Labissière misses 2-pt jump shot from 7 ft,,102,109
436,4,0:23.0,,Defensive rebound by N. Batum,102,109
437,4,0:23.0,,Personal take foul by B. Hield (drawn by K. Walker),102,109
438,4,0:23.0,,K. Walker makes free throw 1 of 2,102,110
439,4,0:23.0,,K. Walker makes free throw 2 of 2,102,111
440,4,0:23.0,Violation by D. Fox (lane),,102,111
441,4,0:23.0,Sacramento full timeout,,102,111
442,4,0:23.0,J. Jackson enters the game for B. Hield,,102,111
443,4,0:19.0,S. Labissière makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,104,111
444,4,0:14.0,,Personal take foul by S. Labissière (drawn by K. Walker),104,111
445,4,0:14.0,,K. Walker misses free throw 1 of 2,104,111
446,4,0:14.0,,Offensive rebound by Team,104,111
447,4,0:14.0,,K. Walker makes free throw 2 of 2,104,112
448,4,0:07.0,S. Labissière makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,107,112
