,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
30,1,7:07.0,Turnover by J. Simmons (bad pass; steal by D. Green),,11,11
31,1,6:51.0,,L. Aldridge makes 2-pt jump shot from 13 ft,11,13
32,1,6:33.0,N. Vučević misses 2-pt jump shot from 19 ft,,11,13
33,1,6:30.0,,Defensive rebound by K. Anderson,11,13
34,1,6:18.0,,D. Green misses 2-pt layup from 3 ft,11,13
35,1,6:16.0,Defensive rebound by N. Vučević,,11,13
36,1,6:11.0,J. Simmons misses 2-pt layup at rim (block by D. Green),,11,13
37,1,6:06.0,Offensive rebound by N. Vučević,,11,13
38,1,6:06.0,N. Vučević makes 2-pt layup at rim,,13,13
39,1,6:04.0,,Personal foul by J. Simmons (drawn by P. Mills),13,13
40,1,6:04.0,,San Antonio full timeout,13,13
41,1,6:04.0,,T. Parker enters the game for D. Murray,13,13
42,1,6:04.0,S. Mack enters the game for J. Isaac,,13,13
43,1,6:04.0,K. Birch enters the game for J. Simmons,,13,13
44,1,5:58.0,,Turnover by K. Anderson (lost ball; steal by D. Augustin),13,13
45,1,5:54.0,D. Augustin misses 2-pt layup from 2 ft (block by D. Green),,13,13
46,1,5:52.0,,Defensive rebound by Team,13,13
47,1,5:35.0,,D. Green misses 2-pt jump shot from 17 ft,13,13
48,1,5:31.0,Defensive rebound by K. Birch,,13,13
49,1,5:13.0,N. Vučević misses 2-pt hook shot from 9 ft,,13,13
50,1,5:11.0,,Defensive rebound by K. Anderson,13,13
51,1,5:02.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Parker),13,15
52,1,4:47.0,D. Augustin misses 2-pt jump shot from 19 ft,,13,15
53,1,4:44.0,,Defensive rebound by D. Green,13,15
54,1,4:35.0,,D. Green misses 3-pt jump shot from 22 ft,13,15
55,1,4:32.0,Defensive rebound by M. Hezonja,,13,15
56,1,4:26.0,M. Hezonja makes 2-pt layup from 5 ft,,15,15
57,1,4:12.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),15,17
58,1,3:50.0,Turnover by D. Augustin (bad pass),,15,17
59,1,3:50.0,,P. Gasol enters the game for K. Anderson,15,17
60,1,3:50.0,,M. Ginóbili enters the game for D. Green,15,17
61,1,3:41.0,,Turnover by T. Parker (bad pass; steal by M. Hezonja),15,17
62,1,3:33.0,D. Augustin misses 2-pt jump shot from 9 ft (block by P. Gasol),,15,17
63,1,3:30.0,,Defensive rebound by M. Ginóbili,15,17
64,1,3:14.0,,P. Gasol misses 2-pt jump shot from 18 ft,15,17
65,1,3:10.0,Defensive rebound by M. Hezonja,,15,17
66,1,2:54.0,K. Birch misses 2-pt jump shot from 12 ft,,15,17
67,1,2:52.0,Offensive rebound by N. Vučević,,15,17
68,1,2:52.0,N. Vučević misses 2-pt layup at rim,,15,17
69,1,2:52.0,Offensive rebound by Team,,15,17
70,1,2:52.0,Orlando full timeout,,15,17
71,1,2:52.0,,B. Forbes enters the game for P. Mills,15,17
72,1,2:37.0,N. Vučević misses 2-pt jump shot from 21 ft,,15,17
73,1,2:37.0,Offensive rebound by Team,,15,17
74,1,2:37.0,,Loose ball foul by B. Forbes (drawn by K. Birch),15,17
75,1,2:28.0,Turnover by D. Augustin (bad pass),,15,17
76,1,2:14.0,,Shooting foul by K. Birch (drawn by L. Aldridge),15,17
77,1,2:14.0,,L. Aldridge makes free throw 1 of 2,15,18
78,1,2:14.0,W. Iwundu enters the game for D. Augustin,,15,18
79,1,2:14.0,,L. Aldridge misses free throw 2 of 2,15,18
80,1,2:11.0,Defensive rebound by N. Vučević,,15,18
81,1,2:01.0,N. Vučević misses 2-pt layup from 1 ft (block by P. Gasol),,15,18
82,1,1:58.0,,Defensive rebound by P. Gasol,15,18
83,1,1:54.0,,Personal foul by M. Hezonja (drawn by M. Ginóbili),15,18
84,1,1:54.0,,R. Gay enters the game for L. Aldridge,15,18
85,1,1:54.0,B. Biyombo enters the game for M. Hezonja,,15,18
86,1,1:54.0,R. Purvis enters the game for N. Vučević,,15,18
87,1,1:40.0,,T. Parker makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),15,20
88,1,1:15.0,W. Iwundu misses 2-pt jump shot from 16 ft,,15,20
89,1,1:12.0,,Defensive rebound by T. Parker,15,20
90,1,0:56.0,,R. Gay misses 3-pt jump shot from 23 ft,15,20
91,1,0:53.0,Defensive rebound by W. Iwundu,,15,20
92,1,0:40.0,R. Purvis misses 2-pt jump shot from 17 ft,,15,20
93,1,0:37.0,,Defensive rebound by R. Gay,15,20
94,1,0:30.0,,T. Parker makes 2-pt layup at rim,15,22
95,1,0:11.0,S. Mack makes 3-pt jump shot from 25 ft,,18,22
96,1,0:01.0,,P. Gasol makes 2-pt layup from 1 ft (assist by T. Parker),18,24
97,2,11:44.0,,M. Ginóbili makes 2-pt layup at rim (assist by T. Parker),18,26
98,2,11:26.0,W. Iwundu misses 2-pt jump shot from 14 ft,,18,26
99,2,11:23.0,,Defensive rebound by R. Gay,18,26
100,2,11:14.0,,R. Gay makes 2-pt jump shot from 6 ft (assist by T. Parker),18,28
101,2,11:07.0,,Violation by T. Parker (kicked ball),18,28
102,2,10:51.0,S. Mack makes 2-pt jump shot from 6 ft (assist by B. Biyombo),,20,28
103,2,10:39.0,,T. Parker misses 2-pt layup from 5 ft,20,28
104,2,10:37.0,Defensive rebound by B. Biyombo,,20,28
105,2,10:30.0,S. Mack misses 2-pt jump shot from 11 ft,,20,28
106,2,10:28.0,Offensive rebound by B. Biyombo,,20,28
107,2,10:28.0,Shooting foul by R. Gay (drawn by B. Biyombo),,20,28
108,2,10:28.0,B. Biyombo makes free throw 1 of 2,,21,28
109,2,10:28.0,,D. Murray enters the game for T. Parker,21,28
110,2,10:28.0,B. Biyombo makes free throw 2 of 2,,22,28
111,2,10:12.0,,Shooting foul by W. Iwundu (drawn by R. Gay),22,28
112,2,10:12.0,,R. Gay makes free throw 1 of 2,22,29
113,2,10:12.0,,R. Gay makes free throw 2 of 2,22,30
114,2,10:01.0,Shooting foul by B. Forbes (drawn by R. Purvis),,22,30
115,2,10:01.0,R. Purvis makes free throw 1 of 2,,23,30
116,2,10:01.0,R. Purvis makes free throw 2 of 2,,24,30
117,2,9:45.0,,P. Gasol makes 2-pt layup from 1 ft (assist by B. Forbes),24,32
118,2,9:45.0,,Shooting foul by K. Birch (drawn by P. Gasol),24,32
119,2,9:45.0,,D. Green enters the game for M. Ginóbili,24,32
120,2,9:45.0,J. Simmons enters the game for K. Birch,,24,32
121,2,9:45.0,,P. Gasol makes free throw 1 of 1,24,33
122,2,9:33.0,Turnover by S. Mack (bad pass; steal by D. Murray),,24,33
123,2,9:29.0,,B. Forbes misses 2-pt layup from 2 ft,24,33
124,2,9:25.0,Defensive rebound by J. Simmons,,24,33
125,2,9:11.0,,Offensive charge foul by R. Purvis (drawn by D. Green),24,33
126,2,9:11.0,Turnover by R. Purvis (offensive foul),,24,33
127,2,8:56.0,,R. Gay misses 2-pt jump shot from 8 ft,24,33
128,2,8:53.0,Defensive rebound by S. Mack,,24,33
129,2,8:39.0,S. Mack misses 2-pt layup from 3 ft,,24,33
130,2,8:38.0,Offensive rebound by Team,,24,33
131,2,8:38.0,,Loose ball foul by D. Green (drawn by B. Biyombo),24,33
132,2,8:38.0,,K. Anderson enters the game for R. Gay,24,33
133,2,8:26.0,S. Mack makes 2-pt jump shot from 7 ft,,26,33
134,2,8:11.0,,Shooting foul by B. Biyombo (drawn by P. Gasol),26,33
135,2,8:11.0,,P. Gasol makes free throw 1 of 2,26,34
136,2,8:11.0,,P. Gasol makes free throw 2 of 2,26,35
137,2,7:57.0,Turnover by R. Purvis (bad pass; steal by D. Murray),,26,35
138,2,7:54.0,,D. Murray makes 2-pt layup at rim,26,37
139,2,7:53.0,Orlando full timeout,,26,37
140,2,7:53.0,,P. Mills enters the game for B. Forbes,26,37
141,2,7:53.0,,L. Aldridge enters the game for P. Gasol,26,37
142,2,7:53.0,J. Isaac enters the game for W. Iwundu,,26,37
143,2,7:36.0,J. Simmons misses 3-pt jump shot from 25 ft,,26,37
144,2,7:31.0,,Defensive rebound by D. Murray,26,37
145,2,7:20.0,,L. Aldridge misses 2-pt jump shot from 8 ft,26,37
146,2,7:18.0,Defensive rebound by R. Purvis,,26,37
147,2,7:13.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by S. Mack),,29,37
148,2,6:47.0,,P. Mills misses 2-pt jump shot from 23 ft,29,37
149,2,6:46.0,,Offensive rebound by K. Anderson,29,37
150,2,6:43.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),29,40
151,2,6:21.0,S. Mack misses 3-pt jump shot from 23 ft,,29,40
152,2,6:21.0,,Defensive rebound by Team,29,40
153,2,6:06.0,,Personal foul by B. Biyombo (drawn by L. Aldridge),29,40
154,2,6:06.0,M. Hezonja enters the game for R. Purvis,,29,40
155,2,5:58.0,,L. Aldridge misses 2-pt jump shot from 13 ft,29,40
156,2,5:53.0,,Offensive rebound by K. Anderson,29,40
157,2,5:53.0,,K. Anderson makes 2-pt layup at rim,29,42
158,2,5:44.0,J. Simmons misses 2-pt hook shot from 6 ft,,29,42
159,2,5:40.0,,Defensive rebound by D. Green,29,42
160,2,5:29.0,,L. Aldridge makes 2-pt hook shot at rim,29,44
161,2,5:29.0,Orlando full timeout,,29,44
162,2,5:29.0,D. Augustin enters the game for S. Mack,,29,44
163,2,5:29.0,N. Vučević enters the game for B. Biyombo,,29,44
164,2,5:27.0,Turnover by J. Isaac (bad pass; steal by P. Mills),,29,44
165,2,5:22.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Anderson),29,47
166,2,5:02.0,M. Hezonja misses 2-pt jump shot from 20 ft,,29,47
167,2,4:59.0,,Defensive rebound by K. Anderson,29,47
168,2,4:45.0,,D. Green makes 3-pt jump shot from 22 ft (assist by K. Anderson),29,50
169,2,4:29.0,J. Simmons misses 3-pt jump shot from 23 ft,,29,50
170,2,4:26.0,,Defensive rebound by K. Anderson,29,50
171,2,4:17.0,,Shooting foul by J. Isaac (drawn by D. Murray),29,50
172,2,4:17.0,,D. Murray makes free throw 1 of 2,29,51
173,2,4:17.0,,D. Murray misses free throw 2 of 2,29,51
174,2,4:14.0,Defensive rebound by N. Vučević,,29,51
175,2,4:01.0,J. Isaac misses 3-pt jump shot from 24 ft,,29,51
176,2,3:58.0,,Defensive rebound by D. Murray,29,51
177,2,3:49.0,,P. Mills misses 3-pt jump shot from 23 ft,29,51
178,2,3:47.0,Defensive rebound by J. Isaac,,29,51
179,2,3:37.0,Offensive foul by N. Vučević (drawn by P. Mills),,29,51
180,2,3:37.0,Turnover by N. Vučević (offensive foul),,29,51
181,2,3:37.0,,T. Parker enters the game for D. Murray,29,51
182,2,3:27.0,,Shooting foul by J. Isaac (drawn by D. Green),29,51
183,2,3:27.0,,P. Mills makes technical free throw,29,52
184,2,3:27.0,,D. Green makes free throw 1 of 2,29,53
185,2,3:27.0,,D. Green makes free throw 2 of 2,29,54
186,2,3:12.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by D. Augustin),,31,54
187,2,2:56.0,,L. Aldridge makes 2-pt layup at rim,31,56
188,2,2:41.0,Turnover by D. Augustin (bad pass),,31,56
189,2,2:41.0,,M. Ginóbili enters the game for D. Green,31,56
190,2,2:38.0,,San Antonio full timeout,31,56
191,2,2:38.0,,R. Gay enters the game for K. Anderson,31,56
192,2,2:24.0,,Turnover by L. Aldridge (turnover),31,56
193,2,2:11.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by D. Augustin),,33,56
194,2,1:57.0,,T. Parker misses 2-pt layup at rim,33,56
195,2,1:54.0,Defensive rebound by N. Vučević,,33,56
196,2,1:36.0,J. Simmons misses 3-pt jump shot from 22 ft,,33,56
197,2,1:33.0,,Defensive rebound by L. Aldridge,33,56
198,2,1:23.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by T. Parker),33,59
199,2,1:01.0,J. Isaac makes 2-pt jump shot from 12 ft,,35,59
200,2,0:39.0,,R. Gay misses 2-pt jump shot from 14 ft,35,59
201,2,0:38.0,,Offensive rebound by L. Aldridge,35,59
202,2,0:38.0,,Shooting foul by N. Vučević (drawn by L. Aldridge),35,59
203,2,0:38.0,,L. Aldridge misses free throw 1 of 2,35,59
204,2,0:38.0,,Offensive rebound by Team,35,59
205,2,0:38.0,,L. Aldridge makes free throw 2 of 2,35,60
206,2,0:30.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by D. Augustin),,37,60
207,2,0:10.0,,M. Ginóbili misses 2-pt layup from 6 ft,37,60
208,2,0:08.0,Defensive rebound by J. Isaac,,37,60
209,2,0:04.0,Turnover by J. Isaac (lost ball; steal by T. Parker),,37,60
210,2,0:03.0,,Personal foul by J. Isaac (drawn by T. Parker),37,60
211,2,0:03.0,,T. Parker makes free throw 1 of 2,37,61
212,2,0:03.0,R. Purvis enters the game for J. Isaac,,37,61
213,2,0:03.0,,T. Parker makes free throw 2 of 2,37,62
214,2,0:01.0,Personal foul by M. Ginóbili (drawn by R. Purvis),,37,62
215,2,0:00.0,J. Simmons misses 3-pt jump shot from 33 ft,,37,62
216,2,0:00.0,Offensive rebound by Team,,37,62
217,3,11:42.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),37,65
218,3,11:23.0,N. Vučević misses 2-pt layup at rim,,37,65
219,3,11:21.0,,Defensive rebound by D. Green,37,65
220,3,11:14.0,,Shooting foul by D. Augustin (drawn by P. Mills),37,65
221,3,11:14.0,,P. Mills makes free throw 1 of 2,37,66
222,3,11:14.0,,P. Mills makes free throw 2 of 2,37,67
223,3,11:01.0,Shooting foul by D. Green (drawn by J. Simmons),,37,67
224,3,11:01.0,J. Simmons makes free throw 1 of 2,,38,67
225,3,11:01.0,J. Simmons makes free throw 2 of 2,,39,67
226,3,10:39.0,,L. Aldridge makes 2-pt jump shot from 14 ft,39,69
227,3,10:30.0,Turnover by N. Vučević (bad pass; steal by D. Murray),,39,69
228,3,10:09.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by K. Anderson),39,71
229,3,9:54.0,N. Vučević misses 3-pt jump shot from 26 ft,,39,71
230,3,9:52.0,,Defensive rebound by L. Aldridge,39,71
231,3,9:43.0,,D. Murray makes 2-pt layup from 1 ft,39,73
232,3,9:23.0,J. Simmons misses 2-pt layup from 1 ft,,39,73
233,3,9:20.0,,Defensive rebound by P. Mills,39,73
234,3,9:17.0,,D. Green makes 3-pt jump shot from 24 ft (assist by D. Murray),39,76
235,3,9:15.0,Orlando full timeout,,39,76
236,3,8:57.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by M. Hezonja),,42,76
237,3,8:33.0,,L. Aldridge misses 2-pt hook shot from 10 ft,42,76
238,3,8:31.0,Defensive rebound by N. Vučević,,42,76
239,3,8:21.0,J. Simmons makes 2-pt layup from 1 ft (assist by D. Augustin),,44,76
240,3,8:21.0,Shooting foul by D. Green (drawn by J. Simmons),,44,76
241,3,8:21.0,J. Simmons makes free throw 1 of 1,,45,76
242,3,8:10.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Murray),45,78
243,3,7:49.0,N. Vučević makes 2-pt jump shot from 12 ft,,47,78
244,3,7:34.0,,L. Aldridge misses 2-pt layup from 1 ft,47,78
245,3,7:34.0,,Offensive rebound by L. Aldridge,47,78
246,3,7:29.0,,L. Aldridge misses 2-pt layup at rim,47,78
247,3,7:29.0,Defensive rebound by M. Hezonja,,47,78
248,3,7:27.0,M. Hezonja misses 2-pt jump shot from 4 ft,,47,78
249,3,7:27.0,,Defensive rebound by D. Murray,47,78
250,3,7:20.0,,D. Murray makes 2-pt layup from 1 ft (assist by P. Mills),47,80
251,3,6:58.0,J. Simmons misses 2-pt jump shot from 17 ft,,47,80
252,3,6:54.0,,Defensive rebound by D. Murray,47,80
253,3,6:49.0,,P. Mills misses 3-pt jump shot from 26 ft,47,80
254,3,6:49.0,Defensive rebound by M. Hezonja,,47,80
255,3,6:37.0,Shooting foul by L. Aldridge (drawn by D. Augustin),,47,80
256,3,6:37.0,D. Augustin makes free throw 1 of 2,,48,80
257,3,6:37.0,D. Augustin makes free throw 2 of 2,,49,80
258,3,6:24.0,,D. Green misses 2-pt jump shot from 21 ft,49,80
259,3,6:20.0,Defensive rebound by N. Vučević,,49,80
260,3,6:11.0,Personal foul by K. Anderson (drawn by J. Isaac),,49,80
261,3,6:08.0,N. Vučević misses 2-pt jump shot from 22 ft,,49,80
262,3,6:05.0,,Defensive rebound by D. Murray,49,80
263,3,5:52.0,,D. Green misses 3-pt jump shot from 25 ft,49,80
264,3,5:46.0,,Offensive rebound by D. Murray,49,80
265,3,5:46.0,,D. Murray makes 2-pt layup at rim,49,82
266,3,5:34.0,J. Simmons makes 2-pt jump shot from 16 ft,,51,82
267,3,5:32.0,,San Antonio full timeout,51,82
268,3,5:32.0,,T. Parker enters the game for D. Green,51,82
269,3,5:32.0,,M. Ginóbili enters the game for D. Murray,51,82
270,3,5:08.0,,L. Aldridge makes 2-pt jump shot from 14 ft,51,84
271,3,4:52.0,Turnover by J. Isaac (lost ball; steal by K. Anderson),,51,84
272,3,4:43.0,,L. Aldridge misses 2-pt layup from 2 ft,51,84
273,3,4:41.0,Defensive rebound by D. Augustin,,51,84
274,3,4:35.0,Turnover by N. Vučević (lost ball; steal by K. Anderson),,51,84
275,3,4:30.0,,T. Parker misses 2-pt layup from 1 ft,51,84
276,3,4:25.0,,Offensive rebound by L. Aldridge,51,84
277,3,4:25.0,,L. Aldridge makes 2-pt layup at rim,51,86
278,3,4:08.0,Turnover by M. Hezonja (out of bounds lost ball),,51,86
279,3,4:08.0,,P. Gasol enters the game for K. Anderson,51,86
280,3,4:08.0,,R. Gay enters the game for L. Aldridge,51,86
281,3,3:55.0,,P. Mills misses 3-pt jump shot from 25 ft,51,86
282,3,3:53.0,Defensive rebound by J. Isaac,,51,86
283,3,3:45.0,Turnover by N. Vučević (bad pass; steal by R. Gay),,51,86
284,3,3:43.0,,Shooting foul by J. Simmons (drawn by R. Gay),51,86
285,3,3:43.0,,R. Gay makes free throw 1 of 2,51,87
286,3,3:43.0,,B. Forbes enters the game for P. Mills,51,87
287,3,3:43.0,M. Speights enters the game for N. Vučević,,51,87
288,3,3:43.0,A. Afflalo enters the game for J. Simmons,,51,87
289,3,3:43.0,,R. Gay makes free throw 2 of 2,51,88
290,3,3:20.0,J. Isaac misses 2-pt jump shot from 13 ft,,51,88
291,3,3:13.0,Offensive rebound by M. Hezonja,,51,88
292,3,3:13.0,M. Hezonja misses 2-pt layup at rim,,51,88
293,3,3:13.0,,Defensive rebound by P. Gasol,51,88
294,3,3:03.0,,M. Ginóbili makes 2-pt jump shot from 15 ft (assist by P. Gasol),51,90
295,3,2:50.0,D. Augustin misses 2-pt jump shot from 11 ft,,51,90
296,3,2:47.0,,Defensive rebound by R. Gay,51,90
297,3,2:39.0,,R. Gay misses 2-pt jump shot from 11 ft,51,90
298,3,2:36.0,Defensive rebound by A. Afflalo,,51,90
299,3,2:31.0,M. Hezonja misses 2-pt layup from 1 ft,,51,90
300,3,2:29.0,,Defensive rebound by R. Gay,51,90
301,3,2:16.0,,P. Gasol misses 2-pt layup from 4 ft,51,90
302,3,2:14.0,Defensive rebound by J. Isaac,,51,90
303,3,2:07.0,Turnover by M. Hezonja (out of bounds lost ball),,51,90
304,3,2:07.0,S. Mack enters the game for D. Augustin,,51,90
305,3,1:50.0,,M. Ginóbili misses 2-pt jump shot from 13 ft,51,90
306,3,1:47.0,,Offensive rebound by P. Gasol,51,90
307,3,1:33.0,,P. Gasol misses 2-pt layup from 5 ft,51,90
308,3,1:31.0,Defensive rebound by Team,,51,90
309,3,1:31.0,K. Birch enters the game for J. Isaac,,51,90
310,3,1:17.0,M. Speights misses 3-pt jump shot from 26 ft,,51,90
311,3,1:11.0,,Defensive rebound by M. Ginóbili,51,90
312,3,1:05.0,,R. Gay misses 2-pt layup from 2 ft,51,90
313,3,1:05.0,,Offensive rebound by Team,51,90
314,3,1:05.0,Loose ball foul by M. Speights (drawn by P. Gasol),,51,90
315,3,1:01.0,,Shooting foul by M. Speights (drawn by P. Gasol),51,90
316,3,1:01.0,,P. Gasol makes free throw 1 of 2,51,91
317,3,1:01.0,,P. Gasol makes free throw 2 of 2,51,92
318,3,0:46.0,M. Speights makes 3-pt jump shot from 24 ft (assist by M. Hezonja),,54,92
319,3,0:37.0,,P. Gasol makes 2-pt layup at rim (assist by T. Parker),54,94
320,3,0:32.0,S. Mack misses 3-pt jump shot from 26 ft,,54,94
321,3,0:28.0,,Defensive rebound by P. Gasol,54,94
322,3,0:12.0,,T. Parker makes 2-pt layup from 1 ft,54,96
323,3,0:06.0,M. Speights makes 3-pt jump shot from 26 ft (assist by M. Hezonja),,57,96
324,3,0:01.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,57,96
325,3,0:01.0,,Offensive rebound by Team,57,96
326,4,11:40.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by S. Mack),,60,96
327,4,11:10.0,,T. Parker misses 2-pt jump shot from 18 ft,60,96
328,4,11:08.0,Defensive rebound by M. Speights,,60,96
329,4,11:05.0,Turnover by W. Iwundu (traveling),,60,96
330,4,10:48.0,,R. Gay misses 2-pt jump shot from 7 ft,60,96
331,4,10:46.0,,Offensive rebound by R. Gay,60,96
332,4,10:40.0,,T. Parker misses 2-pt jump shot from 15 ft,60,96
333,4,10:36.0,Defensive rebound by K. Birch,,60,96
334,4,10:29.0,S. Mack misses 3-pt jump shot from 25 ft,,60,96
335,4,10:29.0,Offensive rebound by Team,,60,96
336,4,10:29.0,,Loose ball foul by P. Gasol (drawn by M. Speights),60,96
337,4,10:22.0,M. Speights misses 3-pt jump shot from 26 ft,,60,96
338,4,10:20.0,,Defensive rebound by Team,60,96
339,4,10:08.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by T. Parker),60,99
340,4,9:41.0,Turnover by Team (shot clock),,60,99
341,4,9:29.0,,T. Parker makes 2-pt layup from 1 ft (assist by P. Gasol),60,101
342,4,9:12.0,A. Afflalo misses 3-pt jump shot from 26 ft,,60,101
343,4,9:07.0,Offensive rebound by K. Birch,,60,101
344,4,9:07.0,K. Birch misses 2-pt layup at rim,,60,101
345,4,9:07.0,,Defensive rebound by P. Gasol,60,101
346,4,9:05.0,,San Antonio full timeout,60,101
347,4,9:05.0,,J. Lauvergne enters the game for T. Parker,60,101
348,4,9:05.0,,D. Bertāns enters the game for P. Gasol,60,101
349,4,8:59.0,,B. Forbes misses 2-pt jump shot from 17 ft,60,101
350,4,8:55.0,Defensive rebound by M. Speights,,60,101
351,4,8:43.0,Offensive foul by K. Birch (drawn by B. Forbes),,60,101
352,4,8:43.0,Turnover by K. Birch (offensive foul),,60,101
353,4,8:27.0,,D. Bertāns misses 2-pt jump shot from 18 ft,60,101
354,4,8:24.0,Defensive rebound by M. Speights,,60,101
355,4,8:10.0,K. Birch makes 2-pt layup from 6 ft (assist by S. Mack),,62,101
356,4,7:43.0,,J. Lauvergne misses 2-pt layup from 8 ft (block by M. Speights),62,101
357,4,7:36.0,,Offensive rebound by J. Lauvergne,62,101
358,4,7:35.0,,D. Bertāns misses 3-pt jump shot from 26 ft,62,101
359,4,7:33.0,Defensive rebound by K. Birch,,62,101
360,4,7:32.0,S. Mack misses 2-pt layup from 1 ft (block by D. Bertāns),,62,101
361,4,7:29.0,,Defensive rebound by R. Gay,62,101
362,4,7:20.0,,R. Gay misses 3-pt jump shot from 24 ft,62,101
363,4,7:20.0,Defensive rebound by W. Iwundu,,62,101
364,4,7:03.0,K. Birch misses 2-pt layup from 2 ft,,62,101
365,4,7:00.0,,Defensive rebound by D. Bertāns,62,101
366,4,6:52.0,Offensive charge foul by R. Gay (drawn by M. Speights),,62,101
367,4,6:52.0,,Turnover by R. Gay (offensive foul),62,101
368,4,6:52.0,R. Purvis enters the game for S. Mack,,62,101
369,4,6:31.0,R. Purvis misses 3-pt jump shot from 24 ft,,62,101
370,4,6:27.0,Offensive rebound by K. Birch,,62,101
371,4,6:16.0,A. Afflalo makes 2-pt jump shot from 9 ft,,64,101
372,4,5:58.0,,Turnover by R. Gay (bad pass),64,101
373,4,5:42.0,A. Afflalo misses 2-pt jump shot from 13 ft,,64,101
374,4,5:41.0,,Defensive rebound by B. Forbes,64,101
375,4,5:22.0,,Turnover by R. Gay (lost ball; steal by W. Iwundu),64,101
376,4,5:02.0,M. Speights misses 3-pt jump shot from 28 ft,,64,101
377,4,4:58.0,,Defensive rebound by D. Bertāns,64,101
378,4,4:53.0,,San Antonio full timeout,64,101
379,4,4:53.0,,D. Murray enters the game for R. Gay,64,101
380,4,4:35.0,,J. Lauvergne misses 2-pt hook shot from 5 ft (block by M. Speights),64,101
381,4,4:34.0,,Offensive rebound by Team,64,101
382,4,4:34.0,,Turnover by Team (shot clock),64,101
383,4,4:13.0,W. Iwundu makes 2-pt dunk from 1 ft (assist by M. Speights),,66,101
384,4,3:57.0,,Turnover by B. Forbes (lost ball; steal by R. Purvis),66,101
385,4,3:47.0,R. Purvis misses 2-pt jump shot from 8 ft,,66,101
386,4,3:45.0,,Defensive rebound by J. Lauvergne,66,101
