,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,C. Anthony misses 3-pt jump shot from 24 ft,,0,0
1,1,11:39.0,,Defensive rebound by W. Cauley-Stein,0,0
2,1,11:25.0,,B. Bogdanović misses 2-pt jump shot from 18 ft (block by A. Roberson),0,0
3,1,11:20.0,Defensive rebound by R. Westbrook,,0,0
4,1,11:16.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,2,0
5,1,10:53.0,,Z. Randolph misses 2-pt jump shot from 21 ft,2,0
6,1,10:50.0,Defensive rebound by R. Westbrook,,2,0
7,1,10:47.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,4,0
8,1,10:28.0,,Z. Randolph misses 3-pt jump shot from 25 ft,4,0
9,1,10:24.0,Defensive rebound by R. Westbrook,,4,0
10,1,10:21.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,6,0
11,1,9:55.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,6,0
12,1,9:53.0,Defensive rebound by P. George,,6,0
13,1,9:48.0,Turnover by R. Westbrook (traveling),,6,0
14,1,9:40.0,,Turnover by G. Hill (lost ball; steal by S. Adams),6,0
15,1,9:36.0,A. Roberson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,8,0
16,1,9:35.0,,Sacramento full timeout,8,0
17,1,9:20.0,,G. Hill misses 3-pt jump shot from 22 ft,8,0
18,1,9:16.0,,Offensive rebound by W. Cauley-Stein,8,0
19,1,9:15.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,8,0
20,1,9:13.0,Defensive rebound by R. Westbrook,,8,0
21,1,9:01.0,Turnover by S. Adams (lost ball; steal by W. Cauley-Stein),,8,0
22,1,8:48.0,,Turnover by Z. Randolph (lost ball; steal by R. Westbrook),8,0
23,1,8:43.0,R. Westbrook misses 2-pt jump shot from 20 ft,,8,0
24,1,8:43.0,,Defensive rebound by Z. Randolph,8,0
25,1,8:35.0,,G. Temple misses 2-pt jump shot from 21 ft,8,0
26,1,8:32.0,Defensive rebound by S. Adams,,8,0
27,1,8:16.0,P. George misses 2-pt jump shot from 19 ft,,8,0
28,1,8:12.0,,Defensive rebound by G. Hill,8,0
29,1,7:56.0,,G. Temple misses 3-pt jump shot from 24 ft,8,0
30,1,7:53.0,Defensive rebound by C. Anthony,,8,0
31,1,7:47.0,C. Anthony misses 3-pt jump shot from 24 ft,,8,0
32,1,7:45.0,,Defensive rebound by W. Cauley-Stein,8,0
33,1,7:37.0,,W. Cauley-Stein misses 2-pt jump shot from 21 ft,8,0
34,1,7:34.0,Defensive rebound by R. Westbrook,,8,0
35,1,7:32.0,Personal foul by W. Cauley-Stein (drawn by S. Adams),,8,0
36,1,7:24.0,C. Anthony makes 2-pt dunk at rim (assist by A. Roberson),,10,0
37,1,7:03.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by S. Adams),10,0
38,1,7:00.0,Defensive rebound by C. Anthony,,10,0
39,1,6:56.0,C. Anthony misses 3-pt jump shot from 25 ft,,10,0
40,1,6:52.0,,Defensive rebound by G. Hill,10,0
41,1,6:45.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,10,0
42,1,6:43.0,Defensive rebound by Team,,10,0
43,1,6:43.0,,D. Fox enters the game for W. Cauley-Stein,10,0
44,1,6:43.0,,J. Jackson enters the game for G. Hill,10,0
45,1,6:32.0,A. Roberson misses 2-pt layup from 1 ft (block by B. Bogdanović),,10,0
46,1,6:32.0,,Defensive rebound by Z. Randolph,10,0
47,1,6:22.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by G. Temple),10,3
48,1,6:14.0,Turnover by R. Westbrook (bad pass),,10,3
49,1,6:01.0,,Turnover by Z. Randolph (bad pass; steal by S. Adams),10,3
50,1,5:57.0,Turnover by S. Adams (bad pass; steal by Z. Randolph),,10,3
51,1,5:54.0,,J. Jackson misses 3-pt jump shot from 25 ft,10,3
52,1,5:52.0,Defensive rebound by P. George,,10,3
53,1,5:50.0,Oklahoma City full timeout,,10,3
54,1,5:50.0,J. Grant enters the game for C. Anthony,,10,3
55,1,5:46.0,Shooting foul by J. Jackson (drawn by S. Adams),,10,3
56,1,5:46.0,S. Adams makes free throw 1 of 2,,11,3
57,1,5:46.0,S. Adams makes free throw 2 of 2,,12,3
58,1,5:33.0,,D. Fox misses 2-pt jump shot from 10 ft,12,3
59,1,5:29.0,Defensive rebound by R. Westbrook,,12,3
60,1,5:21.0,J. Grant misses 3-pt jump shot from 25 ft,,12,3
61,1,5:18.0,Offensive rebound by S. Adams,,12,3
62,1,5:17.0,S. Adams makes 2-pt layup from 3 ft,,14,3
63,1,4:54.0,,Z. Randolph misses 2-pt layup from 2 ft,14,3
64,1,4:51.0,Defensive rebound by P. George,,14,3
65,1,4:43.0,P. George misses 2-pt jump shot from 17 ft,,14,3
66,1,4:40.0,,Defensive rebound by J. Jackson,14,3
67,1,4:25.0,,J. Jackson misses 3-pt jump shot from 25 ft,14,3
68,1,4:21.0,Defensive rebound by A. Roberson,,14,3
69,1,4:15.0,R. Westbrook misses 2-pt jump shot from 13 ft,,14,3
70,1,4:10.0,,Defensive rebound by D. Fox,14,3
71,1,4:07.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Fox),14,5
72,1,3:51.0,Personal foul by Z. Randolph (drawn by P. George),,14,5
73,1,3:45.0,,K. Koufos enters the game for G. Temple,14,5
74,1,3:45.0,,B. Hield enters the game for Z. Randolph,14,5
75,1,3:45.0,Á. Abrines enters the game for A. Roberson,,14,5
76,1,3:45.0,Shooting foul by D. Fox (drawn by R. Westbrook),,14,5
77,1,3:45.0,R. Westbrook makes free throw 1 of 2,,15,5
78,1,3:45.0,R. Westbrook makes free throw 2 of 2,,16,5
79,1,3:38.0,,Personal foul by J. Grant (drawn by K. Koufos),16,5
80,1,3:34.0,,Turnover by D. Fox (bad pass; steal by S. Adams),16,5
81,1,3:31.0,R. Westbrook misses 2-pt layup from 1 ft,,16,5
82,1,3:28.0,,Defensive rebound by K. Koufos,16,5
83,1,3:28.0,,Personal foul by R. Westbrook (drawn by K. Koufos),16,5
84,1,3:08.0,,D. Fox misses 3-pt jump shot from 25 ft,16,5
85,1,3:03.0,Defensive rebound by R. Westbrook,,16,5
86,1,3:03.0,Personal foul by B. Bogdanović (drawn by R. Westbrook),,16,5
87,1,3:03.0,R. Westbrook makes free throw 1 of 2,,17,5
88,1,3:03.0,,S. Labissière enters the game for B. Bogdanović,17,5
89,1,3:03.0,R. Westbrook makes free throw 2 of 2,,18,5
90,1,2:41.0,,J. Jackson misses 2-pt jump shot from 8 ft,18,5
91,1,2:40.0,,Offensive rebound by Team,18,5
92,1,2:40.0,R. Felton enters the game for R. Westbrook,,18,5
93,1,2:29.0,,B. Hield makes 3-pt jump shot from 25 ft,18,8
94,1,2:10.0,P. George makes 3-pt jump shot from 22 ft (assist by R. Felton),,21,8
95,1,1:54.0,,S. Labissière misses 2-pt hook shot from 6 ft,21,8
96,1,1:51.0,Defensive rebound by S. Adams,,21,8
97,1,1:41.0,J. Grant misses 3-pt jump shot from 23 ft,,21,8
98,1,1:37.0,Offensive rebound by Á. Abrines,,21,8
