,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
54,1,4:32.0,,Defensive rebound by K. Durant,14,13
55,1,4:30.0,,K. Durant misses 3-pt jump shot from 26 ft,14,13
56,1,4:28.0,Defensive rebound by A. Williams,,14,13
57,1,4:13.0,J. Jackson misses 2-pt layup from 3 ft (block by K. Looney),,14,13
58,1,4:11.0,,Defensive rebound by D. Green,14,13
59,1,4:11.0,,Personal foul by J. Jackson (drawn by D. Green),14,13
60,1,4:11.0,,J. McGee enters the game for K. Looney,14,13
61,1,4:11.0,,N. Young enters the game for K. Thompson,14,13
62,1,4:11.0,D. House enters the game for J. Jackson,,14,13
63,1,3:58.0,,K. Durant makes 2-pt jump shot from 10 ft,14,15
64,1,3:35.0,Shooting foul by K. Durant (drawn by A. Williams),,14,15
65,1,3:35.0,A. Williams makes free throw 1 of 2,,15,15
66,1,3:35.0,,J. Bell enters the game for Q. Cook,15,15
67,1,3:35.0,,S. Livingston enters the game for D. Green,15,15
68,1,3:35.0,S. Harrison enters the game for T. Ulis,,15,15
69,1,3:35.0,A. Williams makes free throw 2 of 2,,16,15
70,1,3:20.0,,N. Young misses 2-pt jump shot from 15 ft,16,15
71,1,3:14.0,Defensive rebound by S. Harrison,,16,15
72,1,2:59.0,D. Bender makes 3-pt jump shot from 25 ft (assist by A. Williams),,19,15
73,1,2:58.0,,Golden State full timeout,19,15
74,1,2:42.0,,K. Durant misses 3-pt jump shot from 25 ft,19,15
75,1,2:40.0,,Offensive rebound by J. McGee,19,15
76,1,2:40.0,,J. McGee misses 2-pt layup at rim,19,15
77,1,2:38.0,Defensive rebound by A. Williams,,19,15
78,1,2:27.0,D. Bender makes 3-pt jump shot from 26 ft (assist by S. Harrison),,22,15
79,1,1:58.0,,S. Livingston makes 2-pt jump shot from 14 ft,22,17
80,1,1:29.0,D. House misses 3-pt jump shot from 24 ft,,22,17
81,1,1:26.0,,Defensive rebound by J. McGee,22,17
82,1,1:17.0,,K. Durant makes 2-pt jump shot from 8 ft (assist by J. Bell),22,19
83,1,1:17.0,,Shooting foul by S. Harrison (drawn by K. Durant),22,19
84,1,1:17.0,,K. Durant makes free throw 1 of 1,22,20
85,1,0:57.0,D. House makes 2-pt layup from 3 ft,,24,20
86,1,0:46.0,,J. McGee misses 2-pt layup from 2 ft,24,20
87,1,0:43.0,,Offensive rebound by J. McGee,24,20
88,1,0:43.0,,J. McGee makes 2-pt dunk at rim,24,22
89,1,0:29.0,T. Daniels misses 3-pt jump shot from 27 ft,,24,22
90,1,0:25.0,Offensive rebound by S. Harrison,,24,22
91,1,0:06.0,D. House misses 3-pt jump shot from 25 ft,,24,22
92,1,0:04.0,,Defensive rebound by J. Bell,24,22
93,1,0:00.0,,N. Young misses 3-pt jump shot from 36 ft,24,22
94,1,0:00.0,,Offensive rebound by Team,24,22
95,2,11:44.0,M. Chriss misses 2-pt jump shot from 16 ft,,24,22
96,2,11:40.0,,Defensive rebound by D. Green,24,22
97,2,11:30.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by N. Young),24,24
98,2,11:09.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by D. House),,27,24
99,2,11:05.0,,D. West misses 2-pt layup from 3 ft (block by D. House),27,24
100,2,11:03.0,Defensive rebound by S. Harrison,,27,24
101,2,10:56.0,T. Ulis misses 3-pt jump shot from 28 ft,,27,24
102,2,10:49.0,,Defensive rebound by K. Thompson,27,24
103,2,10:30.0,,Turnover by Team (shot clock),27,24
104,2,10:09.0,D. House makes 2-pt layup from 2 ft,,29,24
105,2,10:09.0,Shooting foul by D. West (drawn by D. House),,29,24
106,2,10:09.0,D. House makes free throw 1 of 1,,30,24
107,2,9:57.0,,S. Livingston misses 2-pt layup from 1 ft (block by M. Chriss),30,24
108,2,9:55.0,,Offensive rebound by D. West,30,24
109,2,9:55.0,,Shooting foul by M. Chriss (drawn by D. West),30,24
110,2,9:55.0,,D. West makes free throw 1 of 2,30,25
111,2,9:55.0,,D. West makes free throw 2 of 2,30,26
112,2,9:37.0,A. Peters makes 3-pt jump shot from 26 ft (assist by S. Harrison),,33,26
113,2,9:25.0,,K. Thompson misses 2-pt jump shot from 18 ft,33,26
114,2,9:21.0,Defensive rebound by D. House,,33,26
115,2,9:15.0,M. Chriss makes 2-pt dunk from 2 ft (assist by T. Ulis),,35,26
116,2,8:58.0,,Personal foul by S. Harrison (drawn by K. Thompson),35,26
117,2,8:55.0,,D. West misses 2-pt jump shot from 18 ft,35,26
118,2,8:50.0,Defensive rebound by D. House,,35,26
119,2,8:34.0,S. Harrison makes 3-pt jump shot from 25 ft (assist by T. Ulis),,38,26
120,2,8:15.0,,D. West makes 2-pt hook shot from 6 ft (assist by K. Thompson),38,28
121,2,8:06.0,T. Ulis misses 3-pt jump shot from 27 ft,,38,28
122,2,8:02.0,,Defensive rebound by D. West,38,28
123,2,7:59.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Green),38,31
124,2,7:43.0,Personal foul by S. Livingston (drawn by S. Harrison),,38,31
125,2,7:43.0,J. Jackson enters the game for S. Harrison,,38,31
126,2,7:33.0,Personal foul by D. Green (drawn by M. Chriss),,38,31
127,2,7:19.0,D. House makes 2-pt dunk from 2 ft,,40,31
128,2,6:59.0,,N. Young misses 3-pt jump shot from 26 ft,40,31
129,2,6:57.0,Defensive rebound by M. Chriss,,40,31
130,2,6:40.0,J. Jackson makes 2-pt jump shot from 14 ft,,42,31
131,2,6:39.0,,Golden State full timeout,42,31
132,2,6:39.0,,K. Durant enters the game for D. West,42,31
133,2,6:39.0,,J. Bell enters the game for N. Young,42,31
134,2,6:39.0,,K. Looney enters the game for D. Green,42,31
135,2,6:39.0,,Q. Cook enters the game for S. Livingston,42,31
136,2,6:22.0,,K. Thompson misses 2-pt jump shot from 18 ft,42,31
137,2,6:20.0,Defensive rebound by Team,,42,31
138,2,6:10.0,J. Jackson makes 2-pt jump shot from 19 ft,,44,31
139,2,5:54.0,,K. Thompson makes 2-pt layup from 2 ft,44,33
140,2,5:34.0,D. House makes 3-pt jump shot from 23 ft (assist by J. Jackson),,47,33
141,2,5:14.0,,Q. Cook makes 3-pt jump shot from 25 ft,47,36
142,2,4:52.0,J. Jackson makes 2-pt hook shot from 4 ft (assist by M. Chriss),,49,36
143,2,4:40.0,,K. Thompson makes 2-pt jump shot from 11 ft,49,38
144,2,4:18.0,J. Jackson misses 2-pt jump shot from 14 ft,,49,38
145,2,4:12.0,,Defensive rebound by J. Bell,49,38
146,2,4:05.0,,J. Bell makes 2-pt jump shot from 14 ft (assist by Q. Cook),49,40
147,2,4:03.0,Phoenix full timeout,,49,40
148,2,4:03.0,D. Bender enters the game for D. House,,49,40
149,2,4:03.0,T. Daniels enters the game for A. Peters,,49,40
150,2,3:46.0,J. Jackson misses 2-pt jump shot from 12 ft (block by K. Durant),,49,40
151,2,3:43.0,,Defensive rebound by J. Bell,49,40
152,2,3:41.0,,J. Bell misses 2-pt layup at rim (block by J. Jackson),49,40
153,2,3:40.0,,Offensive rebound by J. Bell,49,40
154,2,3:40.0,,J. Bell makes 2-pt layup at rim,49,42
155,2,3:18.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Ulis),,52,42
156,2,2:55.0,,K. Durant makes 2-pt jump shot from 13 ft,52,44
157,2,2:35.0,M. Chriss makes 2-pt layup from 1 ft,,54,44
158,2,2:35.0,Shooting foul by K. Looney (drawn by M. Chriss),,54,44
159,2,2:35.0,,D. Green enters the game for K. Looney,54,44
160,2,2:35.0,M. Chriss misses free throw 1 of 1,,54,44
161,2,2:31.0,,Defensive rebound by D. Green,54,44
162,2,2:27.0,,K. Durant misses 2-pt jump shot from 14 ft,54,44
163,2,2:25.0,Defensive rebound by M. Chriss,,54,44
164,2,2:06.0,J. Jackson misses 2-pt jump shot from 19 ft,,54,44
165,2,2:01.0,,Defensive rebound by J. Bell,54,44
166,2,1:59.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),54,47
167,2,1:38.0,Turnover by T. Ulis (bad pass; steal by K. Thompson),,54,47
168,2,1:33.0,,Q. Cook makes 3-pt jump shot from 24 ft (assist by K. Durant),54,50
169,2,1:07.0,T. Ulis makes 2-pt layup from 8 ft,,56,50
170,2,0:56.0,,K. Durant makes 3-pt jump shot from 26 ft,56,53
171,2,0:44.0,Turnover by T. Ulis (bad pass; steal by J. Bell),,56,53
172,2,0:40.0,,Turnover by J. Bell (bad pass; steal by T. Ulis),56,53
173,2,0:37.0,Turnover by D. Bender (traveling),,56,53
174,2,0:37.0,S. Harrison enters the game for J. Jackson,,56,53
175,2,0:37.0,D. House enters the game for T. Daniels,,56,53
176,2,0:32.0,,D. Green makes 3-pt jump shot from 28 ft (assist by K. Durant),56,56
177,2,0:16.0,T. Ulis makes 2-pt jump shot from 8 ft,,58,56
178,2,0:16.0,Shooting foul by Q. Cook (drawn by T. Ulis),,58,56
179,2,0:16.0,T. Ulis makes free throw 1 of 1,,59,56
180,2,0:06.0,,J. Bell makes 2-pt dunk at rim (assist by K. Durant),59,58
181,2,0:01.0,T. Ulis misses 2-pt layup from 3 ft (block by K. Durant),,59,58
182,2,0:00.0,,Defensive rebound by K. Durant,59,58
183,3,11:44.0,M. Chriss misses 3-pt jump shot from 24 ft,,59,58
184,3,11:42.0,Offensive rebound by T. Ulis,,59,58
185,3,11:41.0,Offensive foul by M. Chriss (drawn by K. Looney),,59,58
186,3,11:41.0,Turnover by M. Chriss (offensive foul),,59,58
187,3,11:24.0,,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),59,60
188,3,11:06.0,J. Jackson misses 3-pt jump shot from 25 ft,,59,60
189,3,11:01.0,,Defensive rebound by K. Durant,59,60
190,3,10:59.0,,K. Durant misses 2-pt jump shot from 19 ft,59,60
191,3,10:54.0,Defensive rebound by M. Chriss,,59,60
192,3,10:40.0,J. Jackson misses 2-pt jump shot from 11 ft,,59,60
193,3,10:35.0,,Defensive rebound by K. Looney,59,60
194,3,10:30.0,,K. Thompson makes 2-pt dunk from 2 ft (assist by D. Green),59,62
195,3,10:04.0,T. Daniels misses 3-pt jump shot from 25 ft,,59,62
196,3,9:59.0,,Defensive rebound by K. Durant,59,62
197,3,9:54.0,,Q. Cook misses 2-pt jump shot from 10 ft,59,62
198,3,9:49.0,Defensive rebound by T. Ulis,,59,62
199,3,9:47.0,J. Jackson misses 3-pt jump shot from 23 ft,,59,62
200,3,9:40.0,Offensive rebound by M. Chriss,,59,62
201,3,9:30.0,M. Chriss makes 2-pt jump shot from 17 ft (assist by T. Ulis),,61,62
202,3,9:19.0,,Shooting foul by D. Bender (drawn by K. Looney),61,62
203,3,9:19.0,,K. Looney makes free throw 1 of 2,61,63
204,3,9:19.0,D. House enters the game for T. Daniels,,61,63
205,3,9:19.0,,K. Looney misses free throw 2 of 2,61,63
206,3,9:16.0,Defensive rebound by D. Bender,,61,63
207,3,8:57.0,T. Ulis makes 2-pt jump shot from 12 ft,,63,63
208,3,8:44.0,,K. Thompson misses 3-pt jump shot from 26 ft,63,63
209,3,8:41.0,Defensive rebound by D. Bender,,63,63
210,3,8:38.0,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),,65,63
211,3,8:18.0,,D. Green makes 3-pt jump shot from 27 ft,65,66
212,3,7:57.0,M. Chriss makes 2-pt dunk from 1 ft (assist by T. Ulis),,67,66
213,3,7:43.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),67,68
214,3,7:28.0,T. Ulis misses 2-pt jump shot from 11 ft,,67,68
215,3,7:23.0,,Defensive rebound by D. Green,67,68
216,3,7:22.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),67,71
217,3,7:02.0,Turnover by M. Chriss (lost ball; steal by K. Looney),,67,71
218,3,6:58.0,,Turnover by Q. Cook (out of bounds lost ball),67,71
219,3,6:58.0,,Golden State full timeout,67,71
220,3,6:58.0,A. Williams enters the game for M. Chriss,,67,71
221,3,6:46.0,A. Williams makes 2-pt hook shot from 6 ft (assist by T. Ulis),,69,71
222,3,6:29.0,,K. Looney misses 2-pt layup from 3 ft (block by D. House),69,71
223,3,6:26.0,Defensive rebound by D. House,,69,71
224,3,6:19.0,Turnover by D. Bender (bad pass; steal by Q. Cook),,69,71
225,3,6:14.0,,Q. Cook makes 2-pt layup from 2 ft,69,73
226,3,5:54.0,A. Williams misses 2-pt hook shot from 11 ft,,69,73
227,3,5:50.0,,Defensive rebound by K. Durant,69,73
228,3,5:46.0,,D. Green makes 2-pt layup from 2 ft (assist by K. Durant),69,75
229,3,5:40.0,Turnover by A. Williams (bad pass; steal by Q. Cook),,69,75
230,3,5:40.0,,Q. Cook makes 2-pt jump shot from 18 ft,69,77
231,3,5:40.0,Phoenix full timeout,,69,77
232,3,5:40.0,,Z. Pachulia enters the game for K. Looney,69,77
233,3,5:35.0,Personal foul by D. Green (drawn by J. Jackson),,69,77
234,3,5:21.0,A. Williams misses 2-pt layup from 2 ft (block by D. Green),,69,77
235,3,5:17.0,,Defensive rebound by D. Green,69,77
236,3,5:13.0,,Turnover by Z. Pachulia (bad pass; steal by A. Williams),69,77
237,3,4:57.0,A. Williams misses 2-pt hook shot from 9 ft,,69,77
238,3,4:55.0,Offensive rebound by D. Bender,,69,77
239,3,4:55.0,D. Bender misses 2-pt layup at rim (block by Z. Pachulia),,69,77
240,3,4:55.0,Offensive rebound by Team,,69,77
241,3,4:55.0,,N. Young enters the game for K. Thompson,69,77
242,3,4:47.0,A. Williams misses 2-pt jump shot from 7 ft,,69,77
243,3,4:44.0,,Defensive rebound by Q. Cook,69,77
244,3,4:40.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by Q. Cook),69,80
245,3,4:21.0,J. Jackson misses 2-pt jump shot from 11 ft,,69,80
246,3,4:17.0,,Defensive rebound by K. Durant,69,80
247,3,4:15.0,,Offensive foul by Z. Pachulia (drawn by J. Jackson),69,80
248,3,4:15.0,,Turnover by Z. Pachulia (offensive foul),69,80
249,3,4:15.0,M. Chriss enters the game for A. Williams,,69,80
250,3,4:03.0,T. Ulis misses 3-pt jump shot from 25 ft,,69,80
251,3,3:58.0,,Defensive rebound by N. Young,69,80
252,3,3:46.0,,K. Durant misses 2-pt layup from 4 ft,69,80
253,3,3:40.0,Defensive rebound by T. Ulis,,69,80
254,3,3:38.0,J. Jackson misses 2-pt layup from 1 ft,,69,80
255,3,3:35.0,Offensive rebound by D. House,,69,80
256,3,3:35.0,D. House makes 2-pt layup at rim,,71,80
257,3,3:17.0,,K. Durant makes 2-pt layup from 4 ft,71,82
258,3,3:17.0,Violation by M. Chriss (def goaltending),,71,82
259,3,2:57.0,D. House misses 2-pt layup from 7 ft,,71,82
260,3,2:52.0,,Defensive rebound by K. Durant,71,82
261,3,2:49.0,,D. Green makes 3-pt jump shot from 29 ft (assist by Q. Cook),71,85
262,3,2:49.0,Phoenix full timeout,,71,85
263,3,2:49.0,,J. Bell enters the game for D. Green,71,85
264,3,2:49.0,A. Peters enters the game for T. Ulis,,71,85
265,3,2:49.0,S. Harrison enters the game for D. Bender,,71,85
266,3,2:28.0,M. Chriss misses 2-pt layup from 1 ft (block by Z. Pachulia),,71,85
267,3,2:25.0,,Defensive rebound by Q. Cook,71,85
268,3,2:18.0,,Q. Cook makes 3-pt jump shot from 26 ft,71,88
269,3,1:56.0,M. Chriss makes 2-pt dunk at rim (assist by D. House),,73,88
270,3,1:41.0,,Q. Cook makes 2-pt jump shot from 14 ft,73,90
271,3,1:25.0,,Violation by K. Durant (kicked ball),73,90
272,3,1:20.0,Shooting foul by Z. Pachulia (drawn by S. Harrison),,73,90
273,3,1:20.0,S. Harrison makes free throw 1 of 2,,74,90
274,3,1:20.0,S. Harrison makes free throw 2 of 2,,75,90
275,3,1:06.0,,Q. Cook makes 2-pt jump shot from 21 ft (assist by K. Durant),75,92
276,3,0:48.0,M. Chriss makes 2-pt layup from 1 ft (assist by S. Harrison),,77,92
277,3,0:35.0,,J. Bell makes 2-pt layup from 2 ft (assist by Q. Cook),77,94
278,3,0:10.0,A. Peters misses 3-pt jump shot from 28 ft,,77,94
279,3,0:05.0,,Defensive rebound by K. Durant,77,94
280,3,0:04.0,,K. Durant misses 3-pt jump shot from 27 ft,77,94
281,3,0:01.0,Defensive rebound by S. Harrison,,77,94
282,4,11:41.0,,Turnover by D. West (bad pass; steal by M. Chriss),77,94
283,4,11:35.0,M. Chriss misses 2-pt hook shot from 6 ft,,77,94
284,4,11:30.0,,Defensive rebound by N. Young,77,94
285,4,11:18.0,,S. Livingston makes 2-pt jump shot from 13 ft (assist by D. West),77,96
286,4,11:00.0,Turnover by A. Peters (bad pass; steal by N. Young),,77,96
287,4,10:46.0,,Turnover by D. West (bad pass; steal by T. Ulis),77,96
288,4,10:42.0,S. Harrison misses 2-pt layup from 3 ft,,77,96
289,4,10:40.0,Offensive rebound by A. Peters,,77,96
290,4,10:40.0,A. Peters makes 2-pt layup at rim,,79,96
291,4,10:40.0,Shooting foul by D. West (drawn by A. Peters),,79,96
292,4,10:40.0,A. Peters makes free throw 1 of 1,,80,96
293,4,10:34.0,,D. Green enters the game for J. Bell,80,96
294,4,10:34.0,D. Bender enters the game for A. Peters,,80,96
295,4,10:30.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by D. Green),80,98
296,4,10:07.0,D. House misses 3-pt jump shot from 27 ft,,80,98
297,4,10:05.0,,Defensive rebound by Team,80,98
298,4,10:05.0,Loose ball foul by M. Chriss (drawn by K. Thompson),,80,98
299,4,9:53.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Thompson),80,100
300,4,9:44.0,Turnover by M. Chriss (bad pass),,80,100
301,4,9:28.0,,K. Thompson misses 2-pt jump shot from 17 ft,80,100
302,4,9:23.0,Defensive rebound by D. Bender,,80,100
303,4,9:13.0,S. Harrison misses 3-pt jump shot from 26 ft,,80,100
304,4,9:08.0,,Defensive rebound by S. Livingston,80,100
305,4,9:04.0,,N. Young misses 3-pt jump shot from 26 ft,80,100
306,4,8:59.0,Defensive rebound by D. House,,80,100
307,4,8:57.0,Shooting foul by D. Green (drawn by D. House),,80,100
308,4,8:57.0,D. House makes free throw 1 of 2,,81,100
309,4,8:57.0,A. Williams enters the game for M. Chriss,,81,100
310,4,8:57.0,D. House makes free throw 2 of 2,,82,100
311,4,8:41.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),82,102
312,4,8:41.0,,Shooting foul by S. Harrison (drawn by K. Thompson),82,102
313,4,8:41.0,J. Jackson enters the game for S. Harrison,,82,102
314,4,8:41.0,,K. Thompson makes free throw 1 of 1,82,103
315,4,8:29.0,J. Jackson makes 2-pt dunk at rim (assist by A. Williams),,84,103
316,4,8:13.0,,Turnover by S. Livingston (out of bounds lost ball),84,103
317,4,8:01.0,D. Bender makes 3-pt jump shot from 25 ft (assist by D. House),,87,103
318,4,7:41.0,,K. Thompson misses 3-pt jump shot from 27 ft,87,103
319,4,7:37.0,Defensive rebound by A. Williams,,87,103
320,4,7:28.0,Turnover by T. Ulis (bad pass; steal by D. Green),,87,103
321,4,7:22.0,,D. West misses 2-pt layup from 2 ft,87,103
322,4,7:20.0,,Offensive rebound by D. West,87,103
323,4,7:17.0,,D. West misses 2-pt layup at rim,87,103
324,4,7:15.0,Defensive rebound by D. Bender,,87,103
325,4,7:11.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Bender),,90,103
326,4,7:11.0,,Golden State full timeout,90,103
327,4,7:11.0,,Q. Cook enters the game for N. Young,90,103
328,4,6:53.0,,K. Thompson misses 2-pt jump shot from 7 ft,90,103
329,4,6:47.0,Defensive rebound by D. Bender,,90,103
330,4,6:39.0,A. Williams makes 2-pt layup from 1 ft (assist by J. Jackson),,92,103
331,4,6:22.0,,D. Green misses 3-pt jump shot from 28 ft,92,103
332,4,6:19.0,Defensive rebound by J. Jackson,,92,103
333,4,6:13.0,J. Jackson misses 2-pt layup from 2 ft,,92,103
334,4,6:08.0,,Defensive rebound by D. West,92,103
335,4,6:04.0,,D. Green misses 2-pt layup from 2 ft,92,103
336,4,6:00.0,Defensive rebound by D. Bender,,92,103
337,4,5:59.0,Shooting foul by S. Livingston (drawn by J. Jackson),,92,103
338,4,5:59.0,J. Jackson makes free throw 1 of 2,,93,103
339,4,5:59.0,,K. Looney enters the game for D. West,93,103
340,4,5:59.0,,K. Durant enters the game for K. Thompson,93,103
341,4,5:59.0,,N. Young enters the game for S. Livingston,93,103
342,4,5:59.0,J. Jackson makes free throw 2 of 2,,94,103
343,4,5:47.0,,Q. Cook misses 3-pt jump shot from 28 ft,94,103
344,4,5:43.0,,Offensive rebound by N. Young,94,103
345,4,5:39.0,,N. Young makes 3-pt jump shot from 24 ft (assist by K. Durant),94,106
346,4,5:26.0,J. Jackson misses 2-pt jump shot from 16 ft,,94,106
347,4,5:22.0,,Defensive rebound by Q. Cook,94,106
348,4,5:16.0,,Personal foul by D. House (drawn by D. Green),94,106
349,4,5:09.0,,K. Durant makes 2-pt jump shot from 19 ft,94,108
350,4,4:43.0,D. Bender misses 2-pt hook shot from 4 ft,,94,108
351,4,4:39.0,,Defensive rebound by K. Looney,94,108
352,4,4:34.0,,K. Durant misses 2-pt jump shot from 19 ft,94,108
353,4,4:28.0,Defensive rebound by A. Williams,,94,108
354,4,4:23.0,T. Ulis misses 2-pt jump shot from 15 ft,,94,108
355,4,4:18.0,,Defensive rebound by N. Young,94,108
356,4,4:18.0,,Turnover by D. Green (bad pass),94,108
357,4,4:18.0,Phoenix full timeout,,94,108
358,4,4:07.0,Turnover by J. Jackson (bad pass; steal by Q. Cook),,94,108
359,4,4:04.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by Q. Cook),94,110
360,4,3:46.0,D. Bender misses 3-pt jump shot from 25 ft,,94,110
361,4,3:42.0,Offensive rebound by T. Ulis,,94,110
362,4,3:41.0,T. Ulis misses 2-pt jump shot from 16 ft,,94,110
363,4,3:37.0,,Defensive rebound by N. Young,94,110
364,4,3:24.0,,Turnover by N. Young (bad pass; steal by J. Jackson),94,110
365,4,3:19.0,D. House makes 2-pt layup from 1 ft (assist by J. Jackson),,96,110
366,4,3:06.0,M. Chriss enters the game for A. Williams,,96,110
367,4,2:57.0,,N. Young misses 3-pt jump shot from 25 ft,96,110
368,4,2:53.0,Defensive rebound by M. Chriss,,96,110
369,4,2:47.0,J. Jackson misses 2-pt jump shot from 7 ft,,96,110
370,4,2:45.0,Offensive rebound by M. Chriss,,96,110
371,4,2:45.0,Shooting foul by K. Looney (drawn by M. Chriss),,96,110
372,4,2:45.0,M. Chriss makes free throw 1 of 2,,97,110
373,4,2:45.0,M. Chriss misses free throw 2 of 2,,97,110
374,4,2:43.0,Offensive rebound by Team,,97,110
375,4,2:41.0,Turnover by T. Ulis (bad pass; steal by D. Green),,97,110
376,4,2:36.0,,N. Young misses 3-pt jump shot from 25 ft,97,110
377,4,2:32.0,Defensive rebound by M. Chriss,,97,110
378,4,2:28.0,J. Jackson makes 2-pt jump shot from 4 ft,,99,110
379,4,2:00.0,,K. Durant makes 3-pt jump shot from 30 ft (assist by D. Green),99,113
380,4,1:51.0,Personal foul by K. Looney (drawn by M. Chriss),,99,113
381,4,1:51.0,M. Chriss makes free throw 1 of 2,,100,113
382,4,1:51.0,,J. Bell enters the game for D. Green,100,113
383,4,1:51.0,,D. Jones enters the game for K. Durant,100,113
384,4,1:51.0,M. Chriss makes free throw 2 of 2,,101,113
385,4,1:40.0,,J. Bell makes 2-pt layup from 2 ft (assist by Q. Cook),101,115
386,4,1:33.0,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),,103,115
