,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
130,2,10:18.0,,B. Simmons makes 2-pt layup from 3 ft,33,26
131,2,10:02.0,C. Frye makes 2-pt layup from 1 ft (assist by D. Wade),,35,26
132,2,10:02.0,,Philadelphia full timeout,35,26
133,2,10:02.0,,T. McConnell enters the game for D. Šarić,35,26
134,2,9:48.0,,Personal foul by C. Frye (drawn by J. Embiid),35,26
135,2,9:35.0,,J. Bayless misses 2-pt layup from 1 ft,35,26
136,2,9:33.0,Defensive rebound by D. Wade,,35,26
137,2,9:26.0,D. Wade misses 2-pt jump shot from 11 ft,,35,26
138,2,9:23.0,Offensive rebound by J. Green,,35,26
139,2,9:12.0,D. Wade makes 2-pt jump shot from 15 ft,,37,26
140,2,8:49.0,,T. McConnell makes 2-pt jump shot from 14 ft,37,28
141,2,8:28.0,J. Green makes 2-pt layup from 1 ft (assist by D. Wade),,39,28
142,2,8:22.0,,J. Redick misses 2-pt jump shot from 9 ft,39,28
143,2,8:22.0,Defensive rebound by C. Frye,,39,28
144,2,8:12.0,I. Shumpert misses 2-pt jump shot from 21 ft,,39,28
145,2,8:08.0,,Defensive rebound by B. Simmons,39,28
146,2,8:01.0,,J. Embiid misses 2-pt jump shot from 19 ft,39,28
147,2,7:57.0,Defensive rebound by J. Green,,39,28
148,2,7:52.0,J. Green makes 2-pt layup at rim,,41,28
149,2,7:52.0,,Philadelphia full timeout,41,28
150,2,7:52.0,,A. Johnson enters the game for J. Redick,41,28
151,2,7:52.0,,R. Covington enters the game for J. Embiid,41,28
152,2,7:29.0,,B. Simmons misses 2-pt layup from 1 ft,41,28
153,2,7:28.0,,Offensive rebound by A. Johnson,41,28
154,2,7:28.0,,Shooting foul by C. Frye (drawn by A. Johnson),41,28
155,2,7:28.0,,A. Johnson misses free throw 1 of 2,41,28
156,2,7:28.0,,Offensive rebound by Team,41,28
157,2,7:28.0,,A. Johnson makes free throw 2 of 2,41,29
158,2,7:08.0,Shooting block foul by J. Bayless (drawn by D. Wade),,41,29
159,2,7:08.0,D. Wade misses free throw 1 of 3,,41,29
160,2,7:08.0,Offensive rebound by Team,,41,29
161,2,7:08.0,K. Love enters the game for I. Shumpert,,41,29
162,2,7:08.0,J. Smith enters the game for C. Frye,,41,29
163,2,7:08.0,L. James enters the game for K. Korver,,41,29
164,2,7:08.0,D. Wade makes free throw 2 of 3,,42,29
165,2,7:08.0,D. Wade misses free throw 3 of 3,,42,29
166,2,7:08.0,,Defensive rebound by B. Simmons,42,29
167,2,6:56.0,,J. Bayless makes 2-pt layup from 1 ft (assist by R. Covington),42,31
168,2,6:35.0,J. Green misses 3-pt jump shot from 25 ft,,42,31
169,2,6:32.0,Offensive rebound by D. Wade,,42,31
170,2,6:29.0,D. Wade misses 2-pt jump shot from 16 ft,,42,31
171,2,6:29.0,Offensive rebound by Team,,42,31
172,2,6:27.0,,J. Redick enters the game for J. Bayless,42,31
173,2,6:27.0,,D. Šarić enters the game for B. Simmons,42,31
174,2,6:14.0,K. Love misses 3-pt jump shot from 25 ft,,42,31
175,2,6:11.0,,Defensive rebound by R. Covington,42,31
176,2,6:06.0,,R. Covington misses 3-pt jump shot from 26 ft,42,31
177,2,6:02.0,,Offensive rebound by A. Johnson,42,31
178,2,6:00.0,,R. Covington misses 3-pt jump shot from 23 ft,42,31
179,2,6:00.0,Defensive rebound by J. Smith,,42,31
180,2,5:46.0,Turnover by L. James (bad pass; steal by R. Covington),,42,31
181,2,5:43.0,,T. McConnell makes 2-pt layup from 1 ft,42,33
182,2,5:33.0,Personal foul by A. Johnson (drawn by K. Love),,42,33
183,2,5:33.0,J. Crowder enters the game for J. Green,,42,33
184,2,5:19.0,L. James makes 2-pt jump shot from 14 ft (assist by D. Wade),,44,33
185,2,5:06.0,,T. McConnell misses 2-pt jump shot from 12 ft (block by D. Wade),44,33
186,2,5:03.0,,Offensive rebound by T. McConnell,44,33
187,2,4:53.0,,Turnover by Team (shot clock),44,33
188,2,4:45.0,Turnover by L. James (bad pass),,44,33
189,2,4:35.0,,D. Šarić makes 2-pt layup from 1 ft (assist by T. McConnell),44,35
190,2,4:12.0,K. Love makes 2-pt layup at rim (assist by L. James),,46,35
191,2,3:54.0,,J. Redick makes 2-pt layup from 1 ft (assist by A. Johnson),46,37
192,2,3:33.0,Turnover by J. Crowder (bad pass),,46,37
193,2,3:33.0,,J. Embiid enters the game for A. Johnson,46,37
194,2,3:33.0,,B. Simmons enters the game for T. McConnell,46,37
195,2,3:33.0,J. Calderón enters the game for D. Wade,,46,37
196,2,3:24.0,,Personal foul by J. Smith (drawn by J. Redick),46,37
197,2,3:18.0,,J. Embiid misses 2-pt dunk at rim,46,37
198,2,3:17.0,Defensive rebound by Team,,46,37
199,2,3:17.0,,Loose ball foul by J. Embiid (drawn by K. Love),46,37
200,2,2:54.0,L. James misses 2-pt jump shot from 16 ft,,46,37
201,2,2:52.0,,Defensive rebound by J. Embiid,46,37
202,2,2:35.0,,R. Covington misses 3-pt jump shot from 26 ft,46,37
203,2,2:30.0,Defensive rebound by J. Smith,,46,37
204,2,2:25.0,Turnover by J. Crowder (out of bounds lost ball),,46,37
205,2,2:15.0,,Personal foul by J. Calderón (drawn by J. Embiid),46,37
206,2,2:06.0,,J. Embiid misses 2-pt layup from 1 ft,46,37
207,2,2:02.0,,Offensive rebound by D. Šarić,46,37
208,2,2:02.0,,D. Šarić makes 2-pt layup at rim,46,39
209,2,1:48.0,L. James makes 2-pt layup from 2 ft,,48,39
210,2,1:34.0,,J. Redick misses 2-pt layup at rim,48,39
211,2,1:30.0,,Offensive rebound by D. Šarić,48,39
212,2,1:30.0,,D. Šarić makes 2-pt layup at rim,48,41
213,2,1:15.0,J. Crowder misses 3-pt jump shot from 26 ft,,48,41
214,2,1:11.0,,Defensive rebound by R. Covington,48,41
215,2,1:03.0,,Shooting foul by K. Love (drawn by J. Embiid),48,41
216,2,1:03.0,,J. Embiid makes free throw 1 of 2,48,42
217,2,1:03.0,,J. Bayless enters the game for R. Covington,48,42
218,2,1:03.0,,J. Embiid makes free throw 2 of 2,48,43
219,2,0:51.0,Personal foul by J. Embiid (drawn by K. Love),,48,43
220,2,0:37.0,J. Smith makes 2-pt dunk at rim (assist by L. James),,50,43
221,2,0:25.0,,J. Embiid makes 2-pt jump shot from 4 ft (assist by J. Bayless),50,45
222,2,0:03.0,L. James misses 3-pt jump shot from 25 ft,,50,45
223,2,0:00.0,Offensive rebound by L. James,,50,45
224,2,0:00.0,L. James makes 3-pt jump shot from 23 ft,,53,45
225,3,11:45.0,J. Crowder misses 3-pt jump shot from 25 ft,,53,45
226,3,11:41.0,,Defensive rebound by J. Embiid,53,45
227,3,11:34.0,Offensive charge foul by B. Simmons (drawn by L. James),,53,45
228,3,11:34.0,,Turnover by B. Simmons (offensive foul),53,45
229,3,11:19.0,K. Love misses 3-pt jump shot from 27 ft,,53,45
230,3,11:19.0,,Defensive rebound by R. Covington,53,45
231,3,11:08.0,,R. Covington misses 2-pt jump shot from 18 ft,53,45
232,3,11:06.0,Defensive rebound by J. Crowder,,53,45
233,3,11:00.0,L. James makes 2-pt jump shot from 19 ft,,55,45
234,3,10:45.0,,J. Embiid makes 2-pt jump shot from 15 ft,55,47
235,3,10:45.0,,Shooting foul by K. Love (drawn by J. Embiid),55,47
236,3,10:45.0,,J. Embiid makes free throw 1 of 1,55,48
237,3,10:27.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,58,48
238,3,10:11.0,,Personal foul by J. Calderón (drawn by R. Covington),58,48
239,3,10:02.0,,J. Embiid makes 2-pt jump shot at rim (assist by R. Covington),58,50
240,3,9:43.0,L. James misses 2-pt jump shot from 21 ft,,58,50
241,3,9:40.0,Offensive rebound by K. Love,,58,50
242,3,9:37.0,L. James makes 2-pt dunk from 1 ft (assist by K. Love),,60,50
243,3,9:28.0,,D. Šarić misses 2-pt layup at rim,60,50
244,3,9:25.0,Defensive rebound by L. James,,60,50
245,3,9:21.0,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Calderón),,63,50
246,3,9:20.0,,Philadelphia full timeout,63,50
247,3,8:59.0,,R. Covington makes 2-pt jump shot from 17 ft (assist by B. Simmons),63,52
248,3,8:36.0,Turnover by K. Love (lost ball; steal by B. Simmons),,63,52
249,3,8:29.0,,Turnover by R. Covington (out of bounds lost ball),63,52
250,3,8:15.0,J. Smith makes 3-pt jump shot from 22 ft (assist by K. Love),,66,52
251,3,8:02.0,,B. Simmons misses 2-pt hook shot from 5 ft,66,52
252,3,8:02.0,,Offensive rebound by Team,66,52
253,3,8:02.0,,Personal foul by J. Crowder (drawn by J. Embiid),66,52
254,3,8:02.0,,T. McConnell enters the game for D. Šarić,66,52
255,3,7:40.0,,T. McConnell makes 3-pt jump shot from 23 ft (assist by J. Redick),66,55
256,3,7:25.0,Turnover by L. James (bad pass),,66,55
257,3,7:21.0,,Personal foul by J. Crowder (drawn by B. Simmons),66,55
258,3,7:08.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by R. Covington),66,58
259,3,6:53.0,L. James misses 3-pt jump shot from 27 ft,,66,58
260,3,6:49.0,,Defensive rebound by J. Embiid,66,58
261,3,6:36.0,,Turnover by R. Covington (bad pass; steal by J. Calderón),66,58
262,3,6:30.0,J. Crowder misses 2-pt jump shot from 5 ft,,66,58
263,3,6:26.0,,Defensive rebound by T. McConnell,66,58
264,3,6:21.0,,R. Covington misses 3-pt jump shot from 27 ft,66,58
265,3,6:21.0,,Offensive rebound by J. Embiid,66,58
266,3,6:17.0,,J. Embiid makes 2-pt layup at rim,66,60
267,3,6:17.0,Cleveland full timeout,,66,60
268,3,6:00.0,K. Love makes 3-pt jump shot from 25 ft (assist by J. Calderón),,69,60
269,3,5:48.0,,T. McConnell misses 2-pt jump shot from 17 ft,69,60
270,3,5:45.0,Defensive rebound by L. James,,69,60
271,3,5:40.0,K. Love misses 3-pt jump shot from 26 ft,,69,60
272,3,5:36.0,,Defensive rebound by Team,69,60
273,3,5:35.0,,J. Bayless enters the game for J. Redick,69,60
274,3,5:35.0,D. Wade enters the game for J. Calderón,,69,60
275,3,5:20.0,,Shooting foul by K. Love (drawn by J. Embiid),69,60
276,3,5:20.0,,J. Embiid makes free throw 1 of 2,69,61
277,3,5:20.0,J. Green enters the game for J. Crowder,,69,61
278,3,5:20.0,,J. Embiid makes free throw 2 of 2,69,62
279,3,5:05.0,K. Love misses 2-pt jump shot from 13 ft,,69,62
280,3,5:00.0,Offensive rebound by J. Green,,69,62
281,3,5:00.0,J. Green misses 2-pt layup from 1 ft,,69,62
282,3,4:56.0,Offensive rebound by J. Green,,69,62
283,3,4:56.0,J. Green makes 2-pt layup at rim,,71,62
284,3,4:48.0,,Personal foul by K. Love (drawn by J. Embiid),71,62
285,3,4:48.0,,J. Embiid makes free throw 1 of 2,71,63
286,3,4:48.0,C. Frye enters the game for K. Love,,71,63
287,3,4:48.0,,J. Embiid misses free throw 2 of 2,71,63
288,3,4:45.0,Defensive rebound by L. James,,71,63
289,3,4:29.0,,J. Redick enters the game for B. Simmons,71,63
290,3,4:29.0,,D. Šarić enters the game for R. Covington,71,63
291,3,4:24.0,L. James misses 2-pt jump shot from 16 ft,,71,63
292,3,4:21.0,,Defensive rebound by T. McConnell,71,63
293,3,4:14.0,,T. McConnell makes 2-pt jump shot from 16 ft,71,65
294,3,3:56.0,J. Smith misses 3-pt jump shot from 27 ft,,71,65
295,3,3:56.0,,Defensive rebound by T. McConnell,71,65
296,3,3:39.0,,J. Bayless misses 2-pt layup at rim,71,65
297,3,3:34.0,,Offensive rebound by J. Embiid,71,65
298,3,3:34.0,,J. Embiid makes 2-pt layup at rim,71,67
299,3,3:25.0,Personal foul by T. McConnell (drawn by D. Wade),,71,67
300,3,3:25.0,K. Korver enters the game for J. Smith,,71,67
301,3,3:19.0,Shooting foul by J. Embiid (drawn by D. Wade),,71,67
302,3,3:19.0,D. Wade makes free throw 1 of 2,,72,67
303,3,3:19.0,D. Wade misses free throw 2 of 2,,72,67
304,3,3:16.0,,Defensive rebound by T. McConnell,72,67
305,3,3:06.0,,J. Embiid makes 2-pt layup at rim,72,69
306,3,2:53.0,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),,75,69
307,3,2:45.0,,J. Embiid misses 3-pt jump shot from 26 ft,75,69
308,3,2:45.0,Defensive rebound by D. Wade,,75,69
309,3,2:23.0,D. Wade misses 3-pt jump shot from 24 ft,,75,69
310,3,2:18.0,Offensive rebound by L. James,,75,69
311,3,2:12.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,78,69
312,3,1:49.0,,Shooting foul by C. Frye (drawn by J. Embiid),78,69
313,3,1:49.0,,J. Embiid makes free throw 1 of 2,78,70
314,3,1:49.0,,B. Simmons enters the game for D. Šarić,78,70
315,3,1:49.0,J. Smith enters the game for L. James,,78,70
316,3,1:49.0,,J. Embiid makes free throw 2 of 2,78,71
317,3,1:29.0,J. Green makes 2-pt dunk at rim (assist by J. Smith),,80,71
318,3,1:13.0,,Turnover by J. Redick (out of bounds lost ball),80,71
319,3,1:13.0,,A. Johnson enters the game for J. Embiid,80,71
320,3,1:08.0,Shooting foul by B. Simmons (drawn by J. Green),,80,71
321,3,1:08.0,J. Green makes free throw 1 of 2,,81,71
322,3,1:08.0,J. Green makes free throw 2 of 2,,82,71
323,3,0:52.0,,J. Redick misses 3-pt jump shot from 23 ft,82,71
324,3,0:49.0,Defensive rebound by J. Green,,82,71
325,3,0:41.0,Personal foul by A. Johnson (drawn by C. Frye),,82,71
326,3,0:41.0,C. Frye makes free throw 1 of 2,,83,71
327,3,0:41.0,C. Frye makes free throw 2 of 2,,84,71
328,3,0:33.0,,B. Simmons misses 2-pt jump shot from 6 ft,84,71
329,3,0:30.0,Defensive rebound by J. Green,,84,71
330,3,0:17.0,D. Wade makes 2-pt layup from 2 ft (assist by C. Frye),,86,71
331,3,0:03.0,,B. Simmons misses 2-pt jump shot from 14 ft,86,71
332,3,0:01.0,,Offensive rebound by A. Johnson,86,71
333,3,0:00.0,,Shooting foul by D. Wade (drawn by J. Bayless),86,71
334,3,0:00.0,,J. Bayless makes free throw 1 of 3,86,72
335,3,0:00.0,,J. Bayless misses free throw 2 of 3,86,72
336,3,0:00.0,,Offensive rebound by Team,86,72
337,3,0:00.0,,J. Bayless makes free throw 3 of 3,86,73
338,4,11:49.0,,Turnover by J. Redick (bad pass; steal by C. Frye),86,73
339,4,11:43.0,D. Wade misses 2-pt jump shot from 15 ft,,86,73
340,4,11:41.0,,Defensive rebound by D. Šarić,86,73
341,4,11:27.0,,J. Embiid misses 2-pt jump shot from 15 ft,86,73
342,4,11:24.0,,Offensive rebound by B. Simmons,86,73
343,4,11:21.0,,R. Covington misses 3-pt jump shot from 26 ft,86,73
344,4,11:21.0,,Offensive rebound by B. Simmons,86,73
345,4,11:16.0,,B. Simmons makes 2-pt dunk at rim,86,75
346,4,11:00.0,Turnover by D. Wade (lost ball; steal by B. Simmons),,86,75
347,4,10:51.0,,B. Simmons makes 2-pt dunk at rim (assist by R. Covington),86,77
348,4,10:32.0,J. Green misses 2-pt jump shot from 22 ft,,86,77
349,4,10:29.0,,Defensive rebound by R. Covington,86,77
350,4,10:25.0,,R. Covington misses 3-pt jump shot from 26 ft,86,77
351,4,10:22.0,Defensive rebound by J. Smith,,86,77
352,4,10:21.0,Personal foul by J. Embiid (drawn by J. Smith),,86,77
353,4,10:12.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Wade),,89,77
354,4,10:00.0,,Personal foul by C. Frye (drawn by R. Covington),89,77
355,4,9:51.0,,Turnover by J. Embiid (bad pass; steal by K. Korver),89,77
356,4,9:47.0,C. Frye makes 2-pt layup from 2 ft (assist by K. Korver),,91,77
357,4,9:47.0,,Philadelphia full timeout,91,77
358,4,9:37.0,,J. Redick misses 2-pt jump shot from 17 ft,91,77
359,4,9:34.0,Defensive rebound by C. Frye,,91,77
360,4,9:13.0,K. Korver makes 3-pt jump shot from 25 ft (assist by C. Frye),,94,77
361,4,8:57.0,,J. Redick misses 2-pt layup from 1 ft (block by J. Green),94,77
362,4,8:50.0,,Offensive rebound by J. Embiid,94,77
363,4,8:50.0,,J. Embiid makes 2-pt dunk at rim,94,79
364,4,8:28.0,Turnover by D. Wade (bad pass; steal by J. Redick),,94,79
365,4,8:26.0,,Personal foul by K. Korver (drawn by J. Redick),94,79
366,4,8:26.0,L. James enters the game for J. Smith,,94,79
367,4,8:12.0,,J. Embiid misses 2-pt jump shot from 17 ft,94,79
368,4,8:10.0,Defensive rebound by L. James,,94,79
369,4,8:05.0,L. James misses 2-pt layup from 1 ft,,94,79
370,4,8:03.0,,Defensive rebound by D. Šarić,94,79
371,4,7:58.0,,R. Covington misses 3-pt jump shot from 27 ft,94,79
372,4,7:58.0,Defensive rebound by L. James,,94,79
373,4,7:50.0,D. Wade misses 2-pt jump shot from 6 ft,,94,79
374,4,7:48.0,,Defensive rebound by J. Embiid,94,79
375,4,7:33.0,,J. Embiid misses 2-pt hook shot from 6 ft,94,79
376,4,7:30.0,Defensive rebound by J. Green,,94,79
377,4,7:26.0,C. Frye misses 3-pt jump shot from 23 ft,,94,79
378,4,7:22.0,,Defensive rebound by J. Embiid,94,79
379,4,7:10.0,,B. Simmons misses 2-pt jump shot from 4 ft,94,79
380,4,7:07.0,,Offensive rebound by J. Embiid,94,79
381,4,7:07.0,,J. Embiid misses 2-pt layup at rim (block by D. Wade),94,79
382,4,7:07.0,Defensive rebound by J. Green,,94,79
383,4,6:47.0,L. James makes 2-pt jump shot from 22 ft,,96,79
384,4,6:45.0,,Philadelphia full timeout,96,79
385,4,6:45.0,,T. McConnell enters the game for J. Embiid,96,79
386,4,6:45.0,K. Love enters the game for C. Frye,,96,79
387,4,6:34.0,,D. Šarić misses 3-pt jump shot from 25 ft,96,79
388,4,6:30.0,Defensive rebound by D. Wade,,96,79
389,4,6:15.0,D. Wade misses 2-pt dunk from 1 ft,,96,79
390,4,6:12.0,,Defensive rebound by T. McConnell,96,79
391,4,6:07.0,,R. Covington misses 3-pt jump shot from 25 ft,96,79
392,4,6:03.0,,Offensive rebound by D. Šarić,96,79
393,4,6:00.0,,R. Covington misses 3-pt jump shot from 24 ft,96,79
394,4,6:00.0,,Offensive rebound by B. Simmons,96,79
395,4,5:57.0,,T. McConnell misses 3-pt jump shot from 24 ft,96,79
396,4,5:57.0,,Offensive rebound by Team,96,79
