,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MINNESOTA_ACTION,PHILADELPHIA_SCORE,MINNESOTA_SCORE
52,1,5:56.0,,J. Teague makes 2-pt layup from 1 ft,10,15
53,1,5:44.0,T. McConnell makes 2-pt jump shot from 12 ft,,12,15
54,1,5:27.0,,J. Butler misses 2-pt jump shot from 15 ft,12,15
55,1,5:24.0,Defensive rebound by T. Booker,,12,15
56,1,5:18.0,Turnover by T. McConnell (lost ball; steal by J. Teague),,12,15
57,1,5:10.0,,J. Butler makes 2-pt layup at rim,12,17
58,1,4:49.0,A. Johnson misses 2-pt jump shot from 9 ft,,12,17
59,1,4:47.0,,Defensive rebound by K. Towns,12,17
60,1,4:37.0,,K. Towns misses 2-pt jump shot from 6 ft,12,17
61,1,4:34.0,,Offensive rebound by A. Wiggins,12,17
62,1,4:31.0,,J. Butler misses 3-pt jump shot from 25 ft,12,17
63,1,4:28.0,,Offensive rebound by T. Gibson,12,17
64,1,4:26.0,,A. Wiggins misses 3-pt jump shot from 22 ft,12,17
65,1,4:22.0,Defensive rebound by T. Booker,,12,17
66,1,4:10.0,A. Johnson misses 3-pt jump shot from 25 ft,,12,17
67,1,4:06.0,Offensive rebound by D. Šarić,,12,17
68,1,3:58.0,Turnover by Team (shot clock),,12,17
69,1,3:45.0,,Shooting foul by A. Johnson (drawn by K. Towns),12,17
70,1,3:45.0,,K. Towns makes free throw 1 of 2,12,18
71,1,3:45.0,,J. Crawford enters the game for J. Teague,12,18
72,1,3:45.0,,T. Jones enters the game for J. Butler,12,18
73,1,3:45.0,J. Bayless enters the game for D. Šarić,,12,18
74,1,3:45.0,T. Luwawu-Cabarrot enters the game for B. Simmons,,12,18
75,1,3:45.0,,K. Towns makes free throw 2 of 2,12,19
76,1,3:28.0,T. Booker makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,14,19
77,1,3:11.0,,A. Wiggins makes 2-pt jump shot from 12 ft (assist by J. Crawford),14,21
78,1,2:50.0,A. Johnson misses 2-pt layup from 2 ft (block by A. Wiggins),,14,21
79,1,2:47.0,,Defensive rebound by A. Wiggins,14,21
80,1,2:43.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Towns),14,21
81,1,2:43.0,,Minnesota full timeout,14,21
82,1,2:43.0,J. Embiid enters the game for A. Johnson,,14,21
83,1,2:43.0,,K. Towns makes free throw 1 of 2,14,22
84,1,2:43.0,,K. Towns misses free throw 2 of 2,14,22
85,1,2:41.0,Defensive rebound by J. Embiid,,14,22
86,1,2:22.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 22 ft (assist by T. McConnell),,17,22
87,1,2:01.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by A. Wiggins),17,22
88,1,2:01.0,,A. Wiggins makes free throw 1 of 2,17,23
89,1,2:01.0,,G. Dieng enters the game for K. Towns,17,23
90,1,2:01.0,,A. Wiggins misses free throw 2 of 2,17,23
91,1,2:01.0,Defensive rebound by J. Embiid,,17,23
92,1,1:49.0,Def 3 sec tech foul by A. Wiggins,,17,23
93,1,1:49.0,T. McConnell makes technical free throw,,18,23
94,1,1:42.0,J. Embiid makes 2-pt dunk at rim,,20,23
95,1,1:19.0,,G. Dieng makes 2-pt jump shot from 21 ft (assist by J. Crawford),20,25
96,1,1:05.0,J. Embiid misses 2-pt jump shot from 6 ft (block by T. Gibson),,20,25
97,1,1:02.0,Offensive rebound by T. Luwawu-Cabarrot,,20,25
98,1,1:01.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by T. Jones),,20,25
99,1,1:01.0,,Personal foul by T. McConnell (drawn by T. Jones),20,25
100,1,1:01.0,,T. Jones makes free throw 1 of 2,20,26
101,1,1:01.0,,T. Jones makes free throw 2 of 2,20,27
102,1,0:48.0,T. Booker misses 2-pt jump shot from 9 ft,,20,27
103,1,0:45.0,,Defensive rebound by G. Dieng,20,27
104,1,0:36.0,,J. Crawford misses 3-pt jump shot from 23 ft,20,27
105,1,0:33.0,Defensive rebound by T. McConnell,,20,27
106,1,0:28.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft (block by G. Dieng),,20,27
107,1,0:28.0,Offensive rebound by Team,,20,27
108,1,0:27.0,Turnover by J. Bayless (out of bounds lost ball),,20,27
109,1,0:08.0,,A. Wiggins misses 2-pt jump shot from 14 ft,20,27
110,1,0:06.0,Defensive rebound by J. Embiid,,20,27
111,1,0:01.0,Personal block foul by G. Dieng (drawn by T. Booker),,20,27
112,2,11:49.0,J. Redick misses 3-pt jump shot from 25 ft,,20,27
113,2,11:45.0,,Defensive rebound by K. Towns,20,27
114,2,11:32.0,,J. Crawford makes 2-pt jump shot from 13 ft (assist by T. Jones),20,29
115,2,11:14.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Embiid),,23,29
116,2,11:05.0,,J. Crawford misses 3-pt jump shot from 25 ft,23,29
117,2,11:02.0,Defensive rebound by J. Embiid,,23,29
118,2,10:56.0,J. Redick makes 2-pt jump shot from 22 ft,,25,29
119,2,10:31.0,,J. Butler misses 2-pt jump shot from 19 ft,25,29
120,2,10:31.0,Defensive rebound by Team,,25,29
121,2,10:30.0,,Loose ball foul by G. Dieng (drawn by R. Holmes),25,29
122,2,10:19.0,T. McConnell makes 2-pt jump shot from 12 ft,,27,29
123,2,10:02.0,,G. Dieng misses 2-pt jump shot from 14 ft,27,29
124,2,9:59.0,Defensive rebound by D. Šarić,,27,29
125,2,9:56.0,Turnover by D. Šarić (lost ball; steal by T. Jones),,27,29
126,2,9:51.0,,J. Crawford misses 3-pt jump shot from 23 ft,27,29
127,2,9:48.0,,Offensive rebound by J. Butler,27,29
128,2,9:45.0,,J. Butler makes 2-pt layup at rim,27,31
129,2,9:33.0,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),,29,31
130,2,9:20.0,,Shooting foul by T. McConnell (drawn by J. Butler),29,31
131,2,9:20.0,,J. Butler makes free throw 1 of 2,29,32
132,2,9:20.0,,J. Teague enters the game for T. Jones,29,32
133,2,9:20.0,B. Simmons enters the game for T. McConnell,,29,32
134,2,9:20.0,,J. Butler makes free throw 2 of 2,29,33
135,2,9:04.0,Shooting foul by G. Dieng (drawn by J. Embiid),,29,33
136,2,9:04.0,J. Embiid makes free throw 1 of 2,,30,33
137,2,9:04.0,,T. Gibson enters the game for G. Dieng,30,33
138,2,9:04.0,J. Embiid makes free throw 2 of 2,,31,33
139,2,8:45.0,,K. Towns makes 2-pt jump shot from 20 ft,31,35
140,2,8:33.0,J. Embiid misses 2-pt jump shot from 14 ft,,31,35
141,2,8:30.0,,Defensive rebound by T. Gibson,31,35
142,2,8:11.0,,T. Gibson makes 2-pt hook shot from 7 ft (assist by J. Butler),31,37
143,2,8:02.0,R. Holmes makes 2-pt layup from 1 ft (assist by B. Simmons),,33,37
144,2,7:47.0,,J. Teague makes 3-pt jump shot from 24 ft,33,40
145,2,7:46.0,Philadelphia full timeout,,33,40
146,2,7:46.0,J. Bayless enters the game for D. Šarić,,33,40
147,2,7:46.0,A. Johnson enters the game for J. Embiid,,33,40
148,2,7:33.0,R. Holmes misses 3-pt jump shot from 24 ft (block by T. Gibson),,33,40
149,2,7:28.0,,Defensive rebound by J. Butler,33,40
150,2,7:08.0,,J. Butler makes 2-pt jump shot from 9 ft,33,42
151,2,6:50.0,B. Simmons misses 2-pt hook shot from 12 ft,,33,42
152,2,6:47.0,,Defensive rebound by T. Gibson,33,42
153,2,6:37.0,,K. Towns misses 3-pt jump shot from 25 ft,33,42
154,2,6:35.0,Defensive rebound by J. Redick,,33,42
155,2,6:30.0,Turnover by R. Holmes (out of bounds lost ball),,33,42
156,2,6:30.0,,A. Wiggins enters the game for J. Butler,33,42
157,2,6:16.0,,J. Teague misses 2-pt jump shot from 11 ft,33,42
158,2,6:13.0,Defensive rebound by J. Bayless,,33,42
159,2,6:06.0,B. Simmons misses 2-pt jump shot from 9 ft,,33,42
160,2,6:05.0,Offensive rebound by Team,,33,42
161,2,6:05.0,T. Booker enters the game for J. Redick,,33,42
162,2,6:05.0,T. McConnell enters the game for R. Holmes,,33,42
163,2,5:54.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by T. Booker),,36,42
164,2,5:32.0,,J. Teague misses 2-pt jump shot from 13 ft,36,42
165,2,5:30.0,Defensive rebound by T. McConnell,,36,42
166,2,5:26.0,T. Booker makes 2-pt layup from 1 ft (assist by T. McConnell),,38,42
167,2,5:24.0,,Minnesota full timeout,38,42
168,2,5:24.0,,J. Butler enters the game for J. Crawford,38,42
169,2,5:13.0,,J. Butler misses 2-pt jump shot from 13 ft,38,42
170,2,5:11.0,Defensive rebound by T. Booker,,38,42
171,2,4:59.0,Turnover by B. Simmons (bad pass; steal by K. Towns),,38,42
172,2,4:41.0,,Shooting foul by J. Bayless (drawn by T. Gibson),38,42
173,2,4:41.0,,T. Gibson misses free throw 1 of 2,38,42
174,2,4:41.0,,Offensive rebound by Team,38,42
175,2,4:41.0,D. Šarić enters the game for J. Bayless,,38,42
176,2,4:41.0,J. Embiid enters the game for A. Johnson,,38,42
177,2,4:41.0,,T. Gibson makes free throw 2 of 2,38,43
178,2,4:20.0,T. Booker makes 2-pt layup from 6 ft (assist by J. Embiid),,40,43
179,2,3:59.0,,A. Wiggins misses 2-pt jump shot from 12 ft,40,43
180,2,3:56.0,Defensive rebound by D. Šarić,,40,43
181,2,3:52.0,D. Šarić misses 3-pt jump shot from 25 ft,,40,43
182,2,3:49.0,,Defensive rebound by T. Gibson,40,43
183,2,3:47.0,,Turnover by J. Teague (bad pass),40,43
184,2,3:47.0,J. Redick enters the game for T. McConnell,,40,43
185,2,3:37.0,T. Booker makes 2-pt layup from 1 ft (assist by B. Simmons),,42,43
186,2,3:13.0,,J. Butler makes 2-pt jump shot from 18 ft,42,45
187,2,3:06.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),,45,45
188,2,2:43.0,,T. Gibson misses 2-pt layup from 1 ft (block by J. Embiid),45,45
189,2,2:41.0,Defensive rebound by D. Šarić,,45,45
190,2,2:35.0,Turnover by J. Redick (bad pass; steal by K. Towns),,45,45
191,2,2:27.0,,J. Butler makes 2-pt jump shot from 11 ft (assist by J. Teague),45,47
192,2,2:19.0,J. Redick misses 3-pt jump shot from 25 ft,,45,47
193,2,2:18.0,,Defensive rebound by Team,45,47
194,2,2:18.0,R. Holmes enters the game for T. Booker,,45,47
195,2,2:05.0,,J. Butler misses 2-pt jump shot from 14 ft,45,47
196,2,2:01.0,,Offensive rebound by Team,45,47
197,2,1:48.0,,T. Gibson makes 2-pt hook shot from 9 ft (assist by J. Teague),45,49
198,2,1:33.0,Shooting foul by A. Wiggins (drawn by J. Embiid),,45,49
199,2,1:33.0,J. Embiid makes free throw 1 of 2,,46,49
200,2,1:33.0,J. Bayless enters the game for J. Redick,,46,49
201,2,1:33.0,J. Embiid misses free throw 2 of 2,,46,49
202,2,1:31.0,,Defensive rebound by K. Towns,46,49
203,2,1:16.0,,Turnover by J. Teague (bad pass; steal by D. Šarić),46,49
204,2,1:16.0,Turnover by D. Šarić (bad pass),,46,49
205,2,1:08.0,,A. Wiggins misses 3-pt jump shot from 25 ft,46,49
206,2,1:02.0,Defensive rebound by R. Holmes,,46,49
207,2,0:55.0,D. Šarić misses 3-pt jump shot from 24 ft,,46,49
208,2,0:54.0,,Defensive rebound by J. Butler,46,49
209,2,0:35.0,,A. Wiggins makes 2-pt jump shot from 11 ft (assist by J. Butler),46,51
210,2,0:20.0,Personal foul by T. Gibson (drawn by J. Embiid),,46,51
211,2,0:20.0,J. Embiid makes free throw 1 of 2,,47,51
212,2,0:20.0,J. Embiid makes free throw 2 of 2,,48,51
213,2,0:01.0,,J. Butler misses 3-pt jump shot from 24 ft,48,51
214,2,0:01.0,,Offensive rebound by Team,48,51
215,3,11:47.0,J. Embiid makes 2-pt layup at rim (assist by R. Holmes),,50,51
216,3,11:25.0,,K. Towns misses 2-pt hook shot from 4 ft,50,51
217,3,11:23.0,Defensive rebound by R. Holmes,,50,51
218,3,11:16.0,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),,52,51
219,3,10:56.0,,A. Wiggins misses 2-pt layup from 5 ft,52,51
220,3,10:54.0,Defensive rebound by R. Holmes,,52,51
221,3,10:37.0,Turnover by J. Redick (out of bounds lost ball),,52,51
222,3,10:27.0,,J. Teague makes 2-pt jump shot from 11 ft,52,53
223,3,10:14.0,Turnover by B. Simmons (bad pass; steal by T. Gibson),,52,53
224,3,10:08.0,,K. Towns misses 2-pt jump shot from 9 ft,52,53
225,3,10:04.0,Defensive rebound by R. Holmes,,52,53
226,3,9:58.0,Turnover by B. Simmons (bad pass; steal by K. Towns),,52,53
227,3,9:53.0,,A. Wiggins misses 3-pt jump shot from 23 ft,52,53
228,3,9:49.0,Defensive rebound by D. Šarić,,52,53
229,3,9:46.0,J. Redick misses 3-pt jump shot from 25 ft,,52,53
230,3,9:46.0,,Defensive rebound by A. Wiggins,52,53
231,3,9:27.0,,T. Gibson misses 2-pt layup from 4 ft,52,53
232,3,9:26.0,Defensive rebound by J. Embiid,,52,53
233,3,9:14.0,D. Šarić makes 2-pt jump shot from 19 ft (assist by B. Simmons),,54,53
234,3,8:55.0,,J. Butler makes 2-pt layup from 1 ft,54,55
235,3,8:55.0,,Shooting foul by J. Embiid (drawn by J. Butler),54,55
236,3,8:55.0,,J. Butler makes free throw 1 of 1,54,56
237,3,8:42.0,R. Holmes makes 3-pt jump shot from 25 ft (assist by D. Šarić),,57,56
238,3,8:24.0,,Shooting foul by J. Embiid (drawn by K. Towns),57,56
239,3,8:24.0,,K. Towns misses free throw 1 of 2,57,56
240,3,8:24.0,,Offensive rebound by Team,57,56
241,3,8:24.0,,K. Towns misses free throw 2 of 2,57,56
242,3,8:23.0,Defensive rebound by D. Šarić,,57,56
243,3,8:18.0,R. Holmes makes 2-pt dunk at rim (assist by B. Simmons),,59,56
244,3,8:12.0,,Minnesota full timeout,59,56
245,3,7:58.0,,J. Teague makes 2-pt layup from 1 ft,59,58
246,3,7:39.0,J. Embiid misses 2-pt jump shot from 7 ft,,59,58
247,3,7:37.0,Offensive rebound by J. Embiid,,59,58
248,3,7:37.0,J. Embiid misses 2-pt layup at rim,,59,58
249,3,7:37.0,Offensive rebound by Team,,59,58
250,3,7:37.0,A. Johnson enters the game for J. Embiid,,59,58
251,3,7:32.0,Shooting foul by T. Gibson (drawn by R. Holmes),,59,58
252,3,7:32.0,R. Holmes misses free throw 1 of 2,,59,58
253,3,7:32.0,Offensive rebound by Team,,59,58
254,3,7:32.0,R. Holmes makes free throw 2 of 2,,60,58
255,3,7:23.0,,A. Wiggins misses 2-pt jump shot from 11 ft,60,58
256,3,7:21.0,,Offensive rebound by K. Towns,60,58
257,3,7:21.0,,Shooting foul by A. Johnson (drawn by K. Towns),60,58
258,3,7:21.0,,K. Towns makes free throw 1 of 2,60,59
259,3,7:21.0,T. McConnell enters the game for J. Redick,,60,59
260,3,7:21.0,,K. Towns makes free throw 2 of 2,60,60
261,3,7:13.0,B. Simmons misses 2-pt jump shot from 6 ft,,60,60
262,3,7:10.0,,Defensive rebound by T. Gibson,60,60
263,3,6:56.0,,K. Towns makes 2-pt layup at rim (assist by A. Wiggins),60,62
264,3,6:44.0,R. Holmes misses 2-pt layup from 2 ft (block by K. Towns),,60,62
265,3,6:41.0,,Defensive rebound by K. Towns,60,62
266,3,6:35.0,,A. Wiggins misses 2-pt jump shot from 8 ft,60,62
267,3,6:34.0,Defensive rebound by A. Johnson,,60,62
268,3,6:34.0,,G. Dieng enters the game for K. Towns,60,62
269,3,6:34.0,T. Booker enters the game for R. Holmes,,60,62
270,3,6:23.0,Turnover by B. Simmons (lost ball; steal by G. Dieng),,60,62
271,3,6:13.0,,J. Teague makes 2-pt jump shot from 15 ft,60,64
272,3,6:12.0,Philadelphia full timeout,,60,64
273,3,6:12.0,,T. Jones enters the game for J. Teague,60,64
274,3,5:56.0,D. Šarić misses 3-pt jump shot from 25 ft,,60,64
275,3,5:54.0,Offensive rebound by T. Booker,,60,64
276,3,5:52.0,T. Booker makes 2-pt layup at rim,,62,64
277,3,5:38.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Butler),62,66
278,3,5:13.0,T. McConnell misses 2-pt jump shot from 8 ft,,62,66
279,3,5:11.0,,Defensive rebound by T. Gibson,62,66
280,3,4:52.0,,A. Wiggins misses 2-pt layup from 2 ft,62,66
281,3,4:51.0,Defensive rebound by Team,,62,66
282,3,4:51.0,J. Embiid enters the game for A. Johnson,,62,66
283,3,4:35.0,T. Booker misses 2-pt jump shot from 14 ft,,62,66
284,3,4:31.0,,Defensive rebound by J. Butler,62,66
285,3,4:23.0,,Turnover by G. Dieng (bad pass; steal by T. Booker),62,66
286,3,4:17.0,T. Booker makes 2-pt layup from 1 ft (assist by B. Simmons),,64,66
287,3,3:53.0,,T. Gibson misses 2-pt jump shot from 16 ft,64,66
288,3,3:48.0,,Offensive rebound by A. Wiggins,64,66
289,3,3:48.0,,A. Wiggins misses 2-pt layup at rim,64,66
290,3,3:47.0,,Offensive rebound by T. Gibson,64,66
291,3,3:45.0,,J. Butler misses 3-pt jump shot from 25 ft,64,66
292,3,3:42.0,Defensive rebound by J. Embiid,,64,66
293,3,3:41.0,Turnover by J. Embiid (bad pass; steal by A. Wiggins),,64,66
294,3,3:41.0,,A. Wiggins makes 2-pt layup at rim,64,68
295,3,3:41.0,,Shooting foul by J. Embiid (drawn by A. Wiggins),64,68
296,3,3:41.0,,K. Towns enters the game for G. Dieng,64,68
297,3,3:41.0,J. Bayless enters the game for D. Šarić,,64,68
298,3,3:41.0,J. Redick enters the game for B. Simmons,,64,68
299,3,3:41.0,,A. Wiggins makes free throw 1 of 1,64,69
300,3,3:26.0,Shooting foul by T. Gibson (drawn by J. Embiid),,64,69
301,3,3:26.0,J. Embiid makes free throw 1 of 2,,65,69
302,3,3:26.0,J. Embiid makes free throw 2 of 2,,66,69
303,3,3:17.0,,A. Wiggins misses 3-pt jump shot from 23 ft,66,69
304,3,3:14.0,Defensive rebound by T. McConnell,,66,69
305,3,3:09.0,J. Bayless makes 3-pt jump shot from 22 ft (assist by J. Embiid),,69,69
306,3,2:52.0,,Turnover by T. Jones (bad pass; steal by T. McConnell),69,69
307,3,2:47.0,J. Redick makes 3-pt jump shot from 24 ft (assist by T. Booker),,72,69
308,3,2:39.0,,Minnesota full timeout,72,69
309,3,2:39.0,,J. Crawford enters the game for J. Butler,72,69
310,3,2:21.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Crawford),72,71
311,3,2:05.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,74,71
312,3,1:44.0,,A. Wiggins makes 2-pt jump shot from 17 ft (assist by T. Gibson),74,73
313,3,1:19.0,J. Embiid misses 2-pt jump shot from 10 ft (block by K. Towns),,74,73
314,3,1:17.0,,Defensive rebound by J. Crawford,74,73
315,3,1:16.0,,T. Jones makes 2-pt layup at rim (assist by J. Crawford),74,75
316,3,1:16.0,,Shooting foul by J. Bayless (drawn by T. Jones),74,75
317,3,1:16.0,,T. Jones makes free throw 1 of 1,74,76
318,3,1:02.0,J. Embiid misses 2-pt layup from 3 ft (block by K. Towns),,74,76
319,3,0:58.0,,Defensive rebound by A. Wiggins,74,76
320,3,0:53.0,,T. Gibson misses 2-pt layup from 1 ft (block by T. Booker),74,76
321,3,0:49.0,Defensive rebound by J. Redick,,74,76
322,3,0:41.0,J. Bayless misses 3-pt jump shot from 22 ft,,74,76
323,3,0:38.0,,Defensive rebound by T. Gibson,74,76
324,3,0:32.0,,J. Crawford misses 3-pt jump shot from 25 ft,74,76
325,3,0:29.0,Defensive rebound by Team,,74,76
326,3,0:17.0,J. Redick misses 2-pt jump shot from 20 ft,,74,76
327,3,0:14.0,,Defensive rebound by T. Jones,74,76
328,3,0:07.0,A. Johnson enters the game for J. Embiid,,74,76
329,3,0:02.0,,Turnover by T. Gibson (lost ball; steal by A. Johnson),74,76
330,4,12:00.0,J. Redick makes technical free throw,,75,76
331,4,11:47.0,,J. Butler misses 2-pt jump shot from 15 ft,75,76
332,4,11:44.0,Defensive rebound by J. Embiid,,75,76
333,4,11:33.0,Turnover by T. McConnell (bad pass; steal by T. Jones),,75,76
334,4,11:23.0,,Personal foul by J. Embiid (drawn by K. Towns),75,76
335,4,11:17.0,,J. Butler makes 2-pt layup at rim,75,78
336,4,11:00.0,J. Redick misses 2-pt jump shot from 22 ft,,75,78
337,4,10:56.0,,Defensive rebound by K. Towns,75,78
338,4,10:49.0,,J. Butler makes 2-pt layup from 3 ft,75,80
339,4,10:27.0,Shooting foul by J. Crawford (drawn by J. Redick),,75,80
340,4,10:27.0,J. Redick makes free throw 1 of 2,,76,80
341,4,10:27.0,A. Johnson enters the game for J. Embiid,,76,80
342,4,10:27.0,J. Redick makes free throw 2 of 2,,77,80
343,4,10:14.0,,J. Butler makes 2-pt jump shot from 17 ft,77,82
344,4,10:01.0,,Offensive charge foul by A. Johnson (drawn by J. Butler),77,82
345,4,10:01.0,Turnover by A. Johnson (offensive foul),,77,82
346,4,9:43.0,,G. Dieng misses 3-pt jump shot from 23 ft,77,82
347,4,9:39.0,Defensive rebound by R. Holmes,,77,82
348,4,9:35.0,J. Redick misses 3-pt jump shot from 24 ft,,77,82
349,4,9:32.0,,Defensive rebound by K. Towns,77,82
350,4,9:27.0,,G. Dieng misses 2-pt layup from 2 ft (block by R. Holmes),77,82
351,4,9:26.0,,J. Teague enters the game for T. Jones,77,82
352,4,9:26.0,B. Simmons enters the game for T. McConnell,,77,82
353,4,9:26.0,Offensive rebound by Team,,77,82
354,4,9:13.0,J. Redick misses 2-pt jump shot from 21 ft,,77,82
355,4,9:10.0,,Defensive rebound by K. Towns,77,82
356,4,9:08.0,,G. Dieng makes 2-pt dunk at rim (assist by J. Crawford),77,84
357,4,9:07.0,Philadelphia full timeout,,77,84
358,4,8:54.0,Turnover by A. Johnson (bad pass),,77,84
359,4,8:42.0,J. Bayless enters the game for D. Šarić,,77,84
360,4,8:42.0,T. McConnell enters the game for J. Redick,,77,84
361,4,8:35.0,,J. Butler misses 2-pt jump shot from 16 ft,77,84
362,4,8:30.0,Defensive rebound by T. McConnell,,77,84
363,4,8:25.0,R. Holmes misses 2-pt jump shot from 8 ft,,77,84
364,4,8:20.0,,Defensive rebound by J. Crawford,77,84
365,4,8:07.0,,J. Butler misses 2-pt jump shot from 12 ft,77,84
366,4,8:05.0,Defensive rebound by A. Johnson,,77,84
367,4,8:00.0,R. Holmes misses 3-pt jump shot from 25 ft,,77,84
368,4,7:54.0,,Defensive rebound by K. Towns,77,84
369,4,7:35.0,,K. Towns misses 2-pt jump shot from 5 ft,77,84
370,4,7:34.0,Defensive rebound by Team,,77,84
371,4,7:34.0,T. Booker enters the game for A. Johnson,,77,84
372,4,7:19.0,Turnover by B. Simmons (step out of bounds),,77,84
373,4,7:19.0,J. Embiid enters the game for R. Holmes,,77,84
374,4,7:02.0,,J. Butler misses 3-pt jump shot from 25 ft,77,84
375,4,6:58.0,Defensive rebound by J. Bayless,,77,84
376,4,6:47.0,J. Embiid misses 2-pt jump shot from 16 ft,,77,84
377,4,6:44.0,,Defensive rebound by G. Dieng,77,84
378,4,6:34.0,,G. Dieng misses 2-pt jump shot from 18 ft,77,84
379,4,6:31.0,,Offensive rebound by K. Towns,77,84
380,4,6:29.0,,Turnover by G. Dieng (bad pass; steal by T. Booker),77,84
381,4,6:26.0,Turnover by T. McConnell (bad pass),,77,84
382,4,6:06.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),77,86
383,4,6:05.0,Philadelphia full timeout,,77,86
384,4,6:05.0,,T. Gibson enters the game for G. Dieng,77,86
385,4,6:05.0,J. Redick enters the game for J. Bayless,,77,86
386,4,6:05.0,D. Šarić enters the game for T. McConnell,,77,86
