,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),0,2
1,1,11:20.0,D. Mitchell makes 2-pt jump shot from 22 ft,,2,2
2,1,11:07.0,,C. Anthony misses 3-pt jump shot from 25 ft,2,2
3,1,11:05.0,Defensive rebound by R. Rubio,,2,2
4,1,10:48.0,R. Rubio makes 3-pt jump shot from 22 ft (assist by J. Ingles),,5,2
5,1,10:25.0,,P. George misses 3-pt jump shot from 22 ft,5,2
6,1,10:23.0,Defensive rebound by R. Gobert,,5,2
7,1,10:12.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Rubio),,8,2
8,1,9:57.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),8,4
9,1,9:30.0,Turnover by J. Ingles (bad pass; steal by S. Adams),,8,4
10,1,9:25.0,,R. Westbrook misses 2-pt jump shot from 17 ft,8,4
11,1,9:22.0,Defensive rebound by J. Ingles,,8,4
12,1,9:12.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,11,4
13,1,8:55.0,,Turnover by P. George (bad pass; steal by R. Gobert),11,4
14,1,8:45.0,D. Mitchell misses 2-pt jump shot from 12 ft,,11,4
15,1,8:42.0,,Defensive rebound by C. Anthony,11,4
16,1,8:36.0,,Shooting foul by D. Favors (drawn by S. Adams),11,4
17,1,8:36.0,,S. Adams misses free throw 1 of 2,11,4
18,1,8:36.0,,Offensive rebound by Team,11,4
19,1,8:36.0,J. Jerebko enters the game for D. Favors,,11,4
20,1,8:36.0,,S. Adams makes free throw 2 of 2,11,5
21,1,8:20.0,R. Rubio misses 2-pt layup from 1 ft,,11,5
22,1,8:17.0,,Defensive rebound by R. Westbrook,11,5
23,1,8:16.0,,Turnover by R. Westbrook (lost ball; steal by R. Rubio),11,5
24,1,8:13.0,Shooting foul by R. Westbrook (drawn by R. Gobert),,11,5
25,1,8:13.0,R. Gobert misses free throw 1 of 2,,11,5
26,1,8:13.0,Offensive rebound by Team,,11,5
27,1,8:13.0,R. Gobert misses free throw 2 of 2,,11,5
28,1,8:11.0,,Defensive rebound by R. Westbrook,11,5
29,1,8:02.0,,C. Anthony misses 2-pt jump shot from 15 ft,11,5
30,1,7:57.0,,Offensive rebound by S. Adams,11,5
31,1,7:46.0,,Shooting foul by R. Gobert (drawn by C. Anthony),11,5
32,1,7:46.0,,C. Anthony makes free throw 1 of 2,11,6
33,1,7:46.0,,C. Anthony makes free throw 2 of 2,11,7
34,1,7:35.0,J. Jerebko misses 3-pt jump shot from 22 ft,,11,7
35,1,7:31.0,,Defensive rebound by S. Adams,11,7
36,1,7:27.0,,Turnover by R. Westbrook (lost ball; steal by R. Rubio),11,7
37,1,7:21.0,Turnover by D. Mitchell (bad pass; steal by P. George),,11,7
38,1,7:19.0,,Shooting foul by R. Rubio (drawn by R. Westbrook),11,7
39,1,7:19.0,,R. Westbrook makes free throw 1 of 2,11,8
40,1,7:19.0,,R. Westbrook makes free throw 2 of 2,11,9
41,1,6:54.0,Turnover by Team (shot clock),,11,9
42,1,6:54.0,,Oklahoma City full timeout,11,9
43,1,6:38.0,,P. George misses 2-pt jump shot from 15 ft,11,9
44,1,6:36.0,Defensive rebound by R. Gobert,,11,9
45,1,6:17.0,J. Jerebko misses 2-pt jump shot from 20 ft,,11,9
46,1,6:14.0,,Defensive rebound by C. Anthony,11,9
47,1,6:09.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),11,11
48,1,5:44.0,J. Ingles misses 3-pt jump shot from 24 ft,,11,11
49,1,5:43.0,Offensive rebound by Team,,11,11
50,1,5:43.0,Turnover by Team (shot clock),,11,11
51,1,5:43.0,,J. Grant enters the game for P. George,11,11
52,1,5:43.0,A. Burks enters the game for R. Rubio,,11,11
53,1,5:34.0,,R. Westbrook misses 2-pt jump shot from 15 ft,11,11
54,1,5:31.0,Defensive rebound by J. Jerebko,,11,11
55,1,5:22.0,D. Mitchell makes 3-pt jump shot from 24 ft,,14,11
56,1,5:15.0,,Personal foul by D. Mitchell (drawn by R. Westbrook),14,11
57,1,5:15.0,,Á. Abrines enters the game for A. Roberson,14,11
58,1,5:15.0,D. Favors enters the game for R. Gobert,,14,11
59,1,5:10.0,,R. Westbrook makes 2-pt layup at rim,14,13
60,1,4:56.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by A. Burks),,17,13
