,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MILWAUKEE_ACTION,PHILADELPHIA_SCORE,MILWAUKEE_SCORE
31,1,8:00.0,,Personal foul by B. Simmons (drawn by G. Antetokounmpo),12,8
32,1,8:00.0,J. Anderson enters the game for R. Covington,,12,8
33,1,7:55.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,12,8
34,1,7:52.0,Defensive rebound by D. Šarić,,12,8
35,1,7:49.0,J. Anderson makes 2-pt layup from 1 ft (assist by B. Simmons),,14,8
36,1,7:48.0,,Milwaukee full timeout,14,8
37,1,7:48.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,14,8
38,1,7:23.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Brogdon),14,10
39,1,7:06.0,D. Šarić misses 2-pt layup from 4 ft (block by J. Henson),,14,10
40,1,7:03.0,,Defensive rebound by J. Henson,14,10
41,1,7:02.0,,Personal foul by J. Anderson (drawn by G. Antetokounmpo),14,10
42,1,6:58.0,,M. Brogdon misses 3-pt jump shot from 26 ft,14,10
43,1,6:55.0,Defensive rebound by B. Simmons,,14,10
44,1,6:34.0,B. Simmons misses 2-pt jump shot from 12 ft,,14,10
45,1,6:32.0,,Defensive rebound by M. Brogdon,14,10
46,1,6:25.0,,K. Middleton misses 2-pt layup at rim,14,10
47,1,6:25.0,Defensive rebound by D. Šarić,,14,10
48,1,6:20.0,A. Johnson misses 2-pt layup from 7 ft (block by K. Middleton),,14,10
49,1,6:19.0,Offensive rebound by Team,,14,10
50,1,6:19.0,,S. Brown enters the game for G. Antetokounmpo,14,10
51,1,6:19.0,R. Holmes enters the game for A. Johnson,,14,10
52,1,6:18.0,J. Anderson misses 3-pt jump shot from 25 ft,,14,10
53,1,6:15.0,Offensive rebound by D. Šarić,,14,10
54,1,6:09.0,D. Šarić makes 2-pt hook shot from 5 ft,,16,10
55,1,5:54.0,,Personal foul by B. Simmons (drawn by J. Henson),16,10
56,1,5:46.0,,Turnover by K. Middleton (bad pass; steal by J. Anderson),16,10
57,1,5:43.0,D. Šarić makes 2-pt jump shot at rim (assist by B. Simmons),,18,10
58,1,5:40.0,,Turnover by M. Brogdon (lost ball; steal by T. McConnell),18,10
59,1,5:36.0,Shooting foul by J. Henson (drawn by D. Šarić),,18,10
60,1,5:36.0,D. Šarić makes free throw 1 of 2,,19,10
61,1,5:36.0,,M. Dellavedova enters the game for M. Brogdon,19,10
62,1,5:36.0,D. Šarić makes free throw 2 of 2,,20,10
63,1,5:27.0,,S. Brown makes 2-pt layup at rim (assist by M. Dellavedova),20,12
64,1,5:07.0,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Simmons),,22,12
65,1,4:56.0,,K. Middleton makes 2-pt jump shot from 15 ft,22,14
66,1,4:42.0,T. McConnell misses 2-pt jump shot from 18 ft,,22,14
67,1,4:38.0,,Defensive rebound by T. Snell,22,14
68,1,4:33.0,,Personal foul by R. Holmes (drawn by K. Middleton),22,14
69,1,4:33.0,,K. Middleton misses free throw 1 of 2,22,14
70,1,4:33.0,,Offensive rebound by Team,22,14
71,1,4:33.0,,T. Maker enters the game for J. Henson,22,14
72,1,4:33.0,,K. Middleton makes free throw 2 of 2,22,15
73,1,4:13.0,D. Šarić misses 3-pt jump shot from 26 ft,,22,15
74,1,4:09.0,,Defensive rebound by K. Middleton,22,15
75,1,4:03.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by K. Middleton),22,18
76,1,4:02.0,Philadelphia full timeout,,22,18
77,1,4:02.0,T. Booker enters the game for J. Anderson,,22,18
78,1,4:02.0,J. Young enters the game for D. Šarić,,22,18
79,1,4:02.0,R. Covington enters the game for B. Simmons,,22,18
80,1,3:40.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,24,18
81,1,3:15.0,,K. Middleton misses 2-pt jump shot from 17 ft,24,18
82,1,3:12.0,Defensive rebound by T. Booker,,24,18
83,1,3:03.0,R. Holmes makes 2-pt dunk at rim (assist by R. Covington),,26,18
84,1,2:44.0,,Shooting foul by J. Young (drawn by K. Middleton),26,18
85,1,2:44.0,,K. Middleton makes free throw 1 of 2,26,19
86,1,2:44.0,,K. Middleton makes free throw 2 of 2,26,20
87,1,2:32.0,T. McConnell makes 2-pt jump shot from 7 ft,,28,20
88,1,2:09.0,,T. Snell misses 3-pt jump shot from 23 ft,28,20
89,1,2:07.0,Defensive rebound by R. Covington,,28,20
90,1,2:03.0,Turnover by T. McConnell (bad pass; steal by K. Middleton),,28,20
91,1,1:58.0,,T. Snell misses 2-pt layup from 1 ft,28,20
92,1,1:54.0,,Offensive rebound by T. Snell,28,20
93,1,1:53.0,,T. Snell makes 2-pt layup at rim,28,22
94,1,1:32.0,Turnover by R. Holmes (out of bounds lost ball),,28,22
95,1,1:32.0,,G. Antetokounmpo enters the game for K. Middleton,28,22
96,1,1:11.0,,T. Maker makes 2-pt jump shot from 13 ft (assist by M. Dellavedova),28,24
97,1,1:00.0,Shooting foul by M. Dellavedova (drawn by R. Covington),,28,24
98,1,1:00.0,R. Covington makes free throw 1 of 2,,29,24
99,1,1:00.0,R. Covington makes free throw 2 of 2,,30,24
100,1,0:53.0,,Shooting foul by R. Holmes (drawn by G. Antetokounmpo),30,24
101,1,0:53.0,,G. Antetokounmpo makes free throw 1 of 2,30,25
102,1,0:53.0,,G. Antetokounmpo makes free throw 2 of 2,30,26
103,1,0:36.0,R. Covington misses 3-pt jump shot from 26 ft,,30,26
104,1,0:33.0,Offensive rebound by R. Holmes,,30,26
105,1,0:29.0,Turnover by T. McConnell (bad pass; steal by S. Brown),,30,26
106,1,0:26.0,,Shooting foul by R. Covington (drawn by G. Antetokounmpo),30,26
107,1,0:26.0,,G. Antetokounmpo makes free throw 1 of 2,30,27
108,1,0:26.0,A. Johnson enters the game for R. Holmes,,30,27
109,1,0:26.0,,G. Antetokounmpo makes free throw 2 of 2,30,28
110,1,0:02.0,T. McConnell misses 2-pt jump shot from 6 ft,,30,28
111,1,0:02.0,Offensive rebound by T. Booker,,30,28
112,1,0:02.0,T. Booker misses 2-pt layup from 1 ft,,30,28
113,1,0:01.0,,Defensive rebound by G. Antetokounmpo,30,28
114,2,11:39.0,A. Johnson misses 2-pt layup from 4 ft (block by T. Maker),,30,28
115,2,11:39.0,Offensive rebound by Team,,30,28
116,2,11:39.0,,J. Terry enters the game for T. Snell,30,28
117,2,11:35.0,T. McConnell misses 2-pt jump shot from 13 ft,,30,28
118,2,11:33.0,,Defensive rebound by T. Maker,30,28
119,2,11:30.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,30,28
120,2,11:27.0,Defensive rebound by D. Šarić,,30,28
121,2,11:08.0,R. Covington misses 3-pt jump shot from 22 ft,,30,28
122,2,11:05.0,,Defensive rebound by G. Antetokounmpo,30,28
123,2,10:52.0,,S. Brown misses 2-pt layup from 2 ft,30,28
124,2,10:49.0,Defensive rebound by R. Covington,,30,28
125,2,10:31.0,Turnover by T. McConnell (out of bounds lost ball),,30,28
126,2,10:22.0,,Shooting foul by R. Covington (drawn by G. Antetokounmpo),30,28
127,2,10:22.0,,G. Antetokounmpo makes free throw 1 of 2,30,29
128,2,10:22.0,,G. Antetokounmpo makes free throw 2 of 2,30,30
129,2,10:13.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,30,30
130,2,10:10.0,Offensive rebound by D. Šarić,,30,30
131,2,10:01.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 28 ft,,30,30
132,2,9:57.0,,Defensive rebound by T. Maker,30,30
133,2,9:49.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by T. Maker),30,32
134,2,9:32.0,Personal foul by G. Antetokounmpo (drawn by T. Luwawu-Cabarrot),,30,32
135,2,9:32.0,B. Simmons enters the game for T. McConnell,,30,32
136,2,9:32.0,Personal foul by T. Maker (drawn by T. Luwawu-Cabarrot),,30,32
137,2,9:19.0,R. Covington misses 3-pt jump shot from 26 ft,,30,32
138,2,9:15.0,,Defensive rebound by S. Brown,30,32
139,2,9:06.0,,S. Brown misses 2-pt dunk from 1 ft,30,32
140,2,9:04.0,Defensive rebound by B. Simmons,,30,32
141,2,9:03.0,Shooting foul by T. Maker (drawn by R. Covington),,30,32
142,2,9:03.0,R. Covington makes free throw 1 of 2,,31,32
143,2,9:03.0,R. Covington makes free throw 2 of 2,,32,32
144,2,8:48.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,32,34
145,2,8:31.0,B. Simmons makes 2-pt hook shot from 3 ft,,34,34
146,2,8:18.0,,S. Brown misses 3-pt jump shot from 26 ft,34,34
147,2,8:15.0,Defensive rebound by B. Simmons,,34,34
148,2,8:07.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,34,34
149,2,8:03.0,,Defensive rebound by G. Antetokounmpo,34,34
150,2,7:57.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),34,37
151,2,7:56.0,Philadelphia full timeout,,34,37
152,2,7:56.0,,J. Henson enters the game for T. Maker,34,37
153,2,7:56.0,J. Anderson enters the game for A. Johnson,,34,37
154,2,7:56.0,R. Holmes enters the game for T. Luwawu-Cabarrot,,34,37
155,2,7:39.0,D. Šarić misses 3-pt jump shot from 28 ft,,34,37
156,2,7:32.0,Offensive rebound by R. Covington,,34,37
157,2,7:32.0,R. Covington makes 2-pt layup at rim,,36,37
158,2,7:18.0,,Turnover by J. Terry (lost ball; steal by B. Simmons),36,37
159,2,7:16.0,,Offensive charge foul by B. Simmons (drawn by M. Dellavedova),36,37
160,2,7:16.0,Turnover by B. Simmons (offensive foul),,36,37
161,2,7:16.0,,M. Brogdon enters the game for M. Dellavedova,36,37
162,2,7:16.0,T. Booker enters the game for D. Šarić,,36,37
163,2,6:58.0,,Turnover by J. Terry (bad pass; steal by T. Booker),36,37
164,2,6:51.0,R. Covington misses 3-pt jump shot from 26 ft,,36,37
165,2,6:47.0,,Defensive rebound by S. Brown,36,37
166,2,6:40.0,,S. Brown makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),36,39
167,2,6:19.0,R. Holmes misses 3-pt jump shot from 25 ft,,36,39
168,2,6:15.0,,Defensive rebound by M. Brogdon,36,39
169,2,6:12.0,,K. Middleton enters the game for G. Antetokounmpo,36,39
170,2,6:12.0,T. McConnell enters the game for B. Simmons,,36,39
171,2,5:55.0,,J. Henson misses 2-pt dunk from 3 ft (block by J. Anderson),36,39
172,2,5:51.0,Defensive rebound by T. McConnell,,36,39
173,2,5:41.0,Turnover by R. Covington (bad pass; steal by J. Terry),,36,39
174,2,5:36.0,,J. Terry misses 2-pt layup from 1 ft (block by R. Covington),36,39
175,2,5:32.0,Defensive rebound by T. McConnell,,36,39
176,2,5:16.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,38,39
177,2,5:02.0,,J. Terry makes 2-pt jump shot from 14 ft (assist by M. Brogdon),38,41
178,2,4:53.0,Shooting foul by J. Henson (drawn by J. Anderson),,38,41
179,2,4:53.0,J. Anderson makes free throw 1 of 2,,39,41
180,2,4:53.0,,T. Snell enters the game for S. Brown,39,41
181,2,4:53.0,J. Anderson makes free throw 2 of 2,,40,41
182,2,4:35.0,,J. Henson makes 2-pt dunk from 1 ft (assist by M. Brogdon),40,43
183,2,4:21.0,R. Covington makes 2-pt layup from 1 ft (assist by R. Holmes),,42,43
184,2,3:57.0,,J. Henson makes 2-pt dunk at rim (assist by T. Snell),42,45
185,2,3:38.0,Personal foul by K. Middleton (drawn by T. Booker),,42,45
186,2,3:38.0,T. Booker makes free throw 1 of 2,,43,45
187,2,3:38.0,T. Booker makes free throw 2 of 2,,44,45
188,2,3:25.0,,Personal foul by J. Anderson (drawn by J. Terry),44,45
189,2,3:12.0,D. Šarić enters the game for T. Booker,,44,45
190,2,3:07.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by J. Terry),44,48
191,2,2:57.0,Personal foul by J. Terry (drawn by R. Covington),,44,48
192,2,2:57.0,,Milwaukee full timeout,44,48
193,2,2:57.0,,G. Antetokounmpo enters the game for J. Terry,44,48
194,2,2:57.0,R. Covington makes free throw 1 of 2,,45,48
195,2,2:57.0,R. Covington makes free throw 2 of 2,,46,48
196,2,2:40.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,46,48
197,2,2:37.0,Defensive rebound by T. McConnell,,46,48
198,2,2:24.0,J. Anderson makes 2-pt layup at rim (assist by T. McConnell),,48,48
199,2,2:22.0,,Turnover by G. Antetokounmpo (traveling),48,48
200,2,2:07.0,R. Covington misses 3-pt jump shot from 26 ft,,48,48
201,2,2:05.0,,Defensive rebound by K. Middleton,48,48
202,2,1:56.0,,Shooting foul by T. McConnell (drawn by J. Henson),48,48
203,2,1:56.0,,J. Henson misses free throw 1 of 2,48,48
204,2,1:56.0,,Offensive rebound by Team,48,48
205,2,1:56.0,T. Luwawu-Cabarrot enters the game for R. Covington,,48,48
206,2,1:56.0,,J. Henson makes free throw 2 of 2,48,49
207,2,1:44.0,D. Šarić misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,48,49
208,2,1:44.0,Offensive rebound by Team,,48,49
209,2,1:34.0,Turnover by T. McConnell (traveling),,48,49
210,2,1:27.0,,Personal foul by T. McConnell (drawn by M. Brogdon),48,49
211,2,1:27.0,,M. Brogdon makes free throw 1 of 2,48,50
212,2,1:27.0,T. Booker enters the game for R. Holmes,,48,50
213,2,1:27.0,,M. Brogdon makes free throw 2 of 2,48,51
214,2,1:12.0,,Violation by J. Henson (kicked ball),48,51
215,2,1:00.0,T. McConnell misses 2-pt layup from 2 ft (block by M. Brogdon),,48,51
216,2,0:58.0,,Defensive rebound by J. Henson,48,51
217,2,0:54.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),48,53
218,2,0:35.0,Def 3 sec tech foul by J. Henson,,48,53
219,2,0:35.0,D. Šarić makes technical free throw,,49,53
220,2,0:31.0,J. Anderson misses 2-pt layup at rim,,49,53
221,2,0:31.0,Offensive rebound by J. Anderson,,49,53
222,2,0:30.0,J. Anderson makes 2-pt dunk at rim,,51,53
223,2,0:12.0,,Personal foul by D. Šarić (drawn by J. Henson),51,53
224,2,0:12.0,,J. Henson makes free throw 1 of 2,51,54
225,2,0:12.0,,J. Henson makes free throw 2 of 2,51,55
226,2,0:00.0,D. Šarić makes 2-pt jump shot from 16 ft,,53,55
227,3,11:38.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,,53,55
228,3,11:34.0,,Defensive rebound by G. Antetokounmpo,53,55
229,3,11:26.0,,K. Middleton misses 3-pt jump shot from 26 ft,53,55
230,3,11:24.0,Defensive rebound by R. Covington,,53,55
231,3,11:19.0,D. Šarić misses 3-pt jump shot from 27 ft,,53,55
232,3,11:17.0,,Defensive rebound by G. Antetokounmpo,53,55
233,3,10:52.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,53,55
234,3,10:49.0,,Offensive rebound by J. Henson,53,55
235,3,10:49.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by J. Henson),53,58
236,3,10:37.0,Shooting foul by K. Middleton (drawn by D. Šarić),,53,58
237,3,10:37.0,D. Šarić makes free throw 1 of 2,,54,58
238,3,10:37.0,D. Šarić makes free throw 2 of 2,,55,58
239,3,10:16.0,,K. Middleton makes 2-pt jump shot from 17 ft,55,60
240,3,9:57.0,Personal foul by T. Snell (drawn by A. Johnson),,55,60
241,3,9:49.0,B. Simmons misses 2-pt jump shot from 14 ft,,55,60
242,3,9:46.0,Offensive rebound by A. Johnson,,55,60
243,3,9:30.0,B. Simmons makes 2-pt hook shot from 6 ft,,57,60
244,3,9:11.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),57,62
245,3,8:55.0,Shooting foul by J. Henson (drawn by B. Simmons),,57,62
246,3,8:55.0,B. Simmons makes free throw 1 of 2,,58,62
247,3,8:55.0,B. Simmons makes free throw 2 of 2,,59,62
248,3,8:35.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,59,62
249,3,8:32.0,Defensive rebound by A. Johnson,,59,62
250,3,8:21.0,A. Johnson makes 2-pt layup at rim (assist by D. Šarić),,61,62
251,3,8:21.0,Shooting foul by K. Middleton (drawn by A. Johnson),,61,62
252,3,8:21.0,,Violation by J. Henson (lane),61,62
253,3,8:21.0,A. Johnson makes free throw 1 of 1,,62,62
254,3,7:56.0,,M. Brogdon misses 3-pt jump shot from 26 ft,62,62
255,3,7:52.0,Defensive rebound by B. Simmons,,62,62
256,3,7:46.0,D. Šarić misses 2-pt jump shot from 20 ft,,62,62
257,3,7:43.0,,Defensive rebound by G. Antetokounmpo,62,62
258,3,7:35.0,,Turnover by M. Brogdon (step out of bounds),62,62
259,3,7:35.0,Philadelphia full timeout,,62,62
260,3,7:35.0,J. Anderson enters the game for R. Covington,,62,62
261,3,7:14.0,D. Šarić makes 2-pt jump shot from 19 ft (assist by J. Anderson),,64,62
262,3,6:53.0,,K. Middleton misses 2-pt layup from 2 ft (block by A. Johnson),64,62
263,3,6:52.0,Defensive rebound by A. Johnson,,64,62
264,3,6:48.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by T. Snell),,64,62
265,3,6:46.0,,Defensive rebound by M. Brogdon,64,62
266,3,6:31.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),64,62
267,3,6:23.0,Turnover by T. Luwawu-Cabarrot (bad pass),,64,62
268,3,6:05.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),64,64
269,3,5:52.0,A. Johnson misses 2-pt hook shot from 4 ft,,64,64
270,3,5:50.0,,Defensive rebound by G. Antetokounmpo,64,64
271,3,5:45.0,,G. Antetokounmpo makes 2-pt layup at rim,64,66
272,3,5:29.0,B. Simmons misses 2-pt jump shot from 15 ft,,64,66
273,3,5:27.0,,Defensive rebound by K. Middleton,64,66
274,3,5:23.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by K. Middleton),64,68
275,3,5:09.0,B. Simmons makes 2-pt layup from 3 ft (assist by A. Johnson),,66,68
276,3,4:56.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft,66,70
277,3,4:42.0,D. Šarić makes 2-pt layup from 1 ft (assist by A. Johnson),,68,70
278,3,4:17.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by K. Middleton),68,73
279,3,4:02.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by J. Henson),,68,73
280,3,3:59.0,,Defensive rebound by G. Antetokounmpo,68,73
281,3,3:54.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),68,76
282,3,3:54.0,Philadelphia full timeout,,68,76
283,3,3:54.0,,T. Maker enters the game for M. Brogdon,68,76
284,3,3:54.0,,M. Dellavedova enters the game for J. Henson,68,76
285,3,3:54.0,J. Young enters the game for A. Johnson,,68,76
286,3,3:54.0,T. Booker enters the game for T. Luwawu-Cabarrot,,68,76
287,3,3:54.0,R. Covington enters the game for D. Šarić,,68,76
288,3,3:54.0,R. Holmes enters the game for J. Anderson,,68,76
289,3,3:39.0,R. Covington misses 3-pt jump shot from 25 ft,,68,76
290,3,3:35.0,,Defensive rebound by G. Antetokounmpo,68,76
291,3,3:28.0,,Turnover by G. Antetokounmpo (lost ball; steal by R. Covington),68,76
292,3,3:15.0,J. Young makes 3-pt jump shot from 27 ft (assist by B. Simmons),,71,76
293,3,2:50.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,71,78
294,3,2:33.0,T. Booker misses 2-pt hook shot from 6 ft,,71,78
295,3,2:31.0,,Defensive rebound by T. Maker,71,78
296,3,2:25.0,,K. Middleton misses 2-pt layup from 2 ft,71,78
297,3,2:23.0,Defensive rebound by T. Booker,,71,78
298,3,2:17.0,Turnover by R. Covington (lost ball; steal by M. Dellavedova),,71,78
299,3,2:17.0,,S. Brown enters the game for K. Middleton,71,78
300,3,1:56.0,,M. Dellavedova misses 2-pt layup from 7 ft (block by R. Covington),71,78
301,3,1:53.0,Defensive rebound by J. Young,,71,78
302,3,1:48.0,T. Booker makes 2-pt layup from 1 ft (assist by B. Simmons),,73,78
303,3,1:36.0,Offensive charge foul by G. Antetokounmpo (drawn by B. Simmons),,73,78
304,3,1:36.0,,Turnover by G. Antetokounmpo (offensive foul),73,78
305,3,1:36.0,,J. Terry enters the game for T. Snell,73,78
306,3,1:18.0,Turnover by R. Covington (out of bounds lost ball),,73,78
307,3,0:55.0,,T. Maker misses 2-pt jump shot from 19 ft,73,78
308,3,0:53.0,,Offensive rebound by G. Antetokounmpo,73,78
309,3,0:50.0,,S. Brown makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),73,81
310,3,0:38.0,R. Covington misses 2-pt hook shot from 3 ft,,73,81
311,3,0:38.0,Offensive rebound by R. Holmes,,73,81
312,3,0:38.0,R. Holmes makes 2-pt dunk at rim,,75,81
313,3,0:28.0,,Shooting foul by R. Holmes (drawn by G. Antetokounmpo),75,81
314,3,0:28.0,,G. Antetokounmpo makes free throw 1 of 2,75,82
315,3,0:28.0,,G. Antetokounmpo makes free throw 2 of 2,75,83
316,3,0:08.0,R. Covington misses 3-pt jump shot from 26 ft,,75,83
317,3,0:04.0,,Defensive rebound by G. Antetokounmpo,75,83
318,3,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,75,83
319,3,0:00.0,,Offensive rebound by Team,75,83
320,4,11:34.0,,K. Middleton makes 2-pt jump shot from 14 ft,75,85
321,4,11:17.0,,Violation by T. Maker (kicked ball),75,85
322,4,11:05.0,Turnover by T. McConnell (traveling),,75,85
323,4,10:41.0,,K. Middleton misses 2-pt jump shot from 17 ft,75,85
324,4,10:38.0,Defensive rebound by R. Holmes,,75,85
325,4,10:28.0,R. Covington misses 2-pt jump shot from 18 ft,,75,85
326,4,10:25.0,,Defensive rebound by M. Dellavedova,75,85
327,4,10:20.0,,S. Brown makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),75,88
328,4,10:19.0,Philadelphia full timeout,,75,88
329,4,10:19.0,J. Anderson enters the game for R. Covington,,75,88
330,4,10:01.0,D. Šarić makes 2-pt jump shot from 22 ft (assist by J. Young),,77,88
331,4,9:42.0,,K. Middleton misses 2-pt jump shot from 12 ft,77,88
332,4,9:42.0,Defensive rebound by R. Holmes,,77,88
333,4,9:34.0,Personal foul by S. Brown (drawn by D. Šarić),,77,88
334,4,9:18.0,R. Holmes misses 3-pt jump shot from 23 ft,,77,88
335,4,9:15.0,,Defensive rebound by J. Terry,77,88
336,4,8:56.0,,K. Middleton misses 2-pt hook shot from 4 ft,77,88
337,4,8:53.0,Defensive rebound by R. Holmes,,77,88
338,4,8:48.0,Shooting foul by T. Maker (drawn by R. Holmes),,77,88
339,4,8:48.0,R. Holmes misses free throw 1 of 2,,77,88
340,4,8:48.0,Offensive rebound by Team,,77,88
341,4,8:48.0,B. Simmons enters the game for T. McConnell,,77,88
342,4,8:48.0,R. Holmes makes free throw 2 of 2,,78,88
343,4,8:32.0,,T. Maker misses 3-pt jump shot from 23 ft,78,88
344,4,8:30.0,Defensive rebound by D. Šarić,,78,88
345,4,8:24.0,Turnover by D. Šarić (lost ball; steal by K. Middleton),,78,88
346,4,8:19.0,,J. Terry misses 3-pt jump shot from 25 ft,78,88
347,4,8:16.0,Defensive rebound by J. Anderson,,78,88
348,4,8:02.0,Turnover by D. Šarić (step out of bounds),,78,88
349,4,8:02.0,,G. Antetokounmpo enters the game for S. Brown,78,88
350,4,8:02.0,R. Covington enters the game for R. Holmes,,78,88
351,4,7:45.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,78,88
352,4,7:42.0,Defensive rebound by B. Simmons,,78,88
353,4,7:39.0,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Young),,81,88
354,4,7:37.0,,Milwaukee full timeout,81,88
355,4,7:11.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,81,88
356,4,7:08.0,Defensive rebound by D. Šarić,,81,88
357,4,7:03.0,J. Anderson misses 2-pt layup from 2 ft (block by T. Maker),,81,88
358,4,7:01.0,,Defensive rebound by G. Antetokounmpo,81,88
359,4,6:51.0,,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by J. Terry),81,91
360,4,6:35.0,Turnover by B. Simmons (bad pass; steal by M. Dellavedova),,81,91
361,4,6:35.0,,Shooting foul by R. Covington (drawn by M. Dellavedova),81,91
362,4,6:35.0,,M. Dellavedova makes free throw 1 of 2,81,92
363,4,6:35.0,,J. Henson enters the game for J. Terry,81,92
364,4,6:35.0,,T. Snell enters the game for T. Maker,81,92
365,4,6:35.0,,M. Dellavedova makes free throw 2 of 2,81,93
366,4,6:26.0,B. Simmons makes 2-pt jump shot from 8 ft,,83,93
367,4,6:26.0,Shooting foul by G. Antetokounmpo (drawn by B. Simmons),,83,93
368,4,6:26.0,B. Simmons misses free throw 1 of 1,,83,93
369,4,6:23.0,,Defensive rebound by K. Middleton,83,93
370,4,6:09.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Henson),83,95
371,4,5:57.0,B. Simmons makes 2-pt jump shot from 6 ft,,85,95
