,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
0,1,11:43.0,,M. Gasol misses 2-pt jump shot from 10 ft,0,0
1,1,11:39.0,Defensive rebound by C. Paul,,0,0
2,1,11:33.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by C. Paul),,3,0
3,1,11:22.0,,D. Brooks makes 2-pt layup at rim (assist by M. Gasol),3,2
4,1,11:04.0,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Harden),,6,2
5,1,10:41.0,,C. Parsons makes 2-pt layup from 1 ft (assist by M. Chalmers),6,4
6,1,10:17.0,C. Capela misses 2-pt jump shot from 15 ft,,6,4
7,1,10:14.0,,Defensive rebound by C. Parsons,6,4
8,1,10:02.0,,J. Green makes 2-pt dunk from 1 ft (assist by M. Chalmers),6,6
9,1,9:44.0,C. Capela makes 2-pt layup from 1 ft (assist by C. Paul),,8,6
10,1,9:44.0,Shooting foul by D. Brooks (drawn by C. Capela),,8,6
11,1,9:44.0,C. Capela makes free throw 1 of 1,,9,6
12,1,9:31.0,,C. Parsons makes 2-pt layup from 1 ft,9,8
13,1,9:20.0,R. Anderson misses 3-pt jump shot from 27 ft,,9,8
14,1,9:19.0,,Defensive rebound by J. Green,9,8
15,1,9:11.0,,M. Chalmers misses 2-pt layup from 1 ft,9,8
16,1,9:08.0,Defensive rebound by C. Capela,,9,8
17,1,8:59.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,11,8
18,1,8:42.0,,J. Green misses 2-pt jump shot from 23 ft,11,8
19,1,8:40.0,Defensive rebound by J. Harden,,11,8
20,1,8:34.0,C. Capela misses 2-pt layup from 1 ft (block by M. Gasol),,11,8
21,1,8:34.0,,Defensive rebound by M. Chalmers,11,8
22,1,8:28.0,,D. Brooks makes 2-pt layup from 1 ft (assist by M. Chalmers),11,10
23,1,8:12.0,J. Harden makes 3-pt jump shot from 22 ft (assist by C. Paul),,14,10
24,1,8:06.0,,Memphis full timeout,14,10
25,1,7:53.0,,M. Gasol makes 2-pt jump shot from 8 ft (assist by D. Brooks),14,12
26,1,7:40.0,,Technical foul by M. Gasol,14,12
27,1,7:40.0,J. Harden makes technical free throw,,15,12
28,1,7:40.0,E. Gordon enters the game for C. Paul,,15,12
29,1,7:33.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,17,12
30,1,7:22.0,,Personal foul by R. Anderson (drawn by J. Green),17,12
31,1,7:12.0,,M. Gasol misses 2-pt hook shot from 10 ft,17,12
32,1,7:09.0,Defensive rebound by C. Capela,,17,12
33,1,6:54.0,Personal foul by C. Parsons (drawn by J. Harden),,17,12
34,1,6:48.0,J. Harden misses 3-pt jump shot from 26 ft,,17,12
35,1,6:45.0,,Defensive rebound by D. Brooks,17,12
36,1,6:32.0,,D. Brooks makes 2-pt layup from 4 ft,17,14
37,1,6:10.0,Turnover by E. Gordon (lost ball; steal by M. Chalmers),,17,14
38,1,6:05.0,,J. Green makes 2-pt layup at rim (assist by M. Chalmers),17,16
39,1,5:52.0,R. Anderson misses 2-pt jump shot from 18 ft,,17,16
40,1,5:50.0,,Defensive rebound by M. Gasol,17,16
41,1,5:48.0,,D. Brooks misses 3-pt jump shot from 24 ft,17,16
42,1,5:44.0,Defensive rebound by C. Capela,,17,16
43,1,5:35.0,J. Harden misses 2-pt jump shot from 5 ft (block by M. Gasol),,17,16
44,1,5:35.0,Offensive rebound by Team,,17,16
45,1,5:35.0,,T. Evans enters the game for J. Green,17,16
46,1,5:35.0,,A. Harrison enters the game for M. Chalmers,17,16
47,1,5:35.0,N. Hilário enters the game for T. Ariza,,17,16
48,1,5:35.0,L. Mbah a Moute enters the game for C. Capela,,17,16
49,1,5:35.0,P. Tucker enters the game for R. Anderson,,17,16
50,1,5:24.0,N. Hilário misses 2-pt jump shot from 13 ft,,17,16
51,1,5:22.0,,Defensive rebound by M. Gasol,17,16
52,1,5:13.0,,C. Parsons makes 2-pt layup at rim,17,18
53,1,4:58.0,Shooting foul by A. Harrison (drawn by J. Harden),,17,18
54,1,4:58.0,J. Harden makes free throw 1 of 2,,18,18
55,1,4:58.0,,J. Ennis enters the game for C. Parsons,18,18
56,1,4:58.0,J. Harden makes free throw 2 of 2,,19,18
57,1,4:35.0,,M. Gasol misses 2-pt jump shot from 12 ft,19,18
58,1,4:31.0,Defensive rebound by P. Tucker,,19,18
59,1,4:24.0,J. Harden makes 2-pt layup from 1 ft,,21,18
60,1,3:58.0,,M. Gasol misses 2-pt hook shot from 6 ft,21,18
61,1,3:55.0,Defensive rebound by L. Mbah a Moute,,21,18
62,1,3:43.0,J. Harden misses 3-pt jump shot from 26 ft,,21,18
63,1,3:39.0,Offensive rebound by N. Hilário,,21,18
64,1,3:38.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by N. Hilário),,24,18
65,1,3:25.0,,Memphis full timeout,24,18
66,1,3:25.0,,B. McLemore enters the game for D. Brooks,24,18
67,1,3:25.0,,B. Wright enters the game for M. Gasol,24,18
68,1,3:08.0,,A. Harrison misses 3-pt jump shot from 23 ft,24,18
69,1,3:05.0,,Offensive rebound by B. McLemore,24,18
70,1,2:56.0,,T. Evans misses 3-pt jump shot from 25 ft,24,18
71,1,2:53.0,Defensive rebound by J. Harden,,24,18
72,1,2:32.0,P. Tucker misses 3-pt jump shot from 23 ft,,24,18
73,1,2:30.0,,Defensive rebound by B. McLemore,24,18
74,1,2:17.0,,B. McLemore makes 2-pt layup from 1 ft,24,20
75,1,2:02.0,J. Harden makes 3-pt jump shot from 25 ft (assist by N. Hilário),,27,20
76,1,1:45.0,,T. Evans misses 2-pt layup from 3 ft (block by N. Hilário),27,20
77,1,1:42.0,,Offensive rebound by T. Evans,27,20
78,1,1:40.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by T. Evans),27,23
