,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
214,3,11:21.0,K. Thompson misses 2-pt jump shot from 17 ft,,51,64
215,3,11:20.0,,Defensive rebound by V. Oladipo,51,64
216,3,11:15.0,,Shooting foul by Q. Cook (drawn by T. Young),51,64
217,3,11:15.0,,T. Young misses free throw 1 of 2,51,64
218,3,11:15.0,,Offensive rebound by Team,51,64
219,3,11:15.0,,T. Young misses free throw 2 of 2,51,64
220,3,11:15.0,Defensive rebound by D. Green,,51,64
221,3,11:06.0,Offensive foul by J. McGee (drawn by B. Bogdanović),,51,64
222,3,11:06.0,Turnover by J. McGee (offensive foul),,51,64
223,3,10:57.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by M. Turner),51,67
224,3,10:55.0,Golden State full timeout,,51,67
225,3,10:55.0,,D. Collison makes technical free throw,51,68
226,3,10:40.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,53,68
227,3,10:14.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by D. Collison),53,71
228,3,10:00.0,K. Durant misses 3-pt jump shot from 27 ft,,53,71
229,3,9:56.0,Offensive rebound by J. McGee,,53,71
230,3,9:51.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),,56,71
231,3,9:29.0,,M. Turner misses 3-pt jump shot from 26 ft,56,71
232,3,9:26.0,Defensive rebound by D. Green,,56,71
233,3,9:21.0,K. Durant misses 3-pt jump shot from 26 ft,,56,71
234,3,9:17.0,,Defensive rebound by M. Turner,56,71
235,3,9:07.0,,M. Turner misses 3-pt jump shot from 25 ft,56,71
236,3,9:04.0,Defensive rebound by K. Thompson,,56,71
237,3,8:59.0,K. Thompson misses 3-pt jump shot from 26 ft,,56,71
238,3,8:57.0,Offensive rebound by Q. Cook,,56,71
239,3,8:54.0,Q. Cook misses 2-pt layup at rim,,56,71
240,3,8:52.0,Offensive rebound by J. McGee,,56,71
241,3,8:52.0,J. McGee misses 2-pt layup at rim,,56,71
242,3,8:51.0,Offensive rebound by J. McGee,,56,71
243,3,8:49.0,Turnover by J. McGee (lost ball; steal by D. Collison),,56,71
244,3,8:47.0,,Turnover by D. Collison (traveling),56,71
245,3,8:33.0,Personal foul by V. Oladipo (drawn by D. Green),,56,71
246,3,8:31.0,D. Green makes 2-pt layup from 1 ft (assist by K. Durant),,58,71
247,3,8:08.0,,T. Young misses 3-pt jump shot from 26 ft,58,71
248,3,8:05.0,Defensive rebound by Q. Cook,,58,71
249,3,7:57.0,K. Durant misses 3-pt jump shot from 27 ft,,58,71
250,3,7:55.0,,Defensive rebound by D. Collison,58,71
251,3,7:39.0,,V. Oladipo makes 3-pt jump shot from 26 ft,58,74
252,3,7:23.0,Shooting foul by M. Turner (drawn by K. Durant),,58,74
253,3,7:23.0,K. Durant makes free throw 1 of 2,,59,74
254,3,7:23.0,D. Jones enters the game for J. McGee,,59,74
255,3,7:23.0,K. Durant makes free throw 2 of 2,,60,74
256,3,7:08.0,,Shooting foul by D. Green (drawn by T. Young),60,74
257,3,7:08.0,,T. Young makes free throw 1 of 2,60,75
258,3,7:08.0,,T. Young makes free throw 2 of 2,60,76
259,3,6:54.0,K. Durant misses 3-pt jump shot from 26 ft,,60,76
260,3,6:52.0,,Defensive rebound by V. Oladipo,60,76
261,3,6:37.0,Offensive charge foul by M. Turner (drawn by D. Green),,60,76
262,3,6:37.0,,Turnover by M. Turner (offensive foul),60,76
263,3,6:27.0,Shooting foul by D. Collison (drawn by K. Durant),,60,76
264,3,6:27.0,K. Durant makes free throw 1 of 2,,61,76
265,3,6:27.0,K. Durant makes free throw 2 of 2,,62,76
266,3,6:05.0,,V. Oladipo makes 2-pt layup from 1 ft,62,78
267,3,5:43.0,D. Green makes 3-pt jump shot from 27 ft (assist by K. Durant),,65,78
268,3,5:29.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,65,78
269,3,5:25.0,,Offensive rebound by T. Young,65,78
270,3,5:25.0,,T. Young makes 2-pt layup from 1 ft,65,80
271,3,5:09.0,K. Durant misses 2-pt layup from 6 ft (block by B. Bogdanović),,65,80
272,3,5:06.0,,Defensive rebound by M. Turner,65,80
273,3,5:05.0,,D. Collison makes 2-pt layup from 1 ft (assist by B. Bogdanović),65,82
274,3,5:05.0,Golden State full timeout,,65,82
275,3,5:05.0,K. Looney enters the game for D. Green,,65,82
276,3,4:53.0,K. Thompson misses 2-pt jump shot from 19 ft,,65,82
277,3,4:50.0,,Defensive rebound by B. Bogdanović,65,82
278,3,4:34.0,,Shooting foul by K. Durant (drawn by M. Turner),65,82
279,3,4:34.0,,M. Turner makes free throw 1 of 2,65,83
280,3,4:34.0,N. Young enters the game for K. Thompson,,65,83
281,3,4:34.0,,M. Turner makes free throw 2 of 2,65,84
282,3,4:25.0,Personal foul by V. Oladipo (drawn by N. Young),,65,84
283,3,4:25.0,,D. Sabonis enters the game for T. Young,65,84
284,3,4:15.0,D. Jones makes 2-pt layup from 1 ft (assist by Q. Cook),,67,84
285,3,4:06.0,,V. Oladipo misses 3-pt jump shot from 27 ft,67,84
286,3,4:03.0,Defensive rebound by D. Jones,,67,84
287,3,3:55.0,N. Young misses 3-pt jump shot from 23 ft,,67,84
288,3,3:53.0,,Defensive rebound by D. Collison,67,84
289,3,3:48.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),67,87
290,3,3:36.0,Shooting foul by B. Bogdanović (drawn by K. Durant),,67,87
291,3,3:36.0,K. Durant makes free throw 1 of 2,,68,87
292,3,3:36.0,,L. Stephenson enters the game for B. Bogdanović,68,87
293,3,3:36.0,K. Durant makes free throw 2 of 2,,69,87
294,3,3:14.0,,D. Collison makes 2-pt jump shot from 16 ft (assist by V. Oladipo),69,89
295,3,2:49.0,Turnover by D. Jones (traveling),,69,89
296,3,2:39.0,,M. Turner misses 3-pt jump shot from 27 ft,69,89
297,3,2:36.0,Defensive rebound by K. Looney,,69,89
298,3,2:29.0,D. Jones makes 2-pt dunk at rim (assist by K. Durant),,71,89
299,3,2:29.0,,Indiana full timeout,71,89
300,3,2:29.0,,C. Joseph enters the game for D. Collison,71,89
301,3,2:29.0,,T. Booker enters the game for M. Turner,71,89
302,3,2:29.0,S. Livingston enters the game for K. Durant,,71,89
303,3,2:20.0,,Offensive foul by D. Sabonis (drawn by N. Young),71,89
304,3,2:20.0,,Turnover by D. Sabonis (offensive foul),71,89
305,3,2:02.0,Q. Cook misses 3-pt jump shot from 26 ft,,71,89
306,3,1:55.0,,Defensive rebound by T. Booker,71,89
307,3,1:51.0,,V. Oladipo makes 2-pt dunk from 2 ft (assist by T. Booker),71,91
308,3,1:35.0,Shooting foul by L. Stephenson (drawn by S. Livingston),,71,91
309,3,1:35.0,S. Livingston makes free throw 1 of 2,,72,91
310,3,1:35.0,,G. Robinson enters the game for V. Oladipo,72,91
311,3,1:35.0,S. Livingston makes free throw 2 of 2,,73,91
312,3,1:25.0,Technical foul by Q. Cook,,73,91
313,3,1:25.0,,D. Sabonis makes flagrant free throw 1 of 2,73,92
314,3,1:25.0,,D. Sabonis makes flagrant free throw 2 of 2,73,93
315,3,1:20.0,,D. Sabonis makes 2-pt jump shot from 13 ft (assist by C. Joseph),73,95
316,3,1:06.0,N. Young misses 3-pt jump shot from 25 ft,,73,95
317,3,1:04.0,,Defensive rebound by L. Stephenson,73,95
318,3,0:53.0,,C. Joseph misses 2-pt jump shot from 20 ft,73,95
319,3,0:51.0,Defensive rebound by Team,,73,95
320,3,0:51.0,,Loose ball foul by T. Booker (drawn by N. Young),73,95
321,3,0:51.0,N. Young makes free throw 1 of 2,,74,95
322,3,0:51.0,N. Young makes free throw 2 of 2,,75,95
323,3,0:31.0,,D. Sabonis misses 2-pt jump shot from 18 ft (block by K. Looney),75,95
324,3,0:28.0,,Offensive rebound by T. Booker,75,95
325,3,0:28.0,,T. Booker makes 2-pt layup from 7 ft,75,97
326,3,0:09.0,Personal foul by D. Sabonis (drawn by N. Young),,75,97
327,3,0:09.0,N. Young makes free throw 1 of 2,,76,97
328,3,0:09.0,N. Young makes free throw 2 of 2,,77,97
329,3,0:02.0,,C. Joseph misses 2-pt jump shot from 19 ft,77,97
330,3,0:02.0,Defensive rebound by Q. Cook,,77,97
331,4,11:47.0,K. Durant makes 2-pt jump shot from 9 ft (assist by D. West),,79,97
332,4,11:47.0,Shooting foul by G. Robinson (drawn by K. Durant),,79,97
333,4,11:47.0,K. Durant makes free throw 1 of 1,,80,97
334,4,11:34.0,,Turnover by L. Stephenson (bad pass; steal by K. Durant),80,97
335,4,11:19.0,K. Durant misses 3-pt jump shot from 23 ft,,80,97
336,4,11:15.0,Offensive rebound by D. West,,80,97
337,4,11:15.0,K. Durant makes 3-pt jump shot from 23 ft (assist by D. West),,83,97
338,4,11:01.0,,C. Joseph misses 2-pt jump shot from 10 ft,83,97
339,4,10:59.0,Defensive rebound by D. West,,83,97
340,4,10:55.0,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Thompson),,85,97
341,4,10:55.0,,Indiana full timeout,85,97
342,4,10:55.0,,V. Oladipo enters the game for L. Stephenson,85,97
343,4,10:55.0,,B. Bogdanović enters the game for T. Booker,85,97
344,4,10:55.0,,T. Young enters the game for G. Robinson,85,97
345,4,10:42.0,,T. Young misses 2-pt hook shot from 10 ft,85,97
346,4,10:40.0,Defensive rebound by D. Green,,85,97
347,4,10:27.0,D. West makes 2-pt layup from 1 ft (assist by K. Durant),,87,97
348,4,10:10.0,,V. Oladipo misses 3-pt jump shot from 25 ft,87,97
349,4,10:06.0,,Offensive rebound by T. Young,87,97
350,4,10:06.0,,T. Young makes 2-pt layup at rim,87,99
351,4,9:45.0,Turnover by D. Green (bad pass; steal by V. Oladipo),,87,99
352,4,9:40.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),87,101
353,4,9:33.0,,Offensive charge foul by K. Durant (drawn by D. Sabonis),87,101
354,4,9:33.0,Turnover by K. Durant (offensive foul),,87,101
355,4,9:11.0,,Turnover by V. Oladipo (lost ball; steal by K. Thompson),87,101
356,4,9:05.0,Turnover by K. Durant (turnover; steal by V. Oladipo),,87,101
357,4,8:56.0,,Personal foul by D. Green (drawn by D. Sabonis),87,101
358,4,8:47.0,,V. Oladipo misses 2-pt jump shot from 10 ft,87,101
359,4,8:44.0,Defensive rebound by S. Livingston,,87,101
360,4,8:41.0,S. Livingston misses 2-pt layup from 1 ft,,87,101
361,4,8:37.0,,Defensive rebound by V. Oladipo,87,101
362,4,8:31.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by V. Oladipo),87,104
363,4,8:17.0,K. Thompson misses 3-pt jump shot from 27 ft,,87,104
364,4,8:15.0,,Defensive rebound by D. Sabonis,87,104
365,4,7:59.0,,V. Oladipo misses 2-pt layup from 5 ft (block by D. West),87,104
366,4,7:57.0,Defensive rebound by K. Thompson,,87,104
367,4,7:57.0,,Technical foul by V. Oladipo,87,104
368,4,7:57.0,K. Durant makes technical free throw,,88,104
369,4,7:51.0,K. Thompson misses 2-pt layup at rim,,88,104
370,4,7:47.0,Offensive rebound by K. Thompson,,88,104
371,4,7:47.0,K. Thompson misses 2-pt layup at rim,,88,104
372,4,7:46.0,,Defensive rebound by D. Sabonis,88,104
373,4,7:34.0,,T. Young makes 2-pt dunk from 1 ft (assist by D. Sabonis),88,106
374,4,7:21.0,S. Livingston misses 2-pt layup from 1 ft,,88,106
375,4,7:18.0,,Defensive rebound by T. Young,88,106
376,4,7:14.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by T. Young),88,109
377,4,7:13.0,Golden State full timeout,,88,109
378,4,7:13.0,Z. Pachulia enters the game for D. West,,88,109
379,4,7:13.0,Q. Cook enters the game for K. Thompson,,88,109
380,4,7:13.0,N. Young enters the game for D. Green,,88,109
381,4,7:13.0,J. Bell enters the game for S. Livingston,,88,109
382,4,7:13.0,K. Looney enters the game for K. Durant,,88,109
383,4,6:57.0,K. Looney misses 2-pt jump shot from 4 ft,,88,109
384,4,6:55.0,Offensive rebound by J. Bell,,88,109
385,4,6:53.0,N. Young misses 3-pt jump shot from 28 ft,,88,109
