,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
0,1,11:35.0,J. Richardson misses 2-pt jump shot from 21 ft,,0,0
1,1,11:32.0,,Defensive rebound by B. Bogdanović,0,0
2,1,11:15.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,0,2
3,1,11:02.0,H. Whiteside misses 2-pt hook shot from 7 ft,,0,2
4,1,10:59.0,,Defensive rebound by D. Sabonis,0,2
5,1,10:53.0,,D. Sabonis makes 2-pt layup at rim (assist by V. Oladipo),0,4
6,1,10:53.0,,Shooting foul by H. Whiteside (drawn by D. Sabonis),0,4
7,1,10:53.0,,D. Sabonis makes free throw 1 of 1,0,5
8,1,10:35.0,D. Jones misses 2-pt jump shot from 11 ft,,0,5
9,1,10:33.0,Offensive rebound by D. Jones,,0,5
10,1,10:32.0,D. Jones makes 2-pt jump shot from 6 ft,,2,5
11,1,10:14.0,,Turnover by B. Bogdanović (bad pass; steal by G. Dragić),2,5
12,1,10:12.0,D. Jones makes 2-pt dunk at rim (assist by G. Dragić),,4,5
13,1,10:12.0,Shooting foul by B. Bogdanović (drawn by D. Jones),,4,5
14,1,10:12.0,D. Jones misses free throw 1 of 1,,4,5
15,1,10:10.0,,Defensive rebound by Team,4,5
16,1,9:58.0,,V. Oladipo misses 3-pt jump shot from 27 ft (block by D. Jones),4,5
17,1,9:55.0,Defensive rebound by K. Olynyk,,4,5
18,1,9:54.0,D. Jones makes 2-pt dunk at rim (assist by K. Olynyk),,6,5
19,1,9:48.0,,D. Collison makes technical free throw,6,6
20,1,9:41.0,,Turnover by T. Young (lost ball; steal by D. Jones),6,6
21,1,9:28.0,G. Dragić makes 2-pt jump shot from 12 ft,,8,6
22,1,9:08.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),8,8
23,1,8:54.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by J. Richardson),,11,8
24,1,8:29.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),11,10
25,1,8:17.0,G. Dragić misses 3-pt jump shot from 30 ft,,11,10
26,1,8:14.0,,Defensive rebound by V. Oladipo,11,10
27,1,8:12.0,,Shooting foul by G. Dragić (drawn by V. Oladipo),11,10
28,1,8:12.0,,V. Oladipo misses free throw 1 of 2,11,10
29,1,8:12.0,,Offensive rebound by Team,11,10
30,1,8:12.0,,V. Oladipo makes free throw 2 of 2,11,11
31,1,7:55.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by G. Dragić),,14,11
32,1,7:37.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,14,13
33,1,7:29.0,Personal foul by D. Collison (drawn by G. Dragić),,14,13
34,1,7:15.0,H. Whiteside makes 2-pt hook shot from 13 ft,,16,13
35,1,6:58.0,,V. Oladipo misses 2-pt jump shot from 18 ft,16,13
36,1,6:56.0,Defensive rebound by H. Whiteside,,16,13
37,1,6:46.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by G. Dragić),,19,13
38,1,6:32.0,,D. Collison misses 2-pt jump shot from 18 ft,19,13
39,1,6:30.0,Defensive rebound by H. Whiteside,,19,13
40,1,6:24.0,G. Dragić makes 2-pt jump shot from 12 ft,,21,13
41,1,6:11.0,,Indiana full timeout,21,13
