,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
59,1,3:45.0,,J. Murray makes 2-pt layup from 4 ft (assist by P. Millsap),19,24
60,1,3:21.0,Turnover by A. Gordon (lost ball; steal by M. Plumlee),,19,24
61,1,3:17.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by W. Barton),19,26
62,1,3:10.0,N. Vučević misses 3-pt jump shot from 26 ft,,19,26
63,1,3:10.0,,Defensive rebound by M. Plumlee,19,26
64,1,2:45.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by E. Mudiay),19,29
65,1,2:28.0,N. Vučević misses 2-pt layup from 4 ft (block by P. Millsap),,19,29
66,1,2:25.0,,Defensive rebound by J. Murray,19,29
67,1,2:22.0,,J. Murray misses 2-pt layup from 3 ft (block by J. Isaac),19,29
68,1,2:21.0,,Offensive rebound by Team,19,29
69,1,2:21.0,,N. Jokić enters the game for P. Millsap,19,29
70,1,2:21.0,B. Biyombo enters the game for N. Vučević,,19,29
71,1,2:21.0,A. Afflalo enters the game for E. Fournier,,19,29
72,1,2:14.0,,J. Murray makes 2-pt jump shot from 11 ft,19,31
73,1,1:58.0,J. Simmons misses 2-pt jump shot from 7 ft,,19,31
74,1,1:58.0,,Defensive rebound by N. Jokić,19,31
75,1,1:52.0,,E. Mudiay makes 3-pt jump shot from 27 ft,19,34
76,1,1:49.0,Orlando full timeout,,19,34
77,1,1:37.0,Turnover by J. Simmons (lost ball; steal by N. Jokić),,19,34
78,1,1:35.0,,Shooting foul by J. Simmons (drawn by J. Murray),19,34
79,1,1:35.0,,J. Murray makes free throw 1 of 2,19,35
80,1,1:35.0,,J. Murray misses free throw 2 of 2,19,35
81,1,1:32.0,Defensive rebound by A. Gordon,,19,35
82,1,1:23.0,B. Biyombo makes 2-pt hook shot from 7 ft (assist by A. Gordon),,21,35
83,1,1:01.0,,E. Mudiay misses 2-pt layup from 3 ft,21,35
84,1,0:59.0,Defensive rebound by J. Isaac,,21,35
85,1,0:57.0,Turnover by J. Isaac (bad pass; steal by M. Plumlee),,21,35
86,1,0:42.0,,Shooting foul by J. Simmons (drawn by W. Barton),21,35
87,1,0:42.0,,W. Barton misses free throw 1 of 2,21,35
88,1,0:42.0,,Offensive rebound by Team,21,35
89,1,0:42.0,,M. Beasley enters the game for J. Murray,21,35
90,1,0:42.0,,W. Barton makes free throw 2 of 2,21,36
91,1,0:27.0,J. Simmons makes 2-pt layup from 3 ft,,23,36
92,1,0:04.0,,N. Jokić makes 3-pt jump shot from 24 ft,23,39
93,1,0:02.0,Personal foul by E. Mudiay (drawn by A. Gordon),,23,39
94,1,0:00.0,J. Simmons misses 3-pt jump shot from 25 ft,,23,39
95,1,0:00.0,Offensive rebound by Team,,23,39
96,2,11:48.0,,N. Jokić misses 2-pt jump shot from 7 ft,23,39
97,2,11:43.0,Defensive rebound by A. Afflalo,,23,39
98,2,11:36.0,J. Simmons misses 3-pt jump shot from 26 ft,,23,39
99,2,11:32.0,,Defensive rebound by K. Faried,23,39
100,2,11:29.0,,Turnover by K. Faried (bad pass; steal by J. Simmons),23,39
101,2,11:24.0,J. Isaac makes 2-pt dunk from 3 ft (assist by T. Ross),,25,39
102,2,10:59.0,,N. Jokić misses 2-pt layup from 4 ft,25,39
103,2,10:59.0,Defensive rebound by Team,,25,39
104,2,10:45.0,Shooting foul by K. Faried (drawn by J. Simmons),,25,39
105,2,10:45.0,J. Simmons misses free throw 1 of 2,,25,39
106,2,10:45.0,Offensive rebound by Team,,25,39
107,2,10:45.0,J. Simmons makes free throw 2 of 2,,26,39
108,2,10:29.0,,E. Mudiay misses 2-pt jump shot from 22 ft,26,39
109,2,10:26.0,,Offensive rebound by N. Jokić,26,39
110,2,10:24.0,,N. Jokić misses 2-pt layup from 4 ft,26,39
111,2,10:24.0,,Offensive rebound by N. Jokić,26,39
112,2,10:21.0,,N. Jokić misses 2-pt layup from 3 ft (block by J. Isaac),26,39
113,2,10:21.0,Defensive rebound by B. Biyombo,,26,39
114,2,10:21.0,Personal foul by N. Jokić,,26,39
115,2,10:21.0,,Technical foul by N. Jokić,26,39
116,2,10:21.0,T. Ross misses technical free throw,,26,39
117,2,10:21.0,Offensive rebound by Team,,26,39
118,2,10:04.0,A. Afflalo misses 2-pt jump shot from 14 ft,,26,39
119,2,10:02.0,,Defensive rebound by N. Jokić,26,39
120,2,9:50.0,,W. Chandler makes 2-pt jump shot from 21 ft,26,41
121,2,9:36.0,B. Biyombo misses 2-pt hook shot from 4 ft,,26,41
122,2,9:34.0,,Defensive rebound by M. Beasley,26,41
123,2,9:29.0,,M. Beasley misses 3-pt jump shot from 26 ft,26,41
124,2,9:26.0,Defensive rebound by T. Ross,,26,41
125,2,9:19.0,T. Ross misses 2-pt jump shot from 9 ft,,26,41
126,2,9:17.0,,Defensive rebound by N. Jokić,26,41
127,2,9:12.0,,K. Faried makes 2-pt dunk from 3 ft (assist by N. Jokić),26,43
128,2,8:50.0,T. Ross misses 3-pt jump shot from 26 ft,,26,43
129,2,8:48.0,,Defensive rebound by K. Faried,26,43
130,2,8:41.0,,Shooting foul by J. Isaac (drawn by N. Jokić),26,43
131,2,8:41.0,,N. Jokić makes free throw 1 of 2,26,44
132,2,8:41.0,,N. Jokić misses free throw 2 of 2,26,44
133,2,8:39.0,Defensive rebound by J. Isaac,,26,44
134,2,8:28.0,B. Biyombo misses 2-pt layup from 1 ft,,26,44
135,2,8:28.0,Offensive rebound by J. Simmons,,26,44
136,2,8:27.0,J. Simmons misses 2-pt layup at rim,,26,44
137,2,8:26.0,,Defensive rebound by N. Jokić,26,44
138,2,8:17.0,,K. Faried makes 2-pt layup from 4 ft (assist by E. Mudiay),26,46
139,2,8:14.0,Orlando full timeout,,26,46
140,2,8:14.0,M. Speights enters the game for J. Isaac,,26,46
141,2,8:04.0,J. Simmons misses 2-pt hook shot from 4 ft (block by N. Jokić),,26,46
142,2,8:00.0,,Defensive rebound by E. Mudiay,26,46
143,2,7:52.0,,Turnover by W. Chandler (bad pass; steal by A. Afflalo),26,46
144,2,7:39.0,J. Simmons misses 2-pt hook shot from 5 ft,,26,46
145,2,7:35.0,Offensive rebound by J. Simmons,,26,46
146,2,7:35.0,J. Simmons misses 2-pt layup at rim,,26,46
147,2,7:34.0,,Defensive rebound by E. Mudiay,26,46
148,2,7:28.0,,M. Beasley misses 3-pt jump shot from 26 ft,26,46
149,2,7:25.0,Defensive rebound by A. Afflalo,,26,46
150,2,7:16.0,M. Speights misses 3-pt jump shot from 26 ft,,26,46
151,2,7:12.0,,Defensive rebound by N. Jokić,26,46
152,2,6:56.0,,K. Faried misses 2-pt layup from 5 ft,26,46
153,2,6:54.0,,Offensive rebound by M. Beasley,26,46
154,2,6:53.0,,M. Beasley makes 2-pt layup from 2 ft,26,48
155,2,6:42.0,Turnover by M. Speights (bad pass; steal by K. Faried),,26,48
156,2,6:37.0,,K. Faried makes 2-pt layup from 2 ft (assist by E. Mudiay),26,50
157,2,6:23.0,Turnover by T. Ross (bad pass; steal by N. Jokić),,26,50
158,2,6:23.0,,Personal foul by T. Ross (drawn by N. Jokić),26,50
159,2,6:23.0,,P. Millsap enters the game for N. Jokić,26,50
160,2,6:23.0,,W. Barton enters the game for M. Beasley,26,50
161,2,6:23.0,S. Mack enters the game for A. Afflalo,,26,50
162,2,6:23.0,A. Gordon enters the game for B. Biyombo,,26,50
163,2,6:23.0,E. Fournier enters the game for J. Simmons,,26,50
164,2,6:06.0,,Personal foul by E. Fournier (drawn by P. Millsap),26,50
165,2,6:06.0,,P. Millsap makes free throw 1 of 2,26,51
166,2,6:06.0,,P. Millsap makes free throw 2 of 2,26,52
167,2,5:56.0,M. Speights makes 3-pt jump shot from 25 ft (assist by S. Mack),,29,52
168,2,5:42.0,,E. Mudiay makes 2-pt layup from 3 ft,29,54
169,2,5:33.0,M. Speights misses 3-pt jump shot from 26 ft,,29,54
170,2,5:33.0,,Defensive rebound by K. Faried,29,54
171,2,5:21.0,,Shooting foul by M. Speights (drawn by W. Chandler),29,54
172,2,5:21.0,,W. Chandler makes free throw 1 of 2,29,55
173,2,5:21.0,,J. Murray enters the game for E. Mudiay,29,55
174,2,5:21.0,N. Vučević enters the game for M. Speights,,29,55
175,2,5:21.0,,W. Chandler makes free throw 2 of 2,29,56
176,2,5:03.0,S. Mack misses 3-pt jump shot from 26 ft,,29,56
177,2,5:00.0,,Defensive rebound by W. Barton,29,56
178,2,4:51.0,,W. Barton misses 3-pt jump shot from 25 ft,29,56
179,2,4:46.0,Defensive rebound by S. Mack,,29,56
180,2,4:42.0,A. Gordon makes 3-pt jump shot from 26 ft,,32,56
181,2,4:12.0,,J. Murray makes 3-pt jump shot from 27 ft,32,59
182,2,3:53.0,T. Ross makes 2-pt jump shot from 7 ft (assist by N. Vučević),,34,59
183,2,3:29.0,,J. Murray misses 3-pt jump shot from 26 ft,34,59
184,2,3:27.0,Defensive rebound by A. Gordon,,34,59
185,2,3:22.0,,Denver full timeout,34,59
186,2,3:22.0,,N. Jokić enters the game for K. Faried,34,59
187,2,3:22.0,J. Simmons enters the game for T. Ross,,34,59
188,2,3:21.0,A. Gordon makes 2-pt dunk from 2 ft,,36,59
189,2,3:07.0,,P. Millsap makes 2-pt jump shot from 11 ft,36,61
190,2,2:47.0,E. Fournier makes 2-pt jump shot from 8 ft,,38,61
191,2,2:37.0,,Shooting foul by N. Vučević (drawn by N. Jokić),38,61
192,2,2:37.0,,N. Jokić makes free throw 1 of 2,38,62
193,2,2:37.0,,N. Jokić makes free throw 2 of 2,38,63
194,2,2:22.0,E. Fournier makes 3-pt jump shot from 26 ft,,41,63
195,2,2:00.0,,W. Chandler makes 2-pt layup from 4 ft,41,65
196,2,1:52.0,A. Gordon makes 2-pt dunk from 1 ft (assist by S. Mack),,43,65
197,2,1:31.0,,P. Millsap misses 3-pt jump shot from 26 ft,43,65
198,2,1:28.0,Defensive rebound by N. Vučević,,43,65
199,2,1:20.0,N. Vučević makes 2-pt layup from 2 ft (assist by S. Mack),,45,65
200,2,1:20.0,Shooting foul by J. Murray (drawn by N. Vučević),,45,65
201,2,1:20.0,J. Isaac enters the game for J. Simmons,,45,65
202,2,1:20.0,N. Vučević misses free throw 1 of 1,,45,65
203,2,1:16.0,,Defensive rebound by N. Jokić,45,65
204,2,1:08.0,,J. Murray makes 3-pt jump shot from 25 ft,45,68
205,2,0:55.0,S. Mack makes 2-pt layup from 2 ft,,47,68
206,2,0:39.0,,P. Millsap makes 2-pt layup from 3 ft,47,70
207,2,0:28.0,E. Fournier misses 3-pt jump shot from 27 ft,,47,70
208,2,0:26.0,,Defensive rebound by Team,47,70
209,2,0:04.0,,Turnover by W. Chandler (turnover; steal by J. Isaac),47,70
210,2,0:00.0,S. Mack misses 2-pt jump shot from 7 ft,,47,70
211,2,0:00.0,Offensive rebound by Team,,47,70
212,3,11:44.0,,P. Millsap makes 2-pt jump shot from 8 ft,47,72
213,3,11:21.0,E. Fournier makes 2-pt layup from 6 ft (assist by A. Gordon),,49,72
214,3,11:11.0,,J. Murray misses 2-pt layup from 4 ft,49,72
215,3,11:11.0,,Offensive rebound by N. Jokić,49,72
216,3,11:10.0,,N. Jokić misses 2-pt layup at rim,49,72
217,3,11:10.0,,Offensive rebound by N. Jokić,49,72
218,3,11:09.0,,N. Jokić makes 2-pt layup at rim,49,74
219,3,10:56.0,N. Vučević makes 2-pt jump shot from 4 ft (assist by E. Fournier),,51,74
220,3,10:41.0,,J. Murray makes 2-pt dunk from 3 ft (assist by N. Jokić),51,76
221,3,10:41.0,Orlando full timeout,,51,76
222,3,10:21.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Gordon),,53,76
223,3,9:55.0,,Turnover by W. Chandler (turnover),53,76
224,3,9:39.0,Shooting foul by W. Chandler (drawn by A. Gordon),,53,76
225,3,9:39.0,A. Gordon makes free throw 1 of 2,,54,76
226,3,9:39.0,A. Gordon makes free throw 2 of 2,,55,76
227,3,9:16.0,,J. Murray makes 3-pt jump shot from 27 ft (assist by N. Jokić),55,79
228,3,8:58.0,E. Fournier makes 2-pt layup from 4 ft,,57,79
229,3,8:58.0,,Denver full timeout,57,79
230,3,8:38.0,,Shooting foul by N. Vučević (drawn by P. Millsap),57,79
231,3,8:38.0,,P. Millsap misses free throw 1 of 2,57,79
232,3,8:38.0,,Offensive rebound by Team,57,79
233,3,8:38.0,,P. Millsap makes free throw 2 of 2,57,80
234,3,8:23.0,A. Gordon makes 2-pt jump shot from 23 ft (assist by E. Fournier),,59,80
235,3,8:09.0,,Shooting foul by S. Mack (drawn by W. Barton),59,80
236,3,8:09.0,,W. Barton makes free throw 1 of 2,59,81
237,3,8:09.0,J. Simmons enters the game for S. Mack,,59,81
238,3,8:09.0,,W. Barton makes free throw 2 of 2,59,82
239,3,7:50.0,E. Fournier misses 2-pt jump shot from 16 ft,,59,82
240,3,7:46.0,,Defensive rebound by P. Millsap,59,82
241,3,7:30.0,,W. Barton makes 2-pt layup from 3 ft (assist by J. Murray),59,84
242,3,7:16.0,N. Vučević misses 2-pt hook shot from 7 ft,,59,84
243,3,7:13.0,,Defensive rebound by W. Barton,59,84
244,3,7:07.0,,J. Murray makes 2-pt jump shot from 9 ft (assist by W. Barton),59,86
245,3,7:07.0,,Shooting foul by N. Vučević (drawn by J. Murray),59,86
246,3,7:07.0,,J. Murray makes free throw 1 of 1,59,87
247,3,6:51.0,N. Vučević misses 3-pt jump shot from 26 ft,,59,87
248,3,6:48.0,Offensive rebound by N. Vučević,,59,87
249,3,6:38.0,Turnover by A. Gordon (lost ball; steal by P. Millsap),,59,87
250,3,6:32.0,,W. Chandler makes 2-pt layup from 2 ft (assist by P. Millsap),59,89
251,3,6:29.0,Personal foul by N. Jokić (drawn by E. Fournier),,59,89
252,3,6:20.0,T. Ross makes 2-pt jump shot from 16 ft (assist by A. Gordon),,61,89
253,3,5:53.0,,J. Murray misses 2-pt jump shot from 11 ft,61,89
254,3,5:49.0,Defensive rebound by E. Fournier,,61,89
255,3,5:37.0,A. Gordon misses 3-pt jump shot from 22 ft,,61,89
256,3,5:35.0,,Defensive rebound by Team,61,89
257,3,5:22.0,,P. Millsap misses 3-pt jump shot from 26 ft,61,89
258,3,5:19.0,Defensive rebound by N. Vučević,,61,89
259,3,5:12.0,Turnover by J. Simmons (traveling),,61,89
260,3,5:12.0,,M. Plumlee enters the game for N. Jokić,61,89
261,3,5:12.0,,E. Mudiay enters the game for J. Murray,61,89
262,3,5:01.0,,W. Barton misses 3-pt jump shot from 26 ft,61,89
263,3,4:58.0,Defensive rebound by N. Vučević,,61,89
264,3,4:53.0,T. Ross makes 3-pt jump shot from 26 ft,,64,89
265,3,4:35.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by P. Millsap),64,91
266,3,4:25.0,T. Ross misses 3-pt jump shot from 25 ft (block by W. Barton),,64,91
267,3,4:21.0,,Defensive rebound by P. Millsap,64,91
268,3,4:19.0,,Turnover by P. Millsap (bad pass; steal by T. Ross),64,91
269,3,4:07.0,N. Vučević misses 2-pt jump shot from 15 ft,,64,91
270,3,4:03.0,,Defensive rebound by W. Barton,64,91
271,3,3:57.0,,Shooting foul by N. Vučević (drawn by W. Barton),64,91
272,3,3:57.0,,W. Barton makes free throw 1 of 2,64,92
273,3,3:57.0,J. Isaac enters the game for A. Gordon,,64,92
274,3,3:57.0,A. Afflalo enters the game for N. Vučević,,64,92
275,3,3:57.0,M. Speights enters the game for E. Fournier,,64,92
276,3,3:57.0,B. Biyombo enters the game for T. Ross,,64,92
277,3,3:57.0,,W. Barton makes free throw 2 of 2,64,93
278,3,3:42.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Simmons),,67,93
279,3,3:19.0,,W. Barton misses 2-pt jump shot from 16 ft,67,93
280,3,3:16.0,Defensive rebound by A. Afflalo,,67,93
281,3,3:08.0,J. Simmons makes 2-pt layup from 4 ft,,69,93
282,3,3:08.0,Shooting foul by E. Mudiay (drawn by J. Simmons),,69,93
283,3,3:08.0,J. Simmons makes free throw 1 of 1,,70,93
284,3,2:54.0,,E. Mudiay misses 2-pt jump shot from 7 ft,70,93
285,3,2:52.0,Defensive rebound by A. Afflalo,,70,93
286,3,2:25.0,B. Biyombo misses 2-pt jump shot from 6 ft (block by P. Millsap),,70,93
287,3,2:21.0,,Defensive rebound by P. Millsap,70,93
288,3,2:20.0,,E. Mudiay misses 3-pt jump shot from 26 ft,70,93
289,3,2:14.0,Defensive rebound by A. Afflalo,,70,93
290,3,2:13.0,M. Speights makes 2-pt layup from 4 ft (assist by J. Simmons),,72,93
291,3,2:12.0,,Denver full timeout,72,93
292,3,2:12.0,,N. Jokić enters the game for P. Millsap,72,93
293,3,2:00.0,,Personal foul by M. Speights (drawn by N. Jokić),72,93
294,3,2:00.0,,N. Jokić makes free throw 1 of 2,72,94
295,3,2:00.0,,N. Jokić makes free throw 2 of 2,72,95
296,3,1:49.0,M. Speights makes 3-pt jump shot from 29 ft (assist by J. Simmons),,75,95
297,3,1:49.0,Shooting foul by W. Chandler (drawn by M. Speights),,75,95
298,3,1:49.0,M. Speights misses free throw 1 of 1,,75,95
299,3,1:46.0,,Defensive rebound by N. Jokić,75,95
300,3,1:25.0,,E. Mudiay misses 2-pt layup from 5 ft (block by B. Biyombo),75,95
301,3,1:21.0,Defensive rebound by A. Afflalo,,75,95
302,3,1:19.0,A. Afflalo makes 2-pt layup from 4 ft,,77,95
303,3,1:05.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by W. Chandler),77,98
304,3,0:48.0,B. Biyombo misses 2-pt jump shot from 7 ft,,77,98
305,3,0:45.0,,Defensive rebound by N. Jokić,77,98
306,3,0:35.0,,W. Chandler misses 3-pt jump shot from 25 ft,77,98
307,3,0:31.0,,Offensive rebound by M. Plumlee,77,98
308,3,0:18.0,,Turnover by W. Barton (bad pass),77,98
309,3,0:00.0,J. Simmons misses 2-pt jump shot from 9 ft,,77,98
310,3,0:00.0,Offensive rebound by J. Simmons,,77,98
311,4,11:47.0,J. Simmons makes 2-pt jump shot from 5 ft,,79,98
312,4,11:47.0,Shooting foul by J. Murray (drawn by J. Simmons),,79,98
313,4,11:47.0,J. Simmons makes free throw 1 of 1,,80,98
314,4,11:34.0,,Personal foul by B. Biyombo (drawn by N. Jokić),80,98
315,4,11:26.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by P. Millsap),80,100
316,4,11:14.0,J. Simmons makes 2-pt layup from 5 ft,,82,100
317,4,11:06.0,,E. Mudiay misses 2-pt layup from 2 ft,82,100
318,4,11:06.0,Defensive rebound by M. Speights,,82,100
319,4,11:00.0,M. Speights misses 3-pt jump shot from 26 ft,,82,100
320,4,10:56.0,,Defensive rebound by J. Murray,82,100
321,4,10:43.0,,P. Millsap misses 3-pt jump shot from 26 ft,82,100
322,4,10:39.0,Defensive rebound by J. Isaac,,82,100
323,4,10:34.0,J. Simmons makes 2-pt jump shot from 19 ft,,84,100
324,4,10:33.0,,Denver full timeout,84,100
325,4,10:17.0,,J. Murray misses 2-pt jump shot from 11 ft,84,100
326,4,10:15.0,Defensive rebound by J. Isaac,,84,100
327,4,9:55.0,M. Speights makes 2-pt layup from 3 ft (assist by B. Biyombo),,86,100
328,4,9:36.0,,Shooting foul by A. Afflalo (drawn by P. Millsap),86,100
329,4,9:36.0,,P. Millsap makes free throw 1 of 2,86,101
330,4,9:36.0,,P. Millsap misses free throw 2 of 2,86,101
331,4,9:34.0,Defensive rebound by B. Biyombo,,86,101
332,4,9:24.0,Turnover by J. Simmons (lost ball; steal by N. Jokić),,86,101
333,4,9:20.0,,P. Millsap misses 2-pt layup from 2 ft,86,101
334,4,9:19.0,,Offensive rebound by E. Mudiay,86,101
335,4,9:19.0,,E. Mudiay misses 2-pt layup from 3 ft (block by J. Isaac),86,101
336,4,9:19.0,,Offensive rebound by J. Murray,86,101
337,4,9:10.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by N. Jokić),86,103
338,4,9:10.0,,Shooting foul by M. Speights (drawn by E. Mudiay),86,103
339,4,9:10.0,Orlando full timeout,,86,103
340,4,9:10.0,A. Gordon enters the game for J. Isaac,,86,103
341,4,9:10.0,,E. Mudiay makes free throw 1 of 1,86,104
342,4,8:50.0,A. Gordon misses 2-pt jump shot from 18 ft,,86,104
343,4,8:47.0,,Defensive rebound by N. Jokić,86,104
344,4,8:38.0,,P. Millsap misses 2-pt jump shot from 6 ft,86,104
345,4,8:36.0,Defensive rebound by B. Biyombo,,86,104
346,4,8:29.0,M. Speights misses 3-pt jump shot from 25 ft,,86,104
347,4,8:24.0,Offensive rebound by B. Biyombo,,86,104
348,4,8:21.0,J. Simmons makes 3-pt jump shot from 24 ft (assist by A. Afflalo),,89,104
349,4,8:01.0,,J. Murray misses 3-pt jump shot from 26 ft,89,104
350,4,8:01.0,Defensive rebound by A. Afflalo,,89,104
351,4,7:53.0,Shooting foul by P. Millsap (drawn by J. Simmons),,89,104
352,4,7:53.0,J. Simmons makes free throw 1 of 3,,90,104
353,4,7:53.0,J. Simmons makes free throw 2 of 3,,91,104
354,4,7:53.0,T. Ross enters the game for A. Afflalo,,91,104
355,4,7:53.0,E. Fournier enters the game for B. Biyombo,,91,104
356,4,7:53.0,J. Simmons misses free throw 3 of 3,,91,104
357,4,7:52.0,,Defensive rebound by N. Jokić,91,104
358,4,7:45.0,,Turnover by J. Murray (lost ball; steal by M. Speights),91,104
359,4,7:30.0,,Offensive charge foul by E. Fournier (drawn by J. Murray),91,104
360,4,7:30.0,Turnover by E. Fournier (offensive foul),,91,104
361,4,7:30.0,,W. Barton enters the game for E. Mudiay,91,104
362,4,7:23.0,,Turnover by N. Jokić (bad pass),91,104
363,4,7:04.0,J. Simmons misses 2-pt layup from 4 ft,,91,104
364,4,7:01.0,,Defensive rebound by P. Millsap,91,104
365,4,6:47.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by W. Barton),91,106
366,4,6:29.0,T. Ross misses 3-pt jump shot from 26 ft,,91,106
367,4,6:26.0,,Defensive rebound by W. Barton,91,106
368,4,6:15.0,,Personal foul by J. Simmons (drawn by W. Barton),91,106
369,4,6:15.0,N. Vučević enters the game for M. Speights,,91,106
370,4,6:15.0,S. Mack enters the game for J. Simmons,,91,106
371,4,6:09.0,,W. Chandler makes 2-pt jump shot from 7 ft (assist by P. Millsap),91,108
372,4,6:09.0,,Shooting foul by T. Ross (drawn by W. Chandler),91,108
373,4,6:09.0,,W. Chandler makes free throw 1 of 1,91,109
374,4,5:55.0,Turnover by E. Fournier (lost ball; steal by N. Jokić),,91,109
375,4,5:53.0,,Shooting foul by T. Ross (drawn by W. Barton),91,109
376,4,5:53.0,,W. Barton makes free throw 1 of 2,91,110
377,4,5:53.0,,W. Barton misses free throw 2 of 2,91,110
378,4,5:51.0,Defensive rebound by N. Vučević,,91,110
379,4,5:32.0,Turnover by N. Vučević (bad pass; steal by W. Barton),,91,110
380,4,5:24.0,,W. Barton makes 2-pt dunk from 2 ft (assist by P. Millsap),91,112
381,4,5:24.0,Orlando full timeout,,91,112
382,4,5:24.0,M. Speights enters the game for A. Gordon,,91,112
383,4,5:24.0,B. Biyombo enters the game for E. Fournier,,91,112
384,4,5:24.0,A. Afflalo enters the game for T. Ross,,91,112
