,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
114,2,9:51.0,,D. Cousins makes 2-pt jump shot from 10 ft,25,32
115,2,9:41.0,Z. LaVine misses 3-pt jump shot from 26 ft,,25,32
116,2,9:41.0,,Defensive rebound by J. Nelson,25,32
117,2,9:31.0,,D. Cunningham misses 2-pt jump shot from 11 ft,25,32
118,2,9:31.0,Defensive rebound by B. Portis,,25,32
119,2,9:21.0,B. Portis misses 2-pt jump shot from 14 ft,,25,32
120,2,9:21.0,,Defensive rebound by D. Cousins,25,32
121,2,9:13.0,,Offensive foul by D. Cousins (drawn by B. Portis),25,32
122,2,9:13.0,,Turnover by D. Cousins (offensive foul),25,32
123,2,9:03.0,Offensive foul by B. Portis (drawn by J. Nelson),,25,32
124,2,9:03.0,Turnover by B. Portis (offensive foul),,25,32
125,2,8:49.0,,D. Miller misses 3-pt jump shot from 24 ft,25,32
126,2,8:47.0,Defensive rebound by Z. LaVine,,25,32
127,2,8:46.0,Personal foul by D. Miller (drawn by Z. LaVine),,25,32
128,2,8:37.0,Z. LaVine misses 2-pt jump shot from 11 ft,,25,32
129,2,8:33.0,,Defensive rebound by D. Cunningham,25,32
130,2,8:27.0,,D. Miller misses 3-pt jump shot from 26 ft,25,32
131,2,8:23.0,Defensive rebound by Z. LaVine,,25,32
132,2,8:06.0,D. Nwaba misses 2-pt layup from 2 ft (block by D. Cunningham),,25,32
133,2,8:06.0,Offensive rebound by D. Nwaba,,25,32
134,2,8:06.0,Shooting foul by D. Cunningham (drawn by D. Nwaba),,25,32
135,2,8:06.0,D. Nwaba makes free throw 1 of 2,,26,32
136,2,8:06.0,,A. Davis enters the game for D. Cunningham,26,32
137,2,8:06.0,D. Valentine enters the game for R. Arcidiacono,,26,32
138,2,8:06.0,D. Nwaba misses free throw 2 of 2,,26,32
139,2,8:04.0,,Defensive rebound by D. Miller,26,32
140,2,7:45.0,,D. Cousins makes 2-pt layup from 2 ft (assist by A. Davis),26,34
141,2,7:23.0,D. Valentine misses 3-pt jump shot from 24 ft,,26,34
142,2,7:21.0,,Defensive rebound by D. Cousins,26,34
143,2,7:20.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cousins),26,36
144,2,7:20.0,Chicago full timeout,,26,36
145,2,7:20.0,R. Lopez enters the game for B. Portis,,26,36
146,2,7:03.0,R. Lopez misses 2-pt hook shot from 4 ft,,26,36
147,2,7:01.0,,Defensive rebound by D. Cousins,26,36
148,2,6:40.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by A. Davis),26,39
149,2,6:22.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Valentine),,29,39
150,2,6:07.0,,Turnover by D. Cousins (lost ball; steal by N. Mirotić),29,39
151,2,6:05.0,Z. LaVine makes 2-pt layup from 1 ft (assist by N. Mirotić),,31,39
152,2,6:05.0,Shooting foul by I. Clark (drawn by Z. LaVine),,31,39
153,2,6:05.0,L. Markkanen enters the game for D. Nwaba,,31,39
154,2,6:05.0,Z. LaVine makes free throw 1 of 1,,32,39
155,2,5:53.0,,J. Nelson makes 3-pt jump shot from 26 ft,32,42
156,2,5:39.0,Z. LaVine makes 2-pt layup from 1 ft,,34,42
157,2,5:39.0,,Violation by D. Cousins (def goaltending),34,42
158,2,5:28.0,,J. Holiday enters the game for I. Clark,34,42
159,2,5:28.0,,E. Moore enters the game for J. Nelson,34,42
160,2,5:28.0,J. Grant enters the game for Z. LaVine,,34,42
161,2,5:15.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by D. Cousins),34,45
162,2,4:58.0,J. Grant makes 2-pt layup from 1 ft (assist by D. Valentine),,36,45
163,2,4:44.0,,Turnover by D. Cousins (bad pass; steal by N. Mirotić),36,45
164,2,4:36.0,N. Mirotić misses 3-pt jump shot from 25 ft,,36,45
165,2,4:33.0,,Defensive rebound by D. Cousins,36,45
166,2,4:30.0,,A. Davis makes 2-pt layup at rim (assist by D. Cousins),36,47
167,2,4:07.0,L. Markkanen misses 2-pt hook shot from 8 ft,,36,47
168,2,4:04.0,,Defensive rebound by D. Cousins,36,47
169,2,3:53.0,,E. Moore misses 3-pt jump shot from 22 ft,36,47
170,2,3:53.0,,Offensive rebound by Team,36,47
171,2,3:52.0,Loose ball foul by R. Lopez (drawn by D. Cousins),,36,47
172,2,3:52.0,J. Holiday enters the game for N. Mirotić,,36,47
173,2,3:31.0,,Turnover by J. Holiday (bad pass),36,47
174,2,3:17.0,Personal foul by A. Davis (drawn by R. Lopez),,36,47
175,2,3:17.0,R. Lopez makes free throw 1 of 2,,37,47
176,2,3:17.0,R. Lopez makes free throw 2 of 2,,38,47
177,2,3:08.0,,A. Davis misses 2-pt layup from 2 ft,38,47
178,2,3:06.0,Defensive rebound by L. Markkanen,,38,47
179,2,3:04.0,J. Grant makes 2-pt layup from 4 ft,,40,47
180,2,3:04.0,Shooting foul by J. Holiday (drawn by J. Grant),,40,47
181,2,3:04.0,J. Grant makes free throw 1 of 1,,41,47
182,2,2:55.0,,Turnover by D. Miller (bad pass; steal by D. Valentine),41,47
183,2,2:38.0,,Offensive charge foul by D. Valentine (drawn by D. Cousins),41,47
184,2,2:38.0,Turnover by D. Valentine (offensive foul),,41,47
185,2,2:38.0,,New Orleans full timeout,41,47
186,2,2:38.0,,J. Nelson enters the game for D. Miller,41,47
187,2,2:26.0,,A. Davis misses 2-pt jump shot from 6 ft,41,47
188,2,2:24.0,Defensive rebound by L. Markkanen,,41,47
189,2,2:14.0,J. Grant misses 2-pt jump shot from 18 ft,,41,47
190,2,2:10.0,,Defensive rebound by E. Moore,41,47
191,2,2:03.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Nelson),41,49
192,2,1:47.0,Personal foul by J. Holiday (drawn by J. Holiday),,41,49
193,2,1:47.0,J. Holiday makes free throw 1 of 2,,42,49
194,2,1:47.0,J. Holiday makes free throw 2 of 2,,43,49
195,2,1:24.0,,D. Cousins misses 2-pt layup from 1 ft,43,49
196,2,1:19.0,Defensive rebound by J. Holiday,,43,49
197,2,1:13.0,J. Grant makes 3-pt jump shot from 25 ft (assist by D. Valentine),,46,49
198,2,0:59.0,,J. Holiday makes 2-pt jump shot from 15 ft,46,51
199,2,0:45.0,R. Lopez misses 2-pt hook shot from 6 ft,,46,51
200,2,0:43.0,,Defensive rebound by D. Cousins,46,51
201,2,0:33.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by D. Cousins),46,54
202,2,0:13.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by J. Grant),,48,54
203,2,0:09.0,,Personal foul by J. Holiday (drawn by J. Holiday),48,54
204,2,0:09.0,D. Nwaba enters the game for R. Lopez,,48,54
205,2,0:09.0,N. Mirotić enters the game for J. Holiday,,48,54
206,2,0:00.0,,E. Moore misses 2-pt jump shot from 11 ft,48,54
207,2,0:00.0,Defensive rebound by N. Mirotić,,48,54
208,3,11:35.0,,Turnover by D. Cousins (bad pass; steal by J. Grant),48,54
209,3,11:22.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by J. Grant),,51,54
210,3,11:05.0,,D. Cousins misses 3-pt jump shot from 24 ft,51,54
211,3,11:05.0,Defensive rebound by L. Markkanen,,51,54
212,3,10:48.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by Z. LaVine),,53,54
213,3,10:32.0,,J. Holiday misses 2-pt layup at rim,53,54
214,3,10:32.0,Defensive rebound by R. Lopez,,53,54
215,3,10:26.0,Shooting foul by E. Moore (drawn by J. Grant),,53,54
216,3,10:26.0,J. Grant makes free throw 1 of 2,,54,54
217,3,10:26.0,J. Grant makes free throw 2 of 2,,55,54
218,3,10:26.0,,New Orleans full timeout,55,54
219,3,10:05.0,,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),55,56
220,3,9:52.0,Z. LaVine makes 2-pt layup from 2 ft,,57,56
221,3,9:52.0,Shooting block foul by D. Cousins (drawn by Z. LaVine),,57,56
222,3,9:52.0,Z. LaVine makes free throw 1 of 1,,58,56
223,3,9:29.0,,D. Cousins misses 2-pt layup from 1 ft,58,56
224,3,9:24.0,,Offensive rebound by D. Cousins,58,56
225,3,9:24.0,,D. Cousins makes 2-pt layup at rim,58,58
226,3,9:17.0,,Offensive charge foul by L. Markkanen (drawn by A. Davis),58,58
227,3,9:17.0,Turnover by L. Markkanen (offensive foul),,58,58
228,3,8:54.0,,A. Davis misses 2-pt jump shot from 8 ft,58,58
229,3,8:51.0,Defensive rebound by L. Markkanen,,58,58
230,3,8:47.0,Z. LaVine misses 2-pt jump shot from 8 ft,,58,58
231,3,8:47.0,,Defensive rebound by D. Cousins,58,58
232,3,8:41.0,,Personal foul by L. Markkanen (drawn by D. Cousins),58,58
233,3,8:30.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),58,61
234,3,8:01.0,L. Markkanen makes 2-pt jump shot from 18 ft (assist by J. Grant),,60,61
235,3,7:57.0,,Turnover by R. Rondo (bad pass),60,61
236,3,7:48.0,R. Lopez misses 2-pt jump shot from 20 ft,,60,61
237,3,7:47.0,Offensive rebound by Team,,60,61
238,3,7:47.0,,Loose ball foul by R. Rondo (drawn by L. Markkanen),60,61
239,3,7:43.0,Turnover by Z. LaVine (palming),,60,61
240,3,7:31.0,,A. Davis makes 2-pt layup from 1 ft (assist by D. Cousins),60,63
241,3,7:18.0,L. Markkanen misses 3-pt jump shot from 23 ft,,60,63
242,3,7:11.0,,Defensive rebound by E. Moore,60,63
243,3,7:03.0,,E. Moore makes 2-pt jump shot from 10 ft,60,65
244,3,7:02.0,Chicago full timeout,,60,65
245,3,7:02.0,D. Valentine enters the game for Z. LaVine,,60,65
246,3,6:50.0,R. Lopez makes 2-pt dunk from 1 ft (assist by J. Grant),,62,65
247,3,6:36.0,,E. Moore makes 2-pt jump shot from 9 ft,62,67
248,3,6:27.0,Personal foul by A. Davis (drawn by L. Markkanen),,62,67
249,3,6:21.0,R. Lopez makes 2-pt dunk from 1 ft (assist by J. Grant),,64,67
250,3,6:00.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),64,69
251,3,5:42.0,J. Holiday misses 3-pt jump shot from 25 ft,,64,69
252,3,5:38.0,,Defensive rebound by D. Cousins,64,69
253,3,5:27.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by R. Rondo),64,71
254,3,5:13.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by J. Grant),,66,71
255,3,4:53.0,,R. Rondo misses 3-pt jump shot from 24 ft,66,71
256,3,4:49.0,Defensive rebound by J. Holiday,,66,71
257,3,4:46.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by J. Grant),,68,71
258,3,4:46.0,Shooting foul by A. Davis (drawn by L. Markkanen),,68,71
259,3,4:46.0,,New Orleans full timeout,68,71
260,3,4:46.0,,D. Cunningham enters the game for R. Rondo,68,71
261,3,4:46.0,,D. Miller enters the game for A. Davis,68,71
262,3,4:46.0,L. Markkanen makes free throw 1 of 1,,69,71
263,3,4:22.0,,D. Cousins misses 3-pt jump shot from 26 ft,69,71
264,3,4:19.0,Defensive rebound by R. Lopez,,69,71
265,3,4:11.0,J. Holiday makes 2-pt jump shot from 3 ft (assist by J. Grant),,71,71
266,3,3:52.0,,E. Moore misses 2-pt jump shot from 10 ft,71,71
267,3,3:49.0,Defensive rebound by L. Markkanen,,71,71
268,3,3:28.0,D. Valentine makes 2-pt layup from 6 ft,,73,71
269,3,3:08.0,,J. Holiday misses 2-pt jump shot from 14 ft,73,71
270,3,3:08.0,,Offensive rebound by D. Cousins,73,71
271,3,3:04.0,,D. Cousins makes 2-pt layup from 3 ft,73,73
272,3,2:54.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Lopez),,76,73
273,3,2:34.0,,Personal foul by D. Valentine (drawn by J. Holiday),76,73
274,3,2:34.0,N. Mirotić enters the game for L. Markkanen,,76,73
275,3,2:34.0,,I. Clark enters the game for E. Moore,76,73
276,3,2:34.0,,J. Nelson enters the game for J. Holiday,76,73
277,3,2:26.0,,D. Miller misses 2-pt jump shot from 16 ft,76,73
278,3,2:18.0,,Offensive rebound by D. Cousins,76,73
279,3,2:18.0,,D. Cousins makes 2-pt dunk at rim,76,75
280,3,2:07.0,R. Lopez misses 2-pt hook shot from 5 ft (block by D. Cousins),,76,75
281,3,2:03.0,,Defensive rebound by D. Cousins,76,75
282,3,1:56.0,,D. Cousins misses 2-pt layup from 2 ft,76,75
283,3,1:54.0,Defensive rebound by J. Holiday,,76,75
284,3,1:48.0,J. Holiday makes 2-pt jump shot from 23 ft (assist by J. Grant),,78,75
285,3,1:32.0,,D. Cousins misses 3-pt jump shot from 25 ft,78,75
286,3,1:28.0,Defensive rebound by N. Mirotić,,78,75
287,3,1:19.0,J. Holiday misses 2-pt jump shot from 8 ft,,78,75
288,3,1:19.0,,Defensive rebound by D. Cousins,78,75
289,3,1:06.0,,J. Nelson misses 3-pt jump shot from 25 ft,78,75
290,3,1:02.0,Defensive rebound by J. Holiday,,78,75
291,3,1:00.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Holiday),,81,75
292,3,0:45.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by I. Clark),81,78
293,3,0:31.0,Offensive foul by R. Lopez (drawn by D. Miller),,81,78
294,3,0:31.0,Turnover by R. Lopez (offensive foul),,81,78
295,3,0:31.0,,A. Davis enters the game for D. Cousins,81,78
296,3,0:31.0,D. Nwaba enters the game for J. Grant,,81,78
297,3,0:31.0,Z. LaVine enters the game for J. Holiday,,81,78
298,3,0:19.0,,A. Davis misses 2-pt layup at rim (block by R. Lopez),81,78
299,3,0:15.0,Defensive rebound by D. Nwaba,,81,78
300,3,0:04.0,Turnover by Z. LaVine (bad pass),,81,78
301,3,0:04.0,B. Portis enters the game for R. Lopez,,81,78
302,3,0:01.0,,A. Davis makes 2-pt jump shot from 14 ft,81,80
303,3,0:01.0,,Shooting foul by B. Portis (drawn by A. Davis),81,80
304,3,0:01.0,,A. Davis makes free throw 1 of 1,81,81
305,3,0:01.0,Turnover by N. Mirotić (bad pass; steal by J. Nelson),,81,81
306,3,0:00.0,,J. Nelson misses 3-pt jump shot from 36 ft,81,81
307,3,0:00.0,,Offensive rebound by Team,81,81
308,4,11:48.0,Z. LaVine makes 2-pt layup from 3 ft,,83,81
309,4,11:26.0,,Turnover by A. Davis (lost ball; steal by D. Valentine),83,81
310,4,11:21.0,D. Valentine makes 3-pt jump shot from 25 ft,,86,81
311,4,11:06.0,,I. Clark misses 2-pt layup from 2 ft,86,81
312,4,11:01.0,Defensive rebound by B. Portis,,86,81
313,4,10:59.0,N. Mirotić makes 3-pt jump shot from 22 ft (assist by D. Valentine),,89,81
314,4,10:59.0,,New Orleans full timeout,89,81
315,4,10:39.0,,D. Cunningham misses 2-pt jump shot from 6 ft,89,81
316,4,10:39.0,,Offensive rebound by A. Davis,89,81
317,4,10:39.0,,A. Davis makes 2-pt layup from 1 ft,89,83
318,4,10:39.0,,Shooting foul by N. Mirotić (drawn by A. Davis),89,83
319,4,10:39.0,,A. Davis misses free throw 1 of 1,89,83
320,4,10:33.0,Defensive rebound by B. Portis,,89,83
321,4,10:25.0,Shooting foul by I. Clark (drawn by Z. LaVine),,89,83
322,4,10:25.0,Z. LaVine makes free throw 1 of 2,,90,83
323,4,10:25.0,Z. LaVine makes free throw 2 of 2,,91,83
324,4,10:15.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Nelson),91,86
325,4,9:58.0,Shooting foul by D. Miller (drawn by D. Nwaba),,91,86
326,4,9:58.0,D. Nwaba makes free throw 1 of 2,,92,86
327,4,9:58.0,J. Grant enters the game for Z. LaVine,,92,86
328,4,9:58.0,D. Nwaba misses free throw 2 of 2,,92,86
329,4,9:54.0,Offensive rebound by D. Nwaba,,92,86
330,4,9:53.0,D. Nwaba misses 2-pt layup from 1 ft,,92,86
331,4,9:47.0,Offensive rebound by B. Portis,,92,86
332,4,9:47.0,B. Portis makes 2-pt layup at rim,,94,86
333,4,9:33.0,,Turnover by D. Cunningham (lost ball; steal by D. Nwaba),94,86
334,4,9:29.0,D. Nwaba makes 2-pt dunk from 1 ft,,96,86
335,4,9:13.0,,J. Nelson misses 2-pt jump shot from 22 ft,96,86
336,4,9:11.0,Defensive rebound by D. Valentine,,96,86
337,4,9:05.0,N. Mirotić misses 3-pt jump shot from 25 ft,,96,86
338,4,9:03.0,Offensive rebound by B. Portis,,96,86
339,4,8:53.0,D. Nwaba makes 2-pt jump shot from 2 ft (assist by J. Grant),,98,86
340,4,8:44.0,,A. Davis misses 2-pt jump shot from 12 ft,98,86
341,4,8:41.0,Defensive rebound by N. Mirotić,,98,86
342,4,8:36.0,J. Grant makes 2-pt layup from 1 ft (assist by B. Portis),,100,86
343,4,8:36.0,Shooting foul by J. Nelson (drawn by J. Grant),,100,86
344,4,8:36.0,,D. Cousins enters the game for I. Clark,100,86
345,4,8:36.0,,J. Holiday enters the game for D. Cunningham,100,86
346,4,8:36.0,J. Grant makes free throw 1 of 1,,101,86
347,4,8:27.0,,Personal foul by D. Nwaba (drawn by J. Holiday),101,86
348,4,8:16.0,,J. Holiday misses 3-pt jump shot from 24 ft,101,86
349,4,8:13.0,,Offensive rebound by J. Nelson,101,86
350,4,8:07.0,,J. Nelson misses 3-pt jump shot from 24 ft,101,86
351,4,8:06.0,,Offensive rebound by D. Cousins,101,86
352,4,8:06.0,,D. Cousins misses 2-pt layup from 2 ft,101,86
353,4,8:06.0,Defensive rebound by Team,,101,86
354,4,7:58.0,N. Mirotić misses 3-pt jump shot from 26 ft,,101,86
355,4,7:53.0,,Defensive rebound by A. Davis,101,86
356,4,7:40.0,,D. Miller misses 3-pt jump shot from 24 ft,101,86
357,4,7:37.0,Defensive rebound by B. Portis,,101,86
358,4,7:33.0,Personal foul by J. Nelson,,101,86
359,4,7:33.0,,Technical foul by J. Nelson,101,86
360,4,7:33.0,N. Mirotić makes technical free throw,,102,86
361,4,7:33.0,,E. Moore enters the game for J. Nelson,102,86
362,4,7:33.0,Personal foul by J. Holiday (drawn by J. Grant),,102,86
363,4,7:33.0,J. Grant makes free throw 1 of 2,,103,86
364,4,7:33.0,J. Grant makes free throw 2 of 2,,104,86
365,4,7:26.0,,Personal foul by N. Mirotić (drawn by J. Holiday),104,86
366,4,7:09.0,,J. Holiday misses 3-pt jump shot from 25 ft,104,86
367,4,7:08.0,,Offensive rebound by A. Davis,104,86
368,4,7:08.0,,Shooting foul by J. Grant (drawn by A. Davis),104,86
369,4,7:08.0,,A. Davis makes free throw 1 of 2,104,87
370,4,7:08.0,,A. Davis makes free throw 2 of 2,104,88
371,4,6:58.0,B. Portis misses 3-pt jump shot from 26 ft,,104,88
372,4,6:55.0,,Defensive rebound by A. Davis,104,88
373,4,6:44.0,Offensive charge foul by A. Davis (drawn by N. Mirotić),,104,88
374,4,6:44.0,,Turnover by A. Davis (offensive foul),104,88
375,4,6:32.0,Turnover by J. Grant (lost ball; steal by A. Davis),,104,88
376,4,6:30.0,,Personal foul by D. Valentine (drawn by E. Moore),104,88
377,4,6:30.0,,E. Moore misses free throw 1 of 2,104,88
378,4,6:30.0,,Offensive rebound by Team,104,88
379,4,6:30.0,,E. Moore makes free throw 2 of 2,104,89
