,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
379,4,7:33.0,K. Walker misses 2-pt jump shot from 20 ft,,82,79
380,4,7:30.0,Offensive rebound by F. Kaminsky,,82,79
381,4,7:28.0,K. Walker makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,85,79
382,4,7:27.0,,Dallas full timeout,85,79
383,4,7:15.0,,Y. Ferrell makes 2-pt layup at rim (assist by D. Powell),85,81
384,4,7:00.0,K. Walker misses 2-pt jump shot from 15 ft,,85,81
385,4,6:57.0,Offensive rebound by W. Hernangómez,,85,81
386,4,6:56.0,W. Hernangómez misses 2-pt layup from 1 ft,,85,81
387,4,6:55.0,,Defensive rebound by D. Nowitzki,85,81
388,4,6:47.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,85,81
389,4,6:44.0,Defensive rebound by W. Hernangómez,,85,81
390,4,6:37.0,Shooting foul by D. McDermott (drawn by D. Bacon),,85,81
391,4,6:37.0,D. Bacon makes free throw 1 of 2,,86,81
392,4,6:37.0,,N. Noel enters the game for J. Barea,86,81
393,4,6:37.0,,H. Barnes enters the game for D. Powell,86,81
394,4,6:37.0,,D. Finney-Smith enters the game for D. McDermott,86,81
395,4,6:37.0,,D. Smith enters the game for D. Nowitzki,86,81
396,4,6:37.0,J. Lamb enters the game for M. Monk,,86,81
397,4,6:37.0,D. Howard enters the game for W. Hernangómez,,86,81
398,4,6:37.0,D. Bacon makes free throw 2 of 2,,87,81
399,4,6:25.0,,D. Smith makes 3-pt jump shot from 24 ft (assist by N. Noel),87,84
400,4,6:10.0,J. Lamb misses 3-pt jump shot from 23 ft,,87,84
401,4,6:07.0,,Defensive rebound by D. Finney-Smith,87,84
402,4,5:59.0,,Y. Ferrell makes 2-pt jump shot from 19 ft,87,86
403,4,5:32.0,D. Bacon makes 2-pt layup from 1 ft (assist by F. Kaminsky),,89,86
404,4,5:15.0,,H. Barnes misses 2-pt jump shot from 10 ft,89,86
405,4,5:14.0,,Offensive rebound by Team,89,86
406,4,5:06.0,,Y. Ferrell makes 2-pt jump shot from 12 ft (assist by N. Noel),89,88
407,4,4:50.0,J. Lamb misses 3-pt jump shot from 23 ft,,89,88
408,4,4:48.0,,Defensive rebound by D. Finney-Smith,89,88
409,4,4:45.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,89,88
410,4,4:41.0,Defensive rebound by D. Howard,,89,88
411,4,4:33.0,K. Walker makes 2-pt layup from 1 ft,,91,88
412,4,4:15.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Smith),91,90
413,4,3:58.0,D. Howard makes 2-pt dunk at rim (assist by J. Lamb),,93,90
414,4,3:32.0,,N. Noel misses 2-pt jump shot from 13 ft,93,90
415,4,3:30.0,Defensive rebound by D. Howard,,93,90
416,4,3:17.0,Personal foul by N. Noel (drawn by D. Howard),,93,90
417,4,3:17.0,D. Howard misses free throw 1 of 2,,93,90
418,4,3:17.0,Offensive rebound by Team,,93,90
419,4,3:17.0,M. Williams enters the game for F. Kaminsky,,93,90
420,4,3:17.0,D. Howard misses free throw 2 of 2,,93,90
421,4,3:14.0,,Defensive rebound by H. Barnes,93,90
422,4,3:04.0,,Shooting block foul by D. Bacon (drawn by H. Barnes),93,90
423,4,3:04.0,,H. Barnes makes free throw 1 of 2,93,91
424,4,3:04.0,,H. Barnes misses free throw 2 of 2,93,91
425,4,3:02.0,Defensive rebound by D. Howard,,93,91
426,4,3:01.0,Personal take foul by H. Barnes (drawn by D. Howard),,93,91
427,4,3:01.0,D. Howard misses free throw 1 of 2,,93,91
428,4,3:01.0,Offensive rebound by Team,,93,91
429,4,3:01.0,D. Howard misses free throw 2 of 2,,93,91
430,4,2:58.0,,Defensive rebound by N. Noel,93,91
431,4,2:44.0,,H. Barnes misses 2-pt jump shot from 4 ft,93,91
432,4,2:44.0,Defensive rebound by D. Howard,,93,91
433,4,2:44.0,Personal foul by N. Noel (drawn by D. Howard),,93,91
434,4,2:44.0,Charlotte full timeout,,93,91
435,4,2:44.0,D. Howard makes free throw 1 of 2,,94,91
436,4,2:44.0,D. Howard makes free throw 2 of 2,,95,91
437,4,2:27.0,,H. Barnes misses 2-pt jump shot from 10 ft (block by K. Walker),95,91
438,4,2:27.0,Defensive rebound by K. Walker,,95,91
439,4,2:05.0,K. Walker makes 3-pt jump shot from 24 ft,,98,91
440,4,1:50.0,,Y. Ferrell makes 3-pt jump shot from 22 ft (assist by D. Smith),98,94
441,4,1:34.0,J. Lamb misses 2-pt jump shot from 11 ft,,98,94
442,4,1:31.0,Offensive rebound by M. Williams,,98,94
443,4,1:30.0,D. Howard misses 2-pt hook shot from 3 ft,,98,94
444,4,1:30.0,,Defensive rebound by Y. Ferrell,98,94
445,4,1:24.0,,Offensive foul by D. Smith (drawn by K. Walker),98,94
446,4,1:24.0,,Turnover by D. Smith (offensive foul),98,94
447,4,1:14.0,K. Walker misses 3-pt jump shot from 24 ft,,98,94
448,4,1:12.0,,Defensive rebound by N. Noel,98,94
449,4,1:04.0,,D. Smith misses 2-pt jump shot from 15 ft,98,94
450,4,1:02.0,,Offensive rebound by N. Noel,98,94
451,4,1:02.0,,N. Noel makes 2-pt layup at rim,98,96
452,4,0:41.0,J. Lamb makes 2-pt jump shot from 13 ft,,100,96
453,4,0:41.0,,Dallas full timeout,100,96
454,4,0:36.0,,D. Smith makes 2-pt layup at rim,100,98
455,4,0:18.0,J. Lamb misses 2-pt jump shot from 19 ft,,100,98
456,4,0:15.0,,Defensive rebound by D. Smith,100,98
457,4,0:05.0,,Turnover by D. Smith (lost ball; steal by K. Walker),100,98
458,4,0:04.0,Personal foul by H. Barnes (drawn by M. Williams),,100,98
459,4,0:04.0,M. Williams makes free throw 1 of 2,,101,98
460,4,0:04.0,,D. Powell enters the game for Y. Ferrell,101,98
461,4,0:04.0,M. Williams makes free throw 2 of 2,,102,98
462,4,0:04.0,Charlotte full timeout,,102,98
463,4,0:04.0,,D. McDermott enters the game for N. Noel,102,98
464,4,0:04.0,,Y. Ferrell enters the game for D. Finney-Smith,102,98
465,4,0:02.0,,D. Smith misses 3-pt jump shot from 27 ft,102,98
466,4,0:02.0,Defensive rebound by J. Lamb,,102,98
